Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Gohda Toshiro,"""......Please calm down and listen. ...It seems a machine somewhere was somehow done in by lightning last night. Because of that, we haven't been able to use the phones..."" ",""".........Please listen calmly. ...It seems that some kind of apparatus was done in by lightning last night. Because of that, we have become unable to use the telephones...""",""".........Please calm down and listen. ...It seems that a machine was somehow done in by lightning last night. Because of that, we haven't been able to use the phones...""",「………落ち着いて聞いてください。…どうも昨夜の落雷で何かの機械がやられたようなのです。それで電話が使えなくなっておりまして…。」,「………落ち着いて聞いてください。…どうも昨夜の落雷で何かの機械がやられたようなのです。それで電話が使えなくなっておりまして…」,""".........Пожалуйста, успокойтесь и послушайте. ...Кажется, ночью аппарат был как‐то повреждён молнией. Из‐за этого мы не смогли воспользоваться телефонами...""",""".........Por favor, ouça calmamente. ...Parece que o aparelho quebrou noite passada por causa de um raio. Por causa disso, estamos incapazes de usar o telefone...""",「………請冷靜下來聽鄙人說。…昨晚的落雷好像是擊壞了什麼機器。因此電話不能使用了…」,「………请冷静下来听鄙人说。…昨晚的落雷好像是击坏了什么机器。因此电话不能使用了…」,"""... Per favore calmati e ascolta. ... Sembra che la centralina sia stata distrutta in qualche modo da un fulmine la scorsa notte. E a causa di questo, non siamo stati capaci di usare i telefoni...""","""...Calmati e ascoltami, per favore... Sembra che ieri sera i fulmini abbiano messo fuori uso qualche meccanismo. E dunque non abbiamo potuto usare i telefoni...""",""".........Lütfen sakince dinleyin. ...Görünüşe göre dün gece bir tür cihaza yıldırım düşmüş. Bu yüzden telefonları kullanamıyoruz..."""
Kumasawa Chiyo,"""Whaaaat?!! Th-Then, until the typhoon passes, we can't even contact the police?!"" ","""Huuuh?!! Th‐then, until the typhoon passes, we can't even contact the police?!""","""Eeeehhh!! Th, then, until the typhoon passes, we can't even contact the police?!""",「えぇえぇッ！！　じゃ、じゃあ台風が過ぎるまで、警察にも連絡できないんですか？！」,[=JP],"""Э?! Т‐тогда до того как тайфун пройдет, мы даже не сможем связаться с полицией?!""","""Ehhhh?! E‐Então, até o tufão passar, não podemos nem entrar em contato com a polícia!""",「哎哎哎哎！！那、那在台風過去之前，是連警察都聯絡不上了嗎？！」,「哎哎哎哎！！那、那在台风过去之前，是连警察都联络不上了吗？！」,"""Eeeehhh!! Q-Quindi, finché non passa il tifone, non possiamo neanche contattare la polizia?!""","""Eeeeeh?!! Q-Quindi, finché il tifone non passerà, non potremo neanche contattare la polizia?!""","""Heeeh?!! O-O zaman, tayfun geçene kadar polise bile ulaşamayacak mıyız?!"""
,Maybe Kumasawa's exaggerated surprise was a little comical. ,Maybe Kumasawa's exaggerated surprise was a little comical.,[=UP],熊沢の大袈裟な驚き方が少しだけ滑稽だったのかもしれない。,[=JP],"Возможно, преувеличенное удивление Кумасавы было немного комичным.",Talvez a surpresa exagerada de Kumasawa tenha sido um pouco cômica.,熊澤那誇張的吃驚方式，或許是有一點點滑稽吧。,熊泽那夸张的吃惊方式，或许是有一点点滑稽吧。,Forse la reazione esagerata di Kumasawa pareva un po' comica.,Forse lo stupore esagerato di Kumasawa aveva un che di comico.,Belki de Kumasawa'nın abartılı şaşkınlığı biraz gülünçtü.
,"Even in this kind of situation, Rosa giggled. ","Rosa giggled, in spite of the situation."," Even in this kind of situation, Rosa giggled.",楼座はこんな状況にもかかわらず、くすりと笑ってしまう。,[=JP],Даже в такой ситуации Роза хихикнула.,"Rosa riu, apesar da situação.",儘管是身處在這種狀況下，樓座還是不禁撲哧一笑。,尽管是身处在这种状况下，楼座还是不禁扑哧一笑。,"Persino in questa situazione, Rosa ridacchiò.","A dispetto delle circostanze, Rosa si lasciò sfuggire una risatina...","Bu duruma rağmen, Rosa kıkırdadı."
,"...Because of that, the fog of confusion that had covered her head cleared up a little. ","......Because of that, the fog of confusion that had covered her head cleared up a little.",[=UP],……それによって、少しだけ頭を覆っていた混乱の霧が晴れるのだった。,[=JP],"......Из‐за этого, туман замешательства, покрывавший её мысли, слегка развеялся.","......Por causa disso, a névoa de confusão que havia coberto sua cabeça tinha clareado um pouco.",……經這一笑，籠罩在她腦中的混亂迷霧稍稍散去了一絲。,……经这一笑，笼罩在她脑中的混乱迷雾稍稍散去了一丝。,"... Perciò, la nebbia confusionaria che aveva riempito la sua testa scomparve per un attimo.","A causa di ciò, la confusione che avvolgeva la sua mente come una nebbia si diradò un po'.","......Bu sayede, kafasını işgal eden karmaşa bulutu biraz olsun dağıldı."
Ushiromiya Rosa,"""......I've got to stay strong. ...It's not just Maria. I'm acting as a parent for George-kun and Battler-kun too, so I have to stay strong..."" ",""".........I've got to stay strong. ......It's not just Maria. ......I'm acting as a parent for George‐kun and Battler‐kun too now, so I have to stay strong......""",""".........I've got to stay strong. ......It's not just Maria. I'm acting as a parent for George-kun and Battler-kun too, so I have to stay strong......""",「………私がしっかりしなきゃ。……真里亞だけじゃない。……譲治くんも戦人くんも、今は私が親代わりなんだから、しっかりしなきゃいけない……。」,「………私がしっかりしなきゃ。……真里亞だけじゃない。……譲治くんも戦人くんも、今は私が親代わりなんだから、しっかりしなきゃいけない……」,""".........Я обязана быть сильной. ......Не только из‐за Марии. Я также исполняю обязанность матери Джорджа и Баттлера, поэтому я должна быть сильной...""",""".........Eu tenho que me manter forte. ......Não é apenas a Maria. ......Eu estou agindo como uma mãe para o George‐kun e o Battler‐kun também, então preciso ficar forte......""",「………我必須振作起來才行。……不僅僅是真里亞。……就連讓治君和戰人君，現在也要由我來代他們的父母照料，所以我必須振作起來才行……」,「………我必须振作起来才行。……不仅仅是真里亚。……就连让治君和战人君，现在也要由我来代他们的父母照料，所以我必须振作起来才行……」,"""... Devo tenere duro. ... Non è solo per Maria. Sto facendo da genitore anche per George-kun e Battler-kun, perciò devo tenere duro...""","""...Devo farmi forza... Non solo per Maria... Sto facendo da genitore anche per George-kun e Battler-kun, perciò devo farmi forza...""",""".........Güçlü kalmalıyım. ......Sadece Maria için değil. ......George-kun ve Battler-kun için de artık ebeveyn rolündeyim, bu yüzden güçlü kalmalıyım......"""
,"Rosa had been the youngest sibling, with a large difference in age between her and the others. So, she had always been treated as a child. ","Rosa had been the youngest sibling, with a large difference in age between her and the others.{n}So she was always treated as a child.","Rosa had been the youngest sibling, with a large difference in age between her and the others. So she was always treated as a child.",楼座は、他の兄弟から大きく歳の差のある末っ子だった。だからいつも子ども扱いだった。,楼座は、他の兄弟から大きく歳の差のある末っ子だった。{n}だからいつも子ども扱いだった。,Роза была младшим ребёнком в семье с большой разницей в возрасте с остальными.{n}Поэтому к ней всегда обращались как к ребёнку.,"Rosa era a mais nova, com uma larga diferença de idade em relação aos seus irmãos. Por isso, ela sempre foi tratada como criança.",樓座是與其他哥哥姐姐年歲相差很大的小女兒。{n}所以一直都被當成小孩子看待。,楼座是与其他哥哥姐姐年岁相差很大的小女儿。{n}所以一直都被当成小孩子看待。,"Rosa era la sorella minore, con una differenza enorme d'età fra lei e gli altri. Perciò veniva sempre trattata come una bambina.","Rosa era la figlia più piccola, con un'enorme differenza d'età fra lei e gli altri fratelli.{n}Perciò veniva sempre trattata come una bambina.",Rosa en küçük kardeşti ve diğer kardeşleriyle arasında büyük bir yaş farkı vardı.{n}Bu yüzden ona her zaman çocuk muamelesi yapılmıştı.
,"Every time she learned something new, it was something obvious to her siblings, and she had built up a complex, becoming convinced of her own incompetence. ","Every time she learned something new, it was something obvious to her brothers and sister, and she had grown a complex, thinking that she must be incompetent."," Every time she learned something new, it was something obvious to her brothers and sister, and she had grown a complex, thinking that she must be incompetent.",自分が新しく覚えたことは、いつも兄や姉たちにとって当り前のことで、自分が無能に違いないとコンプレックスを抱いてきた。,[=JP],"Всё, что она узнавала, было очевидным для её братьев и сестры, и у неё образовался комплекс от мысли, что она, должно быть, недостаточно способна.","Toda vez que ela aprendia algo novo, era algo óbvio para seus irmãos e irmã, e ela cresceu com um complexo, pensando que era incompetente.",她新學到的東西，對哥哥姐姐們來說總是很稀鬆平常的事情，而她也認定了自己很無能，從小到大都懷有自卑情緒。,她新学到的东西，对哥哥姐姐们来说总是很稀松平常的事情，而她也认定了自己很无能，从小到大都怀有自卑情绪。,"Ogni volta che imparava qualcosa di nuovo, quel qualcosa era ovvio ai suoi fratelli e a sua sorella, così coltivò dei complessi, pensando che doveva essere incompetente.","Ogni volta che imparava qualcosa di nuovo, i suoi fratelli e sua sorella la trovavano ovvia, e sviluppò dei complessi, convincendosi di essere una buona a nulla.","Ne zaman yeni bir şey öğrense, bu her zaman kardeşlerinin bildiği bir şey oluyordu, ve bu yüzden kendisinin beceriksiz olduğunu düşünmeye başlayarak bir kompleks edinmişti."
,"So, she had developed a passive personality, asking her siblings for advice every time something happened... ","So she had formed a passive attitude, asking her brothers and sister for advice every time something happened..."," So she had formed a passive attitude, asking her brothers and sister for advice every time something happened...",そのため、何かある度に兄や姉たちに指示を乞う受身な体質になってしまっていた…。,[=JP],Поэтому у неё сформировалась привычка просить совет у братьев и сестры при каждом происшествии...,"Por isso ela desenvolveu uma atitude passiva, pedindo aos seus irmãos e irmã por conselhos toda vez que algo acontecia...",因此，她養成了一種每當有什麼事，都會想去請示哥哥姐姐的被動性格…。,因此，她养成了一种每当有什么事，都会想去请示哥哥姐姐的被动性格…。,"Perciò si è formato in lei un atteggiamento passivo, che la spingeva a chiedere consiglio ai suoi fratelli e a sua sorella ogni volta che accadeva qualcosa...","Perciò acquisì una disposizione passiva, che la spingeva a chiedere consigli ai suoi fratelli e a sua sorella ogni volta che succedeva qualcosa...",Bu yüzden pasif bir tavrı vardı ve ne zaman bir şey olsa ağabeylerinden ve ablalarından tavsiyeler istiyordu...
,"......But she no longer had any brothers or sisters. Now, Rosa was the only one of the four Ushiromiya siblings left. ",".........But she no longer had any brothers or sisters.{n}Now, Rosa was the only one of the four Ushiromiya siblings left.",".........But she no longer had any brothers or sisters. Now, Rosa was the only one of the four Ushiromiya siblings left.",………しかし、もう兄も姉もいない。今や右代宮４兄弟は楼座ひとり。,………しかし、もう兄も姉もいない。{n}今や右代宮４兄弟は楼座ひとり。,".........Но теперь у неё больше не было ни братьев, ни сестры.{n}Теперь Роза оставалась единственной из выживших детей Кинзо.",".........Mas ela já não tinha mais irmãos nem irmã.{n}Agora, Rosa era a única dos quatro irmãos Ushiromiya que havia restado.",………可是，哥哥與姐姐已經都不在了。{n}現在，右代宮四兄妹只剩下了樓座一個。,………可是，哥哥与姐姐已经都不在了。{n}现在，右代宫四兄妹只剩下了楼座一个。,"... Ma ora non aveva più nessun fratello e nessuna sorella. Ora, Rosa era l'unica rimasta dei quattro fratelli della famiglia Ushiromiya.","Ma lei adesso non aveva più fratelli, né sorelle.{n}In quel momento, Rosa era l'unica rimasta dei quattro figli della famiglia Ushiromiya...",.........Ama artık ne bir erkek ne de bir kız kardeşi vardı.{n}Dört Ushiromiya kardeşten geriye kalan tek kişi Rosa'ydı.
,"...Furthermore, if Kinzo continued to shut himself away even in this extraordinary situation, ...Rosa would have to surpass this crisis as the Head's representative. ","...Furthermore, if Kinzo continued to shut himself away even in this extraordinary situation, ......Rosa would have to surpass this crisis as the representative of the head.","...Furthermore, if Kinzo continued to shut himself away even in this extraordinary situation, ......Rosa had to surpass this crisis as the representative of the head.",…しかも金蔵がこの非常事態に及んでも、まだ引き篭もりを続けるなら、……楼座が当主の代行としてこの危機を乗り越えなくてはならないのだ。,[=JP],"...Кроме того, если Кинзо по‐прежнему оставался у себя взаперти даже в такой чрезвычайной ситуации... Роза должна была преодолеть эту напасть в качестве представителя главы.","...Além disso, se Kinzo continuasse a se trancar sozinho mesmo em uma situação extraordinária como essa, ......Rosa teria que superar esta crise como representante do chefe.",…而且，若是金藏在這樣的緊急狀況下，也還要接著閉門不出的話，……那樓座就必須作為當主代理人，來帶領大家渡過這個危機才行了。,…而且，若是金藏在这样的紧急状况下，也还要接着闭门不出的话，……那楼座就必须作为当主代理人，来带领大家渡过这个危机才行了。,"... Inoltre, se Kinzo dovesse continuare a rinchiudersi anche in questa situazione straordinaria... Rosa dovrà superare questa crisi in qualità di rappresentante del comando.","E in aggiunta, se Kinzo avesse continuato a rimanere chiuso nella sua stanza anche durante una tale situazione d'emergenza... Rosa avrebbe dovuto superare quella crisi prendendo le veci del capofamiglia.","...Dahası, Kinzo bu olağanüstü durumda bile kendini kapatmaya devam ederse, ......bu krizi aile reisinin temsilcisi olarak Rosa'nın aşması gerekecekti."
Ushiromiya Rosa,"""......I'm not a child anymore, not a child. ............"" ","""...............I'm not a child anymore, not a child. .................................""","""............I'm not a child anymore, not a child. .....................""",「……………私はもう子どもじゃない、子どもじゃない。……………………………。」,「……………私はもう子どもじゃない、子どもじゃない。……………………………」,"""............Я больше не ребёнок, не ребёнок. .....................""","""...............Eu não sou mais uma criança, não sou uma criança. .................................""",「……………我已經不是小孩子了，不是小孩子了。……………………………」,「……………我已经不是小孩子了，不是小孩子了。……………………………」,"""... Non sono più una bambina, non sono più una bambina. ...""","""...Io non sono più una bambina, non sono una bambina...""","""...............Artık çocuk değilim, çocuk değilim. ................................."""
,...Rosa slapped her knees lightly and stood up. ,...Rosa slapped her knees lightly and stood up.,[=UP],…楼座は膝を軽く叩くと立ち上がる。,[=JP],...Роза слегка хлопнула себя по коленям и поднялась.,...Rosa bateu de leve em seus joelhos e se levantou.,…樓座輕輕拍了下膝蓋，站了起來。,…楼座轻轻拍了下膝盖，站了起来。,Rosa colpì le sua ginocchia leggermente e si alzò.,"...Rosa battè lievemente le mani sulle sue ginocchia, e si alzò in piedi.",...Rosa dizlerine hafifçe vurup ayağa kalktı.
,She must not wait for orders now. ...She had to start moving herself. ,She must not wait for orders now.{n}...She had to start moving herself., She must not wait for orders now....She had to start moving herself.,今は自分が指示待ちではいけない。…自分から動かなくてはならないのだ。,今は自分が指示待ちではいけない。{n}…自分から動かなくてはならないのだ。,Сейчас у неё не было времени дожидаться дальнейших указаний.{n}...Она должна начинать действовать самостоятельно.,Ela não deveria mais esperar por ordens agora.{n}...Ela precisava começar a se mover sozinha.,現在的她不能再去坐等命令了。{n}…必須要自己行動起來。,现在的她不能再去坐等命令了。{n}…必须要自己行动起来。,Ora non doveva aspettare alcun ordine. ... Doveva iniziare a muoversi indipendentemente.,Non aveva il tempo per attendere istruzioni...{n}Doveva agire con la propria testa.,Artık emir beklememeliydi.{n}...Kendi başına hareket etmeye başlamalıydı.
