Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Natsuhi,"""Is that so? Very well. I will also check everything over at the very end. Shannon, take the young servants and prepare a new tablecloth. Try to find something white, with a bit more of a clean feeling."" ","""Is that so? Very well. I will do the same. Shannon, take the young servants and prepare a new tablecloth. Try to find something white, with a bit more of a clean feeling.""",[=UP],「そうですか、結構。私も最後に全てを確認します。紗音、若い使用人たちを連れて、新しいテーブルクロスを準備するように。もう少し清潔感を感じる白いものを探すのですよ。」,「そうですか、結構。私も最後に全てを確認します。紗音、若い使用人たちを連れて、新しいテーブルクロスを準備するように。もう少し清潔感を感じる白いものを探すのですよ」,"""Вот как? Хорошо. Займусь тем же. Шаннон, возьми молодых слуг и постели новую скатерть. Поищи что‐нибудь белое, придающее ощущение белизны.""","""Mesmo? Muito bem. Eu farei o mesmo. Shannon, reúna os serviçais mais jovens e prepare uma nova toalha de mesa. Tente encontrar algo branco, com uma aparência mais limpa.""",「是麼，很好。我也是會最後檢查一遍的。紗音，你去帶上年輕的傭人們備好新桌布。記住，要找能更令人稍微感到點潔淨感的白桌布喲。」,「是么，很好。我也是会最后检查一遍的。纱音，你去带上年轻的佣人们备好新桌布。记住，要找能更令人稍微感到点洁净感的白桌布哟。」,"""È così? Molto bene. Farò lo stesso. Shannon, prendi con te i domestici giovani e prepara una nuova tovaglia. Cerca di trovare qualcosa di bianco, che dia una sensazione di freschezza."""
Shannon,"""Y-Yes, as you wish."" ","""Y‐yes, as you wish.""","""Y, yes, as you wish.""",「は、はい、畏まりましたっ。」,「は、はい、畏まりましたっ」,"""Д‐да, как пожелаете.""","""S‐Sim, como quiser.""",「好、好的，遵命。」,[=CHT],"""S-Sì, come desidera."""
,Natsuhi was even more high-strung than normal and walked about barking orders here and there. ,Natsuhi was even more high‐strung than normal and walked about barking orders here and there.,Natsuhi was even more high-strung than normal and walked about barking orders here and there.,夏妃は普段以上に神経質で、あれやこれやと口うるさく指示を下している。,[=JP],"Нацухи нервничала даже больше, чем обычно. Она ходила тут и там, раздавая приказы.","Natsuhi estava ainda mais agitada que o normal, caminhando e dando ordens aqui e ali.",夏妃比平常還要神經質，“這呀那呀”嘴巴沒個停地下達指示。,夏妃比平常还要神经质，“这呀那呀”嘴巴没个停地下达指示。,Natsuhi era addirittura più tesa del solito e andava in giro urlando ordini a destra e a manca.
,"Even though the sky was beginning to get dark, the servants moved hurriedly about. ","Even though the sky was beginning to get dark, the servants moved hurriedly about."," Even though the sky was beginning to get dark, the servants moved hurriedly about.",夕方を過ぎて空も暗くなり始めたというのに、使用人たちの動きが慌しかった。,[=JP],"Хотя небо уже темнело, слуги всё спешили.","Mesmo com o céu começando a escurecer, os serviçais moviam‐se apressados para fazer tudo.",明明已過黃昏，天空也已開始變黑了，但傭人們卻還在忙得團團轉。,明明已过黄昏，天空也已开始变黑了，但佣人们却还在忙得团团转。,"Anche se iniziava a fare buio, i domestici continuavano ad andare di corsa."
,Tomorrow is the annual family conference. ,Tomorrow would be the annual family conference., Tomorrow is the annual family conference.,明日は年に一度の親族会議だ。,[=JP],Завтра ежегодное семейное собрание.,Amanhã seria a conferência anual de família.,明天是一年一度的親族會議。,明天是一年一度的亲族会议。,Domani si terrà l'annuale conferenza di famiglia.
,"It isn't particularly rare for each of the individual families to visit the island, but this is the only time that they all come together. ","It wasn't particularly rare for the siblings' individual families to visit the island, but this was the only time that they would all come together."," It isn't particularly rare for each of the individual families to visit the island, but this is the only time that they all come together.",個々の親族たちがそれぞれに島を訪れることは少なくはないが、全員が一度に揃うのはこの日だけ。,[=JP],"Отдельные семьи нередко посещают остров, но все вместе они приезжают только в это время.","Não era incomum que as famílias de cada irmão fizessem visitas à ilha, mas essa era a única oportunidade que tinham de se reunirem.",雖然親族們各自登島拜訪的事並不算少，但全體團聚一堂，就僅限於這一天了。,虽然亲族们各自登岛拜访的事并不算少，但全体团聚一堂，就仅限于这一天了。,"Non è molto raro che ogni famiglia venisse in visita sull'isola, ma questo è l'unico momento in cui vi si ritrovavano tutti insieme."
,It was the most important day of the year for both the Ushiromiya family and Rokkenjima. ,It was the most important day of the year for both the Ushiromiya family and Rokkenjima., It was the most important day of the year for both the Ushiromiya family and Rokkenjima.,右代宮家にとって六軒島にとって、もっとも重要な日だった。,[=JP],"Самый важный день в году как для семьи Уширомия, так и для Роккенджимы.","Era o dia mais importante do ano, tanto para a família Ushiromiya quanto para Rokkenjima.",明天是對右代宮家來說、對六軒島來說，最最重要的一天。,明天是对右代宫家来说、对六轩岛来说，最最重要的一天。,Era il giorno più importante dell'anno sia per la famiglia Ushiromiya che per Rokkenjima.
,"Natsuhi, who was short-tempered on top of being high-strung, kept ordering that the servants redo this or that, since it really didn't look good after all. This would keep them going until late into the night. ","Natsuhi, who was short‐tempered on top of being high‐strung, kept issuing orders one after another, only to later change her mind or ask for the work to be done again, keeping the servants busy until late into the night."," Natsuhi, who was short-tempered on top of being high-strung, kept ordering that the servants redo this or that, since it really didn't look good after all. This would keep them going until late into the night.",神経質で、その上、短気な夏妃は、あれやこれやと指示を出しては、やはり気に入らない、あるいはやり直しと、夜の遅くまで使用人たちを振り回す。,[=JP],"Нацухи, несдержанная и нервная, продолжала приказывать слугам повторить то и это из‐за того, что выглядит всё‐таки недостаточно хорошо. Так продолжалось до поздней ночи.","Natsuhi, que além de agitada estava de pavio curto, continuou impondo ordens atrás de ordens, só para depois mudar de ideia e pedir para que o trabalho fosse refeito, mantendo os serviçais ocupados até tarde.",神經質且性情急躁的夏妃，“這呀那呀”地下達指示，然後再“果然不中意”或“重新來過”，把傭人們折騰到了大半夜。,神经质且性情急躁的夏妃，“这呀那呀”地下达指示，然后再“果然不中意”或“重新来过”，把佣人们折腾到了大半夜。,"Natsuhi, che oltre ad essere tesissima aveva poca pazienza, continuava ad ordinare ai domestici di rifare questo o quello, siccome non era stato fatto bene. Questo li avrebbe tenuti occupati fino a notte fonda."
,"Now that Shannon had many years of experience and Natsuhi had put her in a position of responsibility, she was called over many times to have strict orders showered on her... ","Shannon now had many years of experience and Natsuhi had put her in a position of responsibility, which meant that she was frequently called over to be given all kinds of strict orders..."," Now that Shannon had many years of experience and Natsuhi had put her in a position of responsibility, she was called over many times to have strict orders showered on her...",今や、短くない年季を持つ紗音は、夏妃に責任ある立場だと見なされており、何かあるごとに呼び出されては、あれこれ厳しく命令をされていた…。,[=JP],"Шаннон, у которой уже был многолетний опыт, Нацухи поставила в ответственное положение, поэтому её часто вызывали, чтобы высыпать на неё строгие приказы...","Shannon tinha agora muitos anos de experiência e Natsuhi a colocou em uma posição de responsabilidade, o que significa que ela era frequentemente chamada para receber todo tipo de ordem...",如今，工作時間已不算短的紗音，被夏妃視為了責任人，一有什麼事就會被夏妃叫去，被她“這呀那呀”地嚴加命令…。,如今，工作时间已不算短的纱音，被夏妃视为了责任人，一有什么事就会被夏妃叫去，被她“这呀那呀”地严加命令…。,"Ora che Shannon aveva molti anni d'esperienza e Natsuhi le ha concesso in un posto di responsabilità, veniva chiamata molte volte per ricevere ordini molto rigidi..."
,"So, when Shannon finished her shower and lay down on the bed in the servant waiting room, she fell asleep almost immediately... ","So, when Shannon finished her shower and lay down on the bed in the servants' quarters, she fell into a deep sleep almost immediately......"," So, when Shannon finished her shower and lay down on the bed in the servant waiting room, she fell asleep almost immediately......",だから、疲労困憊の紗音は、シャワーを浴びて使用人控え室の床に就いてすぐに、深い眠りに落ちるのだった……。,[=JP],"Когда Шаннон закончила принимать душ и легла на кровать в приёмной слуг, она почти сразу же уснула......","Por isso, quando Shannon terminou seu banho e deitou‐se na cama das acomodações dos serviçais, ela imediatamente caiu em um profundo sono......",所以，精疲力竭的紗音，淋浴後便躺倒在傭人等候室中的床上，馬上墜入了深深的夢鄉……。,所以，精疲力竭的纱音，淋浴后便躺倒在佣人等候室中的床上，马上坠入了深深的梦乡……。,"Quindi, quando Shannon uscì dalla doccia e si gettò sul letto nella sala dei domestici, si addormentò quasi immediatamente..."
,...I can hear the sound of wind...coming from somewhere far away. ,......I can hear the sound of wind...coming from somewhere far away.,[=UP],……どこか遠くで、風の音が聞こえる。,[=JP],......Я слышу шум ветра... откуда‐то издалека.,......Eu consigo ouvir o som do vento...vindo de um lugar muito distante.,……我聽到，從遠方某處傳來了風聲。,……我听到，从远方某处传来了风声。,... Posso sentire il suono del vento... venire da molto lontano.
,...It's a bit different from the sound wind outside a room would make. ,............It's a bit different from the sound wind outside a room would make.,......It's a bit different from the sound wind outside a room would make.,…………外で風が吹き出したような音とは、少し違う。,[=JP],......Он слегка отличается от шума ветра снаружи.,............É um pouco diferente do som que o vento do lado de fora do quarto costuma fazer.,…………這與外面起風時的那種聲音稍有不同。,…………这与外面起风时的那种声音稍有不同。,... È un po' diverso dal suono del vento al di fuori della stanza.
,"It's almost as though...I'm sitting in a deck chair in the rose garden, turning over in my sleep, ...with the feel of the wind in my hair. ","It's almost as though......I'm sitting in a deck chair in the rose garden, turning over in my sleep, ......with the feel of the wind in my hair."," It's almost as though......I'm sitting in a deck chair in the rose garden, turning over in my sleep, ......with the feel of the wind in my hair.",何だかまるで、……私が薔薇庭園にでもデッキチェアを出して、それで転寝をしていて、髪を風に撫でられているかのような、……そんな感じ。,[=JP],"Словно...... я сижу в шезлонге в розарии, переворачиваюсь во сне...... и чувствую ветер в волосах.","É quase como se......eu estivesse sentada em uma espreguiçadeira no jardim de rosas, revirando‐me em meu sono, ......com a sensação do vento em meus cabelos.",不知怎的，這感覺簡直就像，……我把躺椅放到了玫瑰庭園，如同就此躺在躺椅上打盹，被風輕撫頭髮，……一般。,不知怎的，这感觉简直就像，……我把躺椅放到了玫瑰庭园，如同就此躺在躺椅上打盹，被风轻抚头发，……一般。,"È quasi come se... stessi sedendo nel giardino di rose, rigirandomi nel sonno... con il vento tra i capelli."
,"That's right, the feel. ...This isn't a sound, it's a feeling. ","That's right, the feel. ......This isn't a sound, it's a feeling."," That's right, the feel. ......This isn't a sound, it's a feeling.",そう、感じ。……音じゃなくて、感じ。,[=JP],"Точно. ......Не звук, а чувство.","Isso mesmo, essa sensação. ......Não é um som, é uma sensação.",對，是感覺。……它不是聲音，而是感覺。,对，是感觉。……它不是声音，而是感觉。,"Giusto, la sensazione. ... Questo non è un suono, è una sensazione."
,Then is this... a dream...? ,Then is this......a dream......?, Then is this... a dream......? ,　なら、これは、……夢………？,なら、これは、……夢………？,Это...... сон?..,Então isso é......um sonho......?,那麼，這是，……夢………？,那么，这是，……梦………？,Quindi questo è... un sogno...?
,"Just as I was about to accept this theory, ...I thought I heard someone talking to me. ","Just as I was about to accept this theory, ......I thought I heard someone talking to me.",[=UP],そう決め込もうとした時、……誰かが私に語りかけているような気がした。,[=JP],"Как только я собралась принять своё предположение...... мне показалось, что со мной разговаривают.","Quando estava para aceitar essa teoria, ......eu pensei ter ouvido alguém falando comigo.",正當要就此斷定的時候，……我感到了，好像有誰在跟我說話。,正当要就此断定的时候，……我感到了，好像有谁在跟我说话。,Proprio quando stavo per accettare questa teoria... pensai di aver sentito qualcuno che mi parlava.
,"""My, my. It seems the work of a servant is just as boring as it ever was. ","{m:-5:—}—My, my. It seems the work of a servant is just as boring as it ever was.","――My, my. It seems the work of a servant is just as boring as it ever was.",——やれやれ。相も変わらず、使用人の仕事とは退屈であるな。,――やれやれ。相も変わらず、使用人の仕事とは退屈であるな。,{m:-5:—}‐О боже. Работа слуги всё такая же скучная.,"{m:-5:—}—Ora, ora. Parece que o trabalho de serviçal continua mais chato do que nunca.",——哎呀哎呀。一如既往，傭人的工作好是乏味呢。,——哎呀哎呀。一如既往，佣人的工作好是乏味呢。,――Accidenti. Sembra che il lavoro di un domestico sia noioso come al solito.
,"Not only boring, but difficult, strict, constraining, joyless... ","Not only boring, but difficult, strict, constraining, joyless..."," Not only boring, but difficult, strict, constraining, joyless...",退屈だけならまだしも、楽でない上に厳しく、窮屈、何の喜びもない…。,[=JP],"Не только скучная, но и трудная, строгая, ограничивающая, безрадостная...","Não apenas chato, mas difícil, rigoroso, constrangedor, abatido...",光是乏味那倒也罷了，既不輕鬆還管得嚴，毫無自由，沒有任何樂趣…。,光是乏味那倒也罢了，既不轻松还管得严，毫无自由，没有任何乐趣…。,"Non solo noioso, ma difficile, rigido, pesante, senza emozioni..."
,All you get in return for your years of service is some level of respect from the newer servants. ,All you get in return for your years of service is some level of respect from the newer servants., All you get in return for your years of service is some level of respect from the newer servants.,そなたへの見返りは、せいぜいその年季分程度の、後輩の幾ばくかの敬意だけ。,[=JP],В обмен на годы вашей службы вы получаете лишь определённый уровень уважения со стороны новых слуг.,Tudo o que ganha em troca dos seus anos de serviços é um respeito igual ao oferecido aos novos serviçais.,給汝的回報，頂多也就只是與汝工作時間成正比的，後輩的些許敬意。,给汝的回报，顶多也就只是与汝工作时间成正比的，后辈的些许敬意。,Tutto quello che guadagnate dopo anni di servizio è il rispetto dei domestici più giovani.
,And even that is far from sufficient to repay you for all the hard work you've done... ,And even that is far from sufficient to repay you for all the hard work you've done..., And even that is far from sufficient to repay you for all the hard work you've done...,それさえも、そなたのこれまでの使用人としての労苦には、まったく見合いはしない…。,[=JP],"И даже этого отнюдь не достаточно, чтобы отплатить вам за всю вашу тяжёлую работу...",E isso está muito longe de ser suficiente para recompensar todos os seus anos de trabalho duro...,然而就連這個，都完全抵不上，汝一直以來作為傭人所受的辛勞…。,然而就连这个，都完全抵不上，汝一直以来作为佣人所受的辛劳…。,E anche questo non basta minimamente a ripagarti del tuo duro lavoro...
,"{a:c:""Why do you not tire of this life?""} ","{a:c:""Do you not tire...of such a life?""}","{a:c:""Why do you not tire of this life?""}",{a:c:「もういい加減、飽きはせぬか。その生活に。」},{a:c:「もういい加減、飽きはせぬか。その生活に」},"{a:c:""Как ты не устала от такой жизни?""}","{a:c:""Você não cansa...dessa vidinha?""}",{a:c:「就不膩麼？過這種生活。」},{a:c:「就不腻么？过这种生活。」},"{a:c: ""Perché non ti sbarazzi di questa vita?""}"
,Huh? ...Who...? ,Huh? ......Who......?,Huh? ......Who......? ,え、……誰……。,[=JP],Э? ......Кто?..,Quê? ......Quem......?,欸，……是誰……？,欸，……是谁……？,Huh?... Chi...?
,She wasn't just imagining someone talking to her. ...She was shocked to find that it was real. ,She wasn't just imagining someone talking to her. ......She was shocked to find that it was real.,[=UP],語りかけているような気がする、ではなく。……本当に誰かが語りかけてきて、驚く。,[=JP],"Ей не просто казалось, что с ней разговаривают. ......Она была потрясена, поняв, что так и есть.",Ela não estava imaginando alguém falar com ela. ......Ela estava chocada ao descobrir que era real.,不是感覺有人在跟自己說話。……而是真的有誰在對自己講話，紗音嚇了一跳。,不是感觉有人在跟自己说话。……而是真的有谁在对自己讲话，纱音吓了一跳。,Non stava soltanto immaginando qualcuno che le parlasse. ... Era sconvolta dallo scoprire che era vero.
,"When Shannon opened her eyes, ...she gulped. ","When Shannon opened her eyes, ......she gulped."," When Shannon opened her eyes, ...she gulped.",そして目を開いた時、……紗音は思わず、息を飲み込んだ。,[=JP],Открыв глаза...... Шаннон сглотнула.,"Quando Shannon abriu seus olhos, ......ela engoliu em seco.",然後在她睜開眼睛時，……紗音不禁倒吸了一口氣。,然后在她睁开眼睛时，……纱音不禁倒吸了一口气。,Quando Shannon aprì gli occhi... deglutì.
Shannon,"""...Th- This place......"" ","""Th‐......this place...............""","""Th, ......this place.........""",「こ、……ここは……………。」,「こ、……ここは……………」,"""Г... ......где.........""","""Es‐......Este lugar...............""",「這、……這裡是……………」,「这、……这里是……………」,"""Q... Questo posto..."""
,She couldn't say any more. ...She was literally stunned silent. ,She couldn't say any more. .........She was literally stunned silent.,She couldn't say any more. ......She was literally stunned silent.,それ以上の言葉は出ない。………文字通りの、絶句。,[=JP],Она не смогла сказать больше...... и буквально остолбенела.,Ela não conseguiu dizer nada além disso. .........Ela literalmente ficou sem palavras.,再也說不出別的話了。………一如字面意思的，啞口無言。,再也说不出别的话了。………一如字面意思的，哑口无言。,Non poté dire altro. ... Rimase sconvolta.
,"Shannon, who had been sleeping on a bed, ...was somehow in a rose garden. ","Shannon, who had been sleeping on a bed, ......was somehow in a rose garden."," Shannon, who had been sleeping on a bed, ......was somehow in a rose garden.",ベッドで寝ているはずの紗音はいつの間にか本当に、……薔薇庭園にいた。,[=JP],"Шаннон, спавшая на кровати...... очутилась в розарии.","Shannon, quem estava dormindo em sua cama, ......de alguma forma estava no jardim de rosas.",本應睡在床上的紗音，在不知不覺之間，……真的到了玫瑰庭園。,本应睡在床上的纱音，在不知不觉之间，……真的到了玫瑰庭园。,"Shannon, che stava dormendo in un letto... era finita in qualche modo in un giardino di rose."
,"However, though this rose garden somehow resembled the rose garden on Rokkenjima, it was also completely different. ","However, though this rose garden somehow resembled the rose garden on Rokkenjima, it was also completely different."," However, though this rose garden somehow resembled the rose garden on Rokkenjima, it was also completely different.",しかしその薔薇庭園は、六軒島の薔薇庭園とどことなく似ていながらも、まったく違うものだった。,[=JP],"Он напоминал розарий на Роккенджиме, но также и совершенно отличался.","Entretanto, embora este jardim de rosas pudesse lembrar o jardim de rosas de Rokkenjima, ele também era completamente diferente.",只不過這個玫瑰庭園，儘管說不出來地相似，卻又與六軒島的玫瑰庭園完全不同。,只不过这个玫瑰庭园，尽管说不出来地相似，却又与六轩岛的玫瑰庭园完全不同。,"Tuttavia, anche se questo giardino rassomigliava quello di Rokkenjima, era completamente diverso."
,"After all, ...the roses were golden. And it wasn't just the flowers, but the dancing butterflies too. ","After all, ......the roses were golden.{n}Not only the flowers, but the dancing butterflies too."," After all, ......the roses were golden. Not only the flowers, but the dancing butterflies too.",なぜなら、……薔薇が、黄金なのだ。薔薇が黄金ならば、舞う蝶もまた、黄金。,なぜなら、……薔薇が、黄金なのだ。{n}薔薇が黄金ならば、舞う蝶もまた、黄金。,"Ведь...... розы были золотыми.{n}Не только цветы, но и кружащие бабочки.","Até porque ......as rosas eram douradas.{n}Não apenas as flores, mas as dançantes borboletas também.",要問為什麼的話，……這是因為，玫瑰，是金色的。{n}既然玫瑰是金色的，那飛舞在空中的蝴蝶也同樣是金色的。,要问为什么的话，……这是因为，玫瑰，是金色的。{n}既然玫瑰是金色的，那飞舞在空中的蝴蝶也同样是金色的。,"Dopotutto... le rose erano dorate. Non solo i fiori, ma anche le farfalle che vi danzavano."
,It was a golden rose garden of mysterious beauty. ,It was a golden rose garden of mysterious beauty., It was a golden rose garden of mysterious beauty.,神秘的な美しさの、黄金の薔薇庭園。,[=JP],Золотой розарий потусторонней красоты.,Era um jardim de rosas douradas de misteriosa beleza.,這是個，具有神秘美的黃金玫瑰庭園。,这是个，具有神秘美的黄金玫瑰庭园。,Era un giardino di rose dorate di una bellezza misteriosa.
