Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Willard H. Wright,"""I'm Willard. Allow me to express my condolences."" ","""I'm Willard. Allow me to express my condolences.""",[=UP],「ウィラードだ。お悔やみ申し上げる。」,「ウィラードだ。お悔やみ申し上げる」,"""Уиллард. Примите мои соболезнования.""","""Eu sou Willard. Permita‐me expressar minhas condolências.""",「我叫威拉德。深表哀悼。」,[=CHT],"""Sono Willard. Permettimi di esprimere le mie condoglianze."""
Ushiromiya Kinzo,"""...So, you came here to attend Beatrice's funeral. ...Just who are you?"" ","""......So, you've come to visit Beatrice's funeral. ......Just who are you?""",[=UP],「……ベアトリーチェの葬儀に尋ねてくるとは。……そなたは何者なのか。」,「……ベアトリーチェの葬儀に訪ねてくるとは。……そなたは何者なのか」,"""......Так ты приехал на похороны {f:5:Беатриче}. ......Кто ты?""","""......Então, veio visitar o funeral da Beatrice? ......Quem é você?""",「……竟會有人，來訪貝阿朵莉切的葬禮。……你是何人？」,「……竟会有人，来访贝阿朵莉切的葬礼。……你是何人？」,"""... Quindi sei venuto per partecipare al funerale di Beatrice. ... Chi sei?"""
Willard H. Wright,"""I'm no one. I have no connections with anyone. Don't think too deeply about it. You'll just get a headache. ...Ow."" ","""I'm no one. I have no connections with anyone. Don't think too deeply about it. You'll just get a headache. .........Ow.""","""I'm no one. I have no connections with anyone. Don't think too deeply about it. You'll just get a headache. ......Ow.""",「誰でもない。誰とも関係ない。深く考えるな。頭痛にならァ。………痛ッ。」,「誰でもない。誰とも関係ない。深く考えるな。頭痛にならァ。………痛ッ」,"""Никто. Я ни с кем здесь не связан. Особо не задумывайтесь об этом. Только заработаете головную боль. ......Oй.""","""Não sou ninguém. Não tenho conexões com ninguém. Nem tente entender. Só vai ficar com dor de cabeça. .........Ai.""",「我誰都不是。並且與任何人都沒關係。別往深處想。你會頭疼的。………好痛。」,「我谁都不是。并且与任何人都没关系。别往深处想。你会头疼的。………好痛。」,"""Non sono nessuno. Non ho legami con nessuno di voi. Non pensarci troppo a fondo. Ti verrà solo un mal di testa. ... Ahi."""
Ushiromiya Lion,"""I ask that you choose your words a little more carefully. (*smile*)"" ","""I ask that you choose your words a little more carefully.""","""I ask that you choose your words a little more carefully. (*smile*)""",「もう少し、言葉遣いにご注意をお願い致します。（ニコリ）」,「もう少し、言葉遣いにご注意をお願い致します」,"""Попрошу вас осторожнее подбирать слова.""","""Eu pedi que escolhesse suas palavras com mais cuidado.""",「能不能請，稍微注意下您的語氣？」,「能不能请，稍微注意下您的语气？」,"""Ti chiedo di scegliere le parole con un po' più di attenzione."""
Ushiromiya Kinzo,"""...Hmph, what a strange guest. So? What business do you have with me?"" ","""......Hmph, what a strange guest. So? What business do you have with me?""",[=UP],「……ふっ、おかしな客人だ。それで？　この私に何用か。」,「……ふっ、おかしな客人だ。それで？　この私に何用か」,"""......Хмф, какой странный гость. И? Какое у тебя ко мне дело?""","""......Hmph, que convidado estranho. Então? O que o traz aqui?""",「……呼，好一位奇怪的客人。然後呢？找我有何事？」,「……呼，好一位奇怪的客人。然后呢？找我有何事？」,"""... Hmph, che ospite bizzarro. Allora? Che cosa vuoi da me?"""
Willard H. Wright,"""I want to ask about Beatrice."" ","""I want to ask about Beatrice.""",[=UP],「ベアトリーチェのことを聞きたい。」,「ベアトリーチェのことを聞きたい」,"""Я хочу спросить о Беатриче.""","""Eu quero perguntar sobre Beatrice.""",「我想問下，貝阿朵莉切的事。」,「我想问下，贝阿朵莉切的事。」,"""Voglio chiederti qualcosa su Beatrice."""
Ushiromiya Kinzo,"""What......?"" ","""What..................?""","""What.........?""",「何………………？」,[=JP],"""Что?..""","""Quê..................?""",「什………………？」,[=CHT],"""Cosa...?"""
,Kinzo's gaze grew sharp. ,Kinzo's gaze grew sharp.,[=UP],金蔵の目つきがぎょろりと険しくなる。,[=JP],Взгляд Кинзо стал резче.,O olhar de Kinzo afiou.,金藏眼珠一瞪，視線一下子變險峻了。,金藏眼珠一瞪，视线一下子变险峻了。,Lo sguardo di Kinzo si fece acuto.
,Lion felt a bit lightheaded and wondered why this guy had to be so direct. ,Lion felt a bit lightheaded and wondered why this guy had to be so direct., Lion felt a bit lightheaded and wondered why this guy had to be so direct.,理御は、あぁどうしてこの人はつくづく単刀直入なのかと、眩暈を起こす。,[=JP],Ну зачем было говорить так прямолинейно?,"Lion sentiu uma leve tontura, se perguntando por que ele era sempre tão direto.",理御想著“啊——，為什麼這人會老是這麼單刀直入啊”，人都犯暈了。,理御想着“啊——，为什么这人会老是这么单刀直入啊”，人都犯晕了。,Lion si stupì un po' e si chiese perché quel ragazzo dovesse essere così diretto.
Ushiromiya Kinzo,"""Why do you ask? You're no one, aren't you? Why do you want to know about Beatrice? What is your purpose?"" ","""Why do you ask? I thought you were no one. Why do you want to know about Beatrice? What purpose could it serve?""","""Why do you ask? I thought you were no one. Why do you want to know about Beatrice? What is your purpose?""",「聞いてどうする。お前は誰でもないのであろうが。ベアトリーチェのことを知ってどうするという。何の意味があるというのか。」,「聞いてどうする。お前は誰でもないのであろうが。ベアトリーチェのことを知ってどうするという。何の意味があるというのか」,"""Почему ты спрашиваешь? Ты никто и всё же хочешь узнать о Беатриче? Какова твоя цель?""","""Por que quer saber? Pensei que não fosse ninguém. Por quer saber sobre a Beatrice? Por qual motivo quer saber?""",「問了又如何？你可誰都不是吧？你說，你知道了貝阿朵莉切的那些事又能如何？你說，這有何意義？」,「问了又如何？你可谁都不是吧？你说，你知道了贝阿朵莉切的那些事又能如何？你说，这有何意义？」,"""Perché me lo chiedi? Pensavo che non fossi nessuno. Perché vuoi che parli di Beatrice? Qual è il tuo scopo?"""
Willard H. Wright,"""Because I'm no one, I can listen to your tale impartially and record it. You'll probably leave this world before too long. If you die without telling anyone anything about Beatrice, your children will adorn Beatrice with whatever tale they please, writing that into their memories."" ","""Because I am no one, I can listen to your tale without bias and record it. You will probably leave this world before too long. If you die without telling anything about Beatrice, your children will adorn her with their own fanciful tales and write them into history.""","""Because I am no one, I can listen to your tale openly and record it. You will probably leave this world before too long. If you die without telling anything about Beatrice, your children will adorn Beatrice with whatever tale they like, and write that into their memories.""",「俺が、誰でもないからこそ。お前の物語を公正に聞き、残すことが出来る。お前は直にこの世を去るだろう。その時、ベアトリーチェのことを何も語らずに死んだなら、お前の子供たちは、彼らが好き勝手に考えた物語でベアトリーチェを修飾し、記録に残すだろう。」,「俺が、誰でもないからこそ。お前の物語を公正に聞き、残すことが出来る。お前は直にこの世を去るだろう。その時、ベアトリーチェのことを何も語らずに死んだなら、お前の子供たちは、彼らが好き勝手に考えた物語でベアトリーチェを修飾し、記録に残すだろう」,"""Я никто и именно поэтому могу открыто выслушать и записать вашу историю. Вы в недалёком будущем покинете этот мир. Если вы умрёте, ничего не рассказав о Беатриче, ваши дети приукрасят её любой историей, какая им понравится, и вот что останется в их воспоминаниях.""","""Por eu não ser ninguém, eu posso ouvir a sua história sem qualquer viés, tampouco gravá‐la. Você provavelmente deixará este mundo logo mais. Se morrer sem contar a ninguém sobre Beatrice, suas crianças vão adorná‐la com seus próprios contos fantasiosos e escrevê‐los na história.""",「正因為我誰都不是。所以我可以公正地聽取你的故事，將它留至後世。你不久之後，就將離開人世吧。到那時，你若是沒說過貝阿朵莉切的任何事就死了的話，你的孩子們，可是將會以他們隨便亂想出來的故事修飾貝阿朵莉切，將之留於記錄之中的。」,「正因为我谁都不是。所以我可以公正地听取你的故事，将它留至后世。你不久之后，就将离开人世吧。到那时，你若是没说过贝阿朵莉切的任何事就死了的话，你的孩子们，可是将会以他们随便乱想出来的故事修饰贝阿朵莉切，将之留于记录之中的。」,"""Poiché non sono nessuno, posso ascoltare apertamente il tuo racconto e registrarlo. Probabilmente in poco tempo lascerai questo mondo. Se muori senza dire nulla su Beatrice, i tuoi figli la adorneranno con qualunque racconto sia di loro gradimento, e lo imprimeranno nella memoria."""
Ushiromiya Kinzo,"""Pft, hahahahahahahahahaha! You entertain me, boy. Do you plan on writing my will for me?!"" ","""Pft, hahahahahahahahahaha! You entertain me, boy. You think yourself a testament taker?!""","""Pft, hahahahahahahahahaha! You entertain me, boy. You think you can write my will for me?!""",「ふ、はっはははははははは！　面白い若造だ。お前は遺言屋を気取ろうというわけか！」,[=JP],"""Пф, ха‐ха‐ха‐ха‐ха‐ха! Развеселил ты меня, юноша. Думаешь, что можешь написать за меня моё завещание?!""","""Pft, hahahahahahahahahaha! Você me diverte, garoto. Está querendo ser o meu inventariante?!""",「哼，哈、哈哈哈哈哈哈哈哈！好有趣的年輕人。你是想當遺言記錄員麼？！」,「哼，哈、哈哈哈哈哈哈哈哈！好有趣的年轻人。你是想当遗言记录员么？！」,"""Pft, hahahahahahahahahaha! Mi diverti, ragazzo. Pensi di poter scrivere il mio testamento al mio posto?!"""
Ushiromiya Kinzo,"""But that is none of your business. Beatrice is mine alone. No matter what other people say, no one can defile our tale. What they say is of no consequence! No matter how Krauss and the others misconstrue it, it will be neither painful nor vexing to me."" ","""But that is wholly unnecessary. Beatrice is mine alone. No matter what anyone says, no one can defile our story. What they say is of no consequence! No matter how Krauss and the others misconstrue it, it matters nothing to me!""","""But that is none of your business. Beatrice is mine alone. No matter what anyone says, no one can defile me and that tale. What they say is of no consequence! No matter how Krauss and the others misconstrue it, it will not be painful or vexing for me.""",「だが、それは余計なお世話というものよ。ベアトリーチェは、私だけのベアトリーチェだ。誰が何を語ろうとも、私とあれの物語は、誰にも汚せぬ。何の意味も持たぬ！　蔵臼たちがどう曲解しようとも、痛くも痒くもないわッ。」,「だが、それは余計なお世話というものよ。ベアトリーチェは、私だけのベアトリーチェだ。誰が何を語ろうとも、私とあれの物語は、誰にも汚せぬ。何の意味も持たぬ！　蔵臼たちがどう曲解しようとも、痛くも痒くもないわッ」,"""Но тебя это не касается. Беатриче только моя. Кто бы что ни говорил, никому не осквернить меня и эту историю. Их слова не имеют значения! Как бы Краусс и другие ни искажали её, меня это не заденет и не ранит.""","""Mas isso é completamente desnecessário. A Beatrice é só minha. Não importa o que os outros digam, ninguém poderá macular nossa história. Não importa o que digam! Não importa o que o Krauss e os demais possam interpretar, nada importa para mim!""",「但是，你這是在多管閑事。貝阿朵莉切，是只屬於我的貝阿朵莉切。不論任何人講什麼，我與那人的故事，都不容任何人玷污。不會讓它有任何意義！無論藏臼他們怎麼曲解，我都不疼不癢。」,「但是，你这是在多管闲事。贝阿朵莉切，是只属于我的贝阿朵莉切。不论任何人讲什么，我与那人的故事，都不容任何人玷污。不会让它有任何意义！无论藏臼他们怎么曲解，我都不疼不痒。」,"""Ma questi non sono affari tuoi. Beatrice appartiene soltanto a me. Qualunque cosa gli altri dicano, nessuno può contaminare me o quel racconto. Ciò che dicono non ha importanza! Per quanto Krauss e gli altri fraintendano, per me non sarà doloroso o irritante."""
Ronoue Genji,"""...Willard-sama, the Master is not fond of wills. He is not one to abandon anything while he still lives."" ","""......Willard‐sama. The Master does not like wills. He is not one to abandon anything while he still lives.""","""......Willard-sama. The Master does not like wills. He is not one to abandon anything while he still lives.""",「……ウィラードさま。お館様は遺言を好まれません。生きているうちより、何事かを投げ出すお方ではございません。」,「……ウィラードさま。お館様は遺言を好まれません。生きているうちより、何事かを投げ出すお方ではございません」,"""......Мистер Уиллард. Господин не любит завещания. Он не из тех, кто бросает всё ещё при жизни.""","""......Willard‐sama. O Mestre não gosta de testamentos. Não é de seu feitio abandonar tudo enquanto ainda está vivo.""",「……威拉德先生。我家老爺不喜遺言。他並不是一位，會在有生之年就留下什麼的人。」,「……威拉德先生。我家老爷不喜遗言。他并不是一位，会在有生之年就留下什么的人。」,"""... Willard-sama. Al Padrone i testamenti non sono graditi. Non è una persona che abbandona tutto mentre ancora vive."""
Willard H. Wright,"""...Probably true. I thought it sounded a bit unlike you."" ","""......Probably true. I thought it sounded a bit unlike him.""","""......Probably true. I thought it sounded a bit unlike you.""",「……だろうな。らしからぬこととは思っていた。」,「……だろうな。らしからぬこととは思っていた」,"""......Возможно. Я подумал, что это на вас не похоже.""","""......Provavelmente é verdade. Eu pensei que isso não combinaria com ele.""",「……也是。我也認為，這不合他的風格。」,「……也是。我也认为，这不合他的风格。」,"""... Forse è vero. Avevo immaginato che fare così non fosse da te."""
Ushiromiya Kinzo,"""The ability to struggle on as long as we have life is what makes us human! You think I would give up so soon and leave behind a will? How laughably absurd!"" ","""The spirit to struggle onward to our dying breaths is what makes us human! The idea that I would give up before my time and leave behind a will is laughably absurd!""","""The ability to struggle on as long as we have life is what makes us human! You think I would give up so soon and leave behind a will? How laughably absurd!""",「生ある限り足掻いてこそ人間であろうが！　それを早々に諦め遺言に残そうという浅ましさなど笑止千万！」,[=JP],"""Нас делает людьми умение бороться, пока мы живём! Думаешь, я так скоро опущу руки и оставлю завещание? До чего смехотворный абсурд!""","""Nosso espírito para seguir lutando até o último suspiro é o que nos torna humanos! A ideia de que eu desistiria de tudo antes da hora e deixaria para trás um testamento é absurdamente ridículo!""",「只要活著就奮力頑抗，這才是人類吧？！早早放棄頑抗留下遺言，這種淺薄實在是貽笑大方！」,「只要活着就奋力顽抗，这才是人类吧？！早早放弃顽抗留下遗言，这种浅薄实在是贻笑大方！」,"""La capacità di lottare finché viviamo è ciò che ci rende umani! Pensi che mi voglia arrendere così presto e lasciare un testamento? Che ridicola assurdità!"""
Willard H. Wright,"""Yes, that does sound a bit more like you. ...It's not your style to ask someone to write about the past, just because you think your death is drawing near."" ","""Yes, that does sound a bit more like you. ......It's not your style to ask someone to write about the past just because you feel you might die soon.""",[=UP],「確かに、その方がお前らしい。……死ぬかもしれないから、過去語りを記せと言い出すのは、確かにお前の柄じゃねェ。」,「確かに、その方がお前らしい。……死ぬかもしれないから、過去語りを記せと言い出すのは、確かにお前の柄じゃねェ」,"""Да, вот что больше на вас похоже. ......Не в вашем стиле просить написать о прошлом лишь потому, что вы вскоре можете умереть.""","""Sim, agora parece mais com você. ......Não faz seu estilo pedir para alguém escrever sobre seu passado só porque sente que vai morrer em breve.""",「的確，這樣才像你。……因為有可能會死，所以就講出“去記下我的回憶”，這樣的確不符合你的為人。」,「的确，这样才像你。……因为有可能会死，所以就讲出“去记下我的回忆”，这样的确不符合你的为人。」,"""Sì, questo è da te. ... Non è il tuo stile chiedere a qualcuno di scrivere il passato solo perché senti che tu stia per morire."""
Ushiromiya Lion,"""...We know how deeply you loved Beatrice-sama. You are the model most worthy of respect that any of us know, and an example for us to follow in every aspect of our lives. ","""......We know how deeply you loved Beatrice‐sama. You are the model most worthy of respect that any of us know, and an example for us to follow in every aspect of our lives.""","""......We know how deeply you loved Beatrice-sama. You are the model most worthy of respect that any of us know, and an example for us to follow in every aspect of our lives. ",「……当主様が、ベアトリーチェさまのことを、深く深く愛しておられたことは存じ上げております。私たちにとって、当主様は最大の尊敬の対象であるとともに、生きる全ての模範です。,「……当主様が、ベアトリーチェさまのことを、深く深く愛しておられたことは存じ上げております。私たちにとって、当主様は最大の尊敬の対象であるとともに、生きる全ての模範です」,"""......Мы знаем, как сильно ты любил Беатриче. Для нас ты идеал, достойный уважения, и пример для подражания в каждом аспекте нашей жизни.""","""......Nós sabemos o quão profundamente o senhor amava a Beatrice‐sama. Você é o modelo mais digno de respeito que nós conhecemos, um exemplo a ser seguido em cada aspecto de nossas vidas.""",「……我們知道，當主大人深深愛著貝阿朵莉切夫人。對我們來說，當主大人在是我們最尊敬的對象的同時，還是人活於世的一切範疇的楷模。」,「……我们知道，当主大人深深爱着贝阿朵莉切夫人。对我们来说，当主大人在是我们最尊敬的对象的同时，还是人活于世的一切范畴的楷模。」,"""... Sappiamo quanto tu abbia amato profondamente Beatrice-sama. {n}Sei il modello che si merita più rispetto di chiunque noi conosciamo, e un esempio per noi, da seguire in qualunque aspetto delle nostre vite."
Ushiromiya Lion,"Please guide our wandering souls and tell us just how much you loved her, Grandfather. How you were able to live through everything you faced because of her love. ...I only ask for you to guide us by showing us that love's strength..."" ","""Please, for the sake of us wandering souls, may we learn of how you loved her to the last, how your love for her guided you through life, ......and the strength of your love for her, so that your story might guide us through our own lives...?""","Please guide our wandering souls and tell us just how much you loved her, Grandfather. How you were able to live so strongly because of her love. ......Can I not ask for you to guide us by showing us the strength of that love...?""",どうか、迷える私たちのために、如何にしてお祖父さまが彼女を愛し抜いたか。愛ゆえに生き抜いたか。……その愛の強さを、私たちにお導き下さるようお願いすることは出来ないでしょうか…。」,「どうか、迷える私たちのために、如何にしてお祖父さまが彼女を愛し抜いたか。愛ゆえに生き抜いたか。……その愛の強さを、私たちにお導き下さるようお願いすることは出来ないでしょうか…」,"""Направь наши блуждающие души и расскажи нам, как сильно ты её любил, дедушка, как смог выжить благодаря её любви. ......Могу я попросить тебя направить нас, показав нам силу этой любви?..""","""Por favor, pelo bem de nossas almas errantes, poderíamos aprender como você a amou ao máximo, como seu amor por ela guiou sua vida, ......e a força de seu amor por ela, para que assim a sua história nos guie através de nossas próprias vidas...?""",「不知可否請求您，為身在迷途的我們，講講爺爺您是怎麼將對她的愛貫徹到底，怎麼因愛而活下來的。……指引我們懂得，這份愛有多麼的強大…」,「不知可否请求您，为身在迷途的我们，讲讲爷爷您是怎么将对她的爱贯彻到底，怎么因爱而活下来的。……指引我们懂得，这份爱有多么的强大…」,"Ti supplico, guida le nostre anime vaganti e raccontaci di quanto tu l'hai amata, Nonno. Di come sei stato capace di vivere vigorosamente grazie al suo amore. ... Non posso chiederti di guidarci mostrandoci la forza di quell'amore...?"""
Willard H. Wright,"""You're pretty good at this."" ","""You're pretty good at this.""",[=UP],「なかなか達者だ。」,「なかなか達者だ」,"""А у тебя хорошо получается.""","""Você não é nada mal.""",「講得可真高明。」,「讲得可真高明。」,"""Te la cavi bene con queste cose."""
Ushiromiya Lion,"""It's your fault for being so tactless."" ","""It's your fault for being so tactless.""",[=UP],「あなたが言葉を選ばないからですっ。」,「あなたが言葉を選ばないからですっ」,"""Ты сам виноват в своей бестактности.""","""É sua culpa por ser tão insensível.""",「誰叫你說話不挑詞。」,「谁叫你说话不挑词。」,"""È colpa tua, perché sei privo di tatto."""
Ushiromiya Kinzo,"""Boy, what do you know of Beatrice? A truly ignorant person wouldn't even be interested in learning more. The mere fact that you know Beatrice's name shows that you are neither ignorant nor unconnected."" ","""Boy. What do you know of Beatrice? A truly ignorant person would not hold any interest at all. The mere fact that you know her name shows that you are neither ignorant nor unconnected.""","""Boy. What do you know of Beatrice? A truly ignorant person would not hold any interest at all. The mere fact that you know Beatrice's name shows that you are neither ignorant nor unconnected.""",「若造。お前はベアトリーチェの何を知っているというのか？　真に無知なる者は関心さえ持たぬ。ベアトリーチェの名を知っている時点で、無知なる者ではなく、縁なき者でもない。」,「若造。お前はベアトリーチェの何を知っているというのか？　真に無知なる者は関心さえ持たぬ。ベアトリーチェの名を知っている時点で、無知なる者ではなく、縁なき者でもない」,"""Юноша. Что ты знаешь о Беатриче? Невежественный и вовсе не стал бы проявлять интерес. Раз тебе известно имя Беатриче, ты не невежественен и всё же как‐то связан.""","""Garoto. O que quer saber sobre a Beatrice? Uma pessoa verdadeiramente ignorante não demonstraria mínimo interesse nisso. O mero fato de saber o nome dela demonstra que você não é ignorante, tampouco desconexo.""",「年輕人。你是知道些貝阿朵莉切的什麼？真正無知之徒，根本不會對此感興趣。既然你知道貝阿朵莉切的名字，那你就既不是無知者，也不是毫無淵源之人。」,「年轻人。你是知道些贝阿朵莉切的什么？真正无知之徒，根本不会对此感兴趣。既然你知道贝阿朵莉切的名字，那你就既不是无知者，也不是毫无渊源之人。」,"""Ragazzo. Che cosa sai su Beatrice? Un vero ignorante non ne avrebbe alcun interesse. Il semplice fatto che conosca il suo nome dimostra che tu non sei ignorante e che hai un certo rapporto con lei."""
Willard H. Wright,"""Good point. ...The Beatrice I know of... is the woman you loved, the one you met before the mansion on Rokkenjima was even built. However, she probably departed from this world, leaving behind a daughter. And that's the girl who was raised in Kuwadorian."" ","""Good point. ......The Beatrice I know of...is the woman you loved, the one you met before the mansion on Rokkenjima was even built. However, she probably departed from this world, leaving behind a daughter. That is the girl who was raised in Kuwadorian.""","""Good point. ......The Beatrice I know of is the woman you loved, the one you met before the mansion on Rokkenjima was even built. However, she probably departed from this world, leaving behind a daughter. That is the girl who was raised in Kuwadorian.""",「道理だな。……俺が知っているベアトリーチェは、お前がかつて、六軒島に屋敷を設ける以前に出会った、最愛の女だ。しかし、恐らくは死別して、娘を残した。それが九羽鳥庵で育てられていた娘だ。」,「道理だな。……俺が知っているベアトリーチェは、お前がかつて、六軒島に屋敷を設ける以前に出会った、最愛の女だ。しかし、恐らくは死別して、娘を残した。それが九羽鳥庵で育てられていた娘だ」,"""Верно. ......Беатриче, о которой я знаю, — это та, кого вы любили и встретили ещё до того, как на Роккенджиме построили особняк. Однако она покинула этот мир, оставив после себя дочь. Ту девочку, которую вырастили в Кувадориане.""","""Bom ponto. ......A Beatrice que eu conheço...é a mulher que você amou, quem você encontrou antes mesmo da mansão ser construída em Rokkenjima. Porém, ela provavelmente partiu deste mundo, deixando para trás uma filha. Essa é a garota que foi criada em Kuwadorian.""",「你說的很有道理。……我所知的貝阿朵莉切，是你於往昔，在六軒島建大屋之前所遇見的，你最愛的女人。但是，恐怕在她與你死別後，曾留下一女。而此女，就是被養育在九羽鳥庵的那個女孩。」,「你说的很有道理。……我所知的贝阿朵莉切，是你于往昔，在六轩岛建大屋之前所遇见的，你最爱的女人。但是，恐怕在她与你死别后，曾留下一女。而此女，就是被养育在九羽鸟庵的那个女孩。」,"""Hai ragione. ... La Beatrice che conosco è la donna che hai amato, colei che incontrasti prima della costruzione della villa su Rokkenjima. Tuttavia, è probabile che venne a mancare, lasciandosi dietro una figlia. Quella è la ragazza cresciuta all'interno di Kuwadorian."""
Ushiromiya Kinzo,"""...Oho."" ",""".........Oho.""","""......Oho.""",「………ほう。」,「………ほう」,"""......Хо.""",""".........Oh?""",「………呵——。」,[=CHT],"""... Oho."""
Ronoue Genji,"""Willard-sama, there is no building known as Kuwadorian on Rokkenjima."" ","""Willard‐sama. There is no building known as Kuwadorian on Rokkenjima.""","""Willard-sama. There is no building known as Kuwadorian on Rokkenjima.""",「ウィラードさま。当六軒島には、九羽鳥庵なる建物は存在いたしません。」,「ウィラードさま。当六軒島には、九羽鳥庵なる建物は存在いたしません」,"""Мистер Уиллард. На Роккенджиме нет здания, известного как Кувадориан.""","""Willard‐sama. Não há nenhuma edificação conhecida por Kuwadorian na ilha de Rokkenjima.""",「威拉德先生。本府的六軒島，沒有叫做九羽鳥庵的建築物。」,「威拉德先生。本府的六轩岛，没有叫做九羽鸟庵的建筑物。」,"""Willard-sama. Non esiste nessuna costruzione conosciuta come Kuwadorian su Rokkenjima."""
