Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Natsuhi,"""Dear, you mustn't say such things."" ","""Don't be imprudent, dear.""","""Dear, don't be imprudent.""",「あなた、不謹慎です。」,「あなた、不謹慎です」,"""Дорогой, ты неблагоразумен.""","""Querido, não seja imprudente.""",「老公，這話可不太謹慎了。」,「老公，这话可不太谨慎了。」,"""Caro, non essere imprudente."""
Furudo Erika,"""Well, the history of the Human mystery genre is only about a century old. Its tricks and ideas are limited to a few recycled patterns, so there's nothing left to show. No matter what kind of impossible crimes or closed room murders might occur, it'll be nothing more than one of the same classes of tricks dressed up to look like something new."" ","""Well, the history of the {y:0:Human}{n:0:human} mystery genre is only about a century old. Its tricks and ideas are limited to a few recycled patterns, so there's nothing left to show. No matter what kind of impossible crimes or locked‐room murders might occur, it'll be nothing more than one of the same classes of tricks dressed up to look like something new.""","""Well, the history of the human mystery genre is only about a century old. Its tricks and ideas are limited to a few recycled patterns, so there's nothing left to show. No matter what kind of impossible crimes or closed room murders might occur, it'll be nothing more than one of the same classes of tricks dressed up to look like something new.""",「まぁ。ニンゲンのミステリーの歴史なんて、ほんの百年足らず。そのトリックもアイデアも、ほんの数種の焼き直しですでに描くべきことなどありません。如何なる不可能犯罪、密室殺人が起ころうとも。すでに類型化されているどれかのトリックを、形を変えただけに過ぎないのですから。」,「まぁ。ニンゲンのミステリーの歴史なんて、ほんの百年足らず。そのトリックもアイデアも、ほんの数種の焼き直しですでに描くべきことなどありません。如何なる不可能犯罪、密室殺人が起ころうとも。すでに類型化されているどれかのトリックを、形を変えただけに過ぎないのですから」,"""Ну, истории {y:0:Челове}{n:0:челове}ческого детективного жанра всего около ста лет. Его приёмы и идеи ограничиваются несколькими переработанными схемами, и показывать уже нечего. Какие бы невозможные преступления или убийства в закрытых комнатах ни произошли, они будут теми же классическими трюками, представленными так, словно это нечто новое.""","""Bem, a história do gênero do mistério {y:0:Humano}{n:0:humano} já é quase centenária. Seus truques e ideias são limitados a um pequeno número de padrões repetitivos, logo não sobrou nada de novo para se mostrar. Não importa que tipo de crime impossível ou assassinato de quarto fechado possa ocorrer, não vai ser nada mais do que os mesmos truques padrões embelezados para parecerem algo novo.""",「不過。人類推理劇的歷史，短短的不足百年。其中的詭計也好點子也罷，均是在重複那寥寥數種，已無當寫之物。畢竟，無論發生怎樣的不可能犯罪、密室殺人。最終都只不過是，把已類型化的某一詭計，換了個形式罷了。」,「不过。人类推理剧的历史，短短的不足百年。其中的诡计也好点子也罢，均是在重复那寥寥数种，已无当写之物。毕竟，无论发生怎样的不可能犯罪、密室杀人。最终都只不过是，把已类型化的某一诡计，换了个形式罢了。」,"""Beh, la storia del genere giallo umano è iniziata solamente da cent'anni. {n}I suoi inganni e idee sono limitati a qualche modello riciclato, perciò non è rimasto nulla da mostrare. Per quanto impossibili siano i crimini o gli omicidi a stanza chiusa che potranno accadere, non sarà altro che uno degli stessi esempi di inganni agghindati in modo da sembrare qualcosa di nuovo."""
Furudo Erika,"""...The only reason mysteries still make for popular books today is because self-proclaimed ""fans"" —those who work off pieced-together knowledge and who have hardly read any of the classics— mistakenly think that a classic trick they didn't know about, through lack of proper study, is actually something new and surprising."" ","""......The only reason mysteries still make for popular books today...is because self‐proclaimed ""fans"", who work off pieced‐together knowledge and who have hardly read any of the classics, mistake classic tricks they didn't know about for something new and surprising through lack of proper study.""","""......The only reason mysteries still make for popular books today is because self-proclaimed 'fans'--those who work off pieced-together knowledge and who have hardly read any of the classics--mistakenly think that a classic trick they didn't know about, through lack of proper study, is actually something new and surprising.""",「……まぁ、それでもミステリーが読み物として現代でも通用するのは。古典もろくすっぽ読まない付け焼刃の自称マニアが、自分の不勉強ゆえに知らない古典トリックをさも新鮮であるかのように勘違いして大騒ぎしてるだけなんですが。」,「……まぁ、それでもミステリーが読み物として現代でも通用するのは。古典もろくすっぽ読まない付け焼刃の自称マニアが、自分の不勉強ゆえに知らない古典トリックをさも新鮮であるかのように勘違いして大騒ぎしてるだけなんですが」,"""......Детективный жанр ещё популярен лишь потому, что самопровозглашённые 'поклонники', отделывающиеся от знаний и даже вряд ли читавшие классику... Ошибочно полагают, будто классический трюк, о котором они не знали, потому что не приобретали знания, на самом деле нечто новое и удивительное.""","""......O único motivo pelo qual os livros de mistério se mantém populares até hoje...é devido aos autoproclamados ""fãs"", que não buscam adquirir conhecimento e muito menos leram a maior parte dos grandes clássicos, e confundem truques tradicionais, que sequer conhecem, como sendo algo novo e surpreendente porque não estudaram o suficiente.""",「……而即便如此，推理劇卻還能作為讀物地適用於現代。只不過是因為，那些連古典作品都不去好好讀下，趕鴨子上架的自稱狂熱愛好者的人，在將自己不做功課而不知道的古典詭計，誤以為很新鮮地瞎起哄。」,「……而即便如此，推理剧却还能作为读物地适用于现代。只不过是因为，那些连古典作品都不去好好读下，赶鸭子上架的自称狂热爱好者的人，在将自己不做功课而不知道的古典诡计，误以为很新鲜地瞎起哄。」,"""... L'unica ragione per cui i gialli sono tutt'oggi libri alla moda è il fatto che coloro che si autodefiniscono ‘fan’ coloro che si sbarazzano della conoscenza accumulatasi e che raramente hanno letto uno qualunque dei classici―pensano erroneamente che un classico trucco che non conoscevano, a causa della mancanza di uno studio appropriato, sia in realtà qualcosa di nuovo e sorprendente."""
,Everyone couldn't help but gape at this imposing claim... ,Everyone couldn't help but gape at this imposing claim...,[=UP],あまりの大言に、一同もあんぐりと口を開けてしまう…。,[=JP],Остальные не могли не поразиться этому внушительному заявлению...,Todos acabaram ficando de boca aberta diante da petulância dela...,聽了這過於出格的豪言大話，眾人都不禁張大了嘴…。,听了这过于出格的豪言大话，众人都不禁张大了嘴…。,Ognuno non poteva che restare a bocca aperta per quest'imponente affermazione...
,"If an aged critic had said it, that would have been one thing. ...But to think that a young person like this could say it so boldly... ","If an aged critic had said it, that would have been one thing. ......But it showed incredible boldness for a young person like her to state that so strongly..."," If an aged critic had said it, that would have been one thing.......But to think that a young person like this could say it so boldly...",齢を経た批評家が言うならいざ知れず。……よくもこのような若輩の身でそのようなことが堂々と言えるものだ…。,年を経た批評家が言うならいざ知れず。……よくもこのような若輩の身でそのようなことが堂々と言えるものだ…。,"Если бы такое сказал пожилой критик, это одно. ......Но такие смелые слова от девочки...","Se alguém de mais idade tivesse dito isso, poderia ter passado sem questionamentos. ......Mas pensar que uma pessoa tão jovem como ela poderia dizer algo com tanta convicção...",倘若是個有點年紀的批評家在講的話，那還好說。……真虧她這麼個小輩，敢無所顧忌地講出這種話來…。,倘若是个有点年纪的批评家在讲的话，那还好说。……真亏她这么个小辈，敢无所顾忌地讲出这种话来…。,"Se l'avesse detto un critico anziano, sarebbe stata una cosa. ... Ma pensare che una persona giovane come questa potesse dirlo così arditamente..."
Furudo Erika,"""Mystery's a genre that ended a half-century ago. At least as far as I'm concerned. ...However, thanks to countless ignorant fools, I get to play my part as a detective. *giggle*giggle*giggle*giggle*...!"" ","""Mystery...is a genre that ended a half‐century ago. At least as far as I'm concerned. ......However, thanks to the countless ignorant fools, I get to play my part as detective. *giggle*giggle*giggle*giggle*...!""","""Mystery is a genre that ended a half century ago. At least as far as I'm concerned. ......However, thanks to the countless ignorant fools, I get to play my part as detective. *giggle*giggle*giggle*giggle*...!""",「ミステリーなんて。もう半世紀も前に終わったジャンルなんです。私に言わせればですが。……でも、不勉強な馬鹿ばっかりのお陰で、私は探偵面が出来るというわけです。くっすくすくすくすくすくすくす…！」,[=JP],"""Детектив — жанр, с которым было покончено ещё полвека назад. По крайней мере, насколько я могу судить. ......Но благодаря бесчисленным невежественным дуракам я играю роль детектива. *хи‐хи*хи‐хи*хи‐хи*хи‐хи*!..""","""O mistério...é um gênero que chegou ao fim meio século atrás. Ao menos ao que me diz respeito. ......Porém, graças a incontáveis tolos ignorantes, eu tenho que fazer minha parte como detetive. *risos*risos*risos*risos*...!""",「推理劇。不過是個，早在半世紀前就已結束了的種類。要我來講，便是如此。……不過，多虧了盡是些不做功課的白痴，所以我才得以擺出副偵探樣呢。呵、呵呵呵呵呵呵…！」,「推理剧。不过是个，早在半世纪前就已结束了的种类。要我来讲，便是如此。……不过，多亏了尽是些不做功课的白痴，所以我才得以摆出副侦探样呢。呵、呵呵呵呵呵呵…！」,"""Il genere giallo si è concluso mezzo secolo fa. Almeno per come la vedo io. ... Ciononostante, grazie ad innumerevoli idioti ignoranti, riesco a fare la mia parte di detective. *giggle*giggle*giggle*giggle*...!"""
Ushiromiya Battler,"""By that argument, wouldn't it mean that romance was perfected back in Shakespeare's time, so everything after that isn't worth reading?"" ","""By that argument, romance was perfected back in Shakespeare's time and anything after that isn't worth reading.""","""By that argument, wouldn't it mean that romance was perfected back in Shakespeare's time, so everything after that isn't worth reading?""",「それを言ったら。恋愛なんて、シェイクスピアの時代に完成されてて、以後は読む価値もないってことになるぜ？」,[=JP],"""По‐твоему, после совершенной романтики эпохи Шекспира ничто больше не достойно чтения?""","""De acordo com esse argumento, o romance foi rematado durante a época de Shakespeare e mais nada do que veio depois vale a pena ser lido.""",「要這麼講的話。戀愛是在莎士比亞的時代就已經完整了，這之後的是成了毫無閱讀的價值了哦？」,「要这么讲的话。恋爱是在莎士比亚的时代就已经完整了，这之后的是成了毫无阅读的价值了哦？」,"""Se dici così, non significherebbe che il romanticismo è stato reso perfetto ai tempi di Shakespeare, perciò tutto ciò che è stato scritto dopo non vale la pena leggerlo?"""
Furudo Erika,"""Exactly. So, if you just read Romeo and Juliet, it's the same as having understood all of romance."" ","""That's a good point. Then I suppose that so long as you read Romeo and Juliet, you essentially understand all of romance, wouldn't you say?""","""Exactly. So, if you just read Romeo and Juliet, it's the same as having understood all of romance.""",「そうですね。じゃあロミオとジュリエットさえ読んどけば、恋愛なんてもう理解できたも同然ってことじゃないんですか。」,「そうですね。じゃあロミオとジュリエットさえ読んどけば、恋愛なんてもう理解できたも同然ってことじゃないんですか」,"""Именно. Поэтому просто прочитать Ромео и Джульетту всё равно что понять всю романтику.""","""É um bom argumento. Então eu suponho que desde que tenha lido Romeu e Julieta, você essencialmente entendeu tudo sobre romances, certo?""",「是呢。那麼，只要讀了羅密歐與朱麗葉，也就是等於已理解了戀愛了吧。」,「是呢。那么，只要读了罗密欧与朱丽叶，也就是等于已理解了恋爱了吧。」,"""Esattamente. Perciò, se si legge solamente Romeo e Giulietta, è come se si avesse capito tutto del romanticismo."""
Ushiromiya Battler,"""That's ridiculous. ......It's not like there's any need to read more books than everyone else just for its own sake, but on the other hand, you can't be so satisfied with just a few stories like that. ...Sticking to classics of the past and never reading anything new is a sign of excessive nostalgia, don't you think? That sounds to me like the excuse of an old person who can't be bothered to read more."" ","""Nah, that's ridiculous. .........Books aren't a competition—it's not about who's read the most—but boasting that you've read all you ever need to read is just as wrong‐headed. ......Just reading classics of the past and never anything new is being overly nostalgic, don't you think? That sounds to me like the excuse of an old person who's too lazy to read anything.""","""That's ridiculous. .........It's not like there's any need to read more books than everyone else just for its own sake, but on the other hand, you can't be so satisfied with just a few stories like that. ......Just reading classics of the past and never anything new is being overly nostalgic, don't you think? That sounds to me like the excuse of an old person who's too lazy to read anything.""",「そんなわけねぇさ。………本は、読んだ数を競うものでもねぇが。さりとて、これで充分だと威張るもんでもねぇ。……過去の古典の話ばかりで新書を読まねぇのは、いわゆる悪しき懐古主義じゃねぇのか？　それこそ、読書をサボる年寄りどもの言い訳だと思うぜ。」,「そんなわけねぇさ。………本は、読んだ数を競うものでもねぇが。さりとて、これで充分だと威張るもんでもねぇ。……過去の古典の話ばかりで新書を読まねぇのは、いわゆる悪しき懐古主義じゃねぇのか？　それこそ、読書をサボる年寄りどもの言い訳だと思うぜ」,"""Ерунда какая. .........Необязательно читать больше книг, чем все остальные, просто для вида, но довольствоваться всего парой историй тоже нельзя. ......Читать одну лишь классику прошлого и не видеть ничего нового чересчур старомодно, тебе не кажется? Звучит как отговорка старика, которому слишком лень читать.""","""É claro que não! .........Livros não são uma competição — não é sobre quem leu mais — além disso, se gabar dizendo que já leu tudo o que precisava ler é ser cabeça‐dura. ......Ficar lendo só os clássicos do passado e não ler nada de atual vai além da simples nostalgia, não acha? Para mim, isso parece a desculpa de uma pessoa velha que tem preguiça de ler qualquer coisa.""",「才不是這樣呢。………雖然書，並不是以讀過的數量來比高下的。但它更不是，只要讀了這些就夠了的用來耀武揚威的東西。……盡談過去的古典作品不讀新書，不就成了所謂的不良懷古主義了嗎？我覺得，這即正是那些懶得讀書的老傢伙們的藉口啊。」,「才不是这样呢。………虽然书，并不是以读过的数量来比高下的。但它更不是，只要读了这些就够了的用来耀武扬威的东西。……尽谈过去的古典作品不读新书，不就成了所谓的不良怀古主义了吗？我觉得，这即正是那些懒得读书的老家伙们的借口啊。」,"""È ridicolo. ... Non è che si debbano leggere più libri di tutti quanti solo per il proprio interesse, ma d'altro canto, non puoi essere soddisfatta con pochi racconti. ... Leggere solamente classici del passato e mai nulla di nuovo significa essere eccessivamente nostalgici, non pensi? Mi sembra quasi come la scusa delle persone anziane che sono troppo pigre per leggere qualcosa."""
Furudo Erika,"""...... ...I see. I guess I'll need to read at least as much as you, or else I'd probably lose in an argument."" ","""..................... ......That's fair. It seems I need to read at least as much as you before I'll be able to beat you in an argument.""","""..................That's right. I don't read as much as you, so I get the feeling you'd beat me in an argument.""",「…………………。……そうですね。私も、戦人さん程度には本を読まないと、言い負かされちゃいそうです。」,「…………………。……そうですね。私も、戦人さん程度には本を読まないと、言い負かされちゃいそうです」,"""..................Верно. Я не читаю так много, как вы, поэтому в этом споре победа за вами.""","""..................... ......Justo. Parece que eu preciso ter lido tanto quanto você para ser capaz de derrotá‐lo em um argumento.""",「…………………。……是呢。我也是，要是沒像戰人你那樣讀過那麼多書，就差點要說不過了。」,「…………………。……是呢。我也是，要是没像战人你那样读过那么多书，就差点要说不过了。」,"""... È così. Non leggo tanto quanto te, perciò ho la sensazione che mi batteresti in una discussione."""
Ushiromiya Battler,"""Me? Haha, I don't read books."" ","""Me? Haha, I don't read.""","""Me? Haha, I don't read books.""",「俺？　はは、本なんか読まねぇし。」,「俺？　はは、本なんか読まねぇし」,"""Я? Ха‐ха, я не читаю книги.""","""Eu? Haha, eu nem leio.""",「我？哈哈，我根本不看書。」,「我？哈哈，我根本不看书。」,"""Io? Haha, io non leggo libri."""
Furudo Erika,"""............"" ","""...........................""","""............""",「………………………。」,「………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
,"Battler chuckled, ...but Erika knew from the previous game that ""Battler"" was actually quite an avid reader. ","Battler chuckled, ......but Erika knew from the previous game that ""Battler"" was actually quite an avid reader.","Battler chuckled, ......but Erika knew from the previous game that 'Battler' was actually quite an avid reader.",戦人はへらっと笑うが、……ヱリカは前回のゲームで、“戦人”が実はかなりの読書家であることを知ってしまっている。,[=JP],"Он усмехнулся...... но из предыдущей игры Эрика знала, что 'Баттлер' на самом деле довольно энергичный читатель.","Battler exibiu um sorriso bobo, ......mas os jogos anteriores já havia mostrado para Erika que ""Battler"" era um ávido leitor.",雖然戰人憨厚一笑，……但繪梨花在上一盤遊戲中，已得知“戰人”其實是個非同小可的讀書家。,虽然战人憨厚一笑，……但绘梨花在上一盘游戏中，已得知“战人”其实是个非同小可的读书家。,Battler sogghignò... ma Erika sapeva dal gioco precedente che ‘Battler’ era in realtà un lettore piuttosto avido.
,"So, his words felt like more of a challenge. ","So, his words felt like more of a challenge."," So, his words felt like more of a challenge.",だからその言葉にかえって挑発的なものを感じてしまうのだった。,[=JP],Поэтому его слова больше звучали как вызов.,"Por isso, suas palavras pareciam muito mais um desafio.",所以，這句話反而是令她感到了挑釁。,所以，这句话反而是令她感到了挑衅。,"Quindi, le sue parole parevano piuttosto una sfida."
Ushiromiya George,"""If you're so confident in your reasoning abilities, you must be really good at quizzes and puzzles, right?"" ","""If you're so confident in your reasoning abilities, you must be really good at quizzes and puzzles, right?""",[=UP],「そんなにも推理自慢なら、クイズとかパズルとかは得意そうだね。」,「そんなにも推理自慢なら、クイズとかパズルとかは得意そうだね」,"""Если ты так уверена в своей способности рассуждать, ты, наверное, хороша в разгадывании викторин и загадок?""","""Se está tão confiante nas suas habilidades de raciocínio, então você deve ser muito boa com quizzes e quebra‐cabeças, certo?""",「既然這麼以推理為自豪，那問答題呀智力題什麼的定是手到擒來呢。」,「既然这么以推理为自豪，那问答题呀智力题什么的定是手到擒来呢。」,"""Se ti fidi così tanto delle tue capacità di ragionamento, devi essere davvero brava con i quiz e gli enigmi?"""
Ushiromiya Jessica,"""Oh, right. Maria, didn't you bring a quiz book or something?"" ","""Oh, right. Maria, didn't you bring a quiz book or something?""",[=UP],「あー、真里亞さ、ほら、クイズとかの本、持ってなかったっけ。」,「あー、真里亞さ、ほら、クイズとかの本、持ってなかったっけ」,"""О, точно. Мария, ты же вроде принесла с собой книгу загадок?""","""Ah, é mesmo, Maria, você não tinha trazido um livro de quizzes?""",「啊——，真里亞，對了，你是不是有帶問答題之類的書來著。」,「啊——，真里亚，对了，你是不是有带问答题之类的书来着。」,"""Oh, giusto. Maria, non ti eri portata un libro di quiz o qualcosa del genere?"""
Ushiromiya Maria,"""Uu-! Brought it!!"" ","""Uu! Brought it!!""","""Uu-! Brought it!!""",「うー！　あるー！！」,[=JP],"""У‐у! Принесла!""","""Uu! Trouxe!!""",「嗚——！有帶——！！」,「呜——！有带——！！」,"""Uu-! Ce l'ho!!"""
,"Realizing that Erika's arrogant statement had made the atmosphere a little more tense, George smoothly changed the subject. ","Picking up that Erika's arrogant statement had made the atmosphere a little tense, George smoothly changed the subject.","Picking up that Erika's arrogant statement had made the atmosphere a little more tense, George smoothly changed the subject.",ヱリカの、やや傲慢な大言が少し空気を悪くしていることを敏感に察し、譲治はさらりと話題を変える。,[=JP],"Заметив, что высокомерное заявление Эрики сделало атмосферу чуть более накрученной, Джордж плавно сменил тему.","Sentindo que a arrogante afirmação de Erika havia deixado a atmosfera um pouco tensa, George suavemente mudou de assunto.",敏感地察覺到，繪梨花那略有點傲慢的豪言大話稍稍搞糟了氣氛，讓治不動聲色地改變了話題。,敏感地察觉到，绘梨花那略有点傲慢的豪言大话稍稍搞糟了气氛，让治不动声色地改变了话题。,"Capendo che l'arrogante affermazione di Erika aveva reso l'atmosfera un po' più tesa, George cambiò agevolmente argomento."
