Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Hachijo Tohya,"""...I have no need for money, but some pet food would be nice."" ",""".........I have no need for money, but some pet food would be nice.""","""......I have no need for money, but some pet food would be nice.""",「………カネはいらぬが、エサが欲しいです。」,「………カネはいらぬが、エサが欲しいです」,"""......Мне не нужны деньги, но кошачья еда не помешала бы.""",""".........Eu não preciso de dinheiro, mas um pouco de ração seria ótimo.""",「………我不要錢，但是想要餌食。」,「………我不要钱，但是想要饵食。」,"""... Non ho bisogno di denaro, ma mi piacerebbe del cibo per animali."""
,"""Pet food? O-Oh, for your cat...!!"" ","""Pet food? O‐oh, for your cat...!!""","""Pet food? O, oh, for your cat...!!""",「エサ？　あ、あぁッ、先生の飼い猫の…！！」,[=JP],"""Кошачья еда? О... о‐о, для вашей кошки!..""","""Ração? A‐Ah, para a sua gata...!!""",「餌食？啊，啊啊，先生養的貓的…！！」,「饵食？啊，啊啊，先生养的猫的…！！」,"""Cibo per animali? O-Oh, per il suo gatto...!!"""
,"""Th-There was a rumor that you had a cat who liked dried plums! Y-Yes, as you wish...! Quickly, let's have a high-quality assortment of dried plums brought in here!!"" ","""Th‐there was a rumor that you had a cat who liked dried plums! Y‐yes, as you wish...! Quickly, let's have a high‐quality assortment of dried plums in here!!""","""Th, there was a rumor that you had a cat who liked dried plums! Y, yes, as you wish...! Quickly, let's have a high-quality assortment of dried plums in here!!""",「う、梅干の好きな猫ちゃんとのお噂を！　か、畏まりました…！　至急、最高級の梅干詰め合わせをー！！」,[=JP],"""Ходил слух, что у вас есть кошка, любящая чернослив! Д‐да, как скажете!.. Скорее, принесём сюда первоклассный ассортимент чернослива!""","""T‐Tem um rumor que diz que sua gata gosta de umeboshi! S‐Sim, como quiser...! Logo teremos um sortimento de alta qualidade de umeboshi aqui!!""",「聽、聽說是喜歡梅乾的小貓！我、我明白了…！馬上，就去買最高級的梅乾禮盒——！！」,「听、听说是喜欢梅干的小猫！我、我明白了…！马上，就去买最高级的梅干礼盒——！！」,"""S-Si diceva che lei avesse un gatto a cui piacciono le prugne secche! {n}S-Sì, come desidera...! Veloci, portate qui un assortimento di alta qualità di prugne secche!!"""
Hachijo Tohya,"""She only eats the ones that are packaged separately, at 200 yen apiece. ...At this rate, she'll die of high blood pressure. She snacks on kimchi and spicy miso all the time too... Really, there must be something wrong with that cat's tongue."" ","""She only eats the ones that are packaged separately, at 200 yen apiece. ......At this rate, she'll die of high blood pressure. She snacks on kimchi and spicy miso soup all the time too... Really, there must be something wrong with that cat's tongue.""",[=UP],「一つずつ個別包装してあるヤツで、一粒２００円以上するものしか食べません。……あれはやがて高血圧で死ぬな。キムチや辛味噌もよく舐めるし、……舌のイカれた猫であること。」,「一つずつ個別包装してあるヤツで、一粒２００円以上するものしか食べません。……あれはやがて高血圧で死ぬな。キムチや辛味噌もよく舐めるし、……舌のイカれた猫であること」,"""Она ест только те, которые упакованы отдельно, по 200 иен за штуку. ......Такими темпами она умрёт от высокого кровяного давления. Ещё и всё время перекусывает кимчи и пряным супом мисо... С языком этой кошки явно что‐то не так.""","""Ela só come aqueles de embalagens avulsas, de 200 iene cada. ......Desse jeito, ela vai morrer de pressão alta. Ela passa o tempo todo comendo {i:kimchi} e {i:miso} apimentado... Deve ter algo muito errado com aquela língua de gato.""",「它只吃單獨包裝的，一顆 200 日元以上的那種。……那樣遲早會死於高血壓的吧？還經常舔辣白菜和辣味噌，……是只口味很怪的貓。」,「它只吃单独包装的，一颗 200 日元以上的那种。……那样迟早会死于高血压的吧？还经常舔辣白菜和辣味噌，……是只口味很怪的猫。」,"""Mangia solo quelle confezionate separatamente, a 200 yen al pezzo. {n}Di questo passo, morirà di pressione alta. Inoltre fa sempre merenda con il kimchi e la zuppa di miso piccante... seriamente, la lingua di quel gatto deve avere qualcosa di strano."""
,Meep! The cat meowed an objection from where it lay on top of the bookshelf. ,Mii! The cat meowed an objection from where it lay on top of the bookshelf.,[=UP],みー！　本棚の上で寝そべっていた黒猫が、反論するように甲高く鳴く。,[=JP],Ми‐и! Кошка мяукнула с книжной полки в знак протеста.,Mii! A gata miou uma objeção de onde estava deitada sobre uma estante de livros.,咪——！書架上躺著的黑貓，像是反駁一樣高聲叫著。,咪——！书架上躺着的黑猫，像是反驳一样高声叫着。,"Mii! Il gatto miagolò un'obiezione da dove giaceva, al di sopra dello scaffale."
Hachijo Tohya,"""I cannot give you this manuscript, but why don't I write up a new one for your company's contest? However, I won't write it under my name. It's estimated that thousands of manuscripts will be sent in for your contest. If you manage to pick mine out from the pack, and if you also find it deserving of the prize, then I would be happy to continue our discussion just now. ...How does that sound?"" ","""I cannot give you this manuscript, but why don't I write up a new one for your company's contest? However, I won't write it under my name. It's estimated that thousands of manuscripts will be sent in for your contest. If you manage to pick out mine from the pack, and if you also find it deserving of the prize, then I would be happy to continue our discussion just now. .........How does that sound?""","""I cannot give you this manuscript, but why don't I write up a new one for your company's contest? However, I won't write it under my name. It's estimated that thousands of manuscripts will be sent in for your contest. If you manage to pick out mine from the pack, and if you also find it deserving of the prize, then I would be happy to continue our discussion just now. ......How does that sound?""",「この原稿は預けませんが、御社大賞用に新しい原稿を執筆しましょう。ただし、私の名前では描きません。御社大賞の推定投稿数は千件以上。その中から私の匿名原稿を見事見付け出し、その上で尚、大賞に相応しいと思えたなら、その時、改めて先々の話をうかがいましょう。………それで如何か？」,[=JP],"""Я не могу отдать вам эту рукопись, но почему бы мне не написать для конкурса вашей компании новую? Только я не стану писать её под своим именем. Считается, что на ваш конкурс будут отправлены тысячи рукописей. Если вам удастся вытянуть из них мою и если вы посчитаете её достойной приза, я буду рада продолжить наш разговор. ......Что скажете?""","""Eu não posso dar a você este manuscrito, mas que tal eu escrever algo novo para o concurso da sua editora? Contudo, não assinarei com meu nome. É estimado que milhares de manuscritos serão enviados ao seu concurso. Se conseguir encontrar o meu dentre eles, e também achar que ele merece o prêmio, então eu ficaria feliz em continuar nossa conversa agora. .........Que tal?""",「這份原稿不會給你們，但是我會為貴社的大獎寫份新的原稿。不過，我不會寫名字。貴社的大獎預計投稿數在千份以上。在那其中能夠找到我的匿名原稿，並在此之上，認為那和大獎相符的話，那時，就重新再談之後的事吧？………這樣如何？」,「这份原稿不会给你们，但是我会为贵社的大奖写份新的原稿。不过，我不会写名字。贵社的大奖预计投稿数在千份以上。在那其中能够找到我的匿名原稿，并在此之上，认为那和大奖相符的话，那时，就重新再谈之后的事吧？………这样如何？」,"""Non vi posso donare questo manoscritto, ma perché non scriverne uno nuovo per il concorso della vostra compagnia? Tuttavia, non lo scriverò con il mio nome. Si stima che per il vostro concorso verranno inviati migliaia di manoscritti. Se riuscirete a trovare il mio nel pacco, e se troverete anche che si meriti il premio, allora sarei lieta di continuare la nostra discussione in questo momento. ... Come vi sembra?"""
,"""""H-Haha--!! Just the honor of receiving your manuscript is more than enough!!"""" ","""""Y‐yes, of course!! Just the honor of receiving your manuscript is more than enough!!""""","""""H, haha--!! Just the honor of receiving your manuscript is more than enough!!""""",「「は、ははーー！！　玉稿を賜れるだけでも、至極幸福に存じまするー！！」」,[=JP],"""""Х... ха‐ха! Одной чести принять вашу рукопись более чем достаточно!""""","""""S‐Sim, é claro!! Receber seu manuscrito já é uma grande honra!!""""",「「好、好的——！！能獲賜您的玉稿，實乃至高的幸福——！！」」,「「好、好的——！！能获赐您的玉稿，实乃至高的幸福——！！」」,"""""H-Haha-!! Il solo onore di ricevere il suo manoscritto è più che sufficiente!"""""
Hachijo Tohya,"""You people truly are amusing, fawning and cringing all the time. But I've grown weary of this for today. Leave now. Meeting with children of men can be so tiring."" ","""You people truly are amusing, fawning and cringing all the time. But I've grown weary of this for today. Leave now. Meeting with the children of man can be so tiring.""","""You people truly are amusing, fawning and cringing all the time. But I've grown weary of this for today. Leave now. Meeting with children of men can be so tiring.""",「あなたたちはいつもペコペコしていて実に面白い。だが、今日はもう飽きました。お帰りなさい。人の子に会うのは実に疲れる。」,「あなたたちはいつもペコペコしていて実に面白い。だが、今日はもう飽きました。お帰りなさい。人の子に会うのは実に疲れる」,"""Вы, люди, и вправду забавны, постоянно подлизываетесь и преклоняетесь. Но на сегодня я от этого устала. Теперь уходите. Встречи с детьми человека иногда очень утомляют.""","""Vocês são mesmo divertidos, bajulando e lisonjeando o tempo inteiro. Mas já me cansei disso por hoje. Retirem‐se agora. Encontrar com filhos do homem pode ser bem cansativo.""",「你們總是點頭哈腰的實在是有趣。但是，今天已經看夠了。回去吧。面會人子實在是累人。」,「你们总是点头哈腰的实在是有趣。但是，今天已经看够了。回去吧。面会人子实在是累人。」,"""Siete davvero divertenti, tutti ossequiosi e servili tutto il tempo. Ma per oggi mi sono stancata. Ora andatevene. Incontrare figli dell'uomo può essere veramente estenuante."""
,"""""Haha--!! We are deeply grateful for your kindness in allowing us this meeting!!!"""" ","""""Thank you!! We are deeply grateful for your kindness in allowing us this meeting!!!""""","""""Haha--!! We are deeply grateful for your kindness in allowing us this meeting!!!""""",「「ははーー！！　ご拝謁賜れましたことを、深く深く御礼申し上げまするー！！！」」,[=JP],"""""Ха‐ха! Мы глубоко признательны за то, что вы любезно позволили нам встретиться с вами!!!""""","""""Obrigado!! Somos profundamente agradecidos por sua bondade em permitir este encontro!!!""""",「「好的——！！萬分感謝您允許我們來拜謁——！！！」」,「「好的——！！万分感谢您允许我们来拜谒——！！！」」,"""""Haha-!! Le siamo profondamente grati per la sua gentilezza nell'averci permesso questo incontro!!!"""""
,A servant guided the people from the publishing company to the door. ,A servant guided the people from the publishing company to the door.,[=UP],出版社の人間たちが、使用人によって玄関へ送られる。,[=JP],Слуга проводила людей из издательства до двери.,Uma serviçal guiou o pessoal da editora até a porta.,出版社的人們，被傭人送到了玄關。,出版社的人们，被佣人送到了玄关。,Un domestico guidò le persone della casa editrice verso la porta.
,"In the study that was now finally quiet, Hachijo Tohya let out a sigh, slumped down in the sofa, and gazed at the ceiling. ","In the study that was now finally quiet, Hachijo Tohya let out a sigh, slumped down in the sofa, and gazed at the ceiling."," In the study that was now finally quiet, Hachijo Tohya let out a sigh, slumped down in the sofa, and gazed at the ceiling.",ようやく静けさを取り戻した書斎で、八城十八は、ふーっと息を吐き出しながら、ソファーに全身を預けて天井を見上げる。,[=JP],"В кабинете, где наконец стало тихо, Хачиджо Тойя вздохнула, повалилась на диван и посмотрела в потолок.","No escritório que finalmente estava silencioso, Hachijo Tohya suspirou, sentou‐se no sofá e encarou o teto.",在終於取回安靜的書房中，八城十八呼地吐了口氣，全身癱在沙發上抬頭望著天花板。,在终于取回安静的书房中，八城十八呼地吐了口气，全身瘫在沙发上抬头望着天花板。,"Nello studio finalmente divenuto silenzioso, Hachijo Tohya lasciò andare un sospiro, si accasciò sul divano, e fissò il soffitto."
Hachijo Tohya,"""It is tiring, but the stimulation of talking with a child of man isn't such a bad thing, in small doses."" ","""It is tiring, but the stimulation of talking with a child of man isn't such a bad thing, in small doses.""",[=UP],「疲れるが、たまには人の子の刺激も悪くない。」,「疲れるが、たまには人の子の刺激も悪くない」,"""Утомительно, но разговаривать с детьми человека в малых дозах не так уж и плохо.""","""É cansativo, mas o estímulo de conversar com filhos do homem não é algo ruim, desde que em dose pequena.""",「雖然很累，但偶爾來些人子的刺激也不錯。」,「虽然很累，但偶尔来些人子的刺激也不错。」,"""È estenuante, ma lo stimolo di parlare con un figlio dell'uomo non è così malvagio, a piccole dosi."""
,"""...It's good for you to talk to people every now and then. ...You'll go senile if you stay shut in all the time."" ",""".........It's good for you to talk to people every now and then. ......You'll go senile if you stay shut in all the time.""","""......It's good for you to talk to people every now and then. ......You'll go senile if you stay shut in all the time.""",「………定期的に人と会いなさいよ。……ボケるわよ、引き篭もってると。」,「………定期的に人と会いなさいよ。……ボケるわよ、引き篭もってると」,"""......Для тебя хорошо порой разговаривать с людьми. ......Ты заплесневеешь, если всё время будешь оставаться взаперти.""",""".........É bom que você fale com pessoas de tempos em tempos. ......Vai acabar ficando senil se passar o tempo inteiro reclusa.""",「………還是定期地見見人吧？……一直獨自在家的話，容易老年痴呆。」,「………还是定期地见见人吧？……一直独自在家的话，容易老年痴呆。」,"""... Ti fa bene parlare con le persone ogni tanto. ... Invecchierai se rimani chiusa dentro tutto il tempo."""
,The black cat leapt from the bookshelf and landed softly on the carpet. ,The black cat leapt from the bookshelf and landed softly on the carpet.,[=UP],本棚の上の黒猫が軽やかに絨毯の上に飛び降りる。,[=JP],Чёрная кошка спрыгнула с книжной полки и мягко приземлилась на ковёр.,A gata preta saltou da estante e pousou suavemente sobre o tapete.,書架上的黑貓輕鬆地跳到地毯上。,书架上的黑猫轻松地跳到地毯上。,Il gatto nero balzò dallo scaffale e atterrò con dolcezza sul tappeto.
,Then its form silently twisted and became that of {f:5:Bernkastel}. ,Then its form silently twisted and became that of {f:5:Bernkastel}., Then its form silently twisted and became that of Bernkastel.,するとその姿は、音もなく歪んで、ベルンカステルの姿となった。,[=JP],Затем её форма тихо скривилась и стала {f:5:Бернкастель}.,"Então, silenciosamente se distorceu e assumiu a forma de {f:5:Bernkastel}.",頓時那身姿就無聲地扭曲，化作了貝倫卡斯泰露的樣子。,顿时那身姿就无声地扭曲，化作了贝伦卡斯泰露的样子。,In seguito la sua forma si contorse in silenzio e divenne quella di Bernkastel.
Hachijo Tohya,"""Indeed. They certainly can be entertaining. Inviting them over now and then may go a long way towards alleviating my boredom. ...At any rate, I think I will write that manuscript...when I feel like it. It sounds like they'll even bring a gift for you."" ","""Indeed. They certainly can be entertaining. Inviting them over now and then may go a long way to alleviating my boredom. .........At any rate, I think I will write that manuscript...when I feel like it. It sounds like they'll even bring a gift for you.""","""Indeed. They certainly can be entertaining. Inviting them over now and then may go a long way to alleviating my boredom. ......At any rate, I think I will write that manuscript...when I feel like it. It sounds like they'll even bring a gift for you.""",「うむ。あやつらは実に面白い。たまに招くと退屈を忘れられる。………それに免じ、気が向いたら原稿を書いてやることとしよう。そなたに土産も持ってくるそうだしな。」,「うむ。あやつらは実に面白い。たまに招くと退屈を忘れられる。………それに免じ、気が向いたら原稿を書いてやることとしよう。そなたに土産も持ってくるそうだしな」,"""Да. Они однозначно могут быть интересны. Приглашая их к себе время от времени, я могу значительно облегчить скуку. ......Всё‐таки я напишу эту рукопись... когда захочу. Кажется, они даже принесут тебе подарок.""","""Realmente. Eles certamente podem ser interessantes. Convidá‐los de tempos em tempos pode ser uma boa maneira de ajudar a mitigar o meu tédio. .........Seja como for, eu acho que irei escrever o manuscrito...quando sentir vontade. Parece que eles trarão um presente para você.""",「嗯。他們著實很有趣。偶爾招待一下就能令人忘記無聊。………看在他們的面子上，有心思時就寫寫原稿好了。好像還會給你送禮物來呢。」,「嗯。他们着实很有趣。偶尔招待一下就能令人忘记无聊。………看在他们的面子上，有心思时就写写原稿好了。好像还会给你送礼物来呢。」,"""Hai ragione. Possono essere davvero interessanti. Invitarli qui ogni tanto potrebbe contribuire molto ad alleviare il mio tedio. ... Ad ogni modo, credo che scriverò quel manoscritto... quando ne avrò voglia. A quanto pare porteranno persino un regalo per te."""
{f:5:Bernkastel},"""What's all this about pet food? How rude."" ","""What's all this about pet food? How rude.""",[=UP],「何よ、エサって。失礼ね。」,「何よ、エサって。失礼ね」,"""Что ещё за «кошачья еда»? Как грубо.""","""Qual é a dessa ração? Que rude.""",「餌食是什麼啊？真失禮。」,「饵食是什么啊？真失礼。」,"""Cos'era tutto quel discorso sul cibo per animali? Che maleducata."""
Hachijo Tohya,"""Well, that's what it is. ...Here."" ","""Well, that's what it is. ......Here.""",[=UP],「エサであろうが。……ほれ。」,「エサであろうが。……ほれ」,"""Что есть, то есть. ......Держи.""","""Bem, não deixa de ser. ......Aqui.""",「就是餌食啊。……給。」,「就是饵食啊。……给。」,"""Beh, è proprio ciò che è. ... Ecco."""
,"Hachijo picked up a jar from a shelf, then took a dried plum out and threw it into the air. ","Hachijo picked up a jar from a shelf, then took a dried plum out and threw it into the air.",[=UP],八城が棚よりジャム瓶のようなものを取り出し、その中身の梅干を一粒、宙に放る。,[=JP],"Хачиджо взяла с полки банку, достала чернослив и подбросила его в воздух.","Hachijo pegou um pote de geleia do armário, dele tirou umeboshi e o jogou no ar.",八城從架子上取出像果醬瓶一般的東西，將其中一粒梅乾，拋到空中。,八城从架子上取出像果酱瓶一般的东西，将其中一粒梅干，抛到空中。,"Hachijo prese un barattolo da uno scaffale, tolse fuori una prugna secca e la lanciò in aria."
