Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Shannon,"""That's true. ...I get the feeling Battler-sama was gracious enough to remain as he was six years ago."" ","""That's true. ...I get the feeling that Battler‐sama was gracious enough to remain as he was six years ago.""","""That's true. ...I get the feeling that Battler-sama was gracious enough to remain as he was six years ago.""",「そうですね。…戦人さまは６年前のままでいて下さった気がします。」,「そうですね。…戦人さまは６年前のままでいて下さった気がします」,"""Согласна. ...У меня такое чувство, будто Баттлер‐сама остался таким же добрым, каким был шесть лет назад.""","""Isso é verdade. ...Eu tenho a sensação de que o Battler‐sama foi gracioso o suficiente para permanecer como ele era seis anos atrás.""",「說得是呀。…我感覺戰人少爺就跟六年前一模一樣。」,「说得是呀。…我感觉战人少爷就跟六年前一模一样。」,"""È vero. ... Ho la sensazione che Battler-sama sia rimasto lo stesso di sei anni fa.""","""Concordo... Ho l'impressione che il signorino Battler sia rimasto lo stesso di sei anni fa.""","""Gerçekten de. ...Battler-sama'nın altı yıl önceki hali olarak kalacak kadar kibar olduğunu hissediyorum."""
Ushiromiya George,"""Shannon, do you remember what he was like then?"" ","""Shannon, you remember how Battler‐kun was six years ago?""","""Shannon, do you remember about Battler-kun six years ago?""",「紗音は６年前の戦人くんのこと、覚えてるんだ？」,[=JP],"""Шаннон, ты ещё помнишь Баттлера‐куна шесть лет назад?""","""Shannon, você lembra como o Battler‐kun era seis anos atrás?""",「紗音還記得六年前的戰人啊？」,「纱音还记得六年前的战人啊？」,"""Shannon, ti ricordi qualcosa del Battler-kun di sei anni fa?""","""Shannon, tu ricordi com'era Battler-kun sei anni fa?""","""Shannon, Battler-kun'un altı yıl önceki halini hatırlıyor musun?"""
Shannon,"""Yes. Because he was...well, very energetic. *giggle*."" ","""Yes. Because he was, well, very energetic. *giggle*.""",[=UP],「えぇ。何しろ、大層お元気な方でしたから。くすくす。」,「えぇ。何しろ、大層お元気な方でしたから。くすくす」,"""Да. Поскольку он был, довольно‐таки энергичным. *Хи‐хи*.""","""Sim. Porque ele era...bem, muito energético. *risos*.""",「是的。畢竟少爺他是個非常活潑的人嘛。呵呵。」,「是的。毕竟少爷他是个非常活泼的人嘛。呵呵。」,"""Sì. Lui era, beh, energico. *giggle*.""","""Sì. Lui era, come dire, sprizzante di energie. Uhuhuhuh.""","""Evet. Çünkü o, nasıl desem, çok enerjikti. *giggle*."""
Ushiromiya George,"""I also remember the four of us playing together six years ago. Shannon acted a lot like a big sister back then."" ","""I also remember how the four of us used to play six years ago. Shannon acted a lot like a big sister.""",[=UP],「僕も、６年前に４人で遊んだことを思い出すよ。紗音はだいぶお姉さん風だったね。」,「僕も、６年前に４人で遊んだことを思い出すよ。紗音はだいぶお姉さん風だったね」,"""Я тоже помню, как мы играли шесть лет назад. Шаннон вела себя совсем как старшая сестра.""","""Também lembro de como nós quatro costumávamos brincar há seis anos atrás. A Shannon parecia muito com uma irmã mais velha.""",「我也想起六年前四個人一起玩的時候的事了。紗音那時挺有姐姐範兒的呢。」,「我也想起六年前四个人一起玩的时候的事了。纱音那时挺有姐姐范儿的呢。」,"""Anche io ricordo che noi quattro giocavamo insieme, sei anni fa. Shannon si comportava come una sorella maggiore.""","""Anch'io ricordo di come noi quattro giocavamo assieme sei anni fa.{n}Ti atteggiavi molto da sorella maggiore, Shannon.""","""Ben de dördümüzün altı yıl önce nasıl birlikte oyun oynadığımızı hatırlıyorum. Shannon o zamanlar hep abla gibi davranırdı."""
Ushiromiya Jessica,"""That's right. I get the feeling she was even more dependable then than she is now. Ahahahaha!"" ","""Yeah. I get the feeling she was more level‐headed back then. Ahahahaha!""","""That's right. I get the feeling that she was even more level-headed then than she is now. Ahahahaha!""",「そうだなぁ。今よりしっかりしてた気がするぜ。あはははは！」,[=JP],"""Это точно. Мне даже кажется, будто тогда она была более спокойной и рассудительной, чем теперь. Аха‐ха‐ха‐ха!""","""É mesmo. Eu tenho a sensação de que ela era mais confiante naquela época. Ahahahaha!""",「是啊。感覺比現在都要成熟可靠嘞。啊哈哈哈哈！」,「是啊。感觉比现在都要成熟可靠嘞。啊哈哈哈哈！」,"""Esatto. Ho la sensazione che lei era persino più equilibrata di quanto non lo sia ora. Ahahahaha!""","""Vero. Credo che all'epoca fosse più saggia di quanto non lo sia ora. Ahahahahah!""","""Evet, öyle. Sanki o zamanlar daha aklı başında gibiydi. Ahahahaha!"""
Shannon,"""B-Back then, I...umm...didn't truly understand my place, so... umm...I did quite a few rude things..."" ","""Ba‐...back then I, umm, ......didn't know my place, so... Umm, I must apologize for all my poor conduct...""","""B, ...back then I, umm, ......didn't act fitting for my place so... umm, I did some rude things...""",「そ、…それはあの頃はその、……身の程を弁えておりませんでしたもので…。その、色々と失礼いたしました…。」,「そ、…それはあの頃はその、……身の程をわきまえておりませんでしたもので…。その、色々と失礼いたしました…」,"""Р‐раньше я, м‐м... вела себя неподобающе для моего статуса... м‐м, это было довольно грубо с моей стороны...""","""N‐Naquela época eu, bem, ......eu não compreendia meu lugar, por isso... Bem, eu peço desculpas pela minha má conduta hoje...""",「這、…這是由於那時，那個……我還沒有搞清楚自己的身份…。那個，多有失禮了…」,「这、…这是由于那时，那个……我还没有搞清楚自己的身份…。那个，多有失礼了…」,"""T... Tempo fa io, umm... non avevo un comportamento adatto al mio ruolo, quindi... umm, ho fatto alcune cose maleducate...""","""A-All'epoca io, ehm... non avevo compreso la mia posizione, per cui... Ecco... mi sono comportata male per diverse volte...""","""O-...O zamanlar ben, umm, ......haddimi bilmiyordum, yani... Umm, tüm yanlış davranışlarım için özür dilemeliyim..."""
Ushiromiya George,"""...Don't worry about ""understanding your place"" in that sense. When you're on the job is one thing, but when you're taking your break and with us, like now, I'd rather you stay and be friendly, just like the old days."" ","""......There's no need for all those professional manners. Your work aside, when you're taking your break like you are now, I'd like it if we could all be friendly together like we were back then.""","""......It's alright to act like that. Forget when you're working, when you're taking your break, like now, I want you to stay with us and be friendly.""",「……いいよ、そんな弁え。仕事中はともかく、こうして休み時間に過ごす時の僕らは、あの頃から変わらない、仲良しで居続けたいね。」,「……いいよ、そんな礼儀云々は。仕事中はともかく、こうして休み時間に過ごす時の僕らは、あの頃から変わらない、仲良しで居続けたいね」,"""......Нет ничего зазорного в том, чтобы так себя вести. Забудь о работе, пока у тебя перерыв, как и сейчас. Я хочу чтобы ты провела время с нами, ведя себя как наш друг.""","""......Tudo bem, não precisa dessas formalidades. Durante seu trabalho é uma coisa, quando está junto com a gente é outra, assim como agora, eu gostaria que pudéssemos continuar amigos, bem como naquela época.""",「……不用守這種規矩啦。在工作時姑且不論，但是在像這樣休息的時候，我們還是想像那時一樣，跟你友好相處的呀。」,「……不用守这种规矩啦。在工作时姑且不论，但是在像这样休息的时候，我们还是想像那时一样，跟你友好相处的呀。」,"""... È giusto comportarsi così. Dimenticati di quando lavori, quando fai una pausa, come ora, voglio che tu stia amichevolmente con noi.""","""...Non preoccuparti, lo capiamo. Tralasciando il tuo lavoro, vorremmo che tu rimanga nostra amica, proprio come ai vecchi tempi in cui passavamo il nostro tempo libero in questo modo.""","""......Bu profesyonel tavırlara hiç gerek yok. İşin bir yana, şu anda olduğu gibi mola verdiğinde, o zamanlar olduğu gibi hep birlikte arkadaşça davranabilirsek sevinirim."""
Ushiromiya Jessica,"""That's right. ...There's nothing wrong with acting differently, depending on whether you're the servant Shannon or off-duty Sayo. ...You aren't a slave, you're just working as a servant, right? ","""Yeah, totally. ...There's no reason why you can't separate the servant Shannon from the off‐duty Sayo. ......You aren't a slave, you're just working a job as a servant, right?""","""That's right. ...Treat the servant Shannon and off-duty Sayo differently. ......You aren't a slave, you're just working as a servant, right? ",「そうだぜ。…使用人の紗音と、オフの時の紗代は使い分けていいだろ。……奴隷じゃないんだぜ、使用人の仕事をしてるだけじゃないかよ。,「そうだぜ。…使用人の紗音と、オフの時の紗代は使い分けていいだろ。……奴隷じゃないんだぜ、使用人の仕事をしてるだけじゃないかよ」,"""Правильно. ...Во время работы ты будешь Шаннон, а в остальных случаях — Саё. ......Ты не рабыня, ты просто работаешь служанкой, верно?""","""Isso mesmo. ...Não há nada de errado em agir diferente, no trabalho é a serviçal Shannon e durante as folgas é apenas a Sayo. ......Você não é uma escrava, só está trabalhando como uma serviçal, certo?""",「就是嘞。…傭人時的紗音，和休息時的紗代，各歸各就好了呀。……又不是奴隷，不就只是做著傭人這份工作而已嘛。」,「就是嘞。…佣人时的纱音，和休息时的纱代，各归各就好了呀。……又不是奴隶，不就只是做着佣人这份工作而已嘛。」,"""Giusto. ... Considera la domestica Shannon e la Sayo non in servizio in maniera diversa. ... Tu non sei una schiava, stai solo lavorando come domestica, no?","""Esatto... Puoi fare una distinzione tra la Shannon domestica e la Sayo fuori servizio... Mica sei una schiava, stai solo lavorando come domestica, no...?""","""Evet, kesinlikle. ...Hizmetkâr Shannon'u görevde olmayan Sayo'dan ayrı tutmaman için hiçbir neden yok. ......Sen köle değilsin, sadece hizmetkâr olarak çalışıyorsun, değil mi?"""
Ushiromiya Jessica,"......I think of you, Shannon... no, Sayo...as my oldest friend."" ",""".........I think of you, Shannon, ...no, Sayo, as my oldest friend.""",".........I think of you, Shannon, ...no, Sayo, as my oldest friend.""",………私は紗音とは、…うぅん、紗代とは、一番古い友人だと思ってるぜ。」,「………私は紗音とは、…うぅん、紗代とは、一番古い友人だと思ってるぜ」,""".........Шаннон, нет... Саё, я думаю о тебе, как о моей самой старой подруге.""",""".........Eu penso em você, Shannon, ...não, Sayo, como sendo a minha amiga mais antiga.""",「………我眼中的紗音，…不，紗代，可是我認識最久的朋友嘞。」,「………我眼中的纱音，…不，纱代，可是我认识最久的朋友嘞。」,"... Io ti considero, Shannon... no, Sayo, come la mia più vecchia amica.""","""Io penso che tu, Shannon... anzi, Sayo, sia la mia amica più cara.""",""".........Shannon ben seni, ...hayır, Sayo'yu en eski arkadaşım olarak görüyorum."""
Shannon,"""......Thank you very much, Milady."" ","""............Thank you very much, Milady.""",[=UP],「…………ありがとうございます、お嬢様。」,「…………ありがとうございます、お嬢様」,"""............Большое вам спасибо, миледи.""","""............Muito obrigada, ojou‐sama.""",「…………謝謝您，小姐。」,「…………谢谢您，小姐。」,"""... Molte grazie, Milady.""","""...Le sono molto grata, signorina.""","""............Çok teşekkür ederim, Leydim."""
,"It seemed that Shannon understood the hidden meaning behind Jessica's words. ...After all, she'd heard a bit about Jessica and Kanon's history from both of them. ",It seemed that Shannon understood what lurked under Jessica's words.{n}......Because she had heard a little bit from Jessica and Kanon about what had happened between them.,It seemed that Shannon understood the hidden meaning behind Jessica's words.......Because she had heard a little bit about Jessica's and Kanon's history from both of them.,紗音は、朱志香の言葉の裏側を理解しているようだった。……彼女は、朱志香と嘉音の双方から、二人の多少の経緯を聞かされていたからだ。,紗音は、朱志香の言葉の裏側を理解しているようだった。{n}……彼女は、朱志香と嘉音の双方から、二人の多少の経緯を聞かされていたからだ。,"Похоже, что Шаннон поняла скрытый намёк в словах Джессики.{n}......Потому что она знала некоторые подробности истории Джессики и Канона от них обоих.",Parecia que Shannon conseguia entender o que se espreitava nas palavras de Jessica.{n}......Porque ela podia ouvir um pouco sobre o que acontecia também entre Jessica e Kanon.,紗音似乎聽出了藏在朱志香話中的隱意。{n}……這是因為，她已從朱志香和嘉音兩人那裡，多多少少地聽說了他們二人之間發生了些什麼。,纱音似乎听出了藏在朱志香话中的隐意。{n}……这是因为，她已从朱志香和嘉音两人那里，多多少少地听说了他们二人之间发生了些什么。,Sembrava che Shannon avesse capito il significato nascosto dietro le parole di Jessica. ... Perché aveva sentito un po' della storia tra Jessica e Kanon da entrambi.,"Sembrava che Shannon avesse inteso il significato nascosto dietro alle parole di Jessica... Questo perché aveva sentito alcuni dettagli della storia tra Jessica e Kanon, da parte di entrambi.",Shannon Jessica'nın sözlerinin altında ne yattığını anlamış gibiydi.{n}......Çünkü Jessica ve Kanon arasında neler yaşandığını ikisinden de az çok duymuştu.
Ushiromiya George,"""............"" ","""..................""","""...............""",「………………。」,「………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
,"Apparently, George had heard something of that history too. ","Apparently, George had also been informed about that, more or less.","Apparently, George had also been informed about that history, more or less.",どうも、その経緯の多少は、譲治にも知らされているらしい。,[=JP],"Очевидно, что Джордж тоже был более и менее осведомлен об этой истории.","Aparentemente, George também sabia um pouco sobre aquilo.",看來，讓治也貌似多少知道一些此事的原委。,看来，让治也貌似多少知道一些此事的原委。,"Apparentemente, anche George era stato informato di quella storia, più o meno.",Anche George apparentemente era stato un po' informato sulla vicenda.,Anlaşılan George da aşağı yukarı bu konuda bilgilendirilmişti.
,He walked towards the window and looked up at the darkening rainy sky... ,"George approached the window, and looked up at the darkening rainy sky..."," As George approached the window, he looked up at the darkening rainy sky...",譲治は窓辺に寄ると、次第に暗くなってくる雨の空を見上げていた…。,[=JP],"Когда Джордж подошел к окну, он поднял глаза на затемнённое дождливое небо...",George se aproximou da janela e olhou na direção do poente céu chuvoso...,讓治走近窗邊，抬頭望向陰雨連綿的那片越來越暗的天空…。,让治走近窗边，抬头望向阴雨连绵的那片越来越暗的天空…。,"Come George si avvicinò alla finestra, guardò il cielo scuro che minacciava pioggia...","George si avvicinò alla finestra, e scrutò il cielo piovoso che si stava sempre più scurendo...","George pencereye yaklaştı, ve kararan yağmurlu gökyüzüne baktı..."
Shannon,"""...Kanon may still be childish in some ways, but I think he's starting to grow a bit in his way of thinking."" ","""...Kanon‐kun is still young, and I think in some ways he tries a little too hard to be mature in his way of thinking.""","""...Even though Kanon-kun is still young, I think that he's starting to grow a bit in his way of thinking.""",「…嘉音くんはまだ幼いのに、考え方が少し背伸びしてるところがあると思うんです。」,「…嘉音くんはまだ幼いのに、考え方が少し背伸びしてるところがあると思うんです」,"""...Хотя Канон‐кун ещё молод, полагаю, он начинает понемногу взрослеть в своём образе мышления.""","""...O Kanon‐kun ainda é jovem, mas eu acredito que ele acaba tentando ser maduro demais na forma de pensar.""",「…嘉音君的年紀明明還很小，但我覺得他的想法，在有些地方還是有點著急逞強了。」,「…嘉音君的年纪明明还很小，但我觉得他的想法，在有些地方还是有点着急逞强了。」,"""... Nonostante Kanon-kun sia ancora giovane, penso che stia iniziando a crescere un po' nel suo modo di pensare.""","""...Kanon-kun è ancora giovane, ma credo che esageri un po' nel mostrarsi come una persona matura.""","""...Kanon-kun hala genç ve bence bazı açılardan olgun bir düşünce tarzına sahip olmak için biraz fazla çaba sarf ediyor."""
Ushiromiya Jessica,"""Well, uhh, hahahaha... C'mon, quit it already. ","""Uhh, hahahaha... C'mon, quit it already.""","""Uhh, hahahaha... C'mon, quit it already. ",「いや、はははは…。もうよしてくれよ。,「いや、はははは…。もうよしてくれよ」,"""Э‐э, ха‐ха‐ха‐ха... Да ладно, забей на это.""","""Uhh, hahahaha... Vamos, para com isso.""",「呀，哈哈哈哈…。別再提這個啦。」,「呀，哈哈哈哈…。别再提这个啦。」,"""Uhh, hahahaha... dai, smettila.","""Dai, ahahahah... Basta così.""","""Uhh, hahahaha... Hadi ama, bırak şunu."""
