Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Rudolf,"""Anyway, we can't let the servants go unsupervised. I've already talked with Hideyoshi-san about this, but we've decided to split everyone into two rooms on the second floor and hole up in there."" ","""Anyway, we can't let the servants out of our sights. I just had a talk with Hideyoshi nii‐san about this, and we decided to split everyone into two rooms upstairs and hole up in there.""","""Anyway, we can't let the servants out of our sights. I've already talked with Hideyoshi-san about this, but we've decided to split everyone into two rooms on the second floor and hole up in there.""",「いずれにせよ、使用人たちを野放しには出来ねぇ。それでさっき、秀吉兄さんとも相談したんだが、２階に２部屋に分かれて全員で篭城しようということになったんだ。」,「いずれにせよ、使用人たちを野放しには出来ねぇ。それでさっき、秀吉兄さんとも相談したんだが、２階に２部屋に分かれて全員で篭城しようということになったんだ」,"""Как бы то ни было, нельзя упускать слуг из виду. Я уже говорил об этом с Хидэёши, но мы решили разделить всех по двум комнатам на втором этаже и запереться там.""","""Seja como for, não podemos deixar que os serviçais escapem da nossa vista. Eu tive uma conversa com o Hideyoshi nii‐san sobre isso, e nós decidimos dividir todos em dois quartos do segundo andar e nos trancarmos dentro deles.""",「不管怎樣，咱們可不能放任傭人們不管。剛才我和秀吉姐夫商量過了，商量的結果是咱們全體去 2 樓分成兩個房間籠城。」,「不管怎样，咱们可不能放任佣人们不管。刚才我和秀吉姐夫商量过了，商量的结果是咱们全体去 2 楼分成两个房间笼城。」,"""Ad ogni modo, non possiamo perdere di vista i domestici. Ho già parlato di questo con Hideyoshi-san, ma abbiamo deciso di dividere tutti in due stanze al secondo piano e chiuderci dentro."""
Ushiromiya Krauss,"""Why two rooms? Wouldn't one room be more secure?"" ","""Why two rooms? Just one would be more secure.""","""Why two rooms? Wouldn't one room be more secure?""",「なぜ２部屋なのかね。１部屋の方が心強いだろうが。」,「なぜ２部屋なのかね。１部屋の方が心強いだろうが」,"""Почему по двум? Разве в одной не безопаснее?""","""Por que dois? Um quarto seria mais seguro.""",「為什麼要分兩個房間？待一個屋子裡，不是更加壯膽嘛。」,「为什么要分两个房间？待一个屋子里，不是更加壮胆嘛。」,"""Perché due stanze? Una sola stanza non sarebbe stata più sicura?"""
Furudo Erika,"""Well, if you tried to stick 12 people in one room, they'd suffocate. It would also be best to isolate the people we need to keep the closest eye on. There's Genji-san, the head of the servants, Gohda-san, the largest one there, and though he's just a kid, Kanon-san is a boy."" ","""Well, if we tried to stick 12 people in one room, we'd suffocate. Plus, I want to isolate the people we need to keep the closest eye on. There's Genji‐san, the head of the servants. There's Gohda‐san, who is larger than any of us. And though he may be young, Kanon‐san is male too.""","""Well, if we tried to stick 12 people in one room, they'd suffocate. Plus, I want to isolate the people we need to keep the closest eye on. There's Genji-san, the head of the servants, Gohda-san, the largest one there, and though he's just a kid, Kanon-san is a boy.""",「さすがに、１部屋に１２人もの人間では窒息します。そして、もっとも注意すべき人物だけを隔離したいという思惑もあります。使用人の頭である源次さん、一番体格のいい郷田さん。若輩とはいえ、嘉音さんも男性です。」,「さすがに、１部屋に１２人もの人間では窒息します。そして、もっとも注意すべき人物だけを隔離したいという思惑もあります。使用人の頭である源次さん、一番体格のいい郷田さん。若輩とはいえ、嘉音さんも男性です」,"""Если мы отправим 12 человек в одну комнату, они там задохнутся. Кроме того, я хочу изолировать тех, с кого мы не должны спускать глаз. Генджи — главу слуг, Году — самого крупного из них — и Канона, который несмотря на свою юность тоже мужчина.""","""Bem, seria sufocante enfiar 12 pessoas dentro de um único quarto. Além disso, eu quero isolar as pessoas que nós precisamos ficar de olho. Tem o Genji‐san, o serviçal chefe. Temos também o Gohda‐san, que é maior que qualquer um de nós. E, embora possa ser jovem, o Kanon‐san também é homem.""",「12 個人都擠一個屋子裡的話，那可是會透不過氣來的。再者，這個決定還有著想要只將最需要注意的那些人隔離的意思。身為傭人長的源次先生，體格最壯的鄉田先生。雖然年紀小，但嘉音先生也是男性。」,「12 个人都挤一个屋子里的话，那可是会透不过气来的。再者，这个决定还有着想要只将最需要注意的那些人隔离的意思。身为佣人长的源次先生，体格最壮的乡田先生。虽然年纪小，但嘉音先生也是男性。」,"""Beh, se chiudessimo 12 persone in una stanza, soffocherebbero. Inoltre, voglio isolare le persone a cui dobbiamo prestare maggiore attenzione. C'è Genji-san, il capo dei domestici, Gohda-san, il più grosso, e anche se è piccolo, Kanon-san è un ragazzo."""
Ushiromiya Rudolf,"""I think we need to pay those three special attention, Aniki. This way, we can isolate that group, and you and I can keep a close eye on them. With two guns, the pair of us could cooperate on a moment's notice. If they make even a single suspicious move, *boom*!"" ","""I think we need to pay those three special attention, Aniki. This way, we can isolate that group, and you and I can keep a close eye on them. With two guns, the pair of us could cooperate on a moment's notice. If they make even a single suspicious move......boom!""","""I think we need to pay those three special attention, Aniki. This way, we can isolate that group, and you and I can keep a close eye on them. With two guns, the pair of us could cooperate on a moment's notice. If they make even a single suspicious move, *boom*!""",「この３人を、特にマークすべきだと思う。そこで、この３人を隔離し、俺と兄貴で監視する。２丁の銃、俺と兄貴なら咄嗟の時、連携も出来る。少しでもおかしな動きを見せたらズドン！だ。」,「この３人を、特にマークすべきだと思う。そこで、この３人を隔離し、俺と兄貴で監視する。２丁の銃、俺と兄貴なら咄嗟の時、連携も出来る。少しでもおかしな動きを見せたらズドン！　だ」,"""Думаю, этим троим стоит уделить особое внимание. Так мы изолируем эту группу и сможем пристально следить за ними. С двумя ружьями мы сможем среагировать немедленно. Если они сделают хоть одно подозрительное движение — *бум*!""","""Acredito que precisamos manter uma atenção especial nesses três, aniki. Assim, podemos isolar esse grupo e ficar de olho neles. Com duas armas, dois de nós podem cooperar no instante que percebermos algo. Se eles fizerem um único movimento suspeito......bang!""",「我覺得，應當特別盯緊這 3 人。把這 3 人隔離，由我與大哥來監視。以 2 把槍，再加上我與大哥的話，在突然有變時，我們是能有個照應的。只要稍有異動，咱們就當即“嗙！”。」,「我觉得，应当特别盯紧这 3 人。把这 3 人隔离，由我与大哥来监视。以 2 把枪，再加上我与大哥的话，在突然有变时，我们是能有个照应的。只要稍有异动，咱们就当即“嗙！”。」,"""Penso che dovremmo prestare particolare attenzione a quei tre, Aniki. In questo modo, possiamo isolare quel gruppo, e io e te possiamo tenerli d'occhio da vicino. Con due fucili, noi due potremmo cooperare in caso di bisogno. {n}Qualora facessero un solo movimento sospetto, *boom*!"""
Ushiromiya Krauss,"""...I understand. Let's do that. ...But Rudolf, we cannot be certain that they are the culprits. Don't be too pushy."" ","""......Alright. Let's do that. ......But Rudolf. We can't be certain that they are the culprits. Don't be too pushy.""","""......I understand. Let's do that. ......But Rudolf. We can't be certain that they are the culprits. Don't be too pushy.""",「……わかった。そうしよう。……だが、留弗夫。彼らが犯人であると決まったわけではない。あまり高圧的にはなるな。」,「……わかった。そうしよう。……だが、留弗夫。彼らが犯人であると決まったわけではない。あまり高圧的にはなるな」,"""......Ясно. Так и поступим. ......Только, Рудольф. Мы не знаем наверняка, что они преступники. Не будь слишком напористым.""","""......Certo. Vamos fazer isso. ......Mas, Rudolf. Não temos como afirmar que eles são os culpados. Não seja muito opressivo.""",「……明白了。就這麼辦吧。……但是，留弗夫。我們並不是已認定，他們就是犯人。別太施加高壓。」,「……明白了。就这么办吧。……但是，留弗夫。我们并不是已认定，他们就是犯人。别太施加高压。」,"""... Capisco. Facciamolo. ... Ma Rudolf. Non possiamo essere sicuri che siano i colpevoli. Non essere troppo impulsivo."""
Ushiromiya Rudolf,"""......You're telling me not to be pushy? ...We must be getting old."" ","""..................You're telling me not to be pushy? ...We must be getting old.""",""".........You're telling me not to be pushy? ...We must be getting old.""",「………………兄貴に、高圧的になるな、か。…そりゃあ俺たちも老けるわけだぜ。」,「………………兄貴に、高圧的になるな、か。…そりゃあ俺たちも老けるわけだぜ」,""".........Ты говоришь мне не быть напористым? ...Кажется, мы стареем.""","""..................{i:Você} dizendo para {i:eu} não ser opressivo? ...Devemos estar ficando velhos.""",「………………被大哥說，別施加高壓，麼？…我們倒真是老了呢。」,「………………被大哥说，别施加高压，么？…我们倒真是老了呢。」,"""... Tu dici a me di non essere impulsivo? ... Stiamo invecchiando."""
Furudo Erika,"""Right now, Hideyoshi-san is upstairs, dividing everyone into the two rooms. We'll gather the ones being isolated in the cousin room, and the others will go into the next room over."" ","""Right now, Hideyoshi‐san is upstairs, dividing everyone into the two rooms. The ones being isolated, we'll collect into the cousins' room, and the others will go into the next room over.""","""Right now, Hideyoshi-san is upstairs, dividing everyone into the two rooms. We'll gather the ones being isolated in the cousins' room, and the others will go into the next room over.""",「今、上で秀吉さんに部屋分けをしてもらっています。隔離者たちをいとこ部屋に集め、他はその隣の部屋へ集めます。」,「今、上で秀吉さんに部屋分けをしてもらっています。隔離者たちをいとこ部屋に集め、他はその隣の部屋へ集めます」,"""Сейчас Хидэёши наверху, разделяет всех по двум комнатам. Мы соберём тех, кого надо изолировать, в комнате кузенов, а остальные пойдут в соседнюю комнату.""","""Agora, o Hideyoshi‐san está lá em cima, dividindo todos em dois quartos. Os que precisam ficar isolados nós mandamos para o quarto dos primos, e o resto fica no quarto ao lado.""",「現在，秀吉先生正在樓上分房間。把隔離者們集中於堂兄妹房間，其他人在隔壁房間集合。」,「现在，秀吉先生正在楼上分房间。把隔离者们集中于堂兄妹房间，其他人在隔壁房间集合。」,"""In questo momento, Hideyoshi-san è di sopra, sta dividendo tutti in due stanze. Raduneremo quelli da isolare nella stanza dei cugini, e gli altri andranno nella stanza a fianco."""
Ushiromiya Rudolf,"""Ah right, Aniki. What about Jessica-chan...? She insists on being in the same room as you."" ","""Ah, right, Aniki, what about Jessica‐chan...? She insists on being in the same room as you.""","""Ah right, Aniki. What about Jessica-chan...? She insists on being in the same room as you.""",「そうだ、兄貴。朱志香ちゃんなんだが…。兄貴と一緒の部屋がいいと言って聞かない。」,「そうだ、兄貴。朱志香ちゃんなんだが…。兄貴と一緒の部屋がいいと言って聞かない」,"""Кстати, брат. Что насчёт Джессики?.. Она хочет быть в одной комнате с тобой.""","""Ah, sim, aniki, e quanto a Jessica‐chan...? Ela insiste em ficar no mesmo quarto que você.""",「對了，大哥。說起朱志香…。她說了，要跟大哥待一屋，就是不聽勸。」,「对了，大哥。说起朱志香…。她说了，要跟大哥待一屋，就是不听劝。」,"""Ah giusto, Aniki. Cosa facciamo con Jessica-chan...? Insiste a voler stare nella tua stanza."""
Ushiromiya Krauss,"""...Jessica..."" ",""".........Jessica...""","""......Jessica...""",「………朱志香…。」,「………朱志香…」,"""......Джессика...""",[=UP],[=JPC],[=JPC],"""... Jessica..."""
Furudo Erika,"""We were planning to have five people in the cousin room and seven in the next room over. If Jessica-san wants to go to the cousin room, it'll be split clean down the middle. If this was a wolves and sheep puzzle, there are now three servant wolves and you two sheep in that room. If you add in Jessica-san, it'll be balanced out."" ","""We were planning to have five people in the cousins' room and seven in the adjacent room. If Jessica‐san wants to go to the cousins' room, it'll be split clean down the middle. If this was a wolves and sheep puzzle, there are currently three servant wolves and you two sheep in that room. I think adding in Jessica‐san would be a good idea to balance things out.""","""We were planning to have five people in the cousins' room and seven in the next room over. If Jessica-san wants to go to the cousins' room, it'll be split clean down the middle. If this was a wolves and sheep puzzle, there are now three servant wolves and you two sheep in that room. If you add in Jessica-san, it'll be balanced out.""",「隔離のいとこ部屋が５人、隣の部屋７人の部屋割りでしたからね。朱志香さんがいとこ部屋を希望するなら、ちょうど半々になります。狼と羊のパズルで言うなら、今は使用人狼が３匹に、蔵臼さん留弗夫さんの羊が２匹。朱志香さんを加えた方が、確かにバランスがいいとは思います。」,「隔離のいとこ部屋が５人、隣の部屋７人の部屋割りでしたからね。朱志香さんがいとこ部屋を希望するなら、ちょうど半々になります。狼と羊のパズルで言うなら、今は使用人狼が３匹に、蔵臼さん留弗夫さんの羊が２匹。朱志香さんを加えた方が、確かにバランスがいいとは思います」,"""Мы планировали отправить пять человек в комнату кузенов и семь в соседнюю комнату. Если Джессика пойдёт в комнату кузенов, людей станет поровну. Будь это головоломкой 'волки и овцы', в комнате было бы трое слуг — волков, и двое вас — овец. Если добавить Джессику, всех станет поровну.""","""Nós planejamos ficar com cinco no quarto dos primos e sete no quarto adjacente. Se a Jessica‐san quiser ficar no quarto dos primos, será uma divisão simples ao meio. Se esse fosse o Enigma dos Lobos e Carneiro, teria um total de três serviçais lobos e dois carneiros dentro do quarto. Acredito que adicionar a Jessica‐san seria uma boa ideia para balancear as coisas.""",「畢竟房間的分法是，用於隔離的堂兄妹房間 5 人，隔壁房間 7 人。朱志香要是想去堂兄妹房間的話，那人數就正好半對半。以狼與羊的難題來說的話，當前是傭人——3 只狼，藏臼先生與留弗夫先生——2 只羊。我覺得，再加上朱志香的話，的確是比較均衡。」,「毕竟房间的分法是，用于隔离的堂兄妹房间 5 人，隔壁房间 7 人。朱志香要是想去堂兄妹房间的话，那人数就正好半对半。以狼与羊的难题来说的话，当前是佣人——3 只狼，藏臼先生与留弗夫先生——2 只羊。我觉得，再加上朱志香的话，的确是比较均衡。」,"""Avevamo intenzione di tenere cinque persone nella stanza dei cugini e sette nella stanza accanto. Se Jessica-san vuole stare nella stanza dei cugini, saremmo divisi equamente. Se questo fosse un puzzle su lupi e pecore, ora ci sarebbero tre domestici lupi e voi due pecore in quella stanza. Aggiungendo Jessica-san, sarà bilanciato."""
,"For a while, Krauss crossed his arms and thought. ","For a while, Krauss crossed his arms and thought.",[=UP],蔵臼はしばらくの間、腕組みをして悩んだ。,[=JP],Краусс скрестил руки и задумался.,Krauss cruzou seus braços e ficou pensando sobre isso.,藏臼抱腕苦惱了一會。,藏臼抱腕苦恼了一会。,"Per un attimo, Krauss incrociò le braccia e pensò."
