Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Krauss,"""......Nothing will come of saying that now. ...At any rate, there are now three adults in the guesthouse. Me, you, ...and Eva, who's asleep with a high fever."" ",""".........Nothing will come from saying that now. ...In any event, there are now three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""",""".........Nothing will come from saying that now. ...Anyways, this way, there are three adults in the guesthouse. Me, you, ......and Eva, who's asleep with a high fever.""",「………それを言っても始まらん。…とにかく、これでゲストハウスに大人は３人。私と夏妃、……そして高熱で寝込んでいる絵羽だけだ。」,「………それを言っても始まらん。…とにかく、これでゲストハウスに大人は３人。私と夏妃、……そして高熱で寝込んでいる絵羽だけだ」,""".........Сделанного не воротишь. ...В любом случае, получается, что здесь, в домике для гостей, трое взрослых. Я, ты и Ева, лежащая с высокой температурой.""",""".........Dizer isso agora não mudará nada. ...De qualquer forma, agora há três adultos na casa de hóspedes. Eu, você......e a Eva, que está dormindo com uma febre alta.""",「………講這些也於事無補。…總之，這下賓館裡就只剩三個大人了。我、夏妃，……還有因高燒躺著的繪羽。」,「………讲这些也于事无补。…总之，这下宾馆里就只剩三个大人了。我、夏妃，……还有因高烧躺着的绘羽。」,"""... Dirlo adesso non cambierà nulla. ... Ad ogni modo, in questa situazione, ci sono tre adulti nella casa degli ospiti. Io, tu... ed Eva, che sta dormendo e ha la febbre alta."""
,"At that time, the forceful sound of a door being opened came from the hallway, and they heard Eva's panicked voice. ","At that time, there was the forceful sound from the hallway of a door being opened, and Eva's shrieking voice.","At that time, there was the forceful sound from the hallway of a door being opened, and they heard Eva's panicked voice.",その時、廊下から勢い良く開く扉の音と、絵羽の金切り声が聞こえてきた。,[=JP],"В этот момент раздался громкий звук распахнувшейся двери коридора, и до них донёсся испуганный голос Евы.","Naquela hora, ouviu‐se no corredor o som vigoroso de uma porta sendo aberta, e a voz aguda de Eva.",正在此時，從走廊上響起了氣勢十足的開門聲，與繪羽刺耳的喊聲。,正在此时，从走廊上响起了气势十足的开门声，与绘羽刺耳的喊声。,"In quell'istante, ci fu un forte rumore di una porta che veniva aperta nel corridoio, e udirono la voce agitata di Eva."
,...That voice kept calling out Hideyoshi's name. ...It seemed as though she'd had a bad dream or something due to her fever...and was calling for her husband. ,"...That voice kept calling Hideyoshi's name. ......It seemed as though the high fever had given her a bad dream or something, and now she was calling her husband's name.","...That voice kept calling Hideyoshi's name.......It seemed as though, while down with a high fever, she had had a bad dream or something and was calling her husband's name.",…その声は秀吉の名を呼び続けている。……高熱にうなされた彼女が、何か悪い夢でも見て夫の名を呼んでいるように見えた。,[=JP],"...Этот голос взывал к имени Хидэёши. ......Могло показаться, что из‐за высокой температуры ей привиделся дурной сон, и спросонья она стала взывать к имени своего мужа.","...Aquela voz continuou chamando o nome de Hideyoshi. ......Parecia como se a febre alta tivesse lhe dado um sonho ruim ou algo assim, e agora ela estava chamando o nome de seu marido.",…她在不停地呼喊著秀吉的名字。……看來是受高燒所困的她，因做了什麼噩夢，而呼喚起了丈夫的名字。,…她在不停地呼喊着秀吉的名字。……看来是受高烧所困的她，因做了什么噩梦，而呼唤起了丈夫的名字。,"... Quella voce continuava a chiamare il nome di Hideyoshi. ... Sembrava che, presa dalla febbre forte, avesse fatto un incubo o qualcosa di simile e che stesse chiamando suo marito."
Ushiromiya Natsuhi,"""Eva-san, ...what is it, are you okay...?"" ","""Eva‐san...what is it, are you alright...?""","""Eva-san..., what is it, are you alright...?""",「絵羽さん…、どうしましたか、大丈夫ですか…？」,[=JP],"""Ева‐сан... В чём дело, ты в порядке?..""","""Eva‐san...o que é aconteceu? Você está bem...?""",「繪羽…，怎麼了，還好嗎…？」,「绘羽…，怎么了，还好吗…？」,"""Eva-san... cosa c'è, stai bene...?"""
Ushiromiya Eva,"""...Wh-Where is my husband?! My husband isn't here!! Even though he promised that he'd stay with me the whole time! Even though he promised that he'd grasp my hand the whole time!!"" ","""Wh‐...where is my husband?! My husband isn't here!! He promised that he'd stay with me the whole time! He promised that he'd hold my hand the whole time!!""","""Wh, ...where is my husband?! My husband isn't here!! Even though he promised that he'd stay with me the whole time! Even though he promised that he'd grasp my hand the whole time!!""",「う、…うちの人はどこ？！　うちの人がいないのッ！！　ずっと一緒にいるって約束してくれたのに！　ずっと手を握ってくれてるって約束したのにッ！！」,[=JP],"""Гд... Где мой муж?! Моего мужа здесь нет!!! Он ведь обещал, что будет со мной всё это время! Он ведь обещал, что всё время будет держать меня за руку!!!""","""O‐Onde está meu marido?! Meu marido não está aqui!! Ele prometeu que ficaria comigo o tempo todo! Ele prometeu que seguraria minha mão o tempo todo!!""",「我、…我家那位在哪兒？！我家那位不見了！！明明約好要一直待一起的！明明約好要一直握著我的手的！！」,「我、…我家那位在哪儿？！我家那位不见了！！明明约好要一直待一起的！明明约好要一直握着我的手的！！」,"""D... Dov'è mio marito?! Mio marito non è qui!! Anche se mi ha promesso che sarebbe rimasto con me tutto il tempo! Anche se mi ha promesso che mi avrebbe stretto la mano tutto il tempo!!"""
,"...Krauss was struck dumb by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings. ","...Krauss was taken aback by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.","...Krauss was struck dumb by this attitude of hers, which she had never shown in front of him before, but Natsuhi understood her feelings.",…蔵臼の前で絶対に見せることのないその姿に、蔵臼は呆然としたが、夏妃はその気持ちを理解した。,[=JP],"...Краусс буквально остолбенел от такого напора эмоций, которых она никогда раньше не проявляла при нём, но Нацухи хорошо понимала её чувства.","...Krauss foi surpreendido por aquela atitude, que ela nunca tinha demonstrado na frente dele antes, mas Natsuhi entendia os sentimentos dela.",…藏臼不禁因這副絕不會在他面前露出的樣子愣住了，而夏妃則理解了她的心情。,…藏臼不禁因这副绝不会在他面前露出的样子愣住了，而夏妃则理解了她的心情。,"... Krauss rimase senza parole davanti a questo suo atteggiamento, che lei non gli aveva mai mostrato, ma Natsuhi capiva come doveva sentirsi."
Ushiromiya Natsuhi,"""...C-Calm down... Hideyoshi-san is with Rudolf-san and Kyrie-san, and they're outside right now."" ","""......C‐calm down... Hideyoshi‐san is with Rudolf‐san and Kyrie‐san, and they're outside right now.""","""......C, calm down... Hideyoshi-san is with Rudolf-san and Kyrie-san, and they're outside right now.""",「……お、落ち着いて…。秀吉さんは留弗夫さんたちと一緒に、今、表へ出ています。」,「……お、落ち着いて…。秀吉さんは留弗夫さんたちと一緒に、今、表へ出ています」,"""......У... успокойся... Хидэёши‐сан ушёл вместе с Рудольфом‐саном и Кирие‐сан, и сейчас они находятся снаружи.""","""......A‐Acalme‐se... O Hideyoshi‐san está com o Rudolf‐san e a Kyrie‐san, e eles estão lá fora agora mesmo.""",「……冷、冷靜一下…。秀吉正與留弗夫他們一起，去了外面。」,「……冷、冷静一下…。秀吉正与留弗夫他们一起，去了外面。」,"""... C-Calmati... Hideyoshi-san è con Rudolf-san e Kyrie-san, e in questo momento sono fuori."""
Ushiromiya Eva,"""Outside?!?! Wh-Wh-Why, why did he go outside, after he promised that he'd stay with me the whole time?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaaaaaaaaaaaaaaaaaaahhh...!!"" ","""Outside?!?! Whwh‐why, he promised that he'd stay with me the whole time, why did he go outside?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""","""Outside?!?! Wh, wh, why, why did he go outside, after he promised that he'd stay with me the whole time?! You mustn't go outside, the witch is outside, you mustn't go, you'll be killed!! Waaaaaaaaaaaaaaaaaaaahhh...!!""",「表へッ？！？！　どど、どうしてよ、私とずっと一緒にいてくれるって約束したのに、どうして表になんか行ってるの？！　表へ出ては駄目、表には魔女がいるわ、行っては駄目、殺されてしまうッ！！　わあああああぁあああぁあぁ…！！」,[=JP],"""Снаружи?!?!?! По‐по‐почему, почему он вышел наружу после того, как пообещал, что будет со мной всё это время?! Тебе нельзя выходить наружу, ведьма снаружи, ты не должен идти, тебя убьют!!! Ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐аххх!!!..""","""Lá fora?!?! Po‐Po‐Por que, ele prometeu que ficaria comigo o tempo todo, por que ele saiu?! Você não deve sair, a bruxa está lá fora, você não deve ir, você será morto!! Uaaa{0}a{0}a{0}a{0}aaagg{0}g{0}g{0}g{0}g{0}gghhh...!!""",「外面？！？！為、為什麼，明明約好了，要一直與我在一起的，為什麼去了外面？！不可以去外面，外面有魔女，不能去啊，會被殺的！！哇啊啊啊啊啊啊啊啊啊啊啊啊…！！」,「外面？！？！为、为什么，明明约好了，要一直与我在一起的，为什么去了外面？！不可以去外面，外面有魔女，不能去啊，会被杀的！！哇啊啊啊啊啊啊啊啊啊啊啊啊…！！」,"""Fuori?!?! P-P-Perché, perché è andato fuori, dopo che mi aveva promesso che sarebbe rimasto con me tutto il tempo?! Non devi andare fuori, la strega è fuori, non devi andare, verrai ucciso!! Waaaaaaaaaaaaaaaaaaaahhh...!!"""
Ushiromiya Krauss,"""...Eva, calm yourself. ...Hideyoshi-san returned to the mansion with Rudolf and Kyrie-san."" ","""...Eva, calm yourself. ......Hideyoshi‐san is back in the mansion with Rudolf and Kyrie‐san.""","""...Eva, calm yourself. ......Hideyoshi-san returned to the mansion with Rudolf and Kyrie-san.""",「…絵羽、落ち着きなさい。……秀吉さんは、留弗夫たちと一緒に屋敷へ戻っているのだ。」,「…絵羽、落ち着きなさい。……秀吉さんは、留弗夫たちと一緒に屋敷へ戻っているのだ」,"""...Ева, держи себя в руках. ......Хидэёши‐сан вернулся в особняк с Рудольфом и Кирие‐сан.""","""...Eva, acalme‐se. ......O Hideyoshi‐san voltou à mansão com o Rudolf e a {nobr:Kyrie‐san}.""",「…繪羽，冷靜點。……秀吉妹夫是與留弗夫他們一起回了大屋。」,「…绘羽，冷静点。……秀吉妹夫是与留弗夫他们一起回了大屋。」,"""... Eva, calmati. ... Hideyoshi-san è tornato alla villa con Rudolf e Kyrie-san."""
Ushiromiya Eva,"""Why did he have to go to the mansion?!! Why did he go outside, even though it's safe here?!! Why did he go back to the mansion?!!"" ","""Why did he have to go to the mansion?!! Why did you let him outside when it's safe in here?!! Why did he go back to the mansion?!!""","""Why did he have to go to the mansion?!! Why did he go outside, even though it's safe here?!! Why did he go back to the mansion?!!""",「どうして屋敷に行かなくちゃいけないのよ！！　ここなら安全なのに、どうして表になんか出したのよ！！　どうして屋敷なんかに戻ったのよッ！！」,[=JP],"""Зачем он отправился в особняк?!! Почему он вышел наружу, даже понимая, что здесь безопасно?!! Почему он вернулся в особняк?!!""","""Por que ele teve que ir até a mansão?! Por que você o deixou sair quando é seguro aqui?! Por que ele voltou à mansão?!""",「為什麼一定要去大屋啊！！這兒明明很安全，為什麼要去外面喲！！為什麼要回大屋！！」,「为什么一定要去大屋啊！！这儿明明很安全，为什么要去外面哟！！为什么要回大屋！！」,"""Perché doveva andare alla villa?!! Perché è uscito, anche se qui siamo al sicuro?!! Perché è tornato alla villa?!!"""
Ushiromiya Krauss,"""............ ...They went to get enough food to last until tomorrow. ...Hideyoshi-san was worried about your health...and said that was partly why he wanted to go..."" ",""".................. ......They went to get enough food to last until tomorrow. ...Hideyoshi‐san was worried about your health, and he told us so...""","""..................They went to get enough food to last until tomorrow. ...Hideyoshi-san was worried about your health, and he told us so...""",「………………。……明日までの食料を取りに行くことになったのだ。…秀吉さんは、お前の体調が悪いことを気にしてて、その為にもと言って…。」,「………………。……明日までの食料を取りに行くことになったのだ。…秀吉さんは、お前の体調が悪いことを気にしてて、その為にもと言って…」,"""..................Они отправились набрать достаточно еды, чтобы продержаться до завтра. ...Хидэёши‐сан был обеспокоен твоим здоровьем и сказал нам...""",""".................. ......Eles foram pegar comida suficiente para durar até amanhã.{n}...O Hideyoshi‐san estava preocupado com sua saúde, e ele nos disse isso...""",「………………。……他們是去拿直到明天的食物的。…秀吉妹夫說了，擔心你體況不佳，就算為了此，也要去一趟…」,「………………。……他们是去拿直到明天的食物的。…秀吉妹夫说了，担心你体况不佳，就算为了此，也要去一趟…」,"""... Sono andati a prendere del cibo che possa bastarci fino a domani. ... Hideyoshi-san era preoccupato per la tua salute, e ce lo ha confessato..."""
Ushiromiya Eva,"""When will they come back?! When will they come back?! Don't go outside, don't go to the rose garden, don't go to the mansion!! The witch is there, the Golden Witch is walking about! If she finds you, you'll be killed, you'll definitely be killed!! When will my husband come back?!"" ","""When will they come back?! When will he come back?! He can't go outside, not to the rose garden, not to the mansion!! The witch is there, the Golden Witch is walking around! If she finds him he'll be killed, he'll definitely be killed!! When will my husband come back?!""","""When will they come back?! When will they come back?! Don't go outside, don't go to the rose garden, don't go to the mansion!! The witch is there, the Golden Witch is walking around! If she finds you, you'll be killed, you'll definitely be killed!! When will my husband come back?!""",「いつ戻ってくるの？！　いつ戻ってくるのよ？！　表は駄目よ、薔薇庭園は駄目、屋敷は駄目！！　魔女がいる、黄金の魔女が歩き回ってる！　見つかったら殺されてしまう、絶対に殺されてしまうッ！！　うちの人はいつ戻ってくるのッ？！」,[=JP],"""Когда они вернутся?! Когда они вернутся?! Не выходи наружу, не ходи в розарий, не ходи в особняк!!! Ведьма здесь, Золотая Ведьма ищет повсюду! Если она найдёт тебя, то тебя убьют, тебя обязательно убьют!!! Когда мой муж должен вернуться?!""","""Quando eles vão voltar?! Quando ele vai voltar?! Ele não pode sair, não para o jardim de rosas, não para a mansão!! A bruxa está lá, a Bruxa Dourada está andando por aí! Se ela o encontrar, ele será morto, ele definitivamente será morto!! Quando meu marido vai voltar?!""",「什麼時候回來？！什麼時候回來？！不能去外面、不能去玫瑰庭園、不能去大屋！！有魔女，黃金的魔女在四處徘徊！被找到就會被殺的，絕對會被殺的！！我家那位，要到什麼時候才回來？！」,「什么时候回来？！什么时候回来？！不能去外面、不能去玫瑰庭园、不能去大屋！！有魔女，黄金的魔女在四处徘徊！被找到就会被杀的，绝对会被杀的！！我家那位，要到什么时候才回来？！」,"""Quando torneranno?! Quanto torneranno?! Non uscite fuori, non andate nel roseto, non andate alla villa!! La strega è lì, la Strega Dorata è in giro! Se vi trova, sarete uccisi, sarete uccisi senza alcun dubbio!! Quando tornerà mio marito?!"""
Ushiromiya Natsuhi,"""......They left here thirty minutes ago. We are waiting for their return."" ",""".........They left here thirty minutes ago. We are waiting for their return.""",[=UP],「………３０分前にここを出ました。私たちは帰りを待っています。」,「………３０分前にここを出ました。私たちは帰りを待っています」,""".........Они вышли ровно тридцать минут назад. Мы ожидаем их возвращения.""",""".........Eles saíram há cerca de trinta minutos atrás. Estamos esperando o retorno deles.""",「………是三十分鐘前出去的。我們正在等他們回來。」,「………是三十分钟前出去的。我们正在等他们回来。」,"""... Se ne sono andati trenta minuti fa. Stiamo attendendo il loro ritorno."""
Ushiromiya Eva,"""Th-Thirty minutes ago?! Isn't that strange? Why would it take so much time for them to go to the mansion to get food and come back?! And why are you two just standing around here?! ","""Th‐thirty minutes?! That makes no sense, why would it take him so much time to go to the mansion, get food, and come back?! And why are you two just standing around here?!""","""Th, thirty minutes?! Isn't that strange? Why would it take so much time for them to go to the mansion to get food and come back?! And why are you two just standing around here?!",「さ、３０分ッ？！　そんなのおかしいじゃないッ、屋敷に行って食料を取って帰ってくるのに、どうしてそんなに時間が掛かるのよ？！　それであんたたちは何でここでぼんやりしてるのよ？！,「さ、３０分ッ？！　そんなのおかしいじゃないッ、屋敷に行って食料を取って帰ってくるのに、どうしてそんなに時間が掛かるのよ？！　それであんたたちは何でここでぼんやりしてるのよ？！」,"""Тр‐тридцать минут?! Разве это не странно? Почему у них ушло так много времени, чтобы отправиться в особняк, чтобы забрать еду и вернуться?! И почему вы двое просто стояли здесь всё это время?!""","""Tri‐Trinta minutos?! Isso não faz sentido, por que levaria tanto tempo para ele ir à mansão, pegar comida e voltar?! E por que vocês dois estão só parados aí?!""",「三、三十分鐘？！這不對勁喲，去趟大屋帶回食物，哪會花這麼多時間？！你們兩個幹嘛在這發呆啊？！」,「三、三十分钟？！这不对劲哟，去趟大屋带回食物，哪会花这么多时间？！你们两个干嘛在这发呆啊？！」,"""T-Trenta minuti?! Non è strano? Perché dovrebbe volerci tutto questo tempo per andare alla villa per prendere del cibo e tornare indietro?! E perché voi due ve ne state qui così?!"
Ushiromiya Eva,"We have to go get them!! We have to hurry to where they are!! Eeeeeeeeeeeekkk!!"" ","""We have to go get him!! Quick, we have to go to where he is!! Hiiiiiiiiiiiiiiiiiiiiiiiiiiii!!"""," We have to get them!! We have to quickly go to where they are!! Hiiiiiiiiiiiiiiiiiiiiiiiiiiii!!""",　迎えに行かなきゃ！！　早くあの人のところへ行かなきゃッ！！　ひぃいいいいぃいいいいいいぃ！！」,「迎えに行かなきゃ！！　早くあの人のところへ行かなきゃッ！！　ひぃいいいいぃいいいいいいぃ！！」,"""Мы должны собраться!!! Мы должны быстро отправиться туда, где они!!! Хи‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и!!!""","""Temos que ir buscá‐lo!! Rápido, temos que ir para onde ele está!! Hiiiiiiiiiiiiiiiiiiiiiiiiiiii!!""",「得去接他們啊！！得快去他的身邊！！嗨咿咿咿咿咿咿咿咿咿咿咿咿咿！！」,「得去接他们啊！！得快去他的身边！！嗨咿咿咿咿咿咿咿咿咿咿咿咿咿！！」,"Dobbiamo andare a prenderli!! Dobbiamo andare dove sono loro!! Hiiiiiiiiiiiiiiiiiiiiiiiiiiii!!"""
,"Eva probably had quite a nightmare. ...And, because it had continued even after she woke up, she could no longer hide her panic. ","Eva had probably had quite a nightmare. ...And after waking up and discovering that it still wasn't over, she could no longer hide her confusion.","Eva probably had quite a nightmare....And because it had continued even after she had woken up, she could no longer hide her confusion.",絵羽は余程の悪夢を見たのだろう。…そして目が覚めてもまだそれが続いていることに、とうとう錯乱を隠せなくなってしまう。,[=JP],"Еве, похоже, приснился ещё тот кошмар. ...А поскольку он продолжился, даже когда она проснулась, она больше не могла скрыть замешательства.","Eva provavelmente teve um pesadelo e tanto. ...E depois de acordar e descobrir que ele não tinha acabado, ela não conseguia mais esconder sua confusão.",繪羽是做了個非同小可的噩夢吧。…然後，面對這睜眼後仍在繼續的噩夢，她終於無法掩飾住內心的混亂了。,绘羽是做了个非同小可的噩梦吧。…然后，面对这睁眼后仍在继续的噩梦，她终于无法掩饰住内心的混乱了。,"Probabilmente Eva doveva aver avuto un incubo tremendo. ... E siccome questo era continuato anche dopo il suo risveglio, non era più in grado di nascondere la sua confusione."
,"Natsuhi tried calming her down, but all it did was make Eva's emotions explode even more. ","Natsuhi tried calming her down, but it only made Eva's emotions explode all the more."," Natsuhi tried calming her down, but all it did was make Eva's emotions explode even more.",夏妃は落ち着かせようと試みるが、むしろ絵羽の感情をますますに弾けさせるだけだった。,[=JP],"Нацухи пыталась успокаивать её, но всё что она сделала, это заставила эмоции Евы вспыхнуть с новой силой.","Natsuhi tentou acalmá‐la, mas isso apenas fez as emoções de Eva explodirem ainda mais.",雖然夏妃試著讓她冷靜下來，但這反而只是更加激起了繪羽的情緒。,虽然夏妃试着让她冷静下来，但这反而只是更加激起了绘羽的情绪。,"Natsuhi cercò di calmarla, ma riuscì soltanto a far esplodere ulteriormente le emozioni di Eva."
