Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"For the first six volumes, it went almost entirely unnoticed, but last year, when foreign translations of the series began, it got its big break and suddenly became a huge topic of conversation. ","For the first six volumes, it went almost entirely unnoticed, but last year, when foreign translations of the series began, it got its big break and suddenly became a huge topic of conversation."," For the first six volumes, it went almost entirely unnoticed, but last year, when foreign translations of the series began, it got its big break and suddenly became a huge topic of conversation.",６巻頃まではそれほどの話題にならなかったが、昨年、海外翻訳が始まると大ブレイクし、一気に話題の作品となったのである。,[=JP],"Первые шесть томов прошли почти полностью незамеченными, однако в последний год, когда начались иностранные переводы серии, он прорвался вперёд и неожиданно стал огромной темой для обсуждения.","Durante os seis primeiros volumes, a obra passou praticamente despercebida, mas no último ano, quando uma tradução estrangeira da série teve início, ela se popularizou e se tornou uma grande pauta entre os assuntos mais comentados.",直到 6 卷時還並沒有引起那麼大的話題，但去年以海外翻譯的開始為契機，它一舉成為了話題中的作品。,直到 6 卷时还并没有引起那么大的话题，但去年以海外翻译的开始为契机，它一举成为了话题中的作品。,"Per i primi sei volumi, passò quasi completamente inosservato, ma l'ultimo anno, quando iniziarono le traduzioni straniere della serie, ebbe la sua grande occasione e improvvisamente divenne un grande argomento di conversazione."
,"Even before this series, the author had created quite a lot of works, but none of those achieved any public acclaim. ","Even before this series, the author had created quite a lot of works, but none of those had achieved any public acclaim."," Even before this series, the author had created quite a lot of works, but none of those had achieved any public acclaim.",このシリーズ以前にも、ずいぶんとたくさんの作品を描いていたが、それらは当時、まったく評価されなかった。,[=JP],"Ещё до этой серии автор написала довольно много работ, но ни одна из них не добилась общественного признания.","Antes mesmo dessa série, a autora já havia escrito vários outros trabalhos, mas nenhum deles alcançou a aclamação do público.",在這個系列之前，也寫過很多的作品，但在當時，那些都完全沒得到過好評。,在这个系列之前，也写过很多的作品，但在当时，那些都完全没得到过好评。,"Anche prima di questa serie, l'autrice aveva creato parecchi lavori, ma nessuno di questi aveva ottenuto il favore del pubblico."
,"However, after this sudden rise in notoriety, her previous works were being reevaluated one after another. ","However, after this sudden rise in notoriety, her previous works were being reevaluated one after another."," However, after this sudden rise in notoriety, her previous works were being reevaluated one after another.",しかし、今回の大ブレイクにより、過去の作品も次々に再評価されている。,[=JP],Однако после неожиданного взлёта известности её предыдущие работы были одна за другой переоценены.,"Contudo, após um grande aumento de notoriedade, suas obras anteriores começaram a serem reavaliadas uma após a outra.",不過，通過這次的大進展，過去的作品們也陸續得到了再度好評。,不过，通过这次的大进展，过去的作品们也陆续得到了再度好评。,"Tuttavia, dopo questo improvviso aumento di popolarità, i suoi precedenti lavori stavano venendo rivalutati uno dopo l'altro."
,"In that sense, it's probably fair to call her an author who went unrecognized for quite a long time. ",It's probably fair to say that recognition of her works was very late in coming., It's probably fair to say that recognition of her works was very late in coming.,その意味では、作者は非常に遅咲で評価されたと言えるだろう。,[=JP],"Вероятно, справедливо сказать, что её работы получили признание с большим опозданием.",Certamente é justo dizer que o reconhecimento de suas obras foi bem tardio.,在這個意義上，作者也可以說是大器晚成吧。,在这个意义上，作者也可以说是大器晚成吧。,Si poteva probabilmente dire che il riconoscimento delle sue opere stava arrivando molto in ritardo.
,"""Miss Kotobuki...!! Congratulations on your award!"" ","""Miss Kotobuki...!! Congratulations on your award!""",[=UP],「寿先生…！！　受賞、おめでとうございます！」,[=JP],"""Мисс Котобуки!.. Поздравляю с награждением!""","""Kotobuki‐sensei...!! Parabéns pelo seu prêmio!""",「壽老師…！！恭喜您獲獎！」,「寿老师…！！恭喜您获奖！」,"""Miss Kotobuki...!! Congratulazioni per il vostro premio!"""
,"""Your latest, ""Sakutarou goes to the Witch's Island"", was truly an excellent read!"" ","""Your latest, ""Sakutarou and the Witch's Island"", was truly an excellent read!""","""Your latest, 'Sakutarou and the Witch's Island', was truly an excellent read!""",「今回の『さくたろう、魔女の島へ』も実に素晴らしい作品でした！」,[=JP],"""Ваша последняя книга, «Сакутаро и остров ведьмы», была потрясающей!""","""Seu último trabalho, ""Sakutarou e a Ilha das Bruxas"" foi uma excelente leitura!""",「這次的『櫻太郎，前往魔女之島』也實在是非常棒的作品！」,「这次的『樱太郎，前往魔女之岛』也实在是非常棒的作品！」,"""La vostra ultima opera, ‘Sakutarou e l'Isola della Strega’, è stata davvero una lettura eccellente!"""
,Publishing company executives repeatedly showered her with praise. ,Publishing company executives repeatedly showered her with praise.,[=UP],出版社の幹部たちが次々に祝福の言葉を掛ける。,[=JP],Руководители издательской компании неоднократно осыпали её похвалой.,Executivos de editoras a encheram de elogios repetidamente.,出版社的幹部們也個個都予以祝福的話。,出版社的干部们也个个都予以祝福的话。,Gli amministratori delle agenzie di pubblicazione ripetutamente la inondavano di lodi.
,"""Sakutarou's Great Adventure"". The author's name...was Kotobuki Yukari ({p:0:寿ゆかり}). ","""Sakutarou's Great Adventure"".{n}The author's name...was Kotobuki Yukari ({p:0:寿ゆかり}).",'Sakutarou's Great Adventure'. The author's name...was Kotobuki Yukari.,「さくたろうの大冒険」。作者の名は、寿ゆかり。,「さくたろうの大冒険」。{n}作者の名は、寿ゆかり。,«Великое приключение Сакутаро».{n}Имя автора... Котобуки Юкари ({p:0:寿ゆかり}).,"""A Grande Aventura do Sakutarou"".{n}O nome da autora...era Kotobuki Yukari ({p:0:寿ゆかり}).",「櫻太郎的大冒險」。{n}作者的名字是，壽由香裡。,「樱太郎的大冒险」。{n}作者的名字是，寿由香里。,‘la Grande Avventura di Sakutarou’. Il nome dell'autrice... era Kotobuki Yukari.
,"Nearly all of her royalties were sent to a fund to support needy children, and she herself had served as the director at several protective institutions. ","Nearly all of her royalties were sent to a fund to support needy children, and she herself served as the director at several protective institutions."," Nearly all of her royalties were sent to a fund to support needy children, and she herself had served as the director at several protective institutions.",印税のほとんどを恵まれない子供たちを支援するための基金とし、自身もいくつかの擁護施設で理事長を務めている。,印税のほとんどを恵まれない子供たちを支援するための基金とし、自身もいくつかの養護施設で理事長を務めている。,"Почти все её гонорары направлялись в фонд поддержки нуждающихся детей, а сама она служила директором в нескольких защитных учреждениях.","Praticamente todos os seus royalties eram enviados para um fundo que apoiava crianças necessitadas, e ela mesmo já havia atuado como diretora de diversas instituições de proteção.",她的版稅幾乎全都拿去當作支援家境困苦的孩子們的基金，自己也擔任著數個援助機構的董事長。,她的版税几乎全都拿去当作支援家境困苦的孩子们的基金，自己也担任着数个援助机构的董事长。,"Quasi tutti i guadagni dei suoi diritti d'autore venivano mandati ad un fondo per supportare i bambini bisognosi, e lei stessa aveva servito come direttore di diversi istituti di protezione."
,"Some envious people tried to call this fake charity, but the more that people learned about her, the more those voices withered and died away. ","Some envious people tried to call this ""fake charity"", but the more that people learned about her, the more those voices withered and died away."," Some envious people tried to call this fake charity, but the more that people learned about her, the more those voices withered and died away.",一部の嫉妬深い人々は、それを偽善的であると批判しようとしたが、彼女を知れば知るほど、その声は小さく萎み、消えていった。,[=JP],"Некоторые завистники называли это фальшивой благотворительностью, но чем больше люди узнавали о ней, тем больше таких голосов увядало и стихало.","Algumas pessoas invejosas tentaram acusar isso de ""falsa caridade"", mas conforme as pessoas foram aprendendo sobre ela, mais essas vozes foram secando e morrendo.",有一部分嫉妒心強的人想要批判她這是偽善，但越是了解她，這聲音就會越小，最終消失。,有一部分嫉妒心强的人想要批判她这是伪善，但越是了解她，这声音就会越小，最终消失。,"Qualche persona invidiosa provò a definire ciò falsa carità, ma più quelle persone la conoscevano e più quelle voci si attenuavano e scomparivano."
,Kotobuki Yukari. ,Kotobuki Yukari., Kotobuki Yukari.,寿ゆかり。,[=JP],Котобуки Юкари.,[=UP],壽由香裡。,寿由香里。,[=UP]
,"By now, that name rang loud and clear across Japan. ","By now, that name rang loud and clear across Japan."," By now, that name rang loud and clear across Japan.",今やその名は、日本中の津々浦々にまで響き渡っていた。,[=JP],К настоящему времени это имя прозвенело громко и ясно по всей Японии.,Esse nome agora ecoava alto e claro ao redor do Japão.,現在這名字，在日本已經是家喻戶曉。,现在这名字，在日本已经是家喻户晓。,"Ora come ora, quel nome risuonava forte e chiaro per il Giappone."
,"She sat in a chair, cheerfully chatting with the people who came to greet her. ","She sat in a chair, cheerfully chatting with the people who came to greet her."," She sat in a chair, cheerfully chatting with the people who came to greet her.",彼女は椅子に座りながら、挨拶に訪れる人々に、にこやかに返事をしている。,[=JP],"Она сидела на стуле, весело болтая с теми, кто подходил поприветствовать её.","Ela sentou em uma cadeira, conversando animada com as pessoas que vinham para cumprimentá‐la.",她坐在椅子上，微笑著對過來打招呼的人們報以回應。,她坐在椅子上，微笑着对过来打招呼的人们报以回应。,"Stava seduta su di una sedia, chiacchierando allegramente con le persone che venivano a salutarla."
,"Last year, she was diagnosed with the initial stages of cancer, and after the surgery, her physical strength dropped sharply. ","Last year, it was discovered that she had developed a small tumor, and after the surgery, her physical strength had dropped sharply."," Last year, she was diagnosed with initial cancer, and after the surgery, her physical strength had dropped sharply.",昨年、初期の癌が見つかり、手術を終えた後、めっきりと体力を落としてしまった。,昨年、小さな腫瘍が見つかり、手術を終えた後、めっきりと体力を落としてしまった。,"В прошлом году у неё выявили начальный рак, и после операции её физическая сила резко сократилась.","Ano passado, ela foi diagnosticada com um câncer em estado inicial e, após uma cirurgia, sua força física diminuiu drasticamente.",去年，她被發現患有早期癌症，進行手術之後，身體狀況一下子差了很多。,去年，她被发现患有早期癌症，进行手术之后，身体状况一下子差了很多。,Quell'ultimo anno le fu diagnosticato un cancro allo stadio iniziale e dopo l'intervento la sua forza fisica era calata parecchio.
,"Because of this, even in this stand-up awards party, she was given a chair and sat down while greeting people. ","Because of this, even in this stand‐up awards party, she was given a chair and sat down while greeting people."," Because of this, even in this stand-up awards party, she was given a chair and sat down while greeting people.",その為、立食形式であるこの受賞パーティーでも、彼女は椅子を用意してもらい、座ったまま挨拶をしていた。,[=JP],"Поэтому даже на этом фуршете наград ей дали стул, и она здоровалась с людьми сидя.","Por causa disso, até mesmo nessas festas em pé, ela recebia uma cadeira e se sentava para cumprimentar as pessoas.",為此，原本是站食形式的頒獎宴會，也專門為她準備了椅子，讓她坐著接受問候。,为此，原本是站食形式的颁奖宴会，也专门为她准备了椅子，让她坐着接受问候。,"A causa di ciò, persino in questa festa di premiazione, le era stata data una sedia e rimaneva seduta mentre salutava le persone."
,"Some people lamented, saying that if only she had been 20, even 10 years younger, ...she might have left her mark in history as one of the greatest authors in the 21st century. ","Some people lamented, saying that if only she had been twenty or even ten years younger, ......she might have left her mark in history as one of the greatest authors in the twenty‐first century."," Some people lamented, saying that if only she had been 20, even 10 years younger, ......she might have left her mark in history as one of the greatest authors in the 21st century.",彼女がもう２０歳、いや、せめて１０歳若かったら、……２１世紀に名を残す大作家になっただろうと惜しむ人間もいる。,[=JP],"Некоторые жаловались, говоря, что будь она на 20, даже на 10 лет моложе...... она могла бы оставить след в истории как одна из величайших авторов XXI века.","Algumas pessoas lamentavam, dizendo que se ela fosse vinte ou até dez anos mais jovem, ......poderia deixar sua marca na história como a maior autora do século vinte e um.",她要是再年輕 20 歲，不，哪怕是年輕 10 歲的話，……就能成為名留 21 世紀的大作家了，為此遺憾的人也有很多。,她要是再年轻 20 岁，不，哪怕是年轻 10 岁的话，……就能成为名留 21 世纪的大作家了，为此遗憾的人也有很多。,"Certe persone si lamentarono, dicendo che se solo fosse stata 20 o persino 10 anni più giovane... lei avrebbe potuto lasciare il segno nella storia come una delle più grandi autrici nel 21esimo secolo."
,It had taken so long for her to receive the praise she deserved... ,It had taken so long for her to receive the praise she deserved......, It had taken so long for her to receive the praise she deserved......,彼女は正当な評価を受けるのに、あまりに長い時間を掛けたのである……。,[=JP],"Вот сколько времени ей понадобилось, чтобы получить заслуженную похвалу......",Demorou tempo demais para ela receber os elogios que merecia......,她得到正當的評價，實在是花了太長的時間……。,她得到正当的评价，实在是花了太长的时间……。,Ci era voluto così tanto prima che le venissero conferite le lodi che meritava...
,"She could no longer be called young. Even so, her determination to write had not wavered in the slightest. ","She could no longer be called young.{n}Even so, her determination to write had not wavered in the slightest."," She could no longer be called young. Even so, her determination to write had not wavered in the slightest.",もう、若いとはとても言えない。それでも彼女の、執筆に対する執念は一向に衰えない。,もう、若いとはとても言えない。{n}それでも彼女の、執筆に対する執念は一向に衰えない。,Её больше нельзя было назвать молодой.{n}Но её решимость писать ни в малейшей степени не дрогнула.,"Ela não podia mais ser dita como jovem.{n}Mesmo assim, sua determinação para escrever não havia hesitado em nada.",已經，不能算是年輕了。{n}即便如此，她對寫作的追求一直都沒有減退。,已经，不能算是年轻了。{n}即便如此，她对写作的追求一直都没有减退。,"Non poteva più essere definita giovane. Ma anche così, la sua determinazione a scrivere non venne minimamente minata."
,"The story had gone around that, even during her stay in the hospital, most of her time had been spent typing away. ","The story had gone around that, even during her stay in the hospital, most of her time had been spent typing away."," The story had gone around that, even during her stay in the hospital, most of her time had been spent typing away.",彼女が入院をしていた時でさえ、常にキーボードを叩き続けていたことは、ある種の武勇伝だ。,[=JP],"Говорят, что даже в больнице она большую часть времени потратила на печатание.","A história contornava isso; mesmo durante sua internação no hospital, ela passava a maior parte do tempo digitando.",就連她住院的時候，都還經常繼續敲打著鍵盤，這也算是某種英雄傳了。,就连她住院的时候，都还经常继续敲打着键盘，这也算是某种英雄传了。,"Si diceva che, persino durante la sua giacenza in ospedale, gran parte del suo tempo l'aveva trascorso scrivendo."
,She always said the same thing. ...That she hadn't finished telling everything she needed to tell. ,She always said the same thing.{n}That she hadn't finished telling everything she needed to tell., She always said the same thing. That she hadn't finished telling everything she needed to tell.,彼女は言う。自分は、伝えるべきことを、まだ伝えきっていないと。,彼女は言う。{n}自分は、伝えるべきことを、まだ伝えきっていないと。,"Она всегда говорила одно и то же.{n}То, что ещё не закончила говорить всё, что ей нужно сказать.",Ela sempre dizia a mesma coisa.{n}Que ela ainda não havia terminado de contar tudo o que precisava.,她是這樣說的。{n}自己必須要將需要傳達的事情，傳達出去。,她是这样说的。{n}自己必须要将需要传达的事情，传达出去。,Diceva sempre la stessa cosa. Che non aveva finito di dire ciò che doveva dire.
,"Did she mean that she hadn't fully completed ""Sakutarou's Great Adventure""? ","Did she mean that she hadn't fully completed ""Sakutarou's Great Adventure""?", Did she mean that she hadn't fully completed 'Sakutarou's Great Adventure'? ,それは「さくたろうの大冒険」を書き切るということですか？,[=JP],"Она имела в виду, что ещё не полностью закончила «Великое приключение Сакутаро»?","Isso significava que ela ainda não tinha completado a ""Grande Aventura do Sakutarou""?",這是指要寫完「櫻太郎的大冒險」嗎？,这是指要写完「樱太郎的大冒险」吗？,Intendeva dire che non aveva completato del tutto ‘la Grande Avventura di Sakutarou’?
,"When that question was asked by a journalist, this is how she answered... ",This is how she answered when this question was asked by a journalist...,[=UP],その記者の問いに、彼女は答える。,[=JP],"Вот как она ответила, когда журналист задал этот вопрос...",Era assim que ela respondia quando questionada por jornalistas...,對於記者的提問，她這樣回答。,对于记者的提问，她这样回答。,Questo è ciò che rispose quando quella domanda le fu chiesta da un giornalista...
,"If, by writing even one more book, I can teach just one more child how to find happiness... ","If, by writing even one more book, I can teach just one more child how to find happiness..."," If, by writing even one more book, I can teach just one more child how to find happiness...",私がひとつでも多くの作品を描くことで、ひとりでも多くの子に、幸せを見つける方法を知ってもらうことが出来るなら。,[=JP],"Если, написав ещё хотя бы одну книгу, я могу показать ещё одному ребёнку, как обрести счастье...","Se, escrevendo mais um livro, eu puder ensinar mais crianças a encontrarem a felicidade...",我如果能通過再描寫哪怕是一部的作品，來再讓哪怕是一個孩子能夠知道找到幸福的方法的話。,我如果能通过再描写哪怕是一部的作品，来再让哪怕是一个孩子能够知道找到幸福的方法的话。,"Se, scrivendo anche solo un altro libro, io posso insegnare anche solo ad un altro bambino come trovare la felicità..."
,"Then I will spend the rest of my life writing every book, every page that I can. ","Then I will spend the rest of my life to write every book, every page that I can."," Then I will spend the rest of my life to write every book, every page that I can.",私は人生の限りを尽くして、一作でも一頁でも多く描こうとするでしょう。,[=JP],"Я проведу оставшуюся жизнь за написанием каждой книги, каждой страницы, которую могу написать.",Então eu passarei o resto da minha vida escrevendo livros; cada página que for possível.,我會傾注全部的人生，寫下又一作，又一頁的作品吧。,我会倾注全部的人生，写下又一作，又一页的作品吧。,"Allora trascorrerò il resto della mia vita a scrivere ogni altro libro, ogni altra pagina che posso."
,...Because I still haven't fully conveyed the precious teachings I was given... ,Because I still haven't fully conveyed the precious teachings I was given......, Because I still haven't fully conveyed the precious teachings I was given......,私が授かった大切な教えは、まだまだ伝えきれていないのですから……。,[=JP],Потому что я так и не передала полностью данные мне драгоценные учения......,Porque eu ainda não transmiti por completo os preciosos ensinamentos que eu recebi......,因為我被授予的重要的教義，還差很多沒有傳達出去呢……。,因为我被授予的重要的教义，还差很多没有传达出去呢……。,Perché ancora non ho pienamente comunicato i preziosi insegnamenti che mi sono stati donati...
,"""Miss Kotobuki, congratulations on your award! I hear the movie adaptation has been getting splendid reviews as well! If you keep this up, you might even pass up Harry the Potato's record!"" ","""Miss Kotobuki, congratulations on your award! I hear the movie adaptation has been getting splendid reviews as well! From what I hear, you're set to break records with the best‐selling books of the year!""","""Miss Kotobuki, congratulations on your award! I hear the movie adaptation has been getting splendid reviews as well! If you keep this up, you might even pass up Hari-Pota's record!"" 'Harry the Potato'. It was the name of a fantasy series that had become a worldwide hit.",「寿先生、この度は受賞、誠におめでとうございます！　映画の方も大好評と聞いております！　このまま行けば『ハリポタ』を超える記録的大ヒットになるとか！」「ハリからポタポタ」。世界的に大ヒットした大作ファンタジーだ。,「寿先生、この度は受賞、誠におめでとうございます！　映画の方も大好評と聞いております！　このまま行けば今年度最高の記録的ベストセラーになるとか！」,"""Мисс Котобуки, поздравляю с награждением! Я слышал, что кино‐адаптация тоже получает великолепные отзывы! Продолжив в том же духе, вы превзойдёте все рекорды по продажам за год!..""","""Kotobuki‐sensei, parabéns pelo seu prêmio! Eu ouvi que a adaptação para o cinema recebeu ótimas avaliações também! Pelo que fiquei sabendo, você vai quebrar o recorde do {i:best‐seller} do ano e superar {i:Harry the Potato}!""",「壽老師，非常恭喜您本次獲獎！聽說電影也得到了大好評！據我所知，您已既定打破年度暢銷書紀錄！」,「寿老师，非常恭喜您本次获奖！听说电影也得到了大好评！据我所知，您已既定打破年度畅销书纪录！」,"""Miss Kotobuki, congratulazioni per il suo premio! Ho sentito che anche l'adattamento cinematografico sta ricevendo dei commenti splendidi! {n}Se continua così, potrebbe persino sorpassare il record di Hari-Pota!"""
Kotobuki Yukari,"""Thank you very much for your kind words. It's more than I deserve..."" ","""Thank you very much for your kind words. It's more than I deserve......""",[=UP],「ありがとうございます。身に余る光栄です……。」,「ありがとうございます。身に余る光栄です……」,"""Большое спасибо за добрые слова. Это больше, чем я заслуживаю......""","""Muito obrigada pelas palavras gentis. É mais do que eu mereço......""",「非常感謝您的美言。實在是過譽了……」,「非常感谢您的美言。实在是过誉了……」,"""Molte grazie per le sue parole gentili. È più di ciò che merito..."""
