Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"At that age, everyone wants to know about love. ",All of them were at the age when they wanted to know about love.," At that age, everyone wants to know about love.",皆、恋を知りたい年頃。,[=JP],В этом возрасте все хотят узнать о любви.,Todas estavam na idade em que querem saber sobre o amor.,大家都處於，想知道戀愛為何物的年紀。,大家都处于，想知道恋爱为何物的年纪。,"A quell'età, tutti vogliono imparare qualcosa sull'amore."
,"Thanks to the rigid and constricting way Jessica had been brought up, she enjoyed talking about it all the more... ","Jessica enjoyed talking about love all the more thanks to the rigid and constricting way she had been brought up, and she seized upon this chance..."," Thanks to the rigid and constricting way Jessica had been brought up, she enjoyed talking of love all the more...",普段、堅苦しい生活を強いられているだけあり、朱志香はここぞとばかりに恋の話を楽しんでいた…。,[=JP],Из‐за строгого и ограничивающего воспитания Джессика получала от разговоров о любви всё больше удовольствия...,"Jessica se divertia ainda mais conversando sobre amor devido a dura e restritiva criação que ela teve e, por isso, aproveitava bem as suas oportunidades...",由於平常被迫過著死板拘束的生活，所以朱志香抓住了這個絕無僅有的機會，開心暢談戀愛…。,由于平常被迫过着死板拘束的生活，所以朱志香抓住了这个绝无仅有的机会，开心畅谈恋爱…。,"A causa dei modi rigidi e severi con cui Jessica era stata cresciuta, lei si divertiva ancora di più a parlare d'amore..."
,"""But you're pretty incredible, Milady. And you're that age! Aren't there any boys you're interested in?"" ","""What about you, Milady? You've got charm, you're the right age... Aren't there any boys you're interested in?""","""But you're pretty incredible, Milady. And you're that age! Aren't there any boys you're interested in?""",「お嬢様だって、素敵だしー。お年頃だしー！　気になる男の子がいらっしゃるんじゃないですかー？」,[=JP],"""Но вы меня удивляете, миледи, в вашем‐то возрасте! Неужели вам не нравится ни один парень?""","""E quanto a você, ojou‐sama? É maravilhosa e está na flor da idade... Não está a fim de nenhum garoto?""",「小姐，您人又漂亮。又正好是這年紀！是不是已經有，看上眼的男孩子了呀？」,「小姐，您人又漂亮。又正好是这年纪！是不是已经有，看上眼的男孩子了呀？」,"""Ma lei è davvero incredibile, Milady. A quest'età! Non ci sono ragazzi di cui è interessata?"""
Ushiromiya Jessica,"""W-Well, I'd like to fall in love, but there really aren't any...g-good ones around...!"" ","""W‐well, I'd like to fall in love, but there really aren't any...g‐good ones around...!""","""W, well, I'd like to fall in love, but there really aren't any...g, good ones around...!""",「こ、恋はしてーけど、気になる男子ってーと、な、なかなかなぁ…！」,[=JP],"""Н‐ну, я бы хотела влюбиться, но вокруг и впрямь нет... ни... никого подходящего!..""","""B‐Bem, eu gostaria de me apaixonar, mas realmente não tem nenhum...c‐cara bom por perto...!""",「我、我是想談戀愛啦，但看得上眼的男孩，實、實在是難找啊…！」,「我、我是想谈恋爱啦，但看得上眼的男孩，实、实在是难找啊…！」,"""B-Beh, mi piacerebbe innamorarmi, ma non ce ne sono di buoni... q-qui intorno...!"""
,"""I think you should be a bit more proactive about it. You can act all relaxed now, but that's not gonna last long, okay? Once one of your friends starts going out with someone, it'll turn your world upside down."" ","""I think you should be a bit more proactive when it comes to love. You act relaxed now, but it won't last long! Once one of your friends starts going out with someone, it'll turn your world upside down.""","""I think you should be a bit more proactive. You can act all relaxed now, but not for long, right? Once one of your friends starts going out with someone, it'll turn your world upside down.""",「お嬢様は、もっと恋に積極的でもいいと思うんです。余裕ぶってられるのも今の内ですよー？　友人の誰かが付き合いだしたっ、何てことになったら、急に世界が引っ繰り返りますよー？」,「お嬢様は、もっと恋に積極的でもいいと思うんです。余裕ぶってられるのも今の内ですよー？　友人の誰かが付き合いだしたっ、なんてことになったら、急に世界が引っ繰り返りますよー？」,"""Вам надо быть поактивнее. Пока можно расслабиться, но ненадолго, правда? Когда ваша подруга начнёт с кем‐нибудь встречаться, ваш мир перевернётся вверх дном.""","""Acho que você deveria ser mais agressiva quando se trata de amor. Você tenta passar a impressão de que está tranquila, mas não vai ser sempre assim! Assim que sua amigas começarem a namorar, isso vai mudar seu mundo de ponta cabeça.""",「我覺得，小姐應該更積極地去談戀愛。小姐您能從容不迫，也就只有現在哦？等您哪個朋友開始跟誰交往了，世界就會突然天翻地覆的哦？」,「我觉得，小姐应该更积极地去谈恋爱。小姐您能从容不迫，也就只有现在哦？等您哪个朋友开始跟谁交往了，世界就会突然天翻地覆的哦？」,"""Credo che lei debba essere più propositiva. Ora può essere rilassata, ma non durerà molto, ok? Una volta che qualcuna delle sue amiche inizierà ad uscire con qualcuno, il suo mondo si capovolgerà."""
Ushiromiya Jessica,"""Th-There's no way that'll happen... None of my friends are traitors... I-I think."" ","""Th‐there's no way that'll happen... None of my friends are traitors... I, I think.""","""Th, there's no way that'll happen... None of my friends are traitors... I, I think.""",「そ、そんなわけねーじゃん…。私の友達に裏切り者はいねーぜ…。た、多分。」,「そ、そんなわけねーじゃん…。私の友達に裏切り者はいねーぜ…。た、多分」,"""Ни... ни за что... Среди моих подруг нет предательниц... На... наверное.""","""A‐Até parece que isso vai acontecer... Minhas amigas não são traidoras...{n}E‐Eu acho.""",「才、才不可能這樣呢…。我的朋友裡，才不會有叛徒嘞…。大、大概。」,「才、才不可能这样呢…。我的朋友里，才不会有叛徒嘞…。大、大概。」,"""È... è impossibile che succeda... nessuna delle mie amiche è una traditrice... {n}C-Credo."""
,"""Ah, no, no, no! The outbreak of love is the one time you can't rely on friendship between girls! If you met someone you liked, you'd betray your friends and go out with the guy without a second thought, wouldn't you?!"" ","""Ah, no, no, no! The one thing you definitely can't count on from a girl you call your friend is that she won't fall in love before you! If you met someone you liked, you'd betray your friends and go out with the guy without a second thought, wouldn't you?!""","""Ah, no, no, no! The outbreak of love is the one time you can't rely on friendship between girls! If you met someone you liked, you'd betray your friends and go out with the guy without a second thought, wouldn't you?!""",「あー、だめだめ！　女の友情で一番信用が出来ないのが、恋の出し抜きです！お嬢様だって、素敵な人と知り合ったら、絶対、友人なんて裏切って付き合っちゃいますってー！」,「あー、だめだめ！　女の友情で一番信用が出来ないのが、恋の出し抜きです！　お嬢様だって、素敵な人と知り合ったら、絶対、友人なんて裏切って付き合っちゃいますってー！」,"""А‐а, нет‐нет! Когда вспыхивает любовь, нельзя рассчитывать на женскую дружбу! Разве встретив того, кто вам нравится, вы бы не предали подруг и не стали бы с ним встречаться не раздумывая?!""","""Ah, não, não! A única coisa que você jamais pode contar é esperar que uma garota que você chame de amiga, não vá começar a namorar antes de você!{n}Se encontrar alguém que goste, você trairia suas amigas para ficar saindo com esse cara sem nem pensar duas vezes, né?!""",「啊——，不行不行！女人的友情最不可相信，這就是戀愛中的先下手為強，後下手遭殃！哪怕小姐，也是一結識到靚仔，就絕對會背叛朋友跟他交往的！」,「啊——，不行不行！女人的友情最不可相信，这就是恋爱中的先下手为强，后下手遭殃！哪怕小姐，也是一结识到靓仔，就绝对会背叛朋友跟他交往的！」,"""Ah, no, no, no! La comparsa dell'amore è quel momento in cui non si può contare sull'amicizia tra ragazze! Se incontrasse qualcuno che le piace, tradirebbe le sue amiche e uscirebbe col ragazzo senza pensarci due volte, no?!"""
Ushiromiya Jessica,"""A-Ahahahahahahahahahahaha... Wh-What about you, Shannon...?! It's not fair if I'm the only one who has to talk!"" ","""A‐ahahahahahahahahahaha...... Wh‐what about you, Shannon...?! It's not fair if I'm the only one who has to talk!""","""A, ahahahahahahahahahahaha...... Wh, what about you, Shannon...?! It's not fair if I'm the only one who has to talk!""",「あ、あはははははははははは……。しゃ、紗音はどうなんだよー…！　私ばっかりでズルイぜ、紗音も話せよー！」,[=JP],"""А... аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха...... А... а ты, Шаннон?! Нечестно, что говорить приходится только мне!""","""A‐Ahahahahahahahahahaha...... E‐E quanto a você, Shannon...?! Não é justo ficarem falando só de mim!""",「啊、啊哈哈哈哈哈哈哈哈哈哈……。那，紗音你又怎樣呢…？！老是叫我說就太詐了，紗音也來講講嘛！」,「啊、啊哈哈哈哈哈哈哈哈哈哈……。那，纱音你又怎样呢…？！老是叫我说就太诈了，纱音也来讲讲嘛！」,"""A-Ahahahahahahahahahahaha... C-Che mi dici di te, Shannon...?! Non è giusto che sia solo io quella a parlare!"""
Shannon,"""I, umm, ...don't have anyone like that around..."" ","""I, umm, ......don't have anyone like that around...""",[=UP],「私はその、……そういう方が身近におりませんし…。」,「私はその、……そういう方が身近におりませんし…」,"""У меня, э‐э...... нет рядом никого подобного...""","""Eu, bem, ......não tenho ninguém assim por perto...""",「我那個，……身邊，沒有這種人…」,「我那个，……身边，没有这种人…」,"""Io, umm... non ho nessuno che mi piaccia qua attorno..."""
,...Not around. ,......Not around.,[=UP],……身近には、いない。,[=JP],......Не рядом.,......Por perto.,……身邊，沒有。,……身边，没有。,... Non qua attorno.
,"He's far, far away, ...and like Orihime and Hikiboshi, I don't get to see him very often. ","He's far, far away, ......and like Orihime and Hikiboshi, I don't get to see him very often."," He's far, far away, ......and like Orihime and Hikiboshi, I don't get to see him very often.",遠く離れていて、……織姫と彦星くらい、滅多に会えないけれど。,[=JP],"Он далеко, очень далеко...... и, как Орихиме с Хикобоши, я не часто с ним вижусь.","Ele está longe, muito longe, ......assim como a Orihime e o Hikoboshi, eu não o vejo com muita frequência.",儘管，我們相距很遠，……跟牛郎織女一樣，很少有機會見面。,尽管，我们相距很远，……跟牛郎织女一样，很少有机会见面。,"Lui è lontano, molto lontano... e come Orihime e Hikoboshi, non riesco a vederlo molto spesso."
,"In fact, ...I don't even know when I'll be able to see him again. ","In fact, ......I don't even know when I'll be able to see him again."," In fact, ......I don't even know when I'll be able to see him again.",うぅん、……今となっては、次に会えるのがいつになるのかさえ、わからないけれど。,[=JP],"На самом деле...... я даже не знаю, когда смогу увидеть его снова.","Na verdade, ......eu sequer sei se poderei vê‐lo de novo.",不，……到了現在，是連下次能在何時相見都不知道了。,不，……到了现在，是连下次能在何时相见都不知道了。,In realtà... non so nemmeno quando potrò vederlo di nuovo.
,"...However, I believe that he'll come for me someday. ...I believe it. ","......However, I believe that he'll come for me someday. ......I believe it.",[=UP],……でも、いつかきっと迎えに来てくれると、………信じてる。……信じてます。,[=JP],"......Но я верю, что однажды он приедет за мной. ......Я верю.",......Mas acredito que ele virá por mim algum dia. ......É o que eu acredito.,……但是我相信，………我相信，他總有一天一定會來，……接我。,……但是我相信，………我相信，他总有一天一定会来，……接我。,"... Tuttavia, io credo che un giorno verrà per me. ... Ci credo."
Ushiromiya Jessica,"""Don't you betray me, okay, Shannon?! If we get boyfriends, we'll get them together, you got that?! Right? Right? We promised, right?!"" ","""Don't you betray me, okay, Shannon?! If we get boyfriends, we'll get them together, okay?! Right? Right? We promised, right?!""",[=UP],「紗音は裏切るなよー？！　彼氏作るなら一緒だぜ？！な？な？　約束したもんなー？！」,「紗音は裏切るなよー？！　彼氏作るなら一緒だぜ？！　な？　な？　約束したもんなー？！」,"""Не предавай меня, ладно, Шаннон?! Если у нас появятся парни, то сразу у обеих, хорошо?! Да? Да? Обещаешь?!""","""Você não vai me trair, né, Shannon?! Se é para namorarmos, vai ser ao mesmo tempo, tá?! Ouviu? Ouviu? É uma promessa, né?!""",「紗音你可別背叛我啊？！要交男朋友，就一起交嘞！！好嗎？好嗎？說定了哦？！」,「纱音你可别背叛我啊？！要交男朋友，就一起交嘞！！好吗？好吗？说定了哦？！」,"""Non tradirmi, va bene, Shannon?! Se avremo dei ragazzi, li avremo assieme, ok?! Ok? Ok? Abbiamo promesso, ok?!"""
,"""Well, you might not believe it, but it's not at all rare for girls just like Shannon-chan to get a head start! *giggle*giggle*!"" ","""Oh, you wouldn't think it, but it's girls like Shannon‐chan...who are the type to beat you to the punch! *giggle*giggle*!""","""Well, you might not believe it, but it's not at all rare for girls just like Shannon-chan to get a head start! *giggle*giggle*!""",「あー、紗音ちゃんみたいな子に限ってー！！　案外、早く一抜けしちゃうもんですよー！　くすくすくすくす！」,[=JP],"""Ну, можете не верить, но такие девушки, как Шаннон, нередко обходят других! *хи‐хи*хи‐хи*!""","""Oh, você pode não acreditar, mas garotas como a Shannon‐chan...são do tipo que acabam com você na primeira oportunidade! *risos*risos*!""",「啊——，就數紗音這種孩子！！會出人意料地先人一步喲！嘻嘻嘻嘻！」,「啊——，就数纱音这种孩子！！会出人意料地先人一步哟！嘻嘻嘻嘻！」,"""Beh, potrà non crederci, ma non è raro per le ragazze come Shannon-chan cominciare a capire prime delle altre! *giggle*giggle*!"""
Ushiromiya Jessica,"""Shannon, confess!! You aren't going out with anyone, are you?! You aren't, right?!"" ","""Shannon, fess up!! You aren't going out with anyone, are you?! You aren't, right?!""","""Shannon, confess!! You aren't going out with anyone, are you?! You aren't, right?!""",「紗音ー、白状しろー！！　本当に付き合ってるヤツはいないよなー？！　なーなー？！」,[=JP],"""Шаннон, признавайся! Ты ведь ни с кем не встречаешься?! Нет?!""","""Shannon, confesse agora!! Não tá saindo com ninguém, né?! Não está, né?!""",「紗音——，從實招來——！！你真沒有正在交往的人吧？！沒有吧、沒有吧？！」,「纱音——，从实招来——！！你真没有正在交往的人吧？！没有吧、没有吧？！」,"""Shannon, confessa!! Non stai uscendo con nessuno, vero?! No, vero?!"""
Shannon,"""I-I'm not. Really..."" ","""I, I'm not. Really......""",[=UP],「い、いませんよ、本当です……。」,「い、いませんよ、本当です……」,"""Н‐нет. Правда......""","""E‐Eu não estou. É verdade......""",「沒、沒有，真的沒有……」,「没、没有，真的没有……」,"""N-No. Davvero..."""
Ushiromiya Jessica,"""Really?!"" ","""Really?!""",[=UP],「本当に？！」,[=JP],"""Правда?!""","""Mesmo?!""",「真的？！」,[=CHT],"""Davvero?!"""
Shannon,"""R-Really..."" ","""R‐really...""","""R, really...""",「ほ、本当です…。」,「ほ、本当です…」,"""П‐правда...""","""M‐Mesmo...""",「真、真的…」,[=CHT],"""D-Davvero..."""
Ushiromiya Jessica,"""We'll get boyfriends together, okay? No matter what happens, okay?! Anyone who lies has to eat porcupinefish!!"" ","""We'll get boyfriends together, okay? No matter what happens, okay?! Cross your heart and hope to die, stick a needle in your eye!!""","""We'll get boyfriends together, okay? No matter what happens, okay?! Anyone who lies has to eat porcupinefish!!""",「私たち、恋人作るのは一緒だからね？！　絶対ッ、絶対だぜ？！　嘘吐いたら、針千本飲ーます！！」,[=JP],"""Мы заведём парней одновременно, хорошо? Несмотря ни на что, ладно?! Кто солжёт — съест рыбу‐ежа!""","""Vamos conseguir namorados ao mesmo tempo, tá? Não importa o que aconteça, ouviu?! Jura de dedinho ou farei engolir mil agulhas se mentir!!""",「我們，要交男朋友就一起交哦？！絕對、絕對要一起哦？！說謊的，吞千針！！」,「我们，要交男朋友就一起交哦？！绝对、绝对要一起哦？！说谎的，吞千针！！」,"""Avremo dei ragazzi nello stesso momento, ok? Non importa cosa succede, va bene?! Tutti coloro che mentiranno mangeranno pesci-istrice!!"""
Shannon,"""Y-Yes... I promise..."" ","""Y‐yes...... I promise......""","""Y, yes...... I promise......""",「は、はい……。約束します……。」,「は、はい……。約束します……」,"""Д‐да...... Обещаю......""","""S‐Sim...... Eu prometo......""",「好、好的……。我保證……」,「好、好的……。我保证……」,"""S-Sì... lo prometto..."""
,"""Now there's the face of a liar! I'm willing to bet Shannon-chan beats everyone else in this room! I can tell. It's always the quiet ones that go first...!"" ","""That's the face of a liar! I'm willing to bet Shannon‐chan's the first of us all! I can tell. It's always the quiet ones that go first...!""","""Looks like she's lying! I'm willing to bet Shannon-chan's the first of us all! I can tell. It's always the quiet ones that go first...!""",「それは嘘を吐いてる顔ですよー！　絶対、この中で紗音ちゃんが一抜けするー！私にはわかるんです。奥手そうな子が、いつもみんなを出し抜くんです…！」,「それは嘘を吐いてる顔ですよー！　絶対、この中で紗音ちゃんが一抜けするー！　私にはわかるんです。奥手そうな子が、いつもみんなを出し抜くんです…！」,"""Да посмотрите, она же лжёт! Готова поспорить, Шаннон — первая из всех нас! Я знаю. Тихони всегда первые!..""","""Essa é a cara de uma mentirosa! Aposto que a Shannon‐chan vai ser a primeira! Eu consigo sentir. As quietinhas são sempre as primeiras...!""",「她這張臉，是在說謊的臉喲！這之中，紗音絕對會搶在我們前頭！我可知道哦。看起來晚熟的孩子，總是會搶在大家的前頭…！」,「她这张脸，是在说谎的脸哟！这之中，纱音绝对会抢在我们前头！我可知道哦。看起来晚熟的孩子，总是会抢在大家的前头…！」,"""Sembra che sta dicendo una bugia! Scommetto che Shannon-chan sarà la prima di tutte! Posso dirlo con certezza. Sono sempre quelle tranquille ad essere le prime...!"""
Ushiromiya Jessica,"""Shannon, how could you?! Confess, confess!!"" ","""Shannon, how could you?! Fess up, fess up!!""","""Shannon, how could you?! Confess, confess!!""",「何だよー、コノヤロー！　白状しろー、白状しろー！！」,[=JP],"""Шаннон, как ты могла?! Признавайся, признавайся!""","""Qual é a sua, hein?! Confesse, confesse agora!!""",「啥呀，你這混蛋！從實招來，從實招來！！」,「啥呀，你这混蛋！从实招来，从实招来！！」,"""Shannon, come hai potuto?! Confessa, confessa!!"""
Shannon,"""P-Please stop, Milady...! Th-That tickles...! A-Ahahahahaha...!!"" ","""P‐please stop, Milady...! Th‐that tickles...! A‐ahahahahaha...!!""","""P, please stop, Milady...! Th, that tickles...! A, ahahahahaha...!!""",「お、お許し下さい、お嬢様…！　く、くすぐったい…！　あ、あははははは…！！」,[=JP],"""Пе... перестаньте, миледи!.. Ще... щекотно!.. А... аха‐ха‐ха‐ха!..""","""P‐Por favor, pare, ojou‐sama...! I‐Isso faz cócegas...! A‐Ahahahahaha...!!""",「請、請饒了我吧，小姐…！好、好癢…！啊、啊哈哈哈哈哈…！！」,「请、请饶了我吧，小姐…！好、好痒…！啊、啊哈哈哈哈哈…！！」,"""P-Per favore la smetta, Milady...! F-Fa il solletico...! A-Ahahahahaha...!!"""
,"...And so, another Sunday afternoon passed by. ","......Amid cheerful laughter, another lazy Sunday afternoon passed by.","......And so, another Sunday afternoon passed by.",……そんな風に賑やかにしながら、日曜日のゆっくりとした午後の時間が、過ぎていった。,[=JP],......И так прошло ещё одно воскресное время после полудня.,"......E com essa animação, outro dia de domingo lentamente se passou.",……就像這樣熱熱鬧鬧的，周日悠閑的午後時光流逝而去。,……就像这样热热闹闹的，周日悠闲的午后时光流逝而去。,"... E così, un altro pomeriggio di domenica trascorse."
,I worked my way out of the fight and looked up at the sky through the window. ,I worked my way out of the fight and looked up at the sky through the window., I worked my way out of the fight and looked up at the sky through the window.,私は喧騒の輪を外れ、窓より空を見上げる。,[=JP],Я отошла от суеты и через окно посмотрела на небо.,Eu me distanciei do nosso círculo de discussão e olhei para o céu através da janela.,我從吵吵鬧鬧中抽出身來，透過窗戶仰望天空。,我从吵吵闹闹中抽出身来，透过窗户仰望天空。,Riuscii a liberarmi dalla lotta e guardai il cielo attraverso la finestra.
,"...Is Battler-san happily chatting away with his friends somewhere right now, just like I am? ",......I wonder if Battler‐san is somewhere out there right now...surrounded by his friends and chatting about the same topic we are.,"......Is Battler-san happily chatting away with his friends somewhere right now, just like I am? ",……戦人さんも、今頃どこかで、私たちと同じように、友人たちに囲まれ、同じ様な話題に花を咲かせているのでしょうか。,[=JP],......Баттлер тоже сейчас где‐то счастливо болтает с друзьями?,"......Eu me pergunto se, onde o Battler‐san estiver agora, ele está fazendo o mesmo que eu...cercado por amigos e conversando sobre a mesma coisa que nós.",……戰人此刻會不會也跟我一樣，在某處被朋友們圍在中間，開心暢談著類似的話題呢？,……战人此刻会不会也跟我一样，在某处被朋友们围在中间，开心畅谈着类似的话题呢？,"... Battler-san starà chiacchierando felicemente con i suoi amici da qualche parte, come sto facendo io?"
,"As I think of you like this, ...are you thinking of me...? ",I only hope that you're thinking of me......the same way that I'm thinking of you...,"As I think of you like this, ......are you thinking of me...? ",私がこうしてあなたを想っているように、……あなたも私を、想ってくれているといいのですが…。,[=JP],"Думаешь ли ты обо мне...... так же, как я о тебе?..",Eu só espero que esteja pensando em mim......da mesma forma que eu estou pensando em você...,但願，就像我在這麼思念著你一樣，……你也在同樣地思念著我…。,但愿，就像我在这么思念着你一样，……你也在同样地思念着我…。,Come io sto pensando a te in questo modo... tu stai pensando a me...?
,"But if I ask that, it's the same as admitting that I don't trust you. ","But if I beg for that, it's the same as admitting that I don't trust you.","But if I ask that, it's the same as admitting that I don't trust you.",それをねだったら、私があなたを信じていないと認めるのと、同じこと。,[=JP],"Но задавая такие вопросы я словно признаю, что не доверяю тебе.","Mas se eu desejar por isso, será o mesmo que admitir que eu não confio em você.",如果硬要強求這個，那就等於我自己承認我不相信你了。,如果硬要强求这个，那就等于我自己承认我不相信你了。,"Ma se me lo chiedessi, sarebbe come ammettere che non mi fido di te."
,......I'll wait. ,.........I'll wait.,[=UP],………待ちます。,[=JP],.........Я буду ждать.,.........Eu irei esperar.,………我會等你的。,………我会等你的。,... Io aspetterò.
