Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,Just watching over their partners...was now the only way they could show their trust. ,Just watching over their partners...was now the only way they could show their trust., Just watching over their partners...was now the only way they could show their trust.,それを静かに見守ることだけが、今や、信頼を示す唯一の方法だ。,[=JP],Наблюдать за своими партнёрами... сейчас единственный для них способ выразить своё доверие.,Ficar observando seus parceiros...era a única maneira que eles tinham de demonstrar suas confianças.,只有靜靜凝視，才是現在唯一能夠表示信賴的方法。,只有静静凝视，才是现在唯一能够表示信赖的方法。,Tenere semplicemente d'occhio i propri partner... era l'unico modo in cui potevano dimostrare la propria fiducia.
Shannon,"""........."" ","""...........................""","""............""",「………………………。」,「………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
Kanon,"""........."" ","""...........................""","""............""",「………………………。」,「………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
,"Shannon and Kanon...stood quietly, with their backs turned. ","Shannon and Kanon......stood quietly, with their backs turned.",[=UP],紗音と嘉音も、……静かに背を向けて立っている。,[=JP],Шаннон и Канон... молча стояли спиной друг к другу.,"Shannon e Kanon......permaneceram em silêncio, de costas um para o outro.",紗音和嘉音，……也靜靜地背對背而立。,纱音和嘉音，……也静静地背对背而立。,"Shannon e Kanon... stavano tranquillamente in piedi, con le loro schiene girate."
,They had already...set aside the feelings they'd built up during all those days they'd known each other. ,They had already put the emotions of the many days they had spent together behind them., They had already resolved the thoughts they had gathered over those many days.,すでに、……二人の、短からぬ日々の思いとは、決別している。,[=JP],"Они уже разобрались с мыслями, скопившимися за столько времени.",Eles já haviam deixado para trás as emoções dos muitos dias que passaram juntos.,兩人都已經，……對那段並不算短的日子裡的一切，做了最後的訣別。,两人都已经，……对那段并不算短的日子里的一切，做了最后的诀别。,Ormai avevano messo fine ai pensieri che avevano raccolto in tutti quei giorni.
,The next time they laid eyes on the other... ...Nothing would be asked of them except pulling that trigger. ,"The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger.", The next time they laid eyes on the other.........Nothing would be asked of them except pulling that trigger.,次に二人が、互いの姿を瞳に収めた時。……それは引き金を引くこと以外を求めない。,次に二人が、互いの姿を瞳に収めた時。{n}……それは引き金を引くこと以外を求めない。,Когда они в следующий раз посмотрят друг на друга... ......Им останется только нажать на курок.,"Assim que olhassem um para o outro novamente, ......eles puxariam o gatilho sem desejar por nada mais.",下次當對方的身影映入兩人視野中之時。{n}……除了扣動扳機之外，再也別無所求。,下次当对方的身影映入两人视野中之时。{n}……除了扣动扳机之外，再也别无所求。,La prossima volta che poseranno lo sguardo l'uno sull'altra... non verrà chiesto loro altro che premere il grilletto.
,The only one who still couldn't muster any determination or resolve towards this duel... was Beato. ,The only one who still had no determination or resolution with regard to this duel......was Beato., Beato was the only one who still had no determination or resolution with regard to this duel.,この決闘に、未だに決意と覚悟を持てないのは、……ベアトただ一人だった。,[=JP],Одна Беато относилась к этому поединку нерешительно и неуверенно.,A única que ainda não estava determinada e preparada para este duelo......era Beato.,對於這場決鬥，仍然缺乏決心和心理準備的，……只有貝阿朵一個人。,对于这场决斗，仍然缺乏决心和心理准备的，……只有贝阿朵一个人。,Beato era l'unica che non aveva ancora alcuna determinazione o risolutezza riguardo a questo duello.
,"The closer that moment came, ...the less she understood. ","The closer that moment came, ......the less she understood."," The closer that moment came, ......the less she understood.",彼女には、……その時が近付けば近付くほどに、……わからなくなるのだ。,[=JP],Чем ближе был этот момент...... тем меньше она понимала.,"Quanto mais a hora se aproximava, ......menos ela entendia.",她，……隨著那一刻愈發逼近，……愈發感到迷惑不解。,她，……随着那一刻愈发逼近，……愈发感到迷惑不解。,Più quel momento si avvicinava... meno lei capiva.
,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa. ,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa., The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.,譲治と紗音の恋も、朱志香と嘉音の恋も、それぞれは何も邪魔をしない。,[=JP],"Любовь между Джорджем и Шаннон не стояла на пути любви между Джессикой и Каноном, или наоборот.",O amor entre George e Shannon não estava no caminho do amor de Jessica e Kanon ou vice e versa.,讓治和紗音的戀愛，朱志香和嘉音的戀愛，是不會互相妨礙的。,让治和纱音的恋爱，朱志香和嘉音的恋爱，是不会互相妨碍的。,"L'amore tra George e Shannon non ostacolava l'amore tra Jessica e Kanon, e viceversa."
,"...Why, when both sides could find happiness, ...were they being forced to kill each other...? ","......Why, when both sides could find happiness, ......were they forced to kill each other...?",[=UP],……双方とも幸せになればいいのに、……どうして殺し合わなければならないのか…？,[=JP],"......Почему, когда счастье могут обрести обе стороны...... им приходится убивать друг друга?..","......Por que, quando ambos poderiam encontrar a felicidade, ......eles são forçados a matar um ao outro...?",……只要雙方一起得到幸福就行了，……然而為什麼他們卻必須互相殘殺呢…？,……只要双方一起得到幸福就行了，……然而为什么他们却必须互相残杀呢…？,"... Perché, sebbene entrambe le coppie potessero trovare la felicità... erano costretti ad uccidersi...?"
{f:5:Beatrice},"""...I don't understand. ...I just can't...understand...!"" ","""......I don't understand. ......I just can't.........understand...!""","""......I don't understand. ......I just can't......understand...!""",「……わからないっ。……私にはどうしても、………わからない…！」,[=JP],"""......Я не понимаю. ......Я просто...... не могу понять!..""","""......Eu não entendo. ......Eu simplesmente não.........consigo entender...!""",「……不明白。……我怎麼也，………不明白…！」,「……不明白。……我怎么也，………不明白…！」,"""... Non capisco. ... Non capisco... affatto...!"""
{f:5:Beatrice},"""......Little sister, we are not permitted to do anything but watch..."" ",""".........Little sister... We are not permitted to do anything but watch...""",[=UP],「………妹よ…。我らには見守ることしか、許されぬ…。」,「………妹よ…。我らには見守ることしか、許されぬ…」,""".........Младшая сестра... Нам позволено лишь наблюдать...""",""".........Irmãzinha... Não temos permissão para fazer nada mais além de assistir...""",「………妹妹啊…。我等只能，在一旁觀望而已…」,「………妹妹啊…。我等只能，在一旁观望而已…」,"""... Sorellina... a noi non è permesso fare altro che guardare..."""
{f:5:Beatrice},"""Zepar-san, Furfur-san...! Why...why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart, don't you...?!!"" ","""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!""","""Zepar-san, Furfur-san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart, don't you...?!!""",「ゼパルさん、フルフルさん…！　どうしてこんな、……こんな決闘を？！　こんなの恋の試練じゃない！　やっぱりあなたたちは悪魔なんです！　どちらかの恋人たちを破綻させて、それを見て喜びたいだけの悪魔なんです…！！」,[=JP],"""Зепар, Фурфур!.. Зачем...... зачем нужна эта дуэль?! Это не испытание любви! Вы и вправду демоны! Вы просто получаете удовольствие от наблюдения за тем, как распадается одна из пар!""","""Zepar‐san, Furfur‐san...! Por que......por que este duelo?! Isto não é uma prova de amor! Você são mesmo demônios! Só querem se divertir assistindo um casal se separar...!!""",「賽帕爾大人，芙爾芙爾大人…！為什麼要、……為什麼要進行這種決鬥？！這種決鬥不是戀愛的考驗！你們果然是惡魔！你們只是想看到其中一對戀人被拆散，然後為之歡欣鼓舞的惡魔…！！」,「赛帕尔大人，芙尔芙尔大人…！为什么要、……为什么要进行这种决斗？！这种决斗不是恋爱的考验！你们果然是恶魔！你们只是想看到其中一对恋人被拆散，然后为之欢欣鼓舞的恶魔…！！」,"""Zepar-san, Furfur-san...! Perché... perché questo duello?! Questa non è una prova d'amore! Siete davvero dei demoni! Volete solo divertirvi nel guardare una delle due coppie crollare, non è così...?!!"""
Zepar,"""Silence."" ","""Quiet.""","""Silence.""",「静かに。」,「静かに」,"""Помолчи.""","""Quieta.""",「請保持安靜。」,「请保持安静。」,"""Silenzio."""
Furfur,"""You'll get in the way of the lovers."" ","""You'll get in the way of the lovers.""",[=UP],「恋人たちの邪魔になるわ。」,「恋人たちの邪魔になるわ」,"""Ты мешаешь влюблённым.""","""Vai atrapalhar os amantes.""",「會打擾到戀人們的。」,「会打扰到恋人们的。」,"""Ostacolerai gli amanti."""
{f:5:Beatrice},"""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!"" ","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""",[=UP],「邪魔をしてるのはあなたたちじゃないですか！！どちらかが倒れる！　倒れた方の恋人たちが嘆き悲しむ！！　あなたたちさえいなければ、誰も悲しまない！！」,「邪魔をしてるのはあなたたちじゃないですか！！　どちらかが倒れる！　倒れた方の恋人たちが嘆き悲しむ！！　あなたたちさえいなければ、誰も悲しまない！！」,"""Им мешаете только вы!!! Один проиграет! Пара этого человека будет горевать! Если бы не вы, никому бы не было грустно!""","""São vocês aqueles no caminho deles!! Um deles vai se separar! Aquele que o ama vai lamentar!! Se vocês não estivessem aqui, ninguém teria que ficaria triste!!""",「打擾他們的難道不是你們嗎！！其中一個人會倒下！倒下的那個人的戀人會悲傷欲絕！！如果沒有你們的話，就誰都不會傷心了！！」,「打扰他们的难道不是你们吗！！其中一个人会倒下！倒下的那个人的恋人会悲伤欲绝！！如果没有你们的话，就谁都不会伤心了！！」,"""Siete voi che li state ostacolando!! Una persona tra loro cadrà! Colui che ama quella persona ne sarà addolorato!! Se solo voi due non ci foste, nessuno si rattristerebbe!!"""
,"""""That is not true."""" ","""""That is not true.""""",[=UP],「「それは違う。」」,「「それは違う」」,"""""Ошибаешься.""""","""""Isso não é verdade.""""",「「不是這樣的。」」,「「不是这样的。」」,"""""Non è vero."""""
Zepar,"""If we hadn't set up this duel-"" ","""If we hadn't set up this duel—""","""If we hadn't set up this duel-""",「僕たちが、この決闘を取り持たなかったら、」,[=JP],"""Если бы мы не устроили эту дуэль‐""","""Se este duelo não tivéssemos estabelecido—""",「如果我們，不促成他們進行這場決鬥，」,「如果我们，不促成他们进行这场决斗，」,"""Se non avessimo preparato questo duello-"""
Furfur,"""Then both pairs would have fallen apart. This duel is necessary."" ","""Then both pairs would have fallen apart. This duel is necessary.""",[=UP],「二組はどちらも破綻したわ。これは必要な決闘なの。」,「二組はどちらも破綻したわ。これは必要な決闘なの」,"""Распались бы обе пары. Она необходима.""","""Então ambos os pares teriam perecido. Este duelo é necessário.""",「兩組的戀情都早就失敗了。這是必要的決鬥。」,「两组的恋情都早就失败了。这是必要的决斗。」,"""Entrambe le coppie sarebbero crollate. Questo duello è necessario."""
{f:5:Beatrice},"""I...haven't been able to accept that since the beginning...!! You say their love can't be successful without a miracle of magic?! What does love need other than two people who love each other?! This duel is meaningless!!"" ","""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!""","""I......haven't been able to accept that since the beginning...!! You say their love can't be successful without a miracle of magic?! What does love need other than a pair who love each other?! This duel is meaningless!!""",「私は、……最初から納得できなかったんです…！！　魔法の奇跡がなければ恋って成し遂げられないんですか？！　恋って、愛し合う二人さえいれば、他に何もいらないんじゃないですか？！　この決闘は無意味です！！」,「私は、……最初から納得できなかったんです…！！　魔法の奇跡がなければ恋って成し遂げられないんですか？！　恋って、愛し合う二人さえいれば、他に何もいらないんじゃないんですか？！　この決闘は無意味です！！」,"""Я...... с самого начала не могла с этим смириться!.. Вы сказали, что без чуда магии их любовь не может быть успешной! Что ещё нужно для любви, кроме пары, любящей друг друга?! Эта дуэль бессмысленна!""","""Eu......nunca fui capaz de aceitar isso, desde o começo...!! Vocês acham que o amor não pode existir sem o milagre da magia?! A única coisa necessária para amar......é ambos se amarem, não é?! Este duelo não tem sentido!!""",「我，……從最開始就不明白…！！沒有魔法的奇跡戀愛就不會有結果？！戀愛難道不是，除了相愛的兩個人以外，什麼都不需要嗎？！這場決鬥毫無意義！！」,「我，……从最开始就不明白…！！没有魔法的奇迹恋爱就不会有结果？！恋爱难道不是，除了相爱的两个人以外，什么都不需要吗？！这场决斗毫无意义！！」,"""Io... non sono stata capace di accettarlo sin dall'inizio...!! Dite che il loro amore non può avere successo senza un miracolo magico?! Di cos'altro ha bisogno l'amore, oltre che di una coppia che si ama?! Questo duello è insensato!!"""
{f:5:Beatrice},"""So stop it, you two!! Shannon and Kanon both!! Why must you fight each other to the death, when you were once as close as true siblings?! I just can't......understand!!!"" ","""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""","""So stop it, you two!! Shannon and Kanon both!! Why must you fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""",「だからやめてッ、二人とも！！　紗音も、嘉音も！！　あんなにも、実の姉弟のように仲良しだったあなたたちが、どうして殺しあわなくちゃいけないの？！　私にはどうしても、………わからないッッ！！！」,[=JP],"""Поэтому остановитесь! Шаннон, Канон! Зачем вам сражаться друг с другом насмерть, если вы когда‐то были близки как настоящие брат и сестра?! Я просто......... не понимаю!!!""","""Parem, vocês dois!! Shannon e Kanon, os dois!! Por que vocês têm que lutar até a morte quando são tão próximos quanto irmãos de verdade?!{n}Eu simplesmente.........não entendo!!!""",「所以快住手吧，你們兩個！！紗音也是，嘉音也是！！你們之間的感情就像親姐弟那樣，為什麼非要互相殘殺呢？！我怎麼也，………不明白！！！」,「所以快住手吧，你们两个！！纱音也是，嘉音也是！！你们之间的感情就像亲姐弟那样，为什么非要互相残杀呢？！我怎么也，………不明白！！！」,"""Quindi smettetela, voi due!! Shannon, Kanon!! Perché dovete combattere l'uno contro l'altra fino alla morte, se un tempo eravate vicini come dei veri fratelli?! Non riesco... a capire!!!"""
,"Everyone should have been able to hear Beato's yell. ...However, no one's expression changed. ","Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed.","Everyone should have been able to hear Beato's yell.......However, no one's expression changed.",ベアトの叫びは、全員の耳に届いたはずだ。……しかし誰も、表情を変えもしなかった。,ベアトの叫びは、全員の耳に届いたはずだ。{n}……しかし誰も、表情を変えもしなかった。,Все они слышали крик Беато.{n}......Однако их выражения не изменились.,Todos devem ter ouvido as súplicas de Beato.{n}......Mas a expressão de nenhum deles mudou.,貝阿朵的叫聲，所有人應該都聽到了的。{n}……但是所有人的表情都毫無變化。,贝阿朵的叫声，所有人应该都听到了的。{n}……但是所有人的表情都毫无变化。,Tutti avrebbero dovuto sentire le urla di Beato. ... Ma nessuno cambiò la propria espressione.
Zepar,"""...That's right. I'm impressed that you noticed."" ","""......That's right. I'm impressed that you noticed.""",[=UP],「……そうだよ。よく気付いたね。」,「……そうだよ。よく気付いたね」,"""......Верно. Впечатляет, что ты заметила.""","""......Isso mesmo. Estou impressionado que percebeu.""",「……對啊。真虧你發現了呢。」,「……对啊。真亏你发现了呢。」,"""... È così. È sorprendente che te ne sia resa conto."""
Furfur,"""This is love's truth."" ","""That is the truth of love.""","""This is love's truth.""",「それこそ、愛の真実。」,「それこそ、愛の真実」,"""Такова правда любви.""","""Essa é a verdade do amor.""",「這正是，愛的真實。」,「这正是，爱的真实。」,"""Questa è la verità dell'amore."""
{f:5:Beatrice},"""......What is...?!!"" ",""".........What is...?!!""",[=UP],「………何がですか…！！」,[=JP],""".........Что?!""",""".........O quê...?!""",「………那是什麼啊…！！」,「………那是什么啊…！！」,"""... Quale...?!!"""
Zepar,"""Normally, love needs nothing more than two people who love each other."" ","""Love needs nothing more than two people who love one another.""","""Normally, love needs nothing more than two people who love each other.""",「愛し合う二人以外に、本来は何もいらないんだ。」,「愛し合う二人以外に、本来は何もいらないんだ」,"""Обычно для любви нужны лишь двое влюблённых.""","""O amor nada mais precisa além de duas pessoas que se amem.""",「本來就是除了相愛的兩個人之外，其他什麼都不需要的。」,「本来就是除了相爱的两个人之外，其他什么都不需要的。」,"""normalmente, l'amore non ha bisogno d'altro che di due persone che si amano."""
Furfur,"""Therefore, when there aren't ""two people"", ...we must use a duel to make that number become ""two""."" ","""Therefore, when there are not ""two people"", ......we must use a duel to make that number become ""two"".""","""Therefore, when there are not 'two people', ......we must use a duel to make that number become 'two'.""",「だから、それが“二人”でない時、……私たちは決闘で、その数を“二人”にしなくてはならない。」,「だから、それが“二人”でない時、……私たちは決闘で、その数を“二人”にしなくてはならない」,"""Поэтому, когда их *не двое*...... приходится устраивать дуэль, чтобы их стало *двое*.""","""Por isso, quando não são ""duas pessoas"", ......precisamos de um duelo para que este número se torne ""dois"".""",「所以，當不是“兩個人”的時候，……我們就必須通過決鬥，把人數變成“兩個人”。」,「所以，当不是“两个人”的时候，……我们就必须通过决斗，把人数变成“两个人”。」,"""Perciò, quando non ci sono ‘due persone’... dobbiamo sfruttare un duello per rendere quel numero ‘due’."""
{f:5:Beatrice},"""I could understand if it were a duel between two people fighting over one woman! If it were a duel to cut three people in love down to two...!! But here we have two pairs of people!! The world formed by each pair is complete, isn't it?!! There's nothing compelling them to fight!!"" ","""I could understand if it were a duel between two people fighting over one woman! If it were a duel to reduce the awkward shape of a love triangle down to a pair...!! But they are two and two!! The world formed by each pair is complete, isn't it?!! There's nothing compelling them to fight!!""","""I could understand if it were a duel between two people fighting over one woman! If it were a duel to cut three people in love down to two...!! But here we have two pairs of people!! The world formed by each pair is complete, isn't it?!! There's nothing compelling them to fight!!""",「一人の女性を奪い合っての決闘ならまだわかります！　愛し合う歪な三人を、“二人”にする決闘…！！しかし、彼らは二人と二人！！　それぞれの世界は、もう完成されてるじゃないですか！！　争わなければならない理由が、何もないッ！！」,「一人の女性を奪い合っての決闘ならまだわかります！　愛し合う歪な三人を、“二人”にする決闘…！！　しかし、彼らは二人と二人！！　それぞれの世界は、もう完成されてるじゃないですか！！　争わなければならない理由が、何もないッ！！」,"""Я могла бы понять, будь это поединок двух человек за одну женщину! Если бы эта дуэль была нужна, чтобы трое влюблённых сократились до двух!.. Но тут две пары! Мир, созданный каждой парой, уже полный! Их ничто не вынуждает сражаться!""","""Eu poderia entender se fosse um duelo entre duas pessoa lutando por uma única mulher! Se isso é um duelo para reduzir a inadequada forma de um triângulo amoroso à um par...!! Mas são dois e dois!! Os mundos formados por cada par são completos, não são?! Não há nada que os convença a lutar!!""",「如果是為了爭奪一個女子的決鬥我還是明白的！決鬥是為了把相愛的三人之間的扭曲關係，變成“兩個人”…！！但是，他們是兩個人和兩個人！！他們各自的世界，不是已經完整了嗎！！根本就沒有，必須相互爭鬥的理由！！」,「如果是为了争夺一个女子的决斗我还是明白的！决斗是为了把相爱的三人之间的扭曲关系，变成“两个人”…！！但是，他们是两个人和两个人！！他们各自的世界，不是已经完整了吗！！根本就没有，必须相互争斗的理由！！」,"""Potrei anche capire se si trattasse di un duello tra due persone che combattono per una donna! Se fosse un duello per diminuire quelle tre persone a due...!! {n}Ma qui ci sono due coppie di persone!! Il mondo formato da ogni coppia è completo, no?!! Non c'è nulla che li costringe a combattere!!"""
Zepar,"""The minimum number of people that can create a world is two."" ","""The minimum number of people that can create a world is two.""",[=UP],「世界を生み出す最小の人数は、二人。」,「世界を生み出す最小の人数は、二人」,"""Минимальное число людей для создания мира — двое.""","""O número mínimo de pessoas para criar um mundo são duas.""",「創造出世界最少的人數是，兩個人。」,「创造出世界最少的人数是，两个人。」,"""Il numero minimo di persone che possono creare un mondo è due."""
Furfur,"""A world can only be born, love can only be fulfilled, ...when two people gather."" ","""Only when two people are together can a world be born and love fulfilled.""","""A world can only be born, love can only be fulfilled...when two people gather.""",「二人が揃って初めて、世界は生まれ、恋は成就される。」,「二人が揃って初めて、世界は生まれ、恋は成就される」,"""Мир может родиться, любовь может стать полной... только с двумя людьми.""","""O mundo só pode nascer e ser preenchido pelo amor quando duas pessoas se juntam.""",「兩個人在一起的時候，才第一次有了世界，有了戀愛。」,「两个人在一起的时候，才第一次有了世界，有了恋爱。」,"""Un mondo può nascere, l'amore può essere soddisfatto... solo se due persone si uniscono."""
Zepar,"""That's why this duel is necessary."" ","""That is why this duel is necessary.""",[=UP],「だからこの決闘は、必要なんだ。」,「だからこの決闘は、必要なんだ」,"""Вот почему эта дуэль необходима.""","""É por isso que este duelo é necessário.""",「所以這場決鬥，是必要的。」,「所以这场决斗，是必要的。」,"""Ecco perché questo duello è necessario."""
Furfur,"""So that they can get up to that number of people."" ","""So that they can reach that number of people.""",[=UP],「彼らがその人数を満たすために。」,「彼らがその人数を満たすために」,"""Так они смогут прийти к этому числу.""","""Assim, eles podem alcançar esse número de pessoas.""",「為了讓他們滿足這個人數的條件。」,「为了让他们满足这个人数的条件。」,"""Perché possano raggiungere quel numero di persone."""
{f:5:Beatrice},"""A-Are you saying that furniture is sub-Human, so they don't count as a single person...?!"" ","""A‐......are you saying that furniture is less than {y:0:Human}{n:0:human}, and doesn't count as a whole person...?!""","""A, are you saying that furniture is subhuman, so they don't count as a single human...?!""",「か、……家具はニンゲン未満だから、一人を満たせないと言い出すんですか…！」,[=JP],"""В‐вы хотите сказать, что мебель ниже {y:0:Люд}{n:0:люд}ей и поэтому не считаются за одного человека?!""","""E‐......Estão dizendo que mobílias são inferiores a {y:0:Humanos}{n:0:humanos} e não contam como pessoa...?!""",「你們、……你們是想說因為家具算不上人類，所以不滿一個人嗎…！」,「你们、……你们是想说因为家具算不上人类，所以不满一个人吗…！」,"""S-State dicendo che i mobili stanno al di sotto degli umani, perciò non contano come un umano unico...?!"""
,"""""Exactly. Furniture is sub-Human. That's why furniture and a Human cannot add up to two people."""" ","""""Correct. Furniture is less than {y:0:Human}{n:0:human}. So furniture and {y:0:Human}{n:0:human} cannot add up to two.""""","""""Exactly. Furniture is subhuman. That's why furniture and a human cannot add up to two people.""""",「「正解だよ。家具は、ニンゲン未満。だから家具とニンゲンじゃ、二人を満たせない。」」,「「正解だよ。家具は、ニンゲン未満。だから家具とニンゲンじゃ、二人を満たせない」」,"""""Именно. Мебель ниже {y:0:Люд}{n:0:люд}ей. Мебель и {y:0:Челове}{n:0:челове}к не могут считаться двумя людьми.""""","""""Correto. Mobílias são menos que {y:0:Humanos}{n:0:humanos}. Por isso, mobílias e {y:0:Humanos}{n:0:humanos} não podem somar dois.""""",「「正確哦。家具不算人類。所以家具和人類，不滿兩個人。」」,「「正确哦。家具不算人类。所以家具和人类，不满两个人。」」,"""""Esattamente. Il mobilio è subumano. Ecco perché un mobile e un umano non possono arrivare a due persone."""""
{f:5:Beatrice},"""That's insane! Status has nothing to do with it, if both of them love each other!!"" ","""That's insane! If two people love each other, their circumstances don't matter!!""","""That's insane! Status has nothing to do with it if both of them love each other!!""",「そんなのおかしいです！　愛し合う二人の身分なんて、関係ない！！」,[=JP],"""Абсурд! Если они оба любят друг друга, статус не имеет значения!""","""Isso é loucura! Se duas pessoas se amam, suas circunstâncias não importam!!""",「那樣太不合理了！相愛的兩個人是什麼身份，根本就沒關係！！」,「那样太不合理了！相爱的两个人是什么身份，根本就没关系！！」,"""Questa è una pazzia! La condizione di una persona non ha niente a che vedere con ciò se entrambi si amano!!"""
