Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,And Genji polished it himself to make sure than no one else accidentally found out... ,And Genji polished it himself to make sure that no one else accidentally found out......, And Genji polished it himself to make sure than no one else accidentally found out......,それに不用意に近付かせないために、源次が自ら磨いていたのだ……。,[=JP],"И Генджи чистил его сам, чтобы никто другой случайно это не обнаружил......",E o Genji polia por conta própria para ter certeza que ninguém acabaria descobrir sem querer......,為了防止有人意外靠近，源次才親自擦洗浮雕……。,为了防止有人意外靠近，源次才亲自擦洗浮雕……。,E Genji lo puliva da solo per assicurarsi che nessuno lo scoprisse accidentalmente...
{f:5:Beatrice},"""So, am I to sacrifice the six letters chosen by the key from quadrillion...?"" ","""So, from this Quadrillion, I am to sacrifice the six letters chosen by the key......?""","""So, am I to sacrifice the six letters chosen by the key from quadrillion......?""",「この、Ｑｕａｄｒｉｌｌｉｏｎから、鍵の選びし６文字を生贄に捧げると言うことか……。」,「この、Ｑｕａｄｒｉｌｌｉｏｎから、鍵の選びし６文字を生贄に捧げると言うことか……」,"""Так я приношу в жертву из слова 'quadrillion' шесть букв, избранных ключом?..""","""Então, deste Quadrillion, eu preciso sacrificar seis caracteres escolhidos pela chave......?""",「是要從這 Quadrillion 中，獻上鑰匙選中的 6 個字麼……？」,「是要从这 Quadrillion 中，献上钥匙选中的 6 个字么……？」,"""Quindi, devo sacrificare le sei lettere scelte dalla chiave da ‘quadrillion’...?"""
,"The tips of my fingers touched the ""q"". ","I prodded and played with the letter ""Q"".",The tips of my fingers touched the 'q'.,指先で、Ｑの文字をいじる。,[=JP],Кончики моих пальцев коснулись буквы 'q'.,"Eu toquei com a ponta do dedo na letra ""Q"".",妾身用指尖，摳了摳 Q 這個字。,妾身用指尖，抠了抠 Q 这个字。,Le punte delle mie dita toccarono la ‘q’.
,"My fingertips were soon covered with dust. However, I quickly realized that there was something strange about it. ","My fingertips were soon covered with dust. However, I quickly realized that something felt strange about it."," My fingertips were soon covered with dust. However, I quickly realized that there was something strange about it.",土埃が指先をくすぐった。でも、すぐに違和感のある感触を覚えた。,[=JP],"Вскоре мои пальцы были все в пыли. Но я быстро поняла, что тут что‐то нечисто.",Ele imediatamente ficou coberto por poeira. Mas logo percebi que tinha algo de estranho na letra.,用指尖摳了下灰塵。然後，她馬上就感到了，手指上的感覺不對勁。,用指尖抠了下灰尘。然后，她马上就感到了，手指上的感觉不对劲。,"Esse furono presto coperte di polvere. Tuttavia, mi accorsi subito che c'era qualcosa di strano."
{f:5:Beatrice},"""...Don't tell me this letter... ...No, ...it had to be like this. There would be no other way to offer up sacrifices..."" ","""......Don't tell me this letter... ......No, ......it had to be like this. There would be no other way to offer up sacrifices......""",[=UP],「……この文字、まさか。……いや、……そうでなくてはならん。でなくては、生贄に捧げられぬからな……。」,「……この文字、まさか。……いや、……そうでなくてはならん。でなくては、生贄に捧げられぬからな……」,"""......Только не говорите, что эту букву... ......Нет...... так и должно быть. По‐другому приносить в жертвы нельзя......""","""......Não me diga que essa letra... ......Não, ......só pode ser isso. Não teria como haver outro tipo de sacrificá‐las......""",「……這個字，難道。……不，……它就得是這樣。畢竟，若不是這樣，就無法獻上活祭了……」,「……这个字，难道。……不，……它就得是这样。毕竟，若不是这样，就无法献上活祭了……」,"""... Non ditemi che questa lettera... no... dev'essere così. Non c'è altro modo di offrire sacrifici..."""
,"Beato grabbed the letter ""q"", and after lightly playing around with it in various ways, ...she pulled it out with a slight clunk. ","Beato grabbed hold of the letter ""Q"", and after experimenting with different levels of force, ......the letter came out with a scraping sound.","Beato grabbed the letter 'q', and after lightly playing around with it in various ways, ......she pulled it out with a slight clunk.",ベアトがＱの文字を掴み、力加減を色々と試すと、……それはゴリリと音をさせて、引き抜けた。,[=JP],"Беато схватила букву 'q' и, чуть повертев...... с лёгким стуком вытащила её.","Beato segurou a letra ""Q"" e, após experimentar diferentes níveis de força, ......a letra saiu junto a um som de raspagem.",貝阿朵一把攥住 Q 字，試了下以各種力道往外拔，……它響起“嘎吱嘎吱”的聲音，被拔了下來。,贝阿朵一把攥住 Q 字，试了下以各种力道往外拔，……它响起“嘎吱嘎吱”的声音，被拔了下来。,"Beato afferrò la lettera ‘q’, e dopo aver fatto diversi tentativi... la tirò fuori con un lieve clunk."
{f:5:Beatrice},"""Just...as I thought..."" ","""Just......as I thought.........""","""Just...as I thought......""",「やはり、……な………。」,「やはり、……な………」,"""Так я и... знала......""","""Assim......como eu pensei.........""",「果、……然………」,[=CHT],"""Proprio... come pensavo..."""
,"Here's the ""q"" I pulled out. And this part's a wedge...no. It's a key. ","Here's the ""Q"" I pulled out. And there's a wedge—no. It's a key.",Here's the 'q' I pulled out. And this part's a wedge......no. It's a key.,引き抜かれたＱの文字。そしてそこからは楔が、……違う。これは、鍵だ。,[=JP],"Вот 'q', которую я вытащила. И эта часть — клин...... нет. Ключ.","Aqui está o ""Q"" que eu puxei para fora. E tem uma cunha — não. É uma chave.",拔下來的 Q 字。在其背面長著根楔，……不對。這是，鑰匙。,拔下来的 Q 字。在其背面长着根楔，……不对。这是，钥匙。,Ecco la ‘q’ che ho estratto. E questa parte è un cuneo... no. È una chiave.
,"A key was attached to the back of the ""q""...and had been stuck into a key hole in the relief. ","A key was attached to the back of the ""Q"", and that had been stuck into a keyhole in the relief."," A key was attached to the back of the 'q', and that had been stuck into a key hole in the relief.",Ｑの文字には鍵が生えていて、それが文字盤の鍵穴に挿されていたのだ。,[=JP],"К задней части 'q' был прикреплён ключ, который был вставлен в замочную скважину в рельефе.","Uma chave presa às costas do ""Q"", que estava enfiada no buraco do relevo.",Q 字背面連著鑰匙，它之前是被插在了文字盤的鑰匙孔裡。,Q 字背面连着钥匙，它之前是被插在了文字盘的钥匙孔里。,"Dietro la ‘q’ vi era attaccata una chiave, che era infilata in una serratura nel rilievo."
{f:5:Beatrice},"""...I see... In that case, I know what to do next. ...Very good, this ""q"" key is a wrong answer. Enough with you."" ","""......I see...... In that case, I know what to do next. ......Very good, this ""Q"" key is a wrong answer. Away with you.""","""......I see... In that case, I know what to do next. ......Very good, this 'q' key is a wrong answer. Enough with you.""",「……そういうことか……。ならば、あとはわかるぞ。……よしよし、このＱの鍵は違う。お前はハズレだ。」,「……そういうことか……。ならば、あとはわかるぞ。……よしよし、このＱの鍵は違う。お前はハズレだ」,"""......Вот как... Тогда я знаю, что делать дальше. ......Ладно, ключ 'q' — неверный ответ. Хватит с тебя.""","""......Entendi...... Nesse caso, eu já sei o que tenho que fazer. ......Muito bem, esta chave ""Q"" é a resposta errada. Não preciso de você.""",「……是這麼回事嗎……？那麼，妾身知道接下來該怎麼做了。……很好很好，不是這個 Q 字鑰匙呢。你是“謝謝惠顧”。」,「……是这么回事吗……？那么，妾身知道接下来该怎么做了。……很好很好，不是这个 Q 字钥匙呢。你是“谢谢惠顾”。」,"""... Capisco... in questo caso, so cosa fare dopo. ... Molto bene, questa chiave ‘q’ è una risposta sbagliata. Con te ho finito."""
