Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Kyrie,"""......You're right. It's like Natsuhi-san says. Krauss-san, you should remain here, as our leader."" ",""".........Yes. It's like Natsuhi‐san says. Krauss‐san, you should remain here as the leader.""",""".........You're right. It's like Natsuhi-san says. Krauss-san, you should remain here as the leader.""",「………そうね。夏妃さんの言う通りよ。蔵臼さんはリーダーとしてここに残るべきね。」,「………そうね。夏妃さんの言う通りよ。蔵臼さんはリーダーとしてここに残るべきね」,""".........Ты права. Нацухи дело говорит. Крауссу‐сану следует остаться здесь как лидеру.""",""".........Sim. É como a Natsuhi‐san diz. Kraus‐san, você devia permanecer aqui como o líder.""",「………是呢。夏妃姐姐說得對。藏臼哥應該作為主心骨留在這裡。」,「………是呢。夏妃姐姐说得对。藏臼哥应该作为主心骨留在这里。」,"""... Hai ragione. È come dice Natsuhi-san. Krauss-san, dovresti rimanere qua come leader."""
Ushiromiya Krauss,"""...Then who will go to the mansion?"" ","""......Then, who will go to the mansion?""",[=UP],「……なら、誰が屋敷へ行くんだね？」,[=JP],"""......Тогда кто пойдёт в особняк?""","""......Então, quem irá à mansão?""",「……那麼，由誰去大屋呢？」,「……那么，由谁去大屋呢？」,"""... Allora, chi andrà alla villa?"""
Ushiromiya Rudolf,"""I think it should be Kyrie and me, and Hideyoshi-san too. Hideyoshi-san and I have guns. They shouldn't be able to lay a hand on us that easily."" ","""I think Kyrie and I, and Hideyoshi nii‐san as well, should go. Hideyoshi nii‐san and I are holding guns. They shouldn't be able to lay a hand on us that easily.""","""I think Kyrie and I, and Hideyoshi-san as well, should go. Hideyoshi-san and I are holding guns. They shouldn't be able to lay a hand on us that easily.""",「俺と霧江、あと秀吉兄さんの３人で行こうと思う。俺と秀吉兄さんは銃を持ってる。そう簡単に向こうも手出しはできないはずだ。」,「俺と霧江、あと秀吉兄さんの３人で行こうと思う。俺と秀吉兄さんは銃を持ってる。そう簡単に向こうも手出しはできないはずだ」,"""Думаю, Кирие, меня и Хидэёши‐сана будет вполне достаточно. Мы с Хидэёши вооружены ружьями. Так что нас так просто будет не взять.""","""Acho que devemos ir eu e a Kyrie, e também o Hideyoshi nii‐san. O Hideyoshi nii‐san e eu estamos carregando armas com a gente. Não devem ser capazes de pôr a mão em nós facilmente.""",「就由我與霧江，再加上秀吉姐夫，三個人去吧。我與秀吉姐夫有槍。對方理應不敢輕易出手的。」,「就由我与雾江，再加上秀吉姐夫，三个人去吧。我与秀吉姐夫有枪。对方理应不敢轻易出手的。」,"""Penso che dovremmo andare Kyrie e io, e anche Hideyoshi-san. Hideyoshi-san e io abbiamo i fucili. Non saranno capaci di metterci le mani addosso tanto facilmente."""
Ushiromiya Natsuhi,"""Rosa-san also had a gun, but she was attacked. ...Won't it be dangerous?"" ","""Rosa‐san was also holding a gun, but she was attacked. ...Isn't it dangerous?""","""Rosa-san was also holding a gun, but she was attacked. ...Isn't it dangerous?""",「楼座さんも銃を持っていましたが襲われました。…危険ではありませんか？」,[=JP],"""Роза‐сан тоже была вооружена, когда на неё напали. ...Разве это не опасно?""","""A Rosa‐san também estava segurando uma arma, mas ela foi atacada. ...Isso não é perigoso?""",「樓座妹妹也帶著槍，但還是遇襲了。…這不還是挺危險的嗎？」,「楼座妹妹也带着枪，但还是遇袭了。…这不还是挺危险的吗？」,"""Anche Rosa-san aveva un fucile, ma è stata attaccata. ... Non è pericoloso?"""
Ushiromiya Rudolf,"""...When I went out to check on Rosa and Maria-chan, I had a gun, but I was alone. And yet, I wasn't attacked. ...Maybe they'll be cautious if their opponent is a man."" ","""...When I went out to check on Rosa and Maria‐chan, I was alone, although I had a gun with me. But I wasn't attacked. ......Maybe they'll be cautious if their opponent is a man.""","""...When I went out to check on Rosa and Maria-chan, I was the only one holding a gun. But I wasn't attacked. ......Maybe they'll be cautious if their opponent is a man.""",「…楼座たちの様子を確かめに出た時、銃を持っていたが俺はひとりだった。だが襲われなかった。……男が相手なら、向こうも慎重なのかもしれないぜ。」,「…楼座たちの様子を確かめに出た時、銃を持っていたが俺はひとりだった。だが襲われなかった。……男が相手なら、向こうも慎重なのかもしれないぜ」,"""...Когда я пошёл поискать Розу и Марию‐чан, я был единственный с ружьём. Но на меня не напали. ......Наверное, они проявляют дополнительную осторожность, если противник — мужчина.""","""...Quando saí para checar a Rosa e a Maria‐chan, eu estava sozinho, apesar de que tinha uma arma comigo. Mas não fui atacado. ......Talvez serão cuidadosos se seu oponente for um homem.""",「…剛才出去找樓座母女時，雖然帶了槍，但我是獨自一人。不過，並沒有遇襲。……或許換做男人，對方也就慎重起來了吧。」,「…刚才出去找楼座母女时，虽然带了枪，但我是独自一人。不过，并没有遇袭。……或许换做男人，对方也就慎重起来了吧。」,"""... Quando sono uscito per controllare Rosa e Maria-chan, ero l'unico che aveva una pistola. Ma non sono stato attaccato. ... Forse sono cauti se il loro avversario è un uomo."""
Ushiromiya Kyrie,"""We'll have two men. And even two guns. Those two will act as guards, and I'll transport our cargo using a cart. I believe the situation will be significantly different than it was for Rosa-san."" ","""Two men. And even two guns. Those two will act as guards, and I'll push the cart with the things. I believe the situation clearly differs from Rosa‐san's.""","""Two men. And even two guns. Those two will act as guards, and I'll push the cart with the luggage. I believe the situation will be clearly different from Rosa-san's.""",「男性が二人。そしてさらに銃も２丁。二人には護衛役に徹してもらって、荷物は台車で私が運ぶわ。楼座さんの時とは状況が明らかに異なるはずよ。」,「男性が二人。そしてさらに銃も２丁。二人には護衛役に徹してもらって、荷物は台車で私が運ぶわ。楼座さんの時とは状況が明らかに異なるはずよ」,"""Двое мужчин. И два ружья. Они выступят в качестве телохранителей, а я буду толкать тележку с грузом. Полагаю, ситуация будет сильно отличаться от того, что было с Розой‐сан.""","""Dois homens. E com duas armas. Essas duas armas agirão como guardas enquanto eu transporto nossos suprimentos usando um carrinho de carga. Acredito que a situação é claramente diferente da situação da Rosa‐san.""",「兩位男性。再加上兩把槍。兩位專心做好警衛，我推餐車運東西。與樓座妹妹那時的狀況應該是大不相同的。」,「两位男性。再加上两把枪。两位专心做好警卫，我推餐车运东西。与楼座妹妹那时的状况应该是大不相同的。」,"""Due uomini. E anche due fucili. Questi due faranno da guardia, e io spingerò il carrello coi viveri. Credo che la situazione sarà completamente diversa da quella di Rosa-san."""
Ushiromiya Hideyoshi,"""If you're countin' on me 'cause I'm a man, I'd be happy to help. I may not look it, but I'm built up pretty strong from pushin' food stands around. Leave the heavy liftin' to me!"" ","""If you're countin' me as a man, I'd be pleased to help. I don't look it, but I trained this body pullin' stalls. Leave the heavy liftin' to me!""","""If you're countin' me as a man, I'd be pleased to help. I don't look it, but my body's in pretty good shape for pushin' a cart. Leave the heavy lifting to me!""",「わしを男と見込んでの話なら、喜んで協力させてもらうで。こう見えても、屋台を引いて鍛えた体や。力仕事は任せてな！」,[=JP],"""Если ты считаешь меня мужчиной, буду рад помочь. Может, глядя на меня того и не скажешь, но моё тело в довольно хорошей форме, чтобы толкать тележку. Предоставьте поднятие тяжестей мне!""","""Se está contando com um homem, eu ficaria grato em ajudar. Não pareço, mas treinei este corpo puxando carrinhos de comida. Deixem o levantamento pesado comigo!""",「如果是指望俺發揮男人作用的話，那倒是樂意效勞吶。別看俺這副樣子，俺的身子骨可是擺攤鍛鍊出來的吶。力氣活包在俺身上吶！」,「如果是指望俺发挥男人作用的话，那倒是乐意效劳呐。别看俺这副样子，俺的身子骨可是摆摊锻炼出来的呐。力气活包在俺身上呐！」,"""Se mi stai contando come uomo, sarò felice di aiutare. Non sembra, ma il mio corpo è in ottima forma per spingere un carrello. Lasciate a me le cose pesanti!"""
Ushiromiya Kyrie,"""You men can devote youselves to guarding. There's a folding cart in the servant room, and using that, I should be able to handle carrying the food. ","""You men just need to devote yourselves to guarding. There's a folding cart in the servant room, so using that, I should be able to handle carrying the food alone.""","""It'll be alright if the men devote themselves to guarding. There's a folding cart in the servant room, so using that, I should be able to handle carrying the food. ",「男性は護衛役に徹してくれていいの。使用人室に折り畳み式の台車があったから、それを使えば私ひとりでも充分に食料が運べるわ。,「男性は護衛役に徹してくれていいの。使用人室に折り畳み式の台車があったから、それを使えば私ひとりでも充分に食料が運べるわ」,"""Хватит и того, что мужчины займутся исключительно охраной. В комнате для прислуги есть складная тележка, так что воспользовавшись ей, я смогу заняться перевозкой еды.""","""Vocês, homens, só precisam se focar na escolta. Tem um carrinho de carga dobrável no quarto dos serviçais. Com ele eu devo ser capaz de carregar a comida sozinha.""",「男性只用專心致志負責護衛就行了。傭人室裡有折疊式餐車，用那個我一個人就能運來足夠的食物。」,「男性只用专心致志负责护卫就行了。佣人室里有折叠式餐车，用那个我一个人就能运来足够的食物。」,"""Andrà tutto bene se gli uomini si dedicano alla protezione. C'è un carrello pieghevole nella stanza dei domestici, quindi usando quello, dovrei essere capace di trasportare il cibo."
Ushiromiya Kyrie,"...Of course, we'll be careful. And if we can succeed in this adventure just once, there won't be any need for us to take risks again."" ","""......Of course, we will be careful. And if we can succeed in this venture just once, we'll never again need to take the risk of leaving this place.""","......Of course, we'll be careful. And if we can succeed in this adventure just once, there won't be any need for us to take risks again.""",……もちろん用心はする。そして、この冒険を一度だけ成功させれば、もう二度と、私たちはここを出る危険を冒す必要はないの。」,「……もちろん用心はする。そして、この冒険を一度だけ成功させれば、もう二度と、私たちはここを出る危険を冒す必要はないの」,"""......Разумеется, мы будем осторожны. И если мы преуспеем один раз, то нам больше не понадобится вновь так рисковать.""","""......É claro, seremos cuidadosos. E se conseguirmos ter sucesso nesta aventura só uma vez, nunca precisaremos tomar o risco de deixar este lugar de novo.""",「……當然會小心的。而且，只需這種冒險成功一次，我們就再也不需要冒從此出去的風險了。」,「……当然会小心的。而且，只需这种冒险成功一次，我们就再也不需要冒从此出去的风险了。」,"... Ovviamente, staremo attenti. E se avremo successo in questa missione anche solo una volta, non ci sarà bisogno per noi di prendere altri rischi."""
Ushiromiya Natsuhi,"""......Is there any way I can get you to rethink this? It may be painful for everyone to deal with empty stomachs, ...but even so, we do not know what is happening outside now..."" ","""............Is there any way I can get you to reconsider? It may be painful for everyone to deal with an empty stomach, ...but even so, we do not know what could happen outside now...""","""............Is there any way I can get you to rethink that? It may be painful for everyone to deal with an empty stomach, ...but even so, we do not know what is happening outside now...""",「…………何とか考え直せませんか。皆さんに空腹を強いるのは心苦しいですが、…ですがしかし、今の外は何が起こるかわかりません…。」,「…………何とか考え直せませんか。皆さんに空腹を強いるのは心苦しいですが、…ですがしかし、今の外は何が起こるかわかりません…」,"""............Есть ли способ заставить вас передумать? Всем нам, может, и тягостно терпеть требования наших желудков... Но всё‐таки мы не знаем, что сейчас творится снаружи...""","""............Tem alguma forma através da qual eu possa fazê‐los reconsiderarem?{n}Pode ser doloroso para todos lidar com um estômago vazio, ...mas ainda assim, não sabemos o que pode acontecer lá fora agora...""",「…………就不能再重新考慮下嗎？硬逼著大家餓肚子，我的心裡也不好受，…可是，天知道現在去外面會發生什麼啊…！」,「…………就不能再重新考虑下吗？硬逼着大家饿肚子，我的心里也不好受，…可是，天知道现在去外面会发生什么啊…！」,"""... Non c'è modo per farvi cambiare idea? Può essere doloroso per tutti avere a che fare con uno stomaco vuoto... ma anche così, non sappiamo cosa stia succedendo ora fuori..."""
Ushiromiya Hideyoshi,"""We'll take care. ...And Eva's feelin' pretty darn bad right now. We can't let her stay hungry. If her stomach's empty, she can't take her medicine. I have to go out for Eva's sake as well."" ","""We'll take care. ......And Eva's feelin' pretty darn bad right now. I can't let her stay hungry. If her stomach's empty, she can't even take her medicine. I've gotta go out for Eva's sake as well.""","""We'll take care. ......And Eva's feelin' pretty darn bad right now. We can't let her stay hungry. If her stomach's empty, she can't take her medicine. I have to go out for Eva's sake as well.""",「用心するで。……それに絵羽はだいぶ体調が悪いんや。空腹には出来ん。胃袋が空っぽじゃ、飲める薬も飲めんわ。絵羽の為にも、わしは出掛けにゃならんのや。」,「用心するで。……それに絵羽はだいぶ体調が悪いんや。空腹には出来ん。胃袋が空っぽじゃ、飲める薬も飲めんわ。絵羽の為にも、わしは出掛けにゃならんのや」,"""Мы будем начеку. ......И Ева сейчас чувствует себя крайне неважно. Мы не можем позволить ей оставаться голодной. Если её желудок останется пустым, она не сможет принять лекарство. Я должен пойти ещё и ради Евы.""","""Tomaremos cuidado. ......E a Eva está se sentindo bem ruim agora. Não posso deixá‐la ficar com fome. Se o estômago dela estiver vazio, ela não pode nem tomar seu remédio. Tenho que ir pelo bem da Eva também.""",「會小心的吶。……而且繪羽的身體狀況已經很糟了吶。不能讓她餓肚子。胃袋空空，連能吃的藥都吃不了。為了繪羽，俺也必須去一趟吶。」,「会小心的呐。……而且绘羽的身体状况已经很糟了呐。不能让她饿肚子。胃袋空空，连能吃的药都吃不了。为了绘羽，俺也必须去一趟呐。」,"""Staremo attenti. ... Ed Eva si sente dannatamente male adesso. Non possiamo lasciarla affamata. A stomaco vuoto, non può prendere la sua medicina. Devo uscire fuori anche per il bene di Eva."""
Ushiromiya Krauss,"""How is Eva?"" ","""How is Eva?""",[=UP],「絵羽の具合はどうなんだね。」,「絵羽の具合はどうなんだね」,"""Как там Ева?""","""Como a Eva está?""",「繪羽她情況如何？」,「绘羽她情况如何？」,"""Come sta Eva?"""
Ushiromiya Hideyoshi,"""Looks like she's finally gotten to sleep. ...She has a high fever. If we just leave her be for a while..."" ","""She's finally gotten to sleep. ...She's burnin' up, too. We should leave her be for a while...""","""Looks like she's finally gotten to sleep. ...She has a high fever. If we just leave her be for a while...""",「ようやく寝入ってくれたとこや。…熱も高い。しばらくそっとしたってや…。」,「ようやく寝入ってくれたとこや。…熱も高い。しばらくそっとしたってや…」,"""Похоже, что она наконец‐то заснула. ...У неё жар. Если мы ничего не предпримем...""","""Ela finalmente adormeceu. ...A sua temperatura também está alta. Devíamos deixá‐la sossegada por algum tempo...""",「剛才可算是睡著了吶。…熱度還很高。暫時讓她靜會兒吶…」,「刚才可算是睡着了呐。…热度还很高。暂时让她静会儿呐…」,"""Sembra che sia finalmente andata a dormire. ... Ha una febbre alta. {n}Se la lasciamo stare così..."""
Ushiromiya Krauss,"""...You can't just stand still when it comes to your wife's health... ......Understood. I'll give you permission to go outside."" ","""......I guess you can't just stand still when it comes to your wife's health... .........Understood. I'll give you permission to go outside.""","""......You can't just stand still when it comes to your wife's health............Understood. I'll give you permission to go outside.""",「……妻の体調があっては、座してもいられんか…。………わかった。外出を許可しよう。」,「……妻の体調があっては、座してもいられんか…。………わかった。外出を許可しよう」,"""......Кто будет сидеть сложа руки, когда дело касается здоровья его жены... .........Понимаю. Я разрешаю тебе выйти наружу.""","""......Acho que você não pode simplesmente ficar parado quando o que importa é a saúde da sua esposa... .........Entendido. Dou permissão para saírem.""",「……妻子身體不佳，是沒法坐得住啊…。………好吧。我同意你們出去。」,「……妻子身体不佳，是没法坐得住啊…。………好吧。我同意你们出去。」,"""... Non si può stare fermi quando si tratta della salute di tua moglie... ho capito. Vi do il permesso di uscire fuori."""
Ushiromiya Rudolf,"""Then, we'll take a little trip there and back. A speed contest. Canned food's okay, right? You at least have a can opener here, don't you?"" ","""Then, we'll take a little trip there and back. A speed contest. Canned food is OK, right? You at least have a can opener here, right?""",[=UP],「じゃあ、俺たちはさっくりと行って来るぜ。スピード勝負だ。缶詰はＯＫだよな？　缶切りくれぇこっちにあるよな？」,[=JP],"""Тогда мы ненадолго прогуляемся туда и обратно. Состязание на скорость. Консервы сгодятся, так? Надеюсь, уж как минимум открывалка у вас тут имеется?""","""Então faremos uma pequena viagem até lá e voltamos. Um disputa de velocidade. Comida enlatada está bom, né? Vocês pelo menos têm um abridor de latas aqui, não têm?""",「那，我們去去就來。兵貴神速。罐頭是 OK 的吧？這兒是有開罐器的吧？」,「那，我们去去就来。兵贵神速。罐头是 OK 的吧？这儿是有开罐器的吧？」,"""Allora, ci faremo un viaggetto lì e torniamo. Una gara di velocità. Il cibo in scatola va bene, giusto? Avete almeno un apriscatole qui?"""
Ushiromiya Natsuhi,"""Y-Yes. We have a can opener and a bottle opener..."" ","""Y‐yes. We have a can opener and a bottle opener...""","""Y, yes. We have a can opener and a bottle opener...""",「は、はい。缶切りと栓抜きはあります…。」,「は、はい。缶切りと栓抜きはあります…」,"""Д‐да. У нас есть открывалка для консервных банок и бутылок...""","""S‐Sim. Nós temos um abridor de latas e um abridor de garrafas...""",「有、有的。開罐器和開瓶器是有的…」,「有、有的。开罐器和开瓶器是有的…」,"""S-Sì. Abbiamo un apriscatole e un apribottiglie..."""
Ushiromiya Kyrie,"""There's running water in the guesthouse, so we won't need anything to drink. We need to get ten people's worth, so no being picky about what you get."" ","""There's running water in the guesthouse, so we won't need anything to drink. There's ten people to cover for, so you'll have to take what you get.""","""There's running water in the guesthouse, so we won't need anything to drink. There's ten people's worth, so no complaining.""",「ゲストハウスに水道があるから、飲み物は不要よね。１０人分もあるんだから、好き嫌いは言わせないわ。」,「ゲストハウスに水道があるから、飲み物は不要よね。１０人分もあるんだから、好き嫌いは言わせないわ」,"""В этом домике для гостей есть водопровод, так что питьё не нужно. Тут у нас десять человек, так что не привередничайте.""","""Há água corrente na casa de hóspedes, então não precisamos de nada para beber. Precisamos do suficiente para dez pessoas, então peguem tudo que conseguirem.""",「賓館有自來水，所以不用拿飲料。得要十人份呢，可不容挑肥揀瘦哦？」,「宾馆有自来水，所以不用拿饮料。得要十人份呢，可不容挑肥拣瘦哦？」,"""C'è acqua corrente nella casa degli ospiti, quindi non abbiamo bisogno di niente da bere. Ce n'è per dieci persone, quindi non c'è bisogno di lamentarsi."""
