Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,I got hit again. ,They hit me again.,I was hit again.,また、殴られる。,[=JP],Меня снова ударили.,Eles me bateram de novo.,又挨打了。,[=CHT],Fui colpito di nuovo.
,...Could you please quit your whining already? Filthy cowards. ,......Could you please quit your whining already? Filthy cowards.,[=UP],……キャンキャン喚くなってんだ。臆病な犬が。,[=JP],......Хватит уже ныть. Мерзкие трусы.,......Podia fazer o favor de parar de reclamar? Covardes inúteis.,……少他媽“汪汪汪”地亂吠。膽小的狗。,……少他妈“汪汪汪”地乱吠。胆小的狗。,... Potete per favore smetterla coi piagnistei? Sporchi codardi.
,They let themselves be controlled by this inexplicable anger because it's the only way to distract themselves from their own fear. ,They give themselves over to this inexplicable anger because it's the only way to distract themselves from their own fear., They let themselves be controlled by this inexplicable anger because it was the only way to distract themselves from their own fear.,彼らがわけのわからない怒りに身を任せているのは、そうしなければ彼らが、恐怖を忘れられないからだ。,[=JP],"Они поддаются абсурдному гневу потому, что только так могут отвлечься от собственного страха.",Eles incitavam em si mesmo uma fúria inexplicável porque essa era a única maneira de se distanciarem do medo.,他們之所以把身軀交給莫名的怒火擺佈，是因為不這麼做，他們就無法忘掉恐懼。,他们之所以把身躯交给莫名的怒火摆布，是因为不这么做，他们就无法忘掉恐惧。,Si lasciano controllare da questa inspiegabile rabbia perché è l'unico modo per distrarre loro stessi dalla paura.
,Heart and spirit aren't of any use when the battle becomes hopeless. ,Heart and spirit aren't any use when the battle becomes hopeless., Heart and spirit aren't any use when the battle becomes hopeless.,絶望的な戦局は、もはや気合や精神でどうにかなるものではない。,[=JP],"Сердце и дух не приносят пользы, когда бой становится безнадёжным.",Coração e mentalidade de nada servem quando a batalha se torna desesperadora.,絕望的戰局，已不是靠氣魄與精神就能怎麼怎麼樣的了。,绝望的战局，已不是靠气魄与精神就能怎么怎么样的了。,Cuore e spirito non sono di alcuna utilità quando la battaglia diviene senza speranza.
,"When trapped by an insurmountable hopelessness, humans tend to rely on several other emotions to escape their fear. ","When trapped by an insurmountable hopelessness, humans rely on several other emotions to escape their fear."," When trapped by an insurmountable hopelessness, humans will rely on several other emotions to escape their fear.",不可避な絶望に立ちはだかられた時、人はその恐怖から逃れようと、様々な感情に逃れる。,[=JP],"Люди, захваченные непреодолимой безнадёжностью, полагаются на несколько другие эмоции, чтобы избежать страха.","Quando aprisionado por uma intransponível falta de esperança, humanos apelam para várias outras emoções, no intuito de fugirem de seus medos.",在不可避免的絕望擋在眼前時，人會因為想要擺脫這份恐懼，而借種種感情來逃避。,在不可避免的绝望挡在眼前时，人会因为想要摆脱这份恐惧，而借种种感情来逃避。,"Se intrappolati da un'insormontabile disperazione, gli umani contano su molte altre emozioni per scappare dalla loro paura."
,"For these young, inexperienced soldiers, anger was a very convenient emotion to fall back upon. ","These young, inexperienced soldiers found anger to be a very convenient emotion to fall back upon."," For these young, inexperienced soldiers, anger was a very convenient emotion to fall back upon.",人間的に未熟である、若き軍人の彼らにとって、怒りという感情は非常に都合がよかったのだ。,[=JP],"Для этих молодых, неопытных солдат гневу было очень удобно поддаваться.",Esses jovens e inexperientes soldados acharam na fúria uma emoção muito conveniente para se apegarem.,對於作為一個人尚不成熟的年輕軍人們來說，憤怒這種感情可謂非常合適。,对于作为一个人尚不成熟的年轻军人们来说，愤怒这种感情可谓非常合适。,"Per questi giovani, inesperti soldati, la rabbia è un'emozione molto conveniente su cui ripiegare."
,"Anger is the wine they used to paralyze their fear. It made them chant ""damn the British, damn the Americans"" as they swung their bamboo spears around and called it ""drilling"". ","They did ""drills"" by shouting in loud voices and swinging their bamboo spears around. Drinking the wine called anger was simply what they needed to do to numb their fear."," Anger is the wine they used to paralyze their fear. It made them chant 'damn the British, damn the Americans' as they swung their bamboo spears around and called it 'drilling'.",鬼畜米英と連呼させ、教練と称して竹槍を振り回させるのも、彼らが恐怖を麻痺させるために必要な、怒りという名の酒なのだ。,声高々に教練と称して竹槍を振り回させるのも、彼らが恐怖を麻痺させるために必要な、怒りという名の酒なのだ。,"Гнев — вино, которым они парализуют страх. Из‐за него они твердят 'Проклятые англичане, проклятые американцы', махая своими бамбуковыми копьями и называя это тренировкой.","Eles faziam esses ""exercícios"" gritando em voz alta e balançando suas lanças de bambu pra lá e pra cá. Beber do vinho conhecido como fúria era tudo o que eles precisavam para entorpecerem seus medos.",叫囂訓練地叫他們揮舞竹槍，也是為麻痺他們的恐懼所必需的，名為憤怒的烈酒。,叫嚣训练地叫他们挥舞竹枪，也是为麻痹他们的恐惧所必需的，名为愤怒的烈酒。,"La rabbia è il vino che loro usano per paralizzare la loro paura. Fa' cantare loro ‘maledetti gli Inglesi, maledetti gli Americani’ mentre agitano le loro lance di bambù e la chiamano ‘esercitazione’."
,"The more wine you drink, the more you need to drink to get drunk. ","The more one drinks wine, the more one needs to drink to get drunk."," The more one drinks wine, the more they need to drink to get drunk.",酒は、飲めば飲むほどに、さらに酔うためにより多くを必要とする。,[=JP],"Чем больше пьёшь вина, тем больше нужно выпить, чтобы напиться.","Quanto mais bebiam desse vinho, mais eles precisavam beber para se embriagarem.",酒是越喝下去，為更添醉意，就越需要更多的酒。,酒是越喝下去，为更添醉意，就越需要更多的酒。,"Più uno beve vino, più ha bisogno di bere per ubriacarsi."
,"Their useless anger continued to pile up, day after day, without pause. ","Their useless anger continued to pile up, day after day, without pause."," Their useless anger continued to pile up, day after day, without pause.",彼らの無意味な堆積する怒りは、日々、収まることを知らなかった。,[=JP],"Их бесполезный гнев продолжал накапливаться день за днём, беспрерывно.","Seus ataques de fúria sem sentido continuavam a se acumular, dia após dia, ininterruptamente.",他們無意義地堆積起來的憤怒，日復一日，不知收斂。,他们无意义地堆积起来的愤怒，日复一日，不知收敛。,"La loro inutile rabbia continuava ad accumularsi, giorno dopo giorno, senza pausa."
,I...did not fear death. ,"As for me, I did not fear death.", I...did not fear death.,私は、死を恐れない。,[=JP],Я... не боялся смерти.,"Quanto a mim, eu não temo a morte.",我，不怕死。,[=CHT],Io... non temo la morte.
,"So, I had no need of the wine called anger. ","So, I had no need of the wine called anger."," So, I had no need of the wine called anger.",だから、怒りなどというヤケ酒を必要としない。,[=JP],Поэтому мне не было нужно вино под названием гнев.,Por isso não preciso desse vinho chamado fúria.,所以，不需要去喝名叫憤怒的悶酒。,所以，不需要去喝名叫愤怒的闷酒。,Quindi non ho bisogno del vino chiamato rabbia.
,This made their cowardice all the more apparent to me. ,This made their cowardice all the more apparent to me., This made their cowardice all the more apparent to me.,だからこそ一層、彼らの臆病さがくっきりと理解できたのだ。,[=JP],Из‐за этого их трусость для меня становилась всё более очевидной.,Isso fazia com que a covardice deles se tornasse ainda mais aparente para mim.,所以，我得以更深一步，明明白白地理解了他們的那份膽怯。,所以，我得以更深一步，明明白白地理解了他们的那份胆怯。,Ciò mi rendeva completamente evidente la loro codardia.
,"""What's that look on your face?! Ushiromiya, you've lost your nerve down to your very soul!! You're a fish, that's what you are. You've got the eyes of a dead fish!!"" ","""There you go again, that look in your eyes! Ushiromiya, your spirit is rotten to the core!! You're a fish, that's what you are. You've got the eyes of a dead fish!!""","""What's that look on your face?! Ushiromiya, you've lost your nerve down to your very soul!! You're a fish, that's what you are. You've got the eyes of a dead fish!!""",「その目つきだ！！　右代宮ッ、貴様の魂は腐りきっておるわ！！　魚だ。貴様の目は死んだ魚の目だ！！」,[=JP],"""Что за взгляд?! Уширомия, у тебя гнилая душа! Рыба, вот кто ты. У тебя глаза мёртвой рыбы!""","""Lá vai você de novo, sempre com esse seu olhar! Ushiromiya, seu espírito está apodrecido até a alma!! Você é um peixe! É isso que você é! Você tem os olhos de um peixe morto!!""",「就是這種眼神！！右代宮，你這傢伙的靈魂都爛掉了！！是魚。你這傢伙的眼睛是死魚眼！！」,「就是这种眼神！！右代宫，你这家伙的灵魂都烂掉了！！是鱼。你这家伙的眼睛是死鱼眼！！」,"""Cos'è quell'espressione sulla tua faccia?! Ushiromiya, hai perso il tuo coraggio fin nell'anima!! Sei un pesce, ecco cosa sei. Hai gli occhi di un pesce morto!!"""
,"However, it went both ways. ","However, it went both ways.",[=UP],しかしそれはお互い様だ。,[=JP],Как и наоборот.,"Porém, o contrário também valia.",不過，這是彼此彼此。,不过，这是彼此彼此。,"Tuttavia, valeva da entrambe le parti."
,Just as I was able to spot their cowardice... They were able to pick up on my lethargy. ,Just as I was able to spot their cowardice...{n}They were able to pick up on my lethargy., Just as I was able to spot their cowardice... They were able to pick up on my lethargy.,私に彼らの臆病さが理解できるように、彼らもまた。私の無気力さが理解できただろうから。,私に彼らの臆病さが理解できるように、彼らもまた。{n}私の無気力さが理解できただろうから。,"Так же, как я смог распознать их трусость...{n}Они смогли заметить мою летаргию.",Assim como eu era capaz de perceber a covardia deles...{n}Eles eram capazes de notar a minha letargia.,畢竟，就像我理解到了他們的膽怯一樣，他們也是。{n}理解到了，我的毫無幹勁吧。,毕竟，就像我理解到了他们的胆怯一样，他们也是。{n}理解到了，我的毫无干劲吧。,Proprio come io ero capace di individuare la loro codardia... loro erano capaci di cogliere la mia letargia.
,"""Is Ushiromiya Kinzo here?! The lieutenant's looking for you!"" ","""Is Ushiromiya Kinzo here?! The lieutenant's looking for you!""",[=UP],「右代宮金蔵はいるかッ！　中尉殿がお呼びだ！」,[=JP],"""Уширомия Кинзо здесь?! Лейтенант тебя ищет!""","""Ushiromiya Kinzo está aqui?! O tenente está procurando por você!""",「右代宮金藏在嗎？！中尉喊你！」,「右代宫金藏在吗？！中尉喊你！」,"""È qui Ushiromiya Kinzo?! Il luogotenente ti sta cercando!"""
,"""Stand up! No slouching about! Double tiiiiime!!"" ","""Stand up! No slouching about! Double tiiiiime!!""",[=UP],「立てッ！　もたもたするなッ！　駆けあぁぁぁしッ！！」,[=JP],"""Встать! Не сутулиться! Ускоренный ма‐а‐арш!""","""Levante‐se! Sem mândria! Aperta o passooooo!!""",「站好！別磨蹭！給我跑————！！」,「站好！别磨蹭！给我跑————！！」,"""In piedi! Non ciondolare! Avantiiiii marsch!!"""
,First Lieutenant Yamamoto was the commanding officer in charge of the Rokkenjima garrison. ,First Lieutenant Yamamoto was the commanding officer in charge of the Rokkenjima garrison.,[=UP],山本中尉は、この六軒島守備隊の指揮官だった。,[=JP],"Старший лейтенант Ямамото — командир, отвечающий за гарнизон Роккенджимы.",O primeiro‐tenente Yamamoto era o comandante encarregado da guarnição de Rokkenjima.,山本中尉是這個六軒島守備隊的指揮官。,山本中尉是这个六轩岛守备队的指挥官。,Il Primo Tenente Yamamoto era l'ufficiale in carica della guarnigione di Rokkenjima.
,"He was just another filthy coward trying to forget his fear with violence, and would often reprimand his subordinates for slacking off at the drop of a hat. ","He was just another filthy coward trying to forget his fear with violence, and would reprimand his subordinates for slacking off at the drop of a hat."," He was just another filthy coward trying to forget his fear with violence, and would often reprimand his subordinates for slacking off at the drop of a hat.",部下たちを些細なことで弛んでいると叱責して、一時の暴力で恐怖を忘れる、臆病な犬の一人。,[=JP],"Просто ещё один грязный трус, который забывает о страхе благодаря насилию и постоянно делает своим подчинённым выговоры за постоянные отлынивания.","Ele era apenas mais um covarde que tentava esquecer a violência na base do medo, reprimindo seus subordinados por vadiarem, oprimindo eles.",是因一點小事就斥責部下們太鬆鬆垮垮，通過一時的暴力來忘卻恐懼的膽小的狗中的，其中之一。,是因一点小事就斥责部下们太松松垮垮，通过一时的暴力来忘却恐惧的胆小的狗中的，其中之一。,"Era solo un altro sporco codardo che provava a dimenticare la sua paura con la violenza, e spesso rimproverava in quattro e quattr'otto i suoi subordinati quando perdevano tempo."
,"Whenever he was in a good mood and started spouting off stories of his life, they were all about how much of a thug he had been, ignoring the rules of society. ","The stories of his life he'd spout off when in a good mood were all about how much of a thug he had been, ignoring the rules of society."," The stories of his life he'd spout off when in a good mood were all about how much of a thug he had been, ignoring the rules of society.",上機嫌な時に語り出す武勇伝は、自分が如何に乱暴者で、社会のルールを無視してきたかという話ばかり。,[=JP],"Все истории его жизни, которые он разбалтывал в хорошем настроении, были о том, каким он был бандитом, не обращающим внимания на правила общества.","As histórias de sua vida, que ele contava quando estava de bom humor, eram sempre sobre o hooliganismo que era sua vida, ignorando as regras da sociedade.",他高興時所自誇的“英勇事跡”，盡是些自己是個怎樣的粗魯莽夫，一直以來如何無視社會規矩的破事。,他高兴时所自夸的“英勇事迹”，尽是些自己是个怎样的粗鲁莽夫，一直以来如何无视社会规矩的破事。,"Le storie della sua vita che blaterava quando era di buon umore riguardavano tutte quanto lui fosse stato un teppista, ignorando le regole della società."
,"On and on about how so-and-so was a prick, so he taught him a lesson, or how everyone was so scared of him that he got special treatment. ","On and on about how so‐and‐so was a prick so he taught them a lesson, or how everyone was so scared of him that he got special treatment."," On and on about how so-and-so was a prick so he taught them a lesson, or how everyone was so scared of him that he got special treatment.",誰々が鼻持ちならないから教育してやった云々、自分は恐れられていたから特別扱いだった云々。,[=JP],"О том, как то и это было чтобы преподать урок, или о том, как все его так боялись, что к нему стали по‐особому относиться.","Ficava falando isso e aquilo sobre como eram as coisas, ensinando lições aos demais ou falando como todos tinham medo dele por ter recebido um tratamento especial.",誰誰誰噁心，所以好好給他“上了一課”呀，自己遭人畏懼，所以得到了特殊待遇呀。,谁谁谁恶心，所以好好给他“上了一课”呀，自己遭人畏惧，所以得到了特殊待遇呀。,"Ancora e ancora, su come questo e quell'altro fossero degli idioti e lui avesse dato loro una lezione, o come tutti avessero così paura di lui da trattarlo in modo speciale."
,...He kept on talking about what a vile human he was as though it was a badge of honor. ,......He kept on talking about what a vile human he was as though it was a badge of honor.,[=UP],……如何に自分が卑しい人間であるかを、さも立派なものであるかのように語るのだ。,[=JP],"......Он продолжал говорить, каким был подлецом, словно это дело чести.","......Ele continuava sempre falando em como era um humano vil, como se isso fosse uma insígnia de honra.",……猶如在講很了不起的事一般，大講自己是個多麼卑劣的人。,……犹如在讲很了不起的事一般，大讲自己是个多么卑劣的人。,... Continuava a parlare di come fosse stato un uomo spregevole come se fosse qualcosa per cui provare onore.
,"Normally, I had nothing to do with this lieutenant who I couldn't respect in any way. ","Normally, I had nothing to do with this disagreeable lieutenant."," Normally, I had nothing to do with this disagreeable lieutenant.",そんな、まったく尊敬できない中尉と自分に、普段は接点などない。,[=JP],Обычно я не имел ничего общего с этим неприятным лейтенантом.,"Normalmente, eu não tinha nada com esse tenente desagradável.",像這種完全無法尊敬的中尉，平常跟我毫無接點。,像这种完全无法尊敬的中尉，平常跟我毫无接点。,"Normalmente, io non avevo niente a che fare con questo sgradevole tenente."
,"He'd always hang around with his non-commissioned subordinates, so as long as I treated him with a snappy salute, I could more or less ignore him for the time being. ","He would always hang around with his non‐commissioned subordinates, so as long as I treated him with a snappy salute, I could more or less ignore him for the time being."," He would always hang around with his non-commissioned subordinates, so as long as I treated him with a snappy salute, I could more or less ignore him for the time being.",子分である下士官たちといつもつるんでいるので、敬礼さえ機敏にこなして見せれば、私にとってはとりあえず、どうでもいい男だったのだが。,[=JP],"Он всегда ошивался со своими не состоящими на службе подчинёнными, и встречая его коротким приветствием, я до поры до времени мог игнорировать его.","Ele sempre estava andando com seus subordinados suboficiais, então, contanto que eu não o tratasse com uma saudação impertinente, eu meio que poderia continuar ignorando ele.",由於他一直跟屬下的下級軍官們混在一起，所以只要能做到麻利地敬禮，他對我來說，就是個怎樣都無所謂的傢伙。,由于他一直跟属下的下级军官们混在一起，所以只要能做到麻利地敬礼，他对我来说，就是个怎样都无所谓的家伙。,"Girava sempre con i suoi sottufficiali, perciò fino a quando gli facevo un energico saluto, riuscivo più o meno ad ignorarlo per quel momento."
,"Now that the construction project on this island has been suspended indefinitely, there's no longer any use for an engineer like me. ","Now that the construction project on this island had been suspended indefinitely, there was no longer any use for an engineer like me."," Now that the construction project on this island has been suspended indefinitely, there's no longer any use for an engineer like me.",工事が無期限に放棄されたこの島において、技術者である自分に特別な意味はない。,[=JP],"Раз проект строительства на этом острове приостановили на неопределённый срок, инженер вроде меня перестал быть необходим.","Agora que o projeto de construção nesta ilha foi suspenso indefinidamente, não há mais utilidade para um engenheiro como eu.",在工程被無限期放棄的這個島上，身為技術人員的我，沒有特殊的意義。,在工程被无限期放弃的这个岛上，身为技术人员的我，没有特殊的意义。,"Ora che il progetto di costruzione su quest'isola era stato sospeso a tempo indeterminato, non c'era più bisogno di un tecnico come me."
,"So, why did the lieutenant ask to see me specifically? At that moment, I couldn't think of anything... ","So, why did the lieutenant ask for me specifically?{n}At that moment, I couldn't think of anything......"," So, why did the lieutenant ask for me specifically? At that moment, I couldn't think of anything......",なのになぜ中尉は、わざわざ自分を名指しで呼ぶのか。まったく心当たりはなかった……。,なのになぜ中尉は、わざわざ自分を名指しで呼ぶのか。{n}まったく心当たりはなかった……。,Так почему лейтенант вызвал именно меня?{n}В тот момент я понятия не имел......,"Então, por que o tenente chamou justamente por mim?{n}Naquele momento, eu não fui capaz de pensar em nada......",可儘管如此，為什麼中尉要特意點名叫我呢？{n}一點頭緒都沒有……。,可尽管如此，为什么中尉要特意点名叫我呢？{n}一点头绪都没有……。,"Quindi, perché il tenente aveva chiesto specificatamente di me? In quel momento, non mi venne in mente niente..."
,"""Ah, Ushiromiya! I hear you're good with foreign languages! Is that true?"" ","""Ushiromiya! I hear you're good at speaking foreign languages, is that true?!""","""Ah, Ushiromiya! I hear you're good at speaking foreign languages! Is that true?""",「右代宮！　貴様、外国語が堪能であると聞いたが、事実であるか！」,[=JP],"""Уширомия! Я слышал, ты хорошо говоришь на иностранных языках! Это правда?""","""Ushiromiya! Eu ouvi que você é bom em se comunicar em línguas estrangeiras, isso é verdade?!""",「右代宮！聽說你這傢伙外語很好，這可是事實？！」,「右代宫！听说你这家伙外语很好，这可是事实？！」,"""Ah, Ushiromiya! Ho sentito che sei bravo a parlare lingue straniere! È vero?"""
Ushiromiya Kinzo,"""I am proficient in both English and Chinese, sir."" ","""I am proficient in both English and Chinese, sir.""",[=UP],「英語と中国語を話せるであります。中尉殿。」,「英語と中国語を話せるであります。中尉殿」,"""Я владею английским и китайским, сэр.""","""Eu sou proficiente em inglês e chinês, senhor.""",「我會講英語與中文。中尉。」,「我会讲英语与中文。中尉。」,"""Sono competente sia in inglese che in cinese, signore."""
,"The lieutenant liked to brag about his education in front of the non-commissioned officers, but he held a bit of a grudge against me for being even more highly educated than him. ","The lieutenant liked to brag about his education in front of the non‐commissioned officers, but he held a bit of a grudge against me for being even more highly educated than him.","The lieutenant liked to brag about his education in front of the non-commissioned officers, but he held a bit of a grudge against me for being even more highly educated than him.",中尉は、下士官たちの前では学歴を威張ることもあったが、それを超える学歴を持つ私には、強いコンプレックスを持っていた。,[=JP],"Лейтенант любил хвастаться своим образованием перед унтер‐офицерами, но на меня он держал обиду за ещё более высокий уровень образованности, чем у него.","O tenente gostava de se gabar sobre sua educação na frente de seus suboficiais, mas ele tinha um certo ressentimento contra mim porque eu tive uma educação ainda mais qualificada que ele.",中尉雖曾在下級軍官們面前誇耀過自身的學歷，但他對擁有比他更高的學歷的我，抱有強烈的自卑情結。,中尉虽曾在下级军官们面前夸耀过自身的学历，但他对拥有比他更高的学历的我，抱有强烈的自卑情结。,"Al tenente piaceva vantarsi della sua educazione di fronte ai suoi subordinati, ma provava un po' di astio nei miei confronti per essere stato educato persino meglio di lui."
,"Since he also felt uncomfortable about having a subordinate who was older than him, I wasn't exactly the type he'd be willing to confide in. ","He also felt uncomfortable about having me as a subordinate because he was younger than me, so I was definitely not the kind of person he could hit it off with."," Since he also felt uncomfortable about having a subordinate who was older than him, I wasn't exactly a person he would be willing to confide in.",また、私より階級的に上であるにもかかわらず、年下であることにもコンプレックスを持っているようで、決して私とは打ち解けることの出来ない人間だった。,[=JP],"Поскольку ему было неловко держать в подчинении того, кто старше его, я был не тем, кому он был бы готов довериться.","Ele também se sentia desconfortável em me ter como subordinado porque ele era mais jovem que eu, logo eu definitivamente não era o tipo de pessoa que poderia levar uma surra dele.",再加上，他好像對“官階比我高，年紀卻比我小”的這一點也抱有自卑意識，所以他絕不會與我消除隔閡。,再加上，他好像对“官阶比我高，年纪却比我小”的这一点也抱有自卑意识，所以他绝不会与我消除隔阂。,"Dato che si sentiva pure a disagio nell'avere un subordinato più vecchio di lui, io non ero esattamente la persona su cui a lui avrebbe voluto confidare."
,Just the fact that I knew several languages must've hurt his pride. ,Just the fact that I knew several languages must have hurt his pride., Just the fact that I knew several languages must have hurt his pride.,今も、私が他国語に堪能しているという事実に、彼のプライドが傷つけられているに違いない。,今も、私が他国語に堪能であるという事実に、彼のプライドが傷つけられているに違いない。,"Его гордость задевало уже только то, что я знаю несколько языков.",O simples fato de eu ser poliglota deve ter ferido seu orgulho.,毫無疑問，對於我擅長外語的事實，他的自尊直到現在都還在受傷害。,毫无疑问，对于我擅长外语的事实，他的自尊直到现在都还在受伤害。,Solo il fatto che io conoscessi diverse lingue doveva aver ferito il suo orgoglio.
,"""What about Italian?"" ","""What about Italian, do you speak that?""","""What about Italian?""",「ならばイタリア語はどうか。」,「ならばイタリア語はどうか」,"""А итальянский?""","""E italiano, sabe falar?""",「那麼，意大利語又怎麼樣？」,「那么，意大利语又怎么样？」,"""E l'Italiano?"""
Ushiromiya Kinzo,"""I don't speak that."" ","""I'm afraid not.""","""I don't speak that.""",「わかりません。」,「わかりません」,"""На нём я не говорю.""","""Temo que não.""",「這個不懂。」,「这个不懂。」,"""Non lo parlo."""
,"""So, you wouldn't be much help as an interpreter between me and an Italian person, would you?"" ","""So, you wouldn't be much help as an Italian interpreter, then.""","""So, you wouldn't be much help as an interpreter between me and an Italian person, would you?""",「では貴様に、イタリア人との通訳は務まらんというわけか。」,「では貴様に、イタリア人との通訳は務まらんというわけか」,"""Значит, ты не сможешь помочь в переговорах с итальянцем?""","""Nesse caso, não vai ser de grande ajuda como intérprete.""",「那麼，你這傢伙是無法勝任與意大利人溝通的翻譯的吧？」,「那么，你这家伙是无法胜任与意大利人沟通的翻译的吧？」,"""Quindi, non saresti di grande aiuto come interprete tra me e una persona italiana, giusto?"""
