Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Furudo Erika,"""I've come to deliver our terms. There will be room for negotiation. Please open the gate."" ","""I've come to deliver our terms. There will be room for negotiation. Please open the gate.""",[=UP],「最後通牒に参りました。交渉余地のあるものです。開門して下さい。」,「最後通牒に参りました。交渉余地のあるものです。開門して下さい」,"""Я пришла передать наши условия. Будут переговоры. Откройте ворота.""","""Eu vim para dar o nosso ultimato. Haverá espaço para negociações. Por favor, abram o portão.""",「我是來下最後通牒的。還有交涉餘地。請開門。」,「我是来下最后通牒的。还有交涉余地。请开门。」,"""Sono venuta per dare le nostre condizioni. Ci sarà spazio per negoziare. {n}Per favore aprite il cancello."""
,Shannon and Kanon looked at each other. ,Shannon and Kanon looked at each other.,[=UP],紗音と嘉音は顔を見合わせる。,[=JP],Шаннон и Канон переглянулись.,Shannon e Kanon olharam um para o outro.,紗音和嘉音相互對視。,纱音和嘉音相互对视。,Shannon e Kanon si guardarono.
,Erika was the one offering this deal. It wasn't likely to be anything agreeable. ,Erika was the one offering this deal. It wasn't likely to be anything agreeable., Erika was the one offering this deal. It wasn't likely to be anything agreeable.,ヱリカの持ってくるものだ。どうせろくな条件じゃない。,[=JP],Эту сделку предлагает Эрика. Вряд ли она будет приемлемой.,Erika estava oferecendo um acordo. Era pouco provável que fosse algo agradável.,既然是繪梨花帶來的。肯定不會是什麼好條件。,既然是绘梨花带来的。肯定不会是什么好条件。,Erika era colei che offriva questo patto. Probabilmente non era nulla di accettabile.
,"However, if they turned her away, the attack would probably begin at once. ","However, if they turned her away, the attack would probably begin at once."," However, if they turned her away, the attack would probably begin at once.",しかし、それを門前払いにすれば、ただちに攻撃を開始するだろう。,[=JP],"Но если они прогонят её, сразу же начнётся атака.","Entretanto, se eles dessem as costas, o ataque logo poderia ter início.",但是，把她逐出門前的話，肯定會立刻開始攻擊吧。,但是，把她逐出门前的话，肯定会立刻开始攻击吧。,"Tuttavia, se l'avessero mandata via, l'attacco sarebbe probabilmente iniziato subito."
,"Since they were in a firmly inferior position, they wanted to buy time by any means they could. ","Since they were in a firmly inferior position, they wanted to buy time by any means they could."," Since they were in a firmly inferior position, they wanted to buy time by any means they could.",絶対的劣勢であることを考えれば、今はどんな形であっても時間を稼ぎたい。,[=JP],В своём крайне невыгодном положении они хотели любыми средствами выиграть время.,"Por estarem em uma posição firmemente inferior, eles precisavam ganhar tempo a todo custo.",考慮到如今處於絕對劣勢下，現在無論以什麼形式都要拖延時間。,考虑到如今处于绝对劣势下，现在无论以什么形式都要拖延时间。,"Dato che erano in una posizione decisamente inferiore, volevano prendere del tempo con tutti i mezzi possibili."
,"At Shannon's nod, Kanon erased his sword... ","At Shannon's nod, Kanon erased his sword......"," At Shannon's nod, Kanon erased his sword......",紗音が頷くと、嘉音は剣を消す……。,[=JP],"Шаннон кивнула, и Канон стёр свой меч......","Com o consentimento de Shannon, Kanon apagou sua espada......",紗音一點頭，嘉音便把劍消去……。,纱音一点头，嘉音便把剑消去……。,"Al cenno col capo di Shannon, Kanon cancellò la sua spada..."
,The Golden Land was filled with a hard downpour accompanied by occasional thunder. ,The Golden Land was filled with a hard downpour accompanied by occasional thunder., The Golden Land was filled with a hard downpour accompanied by occasional thunder.,黄金郷は、時折雷鳴を伴う強い雨が降っていた。,[=JP],"В Золотой Земле шёл сильный ливень, сопровождаемый вспышками грома.",A Terra Dourada estava tomada por um forte aguaceiro que caía acompanhado de trovões ocasionais.,黃金鄉有時會伴隨著雷鳴降下大雨。,黄金乡有时会伴随着雷鸣降下大雨。,La Terra Dorata era riempita da un leggero acquazzone con qualche tuono occasionale.
,"Erika, who realized that this weather spoke for their emotions, smiled even more boldly. ","Realizing that this weather spoke for their emotions, Erika smiled even more boldly."," Erika, who realized that this weather spoke for their emotions, smiled even more boldly.",その天気が、彼らの感情を意味することをヱリカは察し、さらに不敵に笑う。,[=JP],"Поняв, что такая погода выражает их эмоции, Эрика улыбнулась ещё смелее.","Percebendo que esse tempo falava por suas emoções, Erika sorriu com ainda mais audácia.",察覺到這天氣代表著他們的感情，繪梨花笑得更歡了。,察觉到这天气代表着他们的感情，绘梨花笑得更欢了。,"Erika, che aveva capito che questo clima parlava per le loro emozioni, sorrise anche più sfacciatamente."
,At the center of the Golden Land...was the arbor surrounded by the golden rose garden. ,At the center of the Golden Land...was the arbor surrounded by the golden rose garden., At the center of the Golden Land...was the arbor surrounded by the golden rose garden.,黄金郷は、黄金の薔薇庭園に囲まれた東屋を中心とする。,[=JP],"В центре Золотой Земли... стояла беседка, окружённая золотым розарием.",No centro da Terra Dourada...estava o gazebo cercado pelo jardim de rosas douradas.,黃金鄉是以被黃金的玫瑰庭園包圍著的東屋為中心的。,黄金乡是以被黄金的玫瑰庭园包围着的东屋为中心的。,Al centro della Terra Dorata... vi era il pergolato circondato dal giardino di rose dorate.
,"A large number of Humans and Illusions were there, arguing about something. ","A large number of {y:0:Human}{n:0:human}s and fantasy creatures were there, arguing about something."," A large number of humans and fantasy creatures were there, arguing about something.",東屋には、ニンゲンも幻想の住人も大勢が集まり、何やら議論をしていた。,[=JP],Там о чём‐то спорило множество {y:0:Люд}{n:0:люд}ей и сказочных созданий.,"Um vasto número de {y:0:Humanos}{n:0:humanos} e criaturas da fantasia estavam ali, discutindo sobre alguma coisa.",在東屋裡，人類和幻想的住人們一大群聚在一起，在討論著什麼。,在东屋里，人类和幻想的住人们一大群聚在一起，在讨论着什么。,"C'era un grande numero di umani e creature fantastiche lì, che discutevano riguardo a qualcosa."
,"Even without asking, it was easy to guess the nature of the debate by their anguished expressions. ","Even without asking, it was easy to guess the nature of the debate by their anguished expressions."," Even without asking, it was easy to guess the nature of the debate by their anguished expressions.",その内容を聞かずとも、彼らの苦々しい表情から、議論の大体の想像が出来る。,[=JP],"Даже не спрашивая, по их мучительным выражениям было легко предположить характер спора.","Mesmo sem perguntar, era fácil adivinhar a natureza do debate apenas julgando suas expressões angustiadas.",就算不聽那內容，從他們那苦悶的表情裡，大致就能想像出是在討論什麼。,就算不听那内容，从他们那苦闷的表情里，大致就能想象出是在讨论什么。,"Anche senza chiedere, era facile indovinare la natura del dibattito dalle loro espressioni angosciate."
,"After all, in this life-or-death situation, they didn't have many options they could take... ","After all, in this life‐or‐death situation, they didn't have many options they could take......"," After all, in this life-or-death situation, they didn't have many options they could take......",この絶体絶命の状況下で、彼らに選び得る選択肢など、決して多くはないのだから……。,[=JP],"В конце концов, в ситуации вопроса жизни или смерти у них осталось не так уж много вариантов......","Afinal, nessa situação de vida ou morte, eles não tinham muitas opções à disposição......",因為在這種窮途末路的情況下，他們能夠選擇的選項，肯定不會多……。,因为在这种穷途末路的情况下，他们能够选择的选项，肯定不会多……。,"Dopotutto, in questa situazione di vita o di morte, non avevano molta scelta..."
,"In the direction Erika was being led, Beato stood waiting, accompanied by the Chiester Sisters Corps. ","In the direction Erika was being led—with her goat guards alongside her—Beato stood waiting, accompanied by the Chiester Sisters troops."," In the direction Erika was being led, Beato stood waiting, accompanied by the Siesta Sisters Troops.",ヱリカの行く手には、シエスタ姉妹兵を連れたベアトが待ち構えていた。,[=JP],"В том направлении, куда вели Эрику, в ожидании стояла Беато, сопровождаемая отрядом Сестёр чиест.","Na direção em que Erika estava sendo conduzida — com seus guardas‐cabra acompanhando‐a — Beato estava a seu aguardo, acompanhada pela tropa das Irmãs Chiesters.",繪梨花的去路上，帶著謝絲塔姐妹兵的貝阿朵正等在那裡。,绘梨花的去路上，带着谢丝塔姐妹兵的贝阿朵正等在那里。,"Nella direzione verso cui Erika veniva guidata, Beato era lì ad aspettare, accompagnata dalle Truppe Sorelle Siesta."
,"When Erika, accompanied by her goat guards, saw Beato, she gave a bow that only appeared graceful. ","Noticing Beato, Erika gave a bow that at least {i:appeared} graceful."," When Erika, followed by her goat guards, saw her, she gave a bow that only appeared graceful.",山羊の護衛を連れたヱリカもその姿を認め、見た目だけは美しくお辞儀をする。,[=JP],"Увидев её, Эрика, за которой следовала её козлоголовая охрана, поклонилась, но только {i:на вид} изящно.","Percebendo Beato, Erika curvou‐se de forma que, ao menos, {i:aparentou} certa graciosidade.",帶著山羊護衛的繪梨花也確認了那身姿，用看起來很美的姿勢行禮。,带着山羊护卫的绘梨花也确认了那身姿，用看起来很美的姿势行礼。,"Quando Erika, seguita dalle sue guardie caproni, la vide, fece una riverenza che sembrava solo aggraziata."
,Beato followed suit and gave a graceful bow of the sort that was rarely seen from her. ,Beato followed suit and gave the sort of graceful bow that was rarely seen from her., Beato followed suit and gave the sort of graceful bow that was rarely seen from her.,ベアトもそれに倣い、滅多にしない美しいお辞儀を見せる。,[=JP],"Беато последовала примеру и отвесила изящный поклон, что для неё редкость.","Beato a acompanhou e a cumprimentou, curvando‐se graciosamente de forma que raramente se via.",貝阿朵也效仿她，很少見地優雅行禮。,贝阿朵也效仿她，很少见地优雅行礼。,Beato seguì l'esempio e fece una di quelle riverenze aggraziate che erano raramente fatte da lei.
{f:5:Beatrice},"""...I am {f:5:Beatrice}, master of the Golden Land and the Golden and Endless Witch. ...Announce yourself."" ","""......I am {f:5:Beatrice}, the Golden and Endless Witch, and master of the Golden Land. ......Announce yourself.""","""......I am Beatrice, master of the Golden Land and the Golden and Endless Witch. ......Announce yourself.""",「……黄金郷の主、無限と黄金の魔女、ベアトリーチェである。……名乗られよ。」,「……黄金郷の主、無限と黄金の魔女、ベアトリーチェである。……名乗られよ」,"""......Я — {f:5:Беатриче}, хозяйка Золотой Земли, Золотая и Бесконечная ведьма. ......Назови себя.""","""......Eu sou {f:5:Beatrice}, a Bruxa Dourada do Infinito, mestre da Terra Dourada. ......Diga quem és.""",「……妾身是黃金鄉之主，無限與黃金的魔女，貝阿朵莉切。……報上名來。」,「……妾身是黄金乡之主，无限与黄金的魔女，贝阿朵莉切。……报上名来。」,"""... Io sono Beatrice, padrona della Terra Dorata e la strega Dorata e dell'Infinito. ... Si annunci."""
,"As though implying that she was more than happy to go through with this farce, Beato introduced herself boldly and requested that Erika do the same. ","As though hinting that she was more than ready to go through with this farce, Beato introduced herself boldly and requested that Erika do the same.",[=UP],そなたの茶番に付き合おうとでも言うように、ベアトは不敵に自己紹介し、ヱリカにもそれを求める。,[=JP],"Как бы намекая, что она более чем готова пройти через этот фарс, Беато смело представилась и попросила Эрику сделать то же самое.","Como se indicasse que ela estava mais do que preparada para seguir com a farsa, Beato apresentou‐se de forma firme e requiriu que Erika fizesse o mesmo.",就像在說就奉陪一下你的把戲吧一樣，貝阿朵無畏地進行了自我介紹，並要求繪梨花也這麼做。,就像在说就奉陪一下你的把戏吧一样，贝阿朵无畏地进行了自我介绍，并要求绘梨花也这么做。,"Come a suggerire che era più che pronta per affrontare questa farsa, Beato si introdusse audacemente e richiese a Erika di fare lo stesso."
Furudo Erika,"""We have been dispatched from the Great Witch of Theatergoing, Drama, and Spectating's Noble City of Carefully Selected Books. I am the Witch of Truth, the commander of the Library Fleet, which is committed to bestowing honor and protection to books. My name is Furudo Erika. It is a pleasure to make your acquaintance."" ","""We have been dispatched from the Great Witch of Theatergoing, Drama, and Spectating's Noble City of Carefully Selected Books. I am the Witch of Truth, the commander of the Library Fleet, which is committed to bestowing honor and protection to books. My name is Furudo Erika. It is a pleasure to make your acquaintance.""",[=UP],「尊厳なる観劇と戯曲と傍観の魔女により厳選されし名誉ある図書の都より派遣されて参りました。私は、図書に名誉と保護を与えし司書の艦隊司令官にして、真実の魔女、古戸ヱリカと申します。どうぞお見知りおきを。」,「尊厳なる観劇と戯曲と傍観の魔女により厳選されし名誉ある図書の都より派遣されて参りました。私は、図書に名誉と保護を与えし司書の艦隊司令官にして、真実の魔女、古戸ヱリカと申します。どうぞお見知りおきを」,"""Нас направили из благородного города тщательно отобранных книг великой ведьмы театра, драмы и спектакля. Я — ведьма правды, командир Библиотечного флота, преданного идее даровать книгам честь и защиту. Меня зовут Фурудо Эрика. Рада встрече.""","""Nós fomos despachados pela Grande Bruxa do Teatro, Dramaturgia e Observação, vindos da Prestigiada Capital dos Livros Cuidadosamente Selecionados. Eu sou a Bruxa da Verdade, comandante da Armada Bibliotecária, comprometida em conceder honra e proteção aos livros. Meu nome é Furudo Erika. É um imenso prazer conhecê‐la.""",「我是被由富有尊嚴的觀劇、戲曲與旁觀的魔女嚴格選拔的擁有盛名的圖書之都派遣而來的。我是，給予圖書名譽和保護的圖書管理者的艦隊司令官，真實的魔女，叫做古戶繪梨花。此後就當是認識了。」,「我是被由富有尊严的观剧、戏曲与旁观的魔女严格选拔的拥有盛名的图书之都派遣而来的。我是，给予图书名誉和保护的图书管理者的舰队司令官，真实的魔女，叫做古户绘梨花。此后就当是认识了。」,"""Siamo stati mandati dalla Nobile Cittadella dei Libri Attentamente Selezionati della Grande Strega dell'Opera, dei Drammi e dello Spettacolo. Io sono la Strega della Verità, la comandante della Flotta della Biblioteca, che è impegnata a conferire onore e protezione ai libri. Il mio nome è Furudo Erika. È un piacere fare la sua conoscenza."""
{f:5:Beatrice},"""Shall we get down to business?"" ","""Shall we get down to business?""",[=UP],「用件を聞こうぞ。」,「用件を聞こうぞ」,"""Перейдём к делу?""","""Devemos então ir aos negócios?""",「請說明你的來意。」,「请说明你的来意。」,"""Dovremmo occuparci degli affari?"""
Furudo Erika,"""You ought to celebrate. We of the Library Fleet, dedicated to offering honor and protection to books, have come to bring good news to you all. First, I would like to announce that, after careful selection, the City of Books has acknowledged and accepted the game board created by the Endless Witch {f:5:Beatrice} as a great and honorable book."" ","""You ought to celebrate. We of the Library Fleet, dedicated to offering honor and protection to books, have come to bring good news to you all. First, I would like to announce that, after careful selection, the City of Books has acknowledged and accepted the game board created by the Endless Witch {f:5:Beatrice} as a great and honorable book.""","""You ought to celebrate. We of the Library Fleet, dedicated to offering honor and protection to books, have come to bring good news to you all. First, I would like to announce that, after careful selection, the City of Books has acknowledged and accepted the game board created by the Endless Witch Beatrice as a great and honorable book.""",「お喜び下さい。我ら、図書に名誉と保護を与えし司書の艦隊はあなた方に名誉ある朗報を持って参上しました。一つ。図書の都は、無限の魔女ベアトリーチェによって生み出されたゲーム盤を、名誉ある厳選されたる図書に認定されましたことを報告いたします。」,「お喜び下さい。我ら、図書に名誉と保護を与えし司書の艦隊はあなた方に名誉ある朗報を持って参上しました。一つ。図書の都は、無限の魔女ベアトリーチェによって生み出されたゲーム盤を、名誉ある厳選されたる図書に認定されましたことを報告いたします」,"""Возрадуйтесь. Мы — Библиотечный флот, посвящённый даровать книгам честь и защиту — пришли ко всем вам с хорошими новостями. Во‐первых, я бы хотела объявить, что после тщательного отбора Книжный город признал и принял игровую доску, созданную Ведьмой Бесконечности {f:5:Беатриче}, как великую и почётную книгу.""","""Você deveria comemorar. Nós, da Armada Bibliotecária, dedicada a oferecer honra e proteção aos livros, viemos para trazer boas notícias a todos vocês. Primeiro, eu gostaria de anunciar que, após uma cuidadosa seleção, a Capital dos Livros reconheceu e aceitou o tabuleiro criado pela Bruxa do Infinito {f:5:Beatrice} como sendo um grandioso e honorável livro.""",「請歡呼吧。我等，給予圖書名譽和保護的圖書管理者的艦隊為你們帶來了光榮的好消息。第一。向你們報告，圖書之都已經將由無限的魔女貝阿朵莉切創造的遊戲盤，認定為被嚴格選出的擁有盛名的圖書。」,「请欢呼吧。我等，给予图书名誉和保护的图书管理者的舰队为你们带来了光荣的好消息。第一。向你们报告，图书之都已经将由无限的魔女贝阿朵莉切创造的游戏盘，认定为被严格选出的拥有盛名的图书。」,"""Dovreste festeggiare. Noi della Flotta della Biblioteca, che ci impegniamo a offrire onore e protezione ai libri, siamo qui per portare buone notizie a tutti voi. Per prima cosa, vorrei annunciare che, dopo un'attenta selezione, la Città dei Libri ha riconosciuto e accettato il campo da gioco creato dalla Strega dell'Infinito Beatrice, come un grande e onorabile libro."""
{f:5:Beatrice},"""Hoh. That is indeed a great honor."" ","""Hoh. That is indeed a great honor.""",[=UP],「ほう。それは名誉なことである。」,「ほう。それは名誉なことである」,"""Хо. Какая честь.""","""Hoh. Isto é realmente uma grande honra.""",「呵。這可是件光榮的事。」,「呵。这可是件光荣的事。」,"""Hoh. È davvero un grande onore."""
Furudo Erika,"""That game board is a profoundly entertaining and original masterpiece, worthy of close study. It deserves to be released for all of our subjects to read. And so, the City of Books has ordered us to grant eternal honor and protection to this game board."" ","""This game board is a profoundly entertaining and original masterpiece, worthy of close study. It deserves to be released for all of our subjects to read. And so, the City of Books has ordered us to grant eternal honor and protection to this game board.""","""That game board is a profoundly entertaining and original masterpiece, worthy of close study. It deserves to be released for all of our subjects to read. And so, the City of Books has ordered us to grant eternal honor and protection to this game board.""",「このゲーム盤は、非常に興味深く、かつ独創的で研究価値の高いものです。全ての臣民に公開される価値のあるものです。よって、図書の都は我らに、このゲーム盤に永遠の名誉と保護を与えることを命ぜられました。」,「このゲーム盤は、非常に興味深く、かつ独創的で研究価値の高いものです。全ての臣民に公開される価値のあるものです。よって、図書の都は我らに、このゲーム盤に永遠の名誉と保護を与えることを命ぜられました」,"""Эта игровая доска — глубоко увлекательный и оригинальный шедевр, достойный пристального изучения. Он заслуживает быть прочитанным всеми нашими подданными. И поэтому Книжный город приказал нам оказать этой доске вечную честь и защиту.""","""Este tabuleiro é profundamente interessante e uma obra‐prima original, digna de um cuidadoso estudo. Ele merece ser lançado para que todos os nossos súbditos o leiam. E, portanto, a Capital dos Livros ordenou‐nos a conceder honra eternal e proteção para com este tabuleiro.""",「這個遊戲盤有非常大的樂趣，其獨創性也擁有很高的研究價值。有著向所有臣民公開的價值。由此，圖書之都命我們，對此遊戲盤予以永遠的名譽與保護。」,「这个游戏盘有非常大的乐趣，其独创性也拥有很高的研究价值。有着向所有臣民公开的价值。由此，图书之都命我们，对此游戏盘予以永远的名誉与保护。」,"""Quel campo da gioco è un capolavoro di intrattenimento profondamente originale, degno di studio accurato. Merita di essere rilasciato per essere esposto a tutti. E quindi, la Città dei Libri ci ha ordinato di concedere eterni onore e protezione a questo campo da gioco."""
{f:5:Beatrice},"""This is all quite long and boring. Get to the point."" ","""This is all quite long and boring. Get to the point.""",[=UP],「くどいし長い。とっとと本題を言え。」,「くどいし長い。とっとと本題を言え」,"""Длинно и скучно. Ближе к делу.""","""Isso tudo é muito longo e entediante. Vá direto ao ponto.""",「又臭又長。快說正題。」,「又臭又长。快说正题。」,"""Tutto ciò è piuttosto lungo e noioso. Va' al punto."""
Furudo Erika,"""We demand that you hand the entirety of this game board over to the honorable City of Books. Doing so will give this board and its pieces the greatest honor and protection imaginable."" ","""We demand that you hand the entirety of this game board over to the honorable City of Books. Doing so will give this board and its pieces the greatest honor and protection imaginable.""",[=UP],「本ゲーム盤の全てを、名誉ある図書の都に譲渡することを要求します。これは本ゲーム盤とその駒にとって、最高の名誉と保護です。」,「本ゲーム盤の全てを、名誉ある図書の都に譲渡することを要求します。これは本ゲーム盤とその駒にとって、最高の名誉と保護です」,"""Мы требуем, чтобы вы передали всю эту игровую доску почётному Книжному городу. Так доске и её фигурам будет дарована величайшая честь и защита, какие только можно вообразить.""","""Nós demandamos que você entregue todo este tabuleiro para a posse da honorável Capital dos Livros. Fazer isso trará a este tabuleiro e suas peças a maior honra e proteção imaginável.""",「要求將本遊戲盤的全部，都移交給擁有盛名的圖書之都。這對本遊戲盤上的棋子來說，是最高的光榮和保護。」,「要求将本游戏盘的全部，都移交给拥有盛名的图书之都。这对本游戏盘上的棋子来说，是最高的光荣和保护。」,"""Le chiediamo di devolvere la totalità di questo campo da gioco all'onorevole Città dei Libri. Facendo in questo modo darà a questa scacchiera e ai suoi pezzi i più grandi onore e protezione immaginabili."""
{f:5:Beatrice},"""And if we refuse?"" ","""And if we refuse?""",[=UP],「嫌だと言ったら？」,[=JP],"""А если мы откажемся?""","""E se recusarmos?""",「要是說不呢？」,「要是说不呢？」,"""E se rifiutassimo?"""
