Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"If you lose a tool, you get in trouble. If no one knows who did it, we all get yelled at, so one of them will probably tell Madam that it was my fault. ","If you lose a tool, you get in trouble. If no one knows who did it, we all get yelled at, so one of them will probably tell Madam that it was my fault."," If you lose a tool, you get in trouble. If no one knows who did it, we all get yelled at, so one of them will probably tell Madam that it was my fault.",道具を無くせば怒られる。誰のせいかわからなければ、連帯責任で怒られるから、彼女らは私がなくしたと奥様に言いつけるだろう。,[=JP],"Потеряешь инструмент — попадёшь в неприятности. Если не будут знать, кто виноват, накричат на всех нас, поэтому одна из них наверняка скажет мадам, что это моя вина.","Quando você perde um utensílio, sempre acaba tendo problemas. Se ninguém souber quem perdeu, todo mundo é repreendido, por isso alguém certamente vai contar à madame que foi minha culpa.",把東西搞丟了就會挨罵。要是不知道是誰的錯的話，那大家都會因連帶責任而挨罵，所以，她們會向太太告狀，說是我搞丟的吧。,把东西搞丢了就会挨骂。要是不知道是谁的错的话，那大家都会因连带责任而挨骂，所以，她们会向太太告状，说是我搞丢的吧。,"Se perdi uno strumento, sei nei guai. Se nessuno sa chi l'ha fatto, veniamo tutti quanti sgridati, quindi una di loro probabilmente dirà a Madame che è colpa mia."
,"Still, it really is my fault that I lost it in the first place. ","Still, it's my fault that I lost it in the first place."," Still, it's my fault that I lost it in the first place.",でも、なくしたのは私のせいだから私が悪い。,[=JP],"Но я и вправду виновата в том, что потеряла его.","Ainda assim, não deixa de ser minha culpa por ter perdido.",不過，把東西搞丟的人是我，所以是得怪我不好。,不过，把东西搞丢的人是我，所以是得怪我不好。,"Tuttavia, è comunque colpa mia visto che l'ho perso."
,"I wonder when I lost it. When, when... ","I wonder when I lost it.{n}When, when......"," I wonder when I lost it. When, when......",いつの間になくしてしまったんだろう。いつの間に、いつの間に……。,いつの間になくしてしまったんだろう。{n}いつの間に、いつの間に……。,"Только когда?{n}Когда же, когда......","Me pergunto quando foi que perdi.{n}Quando, quando......?",是在什麼時候搞丟的呢？{n}什麼時候，什麼時候……。,是在什么时候搞丢的呢？{n}什么时候，什么时候……。,Chissà quando l'ho perso. Quando...
,We cleaned out the entire chapel today. ,We did a big clean of the entire chapel today., We cleaned out the entire chapel today.,今日は礼拝堂の大掃除だった。,[=JP],Сегодня мы убрали всю часовню.,Nós fizemos uma grande faxina na capela inteira hoje.,今天，對禮拜堂做了次大掃除。,今天，对礼拜堂做了次大扫除。,Oggi abbiamo pulito l'intera cappella.
,"The chapel is a large building behind the mansion. However, no one ever goes near it normally. ","The chapel is a large building behind the mansion. However, no one ever goes near it, normally."," The chapel is a large building behind the mansion. However, no one ever goes near it, normally.",礼拝堂は、屋敷の裏手にある大きな建物だ。しかし、普段は誰も近付かない。,[=JP],Часовня — большое здание за особняком. Однако обычно никто и близко к ней не подходит.,"A capela é um grande prédio que fica atrás da mansão. Mas, normalmente, ninguém passa por ela.",禮拜堂是位於大屋後面的很大的一幢建築物。不過，平常任何人都不會靠近。,礼拜堂是位于大屋后面的很大的一幢建筑物。不过，平常任何人都不会靠近。,"La cappella è una grande costruzione dietro la villa. Tuttavia, normalmente nessuno si avvicina ad essa."
,"Even so, we are ordered to clean it a few times each year. ","Even so, we're ordered to clean the chapel a few times each year."," Even so, we are ordered to clean the chapel a few times each year.",そんな礼拝堂も、年に何度か大掃除を命じられる。,[=JP],И всё равно нам приказано несколько раз в год убирать её.,"Mesmo assim, recebemos ordens para limpar a capela algumas vezes por ano.",像這樣的禮拜堂，每年也會被命令進行好幾次大掃除。,像这样的礼拜堂，每年也会被命令进行好几次大扫除。,"Ciononostante, poche volte all'anno ci viene ordinato di pulirla."
,"Kinzo calls it a sacred building, so Natsuhi is very strict about it... ","Kinzo calls it a sacred building, so Natsuhi is very strict about it......"," Kinzo calls it a sacred building, so Natsuhi is very strict about it......",金蔵にとって神聖な建物であるらしく、夏妃は厳しく清掃を命じていた…。,[=JP],"Кинзо называет эту постройку священной, и Нацухи очень строга, когда дело касается часовни......","O Kinzo diz que é um prédio sagrado, por isso a Natsuhi é muito rigorosa sobre isso......",它對金藏來說似乎是幢神聖的建築物，所以夏妃嚴命了要好好打掃…。,它对金藏来说似乎是幢神圣的建筑物，所以夏妃严命了要好好打扫…。,"Kinzo la definisce una costruzione sacra, quindi Natsuhi è molto severa per ciò che riguarda essa..."
,"We'd cleaned every little nook and cranny, from top to bottom. ","We cleaned every little nook and cranny, from top to bottom."," We clean every little nook and cranny, from top to bottom.",細かいところを、上から下まで、奥から隅まで、全て清掃した。,[=JP],"Мы убрали каждый закоулок и каждую щель, от верха до низа.",Nós limpamos cada cantinho de cima a baixo.,對各種邊邊縫縫，從上到下，從裡面到角落，全都進行了清掃。,对各种边边缝缝，从上到下，从里面到角落，全都进行了清扫。,"Puliamo ogni angolo e fessura, da cima a fondo."
,It had taken all day. ,It took all day., It had taken all day.,今日一日掛りだった。,[=JP],На это ушёл весь день.,Demora um dia inteiro.,今天打掃了一整天。,今天打扫了一整天。,Richiede tutto il giorno.
,"I had been in charge of cleaning the window frames, but I had also been given many smaller tasks. ","I'd been put in charge of cleaning the window frames, but I was also given many smaller tasks."," I had been in charge of cleaning the window frames, but I had also been given many smaller tasks.",私は窓枠の清掃も担当だったが、他にも小さな担当をいくつもしていた。,[=JP],"На мне была чистка оконных рам, а также множество мелких заданий.","Me encarregaram da limpeza das molduras das janelas, mas eu também recebo muitas tarefas menores.",雖然我也負責清掃窗框，但我還肩負著別的幾項小工作。,虽然我也负责清扫窗框，但我还肩负着别的几项小工作。,"Io avevo l'incarico di pulire gli infissi delle finestre, ma mi erano stati dati anche molti altri compiti più piccoli."
,"While those small jobs were keeping me busy, I completely forgot about the small broom, and I must've left it lying around somewhere. ","While those small jobs kept me busy, I must have completely forgotten about the small broom......and left it lying around somewhere."," While those small jobs kept me busy, I had completely forgotten the small broom, and I must have left it lying around somewhere.",他の小さな仕事にかまけているうちに、すっかり忘れ、どこかに置きっ放しにしてしまったのだろうか。,[=JP],"Со всей этой мелкой работой я совсем забыла о маленьком венике и, должно быть, оставила его где‐то.","Por causa desses muitos trabalhos menores, eu esqueci completamente sobre a vassourinha......e acabei deixando ela em algum lugar.",是在忙著做其他小工作時，把它給完全忘了，隨便放在了哪麼？,是在忙着做其他小工作时，把它给完全忘了，随便放在了哪么？,"Mentre mi occupavo di quelle piccole mansioni, mi dimenticai completamente lo spolverino, e dovevo averlo lasciato là da qualche parte."
,...I began to hate myself for it. This isn't the first time this has happened. ,......I hate myself for doing this.{n}This isn't the first time this has happened.,......I began to hate myself for it. This isn't the first time this has happened.,……私は、自分で自分が悔しくなる。こういうことは、何もこれが初めてじゃない。,……私は、自分で自分が悔しくなる。{n}こういうことは、何もこれが初めてじゃない。,......Ненавижу.{n}Такое случается далеко не впервые.,......Eu me odeio por fazer isso.{n}Essa não é a primeira vez que isso acontece.,……我對我自己感到懊惱。{n}像這種事，並不是第一次發生了。,……我对我自己感到懊恼。{n}像这种事，并不是第一次发生了。,... Iniziai ad odiarmi per questa cosa. Non era la prima volta che succedeva.
,It happens all the time. ,It happens all the time., It happens all the time.,いつも、いつもなのだ。,[=JP],Так происходит постоянно.,Acontece o tempo todo.,總是，總是這樣。,总是，总是这样。,Accadeva tutte le volte.
,"Every time I set something down, it always disappears. It goes somewhere else. Vanishes. ","Every time I set something down, it always disappears.{n}It goes somewhere else. Vanishes."," Every time I set something down, it always disappears. It goes somewhere else. Vanishes.",私が何かを置くと、いつも物が消える。どこかに行ってしまう。なくなってしまう。,私が何かを置くと、いつも物が消える。{n}どこかに行ってしまう。なくなってしまう。,"Каждый раз, когда я что‐нибудь кладу, оно всегда исчезает.{n}Оказывается в другом месте. Испаряется.","Sempre que largo alguma coisa, ela sempre desaparece.{n}Vai parar em outro lugar. Simplesmente some.",我一把什麼東西放下，東西就會消失。{n}不知去了哪。不知所踪。,我一把什么东西放下，东西就会消失。{n}不知去了哪。不知所踪。,"Ogni volta che posavo qualcosa, spariva sempre. Andava da qualche altra parte. Svaniva."
,"I thought it was probably the witch, {f:5:Beatrice}, pranking me. ",I've come to think that these might be pranks by the witch {f:5:Beatrice}., I've come to think that these might be pranks by the witch Beatrice.,私は、多分これは、魔女ベアトリーチェの悪戯だと思っていた。,[=JP],"Я начинаю думать, что это могут быть шалости ведьмы {f:5:Беатриче}.",Eu já pensei que poderia ser alguma brincadeira da bruxa {f:5:Beatrice}.,我想，這多半是魔女貝阿朵莉切的惡作劇。,我想，这多半是魔女贝阿朵莉切的恶作剧。,Arrivai a pensare che potessero essere gli scherzi della strega Beatrice.
,The ghost of the witch gained power from Rokkenjima's evil spirits and was reborn. ,The ghost of the witch {f:5:Beatrice} borrowed the power of Rokkenjima's evil spirits to become reborn., The ghost of the witch Beatrice borrowed the power of Rokkenjima's evil spirits to become reborn.,魔女ベアトリーチェは、その亡霊が、六軒島の悪霊の力を得て生まれ変わったもの。,[=JP],Призрак ведьмы позаимствовал для возрождения силу злых духов Роккенджимы.,O fantasma da bruxa {f:5:Beatrice} pegou emprestado os poderes dos espíritos malignos de Rokkenjima e renasceu.,魔女貝阿朵莉切，是其亡靈獲得六軒島惡靈的力量，脫胎換骨後的存在。,魔女贝阿朵莉切，是其亡灵获得六轩岛恶灵的力量，脱胎换骨后的存在。,Il fantasma della strega Beatrice prese in prestito i poteri degli spiriti maligni di Rokkenjima per tornare in vita.
,"Until Kumasawa-san told me, I never knew the meaning of the shrine on the rocks by the sea...... ","Until Kumasawa‐san told me, I never knew the meaning of the shrine on the rocks by the sea........."," Until Kumasawa-san told me, I never knew the meaning of the shrine on the rocks by the sea.........",熊沢さんが教えてくれるまで、海岸の岩にある社の意味なんて知らなかった……。,[=JP],"Пока Кумасава не сказала, я не знала о значении святыни на скалах у моря.........","Até a Kumasawa‐san me contar, eu nunca soube sobre o significado do santuário que fica nos rochedos do mar.........",在熊澤婆婆告訴我之前，我全然不知，海邊岩石上那所御社的意義……。,在熊泽婆婆告诉我之前，我全然不知，海边岩石上那所御社的意义……。,"Fino a quando non me lo disse Kumasawa-san, non seppi mai il significato del tempio sulle rocce in mare..."
Clair,"""Kumasawa told an old, old tale, passed down among the local fishermen. Rokkenjima used to be known as Akujikishima, and terrible evil spirits who ate human souls lived there..."" ","""Kumasawa told an old, old tale, passed down among the local fishermen. Rokkenjima used to be known as Akujikijima, and terrible evil spirits who ate human souls lived there......""","""Kumasawa told an old, old tale, passed down among the local fishermen. Rokkenjima used to be known as Akujikishima, and terrible evil spirits who ate human souls lived there......""",「熊沢が語りしは漁師たちの間に語り継がれし、古き古き物語。かつて六軒島は悪食島と呼ばれ、人の魂を喰らう恐ろしい悪霊が住んでいたと伝える物語……。」,「熊沢が語りしは漁師たちの間に語り継がれし、古き古き物語。かつて六軒島は悪食島と呼ばれ、人の魂を喰らう恐ろしい悪霊が住んでいたと伝える物語……」,"""Кумасава рассказала старую‐престарую историю, передающуюся среди местных рыбаков. Роккенджима был известен как Акуджикишима, и там жили устрашающие злые духи, пожирающие людские души......""","""Kumasawa contou uma história muito antiga, que era passada entre os pescadores locais. Rokkenjima constumava ser conhecida como Akujikijima, e terríveis espíritos malignos devoradores de almas humanas a habitavam......""",「熊澤所講述的是，漁民們之間代代相傳的，十分古老的故事。往昔，六軒島曾被稱為惡食島，傳說島上住著吃人靈魂的可怕惡靈的故事……」,「熊泽所讲述的是，渔民们之间代代相传的，十分古老的故事。往昔，六轩岛曾被称为恶食岛，传说岛上住着吃人灵魂的可怕恶灵的故事……」,"""Kumasawa mi raccontò una vecchia, vecchia storia, tramandata fra i pescatori locali. Rokkenjima era conosciuta come Akujikishima, e lì vivevano terribili spiriti maligni che divoravano le anime umane..."""
Zepar,"""Hey, Kumasawa! Let us hear too!"" ","""Hey, Kumasawa! Let us hear too!""",[=UP],「ねぇ、熊沢！　僕たちにも聞かせてよ！」,[=JP],"""Эй, Кумасава! Расскажи и нам!""","""Ei, Kumasawa! Conte para nós também!""",「喂，熊澤！也講給我們聽聽吧！」,「喂，熊泽！也讲给我们听听吧！」,"""Ehi, Kumasawa! Falla sentire anche a noi!"""
Furfur,"""Tell us the scary, scary tale of Rokkenjima's evil spirits!"" ","""Tell us the scary, scary tale of Rokkenjima's evil spirits!""",[=UP],「恐ろしい恐ろしい、六軒島の悪霊の物語を！」,[=JP],"""Расскажи нам страшную‐престрашную историю о злых духах Роккенджимы!""","""Conte para nós essa história superassustadora sobre os espíritos malignos de Rokkenjima!""",「好可怕好可怕的，六軒島惡靈的故事！」,「好可怕好可怕的，六轩岛恶灵的故事！」,"""Raccontaci la spaventosa, spaventosa storia degli spiriti malvagi di Rokkenjima!"""
Kumasawa Chiyo,"""Hohoho, very well, very well. Rokkenjima was once called Azukishima. However, even deeper in the distant past, it was known as Akujikishima. It was rumored that sailors who went too near the island were dragged down to the bottom of the sea and had their souls eaten. ","""Hoh‐hoh‐ho, very well, very well. Rokkenjima used to be called Azukijima. However, even deeper in the distant past, it was known as Akujikijima. It was rumored that sailors who got too near the island were dragged down to the bottom of the sea and had their souls eaten.""","""Hohoho, very well, very well. Rokkenjima used to be called Azukishima. However, even deeper in the distant past, it was known as Akujikishima. It was rumored that sailors who got too near the island were dragged down to the bottom of the sea and had their souls eaten. ",「ほっほっほ、いいですともいいですとも。六軒島はかつては、小豆島という名でした。でももっと大昔の呼び名は、悪食島でした。島に近寄る船乗りを海の底に引き摺り込んで魂を喰らうと噂されておりまして。,「ほっほっほ、いいですともいいですとも。六軒島はかつては、小豆島という名でした。でももっと大昔の呼び名は、悪食島でした。島に近寄る船乗りを海の底に引き摺り込んで魂を喰らうと噂されておりまして」,"""Хо‐хо‐хо, ладно, ладно. Раньше Роккенджиму называли Азукишимой. Однако в далёком прошлом он был известен как Акуджикишима. Ходили слухи, что они затягивали моряков, приближавшихся слишком близко к острову, на дно моря и пожирали их души.""","""Hoh‐hoh‐ho, pois bem, muito bem. Rokkenjima costumava ser chamada de Azukijima. Mas, em um passado muito distante, também foi conhecida como Akujikijima. Rumores diziam que os marinheiros que chegavam muito perto eram puxados para o fundo do oceano e tinham suas almas devoradas.""",「嚯嚯嚯，當然可以當然可以。六軒島以前的名字是小豆島。不過，在更久更久以前，它的通稱是，惡食島。曾有傳言，島上有惡靈把靠近島的船拽入海底，吃人的靈魂。」,「嚯嚯嚯，当然可以当然可以。六轩岛以前的名字是小豆岛。不过，在更久更久以前，它的通称是，恶食岛。曾有传言，岛上有恶灵把靠近岛的船拽入海底，吃人的灵魂。」,"""Hohoho, molto bene, molto bene. Rokkenjima veniva chiamata Azukishima. Tuttavia, in un passato ancora più lontano, era conosciuta come Akujikishima. {n}Si vociferava che i marinai che si avvicinavano troppo all'isola venissero trascinati nella profondità del mare e venisse divorata la loro anima."
Kumasawa Chiyo,"...Yes, frightening spirits such as those do exist on this island. Hohohoho."" ","""......Those frightening spirits do exist on this island, you know? Hoh‐hoh‐hoh‐ho.""","......Those frightening spirits do exist on this island, you know? Hohohoho.""",……そんな恐ろしい悪霊が、この島にいるんでございますよぅ？　ほっほっほっほ。」,「……そんな恐ろしい悪霊が、この島にいるんでございますよぅ？　ほっほっほっほ」,"""......Знаете, эти пугающие духи обитают на острове и по сей день. Хо‐хо‐хо.""","""......Aqueles espíritos assustadores existiam mesmo na ilha, sabiam? Hoh‐hoh‐hoh‐ho.""",「……這可怕的惡靈，就住在這個島上喲？嚯嚯嚯嚯。」,「……这可怕的恶灵，就住在这个岛上哟？嚯嚯嚯嚯。」,"... Quegli spiriti spaventosi esistono davvero su quest'isola, lo sapevate? Hohohoho."""
Clair,"""It was Kumasawa's favorite ghost story. Every new servant who came to the island heard about it. ......Such stories are usually laughed off, but when stormy nights visited Rokkenjima, bringing an eerie howling to that lonely island where nothing exists except the Ushiromiya mansion, everyone would listen meekly."" ","""It was Kumasawa's favorite ghost story. Every new servant who came to the island heard about it. .........Normally, such a story would be laughed away; however, on Rokkenjima, an island home to nothing but the Rokkenjima mansion, which rumbled with eerie thunder on stormy nights, people listened to the story with unusual respect.""","""It was Kumasawa's favorite ghost story. Every new servant who came to the island heard about it. .........Though such a story could usually be laughed off, on the night of a violent storm on Rokkenjima, that island where nothing exists except the Ushiromiya mansion, everyone would listen meekly.""",「それは熊沢の好む定番の怪談。新しい使用人がやって来る度に聞かせる、お約束の怪談。………普段ならば下らないと笑い捨てられるそれも、右代宮家の屋敷以外に何も存在せず、嵐の夜には不気味な唸りを聞かせる、この寂しい六軒島では、誰もが神妙に耳を傾けるのだった。」,「それは熊沢の好む定番の怪談。新しい使用人がやって来る度に聞かせる、お約束の怪談。………普段ならば下らないと笑い捨てられるそれも、右代宮家の屋敷以外に何も存在せず、嵐の夜には不気味な唸りを聞かせる、この寂しい六軒島では、誰もが神妙に耳を傾けるのだった」,"""Это была любимая страшилка Кумасавы. О ней слышал каждый новый слуга, приезжающий на остров. .........Хотя обычно подобная история могла показаться смехотворной, ночью в яростный шторм, на Роккенджиме, где был лишь особняк Уширомия, все послушно слушали.""","""Era a história de fantasmas favorita da Kumasawa. Todo serviçal novo que chegava na ilha ouvia sobre ela. .........Normalmente, uma história assim seria motivo de piada, porém, em Rokkenjima, uma ilha na qual a única habitação era a mansão de Rokkenjima, nas noites de tempestade, quando ominosos trovões retumbavam, as pessoas davam ouvidos à história, com um respeito incomum.""",「這是熊澤喜歡的經典怪談。每當有新傭人來時，都會講給他們聽的，已成慣例的怪談。………在平時會被人心想“無聊”地一笑了之的這個，也是只要換成，身處除右代宮家的宅邸外什麼都沒有的，會在暴風雨之夜聽到陰氣森森的低吟聲的，這個孤寂的六軒島上，就誰都會乖乖地豎耳傾聽。」,「这是熊泽喜欢的经典怪谈。每当有新佣人来时，都会讲给他们听的，已成惯例的怪谈。………在平时会被人心想“无聊”地一笑了之的这个，也是只要换成，身处除右代宫家的宅邸外什么都没有的，会在暴风雨之夜听到阴气森森的低吟声的，这个孤寂的六轩岛上，就谁都会乖乖地竖耳倾听。」,"""Era la storia di fantasmi preferita da Kumasawa. Ogni nuovo domestico che arrivava sull'isola la sentiva. ... Nonostante di solito si sarebbe riso di una simile storia, nella notte di una violenta tempesta su Rokkenjima, quell'isola dove non esiste niente eccetto la villa Ushiromiya, tutti quanti ascoltavano docilmente."""
Furfur,"""The shrine by the coast was there to seal the evil spirits away!"" ","""So the shrine by the coast is there to seal evil spirits away!""","""The shrine by the coast was there to seal the evil spirits away!""",「あの海岸の社は、悪霊を封じ込めるためだったのね！」,[=JP],"""Святыня у побережья была нужна чтобы усмирить злых духов!""","""Por isso o santuário na costa está lá para selar os espíritos malignos!""",「那座海邊的御社，就是為了封住惡靈吧！」,「那座海边的御社，就是为了封住恶灵吧！」,"""Il tempio sulla costa era lì per allontanare gli spiriti maligni!"""
Zepar,"""And the Master had that creepy occult hobby!"" ","""And the Master has that weird occult hobby, too!""","""And the Master had that eerie occult hobby!""",「お館様も薄気味悪いオカルト趣味をお持ちだし！」,[=JP],"""А Господин увлёкся жутким оккультизмом!""","""E o Mestre também tem aquele hobby ocultista estranho!""",「再加上，老爺也有著令人心裡發毛的神秘學愛好！」,「再加上，老爷也有着令人心里发毛的神秘学爱好！」,"""E il Padrone aveva quel pauroso hobby dell'occulto!"""
Furfur,"""And the mansion was so spooky, it was easy to picture something hiding in the shadows!"" ","""And the mansion is so creepy, something must be lurking around somewhere!""","""And the mansion was so creepy, something must have been lurking around somewhere!""",「お屋敷も薄気味悪くて、何かが潜んでそう！」,[=JP],"""И особняк такой жуткий, что там наверняка притаилось нечто!""","""E a mansão é muito sinistra! Certo que tem algo espreitando por aí!""",「大屋也陰氣森森的，搞不好躲著什麼！」,「大屋也阴气森森的，搞不好躲着什么！」,"""E la villa era così spaventosa, sicuramente qualcosa si cela da qualche parte!"""
