Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"Gyah, dammit! Is being scared of planes really such a big deal? Everyone obviously thinks I'm a big oaf now... Tch! ","Gyah, dammit! Is being scared of planes really such a big deal?{n}Everyone obviously thinks I'm a big oaf now... Tch!",[=ST],畜生畜生！　飛行機が苦手なのがそんなに悪いかよ。みんなが俺のことをウドの大木とか思ってるのが丸わかりだぜ…。ちぇ！,畜生畜生！　飛行機が苦手なのがそんなに悪いかよ。{n}みんなが俺のことをウドの大木とか思ってるのが丸わかりだぜ…。ちぇ！,"А‐а‐а, чёрт подери! Неужели боязнь самолётов — настолько серьёзный недостаток?{n}Ну, теперь все точно считают меня большущим олухом... Тц!","Gyah, merda! Ter medo de aviões é tão sério assim?{n}Todos devem estar pensando que eu sou um grande idiota agora... Tch!","Gyah, chết tiệt! Mà sợ máy bay thì có gì to tát chứ?{n}Giờ chắc ai cũng nghĩ tôi là thằng hề hết rồi... Chậc!",可惡可惡！怕坐飛機有這麼好笑嗎？{n}我算是全明白了，大家都把我當成傻大個…切！,可恶可恶！怕坐飞机有这么好笑吗？{n}我算是全明白了，大家都把我当成傻大个…切！,Sialan! Apakah takut naik pesawat benar-benar hal yang memalukan?{n}Pasti semua orang menganggapku pecundang sekarang... Tch!,"Gyah, dannazione! Davvero è così sbagliato essere spaventati dagli aerei? {n}Ho capito perfettamente che tutti stanno pensando che io sia un completo idiota... Tch!","Accidenti a me! Era così sbagliato non gradire di stare in aereo? Ora sapevo benissimo che tutti pensavano io fossi grande e grosso, ma giuggiolone... Tsk!","Ahh, kahretsin! Uçaklardan korkmak bu kadar komik bir şey mi?{n}Belli ki herkes benim koca bir hödük olduğumu düşünüyor... Tch!"
,"We split up and took separate taxis from the airport to the harbor. From there on, we would be taking a boat to the island. ","We split up and took separate taxis from the airport to the harbor.{n}From there on, we would be taking a boat to the island.","We split up and took separate taxis from the airport to the harbor. From there on, we would be taking a boat to the island.",空港からタクシーに分乗し、俺たちは港にやって来た。ここから船で島まで向かうのだ。,空港からタクシーに分乗し、俺たちは港にやって来た。{n}ここから船で島まで向かうのだ。,Мы разделились и взяли отдельные такси из аэропорта до гавани.{n}Оттуда мы отправимся на остров на судне.,"Nós nos dividimos e pegamos diferentes táxis do aeroporto para irmos até o porto. Daqui, nós pegaremos um barco até a ilha.","Chúng tôi chia ra đi taxi từ sân bay ra bến cảng.{n}Từ đó, chúng tôi sẽ đi thuyền ra đảo.",我們從機場分乘出租車，來到了港口。{n}要從這裡坐船去六軒島。,我们从机场分乘出租车，来到了港口。{n}要从这里坐船去六轩岛。,"Kami berpisah dan naik taksi terpisah dari bandara ke pelabuhan.{n}Dari sana, kami akan naik kapal ke pulau.","Ci dividemmo e prendemmo taxi separati dall'aeroporto, e arrivammo al porto. Da qui in poi, andremo all'isola con la barca.","Ciascuna famiglia prese dall'aeroporto un suo rispettivo taxi, e arrivammo al porto. Da qui in poi, prendemmo un battello per l'isola.",Ayrıldık ve havaalanından limana kadar ayrı taksilere bindik.{n}Oradan da bir tekneye binip adaya geçecektik.
,"The islands are right next to each other, so the distance of the trip wasn't that great. By boat, it was a leisurely 30 minutes to the island. ","The islands are right next to each other, so it's not that far.{n}It would be a leisurely thirty minutes by boat."," The islands are right next to each other, so the distance of the trip wasn't that great. By boat, it was a leisurely 30 minutes to the island.",すぐ隣の島だから大した距離じゃない。船でのんびり３０分くらいってとこだ。,すぐ隣の島だから大した距離じゃない。{n}船でのんびり３０分くらいってとこだ。,"Острова находятся напротив друг друга, поэтому плыть не так далеко.{n}30 неторопливых минут на воде.","As ilhas ficam próximas, então não vai demorar.{n}Vai ser um passeio de trinta minutos de barco.","Các đảo ở rất gần nhau, nên cũng không xa mấy.{n}Đi thuyền thong thả tầm ba mươi phút là tới.",因為是很近的島，所以總共也沒有多少距離。{n}船就算慢慢開，也只需要三十分鐘左右。,因为是很近的岛，所以总共也没有多少距离。{n}船就算慢慢开，也只需要三十分钟左右。,"Pulau-pulau itu berdekatan, jadi tidak terlalu jauh.{n}Perjalanan dengan kapal akan memakan waktu sekitar tiga puluh menit dengan santai.","Visto che l'isola è molto vicina, non è questa grande distanza. Con la barca, senza fretta sono 30 minuti per l'isola.","Visto che le isole sono molto vicine, la distanza non è così ampia. In barca, ci si mette circa 30 minuti, in puro relax.","Adalar hemen yan yana, yani o kadar da uzak değil.{n}Tekneyle rahat bir otuz dakika sürecekti."
,"When we reached the pier where the boat to the island was anchored, we saw a figure waving at us. ","As we arrived at the pier where the boat to the island was anchored, we saw a silhouette waving its hand."," After going to the pier where the boat to the island is anchored, we saw a silhouette waving its hand.",島へ向かう船が停泊している埠頭へ行くと、手を振っている人影が見えた。,[=JP],"Придя на причал, где стояло на якоре судно, мы увидели машущий нам рукой силуэт.","Ao chegarmos ao porto, onde o barco para ilha estava ancorado, vimos uma silhueta acenando.","Khi chúng tôi đến bến cảng nơi con thuyền đang neo đậu, một bóng người vẫy tay chào xuất hiện.",當我們朝停著船的碼頭走去的時候，看到船邊正有人揮著手。,当我们朝停着船的码头走去的时候，看到船边正有人挥着手。,"Saat tiba di dermaga tempat kapal ke pulau berlabuh, kami melihat siluet seseorang melambaikan tangan.","Arrivati al molo dove la barca per l'isola era ancorata al fondo, vedemmo una persona agitare la mano.","Arrivati al molo, dove era ancorato il battello diretto per l'isola, vedemmo una sagoma agitare la mano.",Adaya giden teknenin demirlediği iskeleye vardığımızda elini sallayan bir siluet gördük.
Ushiromiya Jessica,"""George nii-saaan! It's been so frickin' long!!"" ","""George nii‐saaan! It's been so frickin' long!!""","""George nii-saaan! It's been so frickin' long!!""",「譲治兄さんー！　お久しぶりだぜー！！」,[=JP],"""Джордж нии‐са‐а‐ан! Офигеть, как давно не виделись!!!""","""George nii‐saaan! Já faz tanto tempo!!""","""A, anh George ơiii! Lâu lắm rồi anh em mình đếch gặp nhau!!""",「讓治哥——！好久不見嘞——！！」,「让治哥——！好久不见嘞——！！」,"""George nii‐saaan! Lama sekali tidak bertemu!!""","""George nii-saaan! È passato un casino di tempo!!""","""Cugino George! È passato un botto di tempo!!""","""George nii-saaan! Çok uzun zaman oldu!"""
Ushiromiya George,"""Ah, Jessica-chan, it's been a year since I saw you! You've gotten taller again, haven't you?"" ","""Ah, Jessica‐chan, it's been a year since I saw you! You've gotten taller again, haven't you?""","""Ah, Jessica-chan, it's been a year since I saw you! You've gotten taller again, haven't you?""",「やぁ、朱志香ちゃん、１年ぶりだね！　背、また伸びたんじゃないかい？」,[=JP],"""Ах, Джессика‐чан, мы не виделись целый год! Ты снова подросла, не так ли?""","""Oh, Jessica‐chan, já faz um ano desde a última vez que nos vimos! Você ficou mais alta, não?""","""A, là Jessica, cũng phải một năm rồi anh em mình mới gặp lại nhau nhỉ! Em lại cao thêm nữa rồi, có phải không?""",「呀，朱志香，有一年沒見了呢！又長高了吧？」,「呀，朱志香，有一年没见了呢！又长高了吧？」,"""Ah, Jessica‐chan, sudah setahun sejak terakhir bertemu! Kau bertambah tinggi lagi, ya?""","""Ah, Jessica-chan, è passato un anno dall'ultima volta! Sei diventata ancora più alta, vero?""","""Ah, Jessica-chan, non ci si vede da un anno! Sei diventata ancora più alta, eh?""","""Ah, Jessica-chan, seni görmeyeli bir yıl oldu! Yine uzamışsın, değil mi?"""
Ushiromiya Jessica,"""Kyah-haha, don't gimme that, it's embarrassing when you say it every year!"" ","""Kyahaha, don't gimme that, it's embarrassing hearing that every year!""","""Kyah-haha, don't gimme that, it's embarrassing when you say that every year!""",「きゃっはは、よしてくれよー、毎年言われんのは恥ずかしいぜ！」,[=JP],"""Кья‐ха‐ха, да хорош, так неловко каждый год это слышать!""","""Kyahaha, não fale isso, é embaraçoso ouvir isso todos os anos!""","""Kyahaha, đừng nói mấy câu đấy nữa, năm nào cũng nghe thì ngại lắm!""",「呀哈哈，饒了我吧，每年都被這麼說羞死嘞！」,「呀哈哈，饶了我吧，每年都被这么说羞死嘞！」,"""Kyahaha, jangan begitu, memalukan mendengarnya setiap tahun!""","""Kyah-haha, non dirmelo, lo fai ogni anno, è imbarazzante!""","""Kyahahah, finiscila! Me lo dici ogni anno, è imbarazzante!""","""Kyahaha, bana bunu söyleme, her yıl bunu duymak utanç verici!"""
Ushiromiya Battler,"""......H-Hey, Aniki, you've gotta be kidding me. Is that really Jessica?!"" ","""......H‐hey, Aniki, you've gotta be kidding me. That's really Jessica?!""","""......H, hey, Aniki, you've gotta be kidding me. That's really Jessica?!""",「……お、おいおい兄貴、ウソだろ。こいつが本当に朱志香なのかよ！」,[=JP],"""......Э‐эй, Аники, да ты шутишь. Это правда Джессика?!""","""......E‐Ei, aniki, você só pode estar brincando. Essa é mesmo a Jessica?!""","""......N-này, anh George ơi, anh đùa em đấy à. Đấy thực sự là chị Jessica sao?!""",「……喂、喂喂大哥，騙人的吧。這傢伙真的是朱志香？！」,「……喂、喂喂大哥，骗人的吧。这家伙真的是朱志香？！」,"""......H‐hei, Aniki, kau pasti bercanda. Itu benar-benar Jessica?!""","""... E-Ehi, Aniki, mi stai prendendo in giro. È davvero Jessica?!""","""...E-Ehi, fratellone, ma è assurdo. Questa è davvero Jessica?!""","""......H-Hey, Aniki, şaka yapıyor olmalısın. Bu gerçekten Jessica mı?!"""
Ushiromiya Jessica,"""Wait a sec, George... Is this big guy... Battler?!"" ","""Wait a sec, George nii‐san... This massive beast...is Battler?!""","""Wait a sec, George nii-san... This big guy, ...is Battler?!""",「ってことは譲治兄さん…。このデカブツ、…戦人なのかよ？！」,[=JP],"""Секундочку, Джордж нии‐сан... Этот здоровяк... Баттлер?!""","""Espera um segundo, George nii‐san... Essa besta enorme...é o Battler?!""","""Khoan đã, anh George... Cái tên to cao này là...là Battler hả?!""",「也就是說讓治哥…這大塊頭是，…戰人？！」,「也就是说让治哥…这大块头是，…战人？！」,"""Tunggu sebentar, George nii‐san... Makhluk besar ini...adalah Battler?!""","""Aspetta un attimo, George nii-san... questo ragazzone... è Battler?!""","""Aspetta un secondo, cugino George... Questo bestione... è Battler?!""","""Bekle bir saniye, George nii-san... Bu devasa canavar...Battler mı?!"""
,We both stared at each other. ,We both stared each other down.,[=UP],お互い、まじまじと相手を観察し合う。,[=JP],Мы уставились друг на друга.,Nós dois ficamos nos encarando.,Hai đứa tôi trừng mắt nhìn nhau.,我們互相仔仔細細地上下打量了一番。,我们互相仔仔细细地上下打量了一番。,Kami saling menatap.,Ci scrutammo entrambi da capo a piedi.,Ci scrutammo entrambi da capo a piedi...,İkimiz de birbirimize baktık.
,"...She definitely didn't look like that in my memories, but I do remember her {c:86EF9C:crazy way of talking}. ","...She definitely didn't look this grown‐up in my memories, but I do remember her {c:86EF9C:crazy way of talking}.","...She definitely didn't look like that in my memories, but I do remember her {c:86EF9C:crazy way of talking}.",…俺の記憶の中にこんな姉ちゃんの姿はないが、このひでぇ言葉遣いははっきり残っていた。,[=JP],"...Она определённо не выглядела такой взрослой в моих воспоминаниях, но её {c:86EF9C:ненормальную манеру речи} я не забыл.","...Ela não parecia desse tamanho pelas memórias que eu tenho dela, mas eu me lembro desse {c:86EF9C:jeito maluco de falar} dela.","...Chị ấy trông chững chạc hơn nhiều so với những gì tôi nhớ, nhưng cái kiểu {c:86EF9C:nói chuyện bốc đồng} ấy thì tôi vẫn không tài nào quên được.",…在我的記憶中可沒有長成這樣的大姐姐，不過這種獨特的說話方式我倒記得清清楚楚。,…在我的记忆中可没有长成这样的大姐姐，不过这种独特的说话方式我倒记得清清楚楚。,"...Dia tidak terlihat segini dewasa dalam ingatanku, tapi aku ingat {c:86EF9C:cara bicaranya yang aneh}.","... Non ricordavo avesse questo aspetto, ma ricordavo sicuramente il suo {c:86EF9C:orribile linguaggio}.","Di aspetto non coincideva alla cugina che mi ricordavo, ma il suo {c:86EF9C:linguaggio scurrile} era inconfondibile.","...Anılarımda kesinlikle bu kadar yetişkin görünmüyordu, ama {c:86EF9C:çılgın konuşma tarzı}nı hatırlıyorum."
