Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"The key phrase matched. ...It was the Golden Witch, {f:5:Beatrice}...! ","The symbols matched. ......The Golden Witch, {f:5:Beatrice}...!"," This symbol matched.......The Golden Witch, Beatrice...!",記号が合致する。……黄金の魔女、ベアトリーチェ…！,[=JP],Этот символ соответствовал. ......Золотая Ведьма {f:5:Беатриче}!..,"Os símbolos combinavam. ......A Bruxa Dourada, {f:5:Beatrice}...!",對上號了。……就是那黃金的魔女，貝阿朵莉切…！,对上号了。……就是那黄金的魔女，贝阿朵莉切…！,"Questo simbolo corrisponde. ... La Strega Dorata, Beatrice...!","Il quadro combaciava... Era stata {f:5:Beatrice}, la Strega Dorata...!","Anahtar kelimeler eşleşti. ......Altın Cadı, {f:5:Beatrice}...!"
Ushiromiya Rosa,"""Wh-What about Maria?! She should be sleeping with her cousins, right? Did you check?!"" ","""Wh‐what about Maria?! That kid should be sleeping with her cousins, right? Did you check?!""","""Wh, what about Maria?! That kid should be sleeping with her cousins, right? Did you check?!""",「ま、真里亞は？！　あの子、いとこたちと一緒に寝てるはずよね？　確認した？！」,[=JP],"""Чт‐что с Марией?! Этот ребёнок должен был спать со своими кузенами и кузиной, верно? Вы проверяли?!""","""E‐E quanto à Maria?! Aquela criança deveria estar dormindo com seus primos, certo? Você checou?!""",「真、真里亞呢？！她應該是和堂哥堂姐們睡在一起的吧？有去確認過嗎？！」,「真、真里亚呢？！她应该是和堂哥堂姐们睡在一起的吧？有去确认过吗？！」,"""C-Che mi dite di Maria?! Quella ragazzina dovrebbe essere addormentata con i suoi cugini, giusto? Avete controllato?!""","""E-E Maria?! Dovrebbe star dormendo con i suoi cugini, giusto? Avete controllato?!""","""M-Maria nerede?! O, kuzenleriyle uyuyor olmalı, değil mi? Kontrol ettiniz mi?!"""
Ronoue Genji,"""...My apologies. We just now realized that Maria-sama's name was written here. ...We still have not checked. Quickly-"" ","""......My apologies. We just now realized that Maria‐sama's name was written here. ...We still have not checked. I shall―""","""......My apologies. We just now realized that Maria-sama's name was written here. ...We still have not checked. Quickly-""",「……申し訳ございません。真里亞さまのお名前が書かれていたことには、今気付きましたもので。…まだ確認しておりません。至急、」,[=JP],"""......Мои извинения. Мы только сейчас поняли, что здесь указано имя Марии‐сама. ...Мы ещё не смотрели. Скорее...""",""".....Minhas desculpas. Acabamos de perceber que o nome da Maria‐sama estava escrito aqui. ...Ainda não checamos. Devo―""",「……非常抱歉。真里亞小姐的名字被寫在上面，是剛剛才發現的。…因此還沒有去看過。我會立刻…」,「……非常抱歉。真里亚小姐的名字被写在上面，是刚刚才发现的。…因此还没有去看过。我会立刻…」,"""... Le mie scuse. Abbiamo realizzato solo ora che il nome di Maria-sama era scritto qui. ... Non abbiamo ancora controllato. Presto-""","""...Siamo desolati. Soltanto adesso ci siamo resi conto che vi era scritto il nome della signorina Maria. Non abbiamo ancora controllato. Ci appresteremo―""","""......Özür dilerim. Maria-sama'nın adının burada yazılı olduğunu şimdi fark ettik. ...Henüz kontrol etmedik. Ben—"""
Ushiromiya Rosa,"""What are you doing?!! I'll go check on Maria and come back! Tell Krauss nii-san and the rest too. After that, follow their instructions!"" ","""What are you doing?!! I'll go check on Maria and come back! Also, inform Krauss nii‐san and the rest. Receive their instructions on how to proceed!""","""What are you doing?!! I'll go check on Maria and come back! Then, I'll tell Krauss nii-san and the rest. After that, we'll follow their instructions!""",「何やってんのよッ！！　私は真里亞の様子を見てきます！　それから、蔵臼兄さんたちにも知らせて。以後の対応の指示を受けて！」,[=JP],"""Вы что делаете?!! Я пойду, проверю Марию и вернусь! Потом я сообщу Крауссу нии‐сану и всем остальным. После этого мы последуем их указаниям!""","""O que você está fazendo?! Vou ver Maria e já volto! Informe o Krauss nii‐san e o resto também. Receba as instruções deles em como proceder!""",「在搞什麼呢！！我去看看真里亞！還有，把這件事也去通知給藏臼哥他們。去聽哥他們指示接下來該怎麼處理！」,「在搞什么呢！！我去看看真里亚！还有，把这件事也去通知给藏臼哥他们。去听哥他们指示接下来该怎么处理！」,"""Cosa state facendo?!! Andrò io a controllare Maria e poi tornerò indietro! {n}Poi, lo dirò a Krauss nii-san e agli altri. Dopo, noi seguiremo le loro direttive!""","""Che state facendo?!! Andrò io a vedere come sta Maria! Dopodiché, informerò mio fratello Klaus e gli altri. Riceveremo istruzioni su cosa fare dopo!""","""Ne yapıyorsunuz?!! Ben Maria'yı kontrol edip geleceğim! Ayrıca, Krauss nii-san ve diğerlerini de bilgilendir. Ne yapılacağına dair talimatları alın!"""
,"...After saying that much, Rosa finally noticed that something was odd. ","...After saying that much, Rosa finally noticed that something was out of place.","...After saying that much, Rosa finally noticed a feeling of discomfort.",…楼座はそこまで言ってから、ようやく違和感に気付く。,[=JP],"Выпалив всё это, Роза наконец ощутила чувство дискомфорта.","...Depois de dizer aquilo, Rosa finalmente notou que algo estava fora do lugar.",…樓座把話說到這份上，總算是感到了哪裡不對勁。,…楼座把话说到这份上，总算是感到了哪里不对劲。,"... Dopo averlo detto, Rosa finalmente notò una sensazione di sconforto.","...Dopo aver parlato fino ad allora, Rosa sentì man mano su di sé una sensazione di sconforto.","...Bu kadarını söyledikten sonra, Rosa nihayet bir şeylerin yolunda gitmediğini fark etti."
,Her own rank in this family conference was the lowest of the four siblings. ,Her own rank within this family conference was the lowest of the four siblings., Her own rank of this family conference was the lowest of the four siblings.,この親族会議における自分の序列は、４兄弟の末席だ。,[=JP],Её статус на этом собрании семьи был ниже её братьев и сестры.,A própria posição dela dentro da conferência familiar era a mais baixa dos quatro irmãos.,自己在親族會議裡的序列，是排在四兄妹的末席。,自己在亲族会议里的序列，是排在四兄妹的末席。,Il suo grado in questa conferenza di famiglia era il più basso dei quattro fratelli.,"Nell'ambito della riunione di famiglia, tra i quattro fratelli lei era nella posizione più bassa della gerarchia...",Bu aile konferansında kendi rütbesi dört kardeş arasında en düşük olanıydı.
,"...Why had she been the only one called during an abnormal situation like this, when the other siblings hadn't been? ","......In an abnormal situation like this, why had she been the only one called, when the other siblings hadn't?","......Why was she the only one called in an abnormal situation like this, when the other siblings hadn't been called?",……このような異常事態が起こって、どうして自分だけが呼び出されて、他の兄弟たちは呼び出されないのか。,[=JP],"......Почему её единственную вовлекли в подобную ненормальную ситуацию, тогда как братьев и сестру даже не позвали?","......Em uma situação anormal como esta, por que ela havia sido a única chamada, diferente dos outros irmãos?",……發生了此等異常事態，為什麼只把自己叫了出來，而沒去叫其他兄妹們來呢？,……发生了此等异常事态，为什么只把自己叫了出来，而没去叫其他兄妹们来呢？,"... Perché è stata lei l'unica ad essere chiamata in una situazione anormale come questa, quando gli altri fratelli non sono stati chiamati?","Perché, in una situazione anormale come quella, era stata lei la sola a venire chiamata al posto degli altri fratelli?","......Böyle anormal bir durumda, diğer kardeşler çağrılmazken neden sadece kendisi çağrılmıştı?"
,...Even if Maria's name had popped up. ,...Even if Maria's name had popped up.,[=UP],…仮に真里亞の名があったとしても。,[=JP],...Пусть здесь даже неожиданно оказалось замешано имя Марии.,...Mesmo se o nome de Maria tivesse surgido.,…就算上面有個真里亞的名字，也理應……。,…就算上面有个真里亚的名字，也理应……。,... Anche se era spuntato fuori il nome di Maria.,E questo valeva anche se si contava la presenza del nome di Maria.,...Maria'nın adı burada geçse bile.
Ushiromiya Rosa,"""Could it be...huh? ...What?!"" ","""Don't tell me......huh? ......What...?!""","""Could it be, ......huh? ......Huh?!""",「まさか、……え？　……え？！」,[=JP],"""Может быть, это... а? Что?!""","""Não me diga......quê? ......O quê...?!""",「難道，……哎？……哎？！」,「难道，……哎？……哎？！」,"""Potrebbe essere... huh? ... Huh?!""","""Non ditemi che... Eh...? Eh?!""","""Sakın bana......heh? ......Ne...?!"""
Gohda Toshiro,"""...Y-Yes. We tried to contact Krauss-sama, ...but we couldn't find him..."" ","""......Ye‐yes. We tried to contact Krauss‐sama, ...but could not find him...""","""......Y, yes. We tried to contact Krauss-sama, ...but could not find him...""",「……は、はい。旦那様にご連絡申し上げようとしたのですが、…お姿が見当たらず…。」,「……は、はい。旦那様にご連絡申し上げようとしたのですが、…お姿が見当たらず…」,"""......Д‐да. Мы пытались связаться с Крауссом‐сама... но не смогли найти его...""","""......Si‐Sim. Tentamos contatar o patrão, ...mas não conseguimos encontrá‐lo...""",「……那、那個。我們是有想去聯絡主人的，…可是我們找不到人…」,「……那、那个。我们是有想去联络主人的，…可是我们找不到人…」,"""... S-Sì. Abbiamo provato a contattare Krauss-sama... ma non siamo riusciti a trovarlo...""","""...S-Sì. Abbiamo tentato di contattare il monsieur, ma... non siamo riusciti a trovarlo...""","""......Ev-Evet. Krauss-sama'ya ulaşmaya çalıştık, ...ama onu bulamadık..."""
Shannon,"""And Madam was not in her room. ...Judging by the condition of the sheets, she might not have returned to her bed at all last night."" ","""And Madam was not in her room. ...Judging by the condition of the sheets, she may not have returned to her bed at all last night.""","""And Madam was not in her room. ...Judging by the condition of the sheets, maybe she didn't return to her bed at all last night.""",「奥様もお部屋におられません。…シーツの様子からすると、昨夜はベッドに戻られていないのかもしれません。」,「奥様もお部屋におられません。…シーツの様子からすると、昨夜はベッドに戻られていないのかもしれません」,"""И мадам не оказалось в своей комнате. ...Судя по нетронутой кровати, вполне возможно, что она вообще не ложилась спать в своей комнате вчера ночью.""","""E a madame não estava em seu quarto. ...Julgando pela condição de seus lençóis, é bem possível que ela não tenha retornado à cama dela na noite passada.""",「太太也不在房間裡。…從床單的樣子來看，太太昨晚可能沒有上過床。」,「太太也不在房间里。…从床单的样子来看，太太昨晚可能没有上过床。」,"""E Madame non era nella sua stanza. ... A giudicare dalle condizioni delle lenzuola, forse lei non è tornata affatto nel suo letto la scorsa notte.""","""E la madame non era nella sua stanza... A giudicare dallo stato delle lenzuola, è possibile che ieri sera lei non sia mai tornata nel suo letto.""","""Madam da odasında değildi. ...Çarşafların durumuna bakılırsa, dün gece yatağına hiç uğramamış olabilir."""
,Rosa felt something creepy crawling slowly up her back... ,Rosa felt something creepy crawling slowly up her back...,[=UP],楼座は自分の背中を、ざらりざらりと、不気味なものが這い上がってくるのを感じる…。,[=JP],"Роза ощутила, как нечто жуткое медленно сползает по её спине...",Rosa sentiu algo macabro rastejando lentamente por suas costas...,樓座感到自己的後背麻麻的，一股不祥的感觸順著脊梁向上爬…。,楼座感到自己的后背麻麻的，一股不祥的感触顺着脊梁向上爬…。,Rosa ebbe una sensazione che le fece accapponare la pelle strisciare lentamente lungo la schiena...,"Rosa sentì la schiena formicolare per via dell'angoscia, che progrediva sempre di più...",Rosa sırtında ürkütücü bir şeyin yavaşça yükseldiğini hissetti...
Ushiromiya Rosa,"""......D-Did you check inside the chapel?"" ",""".........Di‐...did you check inside the chapel?""",""".........D, ...did you try to check inside the chapel?""",「………れ、…礼拝堂の中は確認した？」,[=JP],""".........В‐вы не пытались проверить внутри часовни?""",""".........V‐Vocês checaram dentro da capela?""",「………禮、…禮拜堂的裡面，有檢查過嗎？」,「………礼、…礼拜堂的里面，有检查过吗？」,"""... A... Avete provato a controllare nella cappella?""","""...A-Avete controllato dentro la cappella?""",""".........Ki-...Kilisenin içini kontrol ettiniz mi?"""
Kanon,"""No, not yet. We tried, but..."" ","""No, not yet. We did try to check inside, but...""","""No, not yet. We tried to check inside, but...""",「いえ、まだです。確認しようとはしたのですが…。」,「いえ、まだです。確認しようとはしたのですが…」,"""Нет, ещё нет. Мы пытались проверить внутри, но...""","""Não, ainda não. Tentamos checar dentro, mas...""",「沒，還沒檢查。我們有想進去檢查一下的，只是…」,「没，还没检查。我们有想进去检查一下的，只是…」,"""No, non ancora. Abbiamo provato a controllare dentro, ma...""","""No, non ancora. Ci abbiamo provato, ma...""","""Hayır, henüz değil. İçeriyi kontrol etmeye çalıştık ama..."""
Ronoue Genji,"""...Actually, the lock to the chapel is special, so the master key will not work. There is a single key that can open it, ...but that key is missing from the key box."" ","""......Actually, the lock to the chapel is special, so the master key does not work. There is a single key which can open it, ......but that key is missing from the key box.""",[=UP],「……実は、礼拝堂の鍵は特別で、マスターキーに対応しておりません。一本だけある鍵でしか開けられないのですが、……その鍵がキーボックスから紛失しているのです。」,「……実は、礼拝堂の鍵は特別で、マスターキーに対応しておりません。一本だけある鍵でしか開けられないのですが、……その鍵がキーボックスから紛失しているのです」,"""......Дело в том, что в часовне установлен специальный замок, поэтому универсальный ключ не подходит. Существует единственный ключ, способный его открыть... Но этот ключ пропал из коробки с ключами.""","""......Na verdade, a tranca da capela é especial, então a chave mestra não funciona. Há uma única chave que pode abri‐la, ......mas essa chave está sumida da caixa de chaves.""",「……其實，禮拜堂用的鎖是特別的，總鑰匙並不與此對應。只有一把鑰匙能打開這鎖，……不過，這把鑰匙已從鑰匙櫃中遺失了。」,「……其实，礼拜堂用的锁是特别的，总钥匙并不与此对应。只有一把钥匙能打开这锁，……不过，这把钥匙已从钥匙柜中遗失了。」,"""... In realtà, la serratura della cappella è speciale, per cui il passepartout non funziona. C'è una sola chiave che la può aprire... ma manca dalla scatola delle chiavi.""","""...In realtà, la serratura della cappella è particolare, per cui il passepartout non funziona. Esiste una sola chiave che può aprirla... ma risulta mancare dalla cassetta delle chiavi.""","""......İşin aslı, kilisenin kilidi özel olduğu için master anahtarlar kilidi açmıyor. Kapıyı açabilecek tek bir anahtar var, ......ama bu anahtar, anahtar kutusunda yok."""
,She didn't want to get closer to the door with the creepy magic circle if she could. ,She didn't want to get any closer to the door with the creepy magic circle if she could help it.,She didn't want to get closer to the door with the creepy magic circle if she could.,不気味な魔法陣の描かれた扉になど、できるものなら近付きたくない。,[=JP],"Ей, по возможности, не хотелось приближаться к двери с жутким магическим кругом.",Ela não queria chegar mais perto da porta com o círculo mágico macabro se ela pudesse evitar.,像這樣畫著個陰森魔法陣的大門，若是可以的話，是不會想要靠近的。,像这样画着个阴森魔法阵的大门，若是可以的话，是不会想要靠近的。,"Lei, se avesse potuto, non avrebbe voluto avvicinarsi alla porta con quello spaventoso cerchio magico.","Se avesse potuto, non si sarebbe mai approssimata di sua spontanea volontà alla porta su cui era stato tracciato l'inquietante cerchio magico.",Elinden gelse o ürkütücü büyülü çemberin olduğu kapıya daha fazla yaklaşmak istemiyordu.
,"Rosa readied herself and approached, then tried pushing and pulling the knob. ...All she felt was the resistance of the sturdy lock. ","Rosa readied herself and approached, and tried pushing and pulling the knob. ...All she felt was the resistance of the sturdy lock."," Rosa readied herself and approached, and tried pushing and pulling the knob....All she felt was the resistance of the sturdy lock.",楼座は意を決して近付き、そのノブを押したり引いたりしてみる。…頑丈な施錠の手応えを感じるだけだった。,[=JP],"Собравшись с духом, Роза подошла и попыталась открыть дверь, дёрнув за ручку. ...В ответ она лишь ощутила сопротивление крепкого замка.","Rosa se preparou e se aproximou, e então, tentou empurrar e puxar a maçaneta. ...Tudo que ela sentiu foi a resistência da tranca robusta.",樓座下定決心走到門邊，抓住門把手試著推拉了一下。…只感到了門被牢牢鎖著的手感。,楼座下定决心走到门边，抓住门把手试着推拉了一下。…只感到了门被牢牢锁着的手感。,"Rosa si preparò e si avvicinò, e provò a tirare e spingere la maniglia. ... Tutto ciò che sentì fu la resistenza della solida serratura.","Rosa si fece forza e si avvicinò, cercando di spingere e tirare la maniglia... Percepì solamente la resistenza opposta dalla robusta serratura.",Rosa kendini toparlayıp yaklaştı ve tokmağı itip çekmeyi denedi. ...Hissettiği tek şey güçlü kilidin direnciydi.
Kanon,"""We searched to see if there was a window we could enter through, but... I think we'd have to break one of the windows if we wanted to check inside... What do you think?"" ","""We searched to see whether there was a window through which we could enter, but...I think that, in order to check inside, we would have to break one of the windows... What do you think?""","""We search to see whether there was a window through which we could enter, but... I think that, in order to check inside, we would have to break one of the windows... What do you think?""",「入れる窓などがないか、探しては見たのですが…。もし中を確認するのでしたら、窓を破らなければならないかと思います…。いかがいたしましょう。」,「入れる窓などがないか、探しては見たのですが…。もし中を確認するのでしたら、窓を破らなければならないかと思います…。いかがいたしましょう」,"""Мы поищем окно, через которое можно проникнуть внутрь, но... я полагаю, что для того, чтобы попасть внутрь, нам придётся выломать одно из окон... Что вы об этом думаете?""","""Procuramos para ver se havia uma janela na qual poderíamos entrar, mas...Acredito que teríamos que quebrar uma das janelas para conferir o interior...{n}O que você acha?""",「…雖然我們有去找過有沒有窗戶之類的入口可以進入…。但我覺得，若是要入內檢查，可能必須得打破窗戶才行了…。請問可以嗎？」,「…虽然我们有去找过有没有窗户之类的入口可以进入…。但我觉得，若是要入内检查，可能必须得打破窗户才行了…。请问可以吗？」,"""Cercheremo per vedere se c'è una finestra attraverso la quale possiamo entrare, ma... penso che, per controllare dentro, dovremmo rompere una delle finestre... Che ne pensa?""","""Abbiamo controllato se ci fosse una finestra da cui entrare, ma... credo che, per esaminare all'interno, dovremmo rompere una delle finestre... Cosa ne pensa?""","""İçeri girebileceğimiz bir pencere olup olmadığını kontrol ettik...ama sanırım içeriye girebilmek için camlardan birini kırmamız gerekecek... Ne düşünüyorsunuz?"""
Ushiromiya Rosa,"""...There's no way I can give you approval to do something like that. This is Father's precious chapel. ........."" ","""...There's no way I can give you approval to do that. It's Father's precious chapel, I can't do something like that. .....................""","""...There's no way I can give you approval to do that. It's Father's precious chapel, I can't do something like that. ..................""",「…そんな許可、私に出せるわけがないわ。お父様の大切な礼拝堂なのよ、そんなことできないわよ。…………………。」,「…そんな許可、私に出せるわけがないわ。お父様の大切な礼拝堂なのよ、そんなことできないわよ。…………………」,"""...Я ни в коем случае не могу позволить вам так поступить. Это драгоценная часовня отца, я не могу пойти на подобные меры. ..................""","""...Não tem como eu autorizar você a fazer isso. É a preciosa capela do pai, não posso fazer algo assim. .....................""",「…這種許可，我怎麼可能下得出來。這可是爸珍愛的禮拜堂啊，不可以這麼做的。…………………」,「…这种许可，我怎么可能下得出来。这可是爸珍爱的礼拜堂啊，不可以这么做的。…………………」,"""... Non c'è modo che io dia l'autorizzazione per farlo. È la preziosa cappella di nostro Padre, non posso fare una cosa del genere. ...""","""...Non c'è verso che io possa autorizzare una cosa del genere. La cappella è molto importante per nostro padre, non potrei mai fare qualcosa di simile...""","""...Bunu yapmanız için size onay vermem mümkün değil. Burası babamın değerli kilisesi, böyle bir şeyi kabul edemem. ....................."""
,"At that time, the events of the previous day swirled around in the back of Rosa's mind... ",Then the events of the previous day swirled around in the back of Rosa's mind...,"At that time, the events of the previous day swirled around in the back of Rosa's mind...",その時、楼座の脳裏に昨日の出来事が蘇る…。,[=JP],В этот момент все события предыдущего дня прокрутились в голове Розы...,Então os eventos da noite anterior rodopiaram no fundo da mente de Rosa...,正在此時，樓座的腦海裏浮現起了昨天發生的事情…。,正在此时，楼座的脑海里浮现起了昨天发生的事情…。,"In quel momento, gli eventi del giorno precedente tornarono in mente a Rosa...","In quel momento, a Rosa tornarono in mente gli avvenimenti del giorno precedente...","Ardından, önceki gün yaşananlar Rosa'nın aklının bir köşesinde dönüp durdu..."
,"......That's right, ...when I met that witch in the rose garden, ...didn't she hand Maria an envelope? ","......That's right, ......when I met that witch in the rose garden, ...didn't she hand Maria an envelope?","......That's right, ......when I met that witch in the rose garden, ...didn't she hand Maria an envelope? ",　……そうだ、……あの魔女は薔薇庭園で出会った時、…真里亞に、封筒を渡していなかったっけ。,……そうだ、……あの魔女は薔薇庭園で出会った時、…真里亞に、封筒を渡していなかったっけ。,......Точно... Когда я встретила ту ведьму в розарии... разве она не вручала Марии конверт?,"......Isso mesmo, ......quando encontrei aquela bruxa no jardim de rosas, ...ela não entregou um envelope para a Maria?",……對了，……與那位魔女在玫瑰庭園相遇時，…她是不是，有給過真里亞一個信封來著。,……对了，……与那位魔女在玫瑰庭园相遇时，…她是不是，有给过真里亚一个信封来着。,... Giusto... quando ho incontrato quella strega nel roseto... non aveva forse dato una busta a Maria?,‘Giusto... Quando incontrai la strega nel roseto... non aveva forse dato a Maria una busta?’,"......Tabii ya, ......gül bahçesinde o cadıyla karşılaştığımda, ...Maria'ya bir zarf vermemiş miydi?"
,"Yeah, there's no mistake, she did hand it over. "," Yes, I'm positive, she did.","That's right, there's no mistake, she had handed it over.",そうだ、間違いない、渡していた。,[=JP],"Всё верно, здесь нет никакой ошибки, она передала его."," Sim, não tenho dúvidas quanto a isso.",沒錯，毫無疑問，確實是給過。,没错，毫无疑问，确实是给过。,"Già, non mi sbaglio, l'aveva data a lei."," Già, gliel'aveva data, era indubbio."," Evet, eminim, verdi."
,"When Maria tried to open it, the witch told her not to do it yet, and then she surely said: ""{i:The time to open that will come soon}""... ","When Maria had tried to open it, that witch had told her not to do that yet, and then she had definitely said, ""{i:The time will come soon to open it}""..."," When Maria tried to open it, that witch told her not to open it yet, then she surely said""The time to open that will come soon""...",開けようとする真里亞に、まだ開けるなと言ってから、“{i:それを開ける時はすぐ訪れる}”と、確かに言っていた…。,開けようとする真里亞に、まだ開けるなと言ってから、{n}“{i:それを開ける時はすぐ訪れる}”と、確かに言っていた…。,"Когда Мария попыталась вскрыть его, та ведьма сказала ей не открывать его, именно так и сказала{n}""{i:Время для его вскрытия скоро наступит}""...","Quando a Maria tentou abri‐lo, aquela bruxa disse para não abrir naquele momento, e ela definitivamente disse: ""{i:A hora de abri‐lo chegará em breve}""...",她在對想要打開信封的真里亞說了不要打開後，{n}還確確實實地說了：“{i:將此信開封之時馬上就會到來}”…。,她在对想要打开信封的真里亚说了不要打开后，{n}还确确实实地说了：“{i:将此信开封之时马上就会到来}”…。,"Quando Maria aveva provato ad aprirla, quella strega le ha detto che non era ancora il momento, poi ha di certo detto ""Il momento per aprirla verrà presto""...","Quando Maria aveva cercato di aprirla, la strega le disse di non farlo ancora, ed era sicura che avesse detto: ‘{i:Presto verrà il momento di aprirla}’...","Maria zarfı açmaya çalıştığında, o cadı ona bunu henüz yapmamasını tembihlemiş, ve ardından da kesinlikle şöyle demişti: ""{i:Yakında onu açacağın zaman gelecek}""..."
,Rosa was sure. ...There could be no mistake. ...The envelope Maria had received was...... ,Rosa became convinced.{n}......There could be no doubt.{n}......That letter which had been handed to Maria............, Rosa was sure.......There could be no mistake.......That letter which had been handed to Maria............,楼座は確信する。……間違いない。……真里亞に渡された、あの封筒…………。,楼座は確信する。{n}……間違いない。{n}……真里亞に渡された、あの封筒…………。,"Роза была уверена.{n}......Здесь не могло быть никакой ошибки.{n}......Это письмо, переданное Марии...",Rosa tinha certeza.{n}......Não restavam dúvidas.{n}......Aquela carta que havia sido entregue à Maria............,樓座確信了。{n}……不會錯的。{n}……真里亞拿到的那個信封…………。,楼座确信了。{n}……不会错的。{n}……真里亚拿到的那个信封…………。,Rosa ne era certa. ... Non poteva sbagliarsi. ... Quella lettera che era stata data a Maria...,Rosa ne era convinta...{n}Non poteva essersi sbagliata...{n}La lettera che era stata data a Maria...,Rosa ikna olmuştu.{n}......Buna hiç şüphe yoktu.{n}......Maria'nın eline tutuşturulan o mektup............
,"After dashing back to the guesthouse, Rosa approached the cousins' room while hiding her footsteps, softly opened the door, and peered inside... ","After dashing back to the guesthouse, Rosa approached the cousins' room while hiding her footsteps, softly opened the door, and peered inside..."," After dashing back to the guesthouse, Rosa approached the cousins' room while hiding her footsteps, softly opened the door, and peered inside...",楼座はゲストハウスへ駆けて戻ると、足音を忍ばせながらいとこ部屋に近付き、そっと扉を開け、中をうかがう…。,[=JP],"Прибежав в домик для гостей, Роза, скрывая свои шаги, приблизилась к комнате кузенов, тихо приоткрыла дверь и заглянула внутрь...","Depois de correr de volta à casa de hóspedes, Rosa se aproximou do quarto dos primos enquanto ocultava seus passos, suavemente abriu a porta, e olhou para dentro...",樓座跑回了賓館，壓低腳步聲來到了堂兄妹房間門前，輕手輕腳地打開了門，向裡面張望著…。,楼座跑回了宾馆，压低脚步声来到了堂兄妹房间门前，轻手轻脚地打开了门，向里面张望着…。,"Dopo aver corso alla casa degli ospiti, Rosa si avvicinò alla stanza dei cugini soffocando i propri passi, aprì leggermente la porta, e sbirciò dentro...","Una volta tornata di corsa alla dépendance, Rosa si approcciò alla stanza dei cugini, coprendo nel mentre il rumore dei suoi passi, aprì con delicatezza la porta, e sbirciò dentro la stanza...","Rosa konukevine koşarak geri döndükten sonra, ayak seslerini gizleyerek kuzenlerinin odasına yaklaştı, usulca kapıyı açtı ve içeriye baktı..."
,"From the inside, she could hear the healthy snores typical of young people. ","From the inside, she could hear the healthy snores of young people."," From the inside, she could hear the healthy snores of young people.",中からは、若者らしい元気のいいいびきが聞こえてきた。,[=JP],"Она услышала здоровый храп молодых людей, доносящийся изнутри.","De dentro, ela pôde ouvir os roncos saudáveis de pessoas jovens.",從房間裡傳來了年輕人富有朝氣的鼾聲。,从房间里传来了年轻人富有朝气的鼾声。,"Dall'interno, poteva sentire il sano russare dei giovani.",Dall'interno si potevano udire i giovanotti ronfare rumorosamente.,"İçeriden, genç insanlara özgü sağlıklı horlamaları duyabiliyordu."
,There were four children. And Maria was there. ...Sleeping soundly. ,The four children were all there. Maria was there. ...Sleeping soundly., There were four children. And Maria was there. ...Sleeping soundly.,子どもたちは４人いる。真里亞もいる。…すやすやと眠っていた。,[=JP],Здесь было четверо детей. И Мария среди них. ...Крепко спящая.,As quatro crianças estavam todas ali. Maria estava ali. ...Dormindo profundamente.,房間中有四個孩子。真里亞也在。…都在甜甜地睡著。,房间中有四个孩子。真里亚也在。…都在甜甜地睡着。,C'erano quattro ragazzi. E Maria era lì. ... Dormendo rumorosamente.,C'erano quattro ragazzi. Maria era una di questi... E stava dormendo profondamente.,Dört çocuğun hepsi oradaydı. Maria da oradaydı. ...Mışıl mışıl uyuyordu.
,"After breathing a sigh of relief, she entered the room with quiet footsteps. ...She was after Maria's handbag, which was resting on the sofa. ","After heaving a sigh of relief, she entered the room with quiet footsteps.{n}......She was after Maria's handbag, which was resting on the sofa."," After feeling relieved, she entered the room with quiet footsteps.......She was after Maria's handbag, which was resting on the sofa.",ほっと胸を撫で下ろしてから、忍び足で室内に入る。……目指すのは、ソファーの上に置かれている真里亞の手提げだった。,ほっと胸を撫で下ろしてから、忍び足で室内に入る。{n}……目指すのは、ソファーの上に置かれている真里亞の手提げだった。,"Почувствовав облегчение, Роза тихими шагами вошла в комнату.{n}......Она подошла к сумке Марии, лежавшей на диване.","Depois de dar um suspiro de alívio, ela adentrou o quarto com passos silenciosos.{n}......Ela estava atrás da bolsa de Maria, a qual estava descansando no sofá.",樓座鬆了口氣，安下了提著的心後，躡手躡腳地走了進去。{n}……她的目標，是放在沙發上的真里亞的手提包。,楼座松了口气，安下了提着的心后，蹑手蹑脚地走了进去。{n}……她的目标，是放在沙发上的真里亚的手提包。,"Dopo essersi tranquillizzata, entrò nella stanza con passo leggero. ... Stava cercando la borsa di Maria, che era poggiata sul divano.","Dopo aver tirato un sospiro di sollievo, si introdusse in camera con passo felpato... I suoi occhi miravano alla borsetta di Maria, che era stata poggiata sul divano.",Rahat bir nefes aldıktan sonra sessiz adımlarla odaya girdi.{n}......Maria'nın kanepenin üzerinde duran el çantasının peşindeydi.
