Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Natsuhi,"""I'll go in just a bit. ...It isn't even lunchtime yet, ...and I'm already tired."" ","""I'll go in just a bit. ......It isn't even lunchtime yet, ...and I'm already tired.""",[=UP],「もう少ししたら行きます。……まだお昼にもなっていないのに、…疲れました。」,「もう少ししたら行きます。……まだお昼にもなっていないのに、…疲れました」,"""Я скоро приду. ......Ещё даже не обеденное время... а я уже устала.""","""Irei logo mais. ......Nem é hora do almoço ainda, ...e eu já estou exausta.""",「再過會兒就過去。……明明還沒到晌午，…人就好累。」,「再过会儿就过去。……明明还没到晌午，…人就好累。」,"""Arrivo fra un istante. ... Non è ancora l'ora di pranzo... e sono già stanca."""
,"Just a few moments ago, the sparks had already started flying between them and Eva's group. ",The sparks had been flying between them and Eva's group only a few moments earlier.,"Just a few moments ago, the sparks had already started flying between them and Eva's group.",ついさっきも、絵羽たちとバチバチ火花を散らしたところだ。,[=JP],Всего несколько минут назад между ними и группой Евы уже начали летать искры.,Faíscas voaram entre ela e o grupo de Eva momentos atrás.,就在剛才，她還在與繪羽他們火花四濺地爭辯著。,就在刚才，她还在与绘羽他们火花四溅地争辩着。,"Poco prima, erano già cominciate a volare scintille fra loro e il gruppo di Eva."
,The others had pounded on Krauss and Natsuhi over and over to get Kinzo out of his study... ,The others had pounded on Krauss and Natsuhi over and over to get Kinzo out of his study..., The others had pounded on Krauss and Natsuhi over and over to get Kinzo out of his study...,さっそく、金蔵を出せ出せと突っ掛かってくる…。,[=JP],Те снова и снова доставали Нацухи и Краусса требованиями вывести Кинзо из кабинета...,Eles golpearam Krauss e Natsuhi diversas vezes para fazer com que Kinzo saísse de seu estúdio...,他們一遍又一遍地要求“叫金藏出來”…。,他们一遍又一遍地要求“叫金藏出来”…。,Gli altri avevano incalzato sempre più Krauss e Natsuhi per far uscire Kinzo dal suo studio...
,"Apparently, they hadn't been fully tricked at last year's family conference after all... ","Apparently, they hadn't been fully tricked at last year's family conference after all......"," Apparently, they hadn't been fully tricked at last year's family conference after all......",やはり去年の親族会議は、彼らを完全に騙しきれてはいなかったのだ……。,[=JP],"Похоже, на семейном собрании прошлого года полностью их обмануть так и не удалось......","Aparentemente, eles não haviam sido completamente enganados na conferência familiar do ano passado......",果然，去年的親族會議，並沒有完全騙倒他們……。,果然，去年的亲族会议，并没有完全骗倒他们……。,"A quanto sembrava, non erano stati completamente ingannati alla riunione di famiglia dell'anno precedente, dopotutto..."
Ushiromiya Natsuhi,"""......There are...no problems with Father, right...?"" ",""".........There are......no problems with Father, I assume...?""",""".........There are......no problems with Father, right...?""",「………お父様は、……問題ありませんね…？」,[=JP],""".........У нас ведь... нет проблем с отцом?..""",""".........Não há nenhum......problema com o pai, eu presumo...?""",「………爸，……沒問題吧…？」,「………爸，……没问题吧…？」,"""... Non ci sono... problemi con nostro Padre, vero...?"""
Ronoue Genji,"""Correct. ...Leave it to me. Shannon and Kanon are also fully prepared to handle today's arrangements."" ","""Correct. ......Leave it to me. Shannon and Kanon are also fully aware of today's arrangements.""",[=UP],「はい。……お任せを。紗音と嘉音も、今日の段取りを充分に心得ております。」,「はい。……お任せを。紗音と嘉音も、今日の段取りを充分に心得ております」,"""Разумеется. ......Положитесь на меня. Шаннон и Канон тоже в полной мере осведомлены о сегодняшних договорённостях.""","""Correto. ......Deixe isso comigo. Shannon e Kanon também estavam cientes dos preparativos planejados para hoje.""",「沒問題。……包在我們身上。紗音與嘉音也已對今天的計劃安排爛熟於胸。」,「没问题。……包在我们身上。纱音与嘉音也已对今天的计划安排烂熟于胸。」,"""Esatto. ... Lasci fare a me. Anche Shannon e Kanon sono perfettamente consapevoli delle disposizioni per oggi."""
Ushiromiya Natsuhi,"""...Kumasawa is a good liar, so I'm not worried about her, ...but I am a little concerned about Doctor Nanjo. ...I get the feeling he's bad at hiding things."" ","""......Kumasawa is a good liar, so I'm not worried about her, ...but I am a little concerned about Doctor Nanjo. ......I get the feeling he's bad at hiding things.""",[=UP],「……熊沢は嘘をつくのが上手なようですから心配しませんが、…南條先生が少し心配です。……隠し事が苦手そうでおられますから。」,「……熊沢は嘘をつくのが上手なようですから心配しませんが、…南條先生が少し心配です。……隠し事が苦手そうでおられますから」,"""......Кумасава хорошая лгунья, так что о ней я не беспокоюсь, но... меня немного волнует доктор Нанджо. ......У меня такое чувство, что он плохо умеет хранить тайны.""","""......A Kumasawa é uma boa mentirosa, então não me preocupo com ela, ...mas estou um pouco aflita em relação ao doutor Nanjo. ......Sinto que ele é ruim em esconder as coisas.""",「……雖然熊澤善於撒謊不用擔心，…但南條大夫就稍微有點令人擔心了。……因為，他看起來不太會藏事。」,「……虽然熊泽善于撒谎不用担心，…但南条大夫就稍微有点令人担心了。……因为，他看起来不太会藏事。」,"""... Kumasawa è una brava mentitrice, quindi non mi preoccupo di lei... ma sono un po' in ansia per il dottor Nanjo. ... Ho l'impressione che non sappia mantenere i segreti."""
Ronoue Genji,"""......Leave that to me. I intend to support Doctor Nanjo from nearby as much as possible."" ",""".........Leave that to me. I intend to support Doctor Nanjo from nearby as much as possible.""",[=UP],「………お任せを。可能な限り、私が南條先生のお近くで補佐するつもりです。」,「………お任せを。可能な限り、私が南條先生のお近くで補佐するつもりです」,"""........Положитесь на меня. Я намерен как можно дольше поддерживать его с близкого расстояния.""",""".........Deixe isso comigo. Pretendo dar suporte de perto ao doutor Nanjo o máximo possível.""",「………請交給我。我會盡可能地從旁協助南條大夫的。」,「………请交给我。我会尽可能地从旁协助南条大夫的。」,"""... Lasci fare a me. Intendo aiutare da vicino il dottor Nanjo il più possibile."""
Ushiromiya Natsuhi,"""It's so reassuring to have you there. ......It truly does help a lot. ...Without your strength, we wouldn't be able to succeed."" ","""It's very reassuring to have you there. .........It really helps a lot. ...Without your strength, we wouldn't be able to succeed.""",[=UP],「あなたがいてくれるなら頼もしいですね。………本当に助かります。…源次の力なくして、成し得ないことです。」,「あなたがいてくれるなら頼もしいですね。………本当に助かります。…源次の力なくして、成し得ないことです」,"""Как хорошо, что вы здесь. .........Это и вправду очень помогает. ...Без вас мы бы не добились успеха.""","""Ter você aqui me deixa mais tranquila. .........Realmente ajuda muito. ...Sem sua força, nós não seríamos capazes de obter sucesso.""",「有你在的話，我心裡就踏實了。………真是幫大忙了。…沒有你源次相助，就沒法成功。」,「有你在的话，我心里就踏实了。………真是帮大忙了。…没有你源次相助，就没法成功。」,"""È molto rassicurante averti qui. ... Aiuta davvero tanto. ... Senza la tua forza, non saremmo in grado di farcela."""
Ronoue Genji,"""...I am honored by your words."" ","""......I am honored by your words.""",[=UP],「……恐縮でございます。」,「……恐縮でございます」,"""......Ваши слова — честь для меня.""","""......Eu fico honrado com suas palavras.""",「……您過獎了。」,「……您过奖了。」,"""... Sono onorato per le sue parole."""
{f:5:Beatrice},"""Don't worry. The closed room barrier on the study is perfect. As long as the barrier remains unbroken, no one will be able to expose Kinzo's secret."" ","""Don't worry. The locked‐room barrier on the study is perfect. As long as the barrier remains unbroken, no one will be able to expose Kinzo's secret.""","""Don't worry. The closed room barrier on the study is perfect. As long as the barrier remains unbroken, no one will be able to expose Kinzo's secret.""",「安心せよ。書斎の密室結界は完璧だ。結界を破らぬ限り、誰にも金蔵の秘密を暴くことなど出来ん。」,「安心せよ。書斎の密室結界は完璧だ。結界を破らぬ限り、誰にも金蔵の秘密を暴くことなど出来ん」,"""Не волнуйся. Барьер закрытой комнаты вокруг кабинета совершенен. Пока он не сломан, секрет Кинзо никто не раскроет.""","""Não se preocupe. A barreira de quarto fechado no estúdio é perfeita. Contanto que a barreira permaneça intacta, ninguém será capaz de expor o segredo de Kinzo.""",「放心吧。書房的密室結界完美無缺。除非結界被打破，否則誰都揭穿不了金藏的秘密。」,「放心吧。书房的密室结界完美无缺。除非结界被打破，否则谁都揭穿不了金藏的秘密。」,"""Non preoccuparti. La barriera della camera chiusa sullo studio è perfetta. Finché rimane intatta, nessuno potrà esporre il segreto di Kinzo."""
Ushiromiya Natsuhi,"""......Yes, I understand. Still, you heard that conversation in the parlor just now, didn't you?"" ",""".........Yes, I understand. Still, you heard that conversation in the parlor just now, didn't you?""",[=UP],「………えぇ、わかっています。しかし、あなたも先ほどの客間でのやり取りを聞いていたでしょう？」,[=JP],""".........Да, знаю. Но ты ведь только что слышала разговор в гостиной?""",""".........Sim, eu entendo. Mesmo assim, você ouviu nossa conversa na sala de visitas agora pouco, não ouviu?""",「………嗯，我明白。但是，你也聽到剛才在客廳的爭論了吧？」,「………嗯，我明白。但是，你也听到刚才在客厅的争论了吧？」,"""... Sì, capisco. Eppure, hai sentito quella conversazione in salotto poco fa, no?"""
{f:5:Beatrice},"""...Indeed. It seems that some considerable suspicions were aroused last year. The terrible toxin has accumulated and is being spread all around."" ","""......Mm. It seems that some considerable suspicions were aroused last year. The terrible toxin has accumulated and is being spread all around.""","""......Yes. It seems that some considerable suspicions were aroused last year. The terrible toxin has accumulated and is being spread all around.""",「……うむ。やはり去年の時点で相当の不審感を持たれていたのであろうな。凄まじき毒素を溜め込み、振りまいておるわ。」,「……うむ。やはり去年の時点で相当の不審感を持たれていたのであろうな。凄まじき毒素を溜め込み、振りまいておるわ」,"""......Да. Видимо, прошлый год вызвал значительные подозрения. Этот жуткий токсин накопился и распространяется.""","""......Mm. Parece que suspeitas consideráveis foram despertadas ano passado. Essa terrível toxina se acumulou e começou a se alastrar.""",「……嗯。果然，去年時就已經抱有相當大的疑心了啊。積聚起的駭人毒素噌噌地往外冒。」,「……嗯。果然，去年时就已经抱有相当大的疑心了啊。积聚起的骇人毒素噌噌地往外冒。」,"""... Sì. Sembra che l'anno scorso si siano alzati dei sospetti considerevoli. {n}La terribile tossina si è accumulata e si sta diffondendo tutt'attorno."""
Ushiromiya Natsuhi,"""...It seems this year's conference really will be crucial."" ","""......It seems this year's conference really will be crucial.""",[=UP],「……やはり今年が、正念場になりそうですね。」,「……やはり今年が、正念場になりそうですね」,"""......Собрание этого года и в самом деле будет иметь решающее значение.""","""......Parece que a conferência deste ano será crucial.""",「……果然，今年將成為關鍵呢。」,「……果然，今年将成为关键呢。」,"""... Sembra che la conferenza di quest'anno sarà cruciale."""
{f:5:Beatrice},"""We might be able to overcome this year somehow, ...but there is such a thing as pushing our luck. It's probably best to assume that next year won't be manageable."" ","""We might be able to overcome this year somehow, ......but there is such a thing as pushing our luck. It's probably best to assume that next year won't be manageable.""",[=UP],「今年を何とか乗り越えることは出来ようが、……仏の顔も何とやらだ。さすがに来年は無理と心得た方が良かろうな。」,「今年を何とか乗り越えることは出来ようが、……仏の顔も何とやらだ。さすがに来年は無理と心得た方が良かろうな」,"""Мы могли бы как‐нибудь преодолеть и этот год...... но удача может отвернуться от нас. Лучше предположить, что следующий год будет неуправляемым.""","""Pode ser que superemos este ano de alguma forma, ......mas até mesmo a paciência de um santo se esgota. É melhor já considerarmos que não teremos como continuar no próximo ano.""",「縱使今年能設法撐過，……也事不過三。還是做好撐不到明年的打算為妙。」,「纵使今年能设法撑过，……也事不过三。还是做好撑不到明年的打算为妙。」,"""Potremmo essere in grado di farcela quest'anno in qualche modo... ma non dobbiamo spingere troppo oltre la nostra fortuna. Forse è meglio assumere che il prossimo anno non sarà possibile."""
Ronove,"""......With this much of the magic-resisting toxin filling up the place, it will probably be difficult to preserve Lord {f:5:Goldsmith}'s magic for yet another family conference."" ",""".........With this much of the anti‐magic toxin filling up the place, it will probably be difficult to preserve Lord {f:5:Goldsmith}'s magic for yet another family conference.""",""".........With this much of the magic-resisting toxin filling up the place, it will probably be difficult to preserve Lord Goldsmith's magic for yet another family conference.""",「………これほどまでに反魔法の毒素が満ちては、来年の親族会議でも、ゴールドスミス卿の魔法を維持するのは難しいでしょう。」,「………これほどまでに反魔法の毒素が満ちては、来年の親族会議でも、ゴールドスミス卿の魔法を維持するのは難しいでしょう」,""".........Со стольким отрицающим магию токсином, разлетающимся повсюду, будет трудно удержать магию лорда {f:5:Голдсмита} ещё на одну семейную конференцию.""",""".........Com toda essa toxina antimagia preenchendo o lugar, provavelmente vai ser difícil preservar a magia do Lorde {f:5:Goldsmith} por mais uma conferência familiar.""",「………充滿了這麼多的反魔法毒素，要在明年的親族會議，也維持住黃金史密斯卿的魔法，會難如登天吧。」,「………充满了这么多的反魔法毒素，要在明年的亲族会议，也维持住黄金史密斯卿的魔法，会难如登天吧。」,"""... Con così tanta tossina anti-magia che riempie questo posto, probabilmente sarà difficile conservare la magia di Lord Goldsmith per un'altra riunione di famiglia."""
Ushiromiya Natsuhi,"""...W-Who are you?"" ","""W‐......who are you?""","""W, ......who are you?""",「だ、……誰ですか、あなたはっ。」,「だ、……誰ですか、あなたはっ」,"""К‐кто вы?""","""Q‐......Quem é você?""",「你，……你，是誰？」,「你，……你，是谁？」,"""C... Chi sei tu?"""
{f:5:Beatrice},"""Oh, no need to be surprised. This man serves as my head furniture."" ","""Oh, no need to be surprised. This man serves as my head furniture.""",[=UP],「あぁ、驚かずとも良い。妾の家具頭を勤める男だ。」,「あぁ、驚かずとも良い。妾の家具頭を務める男だ」,"""O, не удивляйся. Это моя главная мебель.""","""Oh, não precisa ficar surpresa. Este homem serve a mim como minha mobília chefe.""",「啊——，不用吃驚。這位男子，是擔任妾身家具長之人。」,「啊——，不用吃惊。这位男子，是担任妾身家具长之人。」,"""Oh, non c'è bisogno di essere sorprese. Lui è al mio servizio come capo del mobilio."""
Ronove,"""Greetings, Madam Natsuhi. My name is Ronove. It is a pleasure to meet you..."" ","""Greetings, Madam Natsuhi. My name is Ronove. It is a pleasure to meet you......""",[=UP],「初めまして、夏妃奥様。ロノウェと申します。どうぞお見知りおきを……。」,「初めまして、夏妃奥様。ロノウェと申します。どうぞお見知りおきを……」,"""Приветствую вас, мадам Нацухи. Меня зовут Ронове. Приятно познакомиться......""","""Saudações, madame Natsuhi. Meu nome é Ronove. É um prazer conhecê‐la......""",「初次見面，夏妃太太。我叫羅諾威。還望記住在下……」,「初次见面，夏妃太太。我叫罗诺威。还望记住在下……」,"""Salute, Madame Natsuhi. Il mio nome è Ronove. È un piacere conoscerla..."""
{f:5:Beatrice},"""This man's reliable. He's also helping to protect the closed room barrier."" ","""This man's reliable. He's also helping to guard the locked‐room barrier.""","""This man's reliable. He's also helping to guard the closed room barrier.""",「頼れる男だ。この男にも、密室結界を守ってもらう。」,「頼れる男だ。この男にも、密室結界を守ってもらう」,"""На него можно положиться. Он тоже помогает защищать барьер закрытой комнаты.""","""Este homem é confiável. Ele também está ajudando a proteger a barreira de quarto fechado.""",「他是個可靠的男人哦。就叫他也出把力，守護密室結界吧。」,「他是个可靠的男人哦。就叫他也出把力，守护密室结界吧。」,"""Quest'uomo è affidabile. Anche lui sta aiutando a fare la guardia alla barriera della camera chiusa."""
Ushiromiya Natsuhi,"""...Is that so? I am Ushiromiya Natsuhi. I thank you for your cooperation."" ","""......Is that so? I am Ushiromiya Natsuhi. I thank you for your cooperation.""",[=UP],「……そうですか。右代宮夏妃です。あなたにも協力をお願いします。」,「……そうですか。右代宮夏妃です。あなたにも協力をお願いします」,""".......Вот как? Уширомия Нацухи. Благодарю за сотрудничество.""","""......É mesmo? Eu sou Ushiromiya Natsuhi. Agradeço por sua cooperação.""",「……是嗎？我是右代宮夏妃。我請求你也伸出援手。」,「……是吗？我是右代宫夏妃。我请求你也伸出援手。」,"""... Davvero? Io sono Ushiromiya Natsuhi. Ti ringrazio per la tua cooperazione."""
