Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
{f:5:Beatrice},"""...Come to think of it, about those corpses from the first twilight... They've been stowed away too, right?"" ","""......Come to think of it, about those corpses from the first twilight. They've been stored away too, right?""","""......Come to think of it, about those corpses from the first twilight. They've been stowed away too, right?""",「……そう言えば、例の第一の晩の死体。同じく仕舞い込んだのであったな。」,「……そう言えば、例の第一の晩の死体。同じく仕舞い込んだのであったな」,"""......Кстати, о тех трупах с первых сумерек. Они ведь тоже скрыты?""","""......Pensando nisso, em relação aos cadáveres do primeiro crepúsculo. Eles também foram guardados, né?""",「……說起來，那個第一晚的屍體。也是以同樣方法收好的吧？」,「……说起来，那个第一晚的尸体。也是以同样方法收好的吧？」,"""... Ora che ci penso, riguardo a quei corpi dal primo crepuscolo. Anche loro sono stati messi via, giusto?"""
Gaap,"""Yes. They've been put away in my darkness, which lies between this world and the next."" ","""Yes. They've been put away in my darkness between the human world and the other.""","""Yes. They've been put away in my darkness between this world and the next.""",「えぇ。異界と人間界の狭間の、私の暗黒に仕舞ってあるわ。」,「えぇ。異界と人間界の狭間の、私の暗黒に仕舞ってあるわ」,"""Да. Они попали в мою тьму между этим миром и потусторонним.""","""Sim. Eles foram postos de lado na minha escuridão, entre o mundo humano e o outro mundo.""",「嗯。我把它們收入了位於異界與人界的夾縫的我之黑暗。」,「嗯。我把它们收入了位于异界与人界的夹缝的我之黑暗。」,"""Sì. Sono stati riposti nella mia oscurità tra questo mondo e il successivo."""
{f:5:Beatrice},"""...And that detective wannabe won't be able to find them...?"" ","""......And that would‐be detective won't be able to find them...?""","""......And that detective wannabe won't be able to find them...?""",「……あの探偵気取りに見つけられることはあるまいな…？」,[=JP],"""......И эта детектив‐подражатель их не найдёт?..""","""......E seria em um lugar onde aquela metida a detetive não será capaz de encontrar...?""",「……不會被那個自命偵探的傢伙找著吧…？」,「……不会被那个自命侦探的家伙找着吧…？」,"""... E quell'aspirante detective non riuscirà a trovarli...?"""
Gaap,"""Of course she won't. It'd definitely be impossible for a Human. ......Wanna check?"" ","""Of course. It's absolutely impossible for a {y:0:Human}{n:0:human}. .........Want to check?""","""Of course. It would definitely be impossible for a human. .........Want to check?""",「当然よ。ニンゲンには絶対不可能だわ。………確認する？」,[=JP],"""Конечно. {y:0:Человек}{n:0:Человек} на такое не способен. .........Хочешь проверить?""","""É claro. É absolutamente impossível para um {y:0:Humano}{n:0:humano}. .........Quer dar uma olhada?""",「當然不會。人類絕對找不著。………要不要確認下？」,「当然不会。人类绝对找不着。………要不要确认下？」,"""Ovviamente. Sarebbe decisamente impossibile per un umano. ... Vuoi controllare?"""
{f:5:Beatrice},"""Just in case. And we also need to reexamine what Lady {f:5:Bernkastel}'s goals will be from now on."" ","""Just in case. And we also need to take this opportunity to reexamine what Lady {f:5:Bernkastel}'s goals are likely to be from now on.""","""Just in case. And we also need to reexamine what Lady Bernkastel's goals will be from now on.""",「念のためな。そして妾たちも、今後のベルンカステル卿の狙いを、今一度、読み直す必要があろう。」,「念のためな。そして妾たちも、今後のベルンカステル卿の狙いを、今一度、読み直す必要があろう」,"""На всякий случай. И ещё нам нужно выяснить, в чём с этого момента будет состоять цель леди {f:5:Бернкастель}.""","""Só por precaução. Nós também precisamos aproveitar essa oportunidade para reexaminar quais serão os objetivos da Lady {f:5:Bernkastel} a partir de agora.""",「為以防萬一，去看看吧。再者，我們也有必要再次重新揣摩下貝倫卡斯泰露卿接下來的意圖呢。」,「为以防万一，去看看吧。再者，我们也有必要再次重新揣摩下贝伦卡斯泰露卿接下来的意图呢。」,"""Non si sa mai. E dobbiamo anche riesaminare quali saranno gli obiettivi di Lady Bernkastel da ora in poi."""
Ronove,"""If you know your enemy, you need not fear the outcome of a hundred battles."" ","""As they say, if you know your enemy, you need not fear the outcome of a hundred battles.""","""If you know your enemy, you need not fear the outcome of a hundred battles.""",「敵を知れば、百戦も危うからずですな。」,「敵を知れば、百戦も危うからずですな」,"""Если знаешь своего врага, не нужно бояться исходов сотен битв.""","""Bem como dizem, se você conhece seu inimigo, não precisa temer o resultado de cem batalhas.""",「若能知敵，百戰不危。」,「若能知敌，百战不危。」,"""Se conosci il tuo nemico, non devi temere l'esito di cento battaglie."""
{f:5:Beatrice},"""If you know the truth, you can win a hundred battles without fighting."" ","""If you know the truth, you can win a hundred battles without fighting.""",[=UP],「真に知れば、百戦も戦わずに勝てるわ。」,「真に知れば、百戦も戦わずに勝てるわ」,"""Если знаешь правду, можно выиграть сто боёв без боя.""","""Se você sabe a verdade, é capaz de vencer cem batalhas sem sequer lutá‐las.""",「若能真正地知敵，用不著百戰即可獲勝哦。」,「若能真正地知敌，用不着百战即可获胜哦。」,"""Se conosci la verità, puoi vincere cento battaglie senza combattere."""
Ronove,"""Pukkukukukuku. My, my."" ","""Pukkukukukuku. Quite so.""","""Pukkukukukuku. My, my.""",「ぷっくくくくく。いやいやまったく。」,「ぷっくくくくく。いやいやまったく」,"""Пу‐ку‐ку‐ку‐ку. О боже.""","""Pukkukukukuku. Sem dúvida.""",「嗯、哼哼哼哼哼。哎呀哎呀，的確如此呢。」,「嗯、哼哼哼哼哼。哎呀哎呀，的确如此呢。」,"""Pukkukukukuku. Accidenti."""
,Gaap opened up a large hole in the sky and had it swallow all of them up. ,Gaap opened up a large pitch‐black hole in the sky and had it swallow all of them up.,Gaap opened up a large hole in the sky and had it swallow all of them up.,ガァプは漆黒の大穴を天に開き、それで、自分たちを丸ごと飲み込ませる。,[=JP],"Гаап открыла в воздухе большую дыру, и та поглотила их всех.",Gaap abriu um grande buraco no céu e foi engolida por ele.,噶普在半空中開出了一個漆黑大洞，以這個大洞吞下了自己等人。,噶普在半空中开出了一个漆黑大洞，以这个大洞吞下了自己等人。,Gaap aprì un grande portale nel cielo e risucchiò tutti loro.
,She invited Beato and Ronove to the gap between worlds where she had hidden the corpses... ,She invited Beato and Ronove to the gap between worlds where she had hidden the corpses......, She invited Beato and Ronove to the gap between worlds where she had hidden the corpses......,死体を隠した、異界の狭間にベアトたちを誘う……。,[=JP],"Она пригласила Беато и Ронове в щель между мирами, куда спрятала трупы......","Ela convidou Beato e Ronove para a fenda entre os mundos, onde ela havia escondido os corpos......",邀貝阿朵他們去了藏屍體的異界夾縫……。,邀贝阿朵他们去了藏尸体的异界夹缝……。,Invitò Beato e Ronove allo spazio tra mondi dove aveva nascosto i corpi...
,...That place...was nowhere in this world... and existed at no time of this world. ,"......That place was nowhere in this world, and existed at no time of this world.",......That place...was nowhere in this world and existed at no time of this world.,……そこは、この世の如何なる場所でもなく、同時に、この世の如何なる時間でもない。,[=JP],......Это место... было не в этом мире и существовало вне его времени.,"......Um local que não existe em lugar nenhum deste mundo, que existe à parte do tempo deste mundo.",……此地既不屬於此世的任何場所，同時，也不屬於此世的任何時間。,……此地既不属于此世的任何场所，同时，也不属于此世的任何时间。,... Quel luogo... non era da nessuna parte in questo mondo e non esisteva in nessun tempo di questo mondo.
,"In other words, it truly and literally was a place not of this world. ","In other words, it truly and literally was a place not of this world."," In other words, it truly and literally was a place not of this world.",つまり、文字通り、この世ならざる場所に違いなかった。,[=JP],Оно в самом истинном смысле не принадлежало этому миру.,"Em outras palavras, um local genuinamente e literalmente fora deste mundo.",也就是說，它無疑是字面意思的，非此世之所。,也就是说，它无疑是字面意思的，非此世之所。,"In altre parole, era veramente e letteralmente un luogo non di questo mondo."
,"In this place, questions such as ""Where is this?"" and ""What time is it?"" have no meaning. ","In this place, questions such as ""Where is this?"" and ""What time is it?"" had no meaning."," In this place, questions such as 'Where is this?' and 'What time is it?' have no meaning.",ここでは、ここが何処か、今が何時かを問うことには、何の意味もない。,[=JP],Здесь ничего не значат вопросы 'где мы?' и 'сколько времени?'.,"Neste local, questões como ""Onde é isso?"" e ""Que horas são?"" não detém de significado algum.",在此地，詢問“這裡是哪裡”、“現在是幾點”，沒有任何的意義。,在此地，询问“这里是哪里”、“现在是几点”，没有任何的意义。,"In questo luogo, le domande come ‘Dov'è questo posto?’ e ‘Che ora è?’ non avevano significato."
,"Every single place led to here, but no place could be reached from here. ","Every single place led to here, but no place could be reached from here."," Every single place led to here, but no place could be reached from here.",ここへは如何なる場所からも通じるが、ここからは如何なる場所にも通じない。,[=JP],"Все дороги ведут сюда, но попасть отсюда никуда нельзя.","Todo e qualquer lugar leva a lá, mas nenhum lugar pode ser alcançado a partir daqui.",雖然任何地方都可通向此處，但此處卻不通向任何地方。,虽然任何地方都可通向此处，但此处却不通向任何地方。,"Ogni singolo luogo conduceva a questo posto, ma nessun luogo poteva essere raggiunto da qui."
,"Furthermore, all times connected to this place, but no time could be passed to from here. ","Furthermore, all times connected to this place, but no time could be passed to from here."," Furthermore, all times connected to this place, but no time could be passed to from here.",そして、如何なる時間からも連なるが、ここからは如何なる時間にも経過しない。,[=JP],"Кроме того, всё время связано с этим местом, однако оно существует вне времени.","Ademais, todos os tempos conectam a este lugar, mas tempo algum pode passar daqui.",其次，雖然任何時間皆與此處相連，但在此處時間不會有任何的推移。,其次，虽然任何时间皆与此处相连，但在此处时间不会有任何的推移。,"Inoltre, tutti i tempi conducevano a questo posto, ma nessun tempo poteva essere passato da qui."
,"In short, ...this place was just what they said it was: the underside of the chessboard. ","In short, ......this place was just what they said it was: the underside of the chessboard."," In short, ......this place was just what they said it was: the underside of the chessboard.",つまり、……ここは彼らが語る通り、チェス盤の裏側。,[=JP],"В общем...... это место есть то, о чём они сказали: обратная сторона шахматной доски.","Em suma, ......este lugar é exatamente o que eles disseram ser: a parte debaixo do tabuleiro.",總而言之，……此地即是他們所言的，棋盤的另一側。,总而言之，……此地即是他们所言的，棋盘的另一侧。,In breve... questo posto era solo quello che dicevano che fosse: la parte inferiore della scacchiera.
,"No, perhaps it would be most appropriate to call this the captured pile, where pieces that have left the game go... ","No, perhaps it would be most appropriate to call this the captured pile, where pieces that have left the game go......"," No, perhaps it would be most appropriate to call this the captured pile, where pieces that have left the game go......",いや、ゲーム盤を退いた駒たちの、駒置き場と呼ぶのが一番相応しいだろう……。,[=JP],"Нет, пожалуй, его стоит назвать хранилищем, куда попадают покинувшие игру фигуры......","Não, talvez fosse mais apropriado chamá‐lo de monte dos capturados, para onde as peças que deixaram o jogo são encaminhadas......",不，將此稱為放從棋盤上取走的棋子的放置處，才最恰當吧……。,不，将此称为放从棋盘上取走的棋子的放置处，才最恰当吧……。,"No, forse sarebbe più appropriato chiamare questo il mucchio catturato, dove andavano i pezzi che avevano lasciato il gioco..."
,"...Then, through the pitch-black world, a glow like a faint spotlight shone, and five corpses came into view... ","......Then, deep within this pitch‐black world, five corpses came into view, illuminated by a glow like a faint spotlight......","......Then, through the pitch black world, a glow like a faint spotlight shone, and five corpses came into view......",……そして、漆黒の世界の向こうに、薄っすらとスポットライトのような灯りで照らされている、５人の死体が見えてくる……。,[=JP],"......Кромешно чёрный мир сверкнул, и в поле зрения вошли пять трупов......","......Então, nas profundezas deste mundo de escuridão turmalina, cinco cadáveres surgiram na visão, iluminados pela fraca luz de um holofote......",……接著，他們從漆黑世界的彼方，看到了像是被微弱的聚光燈燈光照著的，5 人的屍體……。,……接着，他们从漆黑世界的彼方，看到了像是被微弱的聚光灯灯光照着的，5 人的尸体……。,"... Allora, attraverso il mondo completamente nero, splendette un bagliore come un debole riflettore, e si poterono vedere cinque corpi..."
,The five pitiful corpses with their necks sliced open had been arranged neatly. ,The five pitiful corpses with their necks sliced open had been arranged neatly., The five pitiful corpses with their necks sliced open had been arranged neatly.,首元を鋭利にすっぱりと切られた気の毒な５人の死体が、規則正しく寝かされている。,[=JP],Пять жалких трупов с разрезанными шеями лежали в ряд.,"Os cinco deploráveis cadáveres, com seus pescoços fatiados, haviam sido postos de forma ordenada.",脖子被鋒利的利器切開的可怜的 5 具屍體，整然有序地躺在那裡。,脖子被锋利的利器切开的可怜的 5 具尸体，整然有序地躺在那里。,I cinque corpi pietosi con le loro gole tagliate e aperte erano stati sistemati ordinatamente.
,"Their eyelids were shut and their hands joined. Apparently, even Gaap had respect for the dead... ","Their eyelids were shut and their hands joined.{n}Apparently, even Gaap had respect for the dead..."," Their eyelids were shut and their hands joined. Apparently, even Gaap had respect for the dead...",瞼は閉じられ、両手も組まれている。ガァプには、死者への礼儀もあるようだった…。,瞼は閉じられ、両手も組まれている。{n}ガァプには、死者への礼儀もあるようだった…。,"У них были закрыты веки и соединены руки.{n}По‐видимому, даже Гаап проявляет уважение к мёртвым...","Suas pálpebras haviam sido fechadas e suas mãos juntadas.{n}Aparentemente, até Gaap respeitava os mortos...",眼皮被人撫下，雙手交叉於身前。{n}看來，噶普對死者亦是盡了禮儀…。,眼皮被人抚下，双手交叉于身前。{n}看来，噶普对死者亦是尽了礼仪…。,"Le loro palpebre erano chiuse e le loro mani unite. Apparentemente, anche Gaap aveva rispetto per i morti..."
{f:5:Virgilia},"""Oh my. ......There are five sacrifices for the first twilight in this game? Not six?"" ","""Oh my. .........There are five sacrifices for the first twilight in this game? Not six?""",[=UP],「おや。………今回のゲームの第一の晩の犠牲者は５人なのですか？　６人ではなく？」,[=JP],"""Надо же. .........В этой игре на первые сумерки пять жертв? Не шесть?""","""Ora? .........Foram cinco sacrifícios para o primeiro crepúsculo deste jogo? Não seriam seis?""",「哦呀。………本次遊戲第一晚的犧牲者是 5 人嗎？不是 6 人？」,「哦呀。………本次游戏第一晚的牺牲者是 5 人吗？不是 6 人？」,"""Caspita. ... In questo gioco ci sono cinque sacrifici per il primo crepuscolo? Non sei?"""
{f:5:Beatrice},"""Oh, it's you, Teacher. I was worried about where you'd gone. The game has already reached the first twilight, and as you see, the first victims have appeared. ...So, it's finally time. I'm getting all excited...!"" ","""Oh, it's you, Master. I was worried about where you'd gone. The game has already reached the first twilight, and as you can see, the first victims have emerged. ......Now it's time for the real show. I'm getting all excited...!""","""Oh, it's you, Teacher. I was worried about where you'd gone. The game has already reached the first twilight, and as you see, the first victims have appeared. ......So, it's finally time. I'm getting all excited...!""",「おお、お師匠様ではないか。どこへ行っていたやら、心配したのだぞ。ゲームはもう、第一の晩を迎えて、ご覧の通り、最初の犠牲者が出ておるわ。……さぁいよいよだ。わくわくしてきたぞォ…！」,[=JP],"""О, это вы, наставница. Я уж думала, куда вы подевались. Игра уже дошла до первых сумерек, и, как видите, появились первые жертвы. ......Наконец началось. Я так взволнована!..""","""Ah, é você, professora. Eu estava preocupada sobre seu paradeiro. O jogo já alcançou o primeiro crepúsculo e, como pode ver, as primeiras vítimas já emergiram. ......Agora é hora do verdadeiro show. Estou ficando muito empolgada...!""",「哦——，這不是師傅大人嘛。不知道您去了哪，妾身好是擔心哦。遊戲已迎來了第一晚，如您所見，已出現了最初的犧牲者。……終於要動真格了。妾身都不禁心癢難耐了哦…！」,「哦——，这不是师傅大人嘛。不知道您去了哪，妾身好是担心哦。游戏已迎来了第一晚，如您所见，已出现了最初的牺牲者。……终于要动真格了。妾身都不禁心痒难耐了哦…！」,"""Oh, sei tu, Maestra. Ero preoccupata per dove fossi andata. Il gioco ha già raggiunto il primo crepuscolo, e come vedi, le prime vittime sono apparse. ... Quindi, è finalmente ora. Sono tutta eccitata...!"""
{f:5:Virgilia},"""I see. ......The you that is here looks to be in high spirits. I'm pleased."" ","""I see. .........The version of you that's here looks to be in high spirits. I'm pleased.""","""I see. .........The you that is here looks to be in high spirits. I'm pleased.""",「そうですか。………ここのあなたは元気そうですね。何よりです。」,「そうですか。………ここのあなたは元気そうですね。何よりです」,"""Вот как. .........Твоя фигура всё ещё в бодром расположении духа. Я рада.""","""Entendo. .........A versão de você que está aqui parece ser bem alto‐astral.{n}Fico feliz em ver isso.""",「是嘛。………這裡的你，看起來挺精神呢。這可是比什麼都好啊。」,「是嘛。………这里的你，看起来挺精神呢。这可是比什么都好啊。」,"""Capisco. ... La te stessa che è qui sembra essere su di morale. Sono compiaciuta."""
{f:5:Beatrice},"""?? I've got high spirits and a captivating body! Add in my charming disposition, and you've got my only strong points. Wahaha."" ","""Hm?? If you took away my high spirits, my bewitching <body>, and my pleasant disposition, I'd have nothing left! Wahaha.""","""?? I've got high spirits and a captivating body! What else to like except a good disposition? Wahaha.""",「？？妾は元気と魅惑のボディ！　あと気立ての良さくらいしか取り得がないぞ？　わっはっは。」,「？？　妾は元気と魅惑のボディ！　あと気立ての良さくらいしか取り得がないぞ？　わっはっは」,"""Хм? Если у меня заберут хорошее настроение, очарование, манеры, то от меня просто ничего не останется! Ва‐ха‐ха.""","""Hm?? Se você tomar meu alto‐astral, meu corpinho sedutor e minha agradável disposição, não vai me sobrar mais nada! Wahaha.""",「？？妾身也就只有，朝氣蓬勃、迷人的軀體！以及性格很好，這幾個長處吧？哇哈哈。」,「？？妾身也就只有，朝气蓬勃、迷人的躯体！以及性格很好，这几个长处吧？哇哈哈。」,"""?? Ho il morale alto e un corpo accattivante! Cos'altro c'è da far piacere eccetto un buon carattere? Wahaha."""
,"For some reason, {f:5:Virgilia} praised Beato for being in high spirits. ","For some reason, {f:5:Virgilia} praised Beato for her high spirits.","For some reason, Virgilia praised Beato for her high spirits.",ワルギリアはなぜかベアトの元気を褒める。,[=JP],{f:5:Вергилия} почему‐то похвалила Беато за хорошее настроение.,"Por alguma razão, {f:5:Virgília} elogiou Beato por seu alto‐astral.",瓦爾基莉亞莫名其妙地表揚起了貝阿朵的精神頭兒。,瓦尔基莉亚莫名其妙地表扬起了贝阿朵的精神头儿。,"Per qualche ragione, Virgilia complimentava Beato per il suo morale alto."
,"Though Beato was taken aback at such granny-like words coming out of {f:5:Virgilia}'s mouth all of a sudden, she pounded her chest and answered. ","Though Beato was taken aback at such granny‐like words coming out of {f:5:Virgilia}'s mouth all of a sudden, she answered while bumping a fist against her chest."," Though Beato was taken aback at such granny-like words coming out of Virgilia's mouth all of a sudden, she pounded her chest and answered.",ベアトは、何を急にババ臭いことを言い出すのかときょとんとしながらも、胸を叩いて応えるのだった。,[=JP],"Хоть та и опешила, вдруг услышав от {f:5:Вергилии} слова, которые обычно сказала бы бабушка, она хлопнула себя по груди и ответила.","Embora Beato tenha sido surpreendida por tais palavras do vovô saindo da boca de {f:5:Virgilia} tão de repente, ela respondeu enquanto batia com o punho contra seu peito.",貝阿朵儘管因不知道自己師傅幹嘛突然講出這樣頗有老婆婆味道的話而愣了一下，但她還是拍著胸膛給予了回答。,贝阿朵尽管因不知道自己师傅干嘛突然讲出这样颇有老婆婆味道的话而愣了一下，但她还是拍着胸膛给予了回答。,"Anche se Beato era stata presa alla sprovvista dalle parole da nonnina che uscivano dalla bocca di Virgilia all'improvviso, colpì il suo petto e rispose."
,{f:5:Virgilia} had been absent often during this game. ,{f:5:Virgilia} had been absent often during this game., Virgilia had been absent often during this game.,今回のゲームでのワルギリアは、席を外していることが多い。,[=JP],{f:5:Вергилия} часто отсутствовала во время этой игры.,{f:5:Virgilia} esteve ausente durante parte deste jogo.,本次的遊戲中，瓦爾基莉亞有很長一段時間沒在場。,本次的游戏中，瓦尔基莉亚有很长一段时间没在场。,Virgilia era stata assente spesso durante questo gioco.
