Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"When he entered the room, ......the blonde-haired witch was gazing out the window. ","When he entered the room, .........the witch with golden hair was gazing out the window."," When he entered the room, .........the blonde-haired witch was gazing out the window.",入室すると、………黄金の髪の魔女は、窓から外を眺めていた。,[=JP],Когда он вступил в комнату... То увидел светловолосую ведьму смотрящую в окно.,"Quando ele adentrou o quarto, .........a bruxa com cabelos dourados estava encarando janela afora.",他走進房間時，………金髮的魔女正在眺望窗外。,他走进房间时，………金发的魔女正在眺望窗外。,Quando entrò nella stanza... la strega dai capelli biondi stava guardando fuori dalla finestra.,Quando entrò nella stanza... la strega dai capelli biondo oro stava guardando fuori dalla finestra.,"Odaya girdiğinde, .........altın saçlı cadı pencereden dışarıyı izliyordu."
,"Outside, the rain was no longer falling weakly. ","Outside, the rain had already started to gather strength."," Outside, the rain was no longer falling weakly.",外はすでに弱くない雨が降り始めている。,[=JP],Дождь за окном уже не шёл так слабо.,"De fora, a chuva já havia começado a reunir forças.",外面已經下起了不算小的雨。,外面已经下起了不算小的雨。,"Fuori, non stava più piovendo debolmente.",Fuori dalla villa aveva già cominciato a piovere a dirotto...,Dışarıda yağmur çoktan şiddetlenmeye başlamıştı.
,"...As she looked out at the beautiful rose garden, which had been tended to over several days for today's sake... As she saw the winds and rain ravage it, was she struck by some sentimental feelings? ","...As she looked out at the beautiful rose garden, which had taken several days' work to make ready for today, and saw the winds and rain ravage it, was she lost in some sentimental feelings?","...As she looked out at the beautiful rose garden, which had been finished after several days of work for today's sake, and saw the winds and rain ravage it, was she lost in some sentimental feelings? ",…何日もかけてこの日のために仕上げられた美しい薔薇の庭園が、風雨で荒れ行くのを見て、何かの感傷にふけっているのだろうか。,[=JP],"...Глядя на прекрасный розарий, на подготовку которого ушло несколько дней работы, и всё ради сегодняшнего дня, и увидев, как ветер и дождь истрепали его, погрузилась ли она в некие сентиментальные чувства?","...Enquanto olhava para o belo jardim de rosas, o qual havia levado diversos dias de trabalho até alcançar tamanha beleza, e presenciou os fortes ventos e a chuva o destruírem... Estaria ela talvez perdida em meio a algum sentimentalismo?",…為了今天花費了數日精心準備好的那座美麗的玫瑰庭園，被風雨摧殘得越來越不成樣子。……她是在看著這一幕，沉湎於某種感傷嗎？,…为了今天花费了数日精心准备好的那座美丽的玫瑰庭园，被风雨摧残得越来越不成样子。……她是在看着这一幕，沉湎于某种感伤吗？,"... Quando lei guardò il bellissimo giardino di rose, che era stato finito dopo diversi giorni di lavoro per la giornata di oggi, e vide i venti e la pioggia devastarlo, era forse persa in pensieri sentimentali?","Chissà se stesse provando commozione mentre guardava il bellissimo roseto, che era stato finito di preparare per l'evento dopo diversi giorni di lavoro, venire devastato dal vento e dalla pioggia.","...Acaba günlerce çalışılarak bugün için hazırlanmış olan güzel gül bahçesini seyrederken, rüzgârın ve yağmurun bahçeyi harap ettiğini gördüğünde duygusal hislere mi kapılmıştı?"
,"Kanon was not able to tell anything more from her back, which faced him. ",Kanon was not able to infer anything more from her back that faced him.,"Kanon was not able to tell anything more from her back, which was facing him.",背中を向けるその姿からは、それ以上をうかがうことは出来ない。,[=JP],"Канон был не в состоянии прочитать что‐либо ещё по её спине, которой она стояла к нему.","Olhando apenas para suas costas, Kanon não foi capaz de inferir nada mais do que isto.",從她背對著此處的身影之中，嘉音看不到更多的東西。,从她背对着此处的身影之中，嘉音看不到更多的东西。,"Kanon non era capace di dire nient'altro alle sue spalle, che erano rivolte verso di lui.","Kanon non era capace di ricavare nient'altro da quella figura, la quale gli stava rivolgendo le spalle.","Kanon, kendisine dönük olan sırtı üzerinden daha fazla bir şey çıkaramadı."
Kanon,"""...I will prepare the meal, ...{f:5:Beatrice}-sama."" ","""...I will prepare your meal. ...{f:5:Beatrice}‐sama.""","""...I will prepare the meal. ...Beatrice-sama.""",「…お食事の用意をさせていただきます。…ベアトリーチェさま。」,「…お食事の用意をさせていただきます。…ベアトリーチェさま」,"""...Я займусь сервировкой стола. ...{f:5:Беатриче}‐сама.""","""...Eu prepararei sua refeição. ...{f:5:Beatrice}‐sama.""",「…請容我為您上菜。…貝阿朵莉切夫人。」,「…请容我为您上菜。…贝阿朵莉切夫人。」,"""... Preparerò il pranzo. ... Beatrice-sama.""","""...Le preparo il pranzo... {f:5:Beatrice}‐sama.""","""...Yemeğinizi hazırlayacağım. ...{f:5:Beatrice}-sama."""
,"Kanon went out of his way to call out the witch's name, ...hoping that she'd turn around. ","So Kanon went out of his way to call out the witch's name, ......because he wanted to make her turn around.","Kanon went out of his way to call out the witch's name, ......because he wanted to make her turn around.",だから嘉音は、……魔女を振り返らせたくて、わざわざ名前を呼ぶ。,[=JP],"Канону пришлось приложить все усилия, чтобы назвать имя ведьмы, поскольку ему было нужно, чтобы та обернулась.","Por isso, Kanon então decidiu chamar o nome da bruxa, ......para fazer com que ela se virasse.",所以嘉音為了讓魔女轉過頭來，……特意喊了一聲她的名字。,所以嘉音为了让魔女转过头来，……特意喊了一声她的名字。,Kanon si sforzò di chiamare il nome della strega... perché voleva farla girare.,Kanon la chiamò espressamente con il suo nome... perché voleva farla girare.,"Kanon, cadının adını söyleyerek ona arkasını döndürmeye çalıştı, ......çünkü onun dönmesini istiyordu."
,He wanted to know. ...He wanted to know if the witch who'd tempted him and Shannon in the past had really appeared again. ,He wanted to know. ......He wanted to know whether the witch who had tempted him and Shannon in the past......really had appeared again., He wanted to know.......He wanted to know whether the witch who had tempted him and Shannon in the past really had appeared again.,彼は知りたかった。……かつて自分と紗音を唆したあの魔女が、……本当に再び現れたのか知りたかった。,[=JP],"Он хотел знать. ......Он хотел знать, та ли это ведьма, что соблазняла его и Шаннон в прошлом, действительно ли это снова она.",Ele queria saber. ......Ele queria saber se a bruxa que havia tentado ele e Shannon no passado......realmente havia aparecido de novo.,他很想知道。……想知道曾經慫恿過自己和紗音的那位魔女，……是不是真的再度現身了。,他很想知道。……想知道曾经怂恿过自己和纱音的那位魔女，……是不是真的再度现身了。,Voleva sapere. ... Lui voleva sapere se la strega che aveva tentato lui e Shannon nel passato fosse davvero ricomparsa.,Voleva sapere... Voleva sapere se la strega che in passato aveva tentato lui e Shannon... fosse ricomparsa per davvero...,Kanon bilmek istiyordu. ......Geçmişte onu ve Shannon'u yoldan çıkaran cadının......gerçekten yeniden ortaya çıkıp çıkmadığını bilmek istiyordu.
,"...When he did, ...the witch whose name had been called...laughed, her back still facing him. Holding back her voice, she laughed. ","...When he did, ......the witch whose name had been called kept her back to him, ......and laughed. Laughed, in a subdued voice.","...When he did, ......the witch whose name had been called, ......laughed, her back still facing him. Holding back her voice, she laughed.",…すると、……名を呼ばれた魔女は、背を向けたまま、……笑う。声を押し殺して、笑う。,[=JP],"...Когда он это сделал... Ведьма, чьё имя было произнесено... Рассмеялась, так и не соизволив повернуться к нему. Она смеялась, стараясь не расхохотаться в голос.","...Quando ele o fez, ......a bruxa cujo nome havia sido chamado manteve suas costas viradas para ele, ......e riu. Riu, em uma voz subjugada.",…然後，……被叫到名字的魔女，保持著背對著他的姿勢，……笑了。壓低著聲音，笑了。,…然后，……被叫到名字的魔女，保持着背对着他的姿势，……笑了。压低着声音，笑了。,"... Quando lo fece... la strega il cui nome era stato chiamato... rise, dandogli ancora le spalle. Mantenendo la voce bassa, rise.","Quando lo fece... la strega, che era stata chiamata per nome e che gli dava le spalle... si mise a ridere. Tenendo a freno la sua voce, si mise a ridere.","...Bunu söylediğinde, ......adı söylenen cadı, ......arkasını dönmeden, sırtı hâlâ ona dönük bir şekilde, ......güldü. Hafif bir ses tonuyla güldü."
,"Kanon was startled... It was almost as though she had read his mind and knew that he had called out to her, hoping to make her turn around... ","Kanon was startled...{n}It was almost as though she had read his mind, and knew that he had called to her out of a desire to make her turn around..."," Kanon was startled... It was almost as though she had read his mind and knew that he had called out to her, hoping to make her turn around...",嘉音はぎくりとする…。まるで、振り向かせたくて声を掛けた、その思惑が読まれているようで…。,嘉音はぎくりとする…。{n}まるで、振り向かせたくて声を掛けた、その思惑が読まれているようで…。,"Канон опешил...{n}Это было почти как будто бы она прочитала его мысли и знала, что он обратится к ней в надежде, что она повернётся к нему...","Kanon ficou espantado...{n}Era quase como se ela lesse sua mente, e soubesse que o motivo que o levou a chamá‐la foi pelo seu desejo fazê‐la se virar...",嘉音心中一驚…。{n}這就好像，自己想讓她轉過頭來而向她搭話的念頭，完全被她讀到了似的…。,嘉音心中一惊…。{n}这就好像，自己想让她转过头来而向她搭话的念头，完全被她读到了似的…。,"Kanon era sgomento... era quasi come se avesse letto nella sua mente e sapeva che aveva chiamato il suo nome, sperando di farla girare...",Kanon era sgomento...{n}Era quasi come se gli avesse letto in mente la sua idea di chiamarla per nome per farla girare...,Kanon irkildi...{n}Sanki onun aklından geçenleri okumuştu ve ona arkasını dönmesi için seslendiğini biliyordu...
{f:5:Beatrice},"""......It smells good. It appears Krauss hired a good cook."" ",""".........It smells good. It appears that Krauss has employed a good cook.""",""".........It smells good. It appears that Krauss has somehow employed a good cook.""",「………良い匂いだな。どうやら蔵臼は、良い料理人を入れたと見える。」,「………良い匂いだな。どうやら蔵臼は、良い料理人を入れたと見える」,""".........Пахнет вкусно. Похоже, что Крауссу удалось раздобыть хорошего повара.""",""".........É um bom aroma. Parece que Krauss empregou um bom cozinheiro.""",「………好香的味道啊。看來藏臼，多半是招到了個不錯的廚師呢。」,「………好香的味道啊。看来藏臼，多半是招到了个不错的厨师呢。」,"""... Ha un buon odore. Sembra che Krauss abbia in qualche modo assunto un buon cuoco.""","""...Ha un buon odore. Sembra che Klaus abbia assunto un bravo cuoco.""",""".........Güzel kokuyor. Görünüşe göre Krauss iyi bir aşçı tutmuş."""
Kanon,"""......... ...Yes. ...He is called Gohda and was employed here recently."" ","""........................ ......Yes. ...He is a cook called Gohda, who was employed in recent years.""",""".....................Yes. ...He is a cook called Gohda, and was employed in recent years.""",「……………………。……はい。…近年入った、郷田という料理人です。」,「……………………。……はい。…近年入った、郷田という料理人です」,"""............... ......Да. ...Этого повара зовут Года, и он работает в течение последних нескольких лет.""","""........................ ......Sim. ...Ele é um cozinheiro chamado Gohda, empregado alguns anos atrás.""",「……………………。……是的。…是一位最近幾年來工作的，名叫鄉田的廚師。」,「……………………。……是的。…是一位最近几年来工作的，名叫乡田的厨师。」,"""... Sì. ... È un cuoco chiamato Gohda, ed è stato assunto in anni recenti.""","""...Sì. Si chiama Gouda, ed è stato assunto recentemente.""","""........................ ......Evet. ...Kendisi geçtiğimiz yıllarda işe alınmış Gohda adında bir aşçı."""
{f:5:Beatrice},"""...There's nothing better than being skilled at cooking. ...Delicious food completes the three pillars of pleasure for living in the human world. It is the secret to preventing boredom after a thousand years. ...*cackle*cackle*cackle*cackle*."" ","""...There's nothing better than being skilled at cooking. ...Gourmet food forms one of the three pillars of the pleasure of life in the human world. The secret to not tiring of a thousand years is to have it in sufficience. ...*cackle*cackle*cackle*cackle*.""","""...There's nothing better than being skilled at cooking. ...Gourmets form the three pillars of pleasure for living in the human world. Not missing out on this is the secret to not getting bored after a thousand years. ...*cackle*cackle*cackle*cackle*.""",「…料理の腕が良きことは何にも勝るものよ。…美食は人の世で生きる快楽の三柱を成す。千年を飽きぬにはこれを欠かぬが秘訣よ。…くっくくくくくくく。」,「…料理の腕が良きことは何にも勝るものよ。…美食は人の世で生きる快楽の三柱を成す。千年を飽きぬにはこれを欠かぬが秘訣よ。…くっくくくくくくく」,"""...Нет ничего лучше, чем быть искусным кулинаром. ...У гурманов есть три столпа удовольствия для жизни в человеческом мире. Не упустить их, в этом и заключается секрет неусыхания от скуки спустя тысячи лет. ...*Хихи*хихи*хихи*хихи*.""","""...Não há nada melhor que ser habilidoso na cozinha. ...A gastronomia completa os três pilares do prazer para se viver no mundo humano. É o segredo para prevenir o tédio após mil anos. ...*gargalhada*gargalhada*gargalhada*gargalhada*.""",「…廚藝高超那自然是勝於一切。…美食構成了活在人世上的三柱快樂。不曾斷過此樂，正是千年不膩的秘訣呢。…呵呵呵呵呵呵呵呵。」,「…厨艺高超那自然是胜于一切。…美食构成了活在人世上的三柱快乐。不曾断过此乐，正是千年不腻的秘诀呢。…呵呵呵呵呵呵呵呵。」,"""... Non c'è niente di meglio che essere abili a cucinare. ... I buongustai costituiscono i tre pilastri del piacere di vivere nel mondo umano. {n}Non dimenticarselo è il segreto per non annoiarsi dopo mille anni. ... *cackle*cackle*cackle*cackle*.""","""...Non c'è niente di meglio che essere abili nel cucinare... La cucina gourmet costituisce uno dei tre piaceri fondamentali del vivere nel mondo umano.{n}Averne in abbondanza è il segreto per non annoiarsi dopo mille anni... Kuahahahahahahah.""","""...Aşçılıkta yetenekli olmaktan daha iyi bir şey olamaz. ...Gurme yemekler, insan dünyasında yaşam zevkinin üç sütunundan birisidir. Bin yıl sonra bile can sıkıntısını önlemenin sırrı budur. ...*cackle*cackle*cackle*cackle*."""
,Kanon and the witch's eyes met. ,Kanon and the witch's eyes met.,[=UP],魔女と目が合う。,[=JP],Глаза Канона и ведьмы встретились.,Os olhos de Kanon se encontraram com os olhos da bruxa.,魔女望向他的眼睛。,[=CHT],Gli occhi di Kanon e della strega si incontrarono.,Kanon incrociò il suo sguardo con quello della strega...,Kanon ve cadı göz göze geldi.
,"...Then, she grinned... ",...And she grinned...,"...And, she grinned...",…そして、にやりと笑う…。,[=JP],...И та ухмыльнулась...,"...E então, ela sorriu...",…然後，咧嘴笑了…。,…然后，咧嘴笑了…。,"... E poi, lei sogghignò...","E poi, lei sogghignò...",...Ve cadı sırıttı...
,"Without a doubt. Certainly... This was clearly...the witch from that day, {f:5:Beatrice}... ","There could be no doubt. Not even the slightest...{n}This was without a doubt the witch from that day, {f:5:Beatrice}..."," Without a doubt. Certainly... This was without a doubt, the witch from that day, Beatrice...",間違いない。紛れもない…。それは間違いなく、あの日の魔女、ベアトリーチェ…。,間違いない。紛れもない…。{n}それは間違いなく、あの日の魔女、ベアトリーチェ…。,"Сомнений нет. Безусловно...{n}Это вне всяких сомнений ведьма того дня, {f:5:Беатриче}...","Não restavam mais dúvidas. Havia a certeza de que...{n}Aquela era, sem dúvida, a bruxa daquele dia, {f:5:Beatrice}...",毫無疑問。無可非議…。{n}她肯定就是那一日的魔女，貝阿朵莉切…。,毫无疑问。无可非议…。{n}她肯定就是那一日的魔女，贝阿朵莉切…。,"Senza dubbio. Certamente... era senza alcun dubbio, la strega di quel giorno, Beatrice...","Era indubbio. Non c'era modo di sbagliarsi...{n}Era senza dubbio {f:5:Beatrice}, la strega di quel dì...","Hiç şüphe yoktu. En ufak bir şüphe bile...{n}Bu şüphesiz o günkü cadı, {f:5:Beatrice}'di..."
,The witch that no one but he and Shannon could see in the past finally held a form...and had arrived openly as a guest through the entrance hall... ,"The witch that was once visible only to him and Shannon now finally held a form, and had arrived openly through the entrance hall as a guest..."," The witch that no one but he and Shannon could see in the past finally held a form, and had arrived openly as a guest from the entrance hall...",かつて自分と紗音にしか見えなかった魔女は、ついに姿を持ち、玄関から堂々と客人としてやって来たのだ…。,[=JP],"Ведьма, которую никто кроме него и Шаннон не мог видеть в прошлом, наконец обрела плоть и открыто вошла в вестибюль в качестве гостьи...","A bruxa que uma vez foi visível apenas para ele e Shannon, agora finalmente possuía uma forma, e havia entrado sem qualquer rodeio, passando pelo hall no status de hóspede...",曾經只有自己和紗音看得到的魔女，終於有了身體，堂堂正正地以客人的身份從大門進入，來到了這裡…。,曾经只有自己和纱音看得到的魔女，终于有了身体，堂堂正正地以客人的身份从大门进入，来到了这里…。,"La strega che nessuno tranne lui e Shannon potevano vedere in passato finalmente possedeva una forma, ed era arrivata apertamente come un ospite dall'atrio di ingresso...","La strega che in passato non poteva essere vista da nessuno, ad eccezione di lui e Shannon, alla fine era entrata in possesso di una forma, e in qualità di ospite, era passata dall'ingresso in grande stile...","Bir zamanlar sadece onun ve Shannon'un görebildiği cadı, şimdi nihayet bir forma bürünmüş ve bir konuk olarak açıkça malikanenin kapısından içeri girmişti..."
Kanon,"""......{f:5:Bea}...{f:5:trice}... ......sama."" ",""".........{f:5:Bea}...{f:5:trice}............sama.""",""".........Beatrice............sama.""",「………ベアト…リーチェ……。……さま。」,「………ベアト…リーチェ……。……さま」,""".........{f:5:Беа}... {f:5:триче}...... сама.""",[=UP],「………貝阿朵…莉切……。……夫人。」,「………贝阿朵…莉切……。……夫人。」,"""... Beatrice... sama.""","""...{f:5:Bea}... {f:5:trice}... sama.""",[=UP]
{f:5:Beatrice},"""It has been a long time, ......Kanon, the furniture. ...*cackle*cackle*cackle*cackle*cackle*!"" ","""It has been a long time. .........Furniture called Kanon. ...*cackle*cackle*cackle*cackle*cackle*!""","""It has been a long time. .........Kanon, the furniture. ...*cackle*cackle*cackle*cackle*cackle*!""",「久しぶりよの。………家具の、嘉音。…くっくくくくくくくくく！」,[=JP],"""Давно не виделись. .........Мебель Канон. ...*Хи‐хи*хи‐хи*хи‐хи*хи‐хи*хи‐хи*!""","""Já faz um longo tempo. .........Mobília conhecida por Kanon. ...*gargalhada*gargalhada*gargalhada*gargalhada*gargalhada*!""",「好久不見了呢。………家具，嘉音。…呵呵呵呵呵呵呵呵呵呵呵！」,「好久不见了呢。………家具，嘉音。…呵呵呵呵呵呵呵呵呵呵呵！」,"""È passato molto tempo. ... Kanon, il mobile. ... *cackle*cackle*cackle*cackle*cackle*!""","""Quanto tempo è passato... Kanon il mobile... Kuahahahahahahahahah!""","""Uzun zaman oldu. .........Mobilya Kanon. ...*cackle*cackle*cackle*cackle*cackle*!"""
Kanon,"""...............It has... ......been quite some time..."" ","""...............It has......been a long time...""","""............It has, ......been a long time...""",「……………お久、……しぶりでございます…。」,「……………お久、……しぶりでございます…」,"""............Вы правы... Давно...""","""...............Já faz......um longo tempo...""",「……………與您……許久不見…」,「……………与您……许久不见…」,"""... È passato... molto tempo...""","""...È passato... molto tempo...""","""...............Uzun......zaman oldu..."""
,"Kanon tried to remember to be polite to this guest for the time being. ...But the visit of this suspicious witch made dark clouds start to enshroud his heart, especially considering that today was the family conference... ","Kanon tried not to forget a modicum of courtesy towards the guest.{n}...But dark clouds had begun to enshroud his heart because of the visit of this suspicious witch, and on the day of the family conference at that...","Kanon tried not to forget to be polite to the guest for the time being....But dark clouds began to enshroud his heart because of the visit of this suspicious witch, and on the day of the family conference...",嘉音は一応、客人への礼儀を忘れまいとする。…しかし胸中は、胡散臭き魔女の、それも親族会議の日の訪問に、暗雲が立ち込めていた…。,嘉音は一応、客人への礼儀を忘れまいとする。{n}…しかし胸中は、胡散臭き魔女の、それも親族会議の日の訪問に、暗雲が立ち込めていた…。,"Пока что Канон старался вести себя вежливо в отношении гостьи.{n}Но из‐за визита подозрительной ведьмы, причём именно в день семейного собрания, в его сердце начала сгущаться мрачная тревога...","Kanon tentou não esquecer de ser cortês perante à hóspede.{n}...Mas a visita daquela bruxa suspeita fez com que nuvens escuras começassem a encobrir seu coração, especialmente considerando a data como sendo o dia da conferência familiar...",嘉音姑且沒有去忘記對客人該有的禮儀。{n}…可是他的心中，卻為這形跡可疑的魔女竟在親族會議這一天登門拜訪，而布滿了陰雲…。,嘉音姑且没有去忘记对客人该有的礼仪。{n}…可是他的心中，却为这形迹可疑的魔女竟在亲族会议这一天登门拜访，而布满了阴云…。,"Kanon per il momento cercò di non dimenticare di essere cortese verso l'ospite. ... Ma nubi scure cominciarono ad avvolgere il suo cuore a causa della visita di quella strega sospetta, e nel giorno della conferenza di famiglia...","Per il momento, Kanon cercò di non dimenticare le buone maniere verso l'ospite...Ma la visita della losca strega, per giunta nel giorno della riunione di famiglia, stava offuscando la sua mente per l'angoscia...",Kanon konuğa karşı bir nebze de olsa nezaket kurallarını aklından çıkarmamaya çalıştı.{n}...Fakat bu şüpheli cadının ziyareti yüzünden kalbini kara bulutlar kaplamaya başlamıştı ve tam da aile konferansının yapılacağı bu günde...
