Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Kyrie,"""There are seven of us here, so we could take three-hour shifts in pairs. ...Tomorrow morning's a long way off. We still have some energy now, but tonight's going to be tough."" ","""There are seven of us here. Two of us could rest for three hours at a time. ......It's a long time until tomorrow morning. We still have some energy now, but tonight's going to be tough.""","""There are seven of us here. We could take three hour shifts in pairs. ......It's a long time until tomorrow. We still have some energy now, but tonight's going to be tough.""",「ここには７人いるわ。２人ずつ交代で３時間くらい休むとか。……明日の朝は遠いわよ。今はまだ体力があるからいいけど、今夜は辛そうね。」,「ここには７人いるわ。２人ずつ交代で３時間くらい休むとか。……明日の朝は遠いわよ。今はまだ体力があるからいいけど、今夜は辛そうね」,"""Нас здесь семеро. Мы можем дежурить парами посменно. ......До завтра ещё очень долго. У нас ещё осталось немного сил, но сегодня придётся нелегко.""","""Há sete de nós aqui. Dois de nós poderiam descansar por três horas de cada vez. ......É um longo tempo até amanhã de manhã. Ainda temos alguma energia agora, mas esta noite vai ser difícil.""",「此處有七人哦。每次兩人，輪班休息三小時左右如何？……離明天早上還很遠哦。現在還有體力，所以還撐得住，但今晚可難熬呢。」,「此处有七人哦。每次两人，轮班休息三小时左右如何？……离明天早上还很远哦。现在还有体力，所以还撑得住，但今晚可难熬呢。」,"""Ci sono sette di noi qui. Potremmo fare turni di tre ore in coppia. ... Sarà lunga fino a domani. Abbiamo ancora energia, ma stanotte sarà dura."""
Ushiromiya Hideyoshi,"""Sure will. Anyone sleepy? Don't overdo it, and get some rest."" ","""Sure will be. Anyone sleepy? Don't overdo it, rest.""","""Sure will. Anyone sleepy? Don't overdo it, and rest.""",「そやな。眠いもんはおるか？　無理せんと休んでや。」,「そやな。眠いもんはおるか？　無理せんと休んでや」,"""Это точно. Кого‐нибудь клонит в сон? Если да, то не перенапрягайтесь и отдохните.""","""Com certeza. Alguém está com sono? Não se forcem, descansem.""",「是吶。有麽有想睡的人吶？甭硬撐了，去休息吧。」,「是呐。有么有想睡的人呐？甭硬撑了，去休息吧。」,"""Lo sarà di certo. Qualcuno ha sonno? Non strafate e riposate."""
,"Hideyoshi looked around at everyone to see who wanted to sleep first, but no one volunteered. ","Hideyoshi looked around at everyone to see who wanted to sleep first, but no one volunteered.",[=UP],秀吉が、先に寝たいのは誰かと一同を見回すが、立候補者はいなかった。,[=JP],"Хидэёши оглядел присутствующих, взглядом спрашивая, кто хочет прилечь первым, но никто не вызвался.","Hideyoshi olhou ao redor em direção a todos para ver quem queria dormir primeiro, mas ninguém se voluntariou.",秀吉環視著大家，詢問著誰想先睡覺，不過並沒有人回答。,秀吉环视着大家，询问着谁想先睡觉，不过并没有人回答。,"Hideyoshi si guardò attorno per vedere chi voleva dormire per primo, ma nessuno si offrì volontario."
,"...Everyone was just as tired, but no one was bold enough to go to sleep right away. ...Their fear of the unknown culprit was just as strong as their sleepiness. ","...Everyone was just as tired, but no one was bold enough to be able to sleep now. ......Their fear of the unknown culprit was just as strong as their sleepiness.","...Everyone was just as tired, but no one was bold enough to be able to sleep now.......Their fear of the unknown culprit was just as strong as their sleepiness.",…皆、眠いのは同じだが、今すぐ寝られるほどの豪胆さはない。……眠いのと同じくらいに、未知の犯人への恐れがあるのだ。,[=JP],"...Все действительно устали, но ни у одного не нашлось достаточно храбрости, чтобы сейчас заснуть. ......Их страх перед неизвестным преступником не уступал их сонливости.","...Todos estavam muito cansados, mas ninguém era corajoso o suficiente para ser capaz de dormir agora. ......O medo que todos tinham do culpado desconhecido era tão forte quanto o sono deles.",…儘管大家都很困，但誰都沒膽大到現在就去睡覺。……人人心中都有著，與睡意同等的，對未知犯人的恐懼。,…尽管大家都很困，但谁都没胆大到现在就去睡觉。……人人心中都有着，与睡意同等的，对未知犯人的恐惧。,"... Erano tutti ugualmente stanchi, ma nessuno si sentiva abbastanza spavaldo da dormire ora. ... La loro paura del colpevole sconosciuto era forte quando il loro sonno."
Ushiromiya Hideyoshi,"""...Nobody? Well, don't overdo it, everyone."" ","""......Nobody? Well, don't overdo it, everyone.""",[=UP],「……おらんかいな。ま、みんな、無理はせんでな。」,「……おらんかいな。ま、みんな、無理はせんでな」,"""......Никто? Ладно, только не перестарайтесь.""","""......Ninguém? Bem, não se forcem, pessoal.""",「……麽有嗎？大伙不用硬撐吶。」,「……么有吗？大伙不用硬撑呐。」,"""... Nessuno? Beh, non strafate, voi tutti."""
Ushiromiya Eva,"""If we get tired, we'll deal with it then. ...I'll admit I'm sleepy, but I'm not in the mood now."" ","""If we get tired, we can think about it then. ......I certainly am tired, but I'm not in the mood now.""","""If we get tired, then we can think about it. ......I certainly am tired, but I'm not in the mood now.""",「眠くなったらその時に考えるわ。……確かに眠いけど、今はそういう気分じゃないの。」,「眠くなったらその時に考えるわ。……確かに眠いけど、今はそういう気分じゃないの」,"""Если устанем, то тогда и придумаем что‐нибудь. ......Я действительно устала, но не в настроении, чтобы спать.""","""Se ficarmos com sono, podemos pensar sobre isso então. ......Certamente estou cansada, mas não estou no clima para dormir agora.""",「到想睡的時候會考慮的。……雖然確實很困，但現在沒這心情。」,「到想睡的时候会考虑的。……虽然确实很困，但现在没这心情。」,"""Se ci stancassimo, allora potremmo pensarci. ... Io lo sono sicuramente, ma ora non sono dell'umore adatto."""
,"As Eva spoke sharply, she reread the second letter from {f:5:Beatrice}, which had been found in the boiler room. ","Eva spoke sharply, and then read once more over the second letter from {f:5:Beatrice}, which had been found in the boiler room.","As Eva spoke sharply, she reminded everyone of the second letter from Beatrice, which had been found in the boiler room.",絵羽はそう鋭く言うと、ボイラー室で見付かったベアトリーチェからの２通目の手紙を読み返した。,[=JP],"Своим резковатым тоном Ева напомнила присутствующим о втором письме {f:5:Беатриче}, найденном в котельной.","Eva falou de forma afiada, e então leu mais uma vez a segunda carta de {f:5:Beatrice}, que tinha sido encontrada na sala da caldeira.",繪羽斬釘截鐵地說完後，又讀了一遍在鍋爐室裡找到的，來自貝阿朵莉切的第二封信。,绘羽斩钉截铁地说完后，又读了一遍在锅炉室里找到的，来自贝阿朵莉切的第二封信。,"Come Eva parlò bruscamente, ricordò a tutti la seconda lettera di Beatrice, che era stata trovata nel locale caldaia."
,"{f:5:Beatrice} had sent them two letters, which had repeatedly told them to solve the riddle of the epitaph. ","{f:5:Beatrice} had sent them two letters, and had repeatedly told them to solve the riddle of the epitaph."," Beatrice had sent them two letters, and had repeatedly told them to solve the riddle of the epitaph.",ベアトリーチェは２通もの手紙を送りつけ、繰り返し、碑文の謎を解いてみろと催促している。,[=JP],"{f:5:Беатриче} послала им два письма, в каждом из которых призывала их разгадать загадку эпитафии.",{f:5:Beatrice} havia enviado duas cartas a eles e dito repetidas vezes para resolverem o enigma do epitáfio.,貝阿朵莉切送來了兩封信，反覆催促著，讓眾人試著解開碑文之謎。,贝阿朵莉切送来了两封信，反复催促着，让众人试着解开碑文之谜。,"Beatrice aveva mandato loro due lettere, e aveva ripetutamente detto loro di risolvere l'enigma dell'epigrafe."
,And she'd even provoked them by saying she'd give up her assets and the Headship if they could solve it... ,"And she had even provoked them by saying she would give up the inheritance, both assets and headship, if it could be solved...", And she had even provoked them by saying she would give up her assets and the inheritance if it could be solved...,そして、解ければ財産も家督も全て譲るとまで挑発している…。,[=JP],"И она даже провоцировала их, написав, что отдаст своё имущество и наследство, если эпитафия будет разгадана...","E até mesmo os provocou dizendo que desistiria da herança, tantos dos bens como a liderança da família, se o enigma pudesse ser resolvido...",而且還挑釁說，若是解開了，就會將財產和家督全部拱手相讓…。,而且还挑衅说，若是解开了，就会将财产和家督全部拱手相让…。,E li aveva provocati dicendo che avrebbe dato i suoi beni e la sua eredità se fosse stato risolto...
,Eva took out a notebook and opened it to a page with the epitaph copied onto it. ,Eva took out a notebook and opened it to a page with the epitaph copied onto it., Eva took out a notebook and opened it to a page with the epitaph copied onto it.,絵羽は、手帳を取り出すと、碑文を写したページを開いた。,[=JP],"Ева достала блокнот и открыла его на странице, куда была переписана эпитафия.",Eva puxou um caderno e abriu na página onde o epitáfio tinha sido copiado.,繪羽取出筆記本，翻到了抄寫著碑文的那一頁。,绘羽取出笔记本，翻到了抄写着碑文的那一页。,Eva prese un quaderno e lo aprì alla pagina con l'epigrafe copiata su di essa.
Ushiromiya Kyrie,"""......Is this that epitaph?"" ","""............Is that the epitaph?""",[=UP],「…………例の碑文、ですか？」,[=JP],"""............Это эпитафия?""","""............Esse é o epitáfio?""",「…………這就是那個碑文嗎？」,「…………这就是那个碑文吗？」,"""... È l'epigrafe?"""
Ushiromiya Eva,"""Yes. ...I hate doing what the culprit says, but we do have time to waste. I think it's the perfect way to stave off boredom."" ","""Yes. ......Although it's annoying to do as the culprit says, after all, we do have time to waste. I think it's the perfect way to stave off boredom.""","""Yes. ......Although it's annoying to do as the culprit says. After all, we do have time to waste. I think it's the perfect way to stave off boredom.""",「えぇ。……犯人の言いなりになるのは癪だけど。どうせ時間は腐るほどあるわ。退屈凌ぎには丁度いいと思って。」,「えぇ。……犯人の言いなりになるのは癪だけど。どうせ時間は腐るほどあるわ。退屈凌ぎには丁度いいと思って」,"""Да. ......И хотя следование словам преступника не может не раздражать, у нас, как‐никак, имеется свободное время. Полагаю, это занятие вполне сможет прогнать скуку.""","""Sim. ......Apesar de ser perturbador fazer o que o culpado quer, temos tempo para desperdiçar. Acho que é a forma perfeita de protelar o tédio.""",「嗯。……雖說按犯人的話照辦讓人很惱火。但反正有的是時間。我覺得，以此來解悶正合適哦。」,「嗯。……虽说按犯人的话照办让人很恼火。但反正有的是时间。我觉得，以此来解闷正合适哦。」,"""Sì. ... Nonostante sia fastidioso fare quello che dice il colpevole. Dopotutto, abbiamo tempo da perdere. Penso sia il modo perfetto per scacciar via la noia."""
Ushiromiya Krauss,"""...Not a bad way to kill time. Why don't we challenge it together as siblings?"" ","""...Not a bad way to kill time. Why don't we challenge it together as siblings?""",[=UP],「…悪くない時間潰しだ。兄弟で仲良く挑戦してみようじゃないか。」,「…悪くない時間潰しだ。兄弟で仲良く挑戦してみようじゃないか」,"""...Неплохой способ убить время. Почему бы нам не попробовать ответить на вызов как братьям и сёстрам?""","""...Não é um jeito ruim de matar o tempo. Por que não desafiamos o enigma juntos, como irmãos?""",「…不壞的消磨時間的方式呢。就兄妹們一起，相親相愛地挑戰一下吧。」,「…不坏的消磨时间的方式呢。就兄妹们一起，相亲相爱地挑战一下吧。」,"""... Non un cattivo modo per ammazzare il tempo. Perché non facciamo una sfida insieme come fratelli?"""
Ushiromiya Kyrie,"""...Can I borrow that? I'll rewrite it just a little larger. Natsuhi-san, do you have a slightly larger piece of paper?"" ","""......Can I borrow that? I'll rewrite it just a little larger. Natsuhi‐san, do you have a slightly larger piece of paper?""","""......Can I borrow that? I'll rewrite it just a little larger. Natsuhi-san, do you have a slightly larger piece of paper?""",「……借りてもいいかしら？　もう少し大きく書き直すわ。夏妃さん、もう少し大きな紙はないですか？」,[=JP],"""......Могу я позаимствовать твой блокнот? Я перепишу её более крупными буквами. Нацухи‐сан, у тебя найдётся листок бумаги чуть больших размеров?""","""......Eu posso pegar isso emprestado? Vou reescrevê‐lo só um pouco maior. Natsuhi‐san, você tem um pedaço de papel um pouco maior?""",「……可以借我一下嗎？我來把它寫得稍微大點。夏妃姐姐，有沒有再稍微大點的紙？」,「……可以借我一下吗？我来把它写得稍微大点。夏妃姐姐，有没有再稍微大点的纸？」,"""... Posso prenderlo in prestito? Lo riscriverò un po' più in grande. {n}Natsuhi-san, hai un foglio di carta un po' più largo?"""
Ushiromiya Natsuhi,"""There should be paper in the servant room. I will bring some."" ","""There should be paper in the servant room. I will bring some.""",[=UP],「使用人室に紙くらいあるでしょう。取ってきます。」,「使用人室に紙くらいあるでしょう。取ってきます」,"""Бумага должна быть в комнате для прислуги. Я принесу её.""","""Deve ter papel na sala dos serviçais. Vou buscar algumas folhas.""",「傭人室裡應該有紙吧。我去取。」,「佣人室里应该有纸吧。我去取。」,"""Ci dovrebbero essere dei fogli nella stanza dei domestici. Ne porterò qualcuno."""
,Natsuhi immediately brought a blank B4 sheet of paper from the servant room. ,Natsuhi immediately brought a B4 blank sheet of paper from the servant room.,[=UP],すぐに夏妃は、使用人室からＢ４ほどの無地の紙を持ってきた。,[=JP],"Сказав это, Нацухи ушла и тут же вернулась с чистым листом формата В4, взятым в комнате для прислуги.",Natsuhi imediatamente trouxe uma folha de papel B4 em branco da sala dos serviçais.,夏妃馬上就從傭人室裡拿來了 B4 大小的，素色的紙。,夏妃马上就从佣人室里拿来了 B4 大小的，素色的纸。,Natsuhi immediatamente portò un foglio B4 bianco dalla stanza dei domestici.
,"Kyrie borrowed Eva's notebook, wrote out the epitaph on the paper, and laid it out on the table. ","Kyrie borrowed Eva's notebook, wrote out the epitaph on the paper, and laid it out on the table."," Kyrie borrowed Eva's notebook, wrote out the epitaph on the paper, and laid it out on the table.",霧江は絵羽の手帳を借りると、そこに碑文を書き出し、テーブルの上に置いた。,[=JP],"Кирие, позаимствовав блокнот Евы, переписала эпитафию и положила листок с ней на стол.","Kyrie pegou emprestado o caderno diário de Eva, escreveu o epitáfio no papel, e o estendeu na mesa.",霧江借來繪羽的筆記本，在紙上抄好碑文後，將紙攤在了桌上。,雾江借来绘羽的笔记本，在纸上抄好碑文后，将纸摊在了桌上。,"Kyrie prese in prestito il quaderno di Eva, trascrisse l'epigrafe sul foglio, e la poggiò sul tavolo."
,"Then, everyone quickly peered down at it. ...They automatically formed a crowd. ","Straight away, everyone peered down at it.{n}...A fence of people naturally formed."," Then, everyone quickly peered down at it....They automatically crowded around.",それを一同はさっそく覗き込む。…自然と人垣が出来た。,それを一同はさっそく覗き込む。{n}…自然と人垣が出来た。,"Все тут же вперили свой взгляд в текст,{n}автоматически сгрудившись над ним.",Todos imediatamente olharam para ele.{n}...Todos começaram a se amontoar naturalmente.,大家立刻上前圍觀。{n}…自然而然地築起了人牆。,大家立刻上前围观。{n}…自然而然地筑起了人墙。,"Poi, tutti lo scrutarono subito. ... Automaticamente si riunirono tutti attorno."
Ushiromiya Hideyoshi,"""I've heard about it, ...but, really, this is a tough riddle. I don't have a clue what it's talkin' about."" ","""I've heard about it, but......really, this is a tough riddle. I don't have a clue what it's talking about.""",[=UP],「話には聞いとったが。…こらぁ、難儀な謎やなぁ。何を言っとるのか、さっぱりや。」,「話には聞いとったが。…こらぁ、難儀な謎やなぁ。何を言っとるのか、さっぱりや」,"""Я слышал о ней, но... И правда непростая загадка. Совершенно не имею понятия, о чём идёт речь.""","""Eu ouvi sobre isso, mas......realmente, este é um enigma difícil. Não faço ideia do que isso quer dizer.""",「雖說早有耳聞。…但這可真是令人頭疼的謎題吶。連在講啥子都不知道吶。」,「虽说早有耳闻。…但这可真是令人头疼的谜题呐。连在讲啥子都不知道呐。」,"""L'avevo sentito, ma... davvero, è un enigma difficile. Non ho la più pallida idea di cosa voglia dire."""
Ushiromiya Rosa,"""At one point, I also did my best to solve it, but I was just as clueless."" ","""At one point, I also did my best to challenge it, but I was just as clueless.""",[=UP],「私も一時、がんばって挑戦したんだけれど、同じくさっぱりだったわ。」,「私も一時、がんばって挑戦したんだけれど、同じくさっぱりだったわ」,"""Когда‐то я тоже попыталась разгадать её, но аналогично не добилась никаких результатов.""","""Em certo momento, também fiz meu melhor para desafiá‐lo, mas fiquei completamente sem ideias.""",「我也曾努力挑戰過一陣子，但同樣完全搞不懂。」,「我也曾努力挑战过一阵子，但同样完全搞不懂。」,"""Ad un certo punto, anche io feci del mio meglio per provare a risolverlo, ma senza risultati."""
Ushiromiya Rudolf,"""If you did know, you wouldn't have come all the way out here with a plan to make money. After all, it's 10 tons of gold we're talking about."" ","""If we did know, we wouldn't have come all the way out here with a plan to make money. After all, it's ten tons of gold.""","""If you did know, you wouldn't have come all the way out here with a plan to make money. After all, it's 10 tons of gold.""",「わかってたら、のこのこと金策には来ねぇさ。何しろ１０ｔの黄金だからな。」,「わかってたら、のこのこと金策には来ねぇさ。何しろ１０ｔの黄金だからな」,"""Если бы ты догадалась, то не приехала бы сюда с намерением урвать денег. Всё‐таки это десять тонн золота.""","""Se soubéssemos, não teríamos percorrido todo o caminho até aqui com um plano para conseguir dinheiro. Afinal, são dez toneladas de ouro.""",「要是懂了，就不會厚臉皮地來要錢了。畢竟，那可是十吨黃金啊。」,「要是懂了，就不会厚脸皮地来要钱了。毕竟，那可是十吨黄金啊。」,"""Se ci fossi riuscita, non saresti venuta fin qui con un piano per far soldi. {n}Dopotutto, son 10 tonnellate d'oro."""
Ushiromiya Kyrie,"""......This is the first time I've read through it seriously, but... roughly speaking, couldn't it be split into three parts?"" ","""............This is the first time I've read it seriously, but......roughly speaking, couldn't it be split into three parts?""",[=UP],「…………真面目に読むのは初めてなんだけど。……大雑把に言って、３部分に分かれてるのかしら？」,[=JP],"""............Я впервые серьёзно читаю эту эпитафию, но... Грубо говоря, нельзя ли разбить её на три части?""","""............Esta é a primeira vez que li isto seriamente, mas......falando de modo simples, o enigma não poderia ser dividido em três partes?""",「…………雖說是頭一次認真看。……但粗略地講，這是否是分成了三部分呢？」,「…………虽说是头一次认真看。……但粗略地讲，这是否是分成了三部分呢？」,"""... Questa è la prima volta che lo leggo seriamente, ma... grossomodo, non può essere divisa in tre parti?"""
