Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"...This made it seem all the more suspicious to Natsuhi, but this time, at least, she had to admit that everything really did seem to be going well. ","......This made things seem all the more suspicious to Natsuhi, but this time, at least, she had to admit that everything really did seem to be going well.",[=UP],……むしろその仕草が胡散臭さを掻き立てるのだが、今回に限り、実際に順調であることを夏妃も認めざるを得なかった。,[=JP],"......Из‐за этого Нацухи всё казалось только подозрительнее, но на сей раз ей, по крайней мере, пришлось признать, что дела идут хорошо.","......O que só fez tudo parecer ainda mais suspeito para Natsuhi, mas, ao menos dessa vez, ela precisava admitir que tudo realmente estava correndo bem.",……雖然他這副樣子反而令人起疑，但就這次來說，夏妃也不得不認可，實際上是進行得很順利。,……虽然他这副样子反而令人起疑，但就这次来说，夏妃也不得不认可，实际上是进行得很顺利。,"... Ciò fece sembrare le cose ancora più sospette per Natsuhi, ma questa volta, almeno, doveva ammettere che tutto sembrava andare bene sul serio."
,"Certainly, this business Krauss boasted of had expanded in scope over the last year... and was promising an even greater payoff than had been anticipated initially. ","Certainly, this business Krauss boasted of had expanded in scope over the last year, and was promising an even greater payoff than had been anticipated in the beginning."," Certainly, this business Krauss boasted of had expanded in scope over the last year, and was promising an even greater payoff than had been anticipated in the beginning.",確かに蔵臼が豪語した事業は、この一年でさらに規模が大きくなり、当初の見込みを大幅に上回る利益を約束しつつあった。,[=JP],"Да, бизнес, о котором хвастался Краусс, расширился за прошлый год и обещал даже большую выплату, чем ожидалось в начале.","Certamente, o investimento que Krauss tanto se gabou se expandiu em um escopo durante o ano passado, e prometia um pagamento ainda maior do que ele havia antecipado no começo.",的確，通過這一年，藏臼誇口過的事業的規模變得更大，正漸漸有望得到大大超過當初所預計的利潤。,的确，通过这一年，藏臼夸口过的事业的规模变得更大，正渐渐有望得到大大超过当初所预计的利润。,"Certamente, questo affare di cui Krauss si vantava si era espanso in portata nell'ultimo anno, e stava promettendo una ricompensa ancora più grande di quanto era stato anticipato all'inizio."
,"Whether it would prove to be a winner or not, investors had gathered around it, and they were rapidly gaining funds. ","Investors were gathering, jumping on the bandwagon of their own accord, and the business was rapidly gathering funds."," Whether it proved to be a winner or not, investors had gathered around it, and they were rapidly gaining funds.",勝ち馬には放って置いても出資者が集まり、資金が見る見る集まる。,[=JP],"Выйдет он победителем или нет, инвесторы уже собрались и быстрыми темпами собирают фонды.","Investidores estão se reunindo em um efeito de adesão, e os negócio estavam obtendo fundos rapidamente.",會獲勝的馬，即便放著不管，也會自然而然地聚集出資者，資金眼看著越聚越多。,会获胜的马，即便放着不管，也会自然而然地聚集出资者，资金眼看着越聚越多。,"Nonostante potesse provare di essere un vincitore o meno, degli investitori si erano riuniti attorno ad esso, e stavano rapidamente ottenendo fondi."
,This must be what they mean when they say money summons money. ,"It was a perfect example of the saying ""money makes money"".", This must be what they mean when they say that money summons money.,カネがカネを呼ぶとはまさにこのことだろう。,[=JP],"Наверное, это имеют в виду, когда говорят, что деньги притягивают деньги.","Era um perfeito exemplo de como dizer ""dinheiro faz dinheiro"".",錢會喚來錢，說的就正是此吧。,钱会唤来钱，说的就正是此吧。,Questo dev'essere ciò che significa quando si dice che i soldi chiamano altri soldi.
,"It was probably the greatest success of Krauss's life so far. ...No, it probably {i:would be} his greatest success yet. ","This was probably the greatest success of Krauss's life so far. ......No, it probably {i:would become} his greatest success yet."," It was probably the greatest success of Krauss's life so far.......No, it probably would become his greatest success yet.",恐らく、蔵臼のこれまでの人生で、もっとも成功した、……いや、成功する事業と{i:なる}だろう。,[=JP],"Это, пожалуй, наивысший успех за всю жизнь Краусса. ......Нет, в том‐то и дело, что пока {i:никакого} успеха ещё нет.","Este era, possivelmente, o maior sucesso da vida de Krauss. ......Não, ele provavelmente iria {i:se tornar} o seu maior sucesso.",恐怕，這是在藏臼迄今為止的人生中，最為成功的，……不，是{i:將}會成為最為成功的一樁事業吧。,恐怕，这是在藏臼迄今为止的人生中，最为成功的，……不，是{i:将}会成为最为成功的一桩事业吧。,"Probabilmente, era il più grande successo nella vita di Krauss fino a quel momento. ... No, forse sarebbe diventato il suo più grande successo."
,That point was where Natsuhi's misgivings lay. ,That point was where Natsuhi's misgivings lay., That point was where Natsuhi's misgivings lay.,夏妃が危惧するのはその一点だった。,[=JP],Вот чего опасалась Нацухи.,"Porém, a desconfiança de Natsuhi ainda permanecia.",夏妃怕的就是這一點。,夏妃怕的就是这一点。,Era quello il punto in cui giacevano i dubbi di Natsuhi.
,"True, it was certain, and as Krauss had said, they wouldn't lose this catch now. ","True, it was certain, and as Krauss had said, they wouldn't lose this catch now."," True, it was certain, and as Krauss had said, they wouldn't lose this catch now.",確かに確実な話で、蔵臼が言うように、もはや釣り落とすことはない。,[=JP],"Да, он был возможен, и, как сказал Краусс, они не упустят этот улов.","De fato, era uma certeza, e Krauss já havia dito; ele não iria perder agora.",的確，確鑿無誤，一如藏臼所說，魚已不會溜走。,的确，确凿无误，一如藏臼所说，鱼已不会溜走。,"Di sicuro, era una cosa certa, e come aveva detto Krauss, non avrebbero lasciato ora la presa."
,"However, ......the fish on the line had gotten too big. ","However, .........the fish on the line had gotten too big."," However, .........the fish on the line had gotten too big.",しかし、………掛かった魚が大きくなり過ぎたのだ。,[=JP],Но......... им попалась на крючок слишком крупная рыба.,"Porém, .........o peixe pego pela vara era grande demais.",但是，………上鈎的魚實在有點變得太大了。,但是，………上钩的鱼实在有点变得太大了。,Ciononostante... il pesce che aveva abboccato era diventato troppo grande.
Ushiromiya Krauss,"""We'll definitely be able to reel this fish in. There's no need to rush. It's such a success that I wish I could show it to Father, if he were still alive...!"" ","""We'll definitely be able to reel this fish in. There's no need to rush. It's such a success that I wish I could show it to Dad to be praised, if he were still alive...!""","""We'll definitely be able to reel this fish in. There's no need to rush. It's such a success that I wish I could show it to Father to be praised, if he were still alive...!""",「必ず釣り上げられる魚だ。何も焦る必要はないのだよ。親父が生きていたなら、ぜひ見せて誇りたいほどの大成功なのだ…！」,[=JP],"""И мы обязательно вытянем её. Не нужно спешить. Это такой успех, что даже отец мог бы похвалить меня, будь он жив!..""","""Definitivamente iremos puxar esse peixe. Não há motivos para nos apressarmos. É tanto sucesso que eu gostaria de poder mostrar para o pai só para ele me elogiar, se ainda estivesse vivo...!""",「這魚，一定釣得上來。啥都不用急。這是爸如果還活著，就絕對要自豪地給他看看的大獲成功…！」,「这鱼，一定钓得上来。啥都不用急。这是爸如果还活着，就绝对要自豪地给他看看的大获成功…！」,"""Riusciremo sicuramente a catturare questo pesce. Non c'è bisogno di affrettarsi. È un tale successo che vorrei poterlo mostrare a mio Padre per essere lodato, se fosse ancora vivo...!"""
Ushiromiya Natsuhi,"""Yes, I know. However, I believe you made me a promise last year. You said you were sure you could manage something within a year...!"" ","""Yes, I know. However, I believe you made me a promise last year. You said you were sure you could manage something within a year...!""",[=UP],「えぇ、それはわかっています。ですが、あなたは昨年、私に約束したはずです。必ず、１年で何とか出来ると…！」,[=JP],"""Да, знаю. Но, мне кажется, ты обещал другое в прошлом году. Ты сказал, что сможешь сделать что‐нибудь в течение года!..""","""Sim, eu sei. Contudo, eu acredito que você me fez uma promessa ano passado. Você disse que daria um jeito de conseguir algo este ano...!""",「嗯，這個我明白。但是，老公在去年應該有向我保證過。必定會在這一年中設法辦妥…！」,「嗯，这个我明白。但是，老公在去年应该有向我保证过。必定会在这一年中设法办妥…！」,"""Sì, lo so. Comunque, credo che tu mi abbia fatto una promessa l'anno scorso. Hai detto di essere sicuro di poter sistemare qualcosa entro un anno...!"""
,A pained look rose to Krauss's face. They certainly had hooked a fat fish that guaranteed great success. ,A pained look rose to Krauss's face. They certainly had hooked a fat fish that guaranteed a great success.,[=UP],蔵臼は苦い顔をする。大成果を保証する肥えた魚を、確かに彼らは釣ってはいる。,[=JP],"Краусс выглядел огорчённым. Они, несомненно, поймали жирную рыбу, гарантирующую большой успех.",Uma dolorosa expressão subiu ao rosto de Krauss. Eles certamente haviam pegado um peixe dos grandes com garantias de sucesso.,藏臼露出了困窘的表情。他們的確是釣到了，保證了巨大成果的肥魚。,藏臼露出了困窘的表情。他们的确是钓到了，保证了巨大成果的肥鱼。,Sul volto di Krauss affiorò un'espressione addolorata. Avevano certamente preso all'amo un grosso pesce che avrebbe garantito un grande successo.
,"However, it would require an appropriate amount of time to reel it in... ","However, it would require an appropriate amount of time to reel it in......"," However, it would require an appropriate amount of time to reel it in......",しかし、引き上げるには、それに相応しい時間が必要になるのだ……。,[=JP],"Вот только потребуется уйма времени, чтобы намотать её на крючок......","Porém, isto iria requerer uma certa quantidade de tempo até que pudesse girar o molinete......",可是，要收竿，是需要與此相應的時間的……。,可是，要收竿，是需要与此相应的时间的……。,"Però, ci sarebbe stato bisogno di un'appropriata quantità di tempo per ottenerlo..."
,"Natsuhi pressed Krauss, asking if there was any way for them to make money before this year's family conference, but Krauss kept saying that he needed just one more year... ","Natsuhi pressed Krauss, asking if there was any way for them to make money before this year's family conference, but Krauss kept saying that he needed just one more year..."," Natsuhi pressed Krauss, asking if there was any way for them to make money before this year's family conference, but Krauss kept saying that he needed just one more year...",夏妃は何とか今年の親族会議までにカネを作れないのかと蔵臼を問い詰めるが、蔵臼は、あともう１年だけ待って欲しいと繰り返す…。,[=JP],"Нацухи давила на Краусса, спрашивая, есть ли другой способ заработать деньги до наступления семейной конференции этого года, а Краусс твердил, что ему просто нужен ещё год...","Natsuhi pressionou Krauss, perguntando se não havia outra forma de fazer dinheiro antes da conferência familiar deste ano, mas Krauss continuava dizendo que precisaria de só mais um ano...",雖然夏妃在逼問藏臼，就不能設法在今年的親族會議之前搞到錢嗎？但藏臼只是反覆地說，希望能再多等個一年…。,虽然夏妃在逼问藏臼，就不能设法在今年的亲族会议之前搞到钱吗？但藏臼只是反复地说，希望能再多等个一年…。,"Natsuhi fece pressione su Krauss, chiedendogli se esistesse un modo per guadagnare prima della riunione familiare di quell'anno, ma Krauss continuò a dire che gli serviva un altro anno..."
,Krauss planned to use this unprecedented success to catapult them into further challenges in the future. ,Krauss planned to use this unprecedented success...as a springboard to future endeavors., Krauss planned to use this unprecedented success to catapult them into further challenges in the future.,蔵臼としては、この空前の成功を切っ掛けに、未来の新しい挑戦への踏み台にしたいという目論見がある。,[=JP],Он планировал однажды катапультой забросить этот небывалый успех в будущие проблемы.,Krauss planejava usar esse sucesso sem precedentes...como um trampolim para investimentos futuros.,站在藏臼的立場上，是有著一個，希望以這個空前成功為契機，將此化為通往未來新挑戰的跳板的如意算盤的。,站在藏臼的立场上，是有着一个，希望以这个空前成功为契机，将此化为通往未来新挑战的跳板的如意算盘的。,Krauss intendeva usare questo successo senza precedenti per catapultarli in nuove sfide in futuro.
,"Because of this, he didn't want to do anything that would raise suspicions by making it seem like they were rushing to get money... ","Because of this, he didn't want to do anything that would raise suspicions by making it seem like they were rushing to get money..."," Because of this, he didn't want to do anything that would raise suspicions by making it seem like they were rushing to get money...",そのため、おかしな金策で奔走していることで、妙な不信感を持たれたくないという気持ちがあるのだ…。,[=JP],"Из‐за этого ему не хотелось делать ничего подозрительного, чтобы не показалось, будто они гонятся за деньгами...","Por causa disso, ele não queria fazer nada que levantasse suspeitas, fazendo parecer que ele estava apressando as coisas para conseguir dinheiro...",因此，他不想因奔走籌集無正當理由的資金，給人留下多餘的疑惑…。,因此，他不想因奔走筹集无正当理由的资金，给人留下多余的疑惑…。,"A causa di ciò, non voleva fare qualcosa che avrebbe sollevato sospetti facendo sembrare che si stessero affrettando per avere soldi..."
,"Certainly, fortune tends to turn against people who take it for granted even in the slightest. Anxious beggars never prosper... ","Certainly, fortune tends to turn against people who take it for granted even in the slightest.{n}There's a saying about hasty anglers......"," Certainly, fortune tends to turn against people who take it for granted even in the slightest. Like by anxiously begging for money......",確かに、運気というのは小さなケチで転ぶこともある。慌てる乞食は何とやら……。,確かに、運気というのは小さなケチで転ぶこともある。{n}急いては事を何とやら……。,"Удача всегда стремится отвернуться от людей, которые хотя бы немного воспринимают её как должное.{n}Например, от тех, кто с тревогой ищет деньги......","Certamente, a sorte tende a se virar contra as pessoas que acabam tomando algo como certo. É algo que sempre dizem sobre pescadores apressados......",的確，運氣這種東西，有時是會因為小小的放不開而與你道別的。{n}慌慌張張地去乞討，也太……。,的确，运气这种东西，有时是会因为小小的放不开而与你道别的。{n}慌慌张张地去乞讨，也太……。,"Di certo, la fortuna tende a girare contro le persone che la danno per scontata, anche di pochissimo. Come nel chiedere soldi ansiosamente..."
,"On many occasions before now, Krauss had gotten cold feet and sold off businesses that would surely have brought in a profit had he just waited, and had, in effect, given away his winning picks. ","On many occasions before now, Krauss had gotten cold feet and sold businesses that would surely have brought in a profit had he just waited, and had, in effect, given away his winning picks."," On many occasions before now, Krauss had gotten cold feet and sold businesses that would surely have brought in a profit had he just waited, and had, in effect, given away his winning picks.",蔵臼はこれまで、じっくり待てば必ず利益が上げられた事業を、いくつも焦って清算し、自ら勝ち馬を降りるような真似をしてきた。,[=JP],"Во многих случаях Краусс струсил и продал дела, которые обязательно принесли бы прибыль, подожди он немного, и, по сути, отказался от победы.","Em muitas ocasiões anteriores, Krauss foi pé frio e vendeu negócios que certamente teriam trazido muito mais lucro se ele tivesse esperado, e, efetivamente, desperdiçou seus azarões.",藏臼之前因心焦而清算掉了，許多只要慢慢等就必定會獲利的事業，一直是在自行跳下會獲勝的馬。,藏臼之前因心焦而清算掉了，许多只要慢慢等就必定会获利的事业，一直是在自行跳下会获胜的马。,"In molte occasioni prima di questa, Krauss si era intimidito e aveva venduto affari che gli avrebbero sicuramente portato un profitto se avesse aspettato, e aveva, effettivamente, regalato le sue scelte vincenti."
,Natsuhi also knew this. She knew that guts were the thing her husband lacked most. ,Natsuhi also knew this.{n}She knew that guts were the thing her husband lacked most., Natsuhi also knew this. She knew that guts were the thing her husband lacked most.,夏妃もそれはわかっている。夫にもっとも足りないものが胆力なのだとわかっている。,夏妃もそれはわかっている。{n}夫にもっとも足りないものが胆力なのだとわかっている。,"Нацухи тоже знала.{n}Она знала, что её мужу больше всего не хватает смелости.",Natsuhi também sabia disso.{n}Ela sabia que o que mais faltava ao seu marido era coragem.,夏妃也明白這一點。{n}她知道，丈夫最缺的就是膽量。,夏妃也明白这一点。{n}她知道，丈夫最缺的就是胆量。,Anche Natsuhi lo sapeva. Sapeva che ciò che mancava di più a suo marito era il fegato.
,That's why she was unable to refuse when Krauss said he wanted to prudently wait just one more year... ,That was why she was unable to refuse when Krauss said he wanted to prudently wait just one more year......, That's why she was unable to refuse when Krauss said he wanted to prudently wait just one more year......,だからこそ、もう１年だけ慎重に行きたいと言う蔵臼のそれを、否定することが出来なかった……。,[=JP],"Именно поэтому она не смогла отказаться, когда Краусс сказал, что хочет предусмотрительно подождать ещё год......","Por isso, ela foi incapaz de recusar quando Krauss disse que ele queria, prudentemente, esperar mais um ano......",所以，她沒法否定，藏臼所說的“希望再給一年，慎重行事”……。,所以，她没法否定，藏臼所说的“希望再给一年，慎重行事”……。,Ecco perché non era riuscita a rifiutare quando Krauss aveva detto di voler aspettare prudentemente un altro anno...
