Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Zepar,"""Where will the new fate take me?!"" ","""Where will the new fate take us?!""",[=UP],「新しい運命は僕を何処へ誘うのか？！」,[=JP],"""Куда нас заберёт новая судьба?!""","""Para onde o novo destino nos levará?!""",「新的命運，將會邀我走向何方？！」,「新的命运，将会邀我走向何方？！」,"""Dove ci porterà il nuovo destino?!"""
Furfur,"""It doesn't matter where!"" ","""It doesn't matter where!""",[=UP],「何処へだって構わないわ！」,[=JP],"""Неважно, куда!""","""Isso pouco importa!""",「去哪都無所謂！」,「去哪都无所谓！」,"""Non importa dove!"""
,"""""So long as that place is kind to us...!!"""" ","""""So long as that place is kind to us...!!""""",[=UP],「「其処が、僕たちに、私たちにとって、やさしい場所でさえあるならば…！！」」,[=JP],"""""Пока там добры к нам!..""""","""""Contando que tal lugar seja gentil conosco...!!""""",「「只要那是個，對我們來說的，溫暖的地方…！！」」,「「只要那是个，对我们来说的，温暖的地方…！！」」,"""""Purché quel luogo sia gentile con noi...!!"""""
Clair,"""When we were brought to the temporary dwelling where sad, parentless children gather, was that a sign of God's salvation, or a lure into the demon's game where the new fate would torment us? We have no way of knowing."" ","""The tidings brought to the temporary dwelling where unfortunate children without mother or father gather—do they herald God's salvation, or does the Devil beckon us to be the playthings of a new fate? We have no means of knowing.""","""When we were brought to the temporary dwelling where sad, parent-less children gather, was that a sign of God's salvation, or a lure into the demon's game where the new fate would torment us? We have no way of knowing.""",「親を持たぬ悲しき子供たちが集いし仮の住処にもたらされるは、神の救いの報せか、新しき運命にて弄ぶ悪魔のゲームへの誘いなのか。我等にはそれを知る由もなし。」,「親を持たぬ悲しき子供たちが集いし仮の住処にもたらされるは、神の救いの報せか、新しき運命にて弄ぶ悪魔のゲームへの誘いなのか。我等にはそれを知る由もなし」,"""Когда мы попали во временное убежище, где собираются несчастные дети без родителей, это был знак Божьего спасения или же приглашение в игру демонов, где нас будет мучить новая судьба? Нам никак не узнать.""","""As boas novas trazidas à residência temporária onde as infortunas crianças sem pai nem mãe se reúnem — fazem delas os arautos da salvação de Deus ou o aceno do Demônio para que sejamos joguetes de um novo destino? Não temos como saber.""",「沒有雙親的悲傷的孩子們，被聚集在一起，得到了臨時的住處，這是“神的救贖”的預兆，還是要在新命運中玩弄我們的“惡魔的遊戲”的邀約呢？我們，無從得知。」,「没有双亲的悲伤的孩子们，被聚集在一起，得到了临时的住处，这是“神的救赎”的预兆，还是要在新命运中玩弄我们的“恶魔的游戏”的邀约呢？我们，无从得知。」,"""Quando fummo portati nella dimora temporanea dove si radunavano tristi bambini senza genitori, fu un segno della salvezza da parte di Dio, o un richiamo nel gioco demoniaco, dove il nuovo destino ci avrebbe tormentato? {n}Non abbiamo modo di saperlo."""
Clair,"""And yet, we want to believe. We want to believe it was God's salvation sent to us, a sign of the good news, the {ruby:fukuin:Gospel}."" ","""And yet, we want to believe. We want to believe that it is gospel, good tidings, salvation offered us by God.""","""And yet, we want to believe. We want to believe that it was God's salvation sent to us, a sign of 'fukuin', the Gospel.""",「されど我等は信じたい。それが、神の救いが差し伸べられたという、福音の報せであると、信じたい。」,「されど我等は信じたい。それが、神の救いが差し伸べられたという、福音の報せであると、信じたい」,"""И всё же, мы хотим верить. Верить, что это было посланное нам Божье спасение — знак 'фукуин', Евангелие.""","""Todavia, nós queremos acreditar. Queremos acreditar que é o evangelho, as boas novas, a salvação oferecida por Deus a nós.""",「然而，我們想相信。想相信，那是代表著神之救贖向我們伸出了援手一般的，福音的預兆。」,「然而，我们想相信。想相信，那是代表着神之救赎向我们伸出了援手一般的，福音的预兆。」,"""E tuttavia, vogliamo credere. Vogliamo credere che era la salvezza mandataci da Dio, un segno dal ‘fukuin’, il Gospel."""
Furfur,"""But why me? I have no religion!"" ","""But why would I be chosen? I have no religious beliefs!""","""But what does that mean for me? I have no religious beliefs!""",「でも、どうしてそれが私に？　私には信仰も何もない！」,[=JP],"""Но при чём тут я? У меня нет религиозных убеждений!""","""Mas por que eu a pessoa a ser escolhida? Eu não tenho crenças religiosas!""",「但是，為什麼會是我？我又沒有什麼信仰！」,「但是，为什么会是我？我又没有什么信仰！」,"""Ma cosa significa per me? Non ho nessun credo religioso!"""
Zepar,"""Then it wasn't the Gospel, but a demon's lure!"" ","""Then this is not gospel; the Devil beckons!""","""Then that wasn't the Gospel, but a demon's lure!""",「ならこれは福音じゃない、悪魔の誘いさ！」,[=JP],"""Значит, это было не Евангелие, а западня демонов!""","""Então não é o evangelho, é o aceno do Demônio!""",「那麼，這就不是福音，而是惡魔的邀約！」,「那么，这就不是福音，而是恶魔的邀约！」,"""Allora non era il Gospel, ma il richiamo di un demone!"""
Clair,"""And yet, we cannot go against fate. Oh, I am one yet many. I pray that the new fate brings us blessings. The time is 1976 AD, in April. At a time still too cool to be called spring. In a strange new land, we were tormented by the same stale air and drafts..."" ","""And yet we have not the means to resist fate. Oh, I am one yet many. I pray that the new fate brings us blessings. The time is April of 1976. A month too cold to speak of spring. There is no change in the strange new land, which ever plagues us with its stale air and ceaseless breezes......""","""And yet we cannot go against fate. Oh, I am one yet many. I pray that the new fate brings us blessings. The time is 1976 AD, in April. A time in which it is still too cool to be called spring. The strange new land tormented us with the same stale air and drafts......""",「されど我等、運命に逆らえる由もなし。あぁ、我は我にして我等なり。願わくば、新しき運命が我等を祝福せんことを。時は西暦１９７６年４月。春を語るにはあまりに寒き頃のこと。新しき異郷は何ら変わることなく、朽ちた空気と隙間風で我等を苛むのである……。」,「されど我等、運命に逆らえる由もなし。あぁ、我は我にして我等なり。願わくば、新しき運命が我等を祝福せんことを。時は西暦１９７６年４月。春を語るにはあまりに寒き頃のこと。新しき異郷は何ら変わることなく、朽ちた空気と隙間風で我等を苛むのである……」,"""И всё же, мы не можем противиться судьбе. О, я одна, но всё же нас много. Надеюсь, наша новая судьба принесёт нам счастье. 1976 год нашей эры, апрель. Всё ещё слишком холодное время для весны. Непривычная новая земля мучила нас тем же несвежим воздухом и сквозняками......""","""Ainda assim, nós não temos meios para resistir. Oh! Eu sou uma e também muitas. Eu oro para que o novo destino traga‐nos a benção. A época — abril de 1976. Um mês muito frio para se falar da primavera. Não há mudanças na nova terra estranha, a qual sempre nos atormenta com seu ar seco e sua incessante brisa......""",「然而，我們無從忤逆命運。啊——，我既是我，也是我們。但願，新命運會為我們帶來祝福。時間是西曆 1976 年 4 月。那是在要侃談春天的話，還尚且過於寒冷的時候的事。新的異鄉，不會有任何改變地以腐朽的空氣與從縫隙吹進的風苛責著我們……」,「然而，我们无从忤逆命运。啊——，我既是我，也是我们。但愿，新命运会为我们带来祝福。时间是西历 1976 年 4 月。那是在要侃谈春天的话，还尚且过于寒冷的时候的事。新的异乡，不会有任何改变地以腐朽的空气与从缝隙吹进的风苛责着我们……」,"""E noi non possiamo andare contro il fato. Oh, io sono una eppure molti. {n}Prego che il nuovo destino ci porti benedizioni. Il tempo è il 1976 DC, in aprile. {n}Un tempo ancora troppo fresco per essere chiamato primavera. La strana nuova terra ci tormentava con la stessa vecchia aria e con le correnti..."""
Ushiromiya Natsuhi,"""Those are the family rules. They may be strict, but I believe that the discipline you learn in this house will serve you well in the future."" ","""Those are all of the family rules. They may be strict, but I believe that the discipline you learn in this house will serve you well in the future.""",[=UP],「以上が、当家のルールです。厳しいですが、当家で躾けられたことが、皆さんの将来にきっと役立つものと信じています。」,「以上が、当家のルールです。厳しいですが、当家で躾けられたことが、皆さんの将来にきっと役立つものと信じています」,"""Это все семейные правила. Они строги, но я считаю, что дисциплина, которой вы научитесь в этом доме, хорошо послужит вам в будущем.""","""Essas são todas as regras da família. Elas podem ser estritas, mas acredito que a disciplina que aprenderão nesta casa servirá também para os seus futuros.""",「以上，即是本宅的規矩。雖然很嚴格，但我相信，能在本宅之中受管教，定會有用於諸位的將來。」,「以上，即是本宅的规矩。虽然很严格，但我相信，能在本宅之中受管教，定会有用于诸位的将来。」,"""Queste sono tutte le regole della famiglia. Potrebbero essere severe, ma credo che la disciplina che imparerete in questa casa vi potrà servire in futuro."""
,"""""""Yes, Madam."""""" ","""""""Yes, Madam.""""""",[=UP],「「「はい、奥様。」」」,「「「はい、奥様」」」,"""""""Да, мадам.""""""","""""""Sim, madame.""""""",「「「是，太太。」」」,[=CHT],"""""""Sì, Madame."""""""
,The servants who would start working this April all called out in unison. ,The servants who would start working this April all called out in unison.,[=UP],この４月より、新しく迎えられた使用人たちが、声を揃える。,[=JP],"Ответили в унисон все слуги, начинающие работать в апреле этого года.",Os serviçais que começariam a trabalhar em abril responderam todos em conjunto.,從 4 月開始進府的新傭人們，異口同聲地這般答道。,从 4 月开始进府的新佣人们，异口同声地这般答道。,Le domestiche che avrebbero iniziato a lavorare questo aprile risposero all'unisono.
,The rules of the Ushiromiya family are no more or less strict than those of the Fukuin House. ,The rules of the Ushiromiya family are no more or less strict than those at the Gospel House., The rules of the Ushiromiya family are no more or less strict than those at the Fukuin House.,規則が窮屈なのは、福音の家も右代宮家も変わらない。,[=JP],"Правила семьи Уширомия не менее и не более строги, чем в Доме Фукуин.",As regras da família Ushiromiya não são mais nem menos rígidas que aquelas da Casa Fukuin.,“規矩死板嚴格”這點，福音之家也好、右代宮家也罷，均無什麼不同。,“规矩死板严格”这点，福音之家也好、右代宫家也罢，均无什么不同。,"Le regole della famiglia Ushiromiya non sono né più, né meno, severe di quelle alla Fukuin House."
,"However, we get paid a lot of money here. They also give us a lot of help in finding our next job. ","However, here, we get paid a lot of money.{n}They also give us a lot of help in finding our next job."," However, here, we get paid a lot of money. They also give us a lot of help in finding our next job.",しかしここでは、とても大きな給金がもらえる。そして、再就職に当たっては強力なバックアップをしてくれた。,しかしここでは、とても大きな給金がもらえる。{n}そして、再就職に当たっては強力なバックアップをしてくれた。,Однако здесь нам много платят.{n}А ещё оказывают большую помощь в поисках следующей работы.,"Porém, aqui, nós recebemos muito dinheiro.{n}Eles também nos ajudam muito a encontrarmos o nosso próximo trabalho.",不過在這，能拿到很高的薪水。{n}並且，在換工作時，右代宮家還會提供強力的後援。,不过在这，能拿到很高的薪水。{n}并且，在换工作时，右代宫家还会提供强力的后援。,"Tuttavia, qui, si è pagati con molto denaro. Ci danno anche molto aiuto nel trovare il nostro prossimo lavoro."
,"We work for the Ushiromiya family, store up money, use their influence to get a job at a good company, and start on a new, happy life. ","We work for the Ushiromiya family, store up money, use their influence to get a job at a good company, and start on a new, happy life."," We work for the Ushiromiya family, store up money, use their influence to get a job at a good company, and start on a new, happy life.",右代宮家で働き、お金を貯めて、良い会社に就職を斡旋してもらい、新しい幸せな人生を切り拓く。,[=JP],"Мы работаем на семью Уширомия, копим деньги, с помощью их влияния получаем работу в хорошей компании и начинаем новую, счастливую жизнь.","Nós trabalhamos para a família Ushiromiya, juntamos dinheiro, usamos a influência deles para conseguir emprego em uma boa empresa e começamos uma nova vida feliz.",在右代宮家工作，存錢，經他們介紹，去好公司上班，開拓新的幸福人生。,在右代宫家工作，存钱，经他们介绍，去好公司上班，开拓新的幸福人生。,"Lavoriamo per la famiglia Ushiromiya, mettiamo denaro da parte, usiamo la loro influenza per trovare un buon lavoro in una buona compagnia, e iniziamo una nuova, allegra vita."
,"...That was the dream, and it was a very realistic one, held by all of us at the Fukuin House. ","......That was the dream, and it was a very realistic one, held by all of us at the Gospel House.","......That was the dream, and it was a very realistic one, held by all of us at the Fukuin House.",……それが福音の家のみんなが描く、もっとも現実的な夢だった。,[=JP],"......Такова была наша реалистичная мечта, хранимая всеми в Доме Фукуин.","......Este era o sonho, e era um sonho muito realista, mantido por todos nós da Casa Fukuin.",……這是福音之家每一個孩子都在描繪著的，最最現實的夢想。,……这是福音之家每一个孩子都在描绘着的，最最现实的梦想。,"... Quello era il sogno, ed era molto realistico, appartenente a tutti noi della Fukuin House."
,"However, not everyone can become an Ushiromiya family servant. Only kids with a record of exemplary conduct and good grades are recommended. ","However, not everyone can become an Ushiromiya family servant.{n}Only kids with a record of exemplary conduct and good grades are recommended."," However, not everyone can become an Ushiromiya family servant. Only kids with a record of exemplary conduct and good grades are recommended.",しかし、誰もが右代宮家の使用人になれるわけではない。品行方正で成績優秀な子しか、推薦はされない。,しかし、誰もが右代宮家の使用人になれるわけではない。{n}品行方正で成績優秀な子しか、推薦はされない。,Но стать слугой семьи Уширомия может не каждый.{n}Рекомендуются только дети с примерным поведением и хорошими оценками.,Mas nem todo mundo se torna um serviçal da família Ushiromiya.{n}Apenas crianças com recordes de conduta exemplar e boas notas recebem a recomendação.,然而，並不是人人都能去當右代宮家的傭人的。{n}只有品行端正，成績優秀的孩子，才能得到推薦。,然而，并不是人人都能去当右代宫家的佣人的。{n}只有品行端正，成绩优秀的孩子，才能得到推荐。,"Però, non tutti possono diventare domestici della famiglia Ushiromiya. {n}Solo persone con un record di condotta esemplare e buoni voti sono raccomandate."
,"So, all of the kids who want to be sure of leaving the Fukuin House to live a happy life are feverishly devoted to their studies... ","So, all of the kids who want to be sure of leaving the Gospel House to live a happy life are feverishly devoted to their studies......"," So, all of the kids who want to be sure of leaving the Fukuin House to live a happy life are feverishly devoted to their studies......",なので、絶対に福音の家を出て行って幸せになってやると願う子たちは、皆、熱心に勉強を励んでいた……。,なので、絶対に福音の家を出て行って幸せになってやると願う子たちは、皆、熱心に勉強に励んでいた……。,"Поэтому все дети, желающие зажить счастливой жизнью после того, как покинут Дом Фукуин, лихорадочно посвящают себя учёбе......","Por isso, todas as crianças que queriam ter certeza que deixariam a Casa Fukuin para viver uma vida feliz, se devotavam febrilmente aos seus estudos......",因此，一心想著“絕對要走出福音之家，獲得幸福”的孩子，全都在用功刻苦學習……。,因此，一心想着“绝对要走出福音之家，获得幸福”的孩子，全都在用功刻苦学习……。,"Quindi, tutti coloro che vogliono avere la sicurezza di lasciare la Fukuin House per vivere una vita felice sono febbrilmente devoti ai loro studi..."
Ushiromiya Natsuhi,"""That's enough for today. Tomorrow, you start early. Make sure the lights are all out at the appropriate time. That is all."" ","""That's enough for today. Tomorrow, you start early. Make sure the lights are all out at the appropriate time. That is all.""",[=UP],「では、これで今日はおしまいです。明日からは早いですよ。消灯時間を守るように。解散。」,「では、これで今日はおしまいです。明日からは早いですよ。消灯時間を守るように。解散」,"""На сегодня достаточно. Завтра вы начинаете рано. Не забудьте вовремя погасить свет. Можете идти.""","""Chega por hoje. Amanhã começaremos cedo. Tratem de apagar as luzes no horário indicado. Isso é tudo.""",「那麼，今天就到此結束。從明天開始得早起。請大家謹守熄燈時間。解散。」,「那么，今天就到此结束。从明天开始得早起。请大家谨守熄灯时间。解散。」,"""È abbastanza per oggi. Domani, iniziate presto. Fate in modo che le luci siano tutte spente all'ora appropriata. È tutto."""
,"""""""Yes, Madam. Thank you very much."""""" ","""""""Yes, Madam. Thank you very much.""""""",[=UP],「「「はい、奥様。ありがとうございます。」」」,「「「はい、奥様。ありがとうございます」」」,"""""""Да, мадам. Большое спасибо.""""""","""""""Sim, madame. Somos muito gratos.""""""",「「「是，太太。非常感謝。」」」,「「「是，太太。非常感谢。」」」,"""""""Sì, Madame. Grazie molte."""""""
,"After bowing until Natsuhi was no longer in sight, the new servants all followed the lead of one of the more experienced servants and raised their heads. ","After bowing until Natsuhi was no longer in sight, the new servants all followed the lead of one of the more experienced servants and raised their heads.",[=UP],夏妃の姿が見えなくなるまで頭を下げ続けていた新しい使用人たちは、先輩使用人が頭を上げたのに倣い、頭を上げる。,[=JP],После поклона Нацухи до самого её ухода все новые слуги последовали примеру более опытной слуги и подняли головы.,"Após se curvarem até que Natsuhi sumisse de vista, os novos serviçais seguiram as instruções dos serviçais mais experientes e ergueram suas cabeças.",直至看不到夏妃的身影後，一直低著頭的新傭人們，才照前輩傭人抬頭的樣，抬起了頭來。,直至看不到夏妃的身影后，一直低着头的新佣人们，才照前辈佣人抬头的样，抬起了头来。,"Dopo essersi inchinate finché Natsuhi non era più in vista, le nuove domestiche seguirono tutte la guida di una delle più esperte e alzarono le loro teste."
,"""Okay, we're done for the day. Starting tomorrow, you'll be following your shift schedule. The Madam is very strict about time. If any of you sleep in, it'll be my responsibility. So if you do, I'll kick you awake. Got it?!"" ","""Okay, we're done for the day. Starting tomorrow, you'll be following your shift schedule. Madam is very strict about time. If any of you sleep in, it'll be my responsibility. So if you do, I'll kick you awake. Got it?!""","""Okay, we're done for the day. Starting tomorrow, you'll be following your shift schedule. The Madam is very strict about time. If any of you sleep in, it'll be my responsibility. So if you do, I'll kick you awake. Got it?!""",「じゃあ、今日はこれでおしまいよ。明日からはシフト通り。奥様は時間に厳しい方よ。あんたらが寝坊したら私の責任にされるわ。寝坊したら蹴り起こしてやる。いいわね！」,[=JP],"""Итак, на сегодня всё. С завтрашнего дня вы следуете расписанию смен. Мадам очень строга относительно времени. Если кто‐нибудь из вас проспит, ответственность будет лежать на мне. Проспите — я вас пну. Всё ясно?!""","""Certo, terminamos por hoje. Começando amanhã, vocês seguirão com suas rotinas. A madame é bem rigorosa sobre a hora. Se alguém dormir além da conta, a responsabilidade cairá sobre mim. Se fizer isso, acordarei a pessoa no chute. Entendido?!""",「那麼，今天就到此結束。從明天起按排班表上班。太太是位在時間上管得很嚴的人。你們若是睡懶覺，我就會被追究責任。敢睡懶覺，就踢醒你。懂了吧？！」,「那么，今天就到此结束。从明天起按排班表上班。太太是位在时间上管得很严的人。你们若是睡懒觉，我就会被追究责任。敢睡懒觉，就踢醒你。懂了吧？！」,"""Ok, abbiamo finito per oggi. Iniziando da domani, seguirete il vostro orario di turni. Madame è molto severa riguardo alla puntualità. Se qualcuna di voi dorme fino a tardi, dovrò assumermene la responsabilità. Quindi se lo fate, vi butterò giù dal letto. Capito?!"""
,"Of course, this experienced servant was one of the older girls from the Fukuin House. She's been here for two years, apparently. ","Of course, this experienced servant was one of the older girls from the Gospel House.{n}She's been here for two years, apparently.","Of course, this experienced servant was one of the older girls from the Fukuin House. She's been here for two years, apparently.",先輩使用人ももちろん、福音の家出身の先輩だ。彼女は２年前にここへ来たらしい。,先輩使用人ももちろん、福音の家出身の先輩だ。{n}彼女は２年前にここへ来たらしい。,"Разумеется, эта опытная слуга одна из старших девушек, пришедших из Дома Фукуин.{n}Судя по всему, она проработала здесь уже два года.","É claro, esta serviçal experiente era uma das garotas mais velhas que veio da Casa Fukuin. Aparentemente ela está aqui há dois anos.",前輩傭人當然也是來自福音之家的前輩。{n}她好像是在 2 年前來這的。,前辈佣人当然也是来自福音之家的前辈。{n}她好像是在 2 年前来这的。,"Ovviamente, questa domestica esperta era una delle ragazze più anziane dalla Fukuin House. È qui da due anni, a quanto pare."
,"That's probably why all the other new servants, who are older than me, seem to know her well. ","That's probably why all the other new servants, who are older than me, seem to know her well."," That's probably why all the other new servants, who are older than me, seem to know her well.",だから、私以外の年上の新入りたちは、彼女と面識があるようだった。,[=JP],"Наверное, поэтому все другие новые слуги старше меня хорошо её знали.","Provavelmente é por isso que todos os outros serviçais, que são mais velhos do que eu, parecem conhecer bem ela.",所以，新人中除去我的那幫比我大的孩子們，似乎都跟她有面識。,所以，新人中除去我的那帮比我大的孩子们，似乎都跟她有面识。,"Ecco perché probabilmente le altre domestiche, che sono più anziane di me, sembrano conoscerla bene."
,"""That Madam looks so strict."" ""Dang, I'm tired."" ""*giggle*giggle*."" ","They all chatted noisily, saying things like ""Madam looks so strict"" and ""Dang, I'm tired.""","'That Madam looks so strict.' 'Dang, I'm tired.' '*giggle*giggle*.'",奥様厳しそうっすねー、マジ疲れましたー、きゃっきゃと騒いでいる。,[=JP],"'Эта мадам выглядит такой строгой', 'Блин, я устала', '*хи‐хи*хи‐хи*'.","Todos conversando ruidosamente, dizendo coisas como ""a madame parece bem rigorosa"" e ""puxa, cansei.""",嘰嘰喳喳地吵吵著“太太好像很嚴呢——”“真的累死我了——”。,叽叽喳喳地吵吵着“太太好像很严呢——”“真的累死我了——”。,"‘Quella Madame sembra così severa. ’ ‘Diamine, sono stanca. ’ *giggle*giggle*."
