Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!"" ","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""",[=UP],「よく来たな、煉獄の七姉妹！　盛大に楽しんでくれ！」,[=JP],"""Рад вас видеть, Семь сестёр чистилища! Веселитесь!""","""É bom ver vocês, Sete Irmãs do Purgatório! Divirtam‐se!""",「來了啊，煉獄七姐妹！好好來享受一下派對吧！」,「来了啊，炼狱七姐妹！好好来享受一下派对吧！」,"""Lieto di vedervi, Sette Sorelle del Purgatorio! Divertitevi!"""
Ronove,"""Ah yes, things do get much noisier the moment they enter a room."" ","""Ah yes, things do get much noisier the moment they enter a room.""",[=UP],「やはり、彼女らがやってくると急に賑やかになりますな。」,「やはり、彼女らがやってくると急に賑やかになりますな」,"""С их появлением в зале стало более шумно.""","""Realmente, as coisas ficaram bem mais barulhentas no momento em que elas apareceram.""",「果然，她們一來立馬就會熱鬧起來了。」,「果然，她们一来立马就会热闹起来了。」,"""Ah sì, le cose diventano molto più rumorose appena entrano in scena loro."""
Ushiromiya Kinzo,"""And what's so terrible about that?! In fact, it still isn't nearly noisy enough!"" ","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""",[=UP],「賑やか、大いに結構ではないか！　それにまだまだ足りぬぞ、この程度で賑やかとはな！」,[=JP],"""И что в этом плохого?! Раз уж на то пошло, шума ещё далеко не достаточно!""","""E qual o problema disso?! Na verdade, ainda não está barulhento o bastante!""",「熱熱鬧鬧的不是很好嗎！這還遠遠不夠呢，這種程度還稱不上熱鬧！」,「热热闹闹的不是很好吗！这还远远不够呢，这种程度还称不上热闹！」,"""E cosa c'è di male?! Infatti non c'è ancora abbastanza rumore!"""
,"Another gold cyclone rose up. In its wake, three people with bunny ears came into view. ","Another gold cyclone rose up. In its wake, three people with bunny ears came into view.",[=UP],再び黄金の旋風が吹き抜ける。その後には、うさぎの耳を持った三人組の姿が。,[=JP],Возник ещё один золотой циклон. Следом за этим показались трое с кроличьими ушами.,"Outro tornado se formou. Em seu centro, três pessoas com orelhas de coelho puderam ser avistadas.",再次吹起黃金的旋風。之後便出現了兔耳三人組的樣子。,再次吹起黄金的旋风。之后便出现了兔耳三人组的样子。,"Si levò un altro uragano dorato. Quando sparì, si potevano vedere tre persone con orecchie da coniglio."
Chiester00,"""Chiester Sisters Imperial Guards, right here!!"" ","""Chiester Sisters Imperial Guards, right here!!""","""Siesta Sisters Imperial Guards, right here!!""",「シエスタ姉妹近衛隊、ここに！！」,[=JP],"""Сёстры чиесты императорской гвардии на месте!""","""Guarda Imperial das Irmãs Chiester, presente!!""",「謝絲塔姐妹近衛隊，在此！！」,「谢丝塔姐妹近卫队，在此！！」,"""Guardie Imperiali Sorelle Siesta, presenti!!"""
Chiester45,"""It's s-such an honor to be summoned to a gathering such as this!"" ","""It's s‐such an honor to be summoned to a gathering such as this!""","""It's s, such an honor to be summoned to a gathering such as this!""",「このようなお席にお呼びいただけましたことを、こッ、光栄に思いますッ。」,「このようなお席にお呼びいただけましたことを、こッ、光栄に思いますッ」,"""Та... такая честь попасть на подобный сбор!""","""É‐É uma honra ser invocada em um encontro desses!""",「能夠得到出席宴會的邀請，倍、倍感光榮。」,「能够得到出席宴会的邀请，倍、倍感光荣。」,"""È u-un tale onore essere convocate ad un simile ricevimento!"""
Chiester410,"""I haven't had nearly enough fun for it to end yet nyeh. Nihihihihi!"" ","""I haven't had nearly enough fun for it to end yet nyeh. Nihi{0}hi{0}hihi!""","""I haven't had nearly enough fun for it to end yet nyeh. Nihihihihi!""",「全然遊び足りないうちに、もうおしまいにぇ。にっひひひひひ！」,[=JP],"""Я ещё не наигралась, чтобы заканчивать, нье. Ни‐хи‐хи‐хи!""","""Ainda não me diverti o bastante para poder acabar, nyeh. Nihi{0}hi{0}hihi!""",「還根本沒玩夠呢，就要結束了捏。泥嘻嘻嘻嘻嘻！」,「还根本没玩够呢，就要结束了捏。泥嘻嘻嘻嘻嘻！」,"""Non mi ero ancora divertita abbastanza per accontentarmi nyeh. Nihihihihi!"""
{f:5:Beatrice},"""There, I agree with you. But fear not, for our game shall continue much longer than this."" ","""There, I agree with you. But fear not, for our game will continue much longer than this.""",[=UP],「それについては妾も同感であるぞ。しかし安心せよ、妾たちのゲームはまだまだ続くぞ。」,「それについては妾も同感であるぞ。しかし安心せよ、妾たちのゲームはまだまだ続くぞ」,"""Тут я с тобой согласна. Но не бойся, ибо наша игра будет продолжаться гораздо дольше.""","""Devo concordar sobre isso. Mas não tema, pois nosso jogo perdurará muito além disso.""",「關於這點妾身也是同感。不過安心吧，妾身的遊戲還會一直持續下去。」,「关于这点妾身也是同感。不过安心吧，妾身的游戏还会一直持续下去。」,"""Sono d'accordo con te. Ma non temere, il nostro gioco continuerà ancora a lungo."""
Ushiromiya Battler,"""For eternity, inside the cat box. Glad to have you here, Chiester Sisters."" ","""For eternity, inside the cat box. Glad to have you here, Chiester Sisters.""","""For eternity, inside the cat box. Glad to have you here, Siesta Sisters.""",「猫箱の中で、永遠にな。よく来てくれた、シエスタ姉妹。」,「猫箱の中で、永遠にな。よく来てくれた、シエスタ姉妹」,"""Целую вечность... внутри кошачьей коробки. Рад вас видеть, Сёстры чиесты.""","""Por toda a eternidade, dentro da caixa de gato. É bom vê‐las aqui, Irmãs Chiester.""",「在貓箱之中，永遠繼續。來了啊，謝絲塔姐妹。」,「在猫箱之中，永远继续。来了啊，谢丝塔姐妹。」,"""Per l'eternità, nella scatola del gatto. Lieto di vedervi qui, Sorelle Siesta."""
Chiester00,"""Lord {f:5:Battler}, allow me to express our deep gratitude for your invitation. In the future, we will endeavor to show even more-"" ","""Lord {f:5:Battler}, allow me to express our deep gratitude for your invitation. In the future, we will endeavor to show even more—""","""Lord BATTLER, allow me to express our deep gratitude for your invitation. In the future, we will endeavor to show even more-""",「バトラ卿っ、ご招待を心より感謝するものでありますッ。我等一同、今後ますますに、」,[=JP],"""Лорд {f:5:Баттлер}, мы глубоко признательны вам за приглашение. В будущем мы постараемся высказать даже более‐""","""Lorde {f:5:Battler}, permita‐me expressar nossa profunda gratidão pelo seu convite. Trabalharemos para mostrar ainda mais no futuro—""",「巴托拉卿，衷心感謝您招待我們至此。我等一行，今後會更加……」,「巴托拉卿，衷心感谢您招待我们至此。我等一行，今后会更加……」,"""Lord BATTLER, mi permetta di esprimere la nostra più profonda gratitudine per il suo invito. In futuro, ci sforzeremo per impegnarci ancora di più-"""
Ushiromiya Battler,"""Come on, don't be so stiff and formal. Tonight, we're all equal!"" ","""Come on, don't be so stiff and formal. Tonight, we're all equal!""",[=UP],「よせやい、そういう堅苦しいのはよ。今夜は無礼講だぜ、無礼講！」,[=JP],"""Да ладно тебе, не будь такой каменной и формальной. Этим вечером мы все равны!""","""Qual é, não precisa ser tão formal assim. Esta noite, somos todos iguais!""",「別這樣，搞得那麼死板。今夜就不用拘泥身份禮節了，不用拘泥！」,「别这样，搞得那么死板。今夜就不用拘泥身份礼节了，不用拘泥！」,"""Avanti, non essere così rigida e formale. Stanotte siamo tutti uguali!"""
Chiester410,"""That's right nyeh! Battler gets it nyeh, nihihihihihihi!!"" ","""That's right nyeh!! Battler gets it nyeh, nihi{0}hi{0}hi{0}hi{0}hihi!!""","""That's right nyeh! Battler gets it nyeh, nihihihihihihi!!""",「そういうことにぇ！　戦人はわかってるにぇ、にっひひひひひひひ！！」,[=JP],"""Верно, нье! До Баттлера дошло, нье, ни‐хи‐хи‐хи‐хи‐хи!""","""Isso mesmo, nyeh!! O Battler sabe das coisas, nyeh, nihi{0}hi{0}hi{0}hi{0}hihi!!""",「就是這樣捏！戰人還真懂捏，泥、嘻嘻嘻嘻嘻嘻嘻！！」,「就是这样捏！战人还真懂捏，泥、嘻嘻嘻嘻嘻嘻嘻！！」,"""È vero nyeh! Battler ha ragione nyeh, nihihihihihihi!!"""
Chiester45,"""S-Stop it, 410. You're getting carried away... We'll get in trouble!"" ","""S‐stop it, 410. You're getting carried away... We'll get in trouble!""","""S, stop it, 410. You're getting carried away... We'll get in trouble!""",「だ、駄目です、４１０。羽目を外しすぎです、怒られますッ。」,「だ、駄目です、４１０。羽目を外しすぎです、怒られますッ」,"""П‐прекрати, 410. Ты увлеклась... У нас будут проблемы!""","""P‐Pare, 410. Está se deixando levar demais... Teremos problemas assim!""",「不，不可以啊，410。放縱得太過了，會被凶的。」,「不，不可以啊，410。放纵得太过了，会被凶的。」,"""S-Smettila, 410. Ti stai lasciando andare... finiremo nei guai!"""
Gaap,"""Hey there, Riiche. Long time no see! Wow, how long's it been since we've had so many of us here?"" ","""Hey there, Riiche. Long time no see! Wow, how long's it been since we've had so many of us here?""",[=UP],「ハァイ、リーチェ。ご無沙汰ね！　すごいわ、これだけ揃うのはいつ以来かしら？」,[=JP],"""Хай, Риче. Давно не виделись! Ого, сколько времени прошло с тех пор, как нас здесь было так много?""","""E aí, Riiche. Há quanto tempo! Incrível, né? Quanto tempo faz que não temos tanta gente reunida aqui?""",「嗨，莉切。好久不見啊！真厲害哦，上次聚集這麼多人是什麼時候的事了？」,「嗨，莉切。好久不见啊！真厉害哦，上次聚集这么多人是什么时候的事了？」,"""Ehilà, Riiche. Non ci vediamo da un po'! Wow, quanto tempo è passato da quando siamo stati così tanti qui?"""
{f:5:Beatrice},"""Not since Natsuhi's trial, right? And you could hardly call that a party!"" ","""Not since Natsuhi's trial, right? And you could hardly call that a party!""",[=UP],「夏妃の法廷以来ではないか？　あの時は到底、賑やかとは言い難かったがな！」,[=JP],"""Случайно не с суда над Нацухи? И едва ли то можно было назвать вечеринкой!""","""A última vez foi no julgamento da Natsuhi, né? E nem dava pra chamar aquilo de festa!""",「上次還是夏妃的法庭的時候吧？那個時候也沒法說是熱鬧啊！」,「上次还是夏妃的法庭的时候吧？那个时候也没法说是热闹啊！」,"""Dal processo contro Natsuhi, giusto? E difficilmente potevi definirlo una festa!"""
Zepar,"""If you're talking about a party!"" ","""If you're talking about a party!""",[=UP],「賑やかと聞いてはッ！」,[=JP],"""Если речь идёт о вечеринке!""","""Se está se referindo a festas!""",「要說熱鬧的話！」,「要说热闹的话！」,"""Se state parlando di una festa!"""
Furfur,"""You'd better not try and leave us out of it!"" ","""You'd better not try and leave us out of it!""",[=UP],「私たちの出番がないとは言わせないッ！」,[=JP],"""Даже не пытайтесь выставить нас отсюда!""","""É melhor não nos deixar de fora!""",「就不可能沒有我們的出場！」,「就不可能没有我们的出场！」,"""Fareste meglio a non provare ad escluderci!"""
Ushiromiya Jessica,"""...Dang, just how many of them are there?"" ","""......Dang, just how many of them are there?""",[=UP],「……すげーぜ、一体、何人いるんだよ。」,「……すげーぜ、一体、何人いるんだよ」,"""......Ничего себе, да сколько их тут?""","""......Caralho, quanta gente tem aqui?""",「……好強嘞，到底，有多少人啊？」,「……好强嘞，到底，有多少人啊？」,"""... Accidenti, quanti ce ne sono?"""
Ushiromiya George,"""If they keep coming like this, there'll be more of them than us Humans..."" ","""If they keep coming like this, there'll be more of them than us humans...""",[=UP],「この調子で増えたら、僕たちニンゲンの方が少なくなってしまいそうだね…。」,「この調子で増えたら、僕たちニンゲンの方が少なくなってしまいそうだね…」,"""Если они продолжат так появляться, их здесь станет больше, чем нас, людей...""","""Se continuarem aparecendo, terá mais deles do que nós, humanos...""",「再這麼增加下去，好像我們人類這邊就顯得少了呢…」,「再这么增加下去，好像我们人类这边就显得少了呢…」,"""Se continuano ad arrivare, finiranno per essere più loro che noi umani..."""
Ushiromiya Maria,"""You can come out now, Sakutaro!"" ","""You can come out now, Sakutaro!""",[=UP],「もう出てきて大丈夫だよ、さくたろー！」,[=JP],"""Теперь можешь выходить, Сакутаро!""","""Já pode aparecer também, Sakutaro!""",「已經可以出來了，櫻太郎！」,「已经可以出来了，樱太郎！」,"""Puoi venire fuori ora, Sakutarou!"""
Sakutarou,"""Uryu-!!"" ","""Uryuu!!""","""Uryu-!!""",「うりゅー！！」,[=JP],"""Урю!""",[=UP],「嗚溜！！」,「呜溜！！」,[=OG]
Dlanor,"""Lord {f:5:Battler}, it was an honor to receive your {f:5:invitation}."" ","""Lord {f:5:Battler}. It was an honor to receive your {f:5:invitation}.""","""Lord BATTLER. It was an honor to receive your INVITATION.""",「バトラ卿。お招き預かり光栄デス。」,「バトラ卿。お招きあずかり光栄デス」,"""Лорд {f:5:Баттлер}. Получить ваше {f:5:приглашение} было большой честью.""","""Lorde {f:5:Battler}. Foi uma honra receber o seu {f:5:convite}.""",「巴托拉卿。得到招待真是光榮。」,「巴托拉卿。得到招待真是光荣。」,"""Lord BATTLER. È stato un onore ricevere il suo INVITO."""
