Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem."" ","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""",[=UP],「こらこら、聞き分けろぃ。じゃあこれでおしまいだ。ほら、俺のガラス石やるよ。」,「こらこら、聞き分けろぃ。じゃあこれでおしまいだ。ほら、俺のガラス石やるよ」,"""Эй, не игнорируй своего кузена. Ладно, закончим на этом. Вот, отдаю тебе свою стекляшку.""","""Ei, não ignore seu primo. Certo, chega por hoje. Aqui, pode ficar com as minhas gemas de vidro.""",「好了好了，聽話點。那就玩到這兒吧。來，我的玻璃石給你。」,「好了好了，听话点。那就玩到这儿吧。来，我的玻璃石给你。」,"""Ehi, non ignorare tuo cugino. Ok, per ora è tutto. Ecco, ti regalo la mia gemma di vetro."""
Ushiromiya Maria,"""Uu-!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu-uu-uu-!!"" ","""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!""","""Uu-!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu-uu-uu-!!""",「うー！！　本当？！　ありがと戦人！！　これで一番数が多いのは真里亞だから優勝だね！　うーうーうー！！」,[=JP],"""У‐у! Правда?! Спасибо, Баттлер! Теперь у меня больше всех, так что я победила! У‐у, у‐у, у‐у!""","""Uu!! Mesmo?! Obrigada, Battler!! Agora a Maria tem mais, por isso venci! Uu‐uu‐uu!!""",「嗚——！！真的？！謝謝你戰人！！這樣真里亞的就最多了獲勝了！嗚——嗚——嗚——！！」,「呜——！！真的？！谢谢你战人！！这样真里亚的就最多了获胜了！呜——呜——呜——！！」,"""Uu-!! Davvero?! Grazie, Battler!! Ora ne ho più di tutti, quindi ho vinto! {n}Uu-uu-uu-!!"""
Ushiromiya Jessica,"""Ange, are you okay?"" ","""Ange, are you okay?""",[=UP],「縁寿ー、大丈夫か？」,[=JP],"""Энджи, всё хорошо?""","""Tudo bem, Ange?""",「緣壽，沒事吧？」,「缘寿，没事吧？」,"""Ange, stai bene?"""
Ushiromiya Ange,"""...Yeah."" ","""............Yeah.""","""......Yeah.""",「…………うん。」,「…………うん」,"""......Да.""","""............Sim.""",「…………嗯。」,[=CHT],"""... Sì."""
Ushiromiya Battler,"""What's wrong, Ange? You look a little down."" ","""What's wrong, Ange? You look a little down.""",[=UP],「どうした、縁寿。少し元気ないぞ。」,「どうした、縁寿。少し元気ないぞ」,"""Что такое, Энджи? Выглядишь расстроенной.""","""Qual o problema, Ange? Parece meio pra baixo.""",「怎麼了，緣壽？不太精神啊。」,「怎么了，缘寿？不太精神啊。」,"""Cosa c'è, Ange? Sembri un po' giù di morale."""
Ushiromiya George,"""She's just tired out. Come on, let's all head back together."" ","""She's just tired out. Come on, let's all head back together.""",[=UP],「疲れたんだよ。さ、みんなで戻ろう。」,「疲れたんだよ。さ、みんなで戻ろう」,"""Просто она вымоталась. Давайте возвращаться.""","""Ela só está cansada. Anda, vamos voltar juntos.""",「肯定是累了。來，大家回去吧。」,「肯定是累了。来，大家回去吧。」,"""È solo stanca. Andiamo, torniamo indietro tutti insieme."""
,"Ange's expression probably did look tired. However, Battler alone thought he saw something else in it. ","True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it.","True, Ange's expression probably looked tired. However, Battler alone thought he saw something else in it.",確かに、縁寿の表情は、疲れたようにも見えただろう。でも戦人にだけは、少し違うものに見えた。,確かに、縁寿の表情は、疲れたようにも見えただろう。{n}でも戦人にだけは、少し違うものに見えた。,"Да, выражение Энджи выглядело усталым.{n}Но один Баттлер увидел в нём что‐то ещё.","A expressão de Ange realmente parecia de cansaço.{n}Contudo, Battler cogitou que pudesse ser algo mais.",的確，緣壽的表情，看起來像是疲累了。{n}但是只有戰人覺得，有一些不同。,的确，缘寿的表情，看起来像是疲累了。{n}但是只有战人觉得，有一些不同。,"Vero, forse il viso di Ange sembrava stanco. Tuttavia, solo Battler pensò che c'era qualcos'altro dietro."
Ushiromiya Battler,"""What's wrong? Can you tell me?"" ","""What happened? Can you tell me?""",[=UP],「何かあったのか。話してごらん。」,「何かあったのか。話してごらん」,"""Что случилось? Может, скажешь мне?""","""Aconteceu alguma coisa? Pode me dizer?""",「到底怎麼了？說說看吧。」,「到底怎么了？说说看吧。」,"""Cosa è successo? Puoi dirmelo?"""
Ushiromiya Ange,"""...It's nothing."" ","""............It's nothing.""","""......It's nothing.""",「…………何でもない。」,「…………何でもない」,"""......Ничего.""","""............Não é nada.""",「…………沒什麼。」,「…………没什么。」,"""... Non è nulla."""
,"She said that, but something in her expression showed that she was unsatisfied for some reason. ","She said that, but something in her expression showed that she was unsatisfied for some reason.","She said those words, but something in her expression showed that she was unsatisfied for some reason.",口ではそう言うが、何か納得がいかないと表情が物語っているように見えた。,[=JP],"Несмотря на её слова, что‐то в её выражении давало понять, что она почему‐то недовольна.","Ela disse isso, mas algo em sua expressão demonstrava que ela não estava satisfeita com algo.",嘴上雖然這麼說，但表情上看起來還是對什麼有些不滿。,嘴上虽然这么说，但表情上看起来还是对什么有些不满。,"Disse quelle parole, ma qualcosa nella sua espressione dimostrava che per qualche motivo era insoddisfatta."
,"Since Ange didn't say what it was, and Battler couldn't think of anything, he was unable to guess any more. ","However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out."," Since Ange didn't say what it was, and Battler couldn't think of anything, he was unable to guess any more.",縁寿がそれを口にせず、戦人にそれが思い当たらない以上、彼にそれ以上を察することは出来ない。,[=JP],"Энджи не сказала, в чём дело, а Баттлер не понимал и не мог предположить.","Contudo, como Ange não dizia o que era, Battler não conseguiu pensar em nada; esse era o limite do que ele conseguia adivinhar.",不過緣壽不說，戰人也沒有想到的情況下，他也沒法再察覺到什麼。,不过缘寿不说，战人也没有想到的情况下，他也没法再察觉到什么。,"Poiché Ange non diceva cosa avesse, e Battler non riusciva a pensare a nulla, era incapace di immaginarselo."
,"So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready... ","So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready..."," So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready...",だから、その小さい手をそっと握って、いつでも話していいよと、無言で伝えることにするのだった…。,[=JP],"Он сжал её руку, молча давая ей понять, что она может сказать ему в любое время, когда будет готова...","Por isso, ele apertou sua mãozinha, silenciosamente deixando que ela soubesse que poderia contar a ele quando estivesse pronta...",所以，他握住緣壽的小手，小聲告訴她，什麼時候想說了再說吧…。,所以，他握住缘寿的小手，小声告诉她，什么时候想说了再说吧…。,"Perciò, strinse la sua piccola mano, facendole sapere silenziosamente che poteva dirglielo una volta pronta..."
,"Even though it had seemed like such a bright, sunny day a second ago... ","It had seemed such a bright, sunny day until a short while ago..."," Even though it had seemed such a bright, sunny day until a short while ago...",さっきまではあんなにも暖かな陽気の一日だと思っていたのに。,[=JP],Хотя ещё недавно этот день казался таким ярким и солнечным...,"Até pouco tempo atrás, estava um brilhante dia de sol...",直到剛才還讓人覺得，“這是多麼溫暖的陽光明媚的一天”。,直到刚才还让人觉得，“这是多么温暖的阳光明媚的一天”。,Sebbene fino a poco fa fosse sembrato un giorno chiaro e soleggiato...
,"The sky turned gray, and the winds started to feel more annoying than pleasant. ","However, the sky had turned gray, and the wind had started to feel more annoying than pleasant."," The sky turned gray, and the winds started to feel more annoying than pleasant.",空の色は鈍くなり、風も心地良さより意地悪さを感じさせるようになっていた。,[=JP],"Небо посерело, а ветер начал больше раздражать, чем освежать.","Entretanto, o céu começou a ficar cinza e o vento deixou de ser agradável e se tornou um incômodo.",現在忽然天色就暗了下來，風也刮得有些強了。,现在忽然天色就暗了下来，风也刮得有些强了。,"Il cielo si ingrigì, e i venti iniziarono a farsi fastidiosi piuttosto che gradevoli."
,"If they waited around, they would probably see scattered raindrops as well soon. ","If they waited around, they might have to deal with scattered raindrops as well."," If they waited around, they might have to deal with scattered raindrops as well.",ぼやぼやしていれば、その内、雨粒さえ混じり出すかもしれない。,[=JP],Вскоре они могут попасть и под рассеянные дождевые капли.,"Se demorassem muito, eles teriam que lidar com algumas gotas de chuva também.",再呆下去的話，肯定不久，連雨滴都會落下來呢。,再呆下去的话，肯定不久，连雨滴都会落下来呢。,"Se continuassero ad aspettare, potrebbero dover fare i conti con gocce di pioggia sparse."
Ushiromiya Jessica,"""I guess it'll be raining the whole time from now on. What a pain."" ","""And I guess it'll be raining the whole time from now on. What a drag.""",[=UP],「これで、あとはずーっと大雨ってわけか。何だかゲンナリするぜ。」,「これで、あとはずーっと大雨ってわけか。何だかゲンナリするぜ」,"""Наверняка теперь дождь будет лить не переставая. Вот скука.""","""Acho que vai ficar chovendo o tempo todo agora. Que saco.""",「看起來，過會兒會有場大雨啊。真讓人不爽嘞。」,「看起来，过会儿会有场大雨啊。真让人不爽嘞。」,"""E credo che d'ora in poi pioverà tutto il tempo. Che palle."""
Ushiromiya George,"""Still, even though it didn't last long, it was fun to be a kid again."" ","""Still, even though it didn't last long, it was fun to be a kid again for a while.""",[=UP],「でも、短い時間だったけど、童心に戻れて楽しかったよ。」,「でも、短い時間だったけど、童心に戻れて楽しかったよ」,"""Но было весело снова побыть ребёнком, пусть даже недолго.""","""Apesar disso, embora não tenha durado muito, foi divertido voltar a ser criança por um momento.""",「不過，雖然時間不長，找回童心還是挺快樂的。」,「不过，虽然时间不长，找回童心还是挺快乐的。」,"""Però, anche se non è durato a lungo, è stato divertente essere nuovamente dei bambini per un po'."""
Ushiromiya Maria,"""I can't wait to show Mama this glass gem! I'm gonna tell her I won!"" ","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""",[=UP],「このガラス石、早くママに見せてあげるの！　真里亞が優勝したってママに教えるの！」,[=JP],"""Не терпится показать маме эту стекляшку! Я скажу ей, что победила!""","""Mal posso esperar para mostrar esta gema à mamãe! Vou contar que a Maria venceu!""",「真想早點給媽媽看這些玻璃石！告訴媽媽是真里亞獲勝了！」,「真想早点给妈妈看这些玻璃石！告诉妈妈是真里亚获胜了！」,"""Non vedo l'ora di mostrare a Mamma questa gemma di vetro! {n}Le dirò che ho vinto!"""
Ushiromiya Battler,"""Ihihi. Even though you only won 'cause I gave you mine."" ","""Ihihi. Even though you only won 'cause I gave you mine.""",[=UP],「いっひっひ。俺が見つけたヤツを譲ったんだけどなー。」,「いっひっひ。俺が見つけたヤツを譲ったんだけどなー」,"""Ихи‐хи. Хотя ты победила только потому, что я отдал тебе свою.""","""Ihihi. Mesmo que só tenha vencido porque eu te dei as minhas.""",「嘻嘻嘻。不過是靠我把自己找到的讓給你才贏的——。」,「嘻嘻嘻。不过是靠我把自己找到的让给你才赢的——。」,"""Ihihi. Anche se hai vinto solo perché ti ho dato la mia."""
Ushiromiya Maria,"""Uu-! I got it, so it's mine! So I won! Uu-uu-uu-!!"" ","""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!""","""Uu-! I got it, so it's mine! So I won! Uu-uu-uu-!!""",「うー！　真里亞がもらったから、真里亞のものなの！　だから真里亞が優勝なの！　うーうーうー！！」,[=JP],"""У‐у! Она у меня, а значит, моя! Поэтому я победила! У‐у, у‐у, у‐у!""","""Uu! Se a Maria ganhou, então é da Maria! Por isso, a Maria venceu! Uu‐uu‐uu!!""",「嗚——！真里亞拿到了，就已經是真里亞的東西了！所以是真里亞獲勝！嗚——嗚——嗚——！！」,「呜——！真里亚拿到了，就已经是真里亚的东西了！所以是真里亚获胜！呜——呜——呜——！！」,"""Uu-! Ce l'ho io, quindi è mia! Perciò ho vinto! Uu-uu-uu-!!"""
,"Ange walked distractedly, pulled along by her brother. ","Ange walked distractedly, pulled along by her brother.",[=UP],縁寿は、兄に手を引かれながら、ぼんやりと歩いている。,[=JP],"Энджи шла рассеянно, волочась за братом.","Ange caminhou distraída, puxada pelo seu irmão.",緣壽被哥哥牽著手，呆呆地走著。,缘寿被哥哥牵着手，呆呆地走着。,"Ange camminava in modo distratto, strattonata da suo Fratello."
,"George and the others thought that she had probably woken up too early and was tired, so they didn't try to talk to her much. ","George and the others thought that she had probably woken up too early and was tired, so they didn't try to talk to her much."," George and the others thought that she had probably woken up too early and was tired, so they didn't try to talk to her much.",きっと朝が早くて、もう眠いのだろうと譲治たちは思っていたので、特に言葉はかけなかった。,[=JP],"Джордж и остальные посчитали, что она слишком рано проснулась и устала, поэтому особо с ней не разговаривали.","George e os demais deviam ter acordado muito cedo hoje e já estavam cansados, por isso não tentaram falar muito com ela.",讓治他們覺得，一定是因為早上起得太早，現在困了，所以沒有找她說話。,让治他们觉得，一定是因为早上起得太早，现在困了，所以没有找她说话。,"George e gli altri pensarono che probabilmente si fosse svegliata troppo presto ed era stanca, perciò cercarono di non parlarle troppo."
,"As they reached the end of the forested path, the rose garden lay before them. They could see strong winds making the rose bushes wave. ","As they reached the end of the forested path, the rose garden lay before them.{n}They could see the strong winds making the rose bushes wave."," As they reached the end of the forested path, the rose garden lay before them. They could see the strong winds making the rose bushes wave.",林道を抜け、薔薇庭園の景色が広がる。強い風に、薔薇の茂みがうねるのが見えた。,林道を抜け、薔薇庭園の景色が広がる。{n}強い風に、薔薇の茂みがうねるのが見えた。,"Как только они дошли до конца лесной дорожки, перед ними раскинулся розарий.{n}Они видели, как сильный ветер раскачивает кусты роз.","Quando chegaram ao fim da trilha pela mata, o jardim de rosas se estendeu diante deles. Eles podiam ver os fortes ventos fazendo os arbustos de rosas se agitarem.",穿過林間小道，玫瑰庭園的景色出現在眼前。{n}強烈的風，把玫瑰叢都給吹出了波浪。,穿过林间小道，玫瑰庭园的景色出现在眼前。{n}强烈的风，把玫瑰丛都给吹出了波浪。,"Una volta raggiunta la fine del percorso boschivo, il giardino di rose si estese davanti a loro. Potevano vedere i forti venti che facevano ondeggiare i cespugli di rose."
Ushiromiya Maria,"""Mama!! Look!! I won!!"" ","""Mama!! Look!! I won!!""",[=UP],「ママー！！　見てー！！　真里亞が優勝したのー！！」,[=JP],"""Мама! Смотри! Я победила!""","""Mamãe!! Olha!! A Maria venceu!!""",「媽媽——！！快看——！！真里亞贏了——！！」,「妈妈——！！快看——！！真里亚赢了——！！」,"""Mamma!! Guarda!! Ho vinto!!"""
,"Maria ran forward, waving her hands about and yelling. It looked as though Rosa was waving to them from the front of the guesthouse. ","Waving a hand about and yelling, Maria ran.{n}Rosa was waving to her from the front of the guesthouse.","Maria ran forward, waving her hands about and yelling. It looked as though Rosa was waving to them from in front of the guesthouse.",真里亞が手を振って叫びながら駆け出す。見ると、ゲストハウスの前で楼座が手を振っていた。,真里亞が手を振って叫びながら駆け出す。{n}見ると、ゲストハウスの前で楼座が手を振っていた。,"Мария с криком побежала вперёд, размахивая руками.{n}Роза махала им, стоя перед домиком для гостей.","Acenando e gritando, Maria saiu correndo.{n}Rosa estava acenando para ela em frente à casa de hóspedes.",真里亞揮著手大叫著跑了過去。{n}順著那方向一看，樓座正在賓館前揮著手。,真里亚挥着手大叫着跑了过去。{n}顺着那方向一看，楼座正在宾馆前挥着手。,"Maria avanzò correndo, agitando le sue mani e gridando. Sembrava che Rosa li stesse salutando davanti alla casa degli ospiti."
Ushiromiya Jessica,"""I'm gonna head back to my room for a sec. I'll meet you in the cousin room right after."" ","""I'm gonna head back to my room for a sec. I'll meet you in the cousins' room right after.""",[=UP],「私は一度、自分の部屋に戻るぜ。そしたらすぐ、いとこ部屋に行くよ。」,「私は一度、自分の部屋に戻るぜ。そしたらすぐ、いとこ部屋に行くよ」,"""Я вернусь в свою комнату на секунду. Сразу после этого встретимся в комнате кузенов.""","""Vou dar uma passada no meu quarto rapidinho. Encontro com vocês no quarto dos primos depois.""",「我先回一趟自己的房間。然後馬上就到你們的房間去。」,「我先回一趟自己的房间。然后马上就到你们的房间去。」,"""Io torno nella mia stanza un secondo. Ci incontreremo tra poco nella stanza dei cugini."""
Ushiromiya George,"""Okay, got it. See you later, then."" ","""Okay, got it. See you later, then.""",[=UP],「うん、わかったよ。じゃあ、後ほどね。」,「うん、わかったよ。じゃあ、後ほどね」,"""Ладно, понял. Тогда увидимся позже.""","""Certo, tudo bem. Até depois.""",「嗯，我知道了。那，過會兒見。」,「嗯，我知道了。那，过会儿见。」,"""Ok, capito. Ci vediamo dopo, allora."""
,Jessica ran off in the direction of the mansion. ,Jessica ran off in the direction of the mansion.,[=UP],朱志香も屋敷の方へ駆け出していく。,[=JP],Джессика побежала к особняку.,Jessica saiu correndo na direção da mansão.,朱志香向大屋的方向趕去。,朱志香向大屋的方向赶去。,Jessica corse verso la direzione della residenza.
,"George turned around, as though suggesting that they had better get going too. ","George turned around, as though suggesting that they had better get going too."," George turned around, as though suggesting that they had better get going too.",譲治が、僕たちも行こうかと振り返る。,[=JP],"Джордж обернулся, словно говоря, что им лучше поторопиться.","George se virou, como se estivesse sugerindo para eles irem também.",讓治回頭對其他幾人說，“我們也走吧”。,让治回头对其他几人说，“我们也走吧”。,"George si voltò, come se stesse suggerendo che anche a loro conveniva muoversi."
,"However, when he saw Ange standing still with a crabby look on her face, he realized that something might have put her into a bad mood. ","However, when he saw Ange standing still with a crabby look on her face, he realized that she might have been put into a bad mood by something."," However, when he saw Ange standing still with a crabby look on her face, he realized that she might have been put into a bad mood by something.",でも、縁寿が気難しそうな顔をして、立ち尽くしているのに気付き、何か事情があって機嫌を悪くしているのかもしれないと察する。,[=JP],"Но увидев, как Энджи стоит на месте по‐прежнему с раздражительным взглядом, он понял, что ей что‐то могло испортить настроение.","Entretanto, ao ver que Ange estava com uma cara entristecida, ele percebeu que alguma coisa poderia ter deixado ela mal‐humorada.",但是，他察覺到緣壽的表情有些不愉快，呆呆地站著，像是有什麼事情令她心情不好了似的。,但是，他察觉到缘寿的表情有些不愉快，呆呆地站着，像是有什么事情令她心情不好了似的。,"Tuttavia, quando vide Ange ferma con un aspetto scontroso sul volto, si rese conto che qualcosa forse l'aveva messa di cattivo umore."
Ushiromiya George,"""...Is everything okay?"" ","""......Is everything okay?""",[=UP],「……大丈夫かい？」,[=JP],"""......Всё в порядке?""","""......Está tudo bem?""",「……沒事吧？」,「……没事吧？」,"""... Va tutto bene?"""
Ushiromiya Battler,"""Y-Yeah, she's fine. Sorry, but would you mind going on ahead of us?"" ","""Y‐yeah, she's fine. Sorry, but would you mind going on ahead of us?""","""Y, yeah, she's fine. Sorry, but would you mind going on ahead of us?""",「あ、あぁ、大丈夫だよ。悪ぃけど、先に行っててくれねぇかな。」,「あ、あぁ、大丈夫だよ。悪ぃけど、先に行っててくれねぇかな」,"""Д‐да, с ней всё хорошо. Извини, но ты не мог бы пойти вперёд?""","""S‐Sim, ela está bem. Foi mal, mas se importaria de ir na frente?""",「啊，嗯，沒事的。抱歉，你們先走吧。」,「啊，嗯，没事的。抱歉，你们先走吧。」,"""S-Sì, sta bene. Scusa, ma ti dispiace andare avanti?"""
Ushiromiya George,"""Sure, got it. See you later."" ","""Sure, got it. See you later.""",[=UP],「うん、わかったよ。じゃあ、後で。」,「うん、わかったよ。じゃあ、後で」,"""Конечно, понял. Увидимся позже.""","""Claro, tudo bem. Te vejo depois.""",「嗯，我知道了。那，回見。」,「嗯，我知道了。那，回见。」,"""Certo, ho capito. Ci vediamo più tardi."""
,George headed for the guesthouse. ,George headed for the guesthouse.,[=UP],譲治もゲストハウスへ向かう。,[=JP],Джордж направился к домику для гостей.,George seguiu para a casa de hóspedes.,讓治也向賓館走去。,让治也向宾馆走去。,George si diresse alla casa degli ospiti.
,"The only ones left in the rose garden were Battler, who was waving at George, ...and Ange, who was still staring at the ground and holding Battler's hand. ","The only ones left in the rose garden were Battler, who was waving at George, ......and Ange, who was still staring at the ground and holding Battler's hand."," The only ones left in the rose garden were Battler, who was waving at George, ......and Ange, who was still staring at the ground and holding Battler's hand.",薔薇庭園には、譲治に手を振る戦人と、……その戦人と手を繋ぎながら、ずっと俯いている縁寿が残った。,[=JP],"В розарии остались только Баттлер, машущий Джорджу...... и Энджи, которая всё смотрела в землю, держа Баттлера за руку.","Os únicos que restaram no jardim de rosas foram Battler, que estava acenando para George, ......e Ange, que continuava a encarar o chão enquanto segurava na mão de Battler.",在玫瑰庭園中，只剩下對讓治揮手的戰人，……以及和戰人手拉手的，一直低著頭的緣壽。,在玫瑰庭园中，只剩下对让治挥手的战人，……以及和战人手拉手的，一直低着头的缘寿。,"Gli unici rimasti nel giardino di rose erano Battler, che stava salutando George ... e Ange, che stava ancora fissando il terreno e tenendo la mano di Battler."
