Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
{f:5:Beatrice},"""...*cackle*cackle*! Truly amusing! ","""......*cackle*cackle*! Truly interesting!""","""......*cackle*cackle*! Truly interesting! ",「……くっくっくっくっく！　実に面白い！,「……くっくっくっくっく！　実に面白い！」,"""......*хи‐хи*хи‐хи*! Действительно интересно!""","""......*gargalhada*gargalhada*! Verdadeiramente interessante!""",「……呵呵呵呵呵！實在是有趣！」,「……呵呵呵呵呵！实在是有趣！」,"""... *cackle*cackle*! Davvero interessante!","""...Mhmhmhmhmh! Davvero avvincente!""","""......*cackle*cackle*! Gerçekten ilginç!"""
{f:5:Beatrice},"That I should be granted a chance to fight against Lady {f:5:Bernkastel}, the strongest of witches who defeated Lady {f:5:Lambdadelta}, is truly a pleasure!!"" ","""That I should be granted a chance to fight against Lady {f:5:Bernkastel}, the strongest of witches who defeated Lady {f:5:Lambdadelta}, is truly a pleasure!!""","That I should be granted a chance to fight with Lady Bernkastel, the strongest of witches who defeated Lady Lambdadelta, is truly a pleasure!!""",あのラムダデルタ卿を退けた最強の魔女、ベルンカステル卿と戦える機会を賜れるとは、本当に愉快よ！！」,「あのラムダデルタ卿を退けた最強の魔女、ベルンカステル卿と戦える機会を賜れるとは、本当に愉快よ！！」,"""Получить шанс сразиться с Леди {f:5:Бернкастель}, сильнейшей ведьмой, победившей саму великую Леди {f:5:Лямбдадельту}, для меня это просто настоящее наслаждение!""","""Então eu deveria receber a chance de lutar contra a Lady {f:5:Bernkastel}, a bruxa mais forte que derrotou a Lady {f:5:Lambdadelta}. É um verdadeiro prazer!!""",「能獲賜與擊退了拉姆達戴露塔卿的最強魔女——貝倫卡斯泰露卿對決的機會，實在是愉快！！」,「能获赐与击退了拉姆达戴露塔卿的最强魔女——贝伦卡斯泰露卿对决的机会，实在是愉快！！」,"Che mi debba essere concessa un'opportunità per combattere con Lady Bernkastel, la più forte delle streghe che ha sconfitto Lady Lambdadelta, è davvero un piacere!!""",""" È un grande onore avere l'opportunità di combattere contro Lady {f:5:Bernkastel}, la strega più forte di tutte, colei che trionfò su Lady {f:5:Lambdadelta}!!""","""Leydi {f:5:Lambdadelta}'yı yenen cadıların en güçlüsü Leydi {f:5:Bernkastel}'e karşı savaşma şansının bana verilmesi gerçekten büyük bir zevk!!"""
{f:5:Bernkastel},"""...Yes. I'm also pleased. I came all this way because I really wanted to see you, brimming with confidence, fall apart and lose."" ","""......Yes. It is pleasing me too. After all, I came all this way just because I wanted to see you brimming with that confidence, only to fall apart and lose.""","""......Yes. I'm also pleased. I really wanted to see you, brimming with confidence, fall apart and lose, so I came all this way.""",「……えぇ。私も愉快よ。そこまで自信満々のあなたがボロボロに負けるところが見たくて、遥々やって来たんだもの。」,「……えぇ。私も愉快よ。そこまで自信満々のあなたがボロボロに負けるところが見たくて、遥々やって来たんだもの」,"""......Да. Я также довольна. Я и впрямь хочу увидеть, как ты, просто источающая уверенность, будешь разбита в пух и прах и проиграешь. Именно для этого я и проделала весь этот путь.""","""......Sim. Isso também me agrada. Afinal, eu percorri todo esse caminho só porque eu queria ver você transbordando confiança, se despedaçando e perdendo.""",「……嗯。我也很愉快哦。我就是為想看如此充滿自信的你那輸得一敗塗地的樣子，才不遠萬里地來的。」,「……嗯。我也很愉快哦。我就是为想看如此充满自信的你那输得一败涂地的样子，才不远万里地来的。」,"""... Sì. Ne sono compiaciuta anch'io. Avevo davvero voglia di vederti, traboccando di confidenza, cadendo a pezzi e perdendo, così sono venuta fin qui.""","""...Sì. È un onore anche per me. Sono venuta fin qui per veder sgretolare la tua smisurata fiducia in te stessa.""","""......Evet. Bu beni de memnun ediyor. Ne de olsa bunca yolu sırf seni o özgüvenle dolup taşarken görüp sonra da dağılmanı ve kaybetmeni istediğim için geldim."""
{f:5:Beatrice},"""What an honest person. *cackle*cackle*!! ","""What an honest person. *cackle*cackle*!!""",[=ST],「何と素直なお人なのか。くっくっくっく！！,「何と素直なお人なのか。くっくっくっく！！」,"""Воистину, простота хуже воровства. *хи‐хи*хи‐хи*!""","""Que pessoa mais honesta. *gargalhada*gargalhada*!!""",「何等誠實的人啊。呵呵呵呵！！」,「何等诚实的人啊。呵呵呵呵！！」,"""Che persona onesta. *cackle*cackle*!!","""Com'è onesta lei. Kuahahahah!!""","""Ne kadar da dürüst biri. *cackle*cackle*!!"""
{f:5:Beatrice},"Even so, it would be a shame if the contest between me and the great Lady {f:5:Bernkastel} was resolved without at least one observer."" ","""Incidentally, if the contest between me and the great Lady {f:5:Bernkastel}...were not to have at least one observer, what a tremendous shame that would be.""","Even so, it would be a shame if the contest between me and the great Lady Bernkastel was resolved without at least one observer.""",それにしても妾と大ベルンカステル卿との対決を、ただのひとりの観戦者もなくというのは、いくらなんでも勿体無いというもの。」,「それにしても妾と大ベルンカステル卿との対決を、ただのひとりの観戦者もなくというのは、いくらなんでも勿体無いというもの」,"""Но даже если и так, будет очень жаль, если спор между мной и великой Леди {f:5:Бернкастель} разрешится без участия по крайней мере одного наблюдателя.""","""Aliás, se a disputa entre mim e a grande Lady {f:5:Bernkastel}...não tivesse pelo menos um espectador, que tremenda vergonha seria.""",「話說回來妾身與大貝倫卡斯泰露卿的對決，連一個觀戰之人都沒有的話，那再怎麼說都是太可惜了。」,「话说回来妾身与大贝伦卡斯泰露卿的对决，连一个观战之人都没有的话，那再怎么说都是太可惜了。」,"Anche così, sarebbe una vergogna se la sfida tra me e la grande Lady Bernkastel fosse risolta senza nemmeno un'osservatrice.""","""Ciononostante, sarebbe un peccato se la disputa tra me e la Grande Lady {f:5:Bernkastel}... avvenisse senza nemmeno un singolo spettatore.""","""Yeri gelmişken, ben ve büyük Leydi {f:5:Bernkastel} arasındaki müsabakada,hiç değilse en azından bir gözlemci olmaması çok büyük bir kayıp olurdu."""
{f:5:Bernkastel},"""......... ...You called her here, didn't you. That kid."" ","""................................. ...You called her, didn't you. That child.""",""".....................You called her, didn't you. That child.""",「…………………………………。…呼んだのね。あの子を。」,「…………………………………。…呼んだのね。あの子を」,""".................. ...Ты позвала её, не так ли? Это дитя.""","""................................. ...Você chamou ela, não foi? Aquela criança.""",「…………………………………。…你叫來了啊。把那孩子。」,「…………………………………。…你叫来了啊。把那孩子。」,"""... Hai chiamato lei, vero. Quella bambina.""","""...L'hai chiamata qui, vero? Quella ragazzina, intendo.""","""................................. ...Onu çağırdın, değil mi? O çocuğu."""
{f:5:Lambdadelta},"""Hohohohohoh! I found you, I've finally found you, {f:5:Bernkastel}!!"" ","""Hoh‐hoh‐hoh‐hoh‐ho! I found you, I finally found you, {f:5:Bernkastel}!!""","""Hoh-hoh-hoh-hoh-ho! I found you, I've finally found you, Bernkastel!!""",「ほっほっほっほっほ！　見つけたわよぅ、ようやく見つけたわぁ、ベルンカステルぅ！！」,[=JP],"""Хо‐хо‐хо‐хо‐хо! Я тебя нашла, наконец‐то я тебя нашла, {f:5:Бернкастель}!""","""Hoh‐hoh‐hoh‐hoh‐ho! Eu te encontrei, eu finalmente te encontrei, {f:5:Bernkastel}!!""",「呵呵呵呵呵呵呵！找到了，總算讓我找到了，貝倫卡斯泰露～！！」,「呵呵呵呵呵呵呵！找到了，总算让我找到了，贝伦卡斯泰露～！！」,"""Hoh-hoh-hoh-hoh-ho! Ti ho trovata, ti ho finalmente trovata, Bernkastel!!""","""Ohohohohoh! Ti ho trovata, finalmente ti ho trovata, {f:5:Bernkastel}!!""","""Hoh‐hoh‐hoh‐hoh‐ho! Seni buldum, sonunda seni buldum, {f:5:Bernkastel}!!"""
{f:5:Bernkastel},"""......How are you, Lambda? Looks like you've got lots of spare time too. I wonder if it's fate that the pair who hates boredom should run into each other again..."" ","""............How are you, Lambda? Looks like you also have time to kill. ...I wonder if it's fate that we who share no love for boredom should run into each other again...?""","""............How are you, Lambda? Looks like you also have free time. I wonder if it's fate that the pair who hate boredom should run into each other again...?""",「…………御機嫌よう、ラムダ。あなたも暇ね。…退屈を愛さない同士、再び巡り合うのは運命かしら…？」,[=JP],"""............Как поживаешь, Лямбда? Я смотрю, у тебя тоже появилось свободное время. Интересно, а не судьба ли раз за разом сталкивает лицом к лицу двух ненавидящих скуку ведьм?""","""............Bom dia para você, Lambda. Parece que você sempre tem tempo para matar. ...Me pergunto se é o destino que nós compartilhamos por não amarmos o tédio, o que nos faz irmos em direção uma da outra...?""",「…………貴安，拉姆達。你也真閑呢。…同為厭惡無聊之人的再次偶遇，是否也是命運呢…？」,「…………贵安，拉姆达。你也真闲呢。…同为厌恶无聊之人的再次偶遇，是否也是命运呢…？」,"""... Come stai, Lambda? Sembra che anche tu abbia del tempo libero. Mi chiedo se sia destino che la coppia che odia la noia finisca per incontrarsi di nuovo...?""","""...Che piacere vederti, Lambda. Anche tu hai tempo da perdere, vedo...{n}Chissà, forse è destino di coloro che condividono l'astio per la noia finire per incontrarsi nuovamente...?""","""............Nasılsın, Lambda? Anlaşılan senin de boş vaktin var. ...Can sıkıntısını hiç sevmeyen bizlerin, yeniden karşılaşmış olması kaderin bir oyunu mu acaba...?"""
{f:5:Lambdadelta},"""Stupid kid. Can't you see you only won against me because of a little luck and a problem of compatibility? After that, you became such a brag, and now you're even picking a fight with {f:5:Beatrice}? Shouldn't you learn your place?"" ","""Such a dumb kid. Why can't you realize that the only reason you won against me was because of a little luck and a not‐so‐great matchup? That made you so snobby, and now you're even picking a fight with {f:5:Beatrice}? Shouldn't you learn your place?""","""Stupid kid. Why can't you realize that the only reason you won against me was because of a little luck and a problem of compatibility? After that, you became such a braggart, and now you're even picking a fight with Beatrice? Shouldn't you learn your place?""",「馬鹿な子ねぇ。私に勝てたのは、ちょっとした運と相性の問題だとどうして気付かなかったのかしらぁ？　それで天狗になって、よりにもよってベアトリーチェに喧嘩を売るとは、身の程知らずもいいとこね？」,[=JP],"""Глупое дитя. Почему ты никак не можешь понять, что единственной причиной твоей победы послужило небольшое везение и проблема совместимости? После этого ты стала такой хвастуньей, что даже нарываешься на схватку с {f:5:Беатриче}? Не пора ли тебе уже узнать, где твоё место?""","""Que criança imbecil. Por que você não consegue entender que o único motivo pelo qual me venceu foi sorte e uma disputa não muito compatível? Isso faz de você tão esnobe, e agora está buscando uma briga com a {f:5:Beatrice}? Você não deveria aprender o seu lugar?""",「你呀真笨。為什麼就是想不到，能贏我只不過是個小小的運氣與相性的問題呢？竟還就此自認神通廣大，偏偏要和貝阿朵莉切對著幹，不知自己斤兩也該有個分寸哦？」,「你呀真笨。为什么就是想不到，能赢我只不过是个小小的运气与相性的问题呢？竟还就此自认神通广大，偏偏要和贝阿朵莉切对着干，不知自己斤两也该有个分寸哦？」,"""Stupida. Perché non riesci a capire che l'unica ragione per cui hai vinto contro di me era per un po' di fortuna e un problema di compatibilità? Dopo ciò, sei diventata una sbruffona, e ora, stai anche cominciando una lotta con Beatrice? Non dovresti capire la tua posizione?""","""Sciocca mocciosa. Non hai capito che hai vinto contro di me per una semplice questione di fortuna e di compatibilità? E ora sei diventata così sfrontata da metterti ad attacar briga proprio con {f:5:Beatrice}, non faresti meglio a stare al tuo posto?""","""Ne aptal bir çocuk. Neden bana karşı kazanmanın tek nedeninin biraz şans ve pek de iyi olmayan bir eşleşmeden kaynaklandığını anlayamıyorsun? Bu seni çok kibirli yaptı, ve şimdi de {f:5:Beatrice} ile savaşmaya mı başladın? Haddini bilmen gerekmiyor mu?"""
{f:5:Lambdadelta},"""*giggle* {f:5:Beatrice} is strong. And she's even more brutal than I am. Just a bit!"" ","""*giggle*, {f:5:Beatrice} is strong, you know. And she's more brutal than I am. Just a teensy bit!""","""*giggle*, Beatrice is strong. And she's even more brutal than I am. Just a little!""",「くすくす、ベアトリーチェは強いわよぅ。私より残酷だしね。ほんのちょびっと！」,[=JP],"""*Хи‐хи*, {f:5:Беатриче} сильна. И она даже более жестока, чем я. Совсем чуть‐чуть!""","""*risos*, a {f:5:Beatrice} é forte, sabia? E ela é mais brutal do que eu. Só um pouquinho!""",「嘻嘻，貝阿朵莉切可是很強的喲。比我都要殘酷，那麼一丁點！」,「嘻嘻，贝阿朵莉切可是很强的哟。比我都要残酷，那么一丁点！」,"""*giggle*, Beatrice è forte. Ed è anche più brutale di me. Solo un po'!""","""Uhuhuhuh, guarda che {f:5:Beatrice} è forte. Ed è più spietata di me. Giusto un filo!""","""*giggle*, {f:5:Beatrice} güçlüdür. Ve benden daha da acımasız. Sadece birazcık!"""
{f:5:Lambdadelta},"""And by the way, don't go shortening people's names without their permission!"" ","""Oh and also, don't just shorten someone's name to Lambda!""","""And by the way, don't just shorten someone else's name to Lambda!""",「あとそれと、人のことを勝手にラムダって略さないでー！」,[=JP],"""И, между прочим, не сокращай чужое имя до простого 'Лямбда'!""","""Ah, e também, não saia encurtando o nome das pessoas sem permissão!""",「對了還有，別隨便把人家的名字省略成拉姆達——！」,「对了还有，别随便把人家的名字省略成拉姆达——！」,"""E comunque, non accorciare i nomi degli altri a Lambda!""","""E comunque, non accorciare il mio nome in Lambda senza permesso!""","""Ayrıca, birinin adını Lambda diye kısaltma!"""
{f:5:Bernkastel},"""......You're dumb too, Beato. If this kid's in your game, she'll make a mess of everything."" ",""".........You're a fool too, Beato. This kid won't make exceptions for your game, she'll turn everything into a preposterous farce.""",""".........You're dumb too, Beato. If this kid's in your game, she'll make a mess of everything.""",「………ベアトも馬鹿ね。この子はあんたのゲームであってもしっちゃかめっちゃかにするわよ。」,「………ベアトも馬鹿ね。この子はあんたのゲームであってもしっちゃかめっちゃかにするわよ」,""".........Ты тоже глупа, Беато. Если это дитя будет участвовать в твоей игре, то обязательно поставит всё с ног на голову.""",""".........Você também é tola, Beato. Essa criança não vai fazer exceções para o seu jogo, ela vai transformar tudo em uma farsa absurda.""",「………貝阿朵，你也真笨。就算這孩子來你的遊戲，也只是會把它搞得一團糟。」,「………贝阿朵，你也真笨。就算这孩子来你的游戏，也只是会把它搞得一团糟。」,"""... Anche tu sei sciocca, Beato. Se questa ragazza è nel tuo gioco, farà una confusione di tutto.""","""...Anche tu sei una sciocca, Beato. Questa ragazzina getta tutto nel caos, e la tua partita non farà eccezione.""",""".........Beato, sen de bir aptalsın. Eğer bu çocuk senin oyununda olursa, her şeyi saçma bir maskaralığa çevirecek."""
{f:5:Beatrice},"""I certainly didn't just bring Lady {f:5:Lambdadelta} here to watch from the sidelines. ","""I didn't bring Lady {f:5:Lambdadelta} here solely to watch from the sidelines.""","""I really didn't just bring Lady Lambdadelta here to watch from the sidelines. ",「ラムダデルタ卿には、決してギャラリーとしてだけお呼びしたのではない。,「ラムダデルタ卿には、決してギャラリーとしてだけお呼びしたのではない」,"""Я ведь привела сюда Леди {f:5:Лямбдадельту} не для того, чтобы она просто тихонько стояла в стороне.""","""Eu não trouxe a Lady {f:5:Lambdadelta} aqui apenas para assistir pelo lado de fora.""",「拉姆達戴露塔卿，絕不光是作為觀眾而被妾身叫來的。」,「拉姆达戴露塔卿，绝不光是作为观众而被妾身叫来的。」,"""Non ho portato Lady Lambdadelta qui solo per guardare da dietro le quinte.","""Non ho portato Lady {f:5:Lambdadelta} solo per farla stare in panchina.""","""Leydi {f:5:Lambdadelta}'yı buraya sadece kenardan izlesin diye çağırmadım."""
{f:5:Beatrice},"After informing me that you were betting against me, she said that she would bet against you."" ","""After I informed her that you were betting against me, she said that she would bet against you.""","After informing me that you were betting against me, she said that she would bet against you.""",そなたが妾と逆の目に張っているとお伝えしたら、卿はそなたの逆の目に張ると仰せになられた。」,「そなたが妾と逆の目に張っているとお伝えしたら、卿はそなたの逆の目に張ると仰せになられた」,"""Прослышав, что ты поставила против меня, она сказала, что поставит против тебя.""","""Depois que a informei que você estava apostando contra mim, ela disse que iria apostar contra você.""",「妾身告訴了她，汝在給妾身的對家下注，卿就說了要來給汝的對家下注。」,「妾身告诉了她，汝在给妾身的对家下注，卿就说了要来给汝的对家下注。」,"Dopo avermi informata che stavi scommettendo contro di me, mi ha detto che avrebbe scommesso contro di te.""","""Dopo averla informata che stavi puntando contro di me, la Lady ha affermato che avrebbe scommesso contro di te.""","""Senin bana karşı bahis oynadığını öğrendikten sonra, sana karşı bahis oynayacağını söyledi."""
