Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,...The sound had come from a seat to the side of mine. ,......The sound had come from a seat to the side of mine.,[=UP],……音がしたのは、自分の席の真横。,[=JP],......Звук донёсся с места в стороне от моего.,......O som veio do assento ao lado do meu.,……聲音是從我的位子的正側面傳來的。,……声音是从我的位子的正侧面传来的。,... Il suono proveniva da una poltroncina di fianco a me.
,"When I looked, I saw a girl sitting several seats off to my left. ","When I looked, I saw a girl sitting several seats off to my left."," When I looked, I saw a girl sitting several seats off to my left.",見れば、左に数席を空けた席に、女の子が座っていた。,[=JP],На несколько мест левее меня сидела девушка.,"Quando olhei, eu vi uma garota sentada a alguns assentos de distância à minha esquerda.",轉頭一看，左面間隔數個空席的一張座椅上，坐著一位女孩。,转头一看，左面间隔数个空席的一张座椅上，坐着一位女孩。,"Quando vi guardai, vidi una ragazza seduta diversi posti più a sinistra."
,"It was a face I had never seen before. ...Who is she? She looked like a high-schooler or a college student, about the same age as I was. ","It was a face I had never seen before. ......I wondered who she was.{n}She looked like a high‐schooler or a college student, about the same age as I was."," It was a face I had never seen before. ......Who is she? She looked like a high-schooler or a college student, about the same age as I was.",その顔に、見覚えはない。……誰だろう。歳は、自分と同じくらい。高校生か大学生くらいに見えた。,その顔に、見覚えはない。……誰だろう。{n}歳は、自分と同じくらい。高校生か大学生くらいに見えた。,Впервые вижу её лицо. ......Кто она?{n}Похожа на старшеклассницу или студентку колледжа примерно моего возраста.,"Era o rosto de alguém que eu nunca tinha visto antes. ......Quem será?{n}Ela parecia uma garota do fundamental ou ensino médio, provavelmente com a mesma idade que eu.",她那張臉，我毫無印象。……是誰呢？{n}年紀，跟我差不多大。看起來，估計是高中生或大學生。,她那张脸，我毫无印象。……是谁呢？{n}年纪，跟我差不多大。看起来，估计是高中生或大学生。,"Aveva una faccia conosciuta. ... Chi era? Sembrava una studentessa delle superiori o universitaria, circa della mia stessa età."
,"""......Nnn..."" ","""...............nnn......""","""............Nnn......""",「……………ん………。」,「……………ん………」,"""............Н‐н......""",[=UP],「……………嗯………」,[=CHT],"""... Nnn..."""
,"She groaned. Apparently, she had just woken up... ","She groaned. Apparently, she had just woken up...",[=UP],彼女が呻く。どうやら、今、目を覚ましたらしい…。,[=JP],"Она застонала. Видимо, только очнулась...",Ela gemeu. Pareceu que tinha acabado de acordar...,她發出低吟聲。似乎是，剛剛醒來…。,她发出低吟声。似乎是，刚刚醒来…。,"Si lamentava. Evidentemente, si era appena svegliata..."
,"I didn't want to scare her, so I decided to introduce myself first... ","I didn't want to scare her, so I decided to introduce myself first..."," I didn't want to scare her, so I decided to introduce myself first...",彼女を驚かせたくないので、先にこちらから挨拶をしておくことにする…。,[=JP],"Не хотелось бы её напугать, поэтому представлюсь заранее...","Eu não quis assustá‐la, por isso decidi me apresentar primeiro...",由於不想嚇著她，所以我決定了，由我來先跟她打招呼…。,由于不想吓着她，所以我决定了，由我来先跟她打招呼…。,"Non volevo spaventarla, quindi decisi di presentarmi prima di lei..."
Ushiromiya Lion,"""...Hello."" ",""".........Hello.""","""......Hello.""",「………こんにちは。」,「………こんにちは」,"""......Здравствуй.""",""".........Olá.""",「………您好。」,[=CHT],"""... Ciao."""
Ushiromiya Ange,""".........!!"" ",""".....................!!""","""............!!""",「…………………ッ！！」,[=JP],"""............!!!""",[=UP],「…………………呃！！」,[=CHT],"""...!!"""
,"Apparently, she was equally surprised to find someone other than herself here. She jumped when she heard my greeting. ","Apparently, she was equally surprised to find someone other than herself here.{n}She jumped when she heard my greeting.","Apparently, she was equally surprised to find someone other than herself here. She jumped when she heard my greeting.",彼女もまた、誰かいるとは思わなかったらしい。私の挨拶に飛び跳ねた。,彼女もまた、誰かいるとは思わなかったらしい。{n}私の挨拶に飛び跳ねた。,"Похоже, она не меньше меня удивилась, заметив здесь другого человека.{n}Услышав моё приветствие, она подскочила.",Parece que ela ficou igualmente surpresa ao se deparar com outra pessoa além dela. Ela se assustou ao ouvir meu cumprimento.,她好像也沒想到還有別人在。{n}因為我的問好，而嚇得跳了起來。,她好像也没想到还有别人在。{n}因为我的问好，而吓得跳了起来。,"Chiaramente, anche lei era ugualmente sorpresa di trovare qualcuno oltre a se stessa in questo posto. Fece un sobbalzo quando sentì il mio saluto."
Ushiromiya Ange,"""...Who the hell are you?"" ","""......Who on Earth are you?""","""......Who the hell are you?""",「……誰、あんた。」,「……誰、あんた」,"""......Ты ещё кто?""","""......Quem é você?""",「……你是誰？」,「……你是谁？」,"""... Chi diavolo sei, tu?"""
Ushiromiya Lion,"""I feel the same way. ...It seems that neither of us is here of our own accord."" ","""I feel the same way. ......It seems that neither of us is here of our own accord.""",[=UP],「私も同じ気持ちです。……どうやら、私たちは、望まずしてここにいるらしい。」,「私も同じ気持ちです。……どうやら、私たちは、望まずしてここにいるらしい」,"""Хотелось бы спросить то же самое. ......Кажется, мы оба здесь не по своей воле.""","""Eu digo o mesmo. ......Parece que não estamos aqui por livre arbítrio.""",「我的心情，跟您一樣。……看來，我們是並非出於自願地被丟在了這裡呢。」,「我的心情，跟您一样。……看来，我们是并非出于自愿地被丢在了这里呢。」,"""Il sentimento è reciproco. ... Sembra che nessuno di noi sia qui di sua spontanea volontà."""
Ushiromiya Ange,"""......Is that...the One-Winged Crest...?"" ","""...............Is that...the One‐Winged Crest...?""",""".........Is that...the One-Winged Crest...?""",「……………それ、片翼の紋章…？」,[=JP],""".........Это... однокрылый герб?..""","""...............Esse é...o brasão de Uma Asa...?""",「……………這是，片翼的紋章…？」,「……………这是，片翼的纹章…？」,"""... Quello è... lo stemma dell'Aquila Mono-alata...?"""
Ushiromiya Lion,"""Huh? ...Do you recognize this crest?"" ","""Huh? ......Do you recognize this crest?""",[=UP],「え？　……この紋章をご存知なんですか。」,「え？　……この紋章をご存知なんですか」,"""Э?......Вам он знаком?""","""Hã? ......Você reconhece esse brasão?""",「哎？……您知道這紋章嗎？」,「哎？……您知道这纹章吗？」,"""Eh? ... Riconosci questo stemma?"""
,She looked suspiciously at the One-Winged Crest emblazoned on my collar. ,She looked suspiciously at the One‐Winged Crest emblazoned on my collar.,She looked suspiciously at the One-Winged Crest emblazoned on my collar.,彼女は私の襟元に刺繍されている片翼の紋章に、怪訝な目を向ける。,[=JP],"Она подозрительно посмотрела на однокрылый герб, красующийся на моём воротнике.",Ela olhou com desconfiança para o brasão que estava estampado no meu colarinho.,她向綉在我衣領上的片翼的紋章，投來了驚詫的目光。,她向绣在我衣领上的片翼的纹章，投来了惊诧的目光。,Fissò con sospetto lo stemma dell'Aquila Mono-alata ricamato sul mio colletto.
,"Her stare, which was unmoving but not openly hostile, wasn't exactly pleasant for me. ","Her stare, which was unmoving but not openly hostile, wasn't exactly pleasant for me."," Her stare, which was unmoving but not openly hostile, wasn't exactly pleasant for me.",敵意とは言わないまでにも、露骨なその目つきは、あまり心地良くはない。,[=JP],"Её взгляд — неподвижный, но не открыто враждебный — был для меня не особо приятным.","Ela o encarou, imóvel, mas sem uma hostilidade aparente, o que não foi muito agradável para mim.",儘管談不上有敵意，但她那露骨的眼神，叫人心裡有點不舒服。,尽管谈不上有敌意，但她那露骨的眼神，叫人心里有点不舒服。,"Il suo sguardo, immobile ma non apertamente ostile, non era proprio piacevole per me."
Ushiromiya Lion,"""Allow me to introduce myself first. ...I am Ushiromiya Lion."" ","""Allow me to introduce myself first. ......I am Ushiromiya Lion.""",[=UP],「先に私が名乗りましょう。……私は右代宮理御と申します。」,「先に私が名乗りましょう。……私は右代宮理御と申します」,"""Разрешите представиться. ......Уширомия Лион.""","""Permita que eu me apresente. ......Eu sou Ushiromiya Lion.""",「由我先來自報家門吧。……我叫右代宮理御。」,「由我先来自报家门吧。……我叫右代宫理御。」,"""Lascia che mi presenti prima io. ... Mi chiamo Ushiromiya Lion."""
Ushiromiya Ange,"""Ushiromiya, ...huh? What?"" ","""Ushiromiya—huh? What?""","""Ushiromiya, ......huh? What?""",「右代宮、……え？　何？」,[=JP],"""Уширомия...... э? Что?""","""Ushiromiya—hã? Quê?""",「右代宮，……哎？什麼？」,「右代宫，……哎？什么？」,"""Ushiromiya... eh? Cosa?"""
Ushiromiya Lion,"""Lion. Written as ""{p:0:睆御}"", but pronounced ""Lee-on"". ...Pretty strange name, don't you think?"" ","""Lion. Written as ""{p:0:理御}"", but pronounced ""Lee‐on"". ......Pretty strange name, don't you think?""","""Lion. Written as '{p:0:理御}', but pronounced 'Lee-on'. ......Pretty strange name, don't you think?""",「理御です。理科の理に、御するの御でリオンと読みます。……珍しい名前でしょう。」,「理御です。理科の理に、御するの御でリオンと読みます。……珍しい名前でしょう」,"""Лион. Пишется '{p:0:理御}', но произносится 'Ли‐он'. ......Довольно странное имя, правда?""","""Lion. Se escreve ""Rion {p:0:理御}"", mas se pronuncia ""Lion"". ......É um nome bem estranho, não acha?""",「是理御。理科的理，駕御的御，念做里昂。……是個挺少見的名字吧？」,「是理御。理科的理，驾御的御，念做里昂。……是个挺少见的名字吧？」,"""Lion. Scritto ‘{p:0:理御}’, ma pronunciato ‘Li-on’. ... Un nome piuttosto strano, non credi?"""
Ushiromiya Ange,"""...No stranger than mine. But I'll have to apologize. I don't know who you are."" ","""......No stranger than mine. But I'll have to apologize. I don't know who you are.""",[=UP],「……名前の珍しさなら、私も負けないわ。でも、ごめんなさい。私はあんたを知らないわ。」,「……名前の珍しさなら、私も負けないわ。でも、ごめんなさい。私はあんたを知らないわ」,"""......Не страннее моего. Но извини. Я не знаю тебя.""","""......Se vamos competir nisso, o meu não fica pra trás. Mas terei que me desculpar. Eu não sei quem é você.""",「……要說名字的少見程度的話，我的也不遜色哦。不過，不好意思。我不認識你。」,「……要说名字的少见程度的话，我的也不逊色哦。不过，不好意思。我不认识你。」,"""... Non più strano del mio. Ma devo chiederti scusa. Non so chi tu sia."""
Ushiromiya Lion,"""That's hardly surprising, since I don't know you either."" ","""That's hardly surprising, since I don't know you either.""",[=UP],「道理でしょうね。私もあなたを知りませんから。」,「道理でしょうね。私もあなたを知りませんから」,"""Неудивительно, я ведь тоже вас не знаю.""","""Não é de se espantar, até porque eu não conheço você.""",「理應如此吧。畢竟，我也不認識您。」,「理应如此吧。毕竟，我也不认识您。」,"""Non è una sorpresa, visto che neanch'io so chi sei tu."""
Ushiromiya Ange,"""That's not what I meant. Who are you? There's no one like you in the Ushiromiya family."" ","""That's not what I meant. Who are you? There's no one like you in the Ushiromiya family.""",[=UP],「そうじゃなくて。あんた誰？　右代宮家にあんたなんかいないわ。」,「そうじゃなくて。あんた誰？　右代宮家にあんたなんかいないわ」,"""Я не об этом. Кто ты? В семье Уширомия тебя нет.""","""Não foi isso que eu quis dizer. Quem é você? Não tem ninguém como você na família Ushiromiya.""",「不是這個意思。你是誰？在右代宮家，沒有你這個人。」,「不是这个意思。你是谁？在右代宫家，没有你这个人。」,"""Non è questo che intendevo. Chi sei tu? Non c'è nessuno come te nella famiglia Ushiromiya."""
Ushiromiya Lion,"""And why are you so sure? Do you have something to do with my family?"" ","""And why are you so sure? Do you have something to do with my family?""",[=UP],「どうして、そう決め付けられるんです？　あなたは当家と何か関わりが？」,[=JP],"""Откуда такая уверенность? Вы как‐то связаны с моей семьёй?""","""E como pode ter tanta certeza disso? Você tem alguma relação com a minha família?""",「為什麼，您能一口咬定說沒有我呢？您與我們家是有什麼關係嗎？」,「为什么，您能一口咬定说没有我呢？您与我们家是有什么关系吗？」,"""E come puoi esserne così sicura? Hai qualcosa a che fare con la mia famiglia?"""
Ushiromiya Ange,"""I'm a member of the Ushiromiya family."" ","""I'm a member of the Ushiromiya family.""",[=UP],「私が右代宮家の人間だからよ。」,「私が右代宮家の人間だからよ」,"""Я член семьи Уширомия.""","""Eu sou parte da família Ushiromiya.""",「因為，我就是右代宮家的人。」,「因为，我就是右代宫家的人。」,"""Io sono un membro della famiglia Ushiromiya."""
Ushiromiya Lion,"""...But that's..."" ",""".........But that's...""","""......But that's...""",「………それは、」,[=JP],"""......Но...""",""".........Mas isso...""",「………這是、」,「………这是、」,"""... Ma questo è..."""
,She showed me her left sleeve...and the crest of the One-Winged Eagle emblazoned upon it. ,She showed me her left sleeve......and the crest of the One‐Winged Eagle emblazoned upon it.,She showed me her left sleeve......and the crest of the One-Winged Eagle emblazoned upon it.,彼女が左の袖を見せると、……そこには片翼の鷲の紋章が刺繍されていた。,[=JP],"Она показала мне свой левый рукав...... и герб однокрылого орла, украшающий его.",Ela me mostrou sua manga esquerda......que estava estampada com o brasão da Águia de Uma Asa.,她亮出左袖，……在這袖子上，綉著片翼之鷲的紋章。,她亮出左袖，……在这袖子上，绣着片翼之鹫的纹章。,Mi mostrò la sua manica sinistra... e lo stemma dell'Aquila Mono-alata ricamato su di esso.
Ushiromiya Lion,"""...I regret having to ask the same question, but who are you? I've never seen you in the Ushiromiya family."" ","""......I regret having to ask the same question, but who are you? I've never seen you in the Ushiromiya family.""",[=UP],「……お言葉を返すようですが、あなたこそ誰です？　右代宮家で、あなたを見たことがない。」,「……お言葉を返すようですが、あなたこそ誰です？　右代宮家で、あなたを見たことがない」,"""......Жаль задавать тот же вопрос, но кто вы? Я не помню вас в семье Уширомия.""","""......Sinto muito ter que devolver suas palavras, mas quem é você? Eu nunca vi você na família Ushiromiya.""",「……原話奉還，您是誰？在右代宮家中，我從沒見過您。」,「……原话奉还，您是谁？在右代宫家中，我从没见过您。」,"""... Mi dispiace doverti fare la stessa domanda, ma tu chi sei? Non ti ho mai vista nella famiglia Ushiromiya."""
Ushiromiya Ange,"""...... ...First they tear me into little bits, then they make me read... ...What's next? Which witch am I supposed to be entertaining this time?"" ","""................................. ......First they tear me into little bits, then they make me read... .........What's next? What witch am I supposed to be entertaining this time?""","""..................First they tear me into little bits, then they make me read... ......What's next? Which witch am I supposed to be entertaining this time?""",「……………………………。……細切れにされたり、朗読させられたり。………次は何？　今度はどこの魔女の余興なの、これは。」,「……………………………。……細切れにされたり、朗読させられたり。………次は何？　今度はどこの魔女の余興なの、これは」,"""..................Сначала меня разорвали на мелкие кусочки, потом заставили читать... ......Что дальше? Какую ведьму я должна развлекать на этот раз?""","""................................. ......Primeiro me cortam em pedaços, depois me fazem ficar lendo... .........O que vai ser agora? Qual bruxa eu devo entreter dessa vez?""",「……………………………。……一會兒被撕成碎肉，一會兒又叫我朗讀。………下個是什麼？這次是何方魔女的餘興啊，這玩意。」,「……………………………。……一会儿被撕成碎肉，一会儿又叫我朗读。………下个是什么？这次是何方魔女的余兴啊，这玩意。」,"""... Prima mi fanno a pezzettini, poi mi fanno leggere... cosa accadrà ora? {n}Che strega dovrei far divertire questa volta?"""
,She spat out those words and seemed to be complaining about something. ,She spat out those words and seemed to be complaining about something.,[=UP],何かに悪態をつくような素振りで、彼女はそう吐き捨てる。,[=JP],"Выпалила она и, казалось бы, жаловалась на что‐то.","Ela falou de forma curta e grossa, parecendo estar reclamando de alguma coisa.",表現得像是在咒罵什麼似的，她惡狠狠地拋下此言。,表现得像是在咒骂什么似的，她恶狠狠地抛下此言。,Sputò fuori quelle parole sembrando che si stesse lamentando di qualcosa.
Ushiromiya Ange,"""Ange. ...I'm Ushiromiya Ange. Rudolf and Kyrie's daughter."" ","""Ange. ......I'm Ushiromiya Ange. Rudolf and Kyrie's daughter.""",[=UP],「縁寿。……私は右代宮縁寿。留弗夫と霧江の娘よ。」,「縁寿。……私は右代宮縁寿。留弗夫と霧江の娘よ」,"""Энджи. ......Уширомия Энджи. Дочь Рудольфа и Кирие.""","""Ange. ......Eu sou Ushiromiya Ange. Filha do Rudolf e da Kyrie.""",「緣壽。……我是右代宮緣壽。是留弗夫與霧江的女兒喲。」,「缘寿。……我是右代宫缘寿。是留弗夫与雾江的女儿哟。」,"""Ange. ... Sono Ushiromiya Ange. La figlia di Rudolf e Kyrie."""
Ushiromiya Lion,"""What?! ...A-Ange-chan...?! But you're supposed to be six years old..."" ","""What?! A‐......Ange‐chan......?! But you're supposed to be six years old......""","""What?! A, ......Ange-chan......?! But you're supposed to be six years old......""",「え？！　え、……縁寿ちゃん……？！　だって、縁寿ちゃんはまだ６つのはず……。」,「え？！　え、……縁寿ちゃん……？！　だって、縁寿ちゃんはまだ６つのはず……」,"""Что?! Э... ......Энджи?! Но ведь тебе должно быть шесть лет......""","""Quê?! A‐......Ange‐chan......?! Mas você deveria ter seis anos......""",「哎？！小、……小緣壽……？！可是，小緣壽不是應該才 6 歲嗎……？」,「哎？！小、……小缘寿……？！可是，小缘寿不是应该才 6 岁吗……？」,"""Cosa?! A... Ange-chan...?! Ma dovresti avere sei anni..."""
Ushiromiya Ange,"""......I was six during the year of the final family conference on Rokkenjima. ...Now I get it. So, you're a person from the year 1986. I'm 18 years old. And I'm from the year 1998."" ","""............I was six during the year of the final family conference on Rokkenjima. ......Now I get it. So, you're from the year 1986. I'm eighteen. And I'm from the year 1998.""",""".........I was six during the year of the final family conference on Rokkenjima. ......Now I get it. So, you're a person from the year 1986. I'm 18 years old. And I'm from the year 1998.""",「…………私が６つだったのは、六軒島で最後の親族会議があったあの年の話よ。……なるほど。あんたが、１９８６年の人間であることはわかったわ。私は１８よ。そして１９９８年の人間。」,「…………私が６つだったのは、六軒島で最後の親族会議があったあの年の話よ。……なるほど。あんたが、１９８６年の人間であることはわかったわ。私は１８よ。そして１９９８年の人間」,""".........Мне было шесть в год последнего семейного собрания на Роккенджиме. ......Вот оно что. Так ты из 1986‐го. Мне 18 лет. А я из 1998‐го.""","""............Eu tinha seis durante o ano da última conferência familiar em Rokkenjima. ......Agora eu entendi. Então você é do ano de 1986. Eu tenho dezoito. Eu sou do ano de 1998.""",「…………我 6 歲，那是在六軒島召開最後的親族會議的那一年哦。……原來如此。我知道，你是 1986 年的人了。我 18 了喲。並且，我是 1998 年的人。」,「…………我 6 岁，那是在六轩岛召开最后的亲族会议的那一年哦。……原来如此。我知道，你是 1986 年的人了。我 18 了哟。并且，我是 1998 年的人。」,"""... Avevo sei anni nell'anno dell'ultima riunione di famiglia su Rokkenjima. ... Ora capisco. Quindi, tu sei una persona del 1986. Io ho 18 anni. E vengo dal 1998."""
Ushiromiya Lion,"""I-In other words, ...you're the Ange-chan...of 12 years in the future...?"" ","""I‐in other words, ......you're the Ange‐chan......of twelve years in the future......?""","""I, in other words, ......you're the Ange-chan...of 12 years in the future......?""",「つ、つまり、……１２年後の未来の、……縁寿ちゃん……？」,[=JP],"""Т‐то есть...... ты Энджи... из 12‐летнего будущего?..""","""E‐Em outras palavras, ......você é a Ange‐chan......de doze anos no futuro......?""",「這、這也就是說，……你是 12 年後的未來的，……小緣壽……？」,「这、这也就是说，……你是 12 年后的未来的，……小缘寿……？」,"""I-In altre parole... tu sei la Ange-chan... di dodici anni nel futuro...?"""
Ushiromiya Ange,"""I'm glad you believe it. But, unfortunately, I don't have a clue who you are. ...Who are you? Who are your parents?"" ","""I'm glad you can wrap your head around it. But, unfortunately, I don't have a clue who you are. ......Who are you? Who are your parents?""","""I'm glad you believe it. But, unfortunately, I don't have a clue who you are. ......Who are you? Who are your parents?""",「納得してもらえて嬉しいわ。でも申し訳ないことに、私にあなたの心当たりがないの。……あなたは誰？　親は？」,[=JP],"""Рада, что ты веришь. Но, к сожалению, я понятия не имею, кто ты. ......Кто ты? Кто твои родители?""","""Fico feliz que compreende rápido as coisas. Mas, infelizmente, eu não faço ideia de quem você seja. ......Quem é você? Quem são seus pais?""",「能獲你信任，真令我高興。但是，不好意思，我對你一點印象都沒有。……你是誰？誰的孩子？」,「能获你信任，真令我高兴。但是，不好意思，我对你一点印象都没有。……你是谁？谁的孩子？」,"""Sono lieta che tu ci creda. Però, sfortunatamente, io non ho la più vaga idea sul tuo conto. ... Chi sei? Chi sono i tuoi genitori?"""
Ushiromiya Lion,"""My father is Krauss. Natsuhi is my mother."" ","""My father is Krauss. Natsuhi is my mother.""",[=UP],「父は蔵臼。母は夏妃です。」,「父は蔵臼。母は夏妃です」,"""Мой отец — Краусс. Нацухи — моя мать.""","""Meu pai é o Krauss. E a Natsuhi é a minha mãe.""",「我的爸爸是藏臼。媽媽是夏妃。」,「我的爸爸是藏臼。妈妈是夏妃。」,"""Mio Padre è Krauss. Mia Madre Natsuhi."""
Ushiromiya Ange,"""That would make you Jessica onee-chan."" ","""That would make you Jessica onee‐chan.""","""That would make you Jessica onee-chan.""",「それは朱志香お姉ちゃんだわ。」,「それは朱志香お姉ちゃんだわ」,"""Это делает тебя сестрёнкой Джессикой.""","""Isso faria de você a Jessica onee‐chan.""",「那應該是朱志香姐姐才對。」,「那应该是朱志香姐姐才对。」,"""Questo ti renderebbe Jessica Onee-chan."""
Ushiromiya Lion,"""Jessica is my little sister."" ","""Jessica is my little sister.""",[=UP],「朱志香は妹です。」,「朱志香は妹です」,"""Джессика — моя младшая сестра.""","""A Jessica é minha irmãzinha.""",「朱志香是我妹妹。」,[=CHT],"""Jessica è mia Sorella minore."""
Ushiromiya Ange,"""...... ...What's going on? Wasn't Jessica onee-chan an only child...?"" ",""".............................. ...What's going on? Wasn't Jessica onee‐chan an only child...?""","""...............What's going on? Wasn't Jessica onee-chan an only child...?""",「…………………………。……どういうこと？　朱志香お姉ちゃんは一人っ子じゃなかったの…？」,[=JP],"""...............Как? Разве сестрёнка Джессика не единственный ребёнок?..""",""".............................. ...O que está acontecendo? A Jessica onee‐chan não era filha única...?""",「…………………………。……怎麼回事？朱志香姐姐，不是獨生女嗎…？」,「…………………………。……怎么回事？朱志香姐姐，不是独生女吗…？」,"""... Che significa? Jessica Onee-chan non era figlia unica...?"""
