Speaker,PC Japanese (JP)
,「おや。…私は東洋魔法のひとつだと信じていましたが。魔法ではないのですか。天に聖なる火を捧げ、敬いの演舞を捧げることで、神々の心に雨乞いの嘆願が届くものと信じておりましたよ。」
Ushiromiya Battler,「大昔の連中はそうだったろうよ。でも、その手のオカルトは大抵科学的に説明がつくもんだ。」
,「物が燃えるのはどうしてですか？　物質にフロギストンが含まれているからでは？」
Ushiromiya Battler,「……いいや、物が燃えるのは酸化反応だ。フロギストン説はラヴォアジェが否定したはずだぜ。」
,「物に熱が伝わるのはどうしてですか？　物質にカロリックが含まれているからでは？」
Ushiromiya Battler,「……そいつは確か、ジュールが否定したはずだ。熱はエネルギーであって物質じゃない。」
,「よくお勉強していますね。正しい知識ですよ。」
Ushiromiya Battler,「…ちょいとした雑学レベルだがな。」
,「フロギストンもカロリックも、果てはエーテルも神の愛さえも。……科学的な説明の前には無力ですね。私はかつて、木からリンゴが落ちるのは、人に食を与える為の、神の愛のお陰だ、と聞かされましたよ。」
Ushiromiya Battler,「重力すらも神の愛なのか？　…まぁ、科学より宗教が万物を説明した時代の名残だろうぜ。」
,「その通りです。人類はかつて、自らの知識の限界を、……いいえ、無知そのものを“魔法”と呼んだのです。…先ほどの雨乞いの話はまさにそれでしょう。
,太古の人々が、火が熱を生み上昇気流を生み出して雲を呼ぶことを科学的に理解していたでしょうか？　理解せずとも、そういう結果になることだけは知っていた。」
Ushiromiya Battler,「……そういうのは結構あるかもな。先人たちの知恵ってヤツさ。理由はわからずとも、長い経験で、そういう結果が得られることを知っていた。…原理を理解できない現象は、多分、彼らにとっては魔法も同然だったろうなぁ。」
,さっきこいつが言ったように、原理が理解できない太古の人々は、雨乞いによって、天に願いが届き雨を降らせたと信じていただろう。
,それは彼らにとって紛れもなく魔法なのだ。上昇気流というものを理解しない限り…。
,「電気のスイッチを押せば灯りがつく。……子どもは電球がなぜ発光するのか、その科学的原理を知らず、結果だけを知っていてスイッチを押す。原理を知らずとも結果を得られるならば、それは彼らにとって“魔法”なのではありませんか？」
Ushiromiya Battler,「……………面白ぇ話だな。…まぁ、理屈から言やぁそうだ。…例えば俺たちはテレビのブラウン管にどうして画像が映るのか、理屈はさっぱりわかってない。
Ushiromiya Battler,でも、テレビに物が映るのは当り前だと思ってる。ブラウン管の原理を知らなくても、“スイッチを押せばテレビが見られる”ことだけは知っている。
Ushiromiya Battler,…上昇気流を理解せずに雨乞いをするのとまったく同じだ。……つまり、原理を知らないならば、テレビだって“魔法”も同然、いや、魔法そのものだろうってわけか。」
,「あなたは、ブラウン管の構造がどうなっているか知っていますか？　分解してその中身を見たことは？」
Ushiromiya Battler,「……ねぇよ。本か何かで構造を読んだ気もするが、難しくてさっぱりだったな。確か、電子が蛍光物質にぶつかる時、発光してどうたらこうたら…。」
,「それは偽書です。真実は、ブラウン管の中に、グレムリンという小人が閉じ込められていて、魔法で仕事をしてくれているからなのですよ。」
Ushiromiya Battler,「はぁッ？！　馬鹿なこと言うなよ、そんなわけねぇだろ…！」
,「ブラウン管の中を覗いたこともないのにどうして否定を？」
Ushiromiya Battler,「……覗いたことはねぇが、絶対にそんな小人はいないと断言できるさ！」
,「ここにブラウン管がない以上、実証は不能ですよ。」
Ushiromiya Battler,「た、確かに今この瞬間は実証不能だが、…後でどこかのテレビをバラして見せればすぐに論破できるさ！」
,「ということは。ブラウン管の中にグレムリンが閉じ込められていて、その魔法で映像を映し出しているという私の“魔法説”は、ブラウン管の中身を検証するまで否定不能ということになりますね？」
Ushiromiya Battler,「………む、………何だよ、アレか？　“悪魔の証明”だって言いてぇのか？　お前たち魔女の十八番だぜ。」
,「“悪魔の証明”は消極的事実の証明が不可能であることを逆手に取った詭弁です。しかし、今のブラウン管の話は違う。テレビをたった１台分解すれば済むだけの話ですよ。」
Ushiromiya Battler,「……そうだな。確かに“悪魔の証明”とは異なるな。」
,「あなたの提唱する科学的説明と、私の提唱する魔法的説明。…そのどちらかが真実です。そしてそれはブラウン管の中を覗いた時に確定する。しかし、それを確かめる瞬間の直前まで、私たちは互いの説を否定できないのです。
,つまり、真実は１つであるにもかかわらず、ブラウン管の中を覗く直前までは、相反する真実が同時に２つ存在することができる。……１つしか存在してはいけない真実が、２つ同時に存在できる異空間。」
,箱の中の猫は、生きているのか死んでいるのか。箱を開ければ答えがわかる。真実がわかる。
,しかし、箱を開けるまでは、猫は生きているとも死んでいるとも主張できる。
,そのどちらもが主張する彼らによるならば、それぞれ“正しい”真実であり、双方は相反するにもかかわらず、箱を開けない限り相手を論破できない。
,つまり、真実が２つ同時に存在できるのだ。
,猫が１匹しか入れない箱なのに、生きた猫と死んだ猫の２匹を詰め込めてしまう、奇妙な異世界。
,これこそが、今の六軒島。
,……今のこの島は、科学説と魔法説が同時に存在できる異世界なのです。
,…科学の世界の住人であるあなたには、一見、この島は魔法の世界に飲み込まれてしまったように感じるでしょう。
,それは正しくもありますが正確ではない。
,厳密には、科学の世界から、科学と魔法の世界の中間に移ったのです。
,だから、あなたには一見、世界が魔法側に傾いたように見える。
,……しかし実は、２つの相反する世界にとって限りなく公平な位置に、今のこの島はあるのです。
Ushiromiya Battler,「……よくわからねぇ…。現実と魔法の中間？　限りなく公平な世界？どこがだよ。俺に圧倒的に不利な展開ばっかりじゃねぇかよ…！」
,「ならばこう考えるといいでしょう。これは裁判です。あなたとベアトリーチェが、相反する主張を繰り広げている法廷だと考えるのです。ブラウン管裁判でもいいでしょう。
,あの子は、ブラウン管の中には小人が入っていると主張している。そして、中に入っている小人がどのような生態で、どのような姿なのか、どのような魔力を持っているのかを次々に説明する。……そしてあなたは？」
Ushiromiya Battler,「……まぁ、図書館で勉強して、ブラウン管の構造を説明して反論するだろうよ。」
,「この瞬間、法廷には、あなたの主張とあの子の主張が同時に存在する。……もしも、あの子の主張に耳を傾けたならば、それはあたかも真実に聞こえてしまうかもしれない。見えてしまうかもしれない。{i:あなたはまさにそれを見せつけられた}。」
Ushiromiya Battler,「………………………。」
,「今この瞬間の六軒島には、確かに魔女も魔法も真実として存在するかもしれない。…しかしそれは、猫の箱が開かれる瞬間までの不確定な波動関数の世界。全ての状態が同時に説明できる。しかし、真実はひとつです。
,それは観測されることによって収縮し、無数の真実が淘汰されてたったひとつの真実になる。法廷で例えるならば、これは裁判長による判決行為にも似ているでしょう。検察側、弁護側がそれぞれに主張する２つの真実は、判決によって収縮し、１つとなるのです。」
Ushiromiya Battler,「………あんたの言葉を借りるとつまり、……今のこの島は、ブラウン管の中を覗く直前の世界ってわけなんだな…？　だからこそ、科学説も魔法説もどちらも否定できない。…否定できないってことはつまり、」
,「どちらも真実として存在できる。だから魔女も魔法も存在し得る。…しかし同時に、それを否定するあなたの意見もまた真実として同時に存在できる。
,………相反する２つが同時に存在できる世界。そして相反する真実が、互いを否定する理由にできない世界。………理解できてきましたか…？」
Ushiromiya Battler,「………………つまり。……ベアトがどんなすげぇ魔法を俺に見せようとも。…それは“魔法説”の主張でしかなく、俺を否定することには当たらない。
Ushiromiya Battler,“ベアトがどんな魔法を俺に見せようとも、この世界ではそれを以って魔法が存在する証拠にはなり得ない”ってことか。」
,「そうです。あの子は木からリンゴが落ちることすらも、魔法で説明しようとするでしょう。あの子は一見、杖を振るって魔法にてリンゴをもぎ取り、大地に落としたかのように“主張”するかもしれない。
,しかしそれは、あの子の主張のひとつに過ぎないのです。あの子の如何なる主張も、あなたの主張する機会を拒むことはできない。……その意味において、この世界は双方にあまりに“公平”なのです。」
Ushiromiya Battler,「………なるほど、な…。……だがよ。その論法で言ったなら、たとえ俺が“科学説”で正論を示したところで、ヤツの“魔法説”と正面衝突を起こすだけで、俺もまたヤツを論破出来ない。しかも、そのファイナルジャッジは、ブラウン管を覗かない限りつかない。
Ushiromiya Battler,………この世界のブラウン管はどこにあるんだ。…俺たちに議論なんて必要ないってことになる。……俺たちは仲良くブラウン管の中身を覗けばいいだけの話じゃねぇのか？
Ushiromiya Battler,中に小人が本当にいたら俺の全面敗北だ。いなかったら逆に俺の勝ち。……俺たちはブラウン管を覗かずに、どうして論争を繰り広げなくちゃならないんだ？」
,「それこそが、あの子があなたに挑んだ“ゲーム”なのです。裁判ではなく、チェスと例えるべきでしょう。勝敗は裁判官が決めるのではない。戦っているあなたたち自身が決めるのです。」
Ushiromiya Battler,「……真実が同時に存在できる滅茶苦茶な世界で、相手を論破なんてできるのかよ？」
,「現に、あなたは論破されて、今こうして屈服していますよ…？」
Ushiromiya Battler,「……………へ。…へっへっへ。」
,「今、私に助言できるのはここまでです。もしもあなたが望むなら、時折助言を与えましょう。」
Ushiromiya Battler,「……あぁ。ありがとう、助かるぜ。……あんたの仇も、俺が取ってやる。」
,「ほっほっほ、ありがとう。期待していますよ。」
Ushiromiya Battler,「あんた、名前は？」
,「…ベアトリーチェはかつて私の名でしたが、譲ってしまった今、私は名前を持ちません。
,………ならば仮の名でも名乗りましょう。……ワルギリアス。…いえ、ワルギリアではいかがです？」
Ushiromiya Battler,「ワルギリア。ワルキュリア？　神話の女神の名前だっけか。」
{f:5:Virgilia},「いいえ。ベアトリーチェの元へ導く者、という意味です。……煉獄山の頂上にて待つあの子の元へあなたを導く。その案内人に相応しい名前でしょう。」
