Speaker,PC Japanese (JP)
Ronove,……例え戦人さまが理解されたとしても、未だに弱点は健在。“１８人攻め”は有効は手でしょうね。戦人さまの守りがどの程度か確かめる意味でも、改めてそこを突くのも面白いかもしれません。」
Ushiromiya Battler,「ならどう来る。悪魔の執事…！」
Ronove,「……戦人さまが指された、１９人目の駒を迎え撃つのが妥当でございましょう。戦人さまは１９人目にお会いしておりませんね？　１９人目が存在する証拠をお願いできますかな？」
Ushiromiya Battler,「甘ぇぜ。もちろん、その指し手で来るだろうことは読んでいる…！」
Ronove,「それはそれは。受け手をお願いいたします。」
Ushiromiya Battler,「魔女だの悪魔だの。お前らにこれほど相応しい一手はないぜ。……それがこいつっ、
Ushiromiya Battler,“悪魔の証明”さッ！」
,俺たち人間は、何かを示されると、必ず証拠を示せと反論する。それが人間の指し手だからだ。
,だが、俺は魔女と戦っている。人ならざる者との戦いに臨んでいる！
,だから、魔女とのゲームでしか使えない手がある。卑劣な一手がある！
,それがこの“悪魔の証明”。ゆえに、証拠は不要！
,六軒島には、右代宮家の屋敷以外にも秘密の屋敷があり、そこにベアトリーチェという女性が住んでいるという仮定。
,これを実証するには、その屋敷を見つけ、ベアトリーチェを実際に連れて来なければならない。
,それが人の世での実証だ。
,しかし、“悪魔の証明”に則るならば、例え何の証拠もなくとも、彼女の存在を否定できない。
,存在しないことは証明不能だからだ。
,……そう、これまでに、さんざん苛まれてきた“悪魔の証明”を逆手に取ったことになる。
,ヤツらは常に“悪魔の証明”で魔女の存在を無理やり認めさせようとしてきた。
,魔女はいると自称するベアトに対し、俺は“魔女はいない”という証拠を示すことが物理的にできない。
,だからこそ、魔女は存在するという暴論を反撃不能で突き付けられてきた。
,だからここでチェス盤を引っ繰り返す！
,魔女が存在することを否定できないならば、それはつまり、１９人目の人間が存在すると俺が言い出しても、それもまた否定できないわけだ。
,つまり、問題の謎の愛人は狡猾に隠れているわけだから、どんなに探しても見付からないのは当然。
,だから、１９人目が見付からないこと＝１９人目はいない、とはならないわけだ。
,ゆえに、１９人目の否定は不可能。ベアトが自らの存在を否定不能とした“悪魔の証明”が、今度はそのまま俺の武器になったわけだ。
,この論法が罷り通るなら、１９人目どころか、島には俺らの与り知れない人間が、それこそ１０人、１００人隠れていたとしても、その存在を否定することはできない。
,前回、前々回のゲームで登場した殺害現場の中には、非常に手の掛かる凝った現場がいくつか登場する。
,それらは単独の犯人が構築したと考えようとすると、非常に困難になってしまう。
,しかし、１９人目どころか、１０人も１００人も隠れていたならまったく何の問題もない。
,全員で手分けして作業すれば、どんな作業も短時間にこなせてしまうだろう。
,それだけの大勢の人間が、あの屋敷内に気配もなく潜んでいたのかという疑問は当然、出るだろうが、これも“悪魔の証明”で決着できる。
,気配がなかった・姿を見なかった＝屋敷内に１００人いたことの否定、にはならないからだ。
,自ら口にしておきながら何て暴論だろうな、反吐が出るぜ！　だが、そんなド汚ぇ一手だからこそ、魔女への一手に相応しいんだ。
,まぁ、想像だけにせよ、…山羊の仮面被った不審な男たちが、１００人も物陰にササッと隠れてて……、何てのは、笑えるを超えて、ゴキブリみたいだよな。
,１匹見たら物陰には１００匹隠れてるってわけだ。
Ushiromiya Battler,「……まぁ、屁理屈まみれの暴論だとは思うぜ。相手が人間だったなら、寝言を言うなと怒鳴られるところだろうよ。
Ushiromiya Battler,……だが、俺の相手は魔女だ。そして、俺たちがやってるのはそういう勝負なんだろう？　どんな暴論であろうとも、人間で説明を付け、魔女を否定する！！」
Ushiromiya Battler,「……とにかく、この一手で俺は二度と親しい１８人のみんなを疑わなくて済む。俺は二度とッ、前回の失敗は繰り返さないッ…！！」
Ronove,「……なるほど。前回の失敗を学ばれているのですね。良いことですよ。さすがに三度もゲームを重ねると要領がよくなるものです。
Ronove,………まずは自陣の守りを固める。実に堅実な初歩です。なかなかの妙手と思いますよ。」
Ushiromiya Battler,「まぁ、１９人目の人物を仮定したとしても、マスターキーの本数などのように、何人、人間を増やしてもクリアできないトリックも残ってる。…しかし、とりあえずの初手としては悪くないはずだ。」
Ronove,「戦人さまの切り札、１９人目の人物という大駒。……証拠はあるのかとの私の一手に、戦人さまは“悪魔の証明”で反撃。……良い攻防です。
Ronove,お嬢様のおられないところで、勝手に手を進めてしまうのは申し訳ないのですが。………私も少し、面白くなってきてしまったところです。…お嬢様に代わり、さらに一手進めさせていただきましょうか。」
Ushiromiya Battler,「……来いよ。魔女だろうと悪魔だろうと、相手に不足はねぇ！」
Ronove,「戦人さまの指された一手“悪魔の証明”。これは私ども悪魔の十八番でございますが、他にも私どもにはいくつもの手がございます。……“ヘンペルのカラス”という一手はご存知ですかな？」
Ushiromiya Battler,「ヘンペルのカラスぅ…？？　何の話だ？」
{f:5:Beatrice},「…くっくっくっく。あっははははははははははははっはっは…！」
,その時、…あぁ、何度聞いても腹立たしいあの笑い声が木霊してくる。
,部屋が眩い黄金の蝶たちで満たされ、その金色の旋風の中に、あの黄金の魔女が姿を現す。
Ronove,「これはこれはお嬢様。おはようございます。」
{f:5:Beatrice},「妾のいないところで、何やら面白そうなことをしていると思えば。
{f:5:Beatrice},……“ヘンペルのカラス”か。何とも笑える懐かしい一手よ。よもや戦人に披露する日が来ようとはな。それは“悪魔の証明”に並ぶ古典的一手だ。
{f:5:Beatrice},……ロノウェ、それは妾が指す一手ぞ。妾の楽しみを減らしてくれるな。」
Ushiromiya Battler,「出やがったな、ゲラゲラ魔女め。相変わらず下品に笑いやがって。……こいつもお前のこと、笑い方に品がねぇって陰口言ってたぜ。なぁ？」
{f:5:Beatrice},「それは心外な。本当か。」
Ronove,「滅相もない。心より尊敬申し上げているお嬢様に、この私めがどうしてそのような陰口を申せましょうか。」
Ushiromiya Battler,「…よくもしゃあしゃあと言えるもんだなぁ。お前とは仲良くなれそうにないぜ…。」
{f:5:Beatrice},「くっくっくっくっく。まぁ良い。話を戻そう。“ヘンペルのカラス”は、実証を対偶的に行なってみせる。
{f:5:Beatrice},……つまりこういう手だ。カラスが黒いことを証明するにはどうすればいい？」
Ushiromiya Battler,「は？　何の話だ？？　カラスが黒いことを証明って…。…カラスを捕まえてきて、色が黒いことを確認すりゃいいだけの話だろ。」
{f:5:Beatrice},「その通り。“カラス＝黒い”、を証明すれば良い。ということは、“黒くない鳥＝カラスではない”、を証明しても、同じ論法になるのがわかるかな？
{f:5:Beatrice},　世界中の、カラスでない鳥を全て調べ、それらが黒くないことを証明すれば、それは結果的に、“ゆえに黒い鳥はカラスである”となるわけだ。これを対偶論法という。…そなたには難しいか？」
Ushiromiya Battler,「あぁまったく。…何言ってやがるのかさっぱりだ。」
Ronove,「戦人さま。こういう例え話はいかがでしょう。２つの箱があり、片方はアタリでクッキーが入っているといたします。もちろん、もう片方はハズレで空っぽです。」
,例えば、ここに２つの箱があり、片方はアタリで中にクッキーがあり、もう片方はハズレで空っぽだとする。
,この時、“クッキーが入っている＝アタリ”となり、同時に“アタリでない＝クッキーが入っていない”ともなるわけだ。
,この関係にある時、後者を対偶と呼ぶ…。
,“ＡであるならＢ”である時、それは同時に“ＢでないならＡではない”でもあるわけだ。
Ushiromiya Battler,「…そりゃ当然だろうよ。もし選んだ方がハズレだったなら、もう片方は自動的にアタリってことになる。
Ushiromiya Battler,…つまり、箱を適当に選び、アタリを引こうとハズレを引こうと、最初の一手でどっちの箱にクッキーが入っているか、特定できるわけだ。」
{f:5:Beatrice},「その通り。開けた箱にクッキーが入っていたなら“悪魔の証明”を満たす。“この箱はアタリ＝この箱にはクッキーが入っている”をまさに実証できるわけだ。
{f:5:Beatrice},しかし、開けた箱が空っぽだったなら、この時は逆に“ヘンペルのカラス”を満たす。“この箱にクッキーが入っていない＝この箱はアタリではない”となるのだから。
{f:5:Beatrice},そしてそれは、箱が２つしかないことを前提としている限り、それはもう片方の箱が自動的にアタリであることを対偶的に示している。」
Ushiromiya Battler,「……まぁ、何となく理屈はわかったぜ。毒を制するには毒、屁理屈には屁理屈ってわけだ。
Ushiromiya Battler,…それで？　俺の、“島には１９人目の人間が隠れているに違いないから、１８人全員にアリバイがあっても、それは魔女を認めることにはならない”をどう切り替えしてくれるってんだ……？」
{f:5:Beatrice},「良かろう。妾の手は教えよう。まずそなたは、“１８人の中に犯人はいない＝ならば犯人は１９人目”としている。
{f:5:Beatrice},くっくっくっく！　…ならば対偶として、こうなるわけだ。つまり、“犯人は１９人目ではない＝ならば１８人の中に犯人がいる”！」
Ushiromiya Battler,「はぁ？！　何だと、そりゃどういう意味だッ？！」
{f:5:Beatrice},「そなたの指し手を逆手に取っただけだがな。そう難しい話ではあるまいに。ロノウェ、説明せよ。そなたのさっきのクッキーの箱の例えは戦人にわかりやすいらしい。」
Ronove,「それでは僭越ながら。先ほどの例え話でもう一度ご説明させていただきます。」
,先ほどの、２箱の宝箱があり、どちらかにクッキーが入っているという話をもう一度繰り返させていただきます。
,この場合、片方の箱は“１８人”を示し、もう片方の箱は“１９人目”を示します。
,ならばクッキーはつまり“犯人”を示すわけです。
,戦人さまは、１８人の箱を開けられます。そしてクッキーがそこになかった為、“＝クッキーは１９人目の箱に入っている”と逆説的に証明されたわけでございます。
,ならばそれはさらに逆説的にこうも申し上げられます。
,つまり、１９人目の箱が空っぽであることを先に示したならば、“１８人の箱の中にクッキーが入っている”ことを同様に実証してしまうわけです。
,戦人さまが１８人を疑わなくて済むために打たれた一手が、逆に“１８人攻め”の布石に使われてしまった…！
Ushiromiya Battler,「……んな、……何だとぉ………。」
{f:5:Beatrice},「くっくくくくくく！　妾が１９人目の箱の中身が空っぽであることを先に証明すれば、そなたは自動的に、１８人の箱の中にクッキーがあることを認めなければならないということになる。そなたは、それを逆の言い方で口にしたに過ぎんのだぞ？」
Ushiromiya Battler,「つまり、……俺の自信満々の一手は、同時に諸刃の剣でもあるってわけか。」
{f:5:Beatrice},「その通りよ。そなたの１９人目で全てを説明する一手は、それが破られた時、１８人でしか説明できないことを認めざるを得ないリスクを背負っている。」
,なるほどな…。“ヘンペルのカラス”。……つまりは返し技ってことなのか？！
,…いや、よくよく考えれば、これは俺にばかりやたらと不利な返し技だ。
,クッキーという言い方がいけない。宝箱の中に爆弾というハズレが１つだけ入っていると考え直してみると、さらによくわかる。
,そして宝箱の数を２つではなく、１８人分＋１９人目用ということで、合計１９箱用意して考えれば、さらにわかりやすくなる。
,まず、人間犯人説は、必ずどれかの箱に爆弾が入っているという前提を成立させる。
,俺は、その爆弾を１８人の誰の箱にも入れたくない為、“悪魔の証明”を使い、１９人目の箱を生み出して、その中に爆弾を放り込んだわけだ。……ここまではいい。
,しかし、ベアトはこう返した。
,ならば、１９人目の箱の中身が空っぽだったなら、その時点で自動的に、１８人の誰かの箱の中に爆弾が入っていることが確定すると。
,俺は１８人の箱の中身全てを調べ、どの箱にも爆弾が入っていなかったことを証明すれば、無事に１８人の無実を証明できるだろう。
,これが可能ならば、俺は心強い！
,しかし、それは現実には限りなく不可能なのだ。
,ここには台風で警察が来られない。科学捜査も鑑識も何もない。つまり、何も確定的に示せない！
,俺には１８人が口々に主張するアリバイを鵜呑みにする以上の検証が不可能なのだ。
,ならば、俺個人が彼らの無実を完全に確認しきらなければならない。
,例えば、ずっと一緒にいて一秒も漏らさず監視してるとか。
,そういうことをすれば、その人物に関してだけは無実を、箱の中に爆弾がないと確認できたことになるだろう。
,…しかし、そんなことは現実的に不可能だ！つまり、俺にはたった１箱でも、その中身を確認するには膨大な手間を必要とするわけだ。
,しかもそれを１８箱分も！　つまり、１８人全員を鎖で縛って監禁するくらいじゃなきゃ、全員の完全な空箱証明は不可能だ。
,しかし、ベアトは１９人目の箱を、たった１箱だけ開けて見せ、それが空っぽだと証明するだけで、１８人の箱に爆弾があることを証明できてしまう。（しかも、１８人の“どの”箱に入っているかを実証する必要がない！）
,俺とベアトでは、持論を説明する手間が１８倍も違うのだ……。
{f:5:Beatrice},「世の中には、“悪魔の証明”がそうであるように、反論に膨大な手間が掛かり、事実上不可能であるケースが少なくない。
{f:5:Beatrice},しかし、“ヘンペルのカラス”はその問題を逆手に取り、容易に実証することを可能とする！」
Ronove,「“ヘンペルのカラス”を使えば、様々な暴論が実証可能なのです。
Ronove,……例えば、“私以外の人間＝愚かである”という命題があったとします。これを証明するには本来、私を除く全人類を調べ、愚かであることを証明しなければなりません。
Ronove,…しかし、何十億人も調べるなど、現実には不可能でしょう。戦人さまの１８箱を開ける手間とまったく同じです。」
{f:5:Beatrice},「くっくっく！　しかし“ヘンペルのカラス”ならば、その命題は対偶的にこう変換される。
{f:5:Beatrice},つまり“私以外の人間＝愚かである”を、そなた風に言うならば、チェス盤を引っ繰り返し、“愚かではない＝私”として証明しても良いということだ。……つまりどういうことだと思う？」
{f:5:Beatrice},「くっくっくっく！“妾が聡明である”という事実を知るだけで、全人類は愚かであることの何十億人分もの証明が直ちに終了してしまうわけだ。全人類が妾よりも愚かであることを、わずか１秒も掛けずに証明終了できる！！
{f:5:Beatrice},世界最強最速のＱＥＤ。これぞ“ヘンペルのカラス”ッ！」
Ushiromiya Battler,「なッ、………何つぅ暴論だよ………！！！」
Ronove,「これはとてもとても便利な一手ですよ。悪魔どころか、神々も好む一手です。“幸福である＝神の僕”を命題とする時、対偶は“神の僕でない人間＝幸福であってはいけない”となります。」
Ronove,「つまり、神の僕がその加護によって幸福であることを実証する為には、その加護を受けぬ人々が不幸であることを実証すればいいわけです。
Ronove,………そして彼らは、自らの神を信じない人々を不幸に突き落とすことで、自らの幸福を実証する。」
{f:5:Beatrice},「人に幸福を与えるには莫大なコストが掛かる。…しかし、人を不幸にするのに必要なコストははるかに安上がりだ。
{f:5:Beatrice},くっくくくくくくくくく。つまり、“ヘンペルのカラス”を使えば、神々は実に低コストで信者に加護の喜びを与えられるわけよ。」
Ushiromiya Battler,「あ、……悪魔だ。悪魔の理論だ…。…滅茶苦茶だ…！！！」
{f:5:Beatrice},「話が逸れてしまったようだな。そろそろ話を戻そうぞ。
{f:5:Beatrice},妾の反撃の一手は以上だ。……そなたの、“１９人目が犯人だから、１８人は無実で魔女も存在しない”への反撃は、“ならば、１９人目が犯人でないことを証明できたら、１８人か魔女のどちらかが犯人ということで確定するぞ？”との確認だ。」
,俺はしばらくの間、呆然となり開いた口を閉じることも忘れていた…。
,ヤツらの得意手を逆手に取って、してやったりと思ったら、その反撃は俺の想像をはるかに超えるさらに暴論…！
,やはり、…無理なのか…？！
,１８人しかいないこの島で、魔女を否定しつつ、にもかかわらず、１８人の無実を信じるなんて、………そんなのは妄想なのか？！　現実逃避でしかないのか？！
,まだだ…。……悪足掻きを止めるな。
,何が“何たらのカラス”だ。おかしな豆知識で煙に撒かれるな…。
,こっちは“悪魔の証明”で仕掛けた。一度仕掛けた手に不安を持つな。繰り出した槍を信じろ。
,さらに力強く、……抉り出せ……！
{f:5:Beatrice},「……まだまだ序盤だぞ。この程度で長考するつもりか？」
Ushiromiya Battler,「……………………。あ、……いや待て、確認するぞ。
Ushiromiya Battler,確かに俺は、わかりやすく１９人目という言い方をしたが、“悪魔の証明”によって１８人以上人間を増やせるなら、それは１０人いるか１００人いるかもわからない、不特定多数ということだ。
Ushiromiya Battler,{i:お前が想定する人数より常に１人多い}。…わかるか？」
,俺の屁理屈に、ヤツも飛び切りの屁理屈で返してきた。ならばそれに反撃できるのも、さらにぶっ飛んだ屁理屈だけなんだ…！
{f:5:Beatrice},「ふむ、なるほど。………妾が１９人目のアリバイを何らかの方法で証明したとしても。その瞬間にそなたは２０人目を生み出し、犯人だと主張する。これを無限に繰り返すことによって、妾は永遠に彼らのアリバイの証明が終えられないというわけか。
{f:5:Beatrice},……なるほどなるほど、くっくっくっく！　さながら蝗の大群を呼び出す魔王よな。さすがは金蔵の孫よ。召喚術の才能には恵まれていると見える。」
Ushiromiya Battler,「……つまり！　１８人以外の存在Ｘは、常にアリバイを証明することが不可能なんだ！　……どうだベアト…！　屁理屈合戦だとわかれば俺も負けねぇぜ！」
{f:5:Beatrice},「くっくくくくくくくくくくくくくく！！　愚かしいぞ…。妾を誰と心得る？　妾こそは無限の魔女！　その妾に無限にて挑むとは片腹痛いわ。無限を操ることはつまり、無限を殺すこともできるということ。」
{f:5:Beatrice},「……妾が１９人目を斬れば、そなたは２０人目を呼び、２０人目を斬れば２１人目を呼び、２１人目を斬れば２２人目を斬れば、２３人目を呼び３４人目を呼び６４３５８２２３５７９６７３２０４人目を呼びッ、妾を永遠に翻弄できるとでも？！
{f:5:Beatrice},“無限後退”とは笑わせるッ、妾に無限は通じぬわ！！」
Ushiromiya Battler,「ほぅ、ならばどうやってこの俺の“無限”を殺すんだよ、見せてみろよ！！」
{f:5:Beatrice},「{p:1:妾には真実を赤で語る力があろうが}ッ！！！」
Ushiromiya Battler,「…………………ッ！！　………来やがったなぁ…………。」
{f:5:Beatrice},「妾が赤で語る時、そこには一切の幻想がない。妾がこの島には１００人しかいないと一言赤で語れば、そなたにはもはや１０１人目を生み出すことは叶わぬのだ。
{f:5:Beatrice},くっくっくっく！　ほぅら、戦人ぁ。今度はどんな真実を赤で語ってみせようか？　どんな拠り所を叩き斬って、そなたを絶望に突き落としてやろうか？　くっくっくっくっく！　そら、いつもの怯えた顔を見せてみるがいい……。」
Ushiromiya Battler,「…………………………。」
{f:5:Beatrice},「………………何？」
Ushiromiya Battler,「……いっひっひっひっひ。」
{f:5:Beatrice},「…そなた、…笑うか…。」
,俺は今、どんな薄気味悪い顔で笑ってるんだろうな。赤は怖ぇさ。…こいつが飛び出す度に、俺は絶望の底へ叩き込まれる。
,しかし、……もう俺は気付いたのさ。…赤は、不必要に恐れる必要がないんだ。
Ushiromiya Battler,「………また抜きやがったな、伝家の宝刀だ。それで…？　今度はベアトリーチェさまは、何をどう赤で語って下さるってんだ？」
{f:5:Beatrice},「……ほぉ。それはどういう意味か。急に余裕を見せおって…。」
Ushiromiya Battler,「悪ぃが、その真っ赤な宝刀は、俺も抜いてくれるのを待ってたんだ。……さて、お前は今度は何を赤で宣言してくれるんだ？
Ushiromiya Battler,“犯人は１８人の中にいる”とでも言ってくれるのか？　言っとくが、そいつは自爆だぜ？　その時点で、お前は魔女説を自ら捨てたも同然。まさに投了だ。」
,そうさ。赤は常にベアトの武器になるとは限らない。それどころか、誤って使えば、自らをも死に至らしかねないほどに危険なのだ。
,もし迂闊に使い、自らを否定するようなことを言ってしまえば、それはまさに自爆も同然。
Ushiromiya Battler,「確かに俺にとっても、１８人の中に犯人がいると赤で言われることは、受け容れたくない悲しい事実さ。……例え誰が犯人であっても、俺はきっと辛い気持ちになるだろうぜ…。
Ushiromiya Battler,　だが、それはそれ以前にお前の敗北も意味するッ！　人間が犯人だとお前が赤で語ることは、お前の投了宣言にも等しい！！　お前が、俺と刺し違えても相打ちにしたいってんなら、それも面白い一手だろうぜ。だが、この勝負は俺の勝ちで終わるッ！！」
,ベアトリーチェの赤は、まさに伝家の宝刀。ヤツが赤で語ったことは証拠も反論の余地もなく、それが真実となって確定してしまう。
,それらは俺を何度も叩き斬り、わずかな心の拠り所をいつも真っ二つにしてきた。
,だが、迂闊に使えばそれは俺に真相を探る情報とされてしまうこともある。
,…俺は前回、特に礼拝堂の密室トリックの時、それを逆手に取り、一度はぎりぎりまで追い詰めたはずだ。
,だがヤツもなかなかに狡猾。それに懲り、以来、慎重に赤を使うタイミングを計るようになった…。
,この緊張感はまるで、文字通りの真剣勝負のようだ。
,…こいつは高度な知能戦。……いや、知能戦じゃない。やっぱり屁理屈だ。
,こいつは、世界で最凶最悪の屁理屈合戦だ…！！
Ushiromiya Battler,「さぁ、今度はお前の手番だぜ。……そうさ。お前の“ヘンペルのカラス”を使うには、まず、１８人以外に何人の人間がいるのかを、赤で確定させる必要がある。
Ushiromiya Battler,その上で、それらの人間についてさらに赤で犯人でないことを宣言したならば、……なるほど、こいつは俺にとって致命傷になるだろうぜ。」
{f:5:Beatrice},「………あれほど怯えていた赤を、もはや微塵も怯えぬとはな…。逞しいヤツよ。」
Ushiromiya Battler,「抜いてみろよ。伝家の宝刀。……バッサリ決まって、今度こそ俺を屈服できるかもしれねぇぜ…？」
{f:5:Beatrice},「……くっくっくっくっくっく。…面白い。こうでなくてはな…。」
,煽る。挑発する。ヤツに赤で語らせるよう、追い詰めるんだ…。
,確かにヤツの赤は、いつも俺の一縷の望みをぶった斬ってきた。しかし、……それを恐れるな。
,この、虚偽と幻想で侵食された島で、たったひとつ信じることができるのが、ヤツが語る赤の情報だけなのだ。
,落ちれば奈落という、崖と崖の間に見出す唯一の活路。たった一本の綱渡り。
,ヤツの慈悲無き真っ赤な刃こそが、唯一の生きる道なのだ。
,…それは文字通り、綱渡りどころか、刃の上を歩くようなもの…。
,もちろん、俺は恐れている。俺の勝利条件である魔女否定は、ヤツの言う対偶では、＝犯人は人間、となる。
,でも俺は、１８人の中に犯人を求めたくない。
,…だからこそ、魔女も１８人も同時に否定しなければならないという弱点を抱え、にもかかわらずそれを理解できず、そこを突かれて前回はボロボロに負けた。
,……しかし、それでいい。突かせろ。攻めさせろ。上等だ…。
,古いチャンバラ映画で誰かが言ってたぜ。「良い城には一箇所だけ、わざと弱い部分がある」ってな。
,敵はそこに群がる。誘き出される。そしてそこが決戦場となる。
,…俺が弱点を理解し、ヤツが俺のこの弱点を攻めたいと思う限り、……それはつまり、そう攻めるよう俺が誘導したのと同じことなんだ…。
,間合いを慎重に計りながら、…じりじりと後退するんだ。向こうに先に抜かせるんだ。
,ヤツが闇雲に赤を振り回せば振り回すほど、俺に反撃のチャンスは増える。
,赤に怯えるな。むしろ、赤で反論せざるを得ないよう、追い詰めろ……！
,ヤツがどんなに高圧に赤を語ろうとも、……そう、その赤こそは、ヤツの傷口より噴出す血潮も同じなのだ。
Ushiromiya Battler,「さぁ。…どうしたよ。……まずはこの島に合計で何人いるのか、赤で語ってもらおうじゃねぇか。さもないと、お前のカラスは俺に斬り込めないぜ……！」
{f:5:Beatrice},「…………………ふ。…破れかぶれが、こうもやり難いとは。…捨て身というヤツは、いつの時代も侮れんな。
{f:5:Beatrice},……やはり金蔵の孫か。追い詰められれば追い詰められるほどに、…………不敵！」
Ushiromiya Battler,「…いっひっひっひ…。」
,ゴホンとロノウェが咳払いをする。
Ronove,「膠着しましたね。せっかくの紅茶も冷めてしまいますよ、お嬢様。」
{f:5:Beatrice},「………く。」
,味方のはずのロノウェが、主に悪戯っぽく次の手を急かす。
,ベアトは笑いを返し、余裕をアピールしたつもりだったろうが、……額に浮かぶ汗を隠せない。
,格下の相手を鼻であしらってやろうという余裕は、今や完全に失われていた。
,もちろん、ヤツもこの程度で追い詰められているわけではないだろう。…ただただ、…慎重なだけなのだ。
,これまでは俺が不慣れだった。戦い方がよくわからず、対戦相手として力量不足だった。
,しかし、俺が三度目のゲームともなり、手練れ始めていることに気付き、より慎重に、そして一手一手に熟考を始めたのだ……。
,あぁ、それでいいぜ、ベアトリーチェ。そして待たせたな。これで満足だろ…？
Ushiromiya Battler,「……面白くなってきたぜ……？　ひっひっひっひ！」
{f:5:Beatrice},「くっくっくっくっく！　…戦人ぁぁぁ……。」
Ushiromiya Battler,「埒が明かねぇな…。なら、ズバっと気持ちよく、いつものヤツで行こうじゃねぇか。」
