Speaker,PC Japanese (JP)
,　……この世界からベアトを引き摺り出すには、……この世界を、……破壊しなくてはならない………。
,………………ベアトリーチェにとっての、最後の安らぎの世界に違いないこの黄金郷を、………破壊する……。
Ushiromiya Ange,「お姉ちゃん。それは違う。この黄金郷は嘘つきだわ。お姉ちゃんの、本当に叶えたい願いを、叶えてくれていない。」
Ushiromiya Maria,「………そんなことないよ！！　ここでは何でも叶うの！　見て、ここにはやさしいママだっている！！」
,真里亞の後に黄金の蝶が集まり、やさしく微笑む楼座叔母さんを形作った。
,………そして私ににっこり微笑むと、ざあっと黄金の花びらになって崩れ落ちる。
Ushiromiya Maria,「ここでは何だって生み出せるの。縁寿だって生み出せるよ、戦人だって、譲治お兄ちゃんだって、朱志香お姉ちゃんだって…！！いくらでも呼び出せるよ、みんなやさしくしてくれるよ…！！　縁寿もおいでよ、一緒に遊ぼ……！！」
,…………ごめん、お姉ちゃん…………。
Ushiromiya Ange,「さくたろうは……？」
Ushiromiya Maria,「………っ。」
,さくたろうの名に、お姉ちゃんは窒息したような表情を浮かべる。
{f:5:Beatrice},「よせ……。その名を口にするな……。」
,ベアトもまた血相を変える。そして真里亞の肩を庇うように抱いた。
,………未だにさくたろうの名は、お姉ちゃんの禁句なのだ。
Ushiromiya Ange,「どうして口にしちゃいけないの？　真里亞お姉ちゃんの、一番の親友の名前よ。
Ushiromiya Ange,……どうしてその親友を、この素敵な黄金郷に招いてあげないの？　どうしてこの何でも願いの叶う黄金郷では、さくたろうだけ呼び出すことが出来ないの？」
{f:5:Beatrice},「そ、…それは……。……良いのだぞ、マリア？　さくたろうのことを思い出さなくても…、」
Ushiromiya Maria,「…………さくたろは、ママに殺されたんだよッ！！！！」
,真里亞お姉ちゃんがものすごい表情で激高する。
,その声に驚き、庭園中の蝶たちが一斉に舞い上がり、……まるで花びらの台風のように吹雪いた。
Ushiromiya Ange,「えぇ、知ってるわ。楼座叔母さんが、……大切なさくたろうのぬいぐるみを、引き裂いたわ……！！」
Ushiromiya Maria,「ぎやああああああぁあああああああああああああぁああああああッ！！！」
,真里亞の絶叫が、嵐となって黄金の花びらや木の葉を乱暴に散らす。
,それはまさに、黄金の暴風。
{f:5:Beatrice},「やめよ…！！　やめよやめよやめよ…！！！なぜマリアの心の傷を再び引き裂こうとするのか…？！　妾と真里亞の、大切な親友の眠りを汚すなッ…！！」
Ushiromiya Ange,「なら、どうして、その大切な親友を、あなたの魔法で蘇らせてあげないの？」
{f:5:Beatrice},「それが出来るものならやっている…！！　しかし、あのぬいぐるみは、楼座による手作りの品！　そのたった一つが引き裂かれた魔法的意味は、」
Ushiromiya Ange,「誤魔化さないで。どうしてさくたろうが蘇らせられないか？答えはひとつだわ。あなたが、本当の魔女じゃないからよ！」
{f:5:Beatrice},「………蘇らせられるとも…！！妾の魔法でいくらでもこうして蘇らせられるとも！！
{f:5:Beatrice},さくたろうでこの庭園を埋めることだって出来ようぞ…！！」
Ushiromiya Ange,「えぇ、出来るでしょうね、あなたの魔法では！　でも、あなたの生み出したさくたろうは決してお姉ちゃんには見えない！
Ushiromiya Ange,…………どうしてかわかってるでしょう？　もう一度言うわ。あなたが本当の魔女でないからなのよ…！！」
Ushiromiya Maria,「やめてぇえええぇ！！どうして縁寿はそんなひどいことばかり言うの…？！　ベアトはたくさん魔法が使えるよ…！　とても素敵な魔女なんだよ…！！
Ushiromiya Maria,さくたろだけは蘇らせられなかったけど、……他のことなら、何だってできるの…！！だから、さくたろだけは……がまん、…できるの……。」
Ushiromiya Ange,「うぅん、お姉ちゃん、それは違うわ。………魔女に出来ないことなんてないの。それが出来ない時点で。ベアトリーチェは本当の魔女じゃないわ。」
Ushiromiya Maria,「そ、それは違うよ……！！　さくたろの依り代のぬいぐるみは、ママの手作りの特別なものだから、」
Ushiromiya Ange,「だから蘇らせられないの？　ベアトリーチェの、あなたの魔法はそんなにも不便なの？」
{f:5:Beatrice},「く、………な、……ならば、……そなたなら、さくたろうを蘇らせられるというのか？！そなたの魔法ならばそれが出来るというのか？！」
Ushiromiya Ange,「出来るわ。」
{f:5:Beatrice},「………何だと………、」
Ushiromiya Ange,「真里亞お姉ちゃん！！　私が本当の魔法を見せてあげるわ。私がさくたろうを蘇らせてあげる！！」
Ushiromiya Maria,「……ほ、………本当……？　ベアトリーチェも出来なかったんだよ……？　…ほ、………本当に……？！」
Ushiromiya Ange,「えぇ、出来るわ！その代わり約束して。私がさくたろうを蘇らせてあげたなら。」
Ushiromiya Maria,「うん…！」
Ushiromiya Ange,「この黄金郷から、出ていきなさい。」
Ushiromiya Maria,「…………ッ、」
{f:5:Beatrice},「そ、そんなことは許さぬ…！！　ここは妾とマリアの世界！！マリアがいなくなったら、……壊れてしまう…！！」
,ニンゲンが宇宙を生み出すための最少人数は、２人。それが崩れれば、世界は滅ぶ。
,黄金郷に引き篭もった魔女を引き摺り出すには、この世界を滅ぼさなければならない…！
Ushiromiya Ange,「……そう、それこそがあなたが魔女でない証拠よ。……本当の魔女ならね、宇宙は１人で生み出せるのよ。
Ushiromiya Ange,マリアージュ・ソルシエール魔女同盟！　……この同盟の存在自体が、あなたが魔女でないことの証になっている…！！」
{f:5:Beatrice},「い、嫌だ…！！　マリアは渡さぬ…！！　そなたは嫌いだ、今すぐに帰れ…！！　ここから出て行けぇえええぇえぇぇ！！」
Ushiromiya Ange,「勝手にみんなをゲームに引き摺り込んでおいて、自分は機嫌一つで飽きたり追い出したり！！　なんて自分勝手なの？
Ushiromiya Ange,見なさい、ベアトリーチェ！！　そして真里亞お姉ちゃん！！　これが、本当の魔法なのよ………！！！」
Ushiromiya Maria,「ほ、……本当にさくたろを蘇らせられるの…？！」
{f:5:Beatrice},「出来るわけがない！！　ここは妾と真里亞の二人だけの黄金郷…！部外者のそなたに使える魔法などひとつもない！　今のそなたには、蝶一匹生み出すことさえ叶わぬわッ！！」
Ushiromiya Maria,「静かにして、ベアトッ！！　縁寿を邪魔しないで…！！」
,真里亞が叫ぶと、……暴風はぴたりと止み、あたりはシンと静まり返った。
,………吹き上げられた大量の黄金の花びらが、静かに舞い降りてくるその光景は、……まるで、黄金の雪が降るかのように幻想的だった……。
,真里亞は、まさかひょっとしての奇跡に、無意識の内に両手を組んで祈るような仕草をしてしまう。
,……ベアトはそんな真里亞を見て、はらはらしている。
,　………もし万が一ということがあったなら…、真里亞は、……この世界は……。
,でも、……考えられない……！絶対に不可能…。
,あの、世界でたったひとつのぬいぐるみは引き裂かれて捨てられて、糸くずさえも残っていないのだ。
,蘇らせるなど、絶対の絶対に不可能……！！
,{p:1:ここは妾の黄金郷}…！{n}{p:1:妾以外の魔法は絶対に存在できない世界}！！！
{f:5:Beatrice},「で、……出来るものなら、……やってみろぉおおおお、右代宮縁寿えええぇえええええええぇええッ！！！」
,ベアトの悲鳴のような叫びに、世界が音を失う。
,私はゆっくりと、本当の魔法を、呪文を、唱える……。
Ushiromiya Ange,「……………さぁさ、思い出して御覧なさい。真里亞の親友のさくたろう。
Ushiromiya Ange,………あなたがどんな姿をしていたのか、思い出して御覧なさい。
Ushiromiya Ange,………あなたがどんなに愛くるしいぬいぐるみだったのか、思い出して御覧なさい。」
Ushiromiya Maria,「え、………………ぁ、…ぁ………、」
{f:5:Beatrice},「………………………………ッ、」
,……二人が、驚愕の表情を浮かべる。
,そして、……ベアトの肘を弾いて、真里亞が駆け出す……。
Ushiromiya Maria,「………くたろ………、………さくたろぉ………！！」
,そして、私ごと、………しがみつく。
Ushiromiya Ange,「……大丈夫。さくたろうは、消えないよ。…………{n}『うりゅ、真里亞。ただいま。』」
Ushiromiya Maria,「さくたろ、……さくたろ……、……ううぅうううううぅ、うわああああぁあぁうう！！　さくたろぉおおぉ……、会いたかった……、…よぉぉ……………。」
,　それは紛れもなく、………あの、ライオンの、……さくたろうのぬいぐるみ。
,そのやわらかさを、生地も縫い目も何もかも、………真里亞は忘れていた。
,でも、………ぬいぐるみを抱いた瞬間に、その全てを鮮明に鮮明に思い出す……。
Sakutarou,『うりゅ。真里亞、……ただいま。』
Ushiromiya Maria,「さくたろ、さくたろ…！！　体は平気なの？　どこも痛くない？　あんなに、……ひどいことされたのに、どこも平気なの……？！」
Sakutarou,『うりゅ…！　縁寿が魔法で蘇らせてくれたから、全然平気なの…！』
Ushiromiya Maria,「よかった……、よかった……。お帰りさくたろ……、ううぅううううぅッ！！」
Sakutarou,『もう、真里亞といつまでも一緒だよ。永遠に一緒だよ。……だからボクを、離さないでね………。』
Ushiromiya Maria,「うん、……離さないよ……。……永遠に…………………。」
,そして、さくたろうを抱き締めたまま、涙をぼろぼろ零した瞳で私を見上げた…。
Ushiromiya Maria,「……ありがとう、縁寿…！　………縁寿の魔法はすごい……。……どうして？　どうしてさくたろうを蘇らせることが出来たの？！　ベアトにも出来なかったのに…！」
{f:5:Beatrice},「………………ありえぬ…。……ありえぬ……。……どうして？　……どうして妾の黄金郷で、妾以外の人間が魔法を使えるのかッ？！？！　こんなことは、………断じてありえぬ………！」
Ushiromiya Ange,「何をうろたえているのよ、ベアトリーチェ。………………これが、魔法でしょ？」
{f:5:Beatrice},「魔法のわけがない…！！{p:1:ここは妾の黄金郷}！！{p:1:妾以外の魔法は絶対に存在できない世界}！！　そして妾の{p:1:魔法でさくたろうを蘇らせることは出来なかった}…！！
{f:5:Beatrice},出来るはずがないのだッ！！{p:1:そのぬいぐるみは特別なぬいぐるみ}！{p:1:楼座が娘の誕生日のために作った、世界でたった一つの}、………あ、………………ぅ、……………あ……、」
Ushiromiya Ange,「…………………ね、…魔法でしょう？」
{f:5:Beatrice},「う、……お……、……あ、………あぁぁ、…………ぁぁぁぁぁぁ……。」
,　ベアトは到底受け容れることの出来ぬ奇跡に、………私の魔法の全てを、理解する……。
,そして、無邪気に戯れあう真里亞とさくたろうを見て、……私を見て、………それから、………膝を落とし、……両手までも地に付いて、……………泣いた。
Ushiromiya Maria,「ベアトリーチェ…！　これは本当に魔法なんだよね…？！　魔法なんだよね？！　ベアトリーチェ…！！！」
{f:5:Beatrice},「……………うむ………。……魔法であるぞ……。……それこそが、………本当の、………魔法であるぞ………。」
Ushiromiya Maria,「どうしてベアトにも出来ない魔法を縁寿が使えるの？！　どうして？！　どうしてッ？！縁寿すごい、縁寿はすごい魔女！　真里亞なんかよりもずっとずっとすごい、本当の魔女だよ……！！！」
Ushiromiya Ange,「えぇ、そうよ、お姉ちゃん。……………私は、反魂の魔女エンジェ。……私に蘇らせられないものはないわ。」
Ushiromiya Maria,「すごいよすごい！！　反魂の魔法って、一番難しいってベアトも言ってたのに！！エンジェはすごい！！　本当の本当の、大魔女なんだ……ッ！！！」
,その時、真里亞とさくたろうの姿が黄金色に瞬き、……二人の姿が黄金の花びらに変わって、崩れ去った……。
,二人は黄金の風になって混じりあいながら、………ここではない、別の安らぎの地へ、去っていく。
,ベアトは真里亞を、……約束どおり、黄金郷から追放したのだ。
Ushiromiya Ange,「……さよなら、…真里亞お姉ちゃん。そしていつまでも、お幸せに。…………大丈夫よ、お姉ちゃんの世界にも必ずあなたはいるわ。でもそれは、{i:あなたのことじゃない}。」
{f:5:Beatrice},「……………よかったな、……真里亞……。……妾はそなたの親友として、………その再会を、心より祝福するぞ………。」
,ベアトの表情には、……おそらく人間が浮かべることの出来る、全ての表情が入り混じっていた。
,それは、喜びであり、怒りであり、哀しみであり。
Ushiromiya Ange,「………それが、魔法の根源よね。…………愛がなければ。悲しみがなければ。怒りがなければ。…………魔法は、視えない。」
,大地が、震える。……地震。
,………それは次第に大きな地割れを呼び、ベアトリーチェの最後の楽園を、引き裂き始める。
,黄金の蝶たちは逃げ惑うが、どこにも逃げ場などない。…そして、ベアトリーチェも。
,黄金郷は崩れ去ってゆく。
,大地はまるで抜け落ちる床のように崩れ落ち、………ベアトリーチェを漆黒の闇の底へ飲み込んでいく。
,そして無慈悲に漆黒の床に叩き付けられた。
,……そこは、とても薄暗い、喫煙室。
,出ることの出来る扉はなく、窓はあれど光も差さぬ、……薄暗きベアトリーチェの喫煙室。
,ベアトはその冷たく硬い床に叩き付けられた痛みに呻きながらも、ふらふらと立ち上がる……。
,そこには席が。
,……彼女が退席したままの形で残っている、……ゲームのテーブルが。
,ゲーム盤もまた、ベアトが放置した状態で残されている。
Ushiromiya Ange,「そこがあなたの席よ。座りなさい。」
{f:5:Beatrice},「……………妾に座るべき席は、………ここしかない、ということなのか………。」
,ベアトは自らの席に手を付き、……悲しく笑う。
Ushiromiya Ange,「勝つか、負けるか。あなたに与えられるのはそれだけよ。それに行き着く過程での引き分けは許されるでしょう。
Ushiromiya Ange,………でも、中断して投げ出すことだけは許さない！　勝って生き残るか、負けて消え去るか、そのどちらかになるまで、あなたはその席を立つことなんて許されない！！
Ushiromiya Ange,　それが魔女のゲームのホストである、黄金の魔女ベアトリーチェの唯一の務めでしょう…！！」
,ベアトは力なく笑いながら、その席に、……座る。
,……そして肘を付き、両手で顔を覆って、………口だけはせめて笑って見せた。
{f:5:Beatrice},「………勝てぬゲームを逃げることは許されぬか。………ならばよかろう。……妾が負けるまで、……繰り返そうではないか……。」
Ushiromiya Ange,「何を気弱な！　勝ちなさいよ。あなたの最善手を尽くしなさい…！！　あなたが始めたゲーム！　あなたには最善手を指す義務があるッ！！　いい加減に優柔不断にふざけるのはやめて！」
,その時、激しい音がした。……ベアトは足に冷たく痛々しい感触を覚える。
{f:5:Lambdadelta},「……つゥかまえたァ…！　やっと捕まえたわよ、ベアトぉ〜？」
{f:5:Beatrice},「おや、大ラムダデルタ卿ではないか…。………まだおられたとはな。」
,ベアトの足には、凍え切った鋼鉄の足枷がはめられ、……自らの座る椅子に括り付けられている。
,……もう、この席から逃げることは出来ない。
{f:5:Lambdadelta},「をーっほっほっほ！　もう逃げられないんだからね？　私、こう見えてもしつこいの、意外でしょぅ？」
{f:5:Beatrice},「…………自覚がなかった方が意外であるわ。」
{f:5:Lambdadelta},「あんたには中座も中断も許されてないのよ。永遠に戦うのよ、勝つためにね？………負けたくはないでしょう？　負けたらどんな素敵な世界に叩き落されるか、ちょっぴりだけ覗いてみたいぃ？
{f:5:Lambdadelta},ダイジョウブよ。勝てるわよ、この大ラムダデルタ卿が、{i:あんたが勝つまで}、付きっ切りで永遠に面倒を見てあげるから…！！」
{f:5:Beatrice},「……………………………。……ふ、……ははははは。………しかし、戦いたくとも、妾の向かいに対戦相手はおらぬぞ……？」
{f:5:Bernkastel},「………大丈夫よ、戦人を見つけてきたわ。」
,ベルンカステルが現れて、手をパンと打つと、宙より戦人が現れて、どさりと向かいの席に落ちる。
,戦人は目を薄っすらと開けてはいるが、輝きはなく、まるで人形のようだった。
,自分の魂を確立する柱の一本を欠き、…………暗闇の底の底まで落ち、ずっと漂っていた。
,……そのまま、霧のように散って消えてしまうはずだった。
,それをベルンカステルが掻き集めてきた。よくも人の形にまで戻せたものだ。
,しかし、肉体は戻っても、魂がまだ戻ってこない。……ベアトリーチェに存在を否定されて吹き飛ばされた。容易には戻らない。
{f:5:Bernkastel},「……………戦人もこの戦いを逃げないわよ。あんたに勝つまでね。……勝ち目がなくなってきたからって、全て投げ出して逃げるなんて、そんな無粋を許しはしない。
{f:5:Bernkastel},彼だって、そんなことを望んではいないわ。…………でしょう、右代宮戦人…？」
,戦人は答えない。……心がまだ、死んでいる。
,問い掛けに、わずかに目を震わせるが、返事は出来ない。
Ushiromiya Ange,「戦人…！　しっかり！　あなたはここにいるわよ。そして敵は目の前にいる…！　戦って！　勝つために！！」
,戦人はぼんやりとそれを、うわ言のように復唱する。
,………戻ってきた。
,魂に負った傷は浅くない。
,それは無理からぬこと。ベアトリーチェに赤を織り交ぜ、否定された。
,敬愛していた母親が、生みの親でなかったことを知り、………自分が誰なのかわからないのだ。
Ushiromiya Battler,……自分は右代宮戦人では、……ない…………。
Ushiromiya Ange,「馬鹿なこと言ってんじゃないわッ！　あんたは他の誰でもない、右代宮戦人よ！
Ushiromiya Ange,誰が認めようと否定しようと、あなたがそれを信じなさい…！！　あなたの世界はね、あなただけが作れるのよ。あなたが右代宮戦人である世界を、失わないで！」
Ushiromiya Battler,「……………じゃあ、…………俺は、……誰なんだよ………？　お袋の子じゃないんだぜ……？　俺はどこから生まれてきたんだよ……？」
,戦人は輝きの戻らぬ瞳で、ぼんやりと天井を見たまま、それを問う。
,もちろん彼女は即答する。
Ushiromiya Ange,「えぇ、そうね。ベアトが赤き真実で宣言したわ。……だから私も宣言する。{p:1:右代宮戦人は右代宮明日夢の息子ではないわ。}」
{f:5:Beatrice},「………ふっ、……なれば、我がゲームの対戦相手の資格はないではないか…。」
Ushiromiya Ange,「ベアトリーチェに復唱要求。“右代宮戦人は右代宮金蔵の孫ではない”。」
{f:5:Beatrice},「…………………………。」
,ベアトが眉間にしわをよせながら、……辛そうに苦笑いを浮かべる。
Ushiromiya Ange,「復唱拒否ね。ベアトが宣言した２つの赤き真実、“{p:1:戦人は明日夢の息子ではない}”、そして“{p:1:金蔵の孫である戦人にしか対戦相手の資格がない}”。
Ushiromiya Ange,これに矛盾せずに戦人に資格を認められるのは、以下の仮説よ。これが私の青き真実、聞きなさい…！」
Ushiromiya Ange,{p:2:ベアトの対戦相手の資格は、“金蔵の孫である右代宮戦人”であって、“明日夢の息子”であるか否かは問題ではない。
Ushiromiya Ange,即ち、あなたは明日夢の息子でなくても、金蔵の孫であることは出来る。
Ushiromiya Ange,留弗夫の息子でさえあるならば！}
{f:5:Lambdadelta},「フン、下らない言葉遊びよね？」
{f:5:Bernkastel},「……………青き真実、有効よ。ベアト、赤き真実での反論は？　赤き真実で受けられないなら、戦人の対戦資格は何の問題もない。」
{f:5:Beatrice},「……………………………。」
,………戦人はまだぼんやりしている。彼女が何を言ってくれたのか、まだよく理解できないのだ。
,……しかしそれでも、少しずつ魂が戻ってきている…。
Ushiromiya Battler,「………………じゃあ、…………俺は、………誰なんだよ……？」
Ushiromiya Ange,「しっかりなさいッ！　あんたは右代宮戦人！　確かに明日夢お母さんがあなたを生んだわけではないかもしれない。でも、だから何？！　あなたにとって母親であることに、何も変わりはないでしょう？！
Ushiromiya Ange,………例えば、あなたにとって右代宮縁寿は何？　血は繋がってないかもしれないけど、それでも妹でしょ？！　血じゃないでしょ、絆でしょうッ？！」
Ushiromiya Battler,「…………そりゃ、そうさ……。……縁寿は、……血が繋がってなくても、………妹だ。」
Ushiromiya Ange,「赤で言って！　縁寿は妹だって言って！！」
Ushiromiya Battler,「………{p:1:縁寿は、……俺の妹だ}。…………ぁ、…………言えた。」
,まだぼんやりして、椅子に全身を預けている戦人を、後から強く抱き締める。痛いくらいに。
Ushiromiya Ange,「どういう事情で、明日夢お母さんがあなたの生みのお母さんじゃないかはわからない。でも、あなたは今日まで、そして今でも母親だと信じてるでしょう？！　世の中にはね、母親さえ、……家族さえいない人だって大勢いるのよッ！！
Ushiromiya Ange,明日夢お母さんはあなたを寂しがらせたことがある？　ないでしょ？！　あなたの平和だった家族を簡単に捨て去らないでッ！！　あんたは６年も家族のもとから離れてたから家族の絆が希薄過ぎるのよ！！
Ushiromiya Ange,もっともっと、家族の絆を強く感じて！　思い出して！！　明日夢お母さんのためにも、こんな下らない魔女の妄言で、愛情を失わないでッ！」
Ushiromiya Battler,「………………………。………そうさ……。……お袋は、……いつだって俺の味方だったんだ……。
Ushiromiya Battler,……………ここはどこだよ……？　……暗ぇよ……、……帰りてぇよ……。俺の家族は、みんなは、……どこなんだよ………。」
,戦人の目にまだ光は戻らない。でも、……涙が浮かぶ。
Ushiromiya Ange,「お家であなたの妹が帰りを待ってるわ。せめてあなただけでも帰ってあげないと、……彼女はいつまでも独りぼっち…！　妹のためにも、どうか魔女のゲームに勝って…！！」
Ushiromiya Battler,「…………縁寿……、俺の、……妹………。……でもよ、………わからねぇんだ…。………どうして、俺はベアトと、こんなわけのわかんねぇ、残酷なゲームを永遠に繰り返さなきゃならねぇんだ……？　………もう、……嫌だ………。」
Ushiromiya Ange,「なら、早くこんなゲームに決着をつけて、お家へ帰りなさいッ！！　右代宮戦人、いつまでこんなところで遊んでいるのッ？！　妹が帰りを待ってるわよッ！！！」
,………そう。
,戦人は気付いた時にはもう、このおかしなゲームに巻き込まれていた。
,そして、何のために戦うかさえもわからないまま、ずっとずっと、魔女のペースに飲み込まれて、遊ばれ、戦わされてきた。
,それはもっとも素朴な、最初の疑問であるべきなのだ。
,……そこが理解できてないから、戦いの目的を喪失してしまう…！！
,だから私の声が、戦人の耳に、届かない…！
,魔女に勝つためとか、許せないとか、そんなあやふやな目的じゃなくて。
,……彼には、必ず勝つための目的を自覚しなくてはならない。
Ushiromiya Battler,「………そうだ……。……帰りたい……、……親父やお袋、……縁寿のところに帰りたい……。………もう嫌だ、……ここは嫌だ……。……もう魔女は嫌だ、ゲームも殺人も嫌だ……、……嫌だ、嫌だ……。」
{f:5:Lambdadelta},「戦人の魂が、…戻り掛けてる。」
{f:5:Bernkastel},「……………でも、あとちょっとが、届いていない。」
Ushiromiya Ange,「もう嫌でしょう？！　なら、家族のもとへ帰るためにも戦って！！　ベアトリーチェを打ち破って、帰ってきて！！」
Ushiromiya Battler,「嫌だ、……もう魔女は嫌だ…！　ベアトも嫌だ、…どいつもこいつも嫌だ、お前も嫌だ、お前だってどうせきっと、魔女の仲間だ…。いつまた裏切るかもわからない…！！
Ushiromiya Battler,{p:1:　何も信用できない、赤くない言葉は何も信用できない…！！}　俺に構うな、構うなぁあああぁあああぁ！！」
,戦人の魂が吼える。それを、彼女は後から痛いくらいに強く、その頭を抱き締める。
Ushiromiya Ange,「{p:1:早く帰ってきて、お兄ちゃんッ！！私を独りぼっちにしないでッ！！！}」
Ushiromiya Battler,「……………え、……。………お前、………、……誰……。」
Ushiromiya Ange,「{p:1:私よ、縁寿よ…！！}{p:1:お父さんもお母さんもお兄ちゃんも、誰も帰ってこないッ！！}{p:1:寂しいよ！！}{p:1:お願いだからッ、早く帰ってきてッ！}」
Ushiromiya Battler,「……え、………縁寿……。………お前、………縁寿だったのか…………。」
Ushiromiya Ange,「{p:1:そうよ、縁寿よ！！}{p:1:誰も帰って来ない世界の右代宮縁寿…！！}{p:1:………私の家族は全て、あの日の六軒島から帰って来ない…！！}
Ushiromiya Ange,{p:1:目の前のあの魔女が、家族を全て、お兄ちゃんさえも奪い取ってしまった…！}{p:1:………お兄ちゃんだけが、あいつをやっつけられる！！}{p:1:あいつをやっつけて…！！}
Ushiromiya Ange,{p:1:そして、家族を取り戻して！！}{p:1:そして、………私のところに帰ってきて……！！！}」
Ushiromiya Battler,「……………ベアトが、……俺の家族を………。」
{f:5:Beatrice},「……ふ、…………そうとも。逃げも隠れもせぬわ。……妾が右代宮縁寿から家族を奪った。
{f:5:Beatrice},戦人は妾の玩具よ！　その父親も母親も全て玩具よ。……そなたには返さぬわ。……永遠に独りぼっちで、帰らぬ家族の帰りを待って、彷徨い続けるがいいわ……！」
,抱き締める縁寿の腕から、…………たった一人残された妹の、……あまりに辛く悲しく、寂しい日々が、戦人の中に流れ込んでくる……。
,……自分がこんなところで遊んでいたせいで、…………ひとり残された妹は、………こんなにも、…………辛い日々を……………！！
Ushiromiya Battler,「…縁寿、………縁寿………！！　くそ、……俺は、………何をやってたんだ………！！　ありがとうな、縁寿…。お兄ちゃんは、……大切なことをずっと忘れていた……！」
,戦人は振り返ろうとするが、縁寿はものすごい力で戦人の頭にしがみ付いていて、振り返ることが出来なかった。
,……汗？
,熱い雫がぼたりぼたりと戦人のうなじを濡らす。
,……それの正体を、自分にしがみつく縁寿の腕を抱いていて、知る。
,………戦人の手を、指を、赤く染めたから。
Ushiromiya Battler,「………血…、……え、縁寿？！　だ、大丈夫か？！　お、おい……？！」
,それは、ぼたりぼたりと、ぼたぼたと。
,何が何やらわからない。
,戦人には振り向けないからわからないが、きっとこの背中全体に染みるこの熱い雫は全て、……血なのだ。
