Speaker,PC Japanese (JP)
{f:5:Lambdadelta},「それがいいんじゃない？　まだ甘い夢を見てる魔女どもも、いるみたいだし。」
{f:5:Bernkastel},「あら、ラムダ。いたの？いるわよね、私のいるところなら、どこへでも。」
{f:5:Lambdadelta},「言ってやりなさいよ。甘い夢みてる魔女どもに。」
{f:5:Bernkastel},「えぇ、そうするわ。……奇跡の魔女として、そして、最後のゲームマスターとして、最後のゲームを宣言するわ。そして約束する。」
,{a:c:　{p:1:このゲームに、ハッピーエンドは与えない。}}
,シクシク。……シクシク、シクシク……。
,少女が一人、……無人の、静寂の礼拝堂で、泣いていた。
,それは小さな少女。……６歳の少女。
,１９８６年の１０月４日に、５日に、……島にいられなかったことを、これから１２年にもわたって嘆く、悲しみの少女……。
,　そこへ、………一人の男がやって来る……。
,　男は少女の姿を見つけ、……怖がらせないように、静かに歩み寄り、……そっと、その肩を抱いた……。
,「………お兄ちゃん……………。」
Ushiromiya Battler,「探したぞ、縁寿……。」
,少女は、兄の胸に飛び込み、再び泣いた…。
Ushiromiya Battler,「どうした。……何をそんなに悲しんでいるんだ。」
Ushiromiya Ange,「今日、クラスの子にいじめられたの……。テレビで、お母さんは悪い人たちと繋がりがあったって。………だから、うちのお父さんとお母さんが犯人で、みんなを殺したんだろうって……。……絵羽伯母さんに、そんなことないよねって聞いたのに、答えてくれないの……。……お父さんとお母さんは悪くなんかないよね？　ね…？」
Ushiromiya Battler,「可哀想に……。……みんなが、あの島で、あの日なにがあったのかを、好き勝手なことを言ってるんだな…。……そこにお座り。」
Ushiromiya Ange,「……………うん…。」
,男が床を指差すと、そこの黄金の蝶たちが集まり、椅子を作る。
,少女は素直に、それに腰掛けた……。
Ushiromiya Ange,「……お兄ちゃんは知っているよね？　お父さんとお母さんは悪い人じゃないって、知ってるよね？」
Ushiromiya Battler,「あぁ。もちろんだとも。……誰も悪い人なんかいないって、知ってるさ。」
Ushiromiya Ange,「じゃあ、教えて。あの日、何があったの？　六軒島で何があったの？」
Ushiromiya Battler,「いいとも。………話してあげるよ。あの日、あの島で何があったのか。」
Ushiromiya Ange,「それは、……怖い話……？」
Ushiromiya Battler,「まさか。」
Ushiromiya Ange,「それは、悲しい話……？」
Ushiromiya Battler,「とんでもない。」
Ushiromiya Ange,「それは、……どんな話……？」
Ushiromiya Battler,「聞いた縁寿が、自分で決めるといい。決して辛い話じゃないんだよ。だからお聞き。」
Ushiromiya Ange,「うん。戦人お兄ちゃん……。」
Ushiromiya Battler,「あの日、お兄ちゃんたちは六軒島へ行ったんだよ。とても大勢でね。大事な親族会議があることになってたんだ。
Ushiromiya Battler,………まずは、どこから話したものかな。」
,{a:c:これが。縁寿に捧げる、最後のゲーム。}
Ushiromiya Battler,{a:c:お聞き、縁寿。{n}あの日、六軒島で、何があったのか。{n}これは、辛い話でも、悲しい話でもないんだよ………。}
