Speaker,PC Japanese (JP)
Ushiromiya Kinzo,「だが紅茶はもらいたい。嘉音、源次に紅茶を届けるように伝えよ。今日はマルコポーロでももらおう。」
Kanon,「……かしこまりました。」
Ushiromiya Kinzo,「では解散しよう。夏妃。……私抜きで見事、親族会議をこなして見せよ。」
Ushiromiya Natsuhi,「もちろんです、お父様。彼らの前で名乗ることは出来ませんが、主人はすでに右代宮家当主。私もその妻として恥ずかしくないよう、微力を尽くします。」
Ushiromiya Kinzo,「……朝から胃痛を起こしている蔵臼に比べ、夏妃はなんと落ち着いたことか。……我が息子が情けない。」
Ushiromiya Natsuhi,「主人にも主人の才能があります。その及ばぬところを支えてこそ、私は妻なのです。」
Ushiromiya Kinzo,「うむ。しっかりやれ。私は、茶番の邪魔にならぬよう、大人しく閉じ篭っているとしよう。」
Ushiromiya Natsuhi,「嘉音。お父様を書斎までお連れしなさい。それから源次に紅茶の手配を。」
Ushiromiya Kinzo,「肩を借りるほどもうろくしておらぬわ。よっこらせっ……。」
,肩を貸そうとする嘉音を断り、金蔵は腰掛けていた花壇から立ち上がる。
,引退した当主は、全てを夏妃に任せ、穏やかな足取りで書斎へ戻るのだった……。
{f:5:Beatrice},「……様になっているぞ。金蔵の亡き妻にも似た貫禄があるな。」
Ushiromiya Natsuhi,「万一、お父様が反魔法の毒素にやられたら、……魔法は瞬時に解けてしまうのですか。」
{f:5:Beatrice},「うむ。瞬く間だ。……妾は姿を消せば良いが、すでに亡者の金蔵は、姿を失えばたちまちのうちに太陽の風に吹き飛ばされ塵と消える。用心せよ。」
Ushiromiya Natsuhi,「えぇ。わかっています。」
{f:5:Beatrice},「………そなたには、魔女の才能があるかも知れぬな。反魔法の毒素を溜めに溜めて歳を重ねたが、それでもなお、そなたは魔法を理解した。……妾との出会いが幼少の頃であったなら、そなたは今頃、偉大なる魔女だったかも知れぬ。」
Ushiromiya Natsuhi,「私は右代宮蔵臼の妻で、当主夫人です。名誉を守るためならば、魔女にも鬼にもなりましょう。……あなたの魔法の力には、深く感謝します。右代宮家の名誉は、あなたの力なくして守れませんでした。」
{f:5:Beatrice},「その話は機会を改めよう。その際はぜひ、女同士二人きりでのんびり紅茶を楽しみたいものだな。」
Ushiromiya Natsuhi,「スリランカに行った友人が、薔薇の香りの素敵な紅茶を送ってくれました。」
{f:5:Beatrice},「ほぅ、ディンブラかっ。悪くない。ならば茶請けはパティスが良いぞ。……この度の親族会議が無事に誤魔化し通せたなら、妾への褒美としてそれをぜひに振舞え。約束であるぞ。」
Ushiromiya Natsuhi,「わかりました。約束しましょう。では、後ほど。」
{f:5:Beatrice},「うむ、後ほどな。」
,魔女は、そよいだ風にその体を崩し、黄金の花びらとなって舞い散って消える。
,夏妃はそれを見送り、踵を返して屋敷へ向かう。
,そして薔薇庭園には誰もいなくなった……。
{f:5:Lambdadelta},「さってとっ。ここでブレイクタイムね。ここまでの展開だけど、何か文句あるー？」
{f:5:Bernkastel},「………何もないわよ。おしっこしたいなら、さっさと行ってくれば…？」
{f:5:Lambdadelta},「ひっどい言い草ね。{p:1:金蔵はもう死んでる}のよ？それがこうして歩き回って言葉を交わしてるじゃない。それって、魔法ってことにしちゃってもいいのかしらぁ？！」
{f:5:Lambdadelta},「まぁ、ベルンにはこんな手、今さら通用しないわよね。……しかし、あなたはどうかしら、戦人ぁ？これっておかしいでしょう？　金蔵を蘇らせた魔法の存在を認めざるを得ないんじゃなァい？くっひっひゃっはっはァアあ！」
Ushiromiya Battler,「……もしそれがベアトの真似のつもりならば、不愉快だから即刻やめろ。」
{f:5:Lambdadelta},「くすくす！　やっぱわかるゥ？！　それでほらほら、戦人はどう答えてみせるわけ？　こうして金蔵が闊歩していることを〜。
{f:5:Lambdadelta},いつものゲームみたいに頭を抱えて、コンナノワケワカンネェヨ〜って泣き言聞かせてよ。そして全然ダメダゼ！ってお約束の口癖で、お得意のトンデモでぜひ反論を聞かせてよ。」
{f:5:Lambdadelta},「死んだはずの人間が歩きまわれるわけないものね？　集団妄想を見せる未知のウィルス、六軒島症候群の仕業とかァ。六軒島だけに住む謎の蝶の鱗粉に幻覚作用が〜とかァ〜！　謎の秘密組織『山狗』が作った集団妄想を見せる未知の薬物プルプルピコプヨの仕業とかァ！！
{f:5:Lambdadelta},　素敵なトンデモ、いっぱい聞かせてよォ、きゃーはははははははははあはははははははははッ！！」
Ushiromiya Battler,「………うるさい、黙れ。こんなのは問題にもならない。」
,{p:1:祖父さまはこの時点で死んでいる。}存在するわけもない。
Ushiromiya Battler,「それを存在するかのように振舞っているのは、何とか祖父さまの死を隠して親族会議を誤魔化し切ろうとする夏妃伯母さんの嘘だからだ。」
{f:5:Lambdadelta},「へー。夏妃の嘘！　嘘をつくと死者が蘇るの？　それって夏妃の魔法じゃないのォ？」
Ushiromiya Battler,「この世界はブラウン管を覗く前の世界。……開く前の猫箱の世界だ。
Ushiromiya Battler,夏妃伯母さんが、祖父さまと一緒に散歩したと語り、誰にもそれが嘘であることを確認できない限り、“夏妃伯母さんが祖父さまと薔薇庭園を散歩した”ことは、夏妃伯母さんの事実として提示できる。だから、祖父さまが現われることが出来る。」
,ぱち、ぱち、ぱちり…。
,あまりに敬意を感じられぬその拍手は、ベルンカステルのものだった。
{f:5:Bernkastel},「……ブラヴォー。…………あなた、ベアトがいないと冷静なのね。」
Ushiromiya Battler,「うるさい。お前も黙れ。」
{f:5:Lambdadelta},「お待ちなさいよ戦人。あんたのご高説によるなら、夏妃しかいない場所には金蔵が現われることは確かに可能かもしれない。夏妃しかいない世界で夏妃が金蔵を観測したと主張したなら、誰にも否定は出来ないものね？」
{f:5:Lambdadelta},「でも、あの場には嘉音が居合わせて、彼も金蔵を見てるのよ？　それをどう説明する気なのよ。」
Ushiromiya Battler,「…まったく問題ないな。嘉音くんは右代宮家に雇われてる使用人だ。……夏妃伯母さんに、祖父さまの死を隠すために口裏を合わせるように命令されてるはずさ。……だから、夏妃伯母さんと同じように、存在しないはずの祖父さまを見ることが出来る。」
{f:5:Bernkastel},「…………生憎ね、ラムダ。もう戦人は、その程度の子供騙しには引っ掛からないのよ。」
{f:5:Lambdadelta},「そーみたいねー。……ま、こんなのゲーム前の前座よ。料理の前のアペリティフ。」
{f:5:Bernkastel},「………飲み屋のお通し。寿司屋の緑茶。」
Ushiromiya Battler,「うるせぇ。青字で言い直さなきゃ先に進めねぇのか。」
{f:5:Lambdadelta},「そうねー。一応、もらえる？」
Ushiromiya Battler,「…………。……{p:2:祖父さまがすでに死んでいるにもかかわらず、何事もなかったかのように闊歩しているのは、祖父さまが生きていると思わせたい連中が生み出している幻想だからだ。同じ思惑を持つ人間たちは、その幻想を共有できる。そして、あたかも祖父さまが存在し、ついさっきまで一緒だったかのように語る。だから、さも当然のように闊歩しているんだ。}」
Ushiromiya Battler,「{p:2:よって、夏妃伯母さんに与していない人間の前に、祖父さまの幻想が現われることは出来ない。}{p:2:だからこそ、書斎に閉じ篭って、出てこないという設定が必要になるんだ。}」
,これまでのゲームで、祖父さまはいつも書斎に閉じ篭っていた。
,俺たちは一度だってまともに会えた試しはない。
,しかし、あたかも書斎に閉じ篭っていてヘソを曲げているかのように語り、ついさっきまで祖父さまと会っていたと主張する人間たちがいて、俺たちをそれを鵜呑みにし、祖父さまは書斎の中にいると信じた。
,{a:c:{i:だから祖父さまの幻想が書斎の中に存在できる}。}
,そうさ、これまでのゲームで祖父さまに会えた人間は、蔵臼伯父さんと夏妃伯母さん、そしてその使用人たちだけじゃないか。
,{p:2:彼ら全員が口裏を合わせることで、祖父さまの幻想はこの島に、あたかも生きているように存在できるんだ。}
Ushiromiya Battler,「……ご丁寧にも、お前のゲームの冒頭で、祖父さまの死を隠すために夏妃伯母さんが南條先生たちを言い包めるシーンまで見せてくれたじゃねぇか。……今さら、こんな子供騙しには引っ掛からねぇぜ。」
{f:5:Lambdadelta},「………やるじゃない。未知の薬物プルプルピコプヨとか、期待してたのに。」
{f:5:Bernkastel},「そんな妄言、口にするわけもないでしょう……？　だって、その存在を仮定することは、ファンタジーに屈したのとまったく同じだもの。……ウィルスだろうと薬物だろうと病気だろうと、未知の要素である限り、ノックス第４条に違反する。」
Ushiromiya Battler,「……第４条って、何の話だ？」
{f:5:Bernkastel},「ノックス第４条。未知の薬物、及び、難解な科学装置の使用を禁ず。………殺人に、これを用いてはならないという規則よ。」
Ushiromiya Battler,「何だそりゃ…。未知の薬物Ｘ、未知の科学装置Ｘは、魔女と戦う上での一番の武器だろうが…。」
{f:5:Bernkastel},「………それ。全部、正式なミステリーでは違反だから。未知のウィルス、未知の薬物、…未知の病気、未知の×××を仮定なんて、立派なファンタジーなわけ。ご愁傷様。それがあなたの推理だったなら、あなた、ゲームオーバーよ。くすくすくすくす。」
Ushiromiya Battler,「………こ、いつ…。何を言ってやがんだ……。」
{f:5:Bernkastel},「あなたはベアトと真正面から戦ってきたつもりでいる。でもね、本当は違うのよ。真正面じゃない。ズレた角度で戦い合ってたの。」
{f:5:Bernkastel},「あなたがしてた推理ごっこは、ファンタジー対ミステリーじゃない。ファンタジー対アンチファンタジーでしかないのよ。」
Ushiromiya Battler,「……何を言ってやがるのか、さっぱりわからねぇぜ。…だが一つだけわかることがある。……俺のこれまでの戦い方に、ケチをつけたいらしいってことだ。」
{f:5:Bernkastel},「………私たちは魔女幻想というファンタジーを殺すために戦ってるのよ。それはつまり、この物語を{i:正式なミステリー}で解釈するということ。つまり、ミステリーの禁忌に触れる全ての要素は始めから無視してかかれということよ。」
Ushiromiya Battler,「む、…無視だと………？」
{f:5:Bernkastel},「例えば、これまでのゲームで何度も密室殺人があったでしょう？」
Ushiromiya Battler,「……あ、…あぁ。」
{f:5:Bernkastel},あなたはベアトと、その度に犯行現場で、隠し扉が存在しないかどうか、ずいぶんと熱心に確認していたわね？
{f:5:Bernkastel},まるでそれ自体が戦いであるかのように、赤き真実を織り交ぜてガキンガキンと派手に。
{f:5:Bernkastel},あれ、私に言わせると時間の無駄。
{f:5:Bernkastel},だって、ノックス第３条で明記されてるんだもの。{n}“秘密の通路の存在を禁ず。{n}ミステリーではね、秘密の通路はあっちゃ{i:いけないの}。
{f:5:Bernkastel},つまり、正式なミステリーとして解釈しようとする場合、隠し扉があるのかどうかなんて論争、始めからしたら負けなのよ…？
{f:5:Bernkastel},だって、{i:ないんだから}。{n}存在するかもしれないと疑う時点で、もうゲームオーバー。
{f:5:Bernkastel},つまり、犯行現場に隠し扉が存在しないことが証明されてないから推理できないなんて、甘ったれたあなたは、ミステリー失格。その時点でゲームオーバー。
{f:5:Bernkastel},ミステリーで解釈する戦いをしてるつもりだったんでしょ…？
{f:5:Bernkastel},ならミステリーのお約束にちゃんと従わなきゃ。…くすくすくすくすくすくすくすくすくひひひひひひひひひひひひゃっはっははははははははははははははははは…！！
{f:5:Bernkastel},「コホン。………そういうことよ。全ての犯行現場には隠し扉が存在してはならないの。だからその存在を確かめる行為は全て、時間の無駄ってわけ。」
Ushiromiya Battler,「…お前が言ってるのはあれだろ？　どこかで聞いたな。推理小説の条件十ヶ条みたいなヤツだったか。」
{f:5:Lambdadelta},「えぇ、そうよ。稀代の魔女狩り大司教、ノックスが振りかざす、魔女を穿つ十本の楔よ。それこそが魔女幻想というファンタジーと、真正面から戦い打ち破るための正しい武器。
{f:5:Lambdadelta},……さすがベルンね。厄介な武器を持ち込むこと。ファンタジーの大敵だわ。」
Ushiromiya Battler,「……………………。犯行現場を調べもせずに、隠し扉の存在を始めから否定できるなんて…。俺にはそれこそファンタジーだぜ…。」
{f:5:Bernkastel},「魔女側を受け持つラムダはファンタジー。それと戦う私はミステリー。あなたは？　ただファンタジーを否定してかわし続けるのがやっとのアンチファンタジー。何から何まで反対だけど、対案は一つも出せない。あなた、どっかの国の政治家みたいね。くすくすくすくす。」
Ushiromiya Battler,「うるせぇぞ。お前たちとわけのわからねぇ話をするためにここに戻ってきたんじゃねぇ。さっさと話を続けろ…！！」
{f:5:Lambdadelta},「……静かになさいよ。あんたの後ろの眠り姫が辛そうよ？」
,振り返ると、そこにはぼんやりと椅子に腰掛けた、生きた屍のベアトがいた…。
,しかし、全身に珠のような汗を浮かべ、少し呼吸も荒い気がする。
,……まる高熱で苦しんでいるように見えた。
Ushiromiya Battler,「ベアト……。どうしたんだ、…大丈夫か…。」
{f:5:Lambdadelta},「大丈夫か、って。あんた、おかしなことを言うのね。……その子を殺すために、あんたは戦ってるんでしょうが。」
Ushiromiya Battler,「……………………。」
{f:5:Lambdadelta},「あんたに合わせて、第５のゲームを回想しているけれど。ゲームは今、ベルンがかなり追い込んでいて、魔女幻想を打ち破ろうとしているの。…その存在が否定されかかってるんだもの。苦しむのは当然だわ。」
{f:5:Bernkastel},「………あなただって今。金蔵が存在するわけがないと魔女幻想を打ち破ったわ。……あなたの攻撃がベアトに通った証拠よ。彼女のその苦悶は。」
Ushiromiya Battler,「………………………。」
,……俺はハンカチで、ベアトの額の汗をせめて拭う。
,確かに俺は、ベアトを死なせてやると約束した。しかしそれは、……安らかに、だ。苦しめて殺すわけじゃない。
,……眠るベアトに、このような苦しみを与えて殺すことが、俺の目的ではない……。
,俺の複雑な胸中を見透かしているつもりなのか、……二人の魔女はニヤニヤと笑っているのだった…。
Ushiromiya Rudolf,「姉貴が遺産遺産って騒ぐから、親父に聞かれちまったんじゃねぇかよっ。」
Ushiromiya Eva,「私のせいじゃないわよ、どうしようもないでしょ？！　たまたま廊下にいて聞かれてたなんて、事故でしょ事故…！」
Ushiromiya Hideyoshi,「よさんか二人とも……。今回は運が悪かったと思って諦めるんや。男の機嫌なんて、放っとけばコロッと直るもんやで。」
Ushiromiya Kyrie,「気分を害したお父さんが、おかしな遺書を残さないでくれるといいわね。」
,親族たちは、深く溜息をつき、沈黙する…。
Ushiromiya Rosa,「こら！　真里亞もはしゃがないの！　縁寿ちゃんが転んだらどうするの？！」
Ronoue Genji,「………お待たせしました。船の準備が整いました。」
Ushiromiya Hideyoshi,「ほな、行くで。今はぐちぐち言っても始まらんで。」
Gohda Toshiro,「またのご来島を、心よりお待ち申し上げております。」
,薔薇庭園のベンチに、すっかり疲れ切った様子で夏妃が座り込んでいた。
,しかし、嘉音と熊沢が戻って来たことに気付くとすぐに背筋を正し、当主夫人の貫禄を取り戻す。
Ushiromiya Natsuhi,「……船は出ましたか？」
Kanon,「はい。たった今、出航なされました。」
Ushiromiya Natsuhi,「そうでしたか。見送りご苦労でした。……主人はどうしてますか？」
Kanon,「先ほど、お部屋にお戻りになりました。お休みになられるとのことです。」
,金蔵の死を看破されないかと、蔵臼は前日から不安で押し潰されそうになっていた。
,親族会議が終わり、一気に疲れが出たのだろう。
,……しかし、そんな胸中をおくびにも出さず、あれだけ普段どおりに振舞えるのだから、蔵臼の度胸も大したものだ。
Ushiromiya Natsuhi,「………どうでしたか。彼らはお父様のことを不審がってはおりませんでしたか…？」
Kumasawa Chiyo,「いいえぇ。お館様に、遺産分配の話を立ち聞きされたと、絵羽さまなどは、それは大騒ぎでしたとも。ねぇ？　あの慌てっぷり、傑作でしたねぇ？」
Kanon,「はい。大層、取り乱しておいででした。」
Ushiromiya Natsuhi,「しかし、熊沢もなかなかの演技力ですね。あの廊下での慌てっぷりは、本当にそこにお父様がいらっしゃったかのようでしたよ。」
Kanon,「………熊沢さんは、そういうのが大変お上手ですから。」
Kumasawa Chiyo,「あぁら、やだやだ、褒め過ぎですよぅ。ほっほっほっほ。」
Ushiromiya Natsuhi,「くす。熊沢の病欠の電話は、簡単に信じないよう、よく源次に言っておかなくてはなりませんね。」
Kumasawa Chiyo,「それは手厳しゅうございますよぅ、奥様。おっほっほっほっほ…。」
Ushiromiya Natsuhi,「本当にご苦労でした。お前たちと源次と紗音には、約束どおり、過去一ヶ月分の休暇の買い上げと、新たに５日の有給を与えます。秘密の手当てですよ。取得に際しては源次と相談し、他の使用人たちに気取られないように。」
Kumasawa Chiyo,「え〜え、心得ておりますとも。ねー？」
Kanon,「………熊沢さん。声が大きいです。」
Kumasawa Chiyo,「おお、いけないいけない、…ほっほっほ。」
Ushiromiya Natsuhi,「そうですね。この話はこれまでとします。各自、通常のお勤めに戻るように。そうそう、郷田に、特別にお茶の用意をさせました。いただくように。」
,自分は紅茶を薔薇庭園で飲む、しばらくそっとしておいて欲しい。夏妃はそう伝える。
,そしてベンチまで運ばせた紅茶は、…ベアトと約束した、スリランカの紅茶のディンブラと、パティスだった…。
,そしてそれを挟んで座り、珍しそうにしげしげと見る、当主夫人と顧問魔女の姿があった。
Ushiromiya Natsuhi,「……これがパティスですか…。私はてっきり、焼き菓子のようなものだとばかり…。」
,口にした夏妃は、まさかカレー風味の辛いものだとは思わず、咽こんでいるようだった。
,それは日本風に表現すると、揚げ餃子にカレー味の潰したジャガイモを詰めたようなもの。
,これはこれで、惣菜パンとしてなら、子どもに人気が出るだろう。
,しかし、紅茶のお茶請けは甘いお菓子という先入観を持っていた夏妃には、衝撃的なようだった。
{f:5:Beatrice},「知らんのか。ディンブラと言えばこれだぞ。紅茶ならクッキー。あぁ、チョコでも良いな。日本茶なら羊羹だが、塩昆布でも良い。中国茶なら小籠包。妾は月餅も好きだ。」
Ushiromiya Natsuhi,「……驚きました。ずいぶんと文化に詳しいのですね。」
{f:5:Beatrice},「まー、伊達に千年は生きておらぬ。世界の銘茶は一通り試した。お茶の世界旅行と言ったところか。」
Ushiromiya Natsuhi,「確かに、それは立派な世界旅行ですね。このような紅茶の楽しみ方もあると、今日初めて知りましたので。これは貴重な体験です。」
{f:5:Beatrice},「妾は六軒島より出られぬ身。これくらいしか、旅をすることは出来ぬでな。そなたはどうか。富豪の妻らしく、世界を優雅に旅して来たのであろうが。」
Ushiromiya Natsuhi,「…………朱志香が生まれる前は、主人は色々な国に私を連れて行ってくれました。嫁ぐまでは、一度も海外旅行をしたことがなかったので、どれも新鮮な体験でしたよ。」
{f:5:Beatrice},「……ふっ。そなたも、窮屈な家に生まれたらしいな？」
Ushiromiya Natsuhi,「……………………。…厳格でしたが、素晴らしい教育を施してくれましたよ。それを窮屈と呼んでは、お父様とお母様に失礼です。」
{f:5:Beatrice},「雄弁に窮屈であると語っておるわ。くっくっく。」
,蔵臼は、そんな夏妃を憐れんでくれたのかもしれない。
,あるいは、窮屈な右代宮家から少しでも隔離して羽を休めてやりたいと願ったのかもしれない。
,……あるいは、ただ単に、嫁を自分のよく知った国々に連れ回して知識を自慢したかっただけなのか。
Ushiromiya Natsuhi,「主人は、お父様と違ってアジアの国が好きで。香港、台湾、韓国にタイ。マレーシアも行きましたっけ。」
{f:5:Beatrice},「くっくくくく。蔵臼め、金蔵の西洋かぶれに反抗したつもりか。しかしアジアも良いぞ。日本人は丸ごと西洋かぶれだからな。外国と言えば西洋しか想像せん。西があれば東もあろうに。」
Ushiromiya Natsuhi,「私も、西洋の知識はそこそこにありましたが、東洋の知識はあまりなかったもので…。旅先で色々と主人にからかわれましたっけ。」
,疲れる旅行ばかりでした、と愚痴る夏妃の心を、こっそりとベアトは読心する。
Ushiromiya Krauss,「いいか。これはビンロウという。ここでは庶民的な嗜好品だ。」
,それは小さな丸い、瓜っぽい実を割って、胡瓜を挟んだような形状をしていた。
,一見すると、ピクルスのような味がするに違いないという印象を受ける。
Ushiromiya Natsuhi,「な、なるほど。これをかじれば良いのですか…？」
,夫が手に持つそれをかじろうとすると、蔵臼がそれをスイっと遠ざける。
,…まるで、エサに釣られた魚のような気持ちで恥ずかしい。
Ushiromiya Krauss,「まぁ待て。ビンロウには食べ方がある。確かにかじるのは正しい。かじる。モグモグと噛む。しかし食べてはならない。」
Ushiromiya Natsuhi,「えぇ？　かじって噛むのに、食べてはならないのですか？」
Ushiromiya Krauss,「うむ。かじって噛む。食べてはならん。そして汁も飲んではならん。胃を傷めるからな。」
Ushiromiya Natsuhi,「わ、わかりません…。どうしてそんなものを食べなければならないのです？？」
Ushiromiya Krauss,「ガムのようなものと思え。噛んで味を楽しむ。噛んだ屑と汁は、こうして紙コップに吐き出す。」
Ushiromiya Natsuhi,「……あ、あなた、お口の中が真っ赤ですよ…！　拭いて拭いて。……ひー！」
,蔵臼の口元を拭ったお気に入りのハンカチにも、真っ赤な跡が付く。
,食べても飲んでも毒で、しかも口の中がこんなにも真っ赤になって、その上、一度口にしたものを吐き出さなければならないなんて、みっともない！　……夏妃はそう思い、勧める蔵臼に固辞し続けた。
Ushiromiya Natsuhi,「いやですいやです、結構です結構です…！」
Ushiromiya Krauss,「こういうのは異文化体験だぞ。ここでしか出来ない体験をしなければ旅行の意味がない。」
,蔵臼は唇が真っ赤に染まるのも気にせず、もぐもぐとやって見せる。
Ushiromiya Krauss,「こいつは親父殿も好きでね。昔は取り寄せたのか、屋敷のテラスでも、モグモグやっていたものだ。夏妃が来てからは止めたようだがね。」
Ushiromiya Krauss,「ほら、君が私よりも尊敬する親父殿も愛用していたんだぞ。ほらほら遠慮なく試したまえ。」
Ushiromiya Natsuhi,「いやいや止めて止めて〜あなた〜〜！」
,……旅行中の蔵臼は子どもみたいに無邪気だった。
,普段、夏妃が金蔵へ捧げている尊敬を、隠すことなく嫉妬して見せる。
,そんな夫の一面が見れただけでも、異国にまで足を運んだ価値はあった…。
,蔵臼はなおも、かじれかじれとしつこく勧めたが、夏妃も負けじと逃げ回り、最後にはしつこいです！っと怒鳴りつけたのだった。
,バスの中で、蔵臼はずっとむくれていた。
,こんな程度で機嫌を損ねるなんて、子どもっぽい人。そう思って呆れた。
,そしたら、バス内の現地人ガイドが先程のビンロウを手にしていて、それの説明をしていた。
,この辺りでは古来から煙草のような扱いで愛されてきた嗜好品であること。
,夏妃がそうであるように、最近は若者に嫌われていて廃れつつあること。
,……そして、この辺りでは縁起物とされ、夫婦の象徴と呼ばれていること。
,夫の顔を見る。……ぷいと明後日の方を向くが、ちょっと頬を赤くしているように見えた…。
{f:5:Beatrice},「んで。夫の肩に身を委ねて、手なんか握っちゃったりしたわけかー！なぁんだ、そなたら夫婦、結構純愛ではないかー！　燃え上がっちゃったであろ〜？　その晩とかァン♪　きーっひっひっひっひっひ！！」
,真っ赤になって俯く夏妃は、照れ隠しのつもりなのか、パティスを丸ごと口に飲み込み、フグのような顔でもぐもぐとやっている。
,やはり茶菓はこれに勝るものなしっ。ベアトはそう言いながら満面の笑みで何度も頷くのだった…。
Ushiromiya Natsuhi,「もっとも、それも新婚の頃の話です。今は六軒島を出ることも出来ぬ身。籠の鳥ですよ。」
{f:5:Beatrice},「それを言うなら妾も同じよ。死ねども死ねども六軒島よりは逃げられぬ。籠の鳥は妾も同じだ。」
Ushiromiya Natsuhi,「あなたのことは知りませんし、詮索もしません。……しかし、軽んじれぬ境遇であったことは察します。」
{f:5:Beatrice},「牢名主を気取るつもりもないわ。同じ籠の鳥同士、せいぜい仲良くしようぞ。妾はそなたを気に入ったぞ。」
Ushiromiya Natsuhi,「そうですか？　ありがとう。」
{f:5:Beatrice},「この度の親族会議における使用人たちへの指示や采配は見事であった。金蔵が何時にどこにいて、何をして何を残したか。それらを、見事に共有させ、矛盾なく組み上げた。それらの緻密な計画書は高度な魔法陣のそれと同じ美しさがあったぞ。」
,夏妃は、金蔵が実在し、気ままに生活していることを装うため、金蔵の一日のスケジュールを緻密に書き上げ、それを使用人たちに徹底させたのだ。
,何時にどこで誰に会い、何を残したか。何時にどこで何をして、何を変えたか。
,その結果、親族たちはついに一度も金蔵の姿を見ていないにもかかわらず、その存在をまったく疑わなかったのだった。
,絵羽たちは、廊下を偶然通り掛った金蔵に、遺産の話を聞かれて憤慨されたと、本気で信じていた。
,全て、見事なまでに緻密な、夏妃の計画書どおり。そして、見事なまでに緻密な、使用人たちとの連携だった……。
Ushiromiya Natsuhi,「万一にも知られるわけにはいかぬ秘密ですので。念入りに策を練りましたから。」
{f:5:Beatrice},「その緻密さと意思が絶対の成功を呼ぶ。……どうやらそなたは、魔女としてはラムダデルタ卿の一派らしいな。それを魔法と自覚したならば、いつでも魔女見習いを名乗れるレベルだ。」
Ushiromiya Natsuhi,「それを魔法と呼ぶなら、熊沢辺りは差し詰め、仮病の魔女ですね。忙しい日に限って、腰痛で休むと連絡があります。毎年、親族会議の日にはいつもです。」
{f:5:Beatrice},「あー、熊沢は違う違う。もっともっと高位の魔女であるぞ。正体知ったら驚くぞー！　くーっくっくっく！」
,そんな二人の、のんびりとした語らいを眺めながら、紅茶の湯気をくゆらせる別の二人の姿もあった。
,もっとも、そこは黄金の薔薇の咲く、夏妃たちには見えざる世界だったが。
Ushiromiya Battler,「……ロノウェが気を利かせて、同じ、ディンブラとかいう紅茶を淹れてくれたぜ。」
{f:5:Beatrice},「……………………………ん…。」
,わずかにベアトが呟いた気がする。初めて、何かの意思を疎通できた気がした。
,きっと紅茶に興味を持って、飲みたくなったに違いない…。
,戦人はそう思い、ベアトのカップを取り、彼女の手を取ってカップを握らせる…。
{f:5:Beatrice},「……………ん、……………。」
,ベアトは瞳を悲しそうに震わせながら、指を振るわせる。
,まるで、自分の指さえ思い通りに動かせず、……かつて大好きだった紅茶を、自分の意思で楽しむことさえ出来ないことを悲しんでいる…。そう見えた…。
,だから戦人は、ベアトの手に添えて、そっと紅茶のカップを持ち、彼女の口元へ運ぶ……。
,……するとベアトは、…ほんの一口だったけれど、…それを啜った。
