Speaker,PC Japanese (JP)
Ushiromiya Rosa,「はいはい、今行きます。」
,クソ親父が早く来いと手を振っている。そろそろ行かないとな。
,同じ立ち話をするんでも、手荷物を部屋に置いてからでも遅くないはずだしな。
Gohda Toshiro,「それでは皆様、お泊りのゲストハウスの方へご案内させていただきます。どうぞこちらへ。」
,郷田さんが全員に呼びかけ、先導を始める。熊沢さんはしんがりだった。
,薄暗い森の中を、蛇腹になった捻くれた道が続く。わずかに登りになっていた。
,傾斜を少しでも感じさせないために道を捻ってあるんだろうが、俺的には潔く直線の階段か何かにしてもらった方が嬉しい。
,……絶対これ、勿体ぶって距離感を出すためにわざと道を捻ってあるぞ…。
,やがて石造りの庭園風の階段が見えてきた。
,…あぁ、この辺からは記憶がある。こいつを上がると確か…。
,石段の向こうに、美しいゲストハウスが見えてくる。
,その佇まいももちろん素晴らしいものだが、それ以上に、……その前に広がる美しい薔薇の庭園の美しさに心を奪われずにはいられなかった。
Ushiromiya Hideyoshi,「はぁ〜！　今年も相変わらず、大したもんや…。目の保養とはこのことやで…。」
,石段を登りきり、薔薇の庭園に迎えられた人たちは次々の感動を口にする。
Ushiromiya Eva,「今年は少し花に元気がないんじゃない？　やっぱり夏があまり暑くなかったせいかしら。」
Gohda Toshiro,「そのせいもあるかと思います。去年の咲きに比べると、今年は少々見劣るのが残念です。」
,とはいっても、それでも立派な薔薇庭園だった。６年前にも毎年、たくさんの薔薇が出迎えてくれたのを覚えている。
,…六軒島を訪れた人間を最初に歓迎するこの薔薇庭園は、毎年訪れている親族であっても、感嘆を漏らさずにはいられないのだ。
,その上、俺の記憶にある、６年前の庭園よりパワーアップしているように見えた。
Ushiromiya Kyrie,「いつ見てもすごいわね。自宅にこれだけの薔薇園があったら、さぞや素敵でしょうに。」
Ushiromiya Rudolf,「よせよ、誰が手入れすんだよ。薔薇は虫とか病気とか大変なんだぜ？」
Ushiromiya Rosa,「そうね。霧江姉さんは毎日、薔薇の手入れをしてて、虫が付かないようにしてるそうよ？」
Ushiromiya Rudolf,「え？　そうなのかよ、そんな話は知らないぜ？」
Ushiromiya Kyrie,「そうなんです。この人の場合は、薔薇の方から虫を求めて行っちゃうから、どっちかというと性質の悪い食虫植物ってところね。」
Ushiromiya Rudolf,「…あー、そういう話かよ。ったく、楼座、今日はそういう話は勘弁してくれよ。もうそういうのはすっかり足を洗ったんだぜ？」
Ushiromiya Rosa,「どうかしら。留弗夫兄さんは遺伝子的レベルでだらしないですし…！」
Ushiromiya Kyrie,「大丈夫よ楼座さん。あんまりおイタする薔薇なら、根元からチョンって切っちゃうから。」
Kumasawa Chiyo,「ほっほっほっほ…、物騒なお話ですねぇ。」
Ushiromiya Hideyoshi,「モテる男はいつもリスクと隣り合わせなんや。わしも来世じゃもうちょい美形に生まれたいもんやで〜！」
Ushiromiya Rudolf,「だから秀吉兄さん、モテてなんかないって。…霧江も物騒な話なんかやめろぃ。俺の薔薇が萎れちまったじゃねぇか。」
Ushiromiya George,「ほら、真里亞ちゃん来てごらん。こっちの薔薇は特に立派だよ。」
Ushiromiya Maria,「…薔薇が立派。…うー！」
Ushiromiya Battler,「ん〜〜、芳しい匂いだぜ。俺のエレガントさにぴったりだなぁ〜。」
Ushiromiya Jessica,「おいよせよ！　真里亞が真似してトゲで怪我するだろー！」
,キザったらしく薔薇の匂いを嗅ぐような仕草をして見せたら怒られた。
,…まさかなと思って振り返ると、真里亞が俺そっくりの真似をして、譲治の兄貴を大層笑わせていた。
Ushiromiya George,「ほら、真里亞ちゃん、気をつけて。薔薇のトゲは痛いよ。」
Ushiromiya Maria,「……うー？　…………譲治お兄ちゃん。この薔薇だけヘン。うー。」
Ushiromiya Jessica,「ヘン？　どうしたんだよ。」
,真里亞が一本の薔薇を指差す。すぐにその違和感はわかった。
,立派な薔薇たちの中で、その一本だけが萎れかけていたのだ。
,特別な理由があるわけじゃない。元気な薔薇もあれば萎れる薔薇もある。
,それだけのことなのだが、みんな元気なのに一本だけ元気がないというのが、真里亞にはとても気になるようだった。
,…多分、ある種の仲間はずれ的な感情を感じているに違いない。
Ushiromiya George,「この薔薇だけ元気がなくて、可哀想…？」
Ushiromiya Maria,「……うー。他はみんな元気なのに、これだけ可哀想。」
Ushiromiya Jessica,「まぁ、咲いたり枯れたりはそれぞれだからなぁ。一足先に萎れる代わりに、その薔薇は他のどの薔薇よりも早く開花できたんだと思うぜ？」
Ushiromiya Battler,「そうだよな。いっぱい咲いて、その役目を終えてお休みに入ったってだけのことだと思うぜ。そんなに気に病むことはねぇさ。」
Ushiromiya Maria,「………うー。」
,真里亞の無垢な感受性は、このぽつりと萎れる薔薇に何かの感傷を感じさせるらしい。
,理屈ではわかっていても、寂しさが拭えないようだった。
Ushiromiya George,「じゃあ真里亞ちゃん。帰るまでの間、この薔薇をお世話してあげるといいよ。」
Ushiromiya Maria,「うー？」
,譲治の兄貴は一度腰を上げると、ポケットをまさぐる。取り出したのは、機内で舐めていた飴玉の包み紙だった。
,それをこよりのように細くすると、目印をつけるようにその薔薇にやさしく縛り付けた。
Ushiromiya Jessica,「へー、なんだか可愛くなったね！」
Ushiromiya George,「これが、この薔薇の目印だよ。あとでお水とかをあげに来てごらん。薔薇さんもきっと喜ぶと思うよ。」
Ushiromiya Maria,「……うー！　お水とかをあげに来る！」
Ushiromiya George,「せっかくだから、この薔薇さんに何か名前を付けてあげるといいよ。そうすると、薔薇さんも喜ぶと思うし、真里亞ちゃんと心もきっと通い合うと思うよ。」
Ushiromiya Maria,「名前…？　名前…。……うー…うー…。」
,真里亞は腕組をしながら、相変わらずの仏頂面だけれども、真剣に悩み始める。
,少なくとも、傷心からはすっかり立ち直ったように見えた。さすがは兄貴だ。
Ushiromiya Jessica,「譲治兄さんって、昔っから包容力があるよな。尊敬するぜ。」
Ushiromiya Battler,「だな。人徳ってヤツだろ。後でツメの垢をもらってきてやるから一緒に飲もうぜ。」
Ushiromiya Hideyoshi,「この庭園は、お前が子供の頃にもこんなに立派だったんか？」
Ushiromiya Eva,「私が出てってからよ、こんなに立派になったのは。前の庭園の方が素朴で愛着があったんだけどねぇ。兄さんがちょっと悪趣味にいじり過ぎたのよ。前の方がずっとよかったんだから。」
Ushiromiya Hideyoshi,「絵羽、ポジティブシンキングやで！　昔は置いといて、今のこの美しさを愛でなあかん。その方が心が安らかになるでぇ。」
Ushiromiya Eva,「別にそんな意味じゃぁ。ただ私は、昔の方が素敵だった庭園をあなたにも見て欲しかったなぁってだけよぅ。」
Gohda Toshiro,「それでは皆様、よろしいでしょうか。そろそろお部屋の方にご案内いたします。」
,郷田さんがそろそろ良いかとみんなに声を掛けるが、一年ぶりの薔薇庭園にすっかり心を奪われてしまって、なかなか耳を貸そうとはしなかった。
,団体旅行じゃないから、厳しいスケジュールがあるわけじゃない。
,それに、親兄弟たちにとっては懐かしき実家の敷地内なので、誰かに促される義理もないのだろう。
,その辺りの事情を理解し、郷田さんは親たちが薔薇に飽きて部屋に案内してくれと言い出すまで、にこやかなまま待ち続けるのだった…。
Ushiromiya Hideyoshi,「おや…！　おおい！　嘉音くんやないか！　久しぶりやな、元気かぁ！」
,秀吉伯父さんが唐突に大声を上げた。
,手を振っている方を見ると、………小柄な少年がいた。
,郷田さんのような大柄の男を見た直後だと、その小柄さが一層際立って見えたかもしれない。
,少年は、手押しの猫車に園芸の道具などを積んで運んでいるところだった。
,自分が呼び止められたことを知ると、猫車を置いて帽子を取り、頭を下げた。
Kanon,「………………。………こんにちは。」
,…多分、俺より年下だと思う。雰囲気から彼も使用人であることがわかった。
,秀吉伯父さんの挨拶に応える形で挨拶を返してくれたが、本来は無愛想なのかもしれない。
,ちょっと感情の篭らない挨拶だった。
,俺らの関心が彼に移ったのに気付くと、郷田さんは少年の脇に行き紹介してくれた。
Gohda Toshiro,「戦人さま、ご紹介いたします。右代宮本家にお仕えしております使用人のひとりです。…嘉音さん、お客様にご挨拶を。」
Kanon,「………………初めまして。使用人の…………、嘉音（かのん）です。」
,やはり第一印象に違わず、無愛想というか、口下手だなと感じた。
,郷田さんが使用人として非常に洗練されていることと比べると、どうしても年齢相応の未熟さを感じてしまうのだった。
,郷田さんが、もう少し自己紹介はできませんかと小声で促しているが、嘉音という少年は俯くだけだ。
Gohda Toshiro,「嘉音さん。もう少し何か挨拶することはできませんか…？」
Kanon,「…………いえ。…………僕たちは、……家具ですから。」
,俺らに悪意があってそれ以上の挨拶を拒んでいる、というよりは、これ以上何を挨拶すればいいかわからず黙っているしかない、という風に見えた。
Ushiromiya Jessica,「あ、あー、嘉音くんは寡黙でさ、余計なおしゃべりはしない性分なんだよ。愛想は少し悪いけど根はいい人なんだぜ。誤解しないで…！
Ushiromiya Jessica,ここに勤めて３年になるっけ？　確か郷田さんより１年長いんだよな、嘉音くん？」
,別に悪い印象を持ったわけじゃないのに、朱志香が慌ててフォローしてくれる。
,…なるほど、普段から無愛想で損をしているらしい。
Ushiromiya Battler,「そっか、よろしくな。俺は戦人！　１８だけど、君はいくつだい？」
Kanon,「………………………。」
,答えるべき質問かどうか、値踏みするような沈黙。…これまた先に朱志香が教えてくれた。
Ushiromiya Jessica,「えっとえっと…！　確か、私たちの２つ下だから、…１６だったよなー？」
Kanon,「…………はい、…そうです。」
,できることなら年齢を打ち明けたくなかったという風に見えた。
,年齢を話したくないのは、それを理由に見下されるかもしれないからだ。
,…俺も同じくらいの歳の時、大人に歳を聞かれるのが嫌いだった気がする。
,…なるほど、１６か。その辺が微妙な年頃かもしれねぇな。…だとしたら悪いことを聞いちまったぜ。
Ushiromiya Battler,「へっへ〜、近い歳で嬉しいぜ！　気さくに戦人って呼んでくれよな！　俺も君のことは嘉音って呼ぶぜ！」
Kanon,「………ありがとうございます。お気持ちだけで結構です、…戦人さま。」
,朱志香が勝手にあわあわしてる。嘉音くんの拒絶的な返事に俺が印象を悪くしているものと思っているらしい。
,まぁ女の朱志香には、この辺のむずかる男心はわかるまいよ。
,俺はほんの２年だが青年時代をリードしている先輩として、そこら辺を理解してやることにする。
Gohda Toshiro,「嘉音さん、もう少し愛想よくはできませんか？　笑顔も使用人の義務ですよ？」
Kanon,「……………申し訳ありません。…努力します。」
Kumasawa Chiyo,「ほっほっほ…。郷田さん、嘉音くんもいろいろ頑張ってるんですよ、ねぇ？」
,無愛想な点はよく注意されることらしい。そして一向に改まらないことでもあるようだ。
,郷田さんは営業スマイルのままだったが、諦めの小さな溜め息を漏らす。
Kanon,「……それでは、まだ仕事がありますので。………失礼します。」
,これ以上、この場で沈黙を守ることは嘉音くん自身にとっても居心地の悪いものらしい。
,もう一度ぺこりと頭を下げると踵を返し、猫車を押し始めるのだった。
,すると突然、猫車がぐらりと転んで積荷を散らしてしまった。
,猫車のひとつしかない車輪が小石でも噛んだのでバランスを崩してしまったのだろう。
Gohda Toshiro,「何をしてるんですか…、ささ、早く片付けて…！」
,お客様の前で無様な姿を見せるのは使用人の恥だとでも言わんばかりに、郷田さんが小声で急き立てる。
,嘉音くんも、言われなくてもわかってるとばかりに、無言で落ちた荷を猫車に積み直す。
,シャベルなんかの園芸道具は軽そうだからいいが、一抱えもあるような肥料の袋を持ち上げるのには苦労しているようだった。
Ushiromiya Jessica,「大丈夫かよ、そそっかしいな。ほら。」
Gohda Toshiro,「お嬢様、お召し物が汚れます。ここはお任せ下さい。」
,朱志香が拾ったシャベルを、郷田さんは優雅な仕草で取り上げる。
,その背中では、肥料の袋に難儀している嘉音くんの姿があった。
Ushiromiya Maria,「……うー。お召し物が汚れる？」
Ushiromiya Battler,「安心しろよ、俺が着てるのはそんなお上品なものじゃねぇぜ。
Ushiromiya Battler,それによ、俺はレストランで、落ちたフォークをウェイトレスに拾わせるってやつが大嫌いなんだ。」
,俺は他にも転がる肥料を抱え上げる。決して軽くはなかったが、俺にとっちゃ朝飯前だ。
,嘉音くんは驚いた目を向ける。まさか客人に手伝ってもらえるとは思わなかったって顔だ。
Kanon,「…………ば、戦人さま…。結構です…、僕が全てやりますので…。」
Ushiromiya Battler,「気にすんなぁ！　こう見えても鍛え方が違うぜ！　へへん！」
,嘉音くんはまだ成長期前って感じで、少々ひ弱そうな体つきだ。
,ちょいとこの重さは堪えるのかもしれない。
Ushiromiya George,「結構重いね。嘉音くんが苦労するのも無理はないよ。嘉音くん、気にしないで。」
Ushiromiya Battler,「これぞ俺の見せ場さぁ。これでさっきの船の分はチャラだよなぁ？」
Ushiromiya Jessica,「は！　この程度のことじゃ、さっきの大騒ぎが帳消しになるもんかよ！　あっはっはっは！　嘉音くんにも後で教えてやるよ、戦人ったら面白ぇんだぜ！」
Ushiromiya Maria,「落ちるー落ちるー！！　うーうーうー！！！」
,そんな風にしている内に、積荷は全て元通り猫車に積みあがる。
Kanon,「…………お見苦しいところをお見せして、申し訳ございませんでした。」
Gohda Toshiro,「ささ、もう結構ですよ。行ってください。」
,もてなすべきお客にみっともないところを見せてしまったのは使用人としては恥ずべきことなのだろう。
,退場を急かす郷田に促され、嘉音くんは去っていった。
Ushiromiya Eva,「郷田さんもいじめ過ぎよぅ。意地悪言わないであなたも手伝えばよかったんじゃない？」
Gohda Toshiro,「…これは至りませんで。誠に申し訳ございませんでした。」
,郷田さんは笑顔を寸分歪ませることもなく、優雅に謝罪の言葉を口にするのだった。
Ushiromiya Hideyoshi,「嘉音くんもえぇところはぎょうさんあるんやで。ただ、若いんかのぅ、色々と損をしとる。勿体無いわ。」
Ushiromiya Rudolf,「気難しい年頃さぁ。そっとしといてやれよ。使用人は寡黙なくらいが丁度いいさ。なぁ熊沢さん。」
Kumasawa Chiyo,「ほっほっほっほ、留弗夫さまは手厳しゅうございますこと！　私ほど使用人で寡黙な者はおりませんとも、えぇ！」
,その白々しい言葉にみんなは思わず苦笑いを漏らす。本人だって夢にもそう思ってなんかいない。だから、場を和ますために言ってくれたのだ。
,なるほど、熊沢の婆ちゃんってこういうキャラだったんだな。
,ちょっと硬くなっていた雰囲気は、熊沢さんのカラカラとした笑いでみるみる晴らされていった。
Ushiromiya Kyrie,「そろそろ荷物を置きたいわね。郷田さん、部屋割りはどうなってるのかしら？」
Gohda Toshiro,「昨年と同じになっております。さ、ご案内いたします。どうぞこちらへ。」
,俺たちは瀟洒で小綺麗なゲストハウスへ向かう。ここが、一泊の間の俺たちの仮の宿になるのだ。
Kanon,「……………………………………。」
,客人一行がゲストハウスに入っていくのを、嘉音は垣根越しに見送っていた。
,それから、猫車に積まれた、あの重い肥料の袋に目を落とす。
,脳裏に過ぎるのは、さっきのミスの時。体躯の大きい戦人が、自分が満足に持ち上げられない袋を、さも軽そうに持ち上げて見せていた。
,その好意が、嘉音に何の感傷を与えているのか、傍目に理解することはとても難しかっただろう。
,でも、そのうな垂れた後姿を見る限り、そっとせずにはいられない何かを感じさせるのだった。
,…ぽつりと独り言が零れる。でもそれは、呟いた自分の耳にすら届かないほどの小さなもの。
Kanon,「……………僕だって、………………………。」
,嘉音はうな垂れ、下唇を小さく噛むのだった…。
Ushiromiya Battler,「薔薇の庭園は記憶にあったんだけどよぅ…。このゲストハウスっつーのは記憶にねぇなぁ。これ建てたのは最近か？」
,門柱らしきものに「渡来庵」と記されているが、みんなはゲストハウスと呼んでいたので俺もそれに習った。
,薔薇の庭園を見下ろすように立つ真新しい洋館は、庭園との調和を大切にした見事なデザインだった。
Ushiromiya George,「正解だよ。建ったのはつい一昨年さ。それ以降は、僕たちはこっちに泊めさせてもらってるんだよ。」
Ushiromiya Jessica,「へへ、年季の入ったボロ屋敷よりこっちの方が好評みてぇだしな。私も自分の部屋をこっちに持ちたいぜ。」
Ushiromiya Maria,「うー！　真里亞も持ちたい！　持ちたいー！」
,…俺の家も裕福な部類に入るだろうが、本家に比べたらまったくの庶民だなぁと思う。
,年に何度も訪れない客人のために、こんな立派なゲストハウスを建てちまうってんだから、その富豪っぷりには驚かされるさ。
Gohda Toshiro,「絵羽さま、秀吉さま。こちらのお部屋をお使い下さいませ。留弗夫さま、霧江さまはこちらのお部屋をお使い下さいませ。」
Ushiromiya Eva,「やっぱりここは綺麗で上品でいいわね。洋風って本当に素敵だわぁ。」
Ushiromiya Hideyoshi,「ほんの２〜３日なら洋風もええやろが、ずっといて落ち着くのは断固和風やで！　日本人は畳みの上が一番くつろげるんや。」
Ushiromiya George,「…はは、新しい家を和風にするか洋風にするかで喧嘩してね。お父さんが和風で着工させたのを母さん、まだ根に持って、よく言い合いをするんだよ。」
Ushiromiya Jessica,「譲治兄さんのところは両親仲が良くて羨ましいぜ？　うちなんか冷め切ったもんさ。そのくせ、私の成績の話だけは連帯しやがる。」
,部屋はみんなツインらしい。お陰で、家族とかいう理由でクソ親父と同じ部屋を強制されずに済むのはありがたいことさ。
,親父たちだって、俺なんかがいたら、よろしくできないだろうしなー、いっひっひ。
Ushiromiya Kyrie,「何、気持ち悪い顔で笑ってんのよ。どうせ下世話なこと考えてるんでしょ。」
Ushiromiya Battler,「いっひっひっひ〜！　下世話なぁんてと〜んでもないぃ！　どうぞごゆっくりお過ごし下さいませぇ〜！
Ushiromiya Battler,あいててててッ！　痛ぇよクソ親父！」
,またしても後から親父に耳をつねり上げられる。
Ushiromiya Rudolf,「馬鹿なこと言ってんじゃねぇ。俺ぁ、胃がキリキリ痛み始めててとてもそんな元気は湧かねぇぜ。今回はお前が主賓だろうが。せいぜい、親父や兄貴たちに可愛がられろよ。
Ushiromiya Rudolf,　……親父の前では言葉遣いにだけ気をつけろ？　あの人、本ッ当にシャレが通じねぇからなぁ。……朱志香ちゃん、我らが当主さまのご機嫌は最近どうなんだ？」
Ushiromiya Jessica,「…んー……、去年から相変わらず、かな。……余命３ヶ月、余命３ヶ月って割には相変わらずピンピン、カリカリ、イライラしてるって話です。」
Ushiromiya Rosa,「今年も相変わらず不機嫌、ってわけね。……お守りができるのは相変わらず、源次さんだけなの？」
Kumasawa Chiyo,「お館様も、源次さんにだけは心を許しておいでのようです。私たち下々では、近頃はお目通りすらなかなか叶わず…。」
Ushiromiya Jessica,「また書斎に閉じこもって、怪しげな黒魔術三昧じゃねえのかな。何をやろうとてめぇの趣味だから構わねぇけど、臭いが立ち込める系は勘弁してほしいもんだぜ。…ついでにそのまま書斎から永久に出てくんなってんだ。へへへ！」
Ushiromiya George,「年長の人にそんな言い方をするもんじゃないよ。右代宮家を復興させてくれた大恩人なんだから、もっと感謝しないと。」
Ushiromiya Jessica,「ん、…まぁ…。……ごめん。」
,譲治兄貴にたしなめられては、朱志香も暴言を撤回するしかない。
,右代宮家は大富豪だが、ってことはやはり世間とは完全にズレてる曲者ぞろいだ。
,その頂点に立つ右代宮家当主、つまり俺たちの祖父さまは、その中でも特に曲者で恐ろしいお人らしい。
,さっき親父が、胃がキリキリして…と言ったが、それは今日ここに来ている大人たちの率直な気持ちだろう。
,孫である俺たちがきゃっきゃと遊んでいるのが、さぞや羨ましいに違いない。
,親父に聞かされた話じゃ、何でもかんでも鉄拳制裁で、娘であろうと木刀で容赦なく打ち据える暴力当主だったそうだ。
,そんだけの硬派さがあったら、息子たちの名前ももう少し硬派にしたらどうだよ。
,お陰で孫まで迷惑してるぜ。
,……まぁそのおっそろしいイメージには違和感は寸分もない。
,俺も何度も会った記憶はないが、非常に気難しそうな顔をした祖父さんで、いっつも鋭い眼光で周りを萎縮させていたっけ。
,祖父さんがいる時の張り詰めた空気は、窒息しかねない辛いものだったことも思い出す。
,今頃になって親父の、今回はお前が主賓という言葉が重みを持って蘇る。
Ushiromiya Battler,「………６年前は俺も小学生だったが、さすがに今は高校生だ。失礼のある態度なんか取ったら、大変なことになるかもしれねぇなぁ。…怖ぇ怖ぇ。」
Ushiromiya George,「確かに強面だけど、そんなに硬くなるほど怖い人じゃないよ。決して理不尽なことは言ってないもん。口下手なだけでちゃんと筋は通す人だよ。」
Ushiromiya Jessica,「譲治兄さんは昔から成績優秀で一族の鑑じゃねぇかよ。私たちとじゃ祖父さまの待遇が全然違うぜ！
Ushiromiya Jessica,私なんか木刀で引っ叩かれたことあるしよー。尻だぜ尻！　それも乙女の生尻をよー！」
Ushiromiya George,「朱志香ちゃんは本家の跡取り娘だもん。お祖父さまも特に目をかけてくれてるんだよ。その厳しさは期待の気持ちの裏返しだと思わなくちゃ。」
