Speaker,PC Japanese (JP)
,普段は走るような人ではないので、何かあったのかと思うのが正常な感覚だが、…今は誰もがショックに打ちひしがれていて、その程度のことを気には留めなかった。
Kumasawa Chiyo,「……あ、あの、…奥様、…奥様………！」
Ushiromiya Hideyoshi,「夏妃姉さんなら、お父さんのところへ行ったで。すぐ戻ってくるやろ。…どないしたんや、熊沢さん。」
Kumasawa Chiyo,「そ、それが、………食堂に、……血が…、……血が……！」
,　客間にいた全員の耳がびくりと震える。
,誰もが思った。…聞き間違えであってほしいと。
,……どんな器にだって入る限界の量があるように、…もうこれ以上の惨劇を受け容れることのできる器など、誰にもなかった。
,だから思った。聞き間違えであってほしいと……。
Ushiromiya Hideyoshi,「な、……何やて、……食堂…？」
Kumasawa Chiyo,「朝食の準備に…、食堂に配膳に行ったら…、……あわわわわわ…わわ…。」
,真っ先に走ったのは譲治だった。その荒々しい足音に我に帰った秀吉と南條が後を追う。戦人たちもそれに続く。
,彼らは次々に食堂に飛び込むが、熊沢が真っ青になるほどの変化は見つけられなかった。
,…あの倉庫の凄惨さを知る者たちにとって、それは一瞬、拍子抜けだった。
,だが、後から来た熊沢が指差して教えてくれた。……確かに、床に血の跡が残っていたのである。
,…あの惨状を思えばそれは決して派手ではない。…しかし冷静に考えたなら、これは相当の出血を物語るのに間違いなかった。
Ushiromiya George,「…………ここにも血溜まりがあるよ。…………これは一体……。」
Nanjo Terumasa,「……だいぶ、時間が経っているように見えますな…。……おそらく、昨夜……ここで殺されたんだと見て良いでしょう…。」
Ushiromiya Hideyoshi,「そ、そういうことになるんやろな…。…わしらは昨夜はずっと食堂で話し合いをしとった…。そして、ここに何者かが押し入ったに違いない…。」
Ushiromiya George,「父さんたちが打ち合わせを抜けて休んだのは何時だっけ……？」
Ushiromiya Hideyoshi,「…うむ…。昨夜の２４時を少し過ぎたくらいの頃や…。……だから、…その後に、…と考えるんが妥当やろな…。」
Ushiromiya Jessica,「………マジかよ…。………勘弁してくれよ………。」
Kanon,「お嬢様、……しっかり……。」
Ushiromiya Battler,「…へへへへ…。…俺はもう、さっきの倉庫でこの世の地獄ってヤツを拝んじまったから、今さらこのくらいじゃ堪えねぇぜ…。」
Ushiromiya Jessica,「……そうかよ、良かったな…。私は頭がどうにかなっちまいそうだぜ…。……ここは食堂だぜ？　私は毎日ここで食事をして、学校のことをぼやいたり、宿題のことをぼやいたり、……親父に学校の成績の話をされたり、……そういうところなんだぜ……？」
Kanon,「…………お嬢様。これ以上、ここに居るのはよくありません。…客間へ戻りましょう。」
Ushiromiya Battler,「俺も同感さ…。………秀吉伯父さん！　この部屋は多分、警察にとって重要な意味があると思います。俺たちが踏み荒らしちまうのはマズイじゃないんすか？」
,真っ青になって震える朱志香の肩を、嘉音と共に抱き、戦人は少しだけ力強い声で提案する。
Nanjo Terumasa,「………戦人さんの言う通りですな。この部屋にこれ以上、好んで居続けることはありますまい。」
,南條が全員の蒼白な顔を見て言う。
,……あの倉庫の惨状は、この世のものとは思えないものではあっても、少なくともこことは離れた場所で、切り離して逃げてきたという気持ちで誰もが自分を納得させていた。
,……でもこの食堂は違う。
,母屋である屋敷の中にあり、…そして朱志香の言う通り、この屋敷の中でも心落ち着く場所のひとつだったはずだ。昨日、親類みんなでランチやディナーを楽しんだ場所だ。
,……そこが、血で汚されていることの衝撃は、倉庫の惨状を再び思い出させ、自分たちが決して惨劇現場から逃れてはいないことを無理やり認識させるのだ……。
Ushiromiya Hideyoshi,「…うむ。わしも同感や…。この部屋には犯人の痕跡が残ってるかもわからんしな！
Ushiromiya Hideyoshi,素人のわしらがかき回すべきとちゃうで。…早ぅ出るんや。早う早ぅ！」
,秀吉も戦人の言う意味を理解し、急き立てるように食堂から出ろ出ろと叫ぶ。
,…これ以上、血を見るのは今の自分たちには酷に過ぎることなのだ。
,その言葉に逆らう者はいなかった。皆、先を争うように食堂を後にする。…………まるで、最後の人はこの部屋に取り残されて閉じ込められてしまうかのように…。
,廊下で、未だ震えて壁にもたれかかる熊沢に肩を貸すと、一同は客間に戻ってきた。
,…そこへ源次が戻ってくる。
Nanjo Terumasa,「……おお、源次さん。警察に連絡はつきましたか。」
Ronoue Genji,「………………それが、申し訳ございません。…無線機の故障か、それ以外の理由によるものかわかりませんが…、」
Ushiromiya Hideyoshi,「何や…、警察に連絡がつかんのか…！！　電話も無線もどっちも駄目なんか！」
Ronoue Genji,「…申し訳ございません。月曜の朝に船が来ることになっていますので、その船の通信機を借りることができると思います。」
Ushiromiya Hideyoshi,「この島には船はないんか？！　新島の警察署までちょっくら行ってくることはでけんのか！」
Nanjo Terumasa,「…秀吉さん、この天気では無理だ…。少なくとも、台風が通り過ぎるまではどうにもなりません。」
Ronoue Genji,「蔵臼さまのボートは今、修理中で島にありません…。ですので、月曜の船を待つ他ないかと……。」
Ushiromiya Hideyoshi,「そ、そんなアホな話があるか…！　６人も死んだんやで！！　そして電話も無線も通じず、船もない！　台風が過ぎて船が来るまで…、つまり明日の朝までわしらは警察にも連絡できず、この島におれっちゅうことなんか？！」
Ushiromiya Battler,「………ってことはつまり。……俺たちだけじゃなく、…伯父さんたちを殺した犯人も、この島から出られず、足止めってことだな…。」
Ushiromiya George,「……そういうことになるね。……みんなを殺した犯人は、まだこの島にいる。」
Ushiromiya Jessica,「お、……親父たちを殺したヤツは、この島から逃げ出せず、まだ潜んでやがるってことかよ…。……くそ、くそくそくそ！！　見つけ出してやるぜ、警察になんか引き渡すもんか！！
Ushiromiya Jessica,私がこの手で八つ裂きにしてやる…！！！　ううぅうぅぅ！！！」
Ushiromiya Maria,「………………………………。」
,真里亞はようやく、客間の様子がおかしいことに気付く。
,…おかしいというよりは、彼らが自分だけがわからない何かで盛り上がっていることに対し疎外感を感じ不愉快に思った、という方が正しいだろうか。
Ushiromiya Maria,「………うー。…朱志香お姉ちゃん。誰か死んじゃったの？」
,本当にきょとんとした言い方。…まるでテレビドラマの登場人物の話をしているように他人事だった。
,…それが朱志香には気に入らなかったのだろう。
,……これほど悲しみに暮れる自分を見てそれが理解できないのかと言わんばかりに、真里亞に食って掛かる。
Ushiromiya Jessica,「死んじまったぜ、みんなみんな！！　私の親父も、戦人の父さんと母さんも！！　郷田さんも紗音も！！　そして真里亞の母さんも！！」
Ushiromiya George,「よすんだ、朱志香ちゃん…！！　悲しいのは君だけじゃない…！」
Nanjo Terumasa,「…真里亞さん…。ショックだろうが聞いてください。……あなたのお母さんがな…。……死んでしまいました。」
Ushiromiya Maria,「…………ママが死んじゃった？　……うー…？」
Ushiromiya Battler,「……あぁ、誰かに殺されちまった。…悲しいだろうがよ、心をしっかり…、」
Ushiromiya Maria,「……………………何人、死んじゃった？」
Ushiromiya Jessica,「６人だぜ！！　６人だッ！　……くそくそくそ！　あんな残酷なことしやがって！！　程ってもんがあるだろうがよ、人間ならよ…！　誰だか知らねぇが、犯人は人間じゃねぇぜ！！　血の色が赤いわけがねぇ！！」
Ushiromiya Maria,「…………うー。犯人は人間じゃない。…＊が選んだ＊＊なだけ。」
Ushiromiya Battler,「え？　……………おい真里亞、今、何て言った？」
,今、真里亞は何か言ったが、それが、会話の流れから想定される単語から大きくかけ離れていたため、一瞬、意味を理解できなかった。
,それをもう一度聞きなおそうとした時、客間の入り口で夏妃伯母さんの大きな声が突然聞こえて驚かされた。
,祖父さまのところへ行っていた夏妃伯母さんと絵羽伯母さんが戻ってきたのだろう。
Ushiromiya Natsuhi,「無線でも連絡できない？！　………こんな時に使えなくて、何のための防災無線ですか！」
Ronoue Genji,「……………申し訳ございません。毎年、保守点検はさせているはずなのですが…。」
Ushiromiya Eva,「ほら、光をチカチカさせるみたいな船舶信号ってあるじゃない？　そういうので向こうの島に連絡することはできないのかしら？」
Ronoue Genji,「……そのような設備はございません…。…申し訳ございません…。」
,そこへ、朝食を載せた配膳台車を押す熊沢がやって来る。……あの食堂で食事などできるわけもないため、秀吉が客間へ運ぶよう指示したためだ。
Ushiromiya Natsuhi,「なぜ朝食をこちらに？」
Ushiromiya Hideyoshi,「……あぁあぁ、夏妃さん…、それは後で話す。それより絵羽、お父さんはどうなんや。」
Nanjo Terumasa,「ご一緒でないところを見ると、………このような事態になっても、部屋から出ませんか…。」
Ushiromiya Eva,「いないわ。……部屋は空っぽだったのよ。」
Ushiromiya Hideyoshi,「なんやて…。こんな時にどこ行ったんや…！」
Kanon,「…………お館様が、書斎を出られたというのですか…？」
Ushiromiya Natsuhi,「…そうです。私も驚いています…。いつの間に部屋を出たのやら……。あなたたちに心当たりはないのですか？」
,夏妃はそう言い、源次と嘉音を見る。
,…片翼の鷲を許された直属の使用人なら行きそうな場所を知っているのではないか、ということだろう。
,………しかし、実際は逆のようだった。…金蔵のことを知り尽くしている彼らだからこそ、むしろ部屋を出ることの方がありえない、という顔つきだった。
Kanon,「………僕たちにも、見当がつきません。」
Ronoue Genji,「…ご存知の通り、お館様はあの書斎の中に、お休みの場所からご不浄まで全てを設けさせました。お館様があの部屋をお出になることなどよっぽどの事がない限り、考えられません。」
Ushiromiya Hideyoshi,「…………となると、…何や。その“よっぽどの事”があった、って考えるのが自然だっちゅうことになるんか…！」
Ushiromiya Natsuhi,「まだそうと決まったわけではありません！  
Ushiromiya Natsuhi,とにかく気まぐれな方ですから、現状をご存知なく、おひとりで散歩をされている可能性もあります。……仮にそうだとしたら、一刻も早く、現状をお知らせして、ご指示を仰がねばなりません。」
Ushiromiya Eva,「……そうねぇ。………考えたくはないけど、…お父様の身に何かあったのかもしれないしねぇ…？」
Ushiromiya Natsuhi,「そのような不吉なことは考えたくもありません…！」
,６人が無惨な死体で発見され、金蔵の姿が見えない。その上、電話は故障し、無線も通じず、警察にも連絡が取れない。
,…台風も明日には去り、船も来てくれるらしいが、……それまでこの島は、外部の誰にも頼れず、そして誰も逃げ出すことができないということだ。
,誰もがあまりに突然の惨劇に、冷静さを失っていた。
,…重苦しい沈黙と焦燥感。…何かをしなくてはならないのに、何も思いつかず、ある者はイラつき、ある者は頭を抱えるだけ。
,………誰にも、…今、この六軒島で何が起こっているのか説明することはできなかった……。
,その後、熊沢さんが作ってくれた朝食を、客間でぼそぼそと食べた。
,もちろん、あんなことがあった直後だ。誰だって食欲などわかない。
,…でも、食べなければ体が参ってしまうのは理屈でわかっている。…それに作ってくれた熊沢さんにも悪い。
,郷田さんが、凝りに凝った料理のために取り寄せただろう珍しい西洋野菜は、熊沢さんによって、和風に料理され、違和感のある彩りとなっていた。
,これらの材料によって、郷田さんがどんな料理を作るつもりだったのか…。今となっては想像することもできない。
,それを想像すれば、郷田さんの死に様が再び蘇り、口の中が酸っぱい何かで満たされる…。
,みんなは一応、食べるふりだけするのだが、箸が進むはずもなかった。
,そして、現状についての周知が行われた。
,まず、……蔵臼伯父さん、ウチの親父、霧江さん、楼座叔母さん、郷田さんに紗音ちゃんの６人が、薔薇庭園の倉庫で無惨な死体となって発見されたこと。
,にもかかわらず、電話も無線も使えず、警察への連絡が未だできないこと。
,……つまり、ってことはこの台風が通り過ぎるまで、俺たちにできることは何もないってわけだ。
,さらに、この事態に少しはリーダーシップを発揮してくれるかと期待した祖父さまはいつの間にかいなくなっていた。
,……郷田さんが朝食を作らなかったのだから、未だ空腹なはずで、単にぶらりと散歩に出ているだけなら、今頃空腹で向こうからぴーぴー言ってくるはずだ。
,にもかかわらず、現れない。
,……事件に巻き込まれた可能性は少なくなかった。
,夏妃伯母さんたちは、祖父さまを呼びに行った帰りに、その姿を探して各階に声を掛けたそうだが見つけられなかったという。
,…タイミング的に考えて、事件に関係があると考えるのが妥当だろう。
,食堂で殺されたと思われるうちの親父たちが、わざわざその遺体を倉庫に移されていたように、祖父さまもすでに殺されていて、その遺体が妙な場所に運び込まれていて、未だ発見されていないだけ…、というのは誰も口にしないが、非常に説得力のある想像だった…。
Ushiromiya Natsuhi,「私たちは、お屋敷の戸締りを確認してきます。お父様も念入りに探さなければなりません。子どもたちはこの部屋を出ないように。
Ushiromiya Natsuhi,絵羽さんと秀吉さんは、申し訳ありませんが、ここで子どもたちと一緒にいてください。南條先生もお願いいたします。」
Nanjo Terumasa,「…わかりました。ここでお待ちしています……。」
,夏妃伯母さんは、使用人たち、源次さんと熊沢さんと嘉音くんを従え、客間を出て行った。
,残ったのは、絵羽伯母さんと秀吉伯父さん。南條先生と、俺たち子ども４人の合計７人だった。
Ushiromiya Hideyoshi,「みんなで仲良く、テレビでも見て待ってよな。しっかし、日曜日の午前中はロクな番組やっとらへんなぁ。」
,秀吉伯父さんは暗くなった場を盛り上げようと、陽気そうに振舞う。
Ushiromiya Maria,「うー。ロクな番組、見る見る。うーうー！」
Ushiromiya Hideyoshi,「おう、そうか。真里亞ちゃんはテレビ見るか。じゃあ伯父さんと一緒に見ようなぁ。」
,乗ってきたのは真里亞だけだった。
,…真里亞は母である楼座叔母さんが殺されたと教えられえても、特に感情のゆらめきを見せなかった。
,…真里亞の９歳という年齢は、こんなにも幼いものだったのだろうか……。
,周りはとてもそういう気分になれず、各々がソファーに身を沈めて放心するのだった…。
Ushiromiya Battler,「…………兄貴。聞いていいか？」
Ushiromiya George,「…何だい？」
Ushiromiya Battler,「……さっき倉庫で。兄貴は紗音ちゃんの指輪の話をしたよな。……あれ、贈ったのは兄貴か？」
,譲治の兄貴は応えなかったが、俯き、固く両目を瞑った。……それ以上明白な答えはなかった。
Ushiromiya Jessica,「よせよ戦人。……少しは察しろよ。」
Ushiromiya Battler,「……だな。悪ぃことを聞いたぜ。」
Ushiromiya George,「……………そうさ。僕だよ。………彼女に、昨夜、求婚したんだ。…その時、指輪を渡した。……明日になったら、それを好きな指にはめて、返事としてくれって、……はは、キザったらしいことを言ってね。」
,……そして、その指輪は、……紗音ちゃんの左手の薬指にあった。
Ushiromiya Jessica,「…………………私さ。…数年前から、紗音に相談を受けてたぜ。…譲治兄さんのことでさ。」
Ushiromiya George,「……何て言ってたのかな。」
Ushiromiya Jessica,「……………紗音は嘘をつくのが下手だったからよ。譲治兄さんのことを言っているのはすぐにバレバレでさ。
Ushiromiya Jessica,……………自分は、…使用人の身分だけど、親しくしてもいいのだろうか、とか。……男の人の好きそうな物は何かとか、どういう服を着たら喜ぶかとか、そんなことを色々とさ。………………なんつーのかその、まぁ妬けたぜ。」
Ushiromiya Battler,「………それが、婚約指輪を渡されて、そこで、……おしまいかよ。」
Ushiromiya Jessica,「……価値観は人それぞれだけどよ。……男から求婚されるってのは、………ある意味、人生の到達点なんだと思うんだよ。……だからきっと。昨夜の紗音は、心の底から、……いや、生まれてから今までの中で、一番幸せだったと思うぜ…。」
Ushiromiya George,「……………………………………。」
,…譲治の兄貴は顔を上げず、深い溜め息を漏らす…。……あるいは、涙を滲ませているのか。
Ushiromiya George,「…………紗音は昨夜、ゲストハウスの当番だったらしいんだ。……でも、…紗音は僕と一緒にゲストハウスに帰るのを恥ずかしがって、……お屋敷に行ってしまった。」
Ushiromiya Jessica,「……紗音の気持ちを察しろよ。…婚約指輪をもらえば、どんなに予告されてたって普通は舞い上がっちまって頭は真っ白になっちまうぜ。……気恥ずかしくて仕方なかったんだろうよ。」
Ushiromiya George,「……それで紗音は、…………当番でないはずのお屋敷へ行き、…そこで郷田さんの仕事を手伝い、……………事件に巻き込まれてしまった………。
Ushiromiya George,僕が、…あの日、あの場所で、……指輪なんか渡さなければ……、紗音は、……紗代は、……事件に巻き込まれなかったんだ…！　…ううぅうぅぅッ！！」
Ushiromiya Battler,「兄貴。それだけは違うぜ。断じて違う。……だから、それ以上泣くんじゃねぇ。」
Ushiromiya George,「………………ぅうぅぅぅ…。」
Ushiromiya Eva,「戦人くん。そっとしてあげなさい。」
,絵羽伯母さんに言われ、俺はそれ以上、言葉をかけるのをやめる。
,…慰めの言葉は、間違えれば心を傷つける。朱志香が兄貴の隣に座り、静かに肩を抱いていた。
,………兄貴と紗音の馴れ初めからを知り、紗音から交際についての相談まで受けていたという朱志香にしか、…兄貴を慰めることはできないだろう。
,俺は、絵羽伯母さんのところへ行き、向かいのソファーに腰を下ろした…。
Ushiromiya Eva,「戦人くんは強いわね…。もうだいぶしっかりしているように見えるわよ。」
Ushiromiya Battler,「…まぁその、ほら、愛の深さが傷の深さじゃないっすか。俺は別にあんなクソ親父、どう死のうが知ったことじゃないし。…霧江さんは気の毒ですが、…まぁ本当の親ってわけじゃないですしね。」
Ushiromiya Eva,「あらぁ。というわりにはさっき、すっごく大泣きしてたわよぅ？」
Ushiromiya Battler,「まぁ、育ての親に対する恩は、あのくらい泣けばＯＫかと思いまして…。へへへ…。」
Ushiromiya Eva,「………その辺の切り替えの早さやドライな辺りは、本当に留弗夫譲りね。…あの子は昔から激しく喜んだり悲しんだり怒ったりしたけれど、すぐにケロリと平静を取り戻したわ。」
Ushiromiya Battler,「……そんなことはないっすよ。俺だって、まだまだ心のショックから立ち直れちゃいません。…ただ俺がみんなと違うのは、…それによってどういう感情が生み出されるかってことだと思います。」
Ushiromiya Eva,「どういうこと？」
,俺は譲治の兄貴や朱志香に比べたら、ずっと涼しそうに振舞っている。
,…それは悲しみが浅くて、もう立ち直ったからではない。悲しみが、別の感情に徐々にすり替わっていったからだ。
Ushiromiya Battler,「…………悲しい、ってよりは、………腹立たしいって気持ちなんすよ。どこのどいつがこんなことをしやがったのか。…横っ面に一発お見舞いしてやらないことには腹の虫が治まらねぇんです。」
,それが、俺の本音だった。このまま悲しみに暮れて膝を抱いているだけじゃ、自分を許せないのだ。
Ushiromiya Battler,「……親父たちが殺されて以降、この島は台風に包まれたままです。……つまり、これだけの上等をキメてくれやがった野郎は、まだこの島の中にいるってことです。」
Ushiromiya Eva,「そういうことになるわね。………今も暗い森のどこかに身を潜めているのかしら？」
,………よく似た話題を、…昨夜、ここで霧江さんとした気がする。
,そうだ。昨日の晩餐の席でベアトリーチェを名乗る手紙が現れて、……１９人目の人物は果たして存在するのか否か、という話をした時だ。
Ushiromiya Battler,「絵羽伯母さん。………この殺人、…昨夜のベアトリーチェの手紙と何か関連があるんでしょうかね。」
Ushiromiya Eva,「…あぁ、例の？　…………さぁ、どうかしらね。あの手紙は、お父様が遺産問題に絡みたくて出した怪文書という見方で兄弟は一致したんだけれども。………それと今朝の事件に関係があるかは、今の段階ではわかりかねるわね…。」
Ushiromiya Battler,「あの手紙、ホントにベアトリーチェなんて魔女が真里亞に渡したんすかねぇ。」
Ushiromiya Eva,「まっさかぁ。全部、お父様の仕組んだ茶番でしょう？　紗音ちゃん辺りに肖像画のドレスを着させて、真里亞ちゃんを騙したんでしょ？　お父様らしい、手の込みすぎた悪戯だと思うけどぉ？」
Ushiromiya Battler,「………昨夜、霧江さんと、ベアトリーチェは実在するんだろうかって話をしたんすけど、霧江さんも俺たち１８人の中にベアトリーチェがいるだろうと言ってましたね。」
Ushiromiya Eva,「そんなの当然じゃない。この島には、私たちしかいないのよぅ？　なら私たちの中の誰かがベアトリーチェを騙ったに決まってるじゃない。」
Ushiromiya Battler,「この島には俺たち以外はいない、っすか…。」
Ushiromiya Eva,「当然でしょ？　私たち以外の誰がここにいるって言うの？　この島には私たちしかいない。１８人しかいない。…なら、ベアトリーチェを騙るのも１８人の中の誰かしかいないじゃない。」
,霧江さんが“チェス盤をひっくり返して”至った１９人目の否定。
,絵羽伯母さんは、そこまで理論立てて至ったわけではなさそうだが、意見だけは同じようだった。
,…ただ、だとすると、非常に嫌な話になる……。
,ベアトリーチェの手紙の時には誰かのいたずら程度で済ますことができた。
,…しかし、１９人目を否定した場合、話はそれだけでは済まなくなる。
,………つまり、
Ushiromiya Battler,「…１９人目がいないなら。……親父たちを殺した犯人も、１８人の中にいるってことになっちまうじゃないっすか。………つまり、今この屋敷にいる誰かが殺したってことになる…！」
Ushiromiya Eva,「…………………………………。」
,絵羽伯母さんは意味深に笑う。
,…それは伯母さんにとって、当然かつもっとも最初に気付くべき結論のようだった。
Ushiromiya Eva,「犯人は倉庫の中に６人の遺体を運び込んだわ。でも、よく倉庫の中に運び込めたわよね？　あのシャッターは常に閉められていて、施錠されていたそうよ？
Ushiromiya Eva,つまり、倉庫内に運び込むには、シャッターの施錠を開ける必要があった。…わかる？」
Ushiromiya Battler,「……たまたまその日、シャッターが開けっ放しになってた可能性は？」
Ushiromiya Eva,「使用人たちは常に閉めていると言ってたわ。つまり、鍵を使用人室から持ち出さなくては、倉庫は絶対に開けられない。」
Ushiromiya Battler,「鍵は使用人室の１つしかないんすかね…。」
Ushiromiya Eva,「源次さんはそうだと言ってるわ。ということは、犯人はそのたった１つの倉庫の鍵の在り処を知っていて持ち出した。
Ushiromiya Eva,さっき、嘉音くんが使用人室に鍵を戻すところを見たわ。壁にびっしりと鍵が掛けられていて、とても素人にはどこに何が掛けてあるのかわからなかった。犯人は、その中から倉庫の鍵を見事選び出したのよ？
Ushiromiya Eva,しかも、札も何も付いていない鍵を手にして、薔薇庭園裏にある倉庫の鍵だと理解した。…ついでに言うと、倉庫の場所すら理解していた。………もっとはっきり断言するわ。犯人は使用人室の内部にも熟知している。」
,それは非常に単純明快な話だった。
,……遺体が薔薇庭園のどこかの茂みにでも放り込まれていたなら、まだ理解は容易だった。
,しかし、たった１つしかない倉庫の鍵は使用人室にあり、しかも大量の鍵と一緒にしまわれており、素人目にはとても判別できない。
,となると、普段、使用人室に出入りしていて、鍵の所在などについて熟知している人間が犯人ということになる。
,…使用人室には普通、家人だって入らない。……ということは…………、
Ushiromiya Battler,「………ってことは、………使用人の誰かが、……犯人………。」
Ushiromiya Eva,「悪いけど、それ以上は伯母さんも言えないわよ。……でも、ひとつだけ教えられることがあるわ。」
Ushiromiya Battler,「……何すか。」
Ushiromiya Eva,「犯人、……うぅん、犯人たちは複数で、そして充分な武装をしていたと考えられるわ。だってそうでしょう？
Ushiromiya Eva,　食堂にいた兄さんたち４人を一度に襲って殺し、合計６人分の遺体を、遥々と薔薇庭園の向こうの倉庫まで運んで、悪趣味な化粧と落書きを施してる。……これだけのことを単独犯で行えるはずもないでしょう？」
,道理だ。時間さえ掛ければ１人でも不可能ではないだろうが、それではあまりにも手間が掛かる。
,少なくない人数が関わったと考えるのが妥当だろう。
Ushiromiya Battler,「……………ひゅぅ。ってことは絵羽伯母さんは、……、使用人の人たちがみんなグルだろうって言ってんすか。」
Ushiromiya Eva,「静かになさいな？　憶測で言っちゃ悪いわよ。
Ushiromiya Eva,……それに、もし本当にそうだったらどうするつもり？　彼らは私たちを生かして帰さないでしょうねぇ。しかも、兄さんたち４人をやすやすと殺した相手なのよ。
Ushiromiya Eva,今、この部屋に残っていて、まともに戦えそうな人間は、うちの家族の３人にせいぜい戦人くんで４人ってところ？　状況は昨晩と何も変わらない。……つまり、犯人にとって、残る私たちを皆殺しにするなんて簡単なことなのよ。」
,俺は、親父たちを殺した犯人を、警察よりも早く暴きたいと思い、こうして絵羽伯母さんと推理ごっこをしていた。
,…もし見事犯人を看破できたなら、その証拠を突きつけたかった。
,……そうすれば、よくある探偵映画みたいに、犯人は観念して降参すると思い込んできた。
,しかし、犯人が降参するのは、抗っても無駄だからという前提があるからだ。
,今この島で起こっている事件の犯人たちは、無力どころか、島に残った人間全員を皆殺しにすることすら可能かもしれない。
,…しかもこの島は台風によって切り取られた巨大な密室で、殺す時間も、そして何かの工作や偽装をする時間も、明日までたっぷり丸一日ある……。
,つまり、今の俺たちはまだ推理ごっこに興じられるような安全圏にはいない…。
,それどころか、犯人たちが機嫌を損ね、再び大量殺人を繰り返すかもしれない恐怖に怯えていなければならない段階なのだ…。
Ushiromiya Eva,「…まぁ、あくまでも可能性の問題よぅ？　……でも私は、使用人の人たちをまだ信用できないわね。それに、私は使用人だけを疑ってるわけじゃないわ。さらに黒幕がいるかもしれないと思ってるわよ？」
Ushiromiya Battler,「黒幕？　ほぅ…、どうしてっすか。」
Ushiromiya Eva,「勘よぅ。……使用人は書いて字の如し。誰かに使用されて手足となる存在よ？
Ushiromiya Eva,殺されたのは右代宮家の親族ばかり。なら、その結果で利害が発生する人間が関わるのは当然。」
,これまた単純明快…。
,右代宮家では今まさに、祖父さまが死んだら遺産の分配はどうするかなんて話の真っ最中だ。
,古典の推理小説で使い古された典型的な設定なら、これは間違いなく遺産問題に絡む右代宮家縁者の犯罪…。
,多分、伯母さんもその辺りの小説をいくつか読んだことがあるのだろう。
,……絵羽伯母さんの理論は、やや決めつけっぽいところはありながらも、誰もが至る考えである王道的なものだ。
,恐らく、至る筋道は違っても、最終的にはほとんどの人間が使用人たちを疑うことになるだろう。
,特に、シャッターの鍵を巡る話は、使用人の誰かが事件に関わっていることを濃厚かつ容易に疑わせる…。
Ushiromiya Battler,「…………………だぁから、…なぜか気に入らねぇんすよねぇ。」
Ushiromiya Eva,「気に入らないって、何の話ぃ？」
Ushiromiya Battler,「いえいえ、こっちの話っす。いっひっひ！」
,俺はおどけながら誤魔化すが、自分の中の違和感をどうしても拭えなかった。
,……あまりにも至る推理が安易だからだ。{i:誰でも至れる推理}。…それがどうしても納得できねぇ。
,…霧江さんに習った“チェス盤をひっくり返して”の考え方だと、……だからこそ、使用人が犯人ということはありえないと思うのだ。
,本当に使用人たちが犯人なら、自分たちの縁のある場所には遺体を隠さない。
,自分たちが鍵を管理する薔薇庭園の倉庫などもってのほかだ。
,警察は真っ先に鍵の管理方法などで追求してくるだろう。
