Speaker,PC Japanese (JP)
,……これで確信する。確実にこの封筒は、差出人に返送されることを目論んでいるのだ。
,中身もまったく同じ。
,暗証番号と銀行の本店を記した手紙。磁気カード。ナンバープレート付きの鍵。
,ナンバープレートの刻印はＡ１１３。……南條の息子に送られた鍵と連番になる。
,恐らく、金庫の中には同じようにジュラルミンケースがあり、１億円の現金が詰められているのだろう……。
Kumasawa Sabakichi,「……死んだお袋が冥土から送ってきたような気がしてねぇ。中身もよくわからんし、薄気味悪いんで、ずっと放ったらかしにしてて、今日まですっかり忘れてたんですわ。
Kumasawa Sabakichi,……お嬢さんはこれが何か、ご存知なんですかね？ひょっとして、あんたんとこにも同じものが…？」
Ushiromiya Ange,「…………………………………ぅ。」
Mammon,「……どうしたんです、縁寿さま。」
Sakutarou,『うりゅ…、頭痛？頭痛…？！』
Ushiromiya Ange,「…………ごめん、頭が痛い……。……刺さってる…、………知っている……。」
Sakutarou,『知ってるって、何を……？』
Mammon,「まさか、……この封筒、……縁寿さまのところにも…？」
,………思い出した……。……思い出した……！！
,私のところにもおかしな封筒が届いたんだ…、１２年前に…！！
,家族を全て失い、塞ぎこんでいた。…でも、本当におかしな郵便物だったので、わずかに記憶に残っていたのだ。
,それは、出した覚えもないのに、自分が差出人になっているおかしな郵便。
,宛先の住所は忘れたが、宛先人は右代宮留弗夫。私のお父さんになっていた。
,死んでしまったお父さんからの手紙だと思って、中を開けたら、よくわからない鍵とかカードが出てきて、困惑したのを覚えてる。
,私はがっかりし、それをどこかに放り出してしまったはず…。
,あの封筒はどこにやってしまっただろう？あの後のゴタゴタでどこかに紛失してしまっているだろう。
,今となっては、その内容を確かめる術もない。
,しかし、何となく察しはつく。
,……きっと中身は同じ。暗証番号のメモと鍵とカードが入っていたに違いないのだ……。
Ushiromiya Ange,「……ベアトリーチェ……。……これは何のつもりよ…？　あいつは、全ての遺族にこんなふざけたカネをばら蒔いたというの？　………死んだ後も愚弄するなんて、……許せない………。」
Sakutarou,『うりゅ…、うりゅ……、縁寿………。』
,さくたろがおろおろする。……その心配そうな顔を見ているうちに、少しずつ興奮は冷めて行った…。
Ushiromiya Ange,「ごめんなさい…。ベアトリーチェ憎しは今に始まったことじゃないわ。……あの６歳の日に、もうすでにあの魔女と縁があったことに、驚きと怒りを感じただけよ…。」
Mammon,「………この１２年間。縁寿さまはずっとベアトリーチェさまの呪縛に捕らわれてきた。…これがその、まさに呪縛の証となるのかもしれません。ですが、どうかしっかり。それを打ち破るための旅でもあるはずです。」
Ushiromiya Ange,「そうね……。頭に血を上らせたって、何の役にも立たないわ。冷静に考えなくちゃ。………これはどういうことなの？　遺族に１億円をばら蒔く意味は何？挑発だとでも言うの……？　ベアトリーチェめ………。」
Sakutarou,『縁寿……、落ち着いて……。……うりゅ……。』
,さくたろが、私のお腹に顔を埋めながら、冷静になるよう促す。
,……私はもう一度深く深呼吸し、思考を働かせた。
Ushiromiya Ange,「………この封筒の送付はつまり、ベアトリーチェによる事件の、計画性を裏付けるものかしら。」
Mammon,「消印は親族会議の直前。そして、わざと時間を掛けて返送されてくるように仕組まれている。」
Sakutarou,『……事件の後に届くようにしたかった、ということかな……？』
Ushiromiya Ange,「うん。そうなるわ。………でも、少し疑問もあるの。なぜこんな不確実な方法で？」
Mammon,「不確実？」
Ushiromiya Ange,「えぇ。だって、何日で郵便が戻ってくるかなんて、事前には想像もできないじゃない。……郵送先の郵便局が調査し、送付先不明と判断し返送するまでの期間なんて、普通は想像も出来ない。」
Sakutarou,『そう言えばそうだね……。ちゃんと到着の期日を決めて、そういう郵便で出した方が確実なのにね……。うりゅ…。』
Mammon,「……まぁ、でも。前日に投函したんなら、どんなに早く戻ってきても、きっと月曜日以降の到着になったでしょうし。死者からの手紙を気取りたかったんじゃないかしら。」
Ushiromiya Ange,「……死者からの手紙、か。
Ushiromiya Ange,……確かにね。あれは驚くし、嫌な気持ちになるわよ。……死んだ家族の名前が表に大きく書かれている郵便物が、物々しい付箋付きで郵便受けに放り込まれているんだから。
Ushiromiya Ange,……でも、私は何か腑に落ちないわ。私だったら期日指定郵便にする。ひょっとしたら、想定しない日に届くかもしれないという不安定さが、私にはどうしても理解できないの。」
Sakutarou,『…………………うりゅ。……でも、確かにそういうの、ベアトらしいかなって思う。』
Ushiromiya Ange,「え？　あなた、ベアトのことわかるの？」
Sakutarou,『……ちょっとしかお話したことないけど。……でも、ベアトならこういうことをするかなぁってのが、何となくわかるの。
Sakutarou,………マモンも、何となく想像がつかない？　ベアトって、こういう悪戯、好きだよね？』
Mammon,「………………。………確かにそうかも。……ベアトリーチェさまなら、死者からの手紙、みたいな悪質な悪戯は、やりかねないと思います。」
Sakutarou,『うぅん、それだけじゃなくて。………絶対確実な方法じゃなくて、ちょっぴり不確実な方法の方を、ベアトリーチェは面白がるの。』
Ushiromiya Ange,「………不確実な方法を、面白がる…？」
,真里亞お姉ちゃんの日記を思い出す…。……ベアトリーチェと遊んだ記述も結構ある。
,その中でベアトは真里亞と一緒に、親族の大人たちに何かの悪戯を仕掛けることがたまにあった。
,しかしその悪戯は、いつもちょっとした魔女の美学があった。
,それは、………不確実である方が面白い、というものだ。
,ある日、真里亞お姉ちゃんたちは、持参したゼンマイ式の小さなミニカーを悪戯に使うことにした。
,ミニカーをバックさせると車輪のゼンマイが巻かれ、放すと勢い良く走り出すという、当時流行った玩具だ。
,そのミニカーを、ゼンマイを巻いた状態でミルクポットの影に置いた。
,……つまり、ミルクポットを持ち上げると、勢い良くミニカーが走って飛び出し、相手は驚くという悪戯だ。
,この悪戯に誰かが引っ掛かって欲しいと、お姉ちゃんとベアトは、物陰からずっと大人たちのティータイムを見守っていた。
,誰が引っ掛かるかと楽しみにしていたが、とうとう誰も罠のミルクポットを手に取らず、悪戯は不発に終わってしまった……。
,その時、「絶対に誰かが引っ掛かる場所に仕掛ければ良かった」とぼやくお姉ちゃんに、ベアトはこう言ったらしい。
,「誰が引っ掛かるかわからず、引っ掛かるかどうかさえわからない罠の方が、ハラハラして面白い」と言うのだ。
,……絶対に引っ掛かる罠では、確かにそういう興奮はないかもしれない。
,……そういう記述は複数箇所あり、ベアトリーチェという魔女は、わりとランダムなスリルを好む気まぐれな性分があることが推察できた……。
,気まぐれとは、何とやりにくい相手なのか。１２年前の魔女が何を企んでいたのか、……チェス盤が引っ繰り返せない。
,縁寿は、それらを吟味しながら、そわそわと視線を躍らせた。
,すると、ふと壁に興味を示す。そこには、写真の入った額がたくさん掛けられていた。
,それらは熊沢家が親族で集まったり、遊びに行ったりした時の記念写真が多く、熊沢を写したものも多かった。
,今にも、ほっほっほ…、と快活な笑い声が聞こえてきそうになるその笑顔。
,……遠い記憶だが、確かにこんな雰囲気の元気のいいおばあちゃんだったことを覚えてる…。
Ushiromiya Ange,「熊沢さんは、事件の直前に変わった様子はありましたか…？」
Kumasawa Sabakichi,「いいやぁ。いつも通りに見えたなぁ。……親族会議はぴりぴりするから、辛い辛いと漏らすのはいつものことでしたし。」
Ushiromiya Ange,「…………？　……これは？」
,たくさんの額の中に、人物写真ではないものが含まれていた。
,それは洋館か何かの扉かレリーフを拡大して撮影したものだった。
,……特に面白い被写体にも見えず、むしろなぜわざわざ撮影したのかが気になった。
,近付いてみると、ペンで何か文字が記されているのに気付く。
Kumasawa Sabakichi,「……あぁ、それはお袋の形見分けでもらってきた写真ですわ。多分、例の黄金伝説に関係したヤツではないかと。」
Ushiromiya Ange,「魔女の碑文ですか？　１０ｔの黄金の隠し場所を示すと噂される…。……熊沢さんも挑んでおられたんですね。でも、これは碑文じゃない。……初めて見るものです。」
,洋館風の扉の上にアーチがあり、そこにレリーフがある。そこに英文が刻まれていて、写真はそれを捉えたものらしい。
,ペン書きは、それを訳したもののようだった。
Ushiromiya Ange,「…………………。“この扉は千兆分の一の確率でしか開かない。あなたは千兆分の一の確率でしか祝福されない”。………知らないわ。こんな文章、碑文にもお姉ちゃんの日記にも出てこない。」
Kumasawa Sabakichi,「お袋の遺品の中に、碑文の謎解きに挑戦してると思われる写真やノートが、結構出てきたんですわ。
Kumasawa Sabakichi,お袋も案外、そういうのが好きだったんだなぁ。何でも１０ｔの金塊が隠されてたって噂だ。そりゃあ、お袋も夢中になるはずですわ。」
,真里亞お姉ちゃんの日記帳にも魔導書にも、魔女の碑文についての記載はある。
,曰く、黄金郷の扉を開く儀式であり、ベアトリーチェ復活の儀式であり、ベアトリーチェ継承の儀式であり。云々。
,興味深いのは最後の、継承の儀式、という行だったろうか。
,ベアトリーチェが言うには、もし魔女の碑文を解き明かすことが出来たなら、１０ｔの黄金と右代宮家の家督だけでなく、自らの魔法の力と名前、黄金の魔女の称号までもを引き継ぐという。
,魔女の碑文は、当時の右代宮家では、解けた者を次期当主に選ぶために当主金蔵が用意した難解なクイズ、という認識だった。
,しかしマリアージュ・ソルシエールの解釈では、その出題者はベアトリーチェ自身で、自らの後継者を選び出すための出題でもあったという。
,……両者の解釈は細部で微妙に食い違っている。
,いずれにせよ、その物騒な内容は血生臭い連続殺人を想起させ、２本のボトルメッセージは双方ともそれに沿った事件を描いている。
,魔女の碑文を、１２年後の今であっても解くことが出来たなら、当時の何かの陰謀を解き明かすことが、出来るのだろうか……。
,私も何度か挑戦したが、さっぱり意味がわからなかった。ウィッチハンターたちも大勢が挑戦しているらしい。
,私の読んだ本にも、江之浦漁港説とか、ラプラタ川説とかが登場する。
,しかし、いずれの説も決定的ではない……。
Ushiromiya Ange,「他にも資料が？」
Kumasawa Sabakichi,「あると思うけど、兄弟で適当に分けたからなぁ。誰が何を持ってるやら、さっぱりですわ。申し訳ない。」
Ushiromiya Ange,「………この、熊沢さんが撮影した英文だけ読むと、滅多に開かれない開かずの扉という印象を受ける。
Ushiromiya Ange,……でもこれは屋敷の何処かしら。光の具合から、屋外みたいだけど。……熊沢さんは、この中にその黄金が隠されていると睨んでたのかしら。」
Kumasawa Sabakichi,「さぁ。いずれにせよ、六軒島の屋敷のどこかでしょうな。……お袋の預金口座には、残念だが、黄金を発見したと思えるようなお金は入ってませんでしたよ。うはははは、さすがに見つからんかったんでしょうなぁ。」
,……１０ｔの黄金を金蔵に授けた、黄金の魔女ベアトリーチェ。
,即ち、魔女こそが黄金の真の所有者。
,右代宮家の莫大な財産の全ては、ベアトリーチェこそが所有者なのだ。
,その莫大な富を持つ魔女が、あの日の六軒島の人間を皆殺しにし、…戯れかのように遺族に大金を送りつける。
,……何が死者からの手紙だ。これは、死者への冒涜。
,私は再び確信する。……あの日に島で死んだ家族は、死んで成仏などしていない。
,今も魔女に捕らわれ、永遠に冒涜されながら苛まれ続けているのだ……。
,縁寿が最後に訪れたのは、住宅地と小売店が混在する地域の、マルフク寝具店というを掲げた一軒の店だった……。
,そこには、当時、六軒島への連絡船の船長をしていた男が住んでいた。
,……かつては海の男として活躍した彼も、大きな病気をして体調を崩してからは引退し、息子夫婦の家で世話になっていた…。
Captain Kawabata,「よーく覚えてる…！　あんた、まだこんなに小さかった。立派になったな…！そして、さぞや辛かっただろう。お前さんの気持ち、よくわかるぞ…！」
,元船長は、引退の理由が何だったかよくわからないくらいに元気だった。
,記憶も鮮明らしく、１０年以上前のことをよく覚えており、当時の縁寿のことさえも記憶しているようだった。
,話が弾み、縁寿としてはとても助かったが、……同時に、最後の親族会議のこともよく覚えていて、船上の戦人の“落ちる落ちる騒ぎ”のことまでも詳細に記憶していたことは、逆に縁寿には辛かった。
,当時もだが、現在も六軒島に渡る公的移動手段は存在しない。
,渡航には、船の所有者に個人的に頼む必要があった。
,六軒島への船は今だ手配が出来ず、彼に断られたら、六軒島への渡航はもはや絶望的と思われた……。
Captain Kawabata,「わかってる。今、あの島に行きたがる船なんぞ、簡単には見つからんだろ。……今じゃ六軒島と呼ばず、古い名前の悪食島と呼ぶ者までおる。この辺りの船乗りじゃ、首を縦には振るまいな。」
,元々、漁民たちの間では六軒島は不吉の島と恐れられていた。
,そして、１２年前のあの事件で、それは頂点に達した……。
,彼らは海を尊敬し、畏怖し、そして信心深い。呪われた島に船を出そうとする船乗りはほとんどいなかった。
,その為、ウィッチハンターの多くは六軒島へ渡ることが出来ず、せいぜい、島の周りを周遊するのが限界だった。
,……皮肉にも、そのせいでますますに六軒島の神秘性が増し、彼らが喜ぶようなおかしな魔女話が増殖する結果となるのだが…。
Ushiromiya Ange,「………船は、出してもらえるでしょうか。」
Captain Kawabata,「うむ。明日だけ返してもらう約束になっとる。最近はエンジンがだいぶご機嫌斜めらしいがな。かっ飛ばしてやるわい！」
,元船長は、明日、前職に復帰し、六軒島まで船を出してくれることを約束してくれた。
,これで、六軒島への渡航手段は確保できた。新島で出来ることは、これで全てだろう。
,あとは、明日。六軒島で、……１２年前に遡る旅は、終点を迎える。
Sakutarou,『よかったね…。これで島へ行けるようになったね…。』
Ushiromiya Ange,「そうね。……船を見つけるのは難しいと聞いていたから、船長が協力的で助かったわ。」
Mammon,「………縁寿さまほどではないにしても。船長にとっても１２年前の事件は、未だ抜けない棘なんでしょうね。」
Sakutarou,『……うりゅ。……船長さんも、心の整理がつかなかったんだね。ずっと。』
Mammon,「そりゃそうでしょ。……約束通り１０月５日に、あのじいさんが船を出してくれれば、大勢が助かった可能性がある。ちょっと風が強いからといって、船を渋らなければ…。」
Sakutarou,『うりゅ…、そんなこと言っちゃ駄目だよ…。船長さんもそれを今日まで、ずっと苦しんできたはずだよ……。』
,１０月５日は、まさに台風の真っ只中だったそうだ。
,船長に言わせると、１０月４日に六軒島へ向かえば、確実に台風に閉じ込められることはわかっていたという。
,しかし彼らは、予め決定された親族会議の日付に強く固執した。
,……無理もない。親族の誰もが過密なスケジュールを持ち、予め日程を調整した上で親族会議に訪れている。
,台風が近付いているから翌週に変更、と簡単には言えない事情もあっただろう。
,……船長の責任ではない。
,しかし、台風のせいにしてしまえるほど、彼は無責任ではなかった、ということかもしれない。
,確かに船長はマモンたちの言うとおり、ずっと１２年前を引き摺ってきたに違いない。
,……そして、最後の右代宮一族である私を島に送り届け、それを無事に連れ帰ることで、過去に決着をつけようとしているのかもしれない…。
