Speaker,PC Japanese (JP)
,姉だけでなく、妹もまた、……この謎が解ける道理はない、という意味……。
,ベアトは頭を振って、その意味を頭から追い出す。
{f:5:Beatrice},「私は、諦めません…。………あの密室は、心を急速に蝕みます…！　一刻も早く助け出さなければ、………戦人さんの心が壊れてしまうッ。」
{f:5:Beatrice},「…………無論、妾も知恵を貸すことは厭わぬ。……しかし、妾とてあの密室は見当もつかぬのだ…。」
{f:5:Beatrice},「私たちで知恵を出し合えば、それはきっと、一なる私たちが至るのと同じ答えのはずっ。……どうかお姉様も諦めずにお知恵をお貸し下さい…！！」
{f:5:Beatrice},「………どうして、あの戦人のためにそこまでせねばならぬのかは、相変わらずわからぬが、……いいとも。他ならぬ自分自身の頼みである。妾も知恵を絞ろうぞ……。」
Zepar,「ご覧、フルフル。二人のベアトが一緒に考えているよ。」
Furfur,「………あの二人は本当に、戦人を救い出せるのかしら。」
Zepar,「救い出せるさ！　愛の奇跡さえあればね…！！」
Furfur,「そうね、ゼパル！　愛の奇跡さえあれば絶対に！」
Zepar,「……ねぇ、フルフル。僕たちが、あの密室を解くヒントを与えてるって、気付くと思う……？」
Furfur,「…………………………………。」
,二人のベアトは、額を寄せ合い、……頭を痛めながら懸命に、……戦人を救うための妙案を探している。
,睨み合って決闘の方法について真剣に協議する４人のことは、まったく見えないようだった……。
Furfur,「…………気付くわ。愛があれば、絶対に。」
,彼女らは、恋愛を司る悪魔。愛は、一なる元素。全ての奇跡の源泉。
,……愛の奇跡は、密室トリックに答えを、与えられるのか……。
Ushiromiya Ange,「また出たわ、“愛がなければ視えない”。……そのキャッチコピーが、概念的なものとしては通用するのも理解するわ。でも、密室トリックは情愛のカケラの一切混じらない、純粋かつ冷酷な算数パズルよ。………一体、この悪魔たちは、何をヒントだと語っているの…？」
{f:5:Featherine},「……私はすでにある答えを持っている。……この悪魔たちの発言は、それが正しいことをさらに教えてくれている…。」
Ushiromiya Ange,「はいはい、あんたは凄いわ。いつだって勝手に正解がわかってる。そして私には一言も教えてくれないんだわ。……観測者ルールに則るなら、あんたがそれを私に教えない限り、あんたは正解がわかったフリをしてるだけの、嘘吐きの可能性もあるってわけだわ。」
{f:5:Featherine},「ふっ、………はっはははははははははは。……やはり、口の悪い巫女は良い。良いぞ、人の子よ。私にとっては、巫女の皮肉や雑言は神楽と同じ……。」
Ushiromiya Ange,「あぁ、本当にイラつくご主人様だわ。………お兄ちゃんの馬鹿、…どうしてあんな密室を、……自ら……。」
{f:5:Featherine},「考えるがいい、人の子よ。……考えるのは、物語の中の人物だけの仕事ではないぞ。……朗読者のそなたにも、思考を楽しむ権利がある。……私はそれを見るのが、楽しい。」
Ushiromiya Ange,「……賭けてもいいわ。あんた、前の巫女には絶対、愛想を尽かされて逃げられたんだわ。」
{f:5:Featherine},「私を詰って楽しむもよし。二人のベアトとともに、悩むもよし。……そなたが考えぬ限り、物語は進まぬぞ。」
Ushiromiya Ange,「どうしてよ。私は朗読者でしょ？　ただ黙々と読み進めればいいだけの話でしょ。」
Hachijo Tohya,「………いいえ。……考えて欲しいのです。読み手の、あなたにも。」
Ushiromiya Ange,「………！　なるほど、……あんた、つくづく嫌な作家ね。」
,縁寿の読む原稿は、無論、まだ物語の途中だ。……しかし、あと数枚で終わってしまう。
,続く物語の原稿は？　まだまだ続くはず。
,相応の原稿の束が、まだあるはず……。
,それは、別の茶封筒に入って、………八城の手元にあった。
,八城は、にやにやと笑いながら、その厚みある茶封筒を振る。……続きが読みたければ、言うことを聞け、ということらしい。
Amakusa Juuza,「クール……！　これはお嬢が一本取られましたぜ？　はっははははははははは、あっはっはっはっはっは…！」
,ここまでタダで読ませておいて、……いよいよ面白くなってきたところでお預けとは。その悪徳商法ぶりに、堪らず天草は笑い転げる。
Hachijo Tohya,「あなたなりの、意見が。……推理が欲しいのです。……それを先に私に話してくれたら、……この続きの原稿をお渡ししましょう。」
Ushiromiya Ange,「馬鹿にしてるわ。こんなふざけた真似をされてまで、あんたの言いなりになると思う…？」
Amakusa Juuza,「お嬢、まままま、落ち着いて。俺も先が読みたいですから、頭を冷やして下さいって。」
Amakusa Juuza,「……八城先生、原稿の続きですが、……密室トリックの答えや、……いろんな謎の真相も書かれているんですよね？」
Hachijo Tohya,「もちろん。………もっとも、何も考えぬ思考なき者が読んでもわかるようには書いてありませんが…。」
Ushiromiya Ange,「……あんた、いつか熱烈な読者に、裏切られたーって刺されるわよ。」
Hachijo Tohya,「それをわかっているから、人前に出ないのですよ。人の子よ。」
Amakusa Juuza,「とにかく、八城先生はこう仰いたいわけだ。……まずは答えを聞かせろ。答え合わせはその後だ、と。」
Hachijo Tohya,「……その通りです、青年。………意地悪がしたいのではない。…本当の意味で、物語の結末をしっかりと理解してほしいから尋ねているのです。」
Ushiromiya Ange,「天草、……あんた、すっかり楽しんでるでしょ。……あぁ、そういえばあんたは、テレビのクイズ番組とか、めちゃくちゃ大真面目に挑戦してたもんね。……なるほど、人生をあんたの方が私より、数段楽しんでるみたいだわ。」
Hachijo Tohya,「さぁ、……戦人を密室から出す、奇跡のトリックを。……どうかあなたも考えて下さい。考えた者にこそ、……いえ、考えた者にしかこの続きを与えたく、ないのですから…。」
,魔女たちの大聖堂で、……いや、まともなことが行なわれた試しがないのだから、伏魔殿と呼ぶべきだろうか…。
,完全な勝利を収めたヱリカは、深い余韻に浸りたくて、……この広大な聖堂を独り占めして、体の火照りを冷ましていた。
,すると、……独り占めしていたと思っていたバルコニーに、人影が見えた。
,それは…、ラムダデルタだった…。
Furudo Erika,「……ラムダデルタ卿でしたか。こんなところにお一人でいらっしゃるとは、お珍しいです。」
{f:5:Lambdadelta},「………あぁ、あんた。……大勝利、おめでとう。………ふふん、おかしいわね。あんたには前回もそんなことを同じ場所で言った気がするわ。」
,それは本来、嫌味のはずだ。……しかし、今の上機嫌なヱリカには、それすらも賛辞に聞こえるのだった。
Furudo Erika,「さっき、……ちらりと聞こえてしまったのですが。」
{f:5:Lambdadelta},「……何？」
Furudo Erika,「ラムダデルタ卿も、………かつて、どこかの大魔女のゲーム盤で、駒と弄ばれ、無間地獄に閉じ込められた経験がおありとか…。」
,ヱリカはまるで、相手の恥ずかしい思い出を穿り出したかのような、いやらしい勝ち誇りの表情を見せる。
,しかし、一方のラムダデルタはうろたえもせず、……しかし、相槌さえも打たず、バルコニーより眼下を見下ろしていた。
{f:5:Lambdadelta},「………あるわ。……私は何年閉じ込められたかしら。……ベルンみたいに、私も律儀に数えていればよかったかしら…。………うぅん、多分、数えなくて正解だったわ。数えてしまったから、………ベルンは壊れてしまったのよ。」
Furudo Erika,「我が主も、………ロジックエラーの地獄に落ちたことがあるというのですか…？」
{f:5:Lambdadelta},「あるわ。ロジックエラーを起こしたのはあの子ではないけれど。」
Furudo Erika,「……主がゲームマスターではない…？」
{f:5:Lambdadelta},「そうよ。……当時、あの子はまだ、自覚さえしていない小さな駒だったわ。ロジックエラーを起こしたのは、ベルンの主であるゲームマスターだった。」
Furudo Erika,「……我が主も、……魔女の駒だったのですか。」
{f:5:Lambdadelta},「えぇ。………あの子の主、……これがまた酷いヤツでねぇ。……自分で作ったゲームのはずなのに、途中でゴールがわからなくなっちゃって。……スタートとゴールがつながった、ドーナツみたいな、壊れたすごろくを作ってしまったのよ。」
Furudo Erika,「ゴールをなくしたとは……？」
{f:5:Lambdadelta},「ロジックエラーってことね。……どうやれば自分の望むゴールに辿り着けるか、そいつは自分のすごろくを、ロジックを描けなかった。だからいつまでも、すごろくは壊れたままで、ゴールがなかった。」
{f:5:Lambdadelta},「……ならば自分一人で、静かにそれを悩んで考え出せばいいのに。……そいつはあろうことか、その考えることさえも、駒であるベルンに任せっきりにしたのよ。………“無限の猿の定理”って、知ってる？」
Furudo Erika,「……猿が、無限の時間の中でデタラメにタイプライターを打ち続ければ。……いつか偶然にも文字列が、ハムレットとまったく同じ文章になるかもしれないという理論、いえ、暴論ですね。」
{f:5:Lambdadelta},「………ひどい地獄よね。………ベルンは、無限の時間の間、意味もわからずデタラメにタイプライターを叩かせられて。………ゲームマスターは、自分さえ思いつかないゴールを、彼女に作らせようとしたのよ。」
,……それが、どれほどの地獄か、……ヱリカの想像が及ぶだろうか。
,百回を数えたら終わる仕事と、百分の一の確率を得るまで繰り返させられる仕事では、……算数的には同じに見えても、……まったく、その残酷な意味が異なる。
,百回を数える仕事は、着実に終わりに近付き、手際が良くなれば能率も上がり、いつか、終えられる。
,しかし、百分の一の確率を得る仕事は、……本人の努力が何も能率に反映しない。
,全てが運任せ。
,……下手をすれば、…コイントスをして、表を出すだけの仕事でさえ、百年以上をかけるかもしれないのだ……。
{f:5:Lambdadelta},「タイプライターの鍵盤数っていくつくらい？　百個くらいかしら。……それをデタラメに叩いて、ハムレットになる確率って、何分の一だと思う…？」
Furudo Erika,「………想像も、……つかないです。……多分それは、……あまりに天文学的。」
{f:5:Lambdadelta},「そう。……もはや、……無限にも等しい時間よ。………それほどの、気の遠くなる時間を、……あの子はずっと、……“奇跡”を打ち出すまで、タイプライターを叩かせ続けられたのよ。」
Furudo Erika,「それが、“奇跡”の、……魔女…？」
{f:5:Lambdadelta},「あの子が魔女じゃなかったら、いえ、魔女になれなかったら。……多分、今も永遠に、タイプライターの前に括りつけられた黒猫のままだったわ。……あの子は、奇跡に愛され、……見事に“奇跡”を打ち出し、…魔女となって、あの地獄を生還したの。」
{f:5:Lambdadelta},「その地獄があまりに長過ぎて、過酷過ぎて、……あの子の心は、すっかり壊れてしまった。だから、あんなにも意地悪で残酷な魔女に。………あんたも、選べるならあんな主は嫌だったでしょ？」
Furudo Erika,「そ、そんなことはないです…！　我が主の駒となれて、私は光栄ですっ。我が主は強き者、虐げる者です。弱者を踏みつけるのは当然の権利なのです。」
{f:5:Lambdadelta},「………いじめる側の人間、ってわけ…？　ふふん。……最上級のいじめっ子の作り方って知ってる？」
Furudo Erika,「……？　いいえ。」
{f:5:Lambdadelta},「簡単よ。短い時間でもいいから、たっぷり虐めて、不意にそれを止め、今度は力を与えるの。……これをやれば、誰であっても、最上級のいじめっ子に生まれ変わるわ。しかもすごいことに、本人はほんの３日しか虐められてなくても、その百億倍の期間の間、自分はいじめられっ子だと信じながら、最上級のいじめっ子として君臨するの。」
Furudo Erika,「…………それが、我が主と何か？」
{f:5:Lambdadelta},「……あんたに、ベルンのことは何もわかってないわ。………だから私はね、……ベルンがどんなに冷酷で残忍で、最悪なゲロカスであっても！　……私だけはあの子の本当の姿を知っててあげたいの。
{f:5:Lambdadelta},………そして私もね。…私の本当の姿を理解してくれるのは、………地獄の生還者である、あの子だけだと思ってるのよ。………あんたは、私とベルンの仲を嫉妬してるみたいだけど、諦めなさい。……あんたが潜ってきたと思ってる地獄なんて、私たちが這い出してきた地獄では、瞬き一つ程度のもんなんだから。」
Furudo Erika,「………………………………。」
,多分、……ヱリカは逆に馬鹿にされていた。
,そして彼女は、納得できないと一目でわかる憮然とした表情を見せる。
Furudo Erika,「………お言葉ですが。……地獄は、長さではなく、深さだと考えてます。」
{f:5:Lambdadelta},「ふぅん……。……言うじゃない、………真実の魔女、ヱリカ。」
Furudo Erika,「ラムダデルタ卿の潜られた地獄を、私は存じません。……そして、私が地獄にいた時間など、きっと瞬き一つ分程度でしょう。……しかし、その深みでは、私は何ら劣ることはないと思っています。」
{f:5:Lambdadelta},「………あんたの戦勝祝いも兼ねて、反論しないで聞いてあげるわ。」
Furudo Erika,「私に言わせれば。……我が主の落ちた、奇跡があれば抜けられる地獄も、……存じ上げませんが、絶対の意思があれば抜けられるラムダデルタ卿の地獄も、……どちらも“抜けられるように出来ている”程度の地獄です。」
{f:5:Lambdadelta},「へぇ……。……言うじゃなァい。」
Furudo Erika,「私は、真実の魔女です。……私の潜った地獄には、ただ、真実がありました。………真実という冷酷な現実の前には、一切の意思も、そして奇跡さえも介在できません。私は、その真実を、踏み越えてここへ至ったのです。……この、真実に堪えるという力において、私はあなたにも、我が主にも引けを取るつもりは、……ありません。」
{f:5:Lambdadelta},「真実に堪える力って何よ。」
Furudo Erika,「……わからぬ者にはわかりません。それを正視できなかったからこそ、あなたたちは真実の魔女たりえないのではありませんか…？」
{f:5:Lambdadelta},「……………………。……ふ、……ふっふふふふふふふふふふ。……許すわ、その暴言も。それに相槌を打ってあげることが、このラムダデルタからの勝利の褒美よ。」
Furudo Erika,「くすくす。……ありがとうございます、大ラムダデルタ卿☆」
{f:5:Bernkastel},「あら、珍しい。……あなたたちが仲良くしてるなんてね。」
,いつの間にか大聖堂の向かいのバルコニーに、ベルンカステルの姿があった。
,ヱリカは、我が主ッと上機嫌に叫びながら飛んでいく。
Furudo Erika,「ラムダデルタ卿に、我が主の昔話を伺っておりました。……奇跡の魔女である、我が主に相応しい、奇跡の物語を…！」
{f:5:Bernkastel},「…………一度だけ許してあげる。」
Furudo Erika,「ハイ？」
{f:5:Bernkastel},「二度と。私の昔の話はしないで。」
,ヱリカの上機嫌を全て吹き飛ばすような、……歪んだ表情を見せられる。
,そして理解する。……ベルンカステルもまた、退屈から逃れる魔女。それに追いつかれたら、……思い出してしまうから。……無限に終わらない、地獄の日々を……。
,それは我が主さえも、……地獄の恐怖と痛みを、未だに乗り越えられずにいる証拠。
,真実に堪える力に、欠けているということ。
,………初めて。……ヱリカは主のことを、少しだけ、見下した。
Furudo Erika,「……失礼しました。……それより、このようなところへ、どうしてお越しに。」
{f:5:Bernkastel},「………あなたに褒美を取らせようと思って、探してたのよ。」
Furudo Erika,「褒美ッ！　……ですか？！　あッ、ありがとうございます、我が主！！」
{f:5:Lambdadelta},「へぇ。……何それぇ、羨ましいー！　何を取らせる気ィ？」
{f:5:Bernkastel},「まず、あんたを仮でなく、本当の魔女へ昇格することを認めるわ。………後見人は私よ。真実の魔女、古戸ヱリカ。」
Furudo Erika,「あッ、ありがとうございます！！」
{f:5:Lambdadelta},「仮が抜けただけじゃないのー。その程度の褒美じゃ、あまり嬉しくないわー。もっと素敵なご褒美がいいわよねぇ〜？」
Furudo Erika,「い、いえ、そんなことありません、充分嬉しいですッ。」
,もちろんヱリカも内心は、もっとご褒美が欲しい。……ラムダデルタの尻馬に何とか乗りながら、他にもご褒美が出ないかと様子をうかがった。
{f:5:Bernkastel},「もう一つの褒美は、あれよ。」
,ベルンカステルは、ぱちりと指を鳴らす。
,……すると、黄金蝶の群が集まり、……大聖堂の中央に、……玉座に座る戦人を呼び出した。
,もちろん、その瞳は虚ろ。……未だ、永遠に出ることの叶わない密室の中に心を捕らえられ、……廃人となっている…。
{f:5:Bernkastel},「あの男を、ヱリカに褒美として与えるわ。」
Furudo Erika,「……戦人を、……褒美に……？」
{f:5:Lambdadelta},「へぇ…。……なるほどね。……ヱリカに、このゲーム盤の領地を全て相続しようって言ってくれてるのよ。」
{f:5:Bernkastel},「そういうことよ。……戦人の指を御覧なさい。……領主の証である片翼の鷲の指輪を付けているわ。あれをあなたのものにすれば、あなたは正式に、ここの領主となる。……私に嘱託されるんじゃない。……名実ともに、あなたの領地となるわ。」
Furudo Erika,「その指輪を、戦人の指から抜き取れと…？」
{f:5:Lambdadelta},「……くすくす。馬鹿ねぇ。……女が男の指から指輪をもらえる儀式は、一つしかないじゃない。」
{f:5:Bernkastel},「ヱリカ。……領主夫人となって、戦人を娶りなさい。」
Furudo Erika,「ば、……戦人を、……ですか……ッ。」
{f:5:Bernkastel},「えぇ、そうよ。……永遠に目覚めない領主には、側で支えて、執務を代行する伴侶が必要だわ。……つまり、あなたがこの領地を支配するのよ。」
{f:5:Lambdadelta},「そして結婚式を挙げ、指輪を交換する。……戦人の領主の指輪は、あんたのものになる…。」
{f:5:Bernkastel},「そして代わりに、あなたは隷属の指輪を戦人の指に付けなさい。……あなたは永遠に戦人を支配し、辱め、……この領地で、ゲーム盤で、……あなたの心が赴くままに、大好きな物語を好きなだけ紡ぎなさい。」
{f:5:Lambdadelta},「領主は、古戸ヱリカ。………あんたの望む物語は全てが叶うわ。……領主は、神。…おめでと、あなたはこの小さいけれどステキな世界の、神になるのよ。」
Furudo Erika,「……は、……ははははは、…はっはははははははははははは…。それは、……本当ですか、…我が、……主……！！　私が、……この世界の、……神に……。」
{f:5:Bernkastel},「それが、私があなたに最後に与える褒美よ。戦人の指輪を得て、あなたは自らの世界を作りなさい。……その時、あなたはもう私の駒じゃない。一人の立派な、そして素敵な魔女だわ。
{f:5:Bernkastel},………おめでとう、ヱリカ卿。そしていつか、かつてベアトがそうしたように、また訪れる私を歓待しなさい。」
Furudo Erika,「はッ、はいッ、我が主…！！　これほどの栄誉はありません…！　そして、気に入りました、戦人との結婚ッ！　……くすくす、思えば、これほどの陵辱はないわけです！
Furudo Erika,　何しろあのベアトリーチェは、戦人に尽くしたい、好かれたいという感情から生まれたらしいじゃないですか。そんな魔女が生み出した世界で私が、……戦人を、娶り、穢すッ、辱しめるッ！！　くすくすくす、くっくくくくくくくくくく！！　あぁ、わかります。恋焦がれる人を奪われる苦しみ、よぉくわかります！！　私はついに、それを与える側に回れたのですね…！！　光栄ですッ、これほどの栄誉はありませんッ！！」
{f:5:Bernkastel},「気に入ってくれて良かったわ。あなたが世界で一番喜ぶ褒美だと、私は知っていたんだから。」
Furudo Erika,「ありがとうございますッ、ありがとうございますッ！！　我が……主ぃいいいいいいいぃいいぃ…！！！」
,ヱリカはバルコニーを飛び降りると、つかつかと玉座の戦人に歩み寄る。
,そして自分に与えられた褒美を、まじまじと眺めていた…。
{f:5:Lambdadelta},「………素敵なフィナーレじゃない。結婚式をやるのね？」
{f:5:Bernkastel},「そうよ。盛大にね。ベアトのゲームの最後に相応しいじゃない。」
{f:5:Lambdadelta},「もちろん、ベアトにも招待状は送るんでしょ？」
{f:5:Bernkastel},「来てくれるといいんだけど。」
,「「くすくすくすくす、うっふふふふっふっふっふっふ！！」」
{f:5:Bernkastel},「……さぁ、忙しくなるわ。式の準備に段取り、招待状。」
{f:5:Lambdadelta},「ウェディングドレスにケーキもね？！　披露宴の準備もしなくっちゃ！」
,二人の魔女は、けらけらと笑いながら姿を消す。大聖堂には、……これより結ばれる二人だけが残された。
Furudo Erika,「………聞こえてます…？　戦人さん。………これから、……あなたがどうなるか……。」
Ushiromiya Battler,「………………………。…………く……そ……。」
,戦人は完全に意識がないわけではないのだ。……それはとても遠いが、……ほんのわずかに、現実と繋がっているのだ。
,……だからこそ、……残酷。
,それはまるで、……ヱリカという蜘蛛が、戦人をぐるぐる巻きにして捕らえ、……意識があるままを食らうのと同じ残酷さがあった。
,いや、ある種の蜂にも似ているかもしれない。後で食べるために獲物の神経だけを切断して、生きたまま保存する残酷さ。
,つまりその残酷さは、捕食のそれにあまりによく似ていた……。
Furudo Erika,「出られませんよ、その密室は。………だって、あなたがあれほどに赤き真実を並べ、密室であることを示したのですから。だから安心して、永遠に閉じ込められていて下さい。
Furudo Erika,……そうしている間に、……あなたの体は、私がたっぷりと辱しめて差し上げますから。………あなたとの寝室は鏡張りにしましょう。……あなたがどうやって辱しめられているか、……あなたの目にも、よぉく見えるようにです。…………くすくすくすくすくすくすくす！！」
Furudo Erika,そしてその部屋には天井に鳥篭を吊るしましょう。その中には、あなたの愛しの魔女、ベアトリーチェを閉じ込めておきましょう。ね……？　……素敵でしょう……？うっふふふふふふふふふふふふふふ！！　あぁ、……わかるわ。こちら側はなんて、……甘美なのかしら…。…あっは、あっはははははははははははははは……。」
,その狂った笑いを聞きながら、……戦人は悔しげな表情さえ満足に浮かべられない。
,彼の心は、自らが生み出した密室に閉じ込められたまま…。彼の体は、そして魂は、……もうじき、ヱリカによる、新たな密室に閉じ込められるのだ。
,その密室の名は、………結婚。
Zepar,「やぁ、聞いたかいフルフル…！」
Furfur,「えぇ、聞いたわ、ゼパル…！　バトラ卿とヱリカ卿が結婚式ですって！」
,あまりにいつも通りの、道化染みたやり取りだったので、ベアトは今、何を言ったのかもう一度聞き直さなければならななかった。
{f:5:Beatrice},「ど、……どういう……ことですか……。」
Zepar,「ご存知の通り、ここの領主様は、お心を塞がれてしまって物も言えない。」
Furfur,「美しきヱリカ卿が、その妻となられて、執務を支えられることになったんですって！」
,二人の悪魔たちは、現在の状況をとても単純に、だけれども大仰に説明してくれた。
,……何が起こっているかは理解できる。
,戦人の心が閉じ込められているのをいいことに、結婚という形で肉体をも縛りつけ、全てを奪い取ろうと画策しているのだ…。
,このままでは、……戦人の持つ、ゲームマスターの座が、そして領主の指輪が奪われてしまう…。
{f:5:Beatrice},「おのれ、泥棒猫め、好き放題しおって…！！　奪い返そうぞ！　妾に関心はないが、そなたのこととあっては他人事ではないッ。」
Zepar,「体だけ奪い返しても仕方がないよ！　何しろ、婚約証書には、大ベルンカステル卿が立会人に名を連ねておいでなんだ！」
Furfur,「元老院の大魔女が立会人を務める以上、破棄は本人の意思以外ありえないの…！」
{f:5:Beatrice},「……やはり、戦人さんの心を、……あの密室から救い出さない限り……、助けることは出来ないのですね……。」
Zepar,「なら、彼を密室から救い出す方法を見つけて！」
Furfur,「花婿を奪いに行くのね？！　あぁ！！　それは素敵！！」
{f:5:Beatrice},「……それが出来れば、オペラにしたいほどの美しい物語となろうぞ。しかしながら、戦人を閉じ込める密室の、何と難解なことか…。」
{f:5:Beatrice},「出口は扉のみ。そしてチェーンが閉じられていなければ、脱出は認められない…。」
Zepar,「その上、チェーンは外からは閉められなくて！」
Furfur,「入れ替わりに来てくれる人もいないと来たわ！」
{f:5:Beatrice},「……どう考えてもお手上げだ！」
{f:5:Beatrice},「諦めたら、……もう助けることは出来ないんです。…今は、諦めずに考え続けることだけが、……彼を救う唯一の手段なんですっ。」
,ベアトは、今にも泣き出しそうな顔をしながらも、……ぐっと両拳を握り締めている。
,未だに妙案を思いつけない無能な自分が悔しくて、胸が張り裂けそうだった…。
{f:5:Beatrice},「……ゼパルとフルフルは、最も強力な悪魔たちに名を連ねるであろうが。その魔力は、あらゆる不可能を可能としてきたという。……そなたらの魔力、もしくは知恵で、この不可能な密室を破る妙案は出せぬのか…！」
Zepar,「そうさ、愛ならどんな不可能も成し遂げる！」
Furfur,「成し遂げられないということは、愛が足りない証拠だわ！」
{f:5:Beatrice},「………………それを言われると、……悔しいです…。」
Zepar,「でも諦めない君の意志の強さには感服するよ！」
Furfur,「そんなあなただから、きっと奇跡を起こせるわ！」
{f:5:Beatrice},「……その奇跡のヒントくらい出せぬか！　そなたらと妾は短い付き合いではあるまいに。……別れの餞別に、我が妹にせめてヒントくらいは出してやれぬか。」
,「「ヒントなら。僕たちはいつだって与えてる。」」
Zepar,「愛がなければ、」
Furfur,「視えない！」
{f:5:Beatrice},「……視えぬから見せろというのにっ。……こやつらは、いつもこういう調子でな。退屈はせぬが、こういう時には腹立たしいっ。」
