Speaker,PC Japanese (JP)
Clair,「あなたが幸せであることは、妬ましく、そしてそれ以上に眩しくて、………嬉しいのです。……あなたという未来がありえた。………今の私にはそれだけで、………救いなのです。」
Ushiromiya Lion,「………私は、………………。」
Clair,「……私の分まで、幸せになって下さい。あなたに最後に会えて、良かった。………感謝します。ベルンカステル卿。」
{f:5:Bernkastel},「………私はあんたの葬儀を執り行ってるだけ。感謝なんていらないわ。……では、そろそろおしまいにしましょうか。亡者は亡者の国へ、そろそろ送り出されるべきだわ。」
Clair,「………………はい。私のお葬式なのですから。私はあるべきところへ、もう帰りましょう。」
Ushiromiya Lion,「……………………………。」
Clair,「そんな顔をしないで。そして、あなたが私でなかったことを、どうか喜んで。私もまた、あなたが私でないことを、喜んでいるのですから。」
Ushiromiya Lion,「………生きます。……あなたの、分まで…。」
Clair,「ありがとう。………幸せになって。そして素敵な人と出会って。……願わくば、あなたが魔女として目覚めず、ニンゲンとして生き。……一なる魂を以って、愛するたった一人の人を愛しぬける…。……そんな人生を送ることを、願っています。」
Ushiromiya Lion,「…………はい……。」
Clair,「ウィルさん。あなたという傍観者に、感謝します。……あなたは、私が本当に理解して欲しかったあの人ではないけれど、……私の心を救ってくれました。」
Willard H. Wright,「俺はお前を、理解する。心を、蔑ろにしねェ。」
Clair,「………ありがとう。…………私は理解してくれた、素晴らしき傍観者のあなたに、……私の最後を、委ねたいと思います。」
Willard H. Wright,「…………………俺で、いいのか。」
Clair,「はい。……私にとって大事なのは、縁ある人ではなく、理解してくれた人です。」
,……わかってほしいと願う人に、理解されず。……縁なき人に、理解される。
,悲しいことではありません。むしろ、縁もないのに理解してくれたその奇跡に、感謝します。
Clair,「あなたは良き傍観者であり、私を理解して下さった、たった一人の人。……それで、縁には充分です。」
Willard H. Wright,「…………わかった。」
Clair,「私の心臓を、……名も無き素晴らしき傍観者のあなたに、捧げます。」
Willard H. Wright,「………………………。」
{f:5:Bernkastel},「……理御。下がりなさい。」
Ushiromiya Lion,「え？　……何が、始まるんですか…。」
{f:5:Bernkastel},「ミステリーは、探偵が引導を渡さなきゃ、死ねないのよ。」
Willard H. Wright,「…………お前の心臓だけ、止めればいいのか…。」
Clair,「死者を弔う時、心臓だけを棺に納めますか。」
Willard H. Wright,「………わかった。……土より生まれた者は、土に帰る。……お前の全てを、土に帰そう。」
Clair,「土は土に。灰は灰に、塵は塵に。幻は幻に。そして、夢は夢に。」
Willard H. Wright,「………………あぁ。」
Clair,「………それでは、始めましょう。………私の、埋葬を。」
Willard H. Wright,「いつでもいい。」
Clair,「始めましょう。……まるで、私の最後のゲームの、最後のように。」
,ウィルの背中に光が集まり、一振りの刀を顕現させる。
,ゆっくりと、……それを引き抜く。
,真実と虚構を鋭利に斬り分ける漆黒の切っ先は、一振り、鋭く薙ぐと黒い軌跡を描き、さらに一振りを薙ぐと、白い軌跡を描いた。
Willard H. Wright,「………真実と虚構を、斬って分ける。…………来な。」
,刀という作法に応え、クレルの手にも、それを模倣したものが現れる。
,その切っ先は、ウィルのそれとは逆に白銀に閃く。
Clair,「第１のゲーム、第一の晩。園芸倉庫に、６人の死体。」
Willard H. Wright,「幻は幻に。……土には帰れぬ骸が、幻に帰る。」
,ウィルの漆黒の一閃がクレルの体を斜めに突き抜ける。
,刃は水面を切るかのようにすり抜けるが、……その切っ先は黄金の花びらを散らしていた。
Clair,「第１のゲーム、第二の晩。寄り添いし二人の骸は鎖で守られし密室に。」
Willard H. Wright,「幻は幻に。……幻の鎖は、幻しか閉じ込めない。」
,鋭き漆黒の一閃が、再び黄金の花びらを散らす…。
Clair,「第１のゲーム、第四の晩。密室書斎の老当主は灼熱の窯の中に。」
Willard H. Wright,「幻は幻に。……幻の男は、あるべきところへ。」
Clair,「第１のゲーム、第五の晩。杭に胸を捧げし少年の最後。」
Willard H. Wright,「幻は幻に。……幻想の魔女と杭は、幻想しか貫けない。」
Clair,「第１のゲーム、第六、第七、第八の晩。歌う少女の密室に横たわる３人の骸。」
Willard H. Wright,「幻は幻に。……盲目なる少女が歌うは幻。密室幻想。」
Clair,「……………お見事です。……やはり、あなたは素晴らしい。」
Willard H. Wright,「……始めから、危ういゲームだったな。………もしもあいつが、それでも死に顔を見たいと言って踏み入っていたなら、どうしていた。」
Clair,「それが、運命に身を委ねる、ということなのです。」
Willard H. Wright,「………お前のルーレットというヤツだな。」
Clair,「続けましょう。第２のゲーム、第一の晩。腹を割かれし６人は密室礼拝堂に。」
Willard H. Wright,「幻は幻に。……黄金の真実が、幻の錠を閉ざす。」
Clair,「第２のゲーム、第二の晩。寄り添いし二人は、死体さえも寄り添えない。」
Willard H. Wright,「幻は幻に。……役目を終えたる幻は、骸さえも残せない。」
Clair,「第２のゲーム、第四、第五、第六の晩。夏妃の密室にて生き残りし者はなし。」
Willard H. Wright,「土は土に。……棺桶が密室であることに、疑問を挟む者はいない。」
Clair,「第２のゲーム、第七、第八の晩。赤き目の幻想に斬り殺されし二人。」
Willard H. Wright,「土は土に。幻は幻に。……幻に生み出せる骸はなし。」
,クレルの体を刃が通り抜ける度に、黄金の花びらが舞い散る。
,……彼女の心臓を覆う花びらが、少しずつ払われていく。
,魔女幻想は、花びらとなって、……散っていく。
Clair,「第３のゲーム、第一の晩。連鎖密室が繋ぎし、６人の骸。」
Willard H. Wright,「幻は幻に。……輪になる密室、終わりと始まりが、重なる。」
Clair,「第３のゲーム、第二の晩。薔薇庭園にて親子は骸を重ねる。」
Willard H. Wright,「土は土に。……語られし最期に、何の偽りもなし。」
Clair,「第３のゲーム、第四、第五、第六の晩。屋敷にて倒れし３人の骸。」
Willard H. Wright,「土は土に。……語られし最期に、何の偽りもなし。」
Clair,「第３のゲーム、第七、第八の晩。夫婦二人は東屋にて骸を晒す。」
Willard H. Wright,「土は土に。……明白なる犯人は、無常の刃を振るいたり。」
Clair,「第４のゲーム、第一の晩。食堂にて吹き荒れる虐殺の嵐。」
Willard H. Wright,「幻は幻に。……黄金の真実が紡ぎ出す物語は、幻に帰る。」
Clair,「第４のゲーム、第二の晩。二人の若者は試練に挑み、共に果てる。」
Willard H. Wright,「幻は幻に。……黄金の真実が紡ぎ出す物語は、幻に帰る。」
Clair,「第４のゲーム、第四、第五、第六、第七、第八の晩。逃亡者は誰も生き残れはしない。」
Willard H. Wright,「土は土に。幻は幻に。……虚構に彩られし、物言わぬ骸。」
Clair,「第４のゲーム、第九の晩。そして、誰も生き残れはしない。」
Willard H. Wright,「土は土に。幻は幻に。……虚構は猫箱に閉ざされることで、真実となる。」
,………何度も何度も、クレルの体は、漆黒の刃で切り裂かれた。
,その証の、黄金の花びらが礼拝堂を満たし、……金の雪が降るように、舞い散る。
Ushiromiya Lion,「………綺麗だ…………。」
{f:5:Bernkastel},「散り際くらい、そうありたいと誰だって願うわ。」
,金の雪はまるで、舞台のフィナーレを飾る、紙吹雪のよう。彼女という舞台は今、……幕を閉じようとしていた。
Clair,「……では、最後の問いを。」
Willard H. Wright,「…………あぁ。」
,クレルは、……ゆっくりと両手を広げる。彼女の持つ刀は、黄金の花びらとなって溶ける。
,最期の一太刀を、両手を広げて望む……。
Clair,「私は、だぁれ……？」
Willard H. Wright,「幻は、幻に。……約束された死神は、魔女の意思を問わずに、物語に幕を下ろす。」
,ウィルの大きく振りかぶった、……漆黒の刃が、………クレルの姿を、薙ぎ払う。
,それは、どぅっという強い風とともに吹き飛ばされ、……人の形はたちまちの内に崩れ、黄金の花びらの嵐となって、掻き消えた。
,彼女の姿が吹き飛んだ後に、黄金の心臓が宙に残されたが、つむじ風にすぐに飲み込まれ、花びらと散った。
,その黄金のつむじ風は、礼拝堂の中に渦を巻く……。そして、花びらの渦は、……どこへともなく散っていき、……消えていく……。
,わずかに残った花びらが、粉雪のように舞い散り、その最後の残滓で、礼拝堂を美しく飾った。
,………舞台中央が、細く照らされる。
,そこには、物語を終えたクレルが立っていた。
,そして、ゆっくりと、……やわらかに、………観客席へ向けて、会釈をした。
,拍手が、広がる。
,彼女の、語り終えた長い長い物語に、労いの盛大な拍手が送られた。
,いつまでも。………いつまでも。
,ゆっくりと舞台は、忘却の闇で暗転していく。
,深々と会釈を続けるクレルは、……終わらない拍手を浴びながら、闇と幕の向こうに、……消えていった。
,……人は、罪と生まれ、誰かに許してもらうために、生きていく。
,あるいは、謎と生まれ、誰かに解いてもらうために、生きていく。
,彼女の謎は、未練なく、………全てがここに、解き明かされる。
,人は、謎なのだ。
,誰かに、自分の謎を、解いてもらいたいのだ。自分という、世界でもっとも難解な謎を、誰かに解いてもらいたいと思いながら、生きている。
,自分という謎に、誰か向かい合って欲しい。そして、それを解いて欲しい。
,彼女のそれは今、叶えられた……。
,………もう、彼女の魂は、迷わない。
,猫箱の棺で、永遠に安らかに眠れ………。
,あれだけ、吹雪のように舞い散っていたのに、……もう、黄金の花びらは一枚もない。
,何もかもが塵と消え、……始めから何もなかったかのように消え去り、静まりかえっていた。
,気付けば、雨の音さえない。雨はいつの間にか、止んでいた。
Ushiromiya Lion,「…………………………。」
Willard H. Wright,「………あいつは、お前に会えたことだけが救いだ。」
Ushiromiya Lion,「そうだと、……いいのですが。」
Willard H. Wright,「逃れられぬ袋小路の運命と、自らを呪い、諦めきっていた。……そんなあいつにとって、お前と言う幸せな奇跡に出会えたことは、何よりもの救いになった。……だからそんな顔をするな。」
{f:5:Bernkastel},「………………………ふ。」
Willard H. Wright,「お前にしちゃ、……粋な計らいだったな。」
{f:5:Bernkastel},「……私はアウアウから葬儀の執り行いを任されただけ。……あんたという進行役を呼んで、全てを任せただけだけれど。」
Ushiromiya Lion,「ありがとう、ウィル。」
Willard H. Wright,「………ん。」
Ushiromiya Lion,「私がクレルに代わって、あなたに感謝します。……異なる運命の私の未練を、全て断ち切ってくれて、ありがとう。」
Willard H. Wright,「………お前はもっと、頭を抱えて混乱すると思っていた。」
Ushiromiya Lion,「もう私は、理解しています。……私が如何に、幸せに生きてきたかということを。……何かの運命に翻弄され、異なる世界を生きていたなら、私は同じ運命の袋小路にいたかもしれない。……しかし私は、とてつもなく低い確率の幸運の中から、今の世界に生きている。……その価値と意味を、教えられましたから。」
Willard H. Wright,「……………………………。」
{f:5:Bernkastel},「………なぁに？　意外そうな顔して。」
Willard H. Wright,「魔女にろくなヤツはいないってのが俺の持論だったが。……改める必要があるかもな。」
{f:5:Bernkastel},「いいわよ、改めないで。………私は退屈しのぎのために、あの子のゲームに乗った。……そして、負けはしたけれど、楽しく遊ばせてもらった。
{f:5:Bernkastel},……あの子はそのゲーム盤を、畳まずに逝ってしまった。………私は遊ばせてもらった礼と、敗者の務めとして、最後の片付けを引き受けただけよ。」
Willard H. Wright,「………てっきり、もっと、酷ぇことをすると思ってたが。」
{f:5:Bernkastel},「酷いこと？」
Willard H. Wright,「心を蔑ろにした、……もっと酷ぇゲームを見せると思っていた。」
{f:5:Bernkastel},「えぇ、酷いゲームにしたわ。………あの子がファンタジーだと称するゲームを、あんたという探偵を連れてきて、ミステリーで終わらせたわ。……魔女幻想は見事に砕け散って、私のささやかな仕返しはおしまい。」
Willard H. Wright,「…………………………。」
{f:5:Bernkastel},「この、絡まった恋の物語を、絶対の意思で、終わらせる。……その絶対の意思に、絶対の魔女が微笑んで、あの子を二日間だけの魔女にした。」
{f:5:Bernkastel},「……私はその二日間という限られた時間の中だけで、無限に広がる万華鏡を楽しませてもらった。……私は祝福しないから、奇跡は起きない。………でも、その結末さえも、あの子が望んだものよ。」
Ushiromiya Lion,「……無限の物語は、一体、どの真実で、本当は終わったんでしょう。」
Willard H. Wright,「さぁな。……それを決め付けないのが、猫箱ってもんだ。」
{f:5:Bernkastel},「開けば、屋敷は跡形も残らず、絵羽を除いて誰も生き残らない物語。……絵羽は何も語らず死んだ以上、全ては猫箱の中。………有限の箱の中に仕舞われる、無限の可能性。」
Ushiromiya Lion,「……こうして思うと。彼女が生きて、そして死んだ島そのものが、黄金郷だったのかもしれませんね。」
{f:5:Bernkastel},「猫箱を黄金郷と呼ぶならね。……そして、その猫箱の中で考え得る、もっとも楽しい物語を、戦人は書いたわ。」
Willard H. Wright,「……ベアトリーチェの棺に収められた、その本か。」
{f:5:Bernkastel},「そうよ。………彼が思い描いた、彼女がもっとも幸せな物語。」
Ushiromiya Lion,「とても楽しくて、愛に満ちた、……幸せな物語でした。……私も、あの物語が、……棺には一番、相応しいと思います。」
Willard H. Wright,「いいや、違う。」
Ushiromiya Lion,「……え？」
Willard H. Wright,「…………クレルは言ったぜ。……お前という存在が、彼女の希望であり、救いなんだ。お前がこれからも幸せであることが、何よりもの、救いなんだ。」
Ushiromiya Lion,「……………………。…………はい。」
{f:5:Bernkastel},「……幸せに生きなさい。あんたはただそれだけで、あの子の奇跡なのだから。」
Ushiromiya Lion,「はい。………彼女の分も、………幸せに生きます。」
Willard H. Wright,「……よく、こいつを見つけ出したな。あの膨大な海の中から。……二百何万だかの中から探し出したのか。」
{f:5:Bernkastel},「私如きに出来ることなんて、せいぜいその程度のことよ。」
Willard H. Wright,「……………ふ。」
{f:5:Bernkastel},「これで、葬儀はおしまいよ。………約束通り、結界は解いたわ。あんたが立ち去れば、時間も元通りに動き出す。」
Willard H. Wright,「これでお役御免か。早く帰らねぇと、ダイアナがまたカーテンを引っ掻き出す。」
Ushiromiya Lion,「……短い間でしたが、お世話になりました。」
Willard H. Wright,「あばよ。異なる幾百万の自分たちの代わりに、幸せになりな。」
,礼拝堂を出ると、雨上がりの美しい空が広がっていた。
,雨空と木漏れ日と、黄昏時の入り混じった空は、一言では言い表せない美しさを持っていた。
,ウィルは水溜りを踏みながら、ゆっくりと石段を降りる。そして振り返らずに手を振って、そのまま礼拝堂を後にした。
,その姿と足跡は次第に薄れ、……やがて完全に消え去った。
{f:5:Bernkastel},「じゃ、私も消えるわ。……さよなら、理御。」
Ushiromiya Lion,「あなたにも、お世話になりました。……あなたに、心無いことを言った気がします。申し訳ありませんでした。……あなたは、私にとても大切なことを教えてくれました。」
{f:5:Bernkastel},「…………………………………。」
Ushiromiya Lion,「……何か？」
{f:5:Bernkastel},「うぅん、何も。………感謝されるなんて、百年ぶりだから、何て返事をすればいいか、戸惑っただけよ。」
,ベルンカステルは肩を竦める仕草を見せた後、ふわりと宙に浮かび上がる。
,そして、美しい七色の光を注ぎ込むステンドグラスを見上げて、そこより覗き込む誰かがいるかのように語り出す。
{f:5:Bernkastel},「アウアウローラ。これで答え合わせには充分でしょう？　これでわからないなら、傍観者の魔女どもを集めてお茶会でも開いて、他の魔女の推理でも拝聴したら？」
{f:5:Bernkastel},「私は意地悪だから、これ以上を詳しくはやらないわよ。考えぬ魔女はいない。なぜなら、考えぬ魔女は死ぬか海の藻屑なんだもの。」
{f:5:Bernkastel},「……さぁ、これから戻って、あんたの推理がどの程度当たってたかを肴に、一杯やりましょう。もう悪役も巫女も疲れたわ。私もこれでお役御免よ。……じゃあね、理御。そして傍観者の魔女たち。」
,ベルンカステルの姿が、ぽんと爆ぜて消える。ひらりと、黄金の花びらが一枚、閃く。
,……理御はそれを拾う。この礼拝堂に残った、唯一の奇跡の痕跡……。
,その時、賑やかな話し声が聞こえてくる。
,親族たちだ。ぞろぞろと控え室から出てくる。
Ushiromiya Natsuhi,「理御、ここに居たのですか。探しましたよ。」
Ushiromiya Lion,「母さん。申し訳ありません。少し考え事をしていました。」
Ushiromiya Hideyoshi,「やっと雨が上がったみたいやな！　いい天気みたいや！」
Ushiromiya Krauss,「皆さん方。屋敷へ戻ろうじゃないかね。これでベアトリーチェの葬儀は終了だそうだ。」
Ushiromiya Lion,「お父さん、当主様は？」
Ushiromiya Rudolf,「今、来るぜ。今日はさんざんだったな。親父の葬式ごっこに付き合うのも疲れるぜ。」
Ushiromiya Kyrie,「そんなこと言っちゃ駄目よ。大事なセレモニーだったわ。」
Ushiromiya Rosa,「そうね。お父様にとって、大切な儀式だったと思うわ。」
Ushiromiya Eva,「私、お腹空いちゃったわ。郷田さん、何か作れない？」
Gohda Toshiro,「はい！　すぐにお茶のご用意を致します。」
Ushiromiya Kinzo,「………理御はどこか…！　肩を貸せ。」
Ushiromiya Lion,「当主様…！　ただいまっ。」
,遅れてやって来た金蔵に、理御が駆け寄る。
Ushiromiya Kinzo,「……今日は一日、ご苦労だった。……ベアトリーチェの葬儀は、これで終了である。」
Ushiromiya Lion,「はい。……ベアトリーチェの魂も、きっと救われただろうと思います。」
Ushiromiya Kinzo,「………………。……なぜ、そうわかる？」
Ushiromiya Lion,「さっきまで、私はベアトリーチェと一緒にいました。……そして彼女が、未練なく旅立ったのを見届けました。だから、わかります。」
Ushiromiya Kinzo,「…………………………………。」
Ushiromiya Lion,「……私が、それを保証します。」
Ushiromiya Kinzo,「そうか。…………お前が言うなら、間違いはあるまい。」
,親族たちはぞろぞろと礼拝堂を出る。金蔵に肩を貸しながら、理御も礼拝堂を出る。
,雨雲の隙間からの木漏れ日が神秘的で、……まるで天国への階段のように見えた。
