Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"""...Ange ({p:0:縝寿})-san has arrived in the lobby below. Should we let her pass?"" ","""......Ange ({p:0:縁寿})‐san has arrived in the lobby below. Should we let her pass?""","""......Ange ({p:0:縁寿})-san has arrived in the lobby below. Should we let her pass?""",「……縁寿（えんじぇ）さんが下のロビーに到着しました。お通ししてよろしいですか。」,「……縁寿さんが下のロビーに到着しました。お通ししてよろしいですか」,"""......Энджи({p:0:縁寿})‐сан прибыла в вестибюль. Нам её пропустить?""","""......A Ange ({p:0:縁寿})‐san chegou no saguão. Devemos deixar ela passar?""","""......Ange ({p:0:縁寿})‐san has arrived in the lobby below. Should we let her pass?""",「……緣壽小姐已到樓下大廳。請問，可否對小姐放行？」,「……缘寿小姐已到楼下大厅。请问，可否对小姐放行？」,"""......Ange ({p:0:縁寿})‐san has arrived in the lobby below. Should we let her pass?""","""... Ange({p:0:縁寿})-san è arrivata nell'atrio al piano inferiore. Dobbiamo lasciarla passare?""","""......Ange ({p:0:縁寿})‐san has arrived in the lobby below. Should we let her pass?""","""......Ange ({p:0:縁寿})‐san has arrived in the lobby below. Should we let her pass?"""
Ushiromiya Eva,"""............"" ",""".................................""","""........................""",「……………………………。」,「……………………………」,"""........................""",""".................................""",""".................................""",「……………………………」,「……………………………」,""".................................""","""...""",""".................................""","""................................."""
,"For a long time, Eva didn't answer. ","For a long time, Eva didn't answer.","For a long time, Eva didn't answer.",絵羽はしばらくの間、返事をしない。,絵羽はしばらくの間、返事をしない。,Ева так и не ответила ему.,"Por um longo momento, Eva não respondeu.","For a long time, Eva didn't answer.",很長一段時間內，繪羽並沒有回答。,很长一段时间内，绘羽并没有回答。,"For a long time, Eva didn't answer.","Per un lungo tempo, Eva non rispose.","For a long time, Eva didn't answer.","For a long time, Eva didn't answer."
,"However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange. ","However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange."," However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange.",しかし、少しずつ目の焦点が戻ってくると、小さく頷く仕草をして、呼んで構わないことを示した。,しかし、少しずつ目の焦点が戻ってくると、小さく頷く仕草をして、呼んで構わないことを示した。,"Однако постепенно её глаза начали фокусироваться, и она кивнула, показывая, что не против, если они позовут Энджи.","Entretanto, pouco a pouco, seus olhos começaram a abrir e recuperar o foco, ela então concordou levemente, indicando que não se importava se Ange fosse chamada.","However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange.",不過，在她的目光逐漸找回了焦點後，她就微微點了點頭，示意可以叫緣壽上來。,不过，在她的目光逐渐找回了焦点后，她就微微点了点头，示意可以叫缘寿上来。,"However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange.","Tuttavia, un po' alla volta, i suoi occhi cominciarono a riacquistare la loro concentrazione, e annuì appena, indicando che le era indifferente se avessero chiamato Ange.","However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange.","However, bit by bit, her eyes began to regain their focus, and she gave a small nod, indicating that she didn't mind if they called Ange."
,...It had been Eva who called her. And she was right on time. ,...Eva herself had been the one to call her. And she was right on time.,...Eva had been the one to call her. And she was right on time.,…呼んだのは絵羽自身だ。時間もぴったり。,…呼んだのは絵羽自身だ。時間もぴったり。,...Ева сама вызвала её. И Энджи прибыла вовремя.,...A própria Eva havia dito para chamá‐la. E ela havia chegado bem no horário.,...Eva herself had been the one to call her. And she was right on time.,…是繪羽自己喊她來的。時間也正好。,…是绘羽自己喊她来的。时间也正好。,...Eva herself had been the one to call her. And she was right on time.,... Era stata Eva a chiamarla. Ed era arrivata puntuale.,...Eva herself had been the one to call her. And she was right on time.,...Eva herself had been the one to call her. And she was right on time.
,"By this point, Eva would refuse anyone who wanted a meeting without an appointment. ",Eva now refused to meet anyone without an appointment made in advance.," For Eva now, anyone who wanted a meeting without an appointment would be refused.",今の絵羽は、事前にアポイントがなければ、誰の面会も拒んだ。,今の絵羽は、事前にアポイントがなければ、誰の面会も拒んだ。,"Сейчас Ева отказала бы любому, кто хотел встретиться с ней без договорённости.",Eva agora recusava‐se a se encontrar com qualquer pessoa sem marcar com antecedência.,Eva now refused to meet anyone without an appointment made in advance.,現在的繪羽，只要沒有事前預約，就一概拒絕任何人的會面。,现在的绘羽，只要没有事前预约，就一概拒绝任何人的会面。,Eva now refused to meet anyone without an appointment made in advance.,"Per Eva ora, chiunque avesse voluto incontrarla senza appuntamento sarebbe stato respinto.",Eva now refused to meet anyone without an appointment made in advance.,Eva now refused to meet anyone without an appointment made in advance.
,"The room was dark, even though it was still light outside, ...because the curtains were always closed. ","The reason the room was dark, even though it was still light outside, was because the curtains were closed."," The room was dark, even though it was still light outside, because the curtains were closed.",部屋が薄暗いのは、まだ明るい時間なのにカーテンを閉め切っているせいだ。,部屋が薄暗いのは、まだ明るい時間なのにカーテンを閉め切っているせいだ。,"Из‐за задёрнутых штор в комнате было сумрачно, хотя на улице — ещё светло.","A razão pela qual o quarto era escuro, mesmo ainda havendo luz fora dele, era porque as cortinas estavam fechadas.","The reason the room was dark, even though it was still light outside, was because the curtains were closed.",房間之所以陰暗，是因為在天色還亮時，窗簾就拉緊了。,房间之所以阴暗，是因为在天色还亮时，窗帘就拉紧了。,"The reason the room was dark, even though it was still light outside, was because the curtains were closed.","La stanza era buia, sebbene fuori fosse anche luminoso, perché le tende erano chiuse.","The reason the room was dark, even though it was still light outside, was because the curtains were closed.","The reason the room was dark, even though it was still light outside, was because the curtains were closed."
,"...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby. ","...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby.","...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby.",…室内には常に１人、そして廊下とロビーに、さらに３人の護衛が控えている。,…室内には常に１人、そして廊下とロビーに、さらに３人の護衛が控えている。,"...Один охранник всегда ожидал в комнате, а ещё трое — в коридоре и вестибюле.","...Havia sempre um segurança esperando no quarto, e mais três esperando no corredor e no saguão.","...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby.",…室內每時每刻都待著一名保鏢，而走廊與大廳守著三名保鏢。,…室内每时每刻都待着一名保镖，而走廊与大厅守着三名保镖。,"...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby.","... C'era sempre una guardia in attesa nella camera, e altre tre stavano aspettando sul corridoio e nell'atrio.","...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby.","...There was always one guard waiting in the room, and three more waiting in the corridor and the lobby."
,They were all there to protect Eva's person... ,They were all there to protect Eva's person..., They were all there to protect Eva's person...,それらは全て、絵羽の身辺を守るためのもの…。,それらは全て、絵羽の身辺を守るためのもの…。,"Они все были здесь для того, чтобы защищать Еву...",Todos eles estavam lá para proteger Eva...,They were all there to protect Eva's person...,這些全都是為了保護繪羽所做的措施…。,这些全都是为了保护绘羽所做的措施…。,They were all there to protect Eva's person...,Era tutti lì per proteggere Eva...,They were all there to protect Eva's person...,They were all there to protect Eva's person...
,"Eventually, there was the sound of a knock. ","Eventually, there was the sound of a knock."," Eventually, there was the sound of a knock.",やがてノックの音がした。,やがてノックの音がした。,"Наконец, послышался стук.","Eventualmente, ouviu‐se o som de uma batida.","Eventually, there was the sound of a knock.",過了一會兒，響起了敲門聲。,过了一会儿，响起了敲门声。,"Eventually, there was the sound of a knock.","Alla fine, si sentì bussare.","Eventually, there was the sound of a knock.","Eventually, there was the sound of a knock."
,"Also, there was a message from the intercom that the guest's body check had been completed with no problems. ","Also, there was a message from the intercom that the guest's body check had been completed with no problems."," Also, there was a message from the intercom that the guest's body check had been completed with no problems.",インカムからも、客人のボディチェックが終了し、問題がないことの連絡がある。,インカムからも、客人のボディチェックが終了し、問題がないことの連絡がある。,"Кроме того, по внутренней связи было сообщено, что обыск гостьи прошёл без проблем.","E também uma mensagem vinda do comunicador, dizendo que a checagem da convidada havia sido realizada sem problemas.","Also, there was a message from the intercom that the guest's body check had been completed with no problems.",保鏢也從對講耳機裡，收到了“搜身完畢，沒有問題”的聯絡。,保镖也从对讲耳机里，收到了“搜身完毕，没有问题”的联络。,"Also, there was a message from the intercom that the guest's body check had been completed with no problems.","Inoltre, ci fu un messaggio dall'interfono; il controllo del corpo dell'ospite era stato completato senza problemi.","Also, there was a message from the intercom that the guest's body check had been completed with no problems.","Also, there was a message from the intercom that the guest's body check had been completed with no problems."
,"The door was unlocked, then opened, ......and a high school aged girl was standing there. ","The door was unlocked, then opened, .........and a woman of about high‐school age was standing there."," The door was unlocked, then opened, .........and a high school-aged girl was standing there.",鍵を開け、扉を開くと、………そこには高校生くらいの女の姿があった。,鍵を開け、扉を開くと、………そこには高校生くらいの女の姿があった。,"Дверь отперли, затем открыли и в дверном проёме показалась старшеклассница.","A porta foi destrancada, e então se abriu, .........uma mulher que parecia estar no ensino médio estava parada ali.","The door was unlocked, then opened, .........and a woman of about high‐school age was standing there.",開鎖，房門敞開後，………那裡出現了一位貌似高中生的女子。,开锁，房门敞开后，………那里出现了一位貌似高中生的女子。,"The door was unlocked, then opened, .........and a woman of about high‐school age was standing there.","La porta fu sbloccata, e poi aperta... e una ragazza liceale si trovava lì.","The door was unlocked, then opened, .........and a woman of about high‐school age was standing there.","The door was unlocked, then opened, .........and a woman of about high‐school age was standing there."
,"""Chairman, Ange-san has arrived."" ","""Chairman. Ange‐san has arrived.""","""Chairman. Ange-san has arrived.""",「会長。縁寿さんがいらっしゃいました。」,「会長。縁寿さんがいらっしゃいました」,"""Президент. Энджи‐сан пришла.""","""Presidente. A Ange‐san chegou.""","""Chairman. Ange‐san has arrived.""",「會長。緣壽小姐到了。」,「会长。缘寿小姐到了。」,"""Chairman. Ange‐san has arrived.""","""Presidente. Ange-san è arrivata.""","""Chairman. Ange‐san has arrived.""","""Chairman. Ange‐san has arrived."""
,Eva reacted and turned her face towards the guest. ,Eva reacted and turned her face towards the guest.,Eva reacted and turned her face towards the guest.,絵羽が反応し、顔を来客に向ける。,絵羽が反応し、顔を来客に向ける。,Ева отреагировала и повернулась лицом к гостье.,Eva reagiu e virou seu rosto para a convidada.,Eva reacted and turned her face towards the guest.,繪羽作出回應，把臉轉向了訪客。,绘羽作出回应，把脸转向了访客。,Eva reacted and turned her face towards the guest.,Eva reagì e girò la faccia verso l'ospite.,Eva reacted and turned her face towards the guest.,Eva reacted and turned her face towards the guest.
,"However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup. ","However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup."," However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup.",もっとも、護衛の呼び掛けに反応したというよりは、縁寿の化粧の匂いに反応したというべきだろう。,もっとも、護衛の呼び掛けに反応したというよりは、縁寿の化粧の匂いに反応したというべきだろう。,"Однако вместо того, чтобы отреагировать на слова охранников, наверное, было бы лучше сказать, что она отреагировала на запах макияжа Энджи.","No entanto, ao invés de reagir ao chamado do segurança, talvez seja melhor dizer que ela reagiu ao cheiro da maquiagem de Ange.","However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup.",不過，歸根結底，與其說是回應了保鏢的喊聲，不如說是對緣壽身上化妝品的氣味作出了反應吧。,不过，归根结底，与其说是回应了保镖的喊声，不如说是对缘寿身上化妆品的气味作出了反应吧。,"However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup.","Tuttavia, invece di reagire alla chiamata della guardia, forse sarebbe stato meglio dire che reagì all'odore del trucco di Ange.","However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup.","However, instead of reacting to the guard's call, maybe it would be better to say that she reacted to the smell of Ange's makeup."
,"...After being shut up in this room for so long, Eva was sensitive to even small changes in smell. ","......Having been shut up in this room for so long, Eva was sensitive to small changes in smell.","......After being shut up in this room for so long, Eva was sensitive to small changes in smell.",……絵羽はこの部屋に閉じ篭って長く、わずかの匂いの変化にも敏感だった。,……絵羽はこの部屋に閉じ篭って長く、わずかの匂いの変化にも敏感だった。,"......После столь долгого пребывания в этой запертой комнате, Ева была чувствительна даже к незначительным изменениям запаха.","......Estando tanto tempo fechada naquele quarto, Eva se tornou sensível à pequenas mudanças de cheiro.","......Having been shut up in this room for so long, Eva was sensitive to small changes in smell.",……由於長時間密閉於病房之中，繪羽對氣味的細小變化變得很是敏感。,……由于长时间密闭于病房之中，绘羽对气味的细小变化变得很是敏感。,"......Having been shut up in this room for so long, Eva was sensitive to small changes in smell.","... Dopo essere rimasta chiusa in questa stanza per così tanto, Eva era sensibile ai piccoli cambiamenti negli odori.","......Having been shut up in this room for so long, Eva was sensitive to small changes in smell.","......Having been shut up in this room for so long, Eva was sensitive to small changes in smell."
Ushiromiya Eva,"""............ So you came, ...Ange."" ","""........................ So you came. ......Ange.""","""........................ So you came. ......Ange.""",「……………………。来たわね。……縁寿。」,「……………………。来たわね。……縁寿」,"""........................Так ты пришла. ......Энджи.""","""........................ Então você veio? ......Ange.""","""........................ So you came. ......Ange.""",「……………………。來了啊。……緣壽。」,「……………………。来了啊。……缘寿。」,"""........................ So you came. ......Ange.""","""... Così sei venuta. ... Ange.""","""........................ So you came. ......Ange.""","""........................ So you came. ......Ange."""
Ushiromiya Ange,"""...I came. You did call me."" ","""......Yes, I did. You did call me.""","""......I came. You did call me.""",「……来たわ。呼ばれたから。」,「……来たわ。呼ばれたから」,"""......Я пришла. Ты же сама меня позвала.""","""......Sim, eu vim. Você me chamou.""","""......Yes, I did. You did call me.""",「……來了。被你叫來的。」,「……来了。被你叫来的。」,"""......Yes, I did. You did call me.""","""... Sono venuta. Mi hai chiamata tu.""","""......Yes, I did. You did call me.""","""......Yes, I did. You did call me."""
,"On Eva's face, there was no trace of a person warmly welcoming their niece. ...And on Ange's face, you couldn't see the expression of one pleased to meet with their aunt. ","On Eva's face, you couldn't find the expression of one warmly welcoming their niece.{n}...And on Ange's face, you couldn't see the expression of one pleased to see their aunt.","On Eva's face, you could not find the expression of one warmly welcoming their niece....And on Ange's face, you couldn't see the expression of one pleased to meet with their aunt.",絵羽の顔に、姪を歓待する表情は見られない。…そして縁寿の顔にも、伯母との面会を喜ぶ表情は見られなかった。,絵羽の顔に、姪を歓待する表情は見られない。{n}…そして縁寿の顔にも、伯母との面会を喜ぶ表情は見られなかった。,На лице Евы вы бы не смогли найти ни единого тёплого выражения приветствия своей племянницы.{n}...А на лице Энджи вы бы не смогли увидеть радости от встречи со своей тётей.,"Não era possível encontrar nenhuma expressão acolhedora de boas‐vindas para sua sobrinha no rosto de Eva.{n}...E no rosto de Ange, era possível ver a apreensão de alguém contente em ver sua tia.","On Eva's face, you couldn't find the expression of one warmly welcoming their niece.{n}...And on Ange's face, you couldn't see the expression of one pleased to see their aunt.",從繪羽的臉上，看不到歡迎侄女的表情。{n}…而緣壽的臉上，也看不到因見到姑母而感到高興的表情。,从绘羽的脸上，看不到欢迎侄女的表情。{n}…而缘寿的脸上，也看不到因见到姑母而感到高兴的表情。,"On Eva's face, you couldn't find the expression of one warmly welcoming their niece.{n}...And on Ange's face, you couldn't see the expression of one pleased to see their aunt.","Sulla faccia di Eva, non si poteva vedere l'espressione di qualcuno che stesse accogliendo calorosamente la proprio nipote. ... E sulla faccia di Ange, non si poteva vedere l'espressione di qualcuno contento di incontrarsi con la propria zia.","On Eva's face, you couldn't find the expression of one warmly welcoming their niece.{n}...And on Ange's face, you couldn't see the expression of one pleased to see their aunt.","On Eva's face, you couldn't find the expression of one warmly welcoming their niece.{n}...And on Ange's face, you couldn't see the expression of one pleased to see their aunt."
,"Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave. ","Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave."," Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave.",絵羽は枯れ枝のように細くなった腕を振り、護衛に出て行けという仕草をする。,絵羽は枯れ枝のように細くなった腕を振り、護衛に出て行けという仕草をする。,"Ева махнула рукой, которая стала такой же тонкой, как сухая ветка, и жестом отпустила охранника.","Eva balançou seu braço, que havia crescido como um pequeno e fino galho, fazendo sinal para que o guarda saísse.","Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave.",繪羽揮了下細如枯枝的手臂，示意保鏢出去。,绘羽挥了下细如枯枝的手臂，示意保镖出去。,"Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave.","Eva allargò le braccia, che erano diventate esili come un ramo appassito, e fece cenno alla guardia di uscire.","Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave.","Eva waved her arm, which had grown as thin as a withered branch, and motioned for the guard to leave."
,The guard bowed silently and went out into the hall. ,The guard bowed silently and went out into the hall., The guard bowed silently and went out into the hall.,護衛は黙礼してから廊下に出た。,護衛は黙礼してから廊下に出た。,Телохранитель молча поклонился и вышел в коридор.,O segurança se curvou em silêncio e saiu em direção ao corredor.,The guard bowed silently and went out into the hall.,保鏢行了一默禮，出門去了走廊。,保镖行了一默礼，出门去了走廊。,The guard bowed silently and went out into the hall.,La guardia si inchinò silenziosamente e andò nell'atrio.,The guard bowed silently and went out into the hall.,The guard bowed silently and went out into the hall.
