Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...I couldn't satisfy myself with the thought that this was just inevitable, and it felt sad and painful for some reason. ","......Probably that's understandable, I had to tell myself, to stop myself from feeling somehow...sad and hurt.","...I couldn't satisfy myself with the thought that this was just inevitable, and it felt sad and painful for some reason. ",……それも無理からぬことだろうと、自分を納得させないと、…なぜか悲しくて辛かった。,……それも無理からぬことだろうと、自分を納得させないと、…なぜか悲しくて辛かった。,"......Такого, впрочем, вполне следовало ожидать, но от этой неудачи на душе у меня почему‐то стало горько и больно.","......Eu não consegui satisfazer a mim mesma de que isso era inevitável...e, por algum motivo, me senti triste e deprimida.","......Probably that's understandable, I had to tell myself, to stop myself from feeling somehow...sad and hurt.",……若是不對自己說“這也是沒辦法的事”，…就會不禁悲從中來。,……若是不对自己说“这也是没办法的事”，…就会不禁悲从中来。,"......Probably that's understandable, I had to tell myself, to stop myself from feeling somehow...sad and hurt.","... Anche questo è piuttosto logico, ma incapace di soddisfarmi... per qualche ragione fu triste e doloroso.","......Probably that's understandable, I had to tell myself, to stop myself from feeling somehow...sad and hurt.","......Probably that's understandable, I had to tell myself, to stop myself from feeling somehow...sad and hurt."
,"......Ah, but I at least remember one thing. ",".........Ah, but I at least remember one thing.","......Ah, but I at least remember one thing. ",………あぁ、でも、これだけは覚えてる。,………あぁ、でも、これだけは覚えてる。,".........Ах, но, по‐крайней мере, я помнила одну вещь.",".........Ah, mas ao menos de uma coisa eu lembro.",".........Ah, but I at least remember one thing.",………啊——，不過，有樣東西還記得。,………啊——，不过，有样东西还记得。,".........Ah, but I at least remember one thing.","... Ah, ma almeno ricordo una cosa.",".........Ah, but I at least remember one thing.",".........Ah, but I at least remember one thing."
,"You might say that it'd probably be the same anywhere on the sea, ...but I remember at least one thing. ","You could say that it would probably be the same anywhere on the sea, ......but at least this one thing, I do remember.","You might say that it'd probably be the same anywhere on the sea, ...but I remember at least one thing. ",海ならどこでも同じだろうと言われればそれまでだが、……これだけは覚えてる。,海ならどこでも同じだろうと言われればそれまでだが、……これだけは覚えてる。,"Такие звуки, наверное, можно услышать где угодно на море, но эта деталь врезалась мне в память.","Você poderia dizer que isto é igual em qualquer parte do mar, ......ao menos lembro disso.","You could say that it would probably be the same anywhere on the sea, ......but at least this one thing, I do remember.",雖說在海上的任何地方，這都是一樣的，……但這個我還記得。,虽说在海上的任何地方，这都是一样的，……但这个我还记得。,"You could say that it would probably be the same anywhere on the sea, ......but at least this one thing, I do remember.",Si potrebbe dire che probabilmente è uguale in ogni parte del mare... ma ricordo almeno una cosa.,"You could say that it would probably be the same anywhere on the sea, ......but at least this one thing, I do remember.","You could say that it would probably be the same anywhere on the sea, ......but at least this one thing, I do remember."
,The cries... of the seagulls. I do remember...those. ,The cries...of the seagulls. I do remember those.,The cries... of the seagulls. I do remember...those. ,うみねこの、鳴き声。これだけは、覚えている。,うみねこの、鳴き声。これだけは、覚えている。,Крики... чаек. Я помню... их.,O choro...das gaivotas. Eu lembro dele.,The cries...of the seagulls. I do remember those.,海貓的，鳴叫聲。僅此一樣，還記得。,海猫的，鸣叫声。仅此一样，还记得。,The cries...of the seagulls. I do remember those.,Il verso... dei gabbiani. Me lo ricordo... quello.,The cries...of the seagulls. I do remember those.,The cries...of the seagulls. I do remember those.
,"...When I was young, I rarely went to the ocean. ",......I almost never went to the ocean when I was young.,"...When I was young, I rarely went to the ocean. ",……幼かった私にとって、海は滅多に行かない場所。,……幼かった私にとって、海は滅多に行かない場所。,"......Когда я была маленькой, мне редко доводилось плавать по океану.",......Eu quase nunca fui à praia quando era criança.,......I almost never went to the ocean when I was young.,……對幼年時的我來說，大海是極少有機會去的地方。,……对幼年时的我来说，大海是极少有机会去的地方。,......I almost never went to the ocean when I was young.,"... Quando ero piccola, raramente andavo verso l'oceano.",......I almost never went to the ocean when I was young.,......I almost never went to the ocean when I was young.
,...So everything that symbolized the ocean meant Rokkenjima and a family gathering to me. ,"...So, to me, everything that symbolized the ocean meant Rokkenjima, and my family getting together.",...So everything that symbolized the ocean meant Rokkenjima and a family gathering to me. ,…だから、海にかかわる記号の全ては、六軒島と親族の集まりを意味した。,…だから、海にかかわる記号の全ては、六軒島と親族の集まりを意味した。,"Поэтому всем, с чем у меня ассоциировался океан, были Роккенджима и семейное собрание.","...Por isso, para mim, tudo que simboliza o oceano era Rokkenjima, e minha família se reunindo.","...So, to me, everything that symbolized the ocean meant Rokkenjima, and my family getting together.",…所以，與海有關的所有記號，全都意味著六軒島、親戚聚會。,…所以，与海有关的所有记号，全都意味着六轩岛、亲戚聚会。,"...So, to me, everything that symbolized the ocean meant Rokkenjima, and my family getting together.",... Quindi ogni cosa che simboleggiava l'oceano per me significava Rokkenjima e la riunione della famiglia.,"...So, to me, everything that symbolized the ocean meant Rokkenjima, and my family getting together.","...So, to me, everything that symbolized the ocean meant Rokkenjima, and my family getting together."
,"In short, ...it was a symbol for the happiness of going out with my family. ","In short, ......it was a symbol for the happiness of going out with my family.","In short, ...it was a symbol for the happiness of going out with my family. ",早い話が、……家族でお出掛けという幸せの記号だったわけだ。,早い話が、……家族でお出掛けという幸せの記号だったわけだ。,"В общем, он являлся символом счастливого времени, проводимого с моей семьёй.","Resumindo, ......sair com a minha família simbolizava a felicidade.","In short, ......it was a symbol for the happiness of going out with my family.",簡單來講，……它們就是代表著一家人出門玩的，幸福的記號。,简单来讲，……它们就是代表着一家人出门玩的，幸福的记号。,"In short, ......it was a symbol for the happiness of going out with my family.",In breve... era il simbolo della felicità di uscire con la mia famiglia.,"In short, ......it was a symbol for the happiness of going out with my family.","In short, ......it was a symbol for the happiness of going out with my family."
,"However, at this point in time, it seems doubtful whether that even was happiness. ","However, at this point in time, it even seems doubtful whether that was happiness at all.","However, at this point in time, it seems doubtful whether that even was happiness. ",もっとも、今となっては、その幸せ、というのも疑わしい。,もっとも、今となっては、その幸せ、というのも疑わしい。,"Однако теперь я начинаю сомневаться, а было ли то время счастьем.","Antigamente, e até hoje, essa felicidade parece duvidosa.","However, at this point in time, it even seems doubtful whether that was happiness at all.",不過說到底，到了現在，就連這幸福都顯得挺可疑的。,不过说到底，到了现在，就连这幸福都显得挺可疑的。,"However, at this point in time, it even seems doubtful whether that was happiness at all.","Tuttavia, a questo punto, sembra persino messo incerto se quella fosse felicità.","However, at this point in time, it even seems doubtful whether that was happiness at all.","However, at this point in time, it even seems doubtful whether that was happiness at all."
,"In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of gunpowder. ","In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of flaring tempers and fuses about to blow.","In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of gunpowder. ",幼い私には気楽な家族旅行気分だったが、両親たちの当時の都合から想像するならば、遺産分配で火薬の臭いが立ち込める、さぞや世知辛い旅行だったに違いない。,幼い私には気楽な家族旅行気分だったが、両親たちの当時の都合から想像するならば、遺産分配で火薬の臭いが立ち込める、さぞや世知辛い旅行だったに違いない。,"В дни, когда я была гораздо моложе, такая поездка воспринималась мною как отдых вместе с семьёй, однако теперь, принимая во внимание ситуацию, с которой приходилось иметь дело моим родителям, я понимаю, каким испытанием это было для них, сидящих на пороховой бочке под названием делёжка наследства.","Na minha infância, a viagem era algo como férias para a família descansar, mas considerando a situação dos meus pais na época, era realmente uma viagem muito difícil de se fazer, com o assunto da distribuição da herança preenchendo o lugar, com o cheiro de ânimos acirrados como pólvora.","In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of flaring tempers and fuses about to blow.",雖然幼小的我無憂無慮地把這當成了家庭旅行，但從當時雙親的近況上來想，這想必是趟因遺產分配一事而充滿了火藥味的艱辛之旅吧。,虽然幼小的我无忧无虑地把这当成了家庭旅行，但从当时双亲的近况上来想，这想必是趟因遗产分配一事而充满了火药味的艰辛之旅吧。,"In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of flaring tempers and fuses about to blow.","Nella mia giovinezza, il viaggio sembrava come una vacanza di famiglia, ma considerando la situazione dei miei genitori al tempo, di certo era un viaggio molto difficile da gestire, con la distribuzione dell'eredità che riempiva il posto con l'odore della polvere da sparo.","In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of flaring tempers and fuses about to blow.","In my younger days, the trip had felt like a relaxed family vacation, but considering my parents' situation at the time, it was surely a very difficult trip to handle, with the distribution of the inheritance filling the place with the smell of flaring tempers and fuses about to blow."
,"I can remember giggling all over the place, completely ignorant of my parents' feelings... ","I can remember giggling all over the place, completely ignorant of my parents' feelings...","I can remember giggling all over the place, completely ignorant of my parents' feelings... ",親の気持ちなど知りもせず、きゃっきゃと浮かれていた当時を、思い出す…。,親の気持ちなど知りもせず、きゃっきゃと浮かれていた当時を、思い出す…。,"Я помню, как всюду хихикала, совершенно не понимая их положения и чувств.","Eu consigo me lembrar de ficar rindo por todos os cantos, completamente ignorante dos sentimentos dos meus pais...","I can remember giggling all over the place, completely ignorant of my parents' feelings...",我想起了自己當時不知父母心事，瞎高興的情景…。,我想起了自己当时不知父母心事，瞎高兴的情景…。,"I can remember giggling all over the place, completely ignorant of my parents' feelings...","Riesco a ricordami che andavo in giro ridacchiando, ignorando completamente i sentimenti dei miei genitori...","I can remember giggling all over the place, completely ignorant of my parents' feelings...","I can remember giggling all over the place, completely ignorant of my parents' feelings..."
Amakusa Juuza,"""...Rokkenjima, huh? The place of all beginnings, and the end of the line for all journeys."" ","""Rokkenjima, ......is it. The beginning of everything, and the last stop for all journeys.""","""...Rokkenjima, huh? The place of all beginnings, and the end of the line for all journeys."" ",「六軒島、……ですかい。全ての始まりで、全ての旅の終着駅ってわけだ。」,「六軒島、……ですかい。全ての始まりで、全ての旅の終着駅ってわけだ」,"""Роккенджима, значит... Начало всего и последняя остановка всех путешествий.""","""Rokkenjima, ......está logo ali. O início de tudo, a última parada de todas as jornadas.""","""Rokkenjima, ......is it. The beginning of everything, and the last stop for all journeys.""",「六軒島，……麼？它既是一切的開端，也是一切旅程的終點啊。」,「六轩岛，……么？它既是一切的开端，也是一切旅程的终点啊。」,"""Rokkenjima, ......is it. The beginning of everything, and the last stop for all journeys.""","""Rokkenjima... eccola. L'inizio di tutto, e l'ultima fermata di tutto il viaggio.""","""Rokkenjima, ......is it. The beginning of everything, and the last stop for all journeys.""","""Rokkenjima, ......is it. The beginning of everything, and the last stop for all journeys."""
,"Amakusa, in an attempt to speak for my innermost feelings, tried to sound cool. ",Amakusa tried too hard in an attempt to speak for my innermost feelings.,"Amakusa, in an attempt to speak for my innermost feelings, tried to sound cool. ",天草は、私の胸中を代弁したつもりになって、格好付けた言い方をする。,天草は、私の胸中を代弁したつもりになって、格好付けた言い方をする。,"Амакуса, стремясь выразить мои потаённые чувства, пытался звучать важно.","O Amakusa se esforçou na tentativa de falar com os meus mais íntimos sentimentos, tentando parecer legal.",Amakusa tried too hard in an attempt to speak for my innermost feelings.,天草為代言我的心裡話，故意耍帥地說道。,天草为代言我的心里话，故意耍帅地说道。,Amakusa tried too hard in an attempt to speak for my innermost feelings.,"Amakusa, in un tentativo di parlare ai miei sentimenti più profondi, provò a sembrare figo.",Amakusa tried too hard in an attempt to speak for my innermost feelings.,Amakusa tried too hard in an attempt to speak for my innermost feelings.
,"The boat slowly rounded the island. ...I hoped that viewing it at a different angle might bring back my memories of the island's silhouette at the time just a little, but in the end, even when that inlet was hidden completely by cliffs, I wasn't able to remember anything... ","The boat slowly rounded the island. ......As the angle changed, I hoped that my memories of the island's silhouette at the time might come back just a little, but in the end, even as the inlet was completely hidden by the cliffs, I wasn't able to remember anything...","The boat slowly rounded the island. ...I hoped that viewing it at a different angle might bring back my memories of the island's silhouette at the time just a little, but in the end, even when that inlet was hidden completely by cliffs, I wasn't able to remember anything... ",船はゆっくりと島を回りこんでいく。……角度が変われば、当時の島影の記憶が少しは戻るだろうかと期待したが、結局、その入り江が完全に崖に隠れても、何も思い出すことは出来なかった…。,船はゆっくりと島を回りこんでいく。……角度が変われば、当時の島影の記憶が少しは戻るだろうかと期待したが、結局、その入り江が完全に崖に隠れても、何も思い出すことは出来なかった…。,"Катер медленно обогнул остров. Пока менялся угол обзора, я надеялась, что мои воспоминания о силуэте острова в то время вернутся хотя бы отчасти, но в итоге, хоть небольшой залив и оказался полностью скрыт скалами, я так ничего и не вспомнила.","O barco lentamente deu a volta na ilha. ......Conforme o ângulo mudava, eu esperava que minhas memórias do formato da ilha naquela época voltassem ao menos um pouco, mas no fim, mesmo a enseada estava completamente escondida pelos penhascos, e não fui capaz de lembrar de nada...","The boat slowly rounded the island. ......As the angle changed, I hoped that my memories of the island's silhouette at the time might come back just a little, but in the end, even as the inlet was completely hidden by the cliffs, I wasn't able to remember anything...",船在慢慢地繞島航行。……雖然我在期待著，換下角度，也許就能稍微找回點對當時島影的記憶，但結果，直到海灣完全被峭壁擋住了，也還是什麼都沒能想起來…。,船在慢慢地绕岛航行。……虽然我在期待着，换下角度，也许就能稍微找回点对当时岛影的记忆，但结果，直到海湾完全被峭壁挡住了，也还是什么都没能想起来…。,"The boat slowly rounded the island. ......As the angle changed, I hoped that my memories of the island's silhouette at the time might come back just a little, but in the end, even as the inlet was completely hidden by the cliffs, I wasn't able to remember anything...","La barca circumnavigò l'isola. ... Come cambiava angolo, speravo che i miei ricordi della sagoma dell'isola al tempo potessero riaffiorarmi un poco, ma alla fine, nonostante l'insenatura fosse completamente nascosta dalle scogliere, non fui capace di ricordare niente...","The boat slowly rounded the island. ......As the angle changed, I hoped that my memories of the island's silhouette at the time might come back just a little, but in the end, even as the inlet was completely hidden by the cliffs, I wasn't able to remember anything...","The boat slowly rounded the island. ......As the angle changed, I hoped that my memories of the island's silhouette at the time might come back just a little, but in the end, even as the inlet was completely hidden by the cliffs, I wasn't able to remember anything..."
Ushiromiya Ange,"""...Captain, please tell me... about that other harbor you mentioned."" ","""......Captain, that thing you mentioned...about the other harbor...please tell me about it.""","""...Captain, please tell me... about that other harbor you mentioned."" ",「……船長、さっきの。もう一つの船着場の話を聞かせてください。」,「……船長、さっきの。もう一つの船着場の話を聞かせてください」,""".....Капитан, насчёт той вещи, о которой вы упоминали — о другой гавани. Пожалуйста, расскажите о ней поподробней.""","""......Capitão, aquilo que você mencionou...sobre o outro porto...por favor, me fale sobre ele.""","""......Captain, that thing you mentioned...about the other harbor...please tell me about it.""",「……船長。請再說一遍，剛才講的另一個碼頭的事吧。」,「……船长。请再说一遍，刚才讲的另一个码头的事吧。」,"""......Captain, that thing you mentioned...about the other harbor...please tell me about it.""","""... Capitano, quella cosa che ha nominato... sull'altro molo... per favore me ne parli.""","""......Captain, that thing you mentioned...about the other harbor...please tell me about it.""","""......Captain, that thing you mentioned...about the other harbor...please tell me about it."""
Captain Kawabata,"""Sure. ......Rokkenjima supposedly has only one harbor. But that's only for public appearances."" ","""Mmhm. .........They say Rokkenjima's only got one harbor. But that's only its outward appearance.""","""Sure. ......Rokkenjima supposedly has only one harbor. But that's only for public appearances."" ",「うむ。………六軒島には、船着場は一つしかないことになっとる。だがそれは表向きだ。」,「うむ。………六軒島には、船着場は一つしかないことになっとる。だがそれは表向きだ」,"""Хм‐м‐м. .......На Роккенджиме предположительно имелась лишь одна гавань. Но это официально для широкой публики.""","""Mmhm. .........Dizem que Rokkenjima tinha apenas um porto. Mas isso era apenas para aparência externa.""","""Mmhm. .........They say Rokkenjima's only got one harbor. But that's only its outward appearance.""",「嗯。………六軒島上，說是只有一個碼頭。但是，這是表面上的。」,「嗯。………六轩岛上，说是只有一个码头。但是，这是表面上的。」,"""Mmhm. .........They say Rokkenjima's only got one harbor. But that's only its outward appearance.""","""Hmmm. ... Rokkenjima apparentemente ha solo un molo. Ma questo è solo ciò che è di dominio pubblico.""","""Mmhm. .........They say Rokkenjima's only got one harbor. But that's only its outward appearance.""","""Mmhm. .........They say Rokkenjima's only got one harbor. But that's only its outward appearance."""
Ushiromiya Ange,"""On the back of the island, there's another hidden harbor. ......Like Rokkenjima itself. It has a second face, which no one knows about..."" ","""An extra hidden harbor on the back of the island. .........That's Rokkenjima all over. It has a second face, which no one knows about...""","""On the back of the island, there's another hidden harbor. ......Like Rokkenjima itself. It has a second face, which no one knows about..."" ",「島裏の、もうひとつの隠された船着場。………六軒島そのものね。誰も知らない２つ目の、もう一つの顔がある…。」,「島裏の、もうひとつの隠された船着場。………六軒島そのものね。誰も知らない２つ目の、もう一つの顔がある…」,"""Позади острова есть другая, скрытая гавань. ......Как и с самим Роккенджимой. Второе лицо, о котором никто не знает...""","""Tem um porto extra escondido na parte de trás da ilha. .........Isto é Rokkenjima. Ela tem uma segunda face, uma na qual ninguém conhece...""","""An extra hidden harbor on the back of the island. .........That's Rokkenjima all over. It has a second face, which no one knows about...""",「在島背面，還有另一個隱藏著的碼頭。………的確是六軒島呢。擁有著無人知曉的第二張臉…」,「在岛背面，还有另一个隐藏着的码头。………的确是六轩岛呢。拥有着无人知晓的第二张脸…」,"""An extra hidden harbor on the back of the island. .........That's Rokkenjima all over. It has a second face, which no one knows about...""","""Sul retro dell'isola, c'è un altro molo nascosto. ... Come Rokkenjima stessa. {n}Ha una seconda faccia, che nessuno conosce...""","""An extra hidden harbor on the back of the island. .........That's Rokkenjima all over. It has a second face, which no one knows about...""","""An extra hidden harbor on the back of the island. .........That's Rokkenjima all over. It has a second face, which no one knows about..."""
Captain Kawabata,"""......Rokkenjima is an island owned by the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......"" ","""............Rokkenjima is an island in the possession of the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......""","""......Rokkenjima is an island owned by the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......"" ",「…………六軒島は、右代宮家の領有する島だ。だが、金蔵さん個人が所有する島、というもうひとつの顔がある……。」,「…………六軒島は、右代宮家の領有する島だ。だが、金蔵さん個人が所有する島、というもうひとつの顔がある……」,"""............Роккенджима является островом, принадлежащим семье Уширомия. Но у него есть другое лицо, как у острова, являющегося личной собственностью Кинзо...""","""............Rokkenjima era uma ilha sob posse da família Ushiromiya. Mas em sua outra face, era uma ilha pessoal que pertencia ao Kinzo‐san......""","""............Rokkenjima is an island in the possession of the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......""",「…………六軒島是屬於右代宮家的島。但是，與此同時，它還有著作為金藏先生個人所有的島的另一張臉……」,「…………六轩岛是属于右代宫家的岛。但是，与此同时，它还有着作为金藏先生个人所有的岛的另一张脸……」,"""............Rokkenjima is an island in the possession of the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......""","""... Rokkenjima è un'isola in possesso della famiglia Ushiromiya. Ma ha un altro volto, come un isola di proprietà personale di Kinzo-san...""","""............Rokkenjima is an island in the possession of the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......""","""............Rokkenjima is an island in the possession of the Ushiromiya family. But it has another face, as an island owned by Kinzo‐san personally......"""
