Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep. ","...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep.","...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep.",…肝が据わっているというよりは、純粋に寝足りなかったのだろう。,…肝が据わっているというよりは、純粋に寝足りなかったのだろう。,"...Дело тут не в стальных нервах, скорее всего, она действительно не выспалась.","...Mesmo tendo nervos de aço, ela provavelmente estava realmente cansada por não ter dormido.","...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep.",…比起膽子大處變不驚，倒不如說，純粹是沒睡夠吧。,…比起胆子大处变不惊，倒不如说，纯粹是没睡够吧。,"...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep.","... Non che avesse nervi d'acciaio, più semplicemente non aveva dormito abbastanza.","...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep.","...Rather than her having nerves of steel, she probably genuinely hadn't had enough sleep."
,"The adults were holding items from what was apparently Grandfather's collection, short-barrel Winchester rifles. ",The adults were grasping members of Grandfather's collection...of short‐barrel rifles.," The adults were grasping members of Grandfather's collection, short-barrel Winchester rifles.",大人たちは祖父さまのコレクションとかいう、ショートバレルのウィンチェスター銃をいじっていた。,大人たちは祖父さまのコレクションとかいう、ショートバレルのライフル銃をいじっていた。,Взрослые сжимали часть дедушкиной коллекции — короткоствольные ружья.,Os adultos estavam carregando peças da coleção do vovô...rifles Winchester de cano curto.,The adults were grasping members of Grandfather's collection...of short‐barrel rifles.,大人們擺弄著，據說是爺爺收藏品的短管來福槍。,大人们摆弄着，据说是爷爷收藏品的短管来复枪。,The adults were grasping members of Grandfather's collection...of short‐barrel rifles.,"Gli adulti stavano prendendo pezzi della collezione del Nonno, fucili Winchester a canna corta.",The adults were grasping members of Grandfather's collection...of short‐barrel rifles.,The adults were grasping members of Grandfather's collection...of short‐barrel rifles.
,"...Apparently relics from a time he'd been obsessed with Westerns, there were four guns altogether. ","...Apparently a remnant from the period when he was obsessed by westerns, there were four identical guns altogether.","...Apparently a remnant from a western-obsessed time, there were four guns altogether.",…西部劇被れだった時代の名残らしく、そっくりな銃が４丁もあった。,…西部劇被れだった時代の名残らしく、そっくりな銃が４丁もあった。,"...Являясь остатками эпохи одержимости вестернами, всего было четыре ружья.","...Aparentemente, são remanescentes do período em que ele era obcecado com o ocidente, haviam quatro armas idênticas reunidas.","...Apparently a remnant from the period when he was obsessed by westerns, there were four identical guns altogether.",…四把像是自盛行西部片的時代遺留下來的，一模一樣的槍。,…四把像是自盛行西部片的时代遗留下来的，一模一样的枪。,"...Apparently a remnant from the period when he was obsessed by westerns, there were four identical guns altogether.","... Apparentemente ciò che rimaneva di un periodo di ossessione per l'occidente, c'erano quattro fucili assieme.","...Apparently a remnant from the period when he was obsessed by westerns, there were four identical guns altogether.","...Apparently a remnant from the period when he was obsessed by westerns, there were four identical guns altogether."
,"Those had been split up among the four siblings: Uncle Krauss, Aunt Eva, my dad, and Aunt Rosa. ","Those had been split up between the four siblings: Uncle Krauss, Auntie Eva, my dad, and Auntie Rosa."," Those had been split up between the four siblings: Krauss oji-san, Eva oba-san, my dad, and Rosa oba-san.",それを蔵臼伯父さん、絵羽伯母さん、ウチの親父、楼座叔母さんの４兄弟で分ける。,それを蔵臼伯父さん、絵羽伯母さん、ウチの親父、楼座叔母さんの４兄弟で分ける。,"Они были разделены между братьями и сёстрами: дядей Крауссом, тётей Евой, моим отцом и тётей Розой.","Elas foram divididas entre os quatro irmãos: o tio Krauss, a tia Eva, meu pai e a tia Rosa.","Those had been split up between the four siblings: Uncle Krauss, Auntie Eva, my dad, and Auntie Rosa.",它們被各自分給了藏臼伯父、繪羽姑母、我家老爸、樓座姑母四兄妹。,它们被各自分给了藏臼伯父、绘羽姑母、我家老爸、楼座姑母四兄妹。,"Those had been split up between the four siblings: Uncle Krauss, Auntie Eva, my dad, and Auntie Rosa.","Erano stati divisi tra i quattro fratelli: Krauss oji-san, Eva oba-san, mio padre, e Rosa oba-san.","Those had been split up between the four siblings: Uncle Krauss, Auntie Eva, my dad, and Auntie Rosa.","Those had been split up between the four siblings: Uncle Krauss, Auntie Eva, my dad, and Auntie Rosa."
,"Paper boxes filled with bullets lay on the table, and the siblings were silently loading them. ","Paper boxes filled with bullets lay on the table, and the siblings were silently loading their guns."," Paper boxes filled with bullets lay on the table, and the siblings were silently loading them.",机の上には弾丸の詰まった紙箱が置かれ、４兄弟たちは黙々と弾丸を装填していた。,机の上には弾丸の詰まった紙箱が置かれ、４兄弟たちは黙々と弾丸を装填していた。,"Бумажные коробки полные пуль лежали на столе, и братья и сёстры молча заряжали их.","Caixas de papel cheias de munição estavam sobre a mesa, e os irmãos silenciosamente carregavam suas armas.","Paper boxes filled with bullets lay on the table, and the siblings were silently loading their guns.",桌上擺著裝子彈的紙盒，四兄妹默默地裝填著子彈。,桌上摆着装子弹的纸盒，四兄妹默默地装填着子弹。,"Paper boxes filled with bullets lay on the table, and the siblings were silently loading their guns.","Scatole di carte piene di proiettili erano sul tavolo, e i fratelli li stavano caricando in silenzio.","Paper boxes filled with bullets lay on the table, and the siblings were silently loading their guns.","Paper boxes filled with bullets lay on the table, and the siblings were silently loading their guns."
Ushiromiya Rudolf,"""......It's a little scary. Even now, touching one of these, I get the feeling Dad'll yell ""Don't touch that!"" and hit me."" ",""".........It's a little scary. Even as I stand here touching this, I get the feeling Dad's about to yell ""Don't touch that!"" and hit me.""",""".........It's a little scary. Even now, if I touched one of these, I get the feeling that Father would yell 'Don't touch that!' and hit me.""",「………何だか怖ぇや。こいつに触ってると、今でも親父に、触るな！って怒鳴られてぶん殴られるような気がするぜ。」,「………何だか怖ぇや。こいつに触ってると、今でも親父に、触るな！　って怒鳴られてぶん殴られるような気がするぜ」,"""...От этого становится слегка жутковато. Даже сейчас, когда я прикасаюсь к одному из них, мне кажется, что отец вот‐вот заорёт 'Не трогай это!' и ударит меня.""",""".........É um pouco assustador. Mesmo eu estando aqui tocando nisso, tenho a sensação que o pai está pronto para gritar ""Não toque nisso!"" e me bater.""",""".........It's a little scary. Even as I stand here touching this, I get the feeling Dad's about to yell ""Don't touch that!"" and hit me.""",「………總覺得怕怕的啊。即便現在都覺得，只要一摸這個，就會被爸怒吼，“不准碰！”然後挨頓痛揍啊。」,「………总觉得怕怕的啊。即便现在都觉得，只要一摸这个，就会被爸怒吼，“不准碰！”然后挨顿痛揍啊。」,""".........It's a little scary. Even as I stand here touching this, I get the feeling Dad's about to yell ""Don't touch that!"" and hit me.""","""... È un po' spaventoso. Anche ora, se tocco uno di questi, ho la sensazione che nostro Padre griderebbe ‘Non toccarlo!’ e mi colpirebbe.""",""".........It's a little scary. Even as I stand here touching this, I get the feeling Dad's about to yell ""Don't touch that!"" and hit me.""",""".........It's a little scary. Even as I stand here touching this, I get the feeling Dad's about to yell ""Don't touch that!"" and hit me."""
Ushiromiya Krauss,"""Well, isn't that great? ...No matter how much you touch them, you won't be hit again."" ","""Then aren't you lucky. ...No matter how much you touch it, you won't be hit again.""","""Well, isn't that great. ...No matter how much you touch them, you won't be hit again.""",「なら良かったな。…いくら触っても、もう殴られることはない。」,「なら良かったな。…いくら触っても、もう殴られることはない」,"""Чем не здорово? ...Сколько их сейчас не трогай, никто больше тебя не ударит.""","""Então você está com sorte. ...Não importa o quanto toque, não vai mais apanhar.""","""Then aren't you lucky. ...No matter how much you touch it, you won't be hit again.""",「那不正好嘛。…再怎麼摸，都不會挨打了。」,「那不正好嘛。…再怎么摸，都不会挨打了。」,"""Then aren't you lucky. ...No matter how much you touch it, you won't be hit again.""","""Beh, pensa se non è bello. ... Non importa quanto li tocchi, non sarai mai più colpito.""","""Then aren't you lucky. ...No matter how much you touch it, you won't be hit again.""","""Then aren't you lucky. ...No matter how much you touch it, you won't be hit again."""
Ushiromiya Rosa,"""......I can't believe it. ...To think that Father... ......would meet this kind of end..."" ","""............I can't believe it. ...That Father............would meet this kind of end...""","""............I can't believe it. ...That Father............would meet this kind of end...""",「…………信じられないわ。…あのお父様が、…………こんな最期を迎えるなんて…。」,「…………信じられないわ。…あのお父様が、…………こんな最期を迎えるなんて…」,"""...Поверить не могу. ...Что отца...постигла такая участь...""","""............Eu não consigo acreditar nisso. ...Que o pai............acabaria se deparando com um final desses...""","""............I can't believe it. ...That Father............would meet this kind of end...""",「…………難以置信。…那位爸，…………會迎來這樣的結局…」,「…………难以置信。…那位爸，…………会迎来这样的结局…」,"""............I can't believe it. ...That Father............would meet this kind of end...""","""... Non riesco a crederci. ... Che nostro Padre... abbia incontrato quel tipo di fine...""","""............I can't believe it. ...That Father............would meet this kind of end...""","""............I can't believe it. ...That Father............would meet this kind of end..."""
Nanjo Terumasa,"""Well, I never did expect Kinzo-san to die normally in his bed, ...but even so, ...it is too horrible..."" ","""I did think that when it came to Kinzo‐san, he would probably not die normally in his bed, ......but even so, ......it is too horrible...""","""I did think that when it came to Kinzo-san, he would probably not die normally in his bed, ......but even so, ......it is too horrible...""",「金蔵さんに限って、普通に床で亡くなるようなことはないだろうと思っていましたが、……それにしても、……惨すぎる…。」,「金蔵さんに限って、普通に床で亡くなるようなことはないだろうと思っていましたが、……それにしても、……惨すぎる…」,"""Я полагал, конечно, что если дело касается Кинзо‐сана, то он вряд ли бы умер спокойно в своей постели... Но всё равно... Это слишком ужасно...""","""Eu pensei que se tratando do Kinzo‐san, ele provavelmente não morreria deitado em um cama, ......mas, mesmo assim, ......isso foi horrível demais...""","""I did think that when it came to Kinzo‐san, he would probably not die normally in his bed, ......but even so, ......it is too horrible...""",「雖然我認為，僅就金藏先生而言，是不會普普通通地在床上去世的，……但這樣實在是，……太慘了…」,「虽然我认为，仅就金藏先生而言，是不会普普通通地在床上去世的，……但这样实在是，……太惨了…」,"""I did think that when it came to Kinzo‐san, he would probably not die normally in his bed, ......but even so, ......it is too horrible...""","""Pensavo che trattandosi di Kinzo-san, probabilmente non sarebbe morto in maniera normale nel suo letto... ma anche così... è troppo orribile...""","""I did think that when it came to Kinzo‐san, he would probably not die normally in his bed, ......but even so, ......it is too horrible...""","""I did think that when it came to Kinzo‐san, he would probably not die normally in his bed, ......but even so, ......it is too horrible..."""
Ushiromiya Eva,"""Hey. I wonder if that really was Father...? I think it might be a different person's corpse, used as a substitute to trick us..."" ","""Hey. I wonder if that really is Father...? I'm suspecting that it might be a different person's corpse as a substitute to trick us...""","""Hey. I wonder if that really is Father...? I think it might be a different person's corpse as a substitute to trick us...""",「ねぇ。あれは本当にお父様なのかしら…？　私は、別人の死体で誤魔化した替え玉を疑ってるんだけど…。」,「ねぇ。あれは本当にお父様なのかしら…？　私は、別人の死体で誤魔化した替え玉を疑ってるんだけど…」,"""Эй. Я вот думаю, а это действительно отец?.. Мне кажется, что это мог быть труп другого человека, чтобы одурачить нас...""","""Ei. Eu me pergunto se é mesmo o pai...? Eu suspeito que possa ser o cadáver de uma pessoa diferente sendo usado como substituto para nos enganar...""","""Hey. I wonder if that really is Father...? I'm suspecting that it might be a different person's corpse as a substitute to trick us...""",「我說啊。那個真的是爸嗎…？我懷疑，那是用別人的屍體來瞞混過關的替身…」,「我说啊。那个真的是爸吗…？我怀疑，那是用别人的尸体来瞒混过关的替身…」,"""Hey. I wonder if that really is Father...? I'm suspecting that it might be a different person's corpse as a substitute to trick us...""","""Ehi. Mi chiedo se sia davvero lui...? Penso che potrebbe essere il cadavere di una diversa persona come sostituto per ingannarci...""","""Hey. I wonder if that really is Father...? I'm suspecting that it might be a different person's corpse as a substitute to trick us...""","""Hey. I wonder if that really is Father...? I'm suspecting that it might be a different person's corpse as a substitute to trick us..."""
Ushiromiya Natsuhi,"""...No, it was Father, without a doubt. You saw his toes, right? Generally speaking, there aren't many humans with six toes on both feet."" ","""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet.""","""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet.""",「……いいえ、あれは間違いなくお父様です。足の指をご覧になったでしょう？　世間広しと言えど、両足の指が６本の人間はそうはいませんよ。」,「……いいえ、あれは間違いなくお父様です。足の指をご覧になったでしょう？　世間広しと言えど、両足の指が６本の人間はそうはいませんよ」,"""...Нет, без сомнения, это действительно отец. Ты ведь видела его пальцы ног? В обычном обществе сыщется не так уж много людей с шестью пальцами на обеих ногах.""","""......Não, sem dúvida, aquele é o pai. Você viu os dedos dele, não viu? Considerando o vasto número de pessoas que existem, ainda assim não deve existir muitos humanos com seis dedos em cada pé.""","""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet.""",「……不，毫無疑問，那就是爸。都看過腳趾了吧？雖說世間廣大，但雙腳都有六根腳趾的人是很罕見的。」,「……不，毫无疑问，那就是爸。都看过脚趾了吧？虽说世间广大，但双脚都有六根脚趾的人是很罕见的。」,"""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet.""","""... No, senza dubbio, si tratta di lui. Hai visto le dita dei suoi piedi, no? Nella società normale, non ci sono molti uomini con sei dita in entrambi i piedi.""","""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet.""","""......No, without a doubt, that is Father. You saw his toes, right? In general society, there aren't many humans with six toes on both feet."""
Ushiromiya Kyrie,"""But......that doesn't mean that such people don't exist. I've heard that polydactyly isn't that rare a disease. He was a man who liked large-scale tricks, right? ...He might have obtained a corpse from somewhere that had the same number of toes on both feet."" ","""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a body from somewhere that had the same number of toes on both feet.""","""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a corpse from somewhere that had the same number of toes on both feet.""",「でも、…………いないとも言えない。多指症は珍しくない病気だと聞いたわ。大仕掛けの大好きな方なんでしょう？　……どこかで両足の指の数が自分と同じな遺体を手配したかもしれないわ。」,「でも、…………いないとも言えない。多指症は珍しくない病気だと聞いたわ。大仕掛けの大好きな方なんでしょう？　……どこかで両足の指の数が自分と同じな遺体を手配したかもしれないわ」,"""Но... Мы не можем сказать, что их так мало. Я слышала, что многопалость не редкое заболевание. Он ведь был человеком, любившим крупные розыгрыши? ...Он мог приготовить труп с тем же самым числом пальцев на обеих ногах.""","""Contudo, ............não podemos dizer que não existem outros. Eu ouvi que a polidactilia não é uma doença rara. Ele era um homem que gostava de grandes truques, não era? ......Ele pode ter preparado o corpo de alguém que também tinha o mesmo número de dedos em cada pé.""","""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a body from somewhere that had the same number of toes on both feet.""",「不過，…………也不能說沒有。據我聽說，多指症並不是少見的病。爸是最喜歡搞大手筆的人，對吧？……說不定，是從哪兒找來了，雙腳的腳趾數與自己相同的遺體哦。」,「不过，…………也不能说没有。据我听说，多指症并不是少见的病。爸是最喜欢搞大手笔的人，对吧？……说不定，是从哪儿找来了，双脚的脚趾数与自己相同的遗体哦。」,"""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a body from somewhere that had the same number of toes on both feet.""","""Ma... non possiamo dire che non ci sia. Ho sentito che la polidattilia non è una malattia rara. Era un uomo a cui piacevano i grandi trucchi, giusto? ... Potrebbe aver preparato un cadavere da qualche parte che aveva lo stesso numero di dita su tutti e due i piedi.""","""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a body from somewhere that had the same number of toes on both feet.""","""But, ............we can't say that there are none. I've heard that polydactyly isn't a rare disease. He was a man who liked big tricks, right? ......He might have prepared a body from somewhere that had the same number of toes on both feet."""
Ushiromiya Natsuhi,"""Ridiculous. Why would he do something like that...?!"" ","""Preposterous. What would possess him to do something like that...?!""","""Ridiculous. Why would he do something like that...?!""",「馬鹿馬鹿しい。そんなこと、何のためにするというのですか…！」,「馬鹿馬鹿しい。そんなこと、何のためにするというのですか…！」,"""Вздор. С чего бы ему делать что‐либо подобное?!""","""Que absurdo! Por qual motivo ele faria algo assim...?!""","""Preposterous. What would possess him to do something like that...?!""",「荒謬。這麼做，是為了什麼啊…！」,「荒谬。这么做，是为了什么啊…！」,"""Preposterous. What would possess him to do something like that...?!""","""Ridicolo. Perché dovrebbe fare una cosa del genere...?!""","""Preposterous. What would possess him to do something like that...?!""","""Preposterous. What would possess him to do something like that...?!"""
