Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
{f:5:Featherine},"""...In short, the tale must be put inside a cat box at the appropriate time. ...The cat box has been the subject of this long tale, so is it not better to refrain from writing its demise, to instead put it in the cat box and leave it there...?"" ","""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing the finale in its entirety, to instead put it in the cat box and leave it there...?""","""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing its demise, to instead put it in the cat box and leave it there...?""",「……つまり、物語は適当なところで猫箱にしまうべきなのだ。……猫箱を巡っての長き物語なのだから、その終焉も最後までを記さず、猫箱にしまってしまうのが良いのではあるまいか…？」,「……つまり、物語は適当なところで猫箱にしまうべきなのだ。……猫箱を巡っての長き物語なのだから、その終焉も最後までを記さず、猫箱にしまってしまうのが良いのではあるまいか…？」,"""......В общем, историю надо в нужное время положить в кошачью коробку. ......Кошачья коробка была темой этой длинной истории, так что не лучше ли воздержаться от написания её кончины и вместо этого положить историю в кошачью коробку, оставив её там?..""","""......Resumindo, um conto deve ser colocado dentro da caixa de gato no momento apropriado. ......A caixa de gato foi objeto deste longo conto, logo não seria melhor conter‐me de escrever seu final por completo, ao invés de colocá‐lo na caixa e deixá‐lo lá...?""","""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing the finale in its entirety, to instead put it in the cat box and leave it there...?""",「……換言之，就是要把故事在適當的時候關入貓箱。……關於貓箱的故事還很長，不記述到終焉的最後一刻，把最後關入貓箱不也很好嗎…？」,「……换言之，就是要把故事在适当的时候关入猫箱。……关于猫箱的故事还很长，不记述到终焉的最后一刻，把最后关入猫箱不也很好吗…？」,"""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing the finale in its entirety, to instead put it in the cat box and leave it there...?""","""... In breve, la storia deve essere posta nella scatola del gatto al momento esatto. ... Essa è stata il soggetto di questa lunga storia, quindi non è meglio astenersi dallo scrivere del suo fato, invece di chiuderla nella scatola del gatto e lasciarla lì...?""","""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing the finale in its entirety, to instead put it in the cat box and leave it there...?""","""......In short, the tale must be put inside a cat box at the appropriate time. ......The cat box has been the subject of this long tale, so is it not better to refrain from writing the finale in its entirety, to instead put it in the cat box and leave it there...?"""
,{f:5:Featherine}...spoke to no one inside the empty study. ,{f:5:Featherine}......spoke to no one inside the empty study.,Featherine...spoke to no one inside the empty study.,フェザリーヌは、自分以外に誰もいない書斎で、……誰にともなく、そう語る。,フェザリーヌは、自分以外に誰もいない書斎で、……誰にともなく、そう語る。,{f:5:Фезарин}...говорила в никуда в пустом кабинете.,{f:5:Featherine}......falou para ninguém dentro do escritório vazio.,{f:5:Featherine}......spoke to no one inside the empty study.,菲澤莉努在沒有他人在的書房中，……這樣自言自語。,菲泽莉努在没有他人在的书房中，……这样自言自语。,{f:5:Featherine}......spoke to no one inside the empty study.,Featherine... non parlava con nessuno nello studio vuoto.,{f:5:Featherine}......spoke to no one inside the empty study.,{f:5:Featherine}......spoke to no one inside the empty study.
,"Of course, no one commented on her words. ","Of course, no one commented on her words."," Of course, no one commented on her words.",もちろん、誰かが相槌を打つわけもない。,もちろん、誰かが相槌を打つわけもない。,"Разумеется, никто не прокомментировал её слова.","É claro, ninguém comentou sobre suas palavras.","Of course, no one commented on her words.",當然，也不是打算是與誰交流。,当然，也不是打算是与谁交流。,"Of course, no one commented on her words.","Ovviamente, nessuno commentava le sue parole.","Of course, no one commented on her words.","Of course, no one commented on her words."
,"However, {f:5:Featherine} seemed to hear something. She nodded and grinned contentedly. ","However, {f:5:Featherine} seemed to hear something.{n}She nodded and grinned contentedly."," However, Featherine seemed to hear something. She nodded and grinned contentedly.",しかしフェザリーヌには、それが聞こえたらしい。ウンウンと頷くと、にんまり笑う。,しかしフェザリーヌには、それが聞こえたらしい。{n}ウンウンと頷くと、にんまり笑う。,"Но {f:5:Фезарин}, казалось, что‐то услышала.{n}Она кивнула и довольно улыбнулась.","Entretanto, {f:5:Featherine} pareceu ter ouvido alguma coisa.{n}Ela assentiu e sorriu, contente.","However, {f:5:Featherine} seemed to hear something.{n}She nodded and grinned contentedly.",但是菲澤莉努似乎能聽到回應。{n}嗯嗯地點著頭，滿意地笑著。,但是菲泽莉努似乎能听到回应。{n}嗯嗯地点着头，满意地笑着。,"However, {f:5:Featherine} seemed to hear something.{n}She nodded and grinned contentedly.","Tuttavia, sembrò che Featherine avesse sentito qualcosa. Annuì e sorrise contenta.","However, {f:5:Featherine} seemed to hear something.{n}She nodded and grinned contentedly.","However, {f:5:Featherine} seemed to hear something.{n}She nodded and grinned contentedly."
{f:5:Featherine},"""Yes, I know. I will write a bit further, then lay down my pen. ...Then, it will be time for us to say our goodbyes."" ","""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes.""","""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes.""",「わかっている。もう少しだけを書き足し、そこで筆を置こう。……それで、そなたとはお別れだ。」,「わかっている。もう少しだけを書き足し、そこで筆を置こう。……それで、そなたとはお別れだ」,"""Да, знаю. Напишу ещё немного и положу перо. ......А затем нам придёт пора прощаться.""","""Sim, eu sei. Eu irei escrever um pouco mais, e assim largar minha caneta. ......Assim, será hora de nos despedirmos.""","""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes.""",「我知道。再少許寫一段，然後就停筆。……這樣，就是同汝的告別了。」,「我知道。再少许写一段，然后就停笔。……这样，就是同汝的告别了。」,"""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes.""","""Sì, lo so. Scriverò ancora un po', poi metterò da parte la penna. ... Allora, sarà tempo per noi di dirci addio.""","""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes.""","""Yes, I know. I will write a bit further, then lay down my pen. ......Then, it will be time for us to say our goodbyes."""
,"{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room. ","{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room.","Featherine held up a finger and spun it around, a signal that she wanted to darken the room.",フェザリーヌが、少し暗くせよと指を掲げてくるくる回す。,フェザリーヌが、少し暗くせよと指を掲げてくるくる回す。,"{f:5:Фезарин} повертела пальцем, показывая, что хочет затемнить комнату.","{f:5:Featherine} ergueu seu dedo e o girou, indicando que ela queria escurecer o quarto.","{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room.",菲澤莉努抬起手指轉了轉，讓周圍稍微暗些。,菲泽莉努抬起手指转了转，让周围稍微暗些。,"{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room.","Featherine alzò un dito e lo ruotò in aria, segnale che voleva abbassare le luci della stanza.","{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room.","{f:5:Featherine} held up a finger and spun it around, a signal that she wanted to darken the room."
,The lights in the study dimmed... ,The lights in the study dimmed......, The lights in the study dimmed......,すると、書斎の明かりが、ゆっくりと消えていく……。,すると、書斎の明かりが、ゆっくりと消えていく……。,Свет в кабинете потускнел......,As luzes do cômodo enfraqueceram......,The lights in the study dimmed......,於是，書房的燈，慢慢滅掉……。,于是，书房的灯，慢慢灭掉……。,The lights in the study dimmed......,Le luci nello studio si spensero...,The lights in the study dimmed......,The lights in the study dimmed......
{f:5:Featherine},"""Would you mind letting me rest for a while? ...During that time, my cat...or rather, my miko will entertain you..."" ","""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......""","""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......""",「ほんの少しだけ休ませてはくれぬか。……その間は、我が猫、……もとい、我が巫女にお相手をさせよう……。」,「ほんの少しだけ休ませてはくれぬか。……その間は、我が猫、……もとい、我が巫女にお相手をさせよう……」,"""Ничего если я сделаю короткий перерыв? ......А в это время моя кошка...... или, вернее, моя мико развлечёт вас......""","""Se importaria de me deixar descansar por um tempo? ......Durante esse tempo, minha gata......ou melhor, minha miko irá entreter você......""","""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......""",「能讓我稍微休息一陣嗎。……這段時間，我的貓，……或者說，讓我的巫女來同汝交流吧……」,「能让我稍微休息一阵吗。……这段时间，我的猫，……或者说，让我的巫女来同汝交流吧……」,"""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......""","""Ti dispiacerebbe farmi riposare per un po'? ... Nel mentre, il mio gatto... o meglio, la mia miko ti intratterrà...""","""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......""","""Would you mind letting me rest for a while? ......During that time, my cat......or rather, my miko will entertain you......"""
{f:5:Lambdadelta},"""Owowowowowowowowow, you suck! Can't you be less clumsy with that needle?!"" ","""Owowow{0}ow{0}ow{0}ow{0}ow{0}ow{0}ow, you suck! Can't you be less clumsy with that needle?!""","""Owowowowowowowowow, you suck! Can't you be less clumsy with that needle?!""",「あ痛たたたたたたたたたたッ、ヘタクソッ、もっと上手に縫ってー！」,「あ痛たたたたたたたたたたッ、ヘタクソッ、もっと上手に縫ってー！」,"""Ой‐ой‐ой‐ой‐ой‐ой, достала! Ты можешь обращаться с этой иглой не так неуклюже?!""","""Aiaiai{0}ai{0}ai{0}ai{0}ai{0}ai{0}ai, sua merda! Não poderia ser um pouco melhor com agulhas?!""","""Owowow{0}ow{0}ow{0}ow{0}ow{0}ow{0}ow, you suck! Can't you be less clumsy with that needle?!""",「啊疼疼疼疼疼疼疼疼，太爛了，再縫好一點——！」,「啊疼疼疼疼疼疼疼疼，太烂了，再缝好一点——！」,"""Owowow{0}ow{0}ow{0}ow{0}ow{0}ow{0}ow, you suck! Can't you be less clumsy with that needle?!""","""Owowowowowowowowow, fai schifo! Non potresti essere meno maldestra con quell'ago?!""","""Owowow{0}ow{0}ow{0}ow{0}ow{0}ow{0}ow, you suck! Can't you be less clumsy with that needle?!""","""Owowow{0}ow{0}ow{0}ow{0}ow{0}ow{0}ow, you suck! Can't you be less clumsy with that needle?!"""
{f:5:Bernkastel},"""...Shut up. If you don't want it sewn by hand, I'll use a sewing machine."" ","""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine. Clatter‐clatter‐clatter.""","""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine.""",「……うっさいわね。手縫いが嫌なら、ミシンでやるわよ。だだだだって。」,「……うっさいわね。手縫いが嫌なら、ミシンでやるわよ。だだだだって」,"""......Заткнись. Если не хочешь зашивать вручную, я возьму швейную машинку.""","""......Cala a boca. Se não quer costurado à mão, então use uma máquina de costura. *dadadadadda*""","""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine. Clatter‐clatter‐clatter.""",「……真吵啊。討厭手縫的話，我就用縫紉機了。嗒嗒嗒嗒地。」,「……真吵啊。讨厌手缝的话，我就用缝纫机了。嗒嗒嗒嗒地。」,"""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine. Clatter‐clatter‐clatter.""","""... Zitta. Se non vuoi che ti ricucia a mano, userò una macchina per cucire. Clatter‐clatter‐clatter.""","""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine. Clatter‐clatter‐clatter.""","""......Shut up. If you don't want it sewn by hand, I'll use a sewing machine. Clatter‐clatter‐clatter."""
{f:5:Lambdadelta},"""No! No machines! I want you to do it by hand! So please, just be a bit more gentle...owow!"" ","""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!""","""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!""",「ミシンは嫌よー！　手縫いがいいー！　だからせめてもうちょっとやさしく……、痛い痛い！」,「ミシンは嫌よー！　手縫いがいいー！　だからせめてもうちょっとやさしく……、痛い痛い！」,"""Нет! Не надо машин! Я хочу, чтобы ты зашила вручную! Так что, прошу, будь чуть нежнее...... ой‐ой!""","""Não! Sem máquinas! Eu quero que faça à mão! Por favor, só seja mais gentil......aiai!""","""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!""",「不要縫紉機——！手縫就好——！所以至少稍微溫柔點……，好疼好疼！」,「不要缝纫机——！手缝就好——！所以至少稍微温柔点……，好疼好疼！」,"""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!""","""No! Niente macchine! Voglio che tu lo faccia a mano! Quindi per favore, solo un pochino più gentilmente... owow!""","""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!""","""No! No machines! I want you to do it by hand! So please, just a bit more gently......owow!"""
