Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Jessica,"""R‐really...? I see...... ......Yeah...""","""I-Is that really true...? I see, ...yeah..."" ","""R, really...? I see......, ......yeah...""",「そ、そうなんだ…？　そうか……、……うん…。」,「そ、そうなんだ…？　そうか……、……うん…」,"""П‐правда? Ясно... угу...""","""M‐Mesmo...? Entendi...... ......Sim...""",「是，是这样啊…？是嘛……，……嗯…」,「是，是這樣啊…？是嘛……，……嗯…」,"""D-Davvero...? Capisco... già...""","""R‐really...? I see...... ......Yeah...""","""¿E-En serio?... Ya veo... Con que es así...""","""ﺣـ-ﺣﻘًﺎ؟ ﻓﻬﻤﺖ...... ......ﻣﻌﻚ ﺣﻖ...""","""R‐really...? I see...... ......Yeah...""","""R‐really...? I see...... ......Yeah...""","""Ö-Öyle mi...? Anlıyorum...... ......Evet..."""
,"Jessica had suddenly started speaking meekly, and was faintly blushing.","Jessica suddenly started talking more meekly, and then her face instantly went slightly red. ","As Jessica thought about suddenly speaking meekly, she blushed faintly.",朱志香は、急に神妙な言葉遣いになったかと思うと、ほんのりと頬を染めている。,朱志香は、急に神妙な言葉遣いになったかと思うと、ほんのりと頬を染めている。,"Задумавшись о кроткой манере речи, Джессика слегка покраснела.",A Jessica repentinamente começou a falar mansamente e ficou levemente corada.,刚一想朱志香咋一下子口气变老实了，就发现她的脸颊微微染上了一层红晕。,剛一想朱志香咋一下子口氣變老實了，就發現她的臉頰微微染上了一層紅暈。,"Pensando di parlare dolcemente all'improvviso, Jessica arrossì leggermente.","Jessica had suddenly started speaking meekly, and was faintly blushing.","Jessica, al pensar en hablar dócilmente de golpe, se ruborizó levemente.",ﺃﺧﺬﺕ ﺟﻴﺴﻴﻜﺎ ﺗﺘﺤﺪﺙ ﺑﻠﻴﻦ ﻣﻔﺎﺟﺊ، ﻭﺧﺪﻭﺩﻫﺎ ﺗﻜﺘﺴﻲ ﺑﺤﻤﺮﺓ ﺧﻔﻴﻔﺔ.,"Jessica had suddenly started speaking meekly, and was faintly blushing.","Jessica had suddenly started speaking meekly, and was faintly blushing.",Jessica birden uysalca konuşmaya başladı ve hafifçe yüzü kızardı.
,"...I see, even though her confession didn't go well, it looks like she still hasn't given up.","...I see, even though her confession didn't go well, it looks like she still hasn't given up. ","...I see, even though her confession didn't go well, it looks like she still hasn't given up.",…なるほど、告白は空振りしたが、どうやら諦めちゃいないらしい。,…なるほど、告白は空振りしたが、どうやら諦めちゃいないらしい。,"...Понятно. Пусть с её признанием не всё прошло гладко, но она, по‐видимому, ещё не прошла.","...Entendo, mesmo que a confissão dela não tenha ido muito bem, parece que ela ainda não desistiu.",…原来如此，虽然告白失败，不过看起来似乎并没有死心。,…原來如此，雖然告白失敗，不過看起來似乎並沒有死心。,"... Ho capito, anche se la sua dichiarazione non è andata a buon fine, sembra che non abbia ancora abbandonato le speranze.","...I see, even though her confession didn't go well, it looks like she still hasn't given up.","... Ya veo, aunque su confesión no salió bien, parece que aún no se ha dado por vencida.",ﻓﻬﻤﺖ، ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻥ ﺍﻋﺘﺮﺍﻓﻬﺎ ﺭُﻓﺾ، ﺇﻻ ﺃﻧﻬﺎ ﻟﻢ ﺗﺴﺘﺴﻠﻢ ﺑﻌﺪ.,"...I see, even though her confession didn't go well, it looks like she still hasn't given up.","...I see, even though her confession didn't go well, it looks like she still hasn't given up.","...Anladığım kadarıyla, itirafı kötü gitmiş olsa da, hâlâ pes etmemiş gibi görünüyor."
,"But yeah...I totally get that. After seeing how close George‐aniki and Shannon‐chan have gotten, it's no wonder she'd start wanting a boyfriend.","But still, I get it. After seeing how close George-aniki and Shannon-chan have gotten, I also kinda want to find a girlfriend. "," But still, I understood. After seeing how close George-aniki and Shannon-chan had gotten, I also kinda wanted to find a girlfriend.",でもまぁ、わかるなぁ。譲治の兄貴と紗音ちゃんの仲が進展するのを目の当たりにしてたら、自分も恋人を作らなくちゃって気持ちになってくるだろうよ。,でもまぁ、わかるなぁ。譲治の兄貴と紗音ちゃんの仲が進展するのを目の当たりにしてたら、自分も恋人を作らなくちゃって気持ちになってくるだろうよ。,"Но я всё‐таки понял. Увидев, насколько близки Джордж‐аники и Шаннон‐чан, мне тоже захотелось найти себе девушку.","Mas sim...eu entendi completamente.{n}Depois de ver o quão próximos o George‐aniki e a Shannon‐chan ficaram, não há dúvida que ela começou a querer um namorado.",不过，我也挺理解的。把让治大哥和纱音之间的进展看在眼里，那倒是会不由自主地觉得，自己也得交个男朋友的。,不過，我也挺理解的。把讓治大哥和紗音之間的進展看在眼裡，那倒是會不由自主地覺得，自己也得交個男朋友的。,"Ma comunque, posso capire. Dopo aver visto quanto si fossero avvicinati George-aniki e Shannon-chan, anch'io quasi quasi volevo trovarmi una ragazza.","But yeah...I totally get that. After seeing how close George‐aniki and Shannon‐chan have gotten, it's no wonder she'd start wanting a boyfriend.","Pero sí... lo entiendo totalmente. Después de ver lo unidos que están George-aniki y Shannon-chan, yo también querría encontrar una novia.",ﻟﻜﻦ ﻧﻌﻢ... ﺃﻓﻬﻢ ﺫﻟﻚ ﺟﻴﺪًﺍ. ﺑﻌﺪ ﺭﺅﻳﺔ ﻋﻼﻗﺔ ﺃﺧﻲ ﺟﻮﺭﺝ ﻭﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ، ﻻ ﻋﺠﺐ ﺃﻧﻬﺎ ﺑﺪﺃﺕ ﺗﺮﻳﺪ ﺣﺒﻴﺒًﺎ ﻫﻲ ﺃﻳﻀًﺎ.,"But yeah...I totally get that. After seeing how close George‐aniki and Shannon‐chan have gotten, it's no wonder she'd start wanting a boyfriend.","But yeah...I totally get that. After seeing how close George‐aniki and Shannon‐chan have gotten, it's no wonder she'd start wanting a boyfriend.","Ama evet...bunu tamamen anlıyorum. George-aniki ve Shannon-chan'ın ne kadar yakınlaştığını gördükten sonra, bir erkek arkadaş istemesine şaşmamalı."
,"Six years. ...Those six years of puberty are pretty important, and they go by so fast.","Six years. ...Six years of puberty are pretty important, and they went by pretty fast. "," Six years. ...Six years of puberty are pretty important, and they had gone by pretty fast.",６年か。…青春時代の６年ってのは重く、そして早いもんだ。,６年か。…青春時代の６年ってのは重く、そして早いもんだ。,"Шесть лет. ...Шесть лет столь важного пубертатного возраста, как же быстро они пролетели.","Seis anos. ...Esses seis anos da puberdade são muito importantes, e passam voando.",六年啊。…青春时代的六年，可是既沉重又短暂呢。,六年啊。…青春時代的六年，可是既沉重又短暫呢。,"Sei anni. ... Sei anni di pubertà sono piuttosto importanti, e sono passati velocemente.","Six years. ...Those six years of puberty are pretty important, and they go by so fast.",Seis años. Esos seis años de pubertad son muy importantes y transcurren muy rápido.,ﺳﺖ ﺳﻨﻮﺍﺕ. ﺗﻠﻚ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻟﺴﺖ ﻣﻦ ﺍﻟﻤﺮﺍﻫﻘﺔ ﺣﺎﺳﻤﺔ، ﻭﺗﻤﺮ ﺳﺮﻳﻌًﺎ ﻛﺎﻟﺒﺮﻕ.,"Six years. ...Those six years of puberty are pretty important, and they go by so fast.","Six years. ...Those six years of puberty are pretty important, and they go by so fast.",Altı yıl. ...Ergenlik döneminin bu altı yılı oldukça önemli ve çok hızlı geçiyor.
,"With the typhoon approaching, the clouds had grown steadily grayer, and yet, even so, I had this really refreshing feeling.","As the typhoon approached, the clouds grew steadily grayer, but even so, I had this really refreshing feeling. "," As the typhoon approached, the clouds grew steadily grayer, and yet, even so, I had this really refreshing feeling.",台風が近付いているということで、空は灰色の度合いを強めているが、それでもなぜか、とても爽やかに感じられるのだった。,台風が近付いているということで、空は灰色の度合いを強めているが、それでもなぜか、とても爽やかに感じられるのだった。,"С приближением тайфуна облака постепенно прибавили серости, но даже несмотря на это, я чувствовал себя очень свежо.","Com o tufão se aproximando, as nuvens começaram a ficar mais acinzentadas e, mesmo assim, eu estou tendo essa sensação refrescante.",由于台风的接近，天空变得越来越昏暗，但即便如此，我却还是不知为何地感到甚是清爽。,由於台風的接近，天空變得越來越昏暗，但即便如此，我卻還是不知為何地感到甚是清爽。,"Mentre il tifone si avvicinava, le nuvole diventavano sempre più grigie, eppure, nonostante ciò, sentivo una sensazione rinfrescante.","With the typhoon approaching, the clouds had grown steadily grayer, and yet, even so, I had this really refreshing feeling.","Con el tifón acercándose, las nubes se habían vuelto cada vez más grises y, aun así, tenía una sensación muy refrescante.",ﻣﻊ ﺍﻗﺘﺮﺍﺏ ﺍﻹﻋﺼﺎﺭ، ﺍﺯﺩﺍﺩﺕ ﺍﻟﻐﻴﻮﻡ ﻗﺘﺎﻣﺔً ﺑﺒﻂﺀ ﻟﻠﻮﻥ ﺍﻟﺮﻣﺎﺩﻱ، ﺛﻢ ﺷﻌﺮﺕ ﺑﺎﻧﺘﻌﺎﺵ ﻏﺮﻳﺐ.,"With the typhoon approaching, the clouds had grown steadily grayer, and yet, even so, I had this really refreshing feeling.","With the typhoon approaching, the clouds had grown steadily grayer, and yet, even so, I had this really refreshing feeling.",Tayfun yaklaştıkça bulutlar giderek daha da grileşiyordu ama yine de içimde gerçekten ferahlatıcı bir his vardı.
,"...Maybe I'll start thinking more seriously about the opposite sex, more than just the size of their boobs...","...Maybe I'll try thinking more seriously about the opposite sex, more than just the size of their boobs... ","...Maybe I'll start thinking about the opposite sex, more than just the size of their boobs...",…俺も、たまには異性のことを、おっぱいのデカさ以外で真剣に考えてみることにするか…。,…俺も、たまには異性のことを、おっぱいのデカさ以外で真剣に考えてみることにするか…。,"...Может, я начну больше думать о противоположном поле, а не только о размере их бюста...","...Talvez eu deva começar a pensar mais seriamente sobre o sexo oposto, mais do que apenas o tamanho dos peitos...",…我也偶尔去尝试下，从胸部大小之外的其他方面认真地考虑异性吧…。,…我也偶爾去嘗試下，從胸部大小之外的其他方面認真地考慮異性吧…。,"... Magari comincerò a pensare più seriamente all'altro sesso, non soltanto alla grandezza delle loro tette...","...Maybe I'll start thinking more seriously about the opposite sex, more than just the size of their boobs...","... Tal vez empiece a pensar más seriamente en el sexo opuesto, más que en el tamaño de sus pechos...",ﺭﺑﻤﺎ ﺣﺎﻥ ﺍﻟﻮﻗﺖ ﻷﻓﻜﺮ ﺑﺠﺪﻳﺔ ﺃﻛﺒﺮ ﻓﻲ ﺍﻟﺠﻨﺲ ﺍﻵﺧﺮ، ﺑﻌﻴﺪًﺍ ﻋﻦ ﻣﺠﺮﺩ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺣﺠﻢ ﺃﺛﺪﺍﺋﻬﻦ...,"...Maybe I'll start thinking more seriously about the opposite sex, more than just the size of their boobs...","...Maybe I'll start thinking more seriously about the opposite sex, more than just the size of their boobs...",...Belki de karşı cins hakkında sadece göğüslerinin büyüklüğü dışında daha ciddi şeyler düşünmeye başlamalıyım...
Ushiromiya Battler,"""By the way, I know George‐aniki is going out with a servant, Shannon‐chan. ......Not you as well, right?""","""By the way, it looks like George-aniki's going out with a servant. ...Don't tell me it's the same for you?"" ","""By the way, I know George-aniki is going out with a servant, Shannon-chan. ......Could it be that you are the same, Jessica?""",「ところで。譲治の兄貴は、使用人の紗音ちゃんと付き合ってるわけだが。……まさか、朱志香までってことはないよなぁ？」,「ところで。譲治の兄貴は、使用人の紗音ちゃんと付き合ってるわけだが。……まさか、朱志香までってことはないよなぁ？」,"""Кстати говоря, я знаю, что Джордж‐аники встречается с Шаннон‐чан, являющейся служанкой. ......А ты, часом, не последовала его примеру, Джессика?""","""A propósito, agora que sei que o George‐aniki está saindo com uma serviçal chamada Shannon‐chan. ......Não seria o seu caso também, certo?""",「话说。虽然让治大哥是与身为佣人的纱音在交往。……但你朱志香，总不至于也是那个吧？？」,「話說。雖然讓治大哥是與身為傭人的紗音在交往。……但你朱志香，總不至於也是那個吧？？」,"""A proposito, so che George-aniki esce con una domestica, Shannon-chan. ... Non sarà che è lo stesso anche per te, Jessica?""","""By the way, I know George‐aniki is going out with a servant, Shannon‐chan. ......Not you as well, right?""","""Por cierto, ya que George-aniki está saliendo con Shannon-chan, quien es una sirvienta. ¿No será que tú también...?""","""ﺑﺎﻟﻤﻨﺎﺳﺒﺔ، ﺃﻋﻠﻢ ﺃﻥ ﺃﺧﻲ ﺟﻮﺭﺝ ﻋﻠﻰ ﻋﻼﻗﺔ ﺑﺨﺎﺩﻣﺔ. ...ﻟﺴﺖِ ﻛﺬﻟﻚ ﺃﻳﻀًﺎ، ﺻﺤﻴﺢ......؟""","""By the way, I know George‐aniki is going out with a servant, Shannon‐chan. ......Not you as well, right?""","""By the way, I know George‐aniki is going out with a servant, Shannon‐chan. ......Not you as well, right?""","""Bu arada, George-aniki'nin bir hizmetkâr olan Shannon-chan ile çıktığını biliyorum. ......Yoksa Jessica, sen de mi?"""
Ushiromiya Jessica,"""Huh, ...eeeeeeh?!?! Wh‐wh‐wh‐wh‐why do you think that...?!""","""Huh, ...whaaaat?!?! Wh-Wh-Wh-Wh-Why do you think that...?!"" ","""Huh, ...eeeeeeh?!?! W, w, w, w, why do you think that...?!""",「え、…ええぇッ？！？！　どどどど、どうしてそう思うんだよ…？！」,「え、…ええぇッ？！？！　どどどど、どうしてそう思うんだよ…？！」,"""А?.. Э‐э‐э‐э‐э?!?! С‐с‐с‐с чего ты взял?!""","""Hã, ...eeeeeeh?!?! Po‐Po‐Po‐Po‐Por que você acha isso...?!""",「哎、…哎哎哎？！？！为为为、为什么会这么想…？！」,「哎、…哎哎哎？！？！為為為、為什麼會這麼想…？！」,"""Huh... eeeeeeh?!?! P-P-P-Perché dici questo...?!""","""Huh, ...eeeeeeh?!?! Wh‐wh‐wh‐wh‐why do you think that...?!""","""¡¿¡¿Eeeeeeh?!?! ¡¿Po-Po-Po-Po-Por qué piensas eso?!...""","""ﻫﺎﻩ، ﻣﺎﺍﺍﺍﺫﺍ؟!؟! ﻣﺎ-ﻣﺎ-ﻣﺎ-ﻣﺎﺫﺍ-ﻟﻤﺎﺫﺍ ﺗﻌﺘﻘﺪ ﺫﻟﻚ ...؟!""","""Huh, ...eeeeeeh?!?! Wh‐wh‐wh‐wh‐why do you think that...?!""","""Huh, ...eeeeeeh?!?! Wh‐wh‐wh‐wh‐why do you think that...?!""","""Huh, ...eeeeeeh?!?! Ne-Ne-Ne-Ne-Neden böyle düşünüyorsun...?!"""
Ushiromiya Battler,"""Come to think of it, that young kid Kanon‐kun, who greeted us in the rose garden. You covered for him quite a bit just considering he was bad at talking, didn't you?""","""Come to think of it, that kid Kanon-kun, who greeted us in the rose garden... You were covering for him pretty intensely, considering he was just a little awkward at talking."" ","""Come to think of it, that young kid Kanon-kun, who greeted us in the rose garden... You really covered for him since he's bad at talking, right Jessica?""",「そういや、薔薇庭園で挨拶した嘉音くんって若い子。口下手だからって朱志香、やたらと庇ってたよなぁ？」,「そういや、薔薇庭園で挨拶した嘉音くんって若い子。口下手だからって朱志香、やたらと庇ってたよなぁ？」,"""Да взять того паренька, Канон‐куна, поприветствовавшего нас в розарии... Ты за него вступилась, поскольку ему трудно общаться с людьми, так ведь, Джессика?""","""Parando para pensar, aquele garoto, o Kanon‐kun, que nos cumprimentou no jardim de rosas. Você o cobriu um pouco por considerar que ele não é muito bom com as palavras, não foi?""",「说起来，那个在玫瑰庭园打过招呼的，叫嘉音的年轻孩子。朱志香是讲了“他不会说话”，义无反顾地袒护着他吧？」,「說起來，那個在玫瑰庭園打過招呼的，叫嘉音的年輕孩子。朱志香是講了“他不會說話”，義無反顧地袒護著他吧？」,"""Adesso che ci penso, quel giovane ragazzo, Kanon-kun, che ci ha salutati nel giardino di rose... l'hai proprio aiutato visto che non è bravo a parlare, vero Jessica?""","""Come to think of it, that young kid Kanon‐kun, who greeted us in the rose garden. You covered for him quite a bit just considering he was bad at talking, didn't you?""","""Ahora que lo pienso, ese chico llamado Kanon-kun, que nos saludó en el jardín de rosas. Tú lo encubriste porque es malo hablando, ¿no es así?""","""ﺑﺎﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺍﻷﻣﺮ، ﺫﻟﻚ ﺍﻟﻔﺘﻰ ﻛﺎﻧﻮﻥ-ﻛﻦ، ﺍﻟﺬﻱ ﺍﺳﺘﻘﺒﻠﻨﺎ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺃﻟﻢ ﺗﺘﺠﺸﻤﻲ ﻋﻨﺎﺀ ﺍﻟﺘﻐﻄﻴﺔ ﺑﺎﻋﺘﺒﺎﺭﻩ ﻻ ﻳﺠﻴﺪ ﺍﻟﻜﻼﻡ. ﺃﻡ ﺃﻥ ﻛﻼﻣﻲ ﺧﺎﻃﺊ؟""","""Come to think of it, that young kid Kanon‐kun, who greeted us in the rose garden. You covered for him quite a bit just considering he was bad at talking, didn't you?""","""Come to think of it, that young kid Kanon‐kun, who greeted us in the rose garden. You covered for him quite a bit just considering he was bad at talking, didn't you?""","""Aklıma geldi de, gül bahçesinde bizi karşılayan Kanon-kun adındaki genç çocuk. Konuşmakta kötü olduğunu bilerek onu epey idare ettin, değil mi?"""
Ushiromiya Jessica,"""N‐no, that's not... Wahahahaha, you're too suspicious...!!""","""N-No, that's not... Wahahahaha, now you're getting paranoid...!!"" ","""N, no, that's not... Wahahahaha, you're too suspicious...!!""",「い、いやそんなことは…。わはははは、勘繰り過ぎだって…！！」,「い、いやそんなことは…。わはははは、勘繰り過ぎだって…！！」,"""Н‐нет, дело не в этом... Ва‐ха‐ха‐ха‐ха, ты чересчур подозрителен!""","""N‐Não, isso não... Wahahahaha, tá pensando demais...!!""",「呀，这种事才没…。啊哈哈哈哈，你想太多啦…！！」,「呀，這種事才沒…。啊哈哈哈哈，你想太多啦…！！」,"""N-No, non è... wahahahaha, sei troppo sospettoso...!!""","""N‐no, that's not... Wahahahaha, you're too suspicious...!!""","""N‐No, eso no es... ¡¡Wajajajaja, sospechas demasiado!!...""","""ﻛـ-ﻛﻼ، ﻫﺬﺍ ﻟﻴﺲ... ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﺃﻧﺖ ﻣﻠﻘﻮﻑٌ ﺑﺰﻳﺎﺩﺓ...!!""","""N‐no, that's not... Wahahahaha, you're too suspicious...!!""","""N‐no, that's not... Wahahahaha, you're too suspicious...!!""","""H-Hayır, öyle değil... Wahahahaha, çok şüphecisin...!!"""
Ushiromiya Battler,"""Then tell me just this one thing. Right now, is the boy you're after somewhere within one kilometer?""","""Then tell me just one thing. Right now, is the boy you're after within one kilometer of this spot?"" ","""Then tell me just this one thing. Right now, is the boy you're after somewhere within one kilometer?""",「じゃあさ、これだけは教えろよ。今この瞬間。朱志香が狙ってる男は、半径１ｋｍ以内にいるか？」,「じゃあさ、これだけは教えろよ。今この瞬間。朱志香が狙ってる男は、半径１ｋｍ以内にいるか？」,"""Тогда скажи вот что. Прямо сейчас, находится ли приглянувшийся тебе парень в радиусе одного километра?""","""Então me diga apenas uma coisa. Agora, neste exato momento, o garoto que você está de olho está em algum lugar no raio de um quilômetro?""",「那么，就光告诉我这个吧。现在这个瞬间。朱志香看上的男生，是不是在这半径一公里以内？」,「那麼，就光告訴我這個吧。現在這個瞬間。朱志香看上的男生，是不是在這半徑一公里以內？」,"""Allora dimmi soltanto una cosa. In questo momento, il ragazzo a cui vai dietro è nel giro di un kilometro da noi?""","""Then tell me just this one thing. Right now, is the boy you're after somewhere within one kilometer?""","""Entonces, solo dime una cosa. Justo ahora, ¿el chico que te gusta está a un kilómetro de distancia?""","""ﺇﺫًﺍ، ﺃﺟﻴﺒﻲ ﻋﻦ ﺳﺆﺍﻝٍ ﻭﺣﻴﺪ. ﺍﻵﻥ ﻭﻫﻨﺎ، ﻫﻞ ﺍﻟﺸﺎﺏ ﺍﻟﺬﻱ ﺗﻬﺘﻤﻴﻦ ﺑﻪ ﻳﺒﻌﺪ ﺃﻗﻞ ﻣﻦ ﻛﻴﻠﻮﻣﺘﺮ؟""","""Then tell me just this one thing. Right now, is the boy you're after somewhere within one kilometer?""","""Then tell me just this one thing. Right now, is the boy you're after somewhere within one kilometer?""","""O zaman bana tek bir şey söyle. Tam şu anda, peşinde olduğun çocuk bir kilometre içerisinde bir yerde mi?"""
Ushiromiya Jessica,"""W‐well, that's, umm, ...I, I, I dunno...""","""W-Well about that, umm, ...I-I-I wonder..."" ","""W, well about that, umm, ...I, I, I wonder...""",「い、いやそれはその、…どど、どうだろう…。」,「い、いやそれはその、…どど、どうだろう…」,"""Н‐ну, насчёт этого, м‐м‐м... к‐к‐кто знает...""","""B‐Bem, isso, hmm, ...eu, eu, eu não sei...""",「呀，这这个嘛那个，…是、是不是呢…？」,「呀，這這個嘛那個，…是、是不是呢…？」,"""E-Ecco a proposito, umm... C-C-Chissà...""","""W‐well, that's, umm, ...I, I, I dunno...""","""B-Bueno, eso es, umm, yo, no lo sé...""","""ﺣـ-ﺣﺴﻨًﺎ، ﺃﻣﻤﻢ، ﻣـ-ﻣﻦ ﻳﺪﺭﻱ....""","""W‐well, that's, umm, ...I, I, I dunno...""","""W‐well, that's, umm, ...I, I, I dunno...""","""Ş-Şey, bu, umm, ...K-K-Kim bilir..."""
,"Kanon‐kun is the only boy on this island now who could possibly become her boyfriend. So judging by her reaction, I'm probably right on.","Kanon-kun was the only boy on this island now who could possibly become her boyfriend. So, judging by her reaction, I was right on. ","Kanon-kun was the only boy on this island now who could possibly become her boyfriend. So judging by her reaction, I was right on.",今、この島にいる男で、俺たちと恋仲になれそうなのは嘉音くんひとりしかいない。それでこの反応なんだから、ビンゴなんだろうなぁ。,今、この島にいる男で、朱志香と恋仲になれそうなのは嘉音くんひとりしかいない。それでこの反応なんだから、ビンゴなんだろうなぁ。,"Канон‐кун был единственным годившимся ей в парни на этом острове. Так что, судя по её реакции, я попал в цель.","O Kanon‐kun é o único garoto nesta ilha agora que poderia se tornar seu namorado. Então, julgando pela reação dela, eu provavelmente estou certo.",此刻，在这个岛上的男人中，能与朱志香发展成一对的就只有嘉音君。并且从这反应来看，应该是说中了吧。,此刻，在這個島上的男人中，能與朱志香發展成一對的就只有嘉音君。並且從這反應來看，應該是說中了吧。,"Kanon-kun era il solo su quest'isola che sarebbe potuto diventare il suo ragazzo. Perciò, giudicando dalla sua reazione, avevo indovinato.","Kanon‐kun is the only boy on this island now who could possibly become her boyfriend. So judging by her reaction, I'm probably right on.","Kanon-kun es el único chico de la isla que podría convertirse en su novio. Así que, a juzgar por su reacción, probablemente estoy en lo cierto.",ﻛﺎﻧﻮﻥ-ﻛﻦ ﻫﻮ ﺍﻟﻔﺘﻰ ﺍﻟﻮﺣﻴﺪ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺍﻟﺬﻱ ﻳﻤﻜﻦ ﺃﻥ ﻳﺼﺒﺢ ﺣﺒﻴﺒﻬﺎ ﺍﻵﻥ. ﻭﺑﻨﺎﺀً ﻋﻠﻰ ﺭﺩﺓ ﻓﻌﻠﻬﺎ، ﺃﻳﻘﻨﺖُ ﺃﻧﻨﻲ ﻣﺤﻖ.,"Kanon‐kun is the only boy on this island now who could possibly become her boyfriend. So judging by her reaction, I'm probably right on.","Kanon‐kun is the only boy on this island now who could possibly become her boyfriend. So judging by her reaction, I'm probably right on.","Kanon-kun şu anda bu adada onun erkek arkadaşı olabilecek tek erkek. Yani tepkisine bakılırsa, muhtemelen haklıyım."
,"I don't think of the Ushiromiya family as a noble family, but...two people in love with servants... I'd never have dreamed that two pairs of Romeo and Juliet would be right next to me...","I didn't think of the Ushiromiya family as a noble family, ...but love with a servant... I wouldn't have dreamed that two pairs of Romeo and Juliet would be right next to me... "," I didn't think of the Ushiromiya family as a noble family, ...but love with a servant... I wouldn't have dreamed that two pairs of Romeo and Juliet would be right next to me...",右代宮家を高貴な一族だなんて思っちゃいないが、…使用人との恋が二人か。ロミオとジュリエットが身近に二組もいるなんて夢にも思わなかったぜ…。,右代宮家を高貴な一族だなんて思っちゃいないが、…使用人との恋が二人か。ロミオとジュリエットが身近に二組もいるなんて夢にも思わなかったぜ…。,"Я не воспринимал семью Уширомия как семью благородных кровей... Но любовь с прислугой... Я и представить себе не мог, что практически рядом со мной будут находится две пары аля Ромео и Джульетта...","Eu não penso na família Ushiromiya como uma família nobre, mas...duas pessoas apaixonadas por serviçais... Eu nunca sonhei que dois pares de Romeu e Julieta estariam tão próximos de mim...",我从没把右代宫家当成是什么高贵的家族，…不过，提起爱上佣人的两人么。倒真是做梦都没有想到，身边竟会有两对“罗密欧与朱丽叶”…。,我從沒把右代宮家當成是什麼高貴的家族，…不過，提起愛上傭人的兩人麼。倒真是做夢都沒有想到，身邊竟會有兩對“羅密歐與朱麗葉”…。,Non pensavo agli Ushiromiya come una famiglia nobile... ma l'amore verso un domestico... non avrei mai pensato di avere accanto a me due coppie come Romeo e Giulietta...,"I don't think of the Ushiromiya family as a noble family, but...two people in love with servants... I'd never have dreamed that two pairs of Romeo and Juliet would be right next to me...","No pienso en la familia Ushiromiya como una familia noble, pero... que se hayan enamorado de los sirvientes... Nunca me hubiera imaginado que dos pares de Romeo y Julieta estarían justo enfrente mío...",ﻻ ﺃﻋﺘﺒﺮ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻋﺎﺋﻠﺔ ﻧﺒﻴﻠﺔ، ﻟﻜﻦ... ﺷﺨﺼﺎﻥ ﻳﺤﺒﺎﻥ ﺧﺎﺩﻣﻴﻦ... ﻟﻢ ﺃﻛﻦ ﻷﺣﻠﻢ ﻳﻮﻣًﺎ ﺃﻥ ﺃﺭﻯ ﺯﻭﺟﻴﻦ ﻣﻦ ﺭﻭﻣﻴﻮ ﻭﺟﻮﻟﻴﻴﺖ ﺑﺠﺎﻧﺒﻲ ﻣﺒﺎﺷﺮﺓ...,"I don't think of the Ushiromiya family as a noble family, but...two people in love with servants... I'd never have dreamed that two pairs of Romeo and Juliet would be right next to me...","I don't think of the Ushiromiya family as a noble family, but...two people in love with servants... I'd never have dreamed that two pairs of Romeo and Juliet would be right next to me...",Ushiromiya ailesini pek de soylu bir aile olarak görmüyorum ama...hizmetkârlara aşık iki insan... İki çift Romeo ve Juliet'in hemen yanımda olacağını asla tahmin edemezdim...
