Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"Sakutaro tried hugging Maria, letting go of her, and gazing at her uneasily, lost as to how he could bring Maria's spirits up. ","Sakutaro tried toddling up to Maria and hugging her, then letting go, gazing at her appearance uneasily and trying it again, lost as to how he could bring Maria's spirits up.","Sakutaro tried hugging Maria, letting go of her, and gazing at her uneasily, lost as to how he could bring Maria's spirits up. ",さくたろは、よちよちとした仕草で、真里亞にしがみついては離れてみたり、様子を見てはうろうろしてみたりと、どうすれば真里亞を元気付けられるか戸惑っている。,さくたろは、よちよちとした仕草で、真里亞にしがみついては離れてみたり、様子を見てはうろうろしてみたりと、どうすれば真里亞を元気付けられるか戸惑っている。,"Сакутаро попытался обнять Марию, отпустил её, а затем, с тревогой глядя на неё, углубился в раздумья о том, как бы поднять Марии настроение.","Sakutaro tentou engatinhar até Maria e abraçá‐la, e então a deixando, olhando para sua aparência de carência e tentando novamente, perdido em como poderia animá‐la novamente.","Sakutaro tried toddling up to Maria and hugging her, then letting go, gazing at her appearance uneasily and trying it again, lost as to how he could bring Maria's spirits up.",櫻太郎搖搖晃晃地，一會兒上前緊緊抱住真里亞，一會兒又離開，察言觀色晃來晃去，為怎樣才能令真里亞打起精神來而陷入了困惑。,樱太郎摇摇晃晃地，一会儿上前紧紧抱住真里亚，一会儿又离开，察言观色晃来晃去，为怎样才能令真里亚打起精神来而陷入了困惑。,"Sakutaro tried toddling up to Maria and hugging her, then letting go, gazing at her appearance uneasily and trying it again, lost as to how he could bring Maria's spirits up.","Sakutarou cercò di abbracciare Maria, per poi lasciarla andare, e fissare con preoccupazione il suo aspetto, immerso su come potesse tirare su il morale di Maria.","Sakutaro tried toddling up to Maria and hugging her, then letting go, gazing at her appearance uneasily and trying it again, lost as to how he could bring Maria's spirits up.","Sakutaro tried toddling up to Maria and hugging her, then letting go, gazing at her appearance uneasily and trying it again, lost as to how he could bring Maria's spirits up."
,...He might've looked a little humorous doing that. ,......He might have looked a little humorous doing that.,...He might've looked a little humorous doing that. ,……その様子がどこかちょっぴりユーモラスだったのかもしれない。,……その様子がどこかちょっぴりユーモラスだったのかもしれない。,......При этом он выглядел немного смешно.,......Ele pode ter parecido um pouco cômico ao fazer aquilo.,......He might have looked a little humorous doing that.,……他的這種舉動，也許是有一點點滑稽吧。,……他的这种举动，也许是有一点点滑稽吧。,......He might have looked a little humorous doing that.,... Forse sembrava un po' buffo mentre lo faceva.,......He might have looked a little humorous doing that.,......He might have looked a little humorous doing that.
,"In the end, that was enough to distract Maria from her sadness... ","As a result, that was able to divert Maria's feelings from sadness......","In the end, that was enough to distract Maria from her sadness... ",結果的にそれは、真里亞の気持ちを悲しみから逸らすことが出来た……。,結果的にそれは、真里亞の気持ちを悲しみから逸らすことが出来た……。,В итоге он всё‐таки смог отвлечь Марию от печали...,"Como resultado, aquilo foi capaz de divertir Maria de sua tristeza......","As a result, that was able to divert Maria's feelings from sadness......",結果這倒使真里亞把注意力從悲傷中移開了……。,结果这倒使真里亚把注意力从悲伤中移开了……。,"As a result, that was able to divert Maria's feelings from sadness......","Alla fine, quello riuscì a distogliere i sentimenti di Maria dalla tristezza...","As a result, that was able to divert Maria's feelings from sadness......","As a result, that was able to divert Maria's feelings from sadness......"
Ushiromiya Maria,"""Sorry. ......Crying won't help anything anymore."" ","""Sorry. .........More crying won't help anything.""","""Sorry. ......Crying won't help anything anymore."" ",「ごめんね。………もう泣いても仕方ないもんね。」,「ごめんね。………もう泣いても仕方ないもんね」,"""Прости. .........Слёзы горю не помогут.""","""Desculpa. .........Chorar mais não vai ajudar.""","""Sorry. .........More crying won't help anything.""",「對不起。………哭也無濟於事呢。」,「对不起。………哭也无济于事呢。」,"""Sorry. .........More crying won't help anything.""","""Scusa. ... Piangere non servirà più a niente.""","""Sorry. .........More crying won't help anything.""","""Sorry. .........More crying won't help anything."""
Sakutarou,"‘You got in a fight with Ange, but you still have lots of friends, Maria... I'm not the only one. ......Everyone's here. Sakusuke and Sakukichi, the animal band, and many, many more...’ ","‘You got in a fight with Ange, but you still have a lot of friends, Maria... Not just me. .........You have everyone else too. Sakusuke and Sakukichi, the animal band, and many, many more......’","‘You got in a fight with Ange, but you still have lots of friends, Maria... I'm not the only one. ......Everyone's here. Sakusuke and Sakukichi, the animal band, and many, many more...’ ",『縁寿とは喧嘩しちゃったけど、真里亞にはまだたくさん友達がいるよ…。ボクだけじゃない。………みんなもいるよ。さくすけもさくきちも、動物の音楽隊も、他にも他にも……。』,『縁寿とは喧嘩しちゃったけど、真里亞にはまだたくさん友達がいるよ…。ボクだけじゃない。………みんなもいるよ。さくすけもさくきちも、動物の音楽隊も、他にも他にも……』,"{p:0:『}Ты больше не дружишь с Энджи, но у тебя до сих пор много друзей, Мария... Не только я. .........Они все здесь. Сакусуке и Сакукичи, музыкальная группа из животных, и многие‐многие другие...{p:0:』}","‘Você brigou com a Ange, mas ainda tem muitos amigos, Maria... Não apenas eu. .........Você tem a todos. Sakusuke e Sakukichi, a banda de animais e muitos, muitos outros......’","‘You got in a fight with Ange, but you still have a lot of friends, Maria... Not just me. .........You have everyone else too. Sakusuke and Sakukichi, the animal band, and many, many more......’",『雖然與緣壽吵了架，但真里亞還有好多好多的朋友喲…。不僅僅是偶。………大家都在喲。櫻助、櫻吉、動物樂團，其他還有其他還有……』,『虽然与缘寿吵了架，但真里亚还有好多好多的朋友哟…。不仅仅是偶。………大家都在哟。樱助、樱吉、动物乐团，其他还有其他还有……』,"‘You got in a fight with Ange, but you still have a lot of friends, Maria... Not just me. .........You have everyone else too. Sakusuke and Sakukichi, the animal band, and many, many more......’","{p:0:『}Hai litigato con Ange, ma hai ancora un sacco di amici, Maria... non sono l'unico. ... Tutti sono qui. Sakusuke e Sakukichi, la banda degli animali, e molti, molti di più... {p:0:』}","‘You got in a fight with Ange, but you still have a lot of friends, Maria... Not just me. .........You have everyone else too. Sakusuke and Sakukichi, the animal band, and many, many more......’","‘You got in a fight with Ange, but you still have a lot of friends, Maria... Not just me. .........You have everyone else too. Sakusuke and Sakukichi, the animal band, and many, many more......’"
,"Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having an idle chat. ","Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having a conference.","Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having an idle chat. ",真里亞は枕の周りで井戸端会議でもしているかのように集まっている、たくさんのぬいぐるみたちを見る。,真里亞は枕の周りで井戸端会議でもしているかのように集まっている、たくさんのぬいぐるみたちを見る。,"Мария поглядела на мягкие игрушки животных вокруг её подушки, собравшиеся вместе так, словно вели беседу.","Maria olhou para seus vários animais de pelúcia que estavam ao redor do seu travesseiro, reunidos como se estivessem tendo uma conferência.","Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having a conference.",櫻太郎望向了如開茶話會般聚集在真里亞枕邊的，許許多多的玩偶。,樱太郎望向了如开茶话会般聚集在真里亚枕边的，许许多多的玩偶。,"Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having a conference.","Maria guardò i tanti pupazzi intorno al suo cuscino, che erano riuniti insieme come se stessero chiacchierando.","Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having a conference.","Maria looked at the many stuffed animals around her pillow, which were gathered together as though they were having a conference."
Sakutarou,"‘...Everyone...is worried about you, Maria. They're all talking over and over about how to cheer you up, okay...?’ ","‘......They're all...worried about you, Maria. They've all been discussing and discussing how to cheer you up, you know......?’","‘...Everyone...is worried about you, Maria. They're all talking over and over about how to cheer you up, okay...?’ ",『……みんな、真里亞のこと、心配してるよ？　どうしたら真里亞が元気になってくれるかなって、ずっとずっと相談しているよ……？』,『……みんな、真里亞のこと、心配してるよ？　どうしたら真里亞が元気になってくれるかなって、ずっとずっと相談しているよ……？』,"{p:0:『}......Все... волнуются за тебя, Мария. Они всё обсуждают да обсуждают, как бы тебя подбодрить, хорошо?{p:0:』}","‘......Todos estão...preocupados com você, Maria. Todos estão discutindo e discutindo em como animar você, sabia......?’","‘......They're all...worried about you, Maria. They've all been discussing and discussing how to cheer you up, you know......?’",『……大家都在擔心真里亞哦？一直一直在商量，該怎麼做才能讓真里亞打起精神哦……？』,『……大家都在担心真里亚哦？一直一直在商量，该怎么做才能让真里亚打起精神哦……？』,"‘......They're all...worried about you, Maria. They've all been discussing and discussing how to cheer you up, you know......?’","{p:0:『}... Tutti... sono preoccupati per te, Maria. Stato tutti parlando ancora e ancora su come tirarti su di morale, va bene...?{p:0:』}","‘......They're all...worried about you, Maria. They've all been discussing and discussing how to cheer you up, you know......?’","‘......They're all...worried about you, Maria. They've all been discussing and discussing how to cheer you up, you know......?’"
Ushiromiya Maria,"""............ ...Everyone won't...go away...like Ange...?"" ",""".................................... ......They won't......go away...like Ange...?""","""............ ...Everyone won't...go away...like Ange...?"" ",「………………………………。……みんなは、……縁寿みたいに、いなくならない…？」,「………………………………。……みんなは、……縁寿みたいに、いなくならない…？」,""".............................Никто не уйдёт, как Энджи?..""",""".................................... ......Eles não vão......ir embora...assim como a Ange...?""",""".................................... ......They won't......go away...like Ange...?""",「………………………………。……大家，……會不會像緣壽那樣，不見…？」,「………………………………。……大家，……会不会像缘寿那样，不见…？」,""".................................... ......They won't......go away...like Ange...?""","""... Tutti loro no... andranno via... come Ange...?""",""".................................... ......They won't......go away...like Ange...?""",""".................................... ......They won't......go away...like Ange...?"""
Sakutarou,‘They won't. We'll always be together.’ ,‘They won't. We'll always be together.’,‘They won't. We'll always be together.’ ,『ならないよ。ボクたちはいつだって一緒だよ。』,『ならないよ。ボクたちはいつだって一緒だよ』,{p:0:『}Не уйдут. Мы всегда будем вместе.{p:0:』},‘Não vão. Nós vamos estar sempre com você.’,‘They won't. We'll always be together.’,『不會不見的。偶們不論如何都在一起哦。』,『不会不见的。偶们不论如何都在一起哦。』,‘They won't. We'll always be together.’,{p:0:『}Non lo faranno. Saremo sempre insieme. {p:0:』},‘They won't. We'll always be together.’,‘They won't. We'll always be together.’
Ushiromiya Maria,"""......Really? All of you are only with me at home. We can't go out together when Mama's around, and we can't go to school."" ",""".........Really? You're all only with me at home. Can't go out together when Mama's with us, and can't go together to school.""","""......Really? All of you are only with me at home. We can't go out together when Mama's around, and we can't go to school."" ",「………本当に？　さくたろたちは、家でしか一緒じゃないよ。ママと一緒にお出掛け出来ないし、学校にも一緒にいけないよ。」,「………本当に？　さくたろたちは、家でしか一緒じゃないよ。ママと一緒にお出掛け出来ないし、学校にも一緒にいけないよ」,""".........Да ну? Вы вместе с Марией только дома. Вы не можете быть рядом, когда за нами смотрит мама, или когда я в школу иду.""",""".........Mesmo? Mesmo estando sempre comigo em casa. Não podem aparecer quando a mamãe está junto e não podem ir para a escola.""",""".........Really? You're all only with me at home. Can't go out together when Mama's with us, and can't go together to school.""",「………真的？真里亞只有在家時，才能與櫻太郎你們在一起哦。沒法一起與媽媽出門，也沒法一起去學校。」,「………真的？真里亚只有在家时，才能与樱太郎你们在一起哦。没法一起与妈妈出门，也没法一起去学校。」,""".........Really? You're all only with me at home. Can't go out together when Mama's with us, and can't go together to school.""","""... Veramente? Tutti voi state con Maria solo a casa. Non possiamo uscire insieme quando c'è Mamma, e non possiamo andare a scuola.""",""".........Really? You're all only with me at home. Can't go out together when Mama's with us, and can't go together to school.""",""".........Really? You're all only with me at home. Can't go out together when Mama's with us, and can't go together to school."""
Sakutarou,"‘You aren't supposed to take us to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’ ","‘We aren't allowed to go to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’","‘You aren't supposed to take us to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’ ",『ボクたちは学校に行っちゃいけないから、先生に見つかったら怒られちゃうもん。でも、見つからないなら、いつだって一緒にいていいんだよ。』,『ボクたちは学校に行っちゃいけないから、先生に見つかったら怒られちゃうもん。でも、見つからないなら、いつだって一緒にいていいんだよ』,"{p:0:『}Но мы и не должны быть с тобой в школе, ведь плохо будет, узнай о нас учитель. Но если никто не узнает, мы всегда сможем быть с тобою рядом.{p:0:』}","‘Nós não podemos ir para a escola porque você teria problemas se algum professor descobrisse. Mas se ninguém descobrir, nós podemos ficar juntos o tempo todo.’","‘We aren't allowed to go to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’",『偶們不可以去學校，因為一被老師看到，就會挨罵的。不過，如果發現不了的話，就可以不論何時都在一起了喲。』,『偶们不可以去学校，因为一被老师看到，就会挨骂的。不过，如果发现不了的话，就可以不论何时都在一起了哟。』,"‘We aren't allowed to go to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’","{p:0:『}Visto che non dovresti portarci a scuola, finirai nei guai se l'insegnante lo scopre. Ma se nessuno lo scoprirà, potremo stare insieme ogni momento. {p:0:』}","‘We aren't allowed to go to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’","‘We aren't allowed to go to school, so you'll get in trouble if the teacher finds out. But if no one finds out, we can be together at any time.’"
Ushiromiya Maria,"""...Sakutaro, you're big, so you'd be found."" ","""......Sakutaro, you're big, so you'd be found.""","""...Sakutaro, you're big, so you'd be found."" ",「……さくたろ、大きいから見つかっちゃうね。」,「……さくたろ、大きいから見つかっちゃうね」,"""......Сакутаро, ты слишком большой, поэтому тебя легко найти.""","""......Sakutaro, você é grande e acabaria sendo encontrado.""","""......Sakutaro, you're big, so you'd be found.""",「……櫻太郎，大大的，一定會被發現呢。」,「……樱太郎，大大的，一定会被发现呢。」,"""......Sakutaro, you're big, so you'd be found.""","""... Sakutarou, tu sei grande quindi verresti scoperto.""","""......Sakutaro, you're big, so you'd be found.""","""......Sakutaro, you're big, so you'd be found."""
Sakutarou,"‘Then you can take one of the kids that are small enough to walk around with. ...For example, ...what about them? If you take the friends in the forest band, ...look, they're small, so you can hide them in your pocket and go to school together.’ ","‘Then you can take some of the kids that are small enough to walk around with. ......For example...what about them? If you take the friends in the forest band, ......look, they're small, so they can hide in your pocket and go to school with you.’","‘Then you can take one of the kids that are small enough to walk around with. ...For example, ...what about them? If you take the friends in the forest band, ...look, they're small, so you can hide them in your pocket and go to school together.’ ",『だったら、小さくて持ち歩ける子と一緒に行けばいいよ。……例えば、ほら。森の音楽隊の仲間たちなら、……ほら、小さいから真里亞のポケットに隠れて一緒に学校に行けるよ。』,『だったら、小さくて持ち歩ける子と一緒に行けばいいよ。……例えば、ほら。森の音楽隊の仲間たちなら、……ほら、小さいから真里亞のポケットに隠れて一緒に学校に行けるよ』,"{p:0:『}Ну, тогда ты можешь взять кого‐нибудь из детей, которые достаточно малы размером, чтобы ходить с ними. ......Например, как насчёт них? Если взять друзей из лесного ансамбля? Глянь, они такие маленькие, что ты можешь спрятать их в карман и пойти вместе с ними в школу.{p:0:』}","‘Então você pode levar alguns dos animais menores para andar junto com você. ......Por exemplo...que tal esses? Se você levar os amigos da banda da floresta, ......vejam, todos são pequenos, então você poderia escondê‐los em seu bolso e ir para escola com eles.’","‘Then you can take some of the kids that are small enough to walk around with. ......For example...what about them? If you take the friends in the forest band, ......look, they're small, so they can hide in your pocket and go to school with you.’",『那麼，去把小小的可以隨身攜帶的孩子一起帶去好了喲。……比如說，喏。森林樂團的小伙伴，……瞧，他們很小，所以可以藏在真里亞的口袋裡，一起去學校喲。』,『那么，去把小小的可以随身携带的孩子一起带去好了哟。……比如说，喏。森林乐团的小伙伴，……瞧，他们很小，所以可以藏在真里亚的口袋里，一起去学校哟。』,"‘Then you can take some of the kids that are small enough to walk around with. ......For example...what about them? If you take the friends in the forest band, ......look, they're small, so they can hide in your pocket and go to school with you.’","{p:0:『}Allora puoi portare uno dei ragazzi che sono piccoli abbastanza per andarci in giro insieme. ... Per esempio... cosa te ne pare di loro? Se prendi gli amici nella banda degli animali... guarda, loro sono piccoli quindi puoi nasconderli in tasca e andarci a scuola insieme. {p:0:』}","‘Then you can take some of the kids that are small enough to walk around with. ......For example...what about them? If you take the friends in the forest band, ......look, they're small, so they can hide in your pocket and go to school with you.’","‘Then you can take some of the kids that are small enough to walk around with. ......For example...what about them? If you take the friends in the forest band, ......look, they're small, so they can hide in your pocket and go to school with you.’"
