Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Battler,"""You said it! Okay, the anti-magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!"" ","""You said it! Okay, the anti‐magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!""","""You said it! Okay, the anti-magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!""",「そういうことだな！　さぁ、もう反魔法の毒素は一切なしだぜ！！　みんな、入ってきてくれ！　俺たちのお疲れ様パーティーの始まりだぜィ！！」,「そういうことだな！　さぁ、もう反魔法の毒素は一切なしだぜ！！　みんな、入ってきてくれ！　俺たちのお疲れ様パーティーの始まりだぜィ！！」,"""Именно! Что ж, отрицающий магию токсин исчез! Заходите! Вечеринка после шоу вот‐вот начнётся!""","""Isso aí! Beleza, toda toxina antimagia se foi!! Pessoal, apareçam!! O pós‐festa vai começar!!""","""You said it! Okay, the anti‐magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!""",「就是這樣！現在反魔法毒素已經全都沒有了！！大家，都進來吧！屬於我們的慰勞會開始了！！」,「就是这样！现在反魔法毒素已经全都没有了！！大家，都进来吧！属于我们的慰劳会开始了！！」,"""You said it! Okay, the anti‐magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!""","""L'hai detto! Ok, la tossina anti-magia è completamente svanita!! Entrate tutti! Sta per iniziare la festa dopo lo spettacolo!!""","""You said it! Okay, the anti‐magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!""","""You said it! Okay, the anti‐magic toxin is totally gone!! Everyone, come on in! The party after the show is about to start!!"""
,"With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room. ","With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room.","With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room.",盛大な拍手と歓声とともに、ホール内に黄金の蝶の旋風が吹き抜ける。,盛大な拍手と歓声とともに、ホール内に黄金の蝶の旋風が吹き抜ける。,С громом аплодисментов и криков в центре зала поднялось торнадо золотых бабочек.,"Com uma explosão de aplausos e muita energia, um tornado de borboletas douradas surgiu no centro do saguão.","With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room.",同盛大的拍手和歡呼聲一起，大廳內吹起了黃金之蝶的旋風。,同盛大的拍手和欢呼声一起，大厅内吹起了黄金之蝶的旋风。,"With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room.","Tra grandi urla e applausi, un tornado di farfalle dorate si levò al centro della stanza.","With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room.","With a burst of applause and cheering, a tornado of gold butterflies rose up in the center of the room."
,"By the time it passed, the number of faces had grown significantly. ","By the time it passed, the number of faces had grown significantly."," By the time it passed, the number of faces had grown significantly.",その後には、大勢の顔が増えていた。,その後には、大勢の顔が増えていた。,"К тому времени, как оно рассеялось, число лиц значительно возросло.","Com o passar do tempo, o número de rostos presentes foi aumentando significativamente.","By the time it passed, the number of faces had grown significantly.",在那之後，出現了許多的新面孔。,在那之后，出现了许多的新面孔。,"By the time it passed, the number of faces had grown significantly.","Quando svanì, il numero dei presenti era aumentato di parecchio.","By the time it passed, the number of faces had grown significantly.","By the time it passed, the number of faces had grown significantly."
{f:5:Virgilia},"""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, yes?"" ","""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?""","""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?""",「未来の魔女に幸あらんことを。そして過去の私たちには労いを、ですね。」,「未来の魔女に幸あらんことを。そして過去の私たちには労いを、ですね」,"""Пусть ведьма будущего обретёт счастье. И пусть мы из прошлого будем вознаграждены за свои усилия.""","""Deixe que a bruxa do futuro encontre a felicidade. E permita que nós do passado sejamos recompensados por nossos esforços, não é mesmo?""","""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?""",「願未來的魔女得到幸福。以及過去的我們辛苦了，是吧？」,「愿未来的魔女得到幸福。以及过去的我们辛苦了，是吧？」,"""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?""","""Lasciamo che la strega del futuro trovi la felicità. E che noi del passato veniamo ricompensati per i nostri sforzi, giusto?""","""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?""","""Let the witch of the future find happiness. And let us of the past be rewarded for our efforts, right?"""
Ronove,"""Indeed. Let us enjoy ourselves as well."" ","""Indeed. Let us enjoy ourselves as well.""","""Indeed. Let us enjoy ourselves as well.""",「でございますな。今宵は我等も楽しませていただきましょう。」,「でございますな。今宵は我等も楽しませていただきましょう」,"""Именно. Давайте тоже насладимся.""","""Precisamente. Vamos nos divertir pra valer.""","""Indeed. Let us enjoy ourselves as well.""",「如您所說。今宵我等就盡情歡樂吧。」,「如您所说。今宵我等就尽情欢乐吧。」,"""Indeed. Let us enjoy ourselves as well.""","""Certamente. Divertiamoci anche noi.""","""Indeed. Let us enjoy ourselves as well.""","""Indeed. Let us enjoy ourselves as well."""
{f:5:Beatrice},"""Come on, haven't we been enjoying ourselves the whole time?!"" ","""Come on, haven't we been enjoying ourselves the whole time?!""","""Come on, haven't we been enjoying ourselves the whole time?!""",「今宵に限らず、いつも楽しんでおったではないか！」,「今宵に限らず、いつも楽しんでおったではないか！」,"""Да ладно, разве мы всё это время не наслаждались?!""","""Poxa, nós já não estávamos nos divertindo o tempo todo?!""","""Come on, haven't we been enjoying ourselves the whole time?!""",「不限於今夜，是要永遠都這樣歡樂下去！！」,「不限于今夜，是要永远都这样欢乐下去！！」,"""Come on, haven't we been enjoying ourselves the whole time?!""","""Avanti, non ci siamo divertiti per tutto il tempo?!""","""Come on, haven't we been enjoying ourselves the whole time?!""","""Come on, haven't we been enjoying ourselves the whole time?!"""
Ronove,"""Pu ku ku ku. In this world, the one who enjoys the most is the true winner."" ","""Pu ku ku ku. In this world, the one who enjoys the most is the true winner.""","""Pu ku ku ku. In this world, the one who enjoys the most is the true winner.""",「ぷっくっくっく。世の中、万事は楽しんだもの勝ちでございますよ。」,「ぷっくっくっく。世の中、万事は楽しんだもの勝ちでございますよ」,"""Пу‐ку‐ку‐ку. В этом мире истинный победитель — тот, кто наслаждается больше.""","""Pu ku ku ku. Neste mundo, aquele que mais se diverte é o verdadeiro vencedor.""","""Pu ku ku ku. In this world, the one who enjoys the most is the true winner.""",「噗呵呵呵。在世間，萬事都是樂觀者勝啊。」,「噗呵呵呵。在世间，万事都是乐观者胜啊。」,"""Pu ku ku ku. In this world, the one who enjoys the most is the true winner.""","""Pu ku ku ku. In questo mondo, colui che si diverte di più è il vero vincitore.""","""Pu ku ku ku. In this world, the one who enjoys the most is the true winner.""","""Pu ku ku ku. In this world, the one who enjoys the most is the true winner."""
{f:5:Virgilia},"""Come, let's have the Seven Sisters over here too."" ","""Come, let's have the Seven Sisters over here too.""","""Come, let's have the Seven Sisters over here too.""",「さぁ、七姉妹もいらっしゃい。」,「さぁ、七姉妹もいらっしゃい」,"""Ну же, пусть присоединятся и Семь сестёр.""","""Vamos, venham, Sete Irmãs.""","""Come, let's have the Seven Sisters over here too.""",「來，七姐妹也出來。」,「来，七姐妹也出来。」,"""Come, let's have the Seven Sisters over here too.""","""Avanti, facciamo venire anche le Sette Sorelle.""","""Come, let's have the Seven Sisters over here too.""","""Come, let's have the Seven Sisters over here too."""
Lucifer,"""The Seven Sisters of Purgatory, right here!!"" ","""The Seven Sisters of Purgatory, right here!!""","""The Seven Sisters of Purgatory, right here!!""",「煉獄の七姉妹、ここにッ！！」,「煉獄の七姉妹、ここにッ！！」,"""Семь сестёр чистилища на месте!""","""Sete Irmãs do Purgatório, aqui estamos!!""","""The Seven Sisters of Purgatory, right here!!""",「煉獄七姐妹，在此！！」,「炼狱七姐妹，在此！！」,"""The Seven Sisters of Purgatory, right here!!""","""Sette Sorelle del Purgatorio, presenti!!""","""The Seven Sisters of Purgatory, right here!!""","""The Seven Sisters of Purgatory, right here!!"""
Leviathan,"""I can't believe the game's finally over! Waaah!"" ","""I can't believe the game is finally over! Waaah!""","""I can't believe the game is finally over! Waaah!""",「もうこれでゲームが終わりなんてぇ！　うわあん！」,「もうこれでゲームが終わりなんてぇ！　うわあん！」,"""Поверить не могу, что игра наконец закончилась! Ува‐а‐а!""","""Não consigo acreditar que o jogo acabou! Waaah!""","""I can't believe the game is finally over! Waaah!""",「這樣遊戲就都結束了嗎！嗚哇！」,「这样游戏就都结束了吗！呜哇！」,"""I can't believe the game is finally over! Waaah!""","""Non riesco a credere che questo gioco sia finalmente finito! Waaah!""","""I can't believe the game is finally over! Waaah!""","""I can't believe the game is finally over! Waaah!"""
Satan,"""What do you think you're doing, crying at the after-party?! You little crybaby!"" ","""What do you think you're doing, crying at the after‐party! You little crybaby!""","""What do you think you're doing, crying at the after-party! You little crybaby!""",「二次会で泣かないの、もうッ。この泣き虫！」,「二次会で泣かないの、もうッ。この泣き虫！」,"""Не рыдай на празднике после вечеринки! Плакса!""","""Poxa, não é pra chorar no pós‐festa! Sua chorona!""","""What do you think you're doing, crying at the after‐party! You little crybaby!""",「在二次聚會就別哭啦，真是的。你這愛哭鬼！」,「在二次聚会就别哭啦，真是的。你这爱哭鬼！」,"""What do you think you're doing, crying at the after‐party! You little crybaby!""","""Cosa pensi di fare, piangendo al dopo festa! Piccola piagnucolona!""","""What do you think you're doing, crying at the after‐party! You little crybaby!""","""What do you think you're doing, crying at the after‐party! You little crybaby!"""
Belphegor,"""Lord {f:5:Battler}, {f:5:Beatrice}-sama, thank you for the invitation!"" ","""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, thank you for the invitation!""","""Lord BATTLER, Beatrice-sama, thank you for the invitation!""",「バトラ卿、ベアトリーチェさま、お招きを感謝します！」,「バトラ卿、ベアトリーチェさま、お招きを感謝します！」,"""Лорд {f:5:Баттлер}, госпожа {f:5:Беатриче}, спасибо за приглашение!""","""Lorde {f:5:Battler}, {f:5:Beatrice}‐sama, muito obrigada pelo convite!""","""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, thank you for the invitation!""",「巴托拉卿，貝阿朵莉切夫人，感謝您們的招待！」,「巴托拉卿，贝阿朵莉切夫人，感谢您们的招待！」,"""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, thank you for the invitation!""","""Lord BATTLER, Beatrice-sama, grazie per l'invito!""","""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, thank you for the invitation!""","""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, thank you for the invitation!"""
Mammon,"""I wanna see six-year-old Ange-sama's sleeping face and have it all to myself!"" ","""I wanna see six‐year‐old Ange‐sama's sleeping face and have it all to myself!""","""I wanna see six-year-old Ange-sama's sleeping face and have it all to myself!""",「６歳の縁寿さまの寝顔、ひとり占めしたぁい！」,「６歳の縁寿さまの寝顔、ひとり占めしたぁい！」,"""Хочу увидеть спящее лицо шестилетней госпожи Энджи и забрать его себе!""","""Eu quero ver o rostinho da Ange‐sama de seis anos e tê‐la só pra mim!""","""I wanna see six‐year‐old Ange‐sama's sleeping face and have it all to myself!""",「6 歲的緣壽小姐的睡臉，真想獨佔啊！」,「6 岁的缘寿小姐的睡脸，真想独占啊！」,"""I wanna see six‐year‐old Ange‐sama's sleeping face and have it all to myself!""","""Voglio vedere la faccia di Ange-sama a sei anni che dorme e tenerla tutta per me!""","""I wanna see six‐year‐old Ange‐sama's sleeping face and have it all to myself!""","""I wanna see six‐year‐old Ange‐sama's sleeping face and have it all to myself!"""
Beelzebub,"""I wanna see the food and have it all to myself!!"" ","""I wanna see the food and have it all to myself!!""","""I wanna see the food and have it all to myself!!""",「私はお料理ぜぇんぶ、ひとり占めしたぁい！！」,「私はお料理ぜぇんぶ、ひとり占めしたぁい！！」,"""Хочу увидеть еду и забрать её себе!""","""Eu quero ver a comida e ficar com ela só pra mim!!""","""I wanna see the food and have it all to myself!!""",「我要獨佔所有的料理！！」,「我要独占所有的料理！！」,"""I wanna see the food and have it all to myself!!""","""Voglio vedere il cibo e tenerlo tutto per me!!""","""I wanna see the food and have it all to myself!!""","""I wanna see the food and have it all to myself!!"""
Asmodeus,"""Then I want a hot guy to have all to myself!!"" ","""Then I wanna see a good man and have him all to myself!!""","""Then I wanna see a good man and have him all to myself!!""",「じゃあ私はいい男をぜぇんぶひとり占めぇ！！」,「じゃあ私はいい男をぜぇんぶひとり占めぇ！！」,"""Тогда я хочу встретить хорошего парня и забрать его себе!""","""E eu quero ver um bom homem e ter ele todinho só pra mim!!""","""Then I wanna see a good man and have him all to myself!!""",「那我就去獨佔所有的好男人！！」,「那我就去独占所有的好男人！！」,"""Then I wanna see a good man and have him all to myself!!""","""Allora io voglio vedere un bell'uomo e tenerlo tutto per me!!""","""Then I wanna see a good man and have him all to myself!!""","""Then I wanna see a good man and have him all to myself!!"""
{f:5:Beatrice},"""Why are you clinging to Battler when you say that?! Stop, thief!"" ","""Why are you clinging to Battler when you say that?! Stop, thief!""","""Why are you clinging to Battler when you say that?! Stop, thief!""",「そこでなぜ戦人にしがみつくッ！　離れんか、泥棒猫！」,「そこでなぜ戦人にしがみつくッ！　離れんか、泥棒猫！」,"""Почему ты цепляешься за Баттлера, говоря это?! Прекрати, воровка!""","""Por que está dizendo isso enquanto se enrosca no Battler?!{n}Solta ele, destruidora de lares!""","""Why are you clinging to Battler when you say that?! Stop, thief!""",「那邊的為什麼粘上戰人！放手，你個小狐狸精！」,「那边的为什么粘上战人！放手，你个小狐狸精！」,"""Why are you clinging to Battler when you say that?! Stop, thief!""","""Perché ti appendi a Battler quando lo dici?! Fermati, ladra!""","""Why are you clinging to Battler when you say that?! Stop, thief!""","""Why are you clinging to Battler when you say that?! Stop, thief!"""
Ushiromiya Battler,"""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!"" ","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""",「よく来たな、煉獄の七姉妹！　盛大に楽しんでくれ！」,「よく来たな、煉獄の七姉妹！　盛大に楽しんでくれ！」,"""Рад вас видеть, Семь сестёр чистилища! Веселитесь!""","""É bom ver vocês, Sete Irmãs do Purgatório! Divirtam‐se!""","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""",「來了啊，煉獄七姐妹！好好來享受一下派對吧！」,「来了啊，炼狱七姐妹！好好来享受一下派对吧！」,"""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""","""Lieto di vedervi, Sette Sorelle del Purgatorio! Divertitevi!""","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!""","""Glad to see you, Seven Sisters of Purgatory! Enjoy yourselves!"""
Ronove,"""Ah yes, things do get much noisier the moment they enter a room."" ","""Ah yes, things do get much noisier the moment they enter a room.""","""Ah yes, things do get much noisier the moment they enter a room.""",「やはり、彼女らがやってくると急に賑やかになりますな。」,「やはり、彼女らがやってくると急に賑やかになりますな」,"""С их появлением в зале стало более шумно.""","""Realmente, as coisas ficaram bem mais barulhentas no momento em que elas apareceram.""","""Ah yes, things do get much noisier the moment they enter a room.""",「果然，她們一來立馬就會熱鬧起來了。」,「果然，她们一来立马就会热闹起来了。」,"""Ah yes, things do get much noisier the moment they enter a room.""","""Ah sì, le cose diventano molto più rumorose appena entrano in scena loro.""","""Ah yes, things do get much noisier the moment they enter a room.""","""Ah yes, things do get much noisier the moment they enter a room."""
Ushiromiya Kinzo,"""And what's so terrible about that?! In fact, it still isn't nearly noisy enough!"" ","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""",「賑やか、大いに結構ではないか！　それにまだまだ足りぬぞ、この程度で賑やかとはな！」,「賑やか、大いに結構ではないか！　それにまだまだ足りぬぞ、この程度で賑やかとはな！」,"""И что в этом плохого?! Раз уж на то пошло, шума ещё далеко не достаточно!""","""E qual o problema disso?! Na verdade, ainda não está barulhento o bastante!""","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""",「熱熱鬧鬧的不是很好嗎！這還遠遠不夠呢，這種程度還稱不上熱鬧！」,「热热闹闹的不是很好吗！这还远远不够呢，这种程度还称不上热闹！」,"""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""","""E cosa c'è di male?! Infatti non c'è ancora abbastanza rumore!""","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!""","""And what makes that so terrible?! In fact, it still isn't nearly noisy enough!"""
,"Another gold cyclone rose up. In its wake, three people with bunny ears came into view. ","Another gold cyclone rose up. In its wake, three people with bunny ears came into view.","Another gold cyclone rose up. In its wake, three people with bunny ears came into view.",再び黄金の旋風が吹き抜ける。その後には、うさぎの耳を持った三人組の姿が。,再び黄金の旋風が吹き抜ける。その後には、うさぎの耳を持った三人組の姿が。,Возник ещё один золотой циклон. Следом за этим показались трое с кроличьими ушами.,"Outro tornado se formou. Em seu centro, três pessoas com orelhas de coelho puderam ser avistadas.","Another gold cyclone rose up. In its wake, three people with bunny ears came into view.",再次吹起黃金的旋風。之後便出現了兔耳三人組的樣子。,再次吹起黄金的旋风。之后便出现了兔耳三人组的样子。,"Another gold cyclone rose up. In its wake, three people with bunny ears came into view.","Si levò un altro uragano dorato. Quando sparì, si potevano vedere tre persone con orecchie da coniglio.","Another gold cyclone rose up. In its wake, three people with bunny ears came into view.","Another gold cyclone rose up. In its wake, three people with bunny ears came into view."
Chiester00,"""Chiester Sisters Imperial Guards, right here!!"" ","""Chiester Sisters Imperial Guards, right here!!""","""Siesta Sisters Imperial Guards, right here!!""",「シエスタ姉妹近衛隊、ここに！！」,「シエスタ姉妹近衛隊、ここに！！」,"""Сёстры чиесты императорской гвардии на месте!""","""Guarda Imperial das Irmãs Chiester, presente!!""","""Chiester Sisters Imperial Guards, right here!!""",「謝絲塔姐妹近衛隊，在此！！」,「谢丝塔姐妹近卫队，在此！！」,"""Chiester Sisters Imperial Guards, right here!!""","""Guardie Imperiali Sorelle Siesta, presenti!!""","""Chiester Sisters Imperial Guards, right here!!""","""Chiester Sisters Imperial Guards, right here!!"""
Chiester45,"""It's s-such an honor to be summoned to a gathering such as this!"" ","""It's s‐such an honor to be summoned to a gathering such as this!""","""It's s, such an honor to be summoned to a gathering such as this!""",「このようなお席にお呼びいただけましたことを、こッ、光栄に思いますッ。」,「このようなお席にお呼びいただけましたことを、こッ、光栄に思いますッ」,"""Та... такая честь попасть на подобный сбор!""","""É‐É uma honra ser invocada em um encontro desses!""","""It's s‐such an honor to be summoned to a gathering such as this!""",「能夠得到出席宴會的邀請，倍、倍感光榮。」,「能够得到出席宴会的邀请，倍、倍感光荣。」,"""It's s‐such an honor to be summoned to a gathering such as this!""","""È u-un tale onore essere convocate ad un simile ricevimento!""","""It's s‐such an honor to be summoned to a gathering such as this!""","""It's s‐such an honor to be summoned to a gathering such as this!"""
