Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"There, a dignified bed fitting for the Ushiromiya Family Head could be seen, along with Nanjo, Genji, and Kumasawa... ","There, a dignified bed fitting for the head of the Ushiromiya family could be seen, along with Nanjo, Genji, and Kumasawa..."," There, a dignified bed fitting for the Ushiromiya family head could be seen, along with Nanjo, Genji, and Kumasawa...",そこには右代宮家当主に相応しい貫禄あるベッドがあり、南條と源次、熊沢の姿もあった…。,そこには右代宮家当主に相応しい貫禄あるベッドがあり、南條と源次、熊沢の姿もあった…。,"Там находилась кровать, достойная главы семьи Уширомия, а рядом стояли Нанджо, Генджи и Кумасава...","Lá, uma digníssima cama, digna do chefe da família Ushiromiya, podia ser vista, junto a Nanjo, Genji e Kumasawa...","There, a dignified bed fitting for the head of the Ushiromiya family could be seen, along with Nanjo, Genji, and Kumasawa...",在那有著一張，與右代宮家當主相稱的盡顯尊貴的床，與南條、源次、還有熊澤的身影…。,在那有着一张，与右代宫家当主相称的尽显尊贵的床，与南条、源次、还有熊泽的身影…。,"There, a dignified bed fitting for the head of the Ushiromiya family could be seen, along with Nanjo, Genji, and Kumasawa...","Qui si ergeva un dignitoso letto degno del capo della famiglia Ushiromiya, assieme a Nanjo, Genji e Kumasawa...","There, a dignified bed fitting for the head of the Ushiromiya family could be seen, along with Nanjo, Genji, and Kumasawa...","There, a dignified bed fitting for the head of the Ushiromiya family could be seen, along with Nanjo, Genji, and Kumasawa..."
Ushiromiya Natsuhi,"""Doctor Nanjo, i-is Father......"" ","""Doctor Nanjo... I‐...is Father......""","""Doctor Nanjo... I, ...is Father......""",「南條先生…。お、…お父様は……。」,「南條先生…。お、…お父様は……」,"""Доктор Нанджо... О... отец......""","""Doutor Nanjo... O‐...O pai......""","""Doctor Nanjo... I‐...is Father......""",「南條大夫…。爸、…爸他……」,「南条大夫…。爸、…爸他……」,"""Doctor Nanjo... I‐...is Father......""","""Dottor Nanjo... n... nostro Padre è...""","""Doctor Nanjo... I‐...is Father......""","""Doctor Nanjo... I‐...is Father......"""
,"After sighing deeply, Nanjo left the side of the bed. ","After sighing deeply, Nanjo left the side of the bed.","After sighing deeply, Nanjo left the side of the bed.",南條は深いため息を吐き出してから、ベッドの傍らを空けた。,南條は深いため息を吐き出してから、ベッドの傍らを空けた。,"Глубоко вздохнув, Нанджо отошёл от кровати.","Após suspirar profundamente, Nanjo deixou a lateral da cama.","After sighing deeply, Nanjo left the side of the bed.",南條在長嘆了一口氣後，起身，空出了床邊一側。,南条在长叹了一口气后，起身，空出了床边一侧。,"After sighing deeply, Nanjo left the side of the bed.","Con un profondo sospiro, Nanjo si scostò dal letto.","After sighing deeply, Nanjo left the side of the bed.","After sighing deeply, Nanjo left the side of the bed."
,"On the bed, Kinzo could be seen lying down, asleep...... ","On the bed, Kinzo could be seen lying down, sleeping......"," On the bed, Kinzo could be seen lying down, sleeping......",ベッドには、横になって眠る金蔵の姿があった……。,ベッドには、横になって眠る金蔵の姿があった……。,На ней лежал Кинзо......,"Nela estava deitado Kinzo, dormindo......","On the bed, Kinzo could be seen lying down, sleeping......",床上躺著入睡了的金藏……。,床上躺着入睡了的金藏……。,"On the bed, Kinzo could be seen lying down, sleeping......","Sul letto era disteso Kinzo, dormiente...","On the bed, Kinzo could be seen lying down, sleeping......","On the bed, Kinzo could be seen lying down, sleeping......"
Nanjo Terumasa,"""......He died peacefully. ...I don't think Kinzo-san had any regrets."" ",""".........He died peacefully. ...I don't think Kinzo‐san had any regrets.""",""".........He died peacefully. ...I don't think Kinzo-san had any regrets.""",「………大往生だ。…金蔵さんも心残りはなかっただろう。」,「………大往生だ。…金蔵さんも心残りはなかっただろう」,""".........Он умер в покое. ...Не думаю, что у Кинзо оставались сожаления.""",""".........Ele morreu em paz. ...Não acho que o Kinzo‐san tenha qualquer arrependimento.""",""".........He died peacefully. ...I don't think Kinzo‐san had any regrets.""",「………壽終正寢吶。…金藏先生本人也了無遺憾了吧。」,「………寿终正寝呐。…金藏先生本人也了无遗憾了吧。」,""".........He died peacefully. ...I don't think Kinzo‐san had any regrets.""","""... È morto pacificamente. ... Non penso che Kinzo-san abbia avuto dei rimpianti.""",""".........He died peacefully. ...I don't think Kinzo‐san had any regrets.""",""".........He died peacefully. ...I don't think Kinzo‐san had any regrets."""
Ushiromiya Natsuhi,"""Ah, ...aaaaaaaaaaaahhhhhhhh... Father, ...Fatheeeeeeeeer...!!"" ","""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Father... Fathee{-}e{-}e{-}e{-}e{-}e{-}e{-}er...!!""","""Ah, ...waaaaaaaaaaaahhhhhhhh... Father...Fatheeeeeeeeer...!!""",「ぅ、…ぅわあああぁああああぁあぁぁぁぁ…。お父様…、お父様ぁあぁぁぁぁぁ…！！」,「ぅ、…ぅわあああぁああああぁあぁぁぁぁ…。お父様…、お父様ぁあぁぁぁぁぁ…！！」,"""А... ува‐а‐а‐а‐а‐а‐а‐а... Отец, оте‐е‐е‐е‐ец!..""","""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Pai... pa{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}ai...!!""","""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Father... Fathee{-}e{-}e{-}e{-}e{-}e{-}e{-}er...!!""",「嗚、…嗚哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊…。爸…，爸爸啊啊啊啊啊啊啊…！！」,「呜、…呜哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊…。爸…，爸爸啊啊啊啊啊啊啊…！！」,"""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Father... Fathee{-}e{-}e{-}e{-}e{-}e{-}e{-}er...!!""","""Ah... waaaaaaaaaaaahhhhhhhh... Padre... Padreeeeeeeeee...!!""","""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Father... Fathee{-}e{-}e{-}e{-}e{-}e{-}e{-}er...!!""","""Ah, ...waa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahh{0}h{0}h{0}h{0}hhh... Father... Fathee{-}e{-}e{-}e{-}e{-}e{-}e{-}er...!!"""
,"...Sobbing, Natsuhi slumped over the chest of that man, who had fallen into a sleep from which he would never awaken. ","...Sobbing, Natsuhi put her head against the chest of the man who had fallen into a sleep from which he would never awaken.","...Natsuhi fell against the chest of Kinzo, the man who had fallen into a sleep from which he would never awaken, and sobbed.",…夏妃は、二度と目覚めぬ眠りに就いた金蔵の胸に突っ伏し、号泣した。,…夏妃は、二度と目覚めぬ眠りに就いた金蔵の胸に突っ伏し、号泣した。,"...Нацухи упала на грудь Кинзо, впавшего в сон, от которого он уже никогда не проснётся, и зарыдала.","...Soluçando, Natsuhi colocou sua cabeça contra o peito do homem que havia caído em um sono na qual ele nunca mais acordaria.","...Sobbing, Natsuhi put her head against the chest of the man who had fallen into a sleep from which he would never awaken.",…夏妃撲到了再也不會醒來的金藏的胸口上，號啕大哭。,…夏妃扑到了再也不会醒来的金藏的胸口上，号啕大哭。,"...Sobbing, Natsuhi put her head against the chest of the man who had fallen into a sleep from which he would never awaken.","... Natsuhi si lasciò cadere sul petto di Kinzo, l'uomo che era caduto in un sonno dal quale non si sarebbe più risvegliato, e singhiozzò.","...Sobbing, Natsuhi put her head against the chest of the man who had fallen into a sleep from which he would never awaken.","...Sobbing, Natsuhi put her head against the chest of the man who had fallen into a sleep from which he would never awaken."
Kumasawa Chiyo,"""...M-Madam, ...please...stay strong..."" ","""M‐......Madam, ...please, stay strong...""","""M, ......Madam, ...please, stay strong...""",「お、……奥様、…どうかしっかり…。」,「お、……奥様、…どうかしっかり…」,"""Ма... мадам... держитесь...""","""M‐......Madame, ...por favor, fique forte...""","""M‐......Madam, ...please, stay strong...""",「太、……太太，…請千萬挺住…」,「太、……太太，…请千万挺住…」,"""M‐......Madam, ...please, stay strong...""","""M... Madame... la prego, si faccia coraggio...""","""M‐......Madam, ...please, stay strong...""","""M‐......Madam, ...please, stay strong..."""
Ushiromiya Natsuhi,"""Father, Father...!! This is...just too sudden... Aaaaaaaahhhhhhh!!!"" ","""Father, Father......!! This is...just too sudden...... Aaaaaaaahhhhhhh!!!""","""Father, Father......!! This is, ...just too sudden...... Aaaaaaaahhhhhhh!!!""",「お父様、お父様……！！　こんな、…突然なんて……。ううぅうううぅぅううぅぅぅ！！」,「お父様、お父様……！！　こんな、…突然なんて……。ううぅうううぅぅううぅぅぅ！！」,"""Отец, отец!.. Это... слишком неожиданно...... А‐а‐а‐а‐а‐а!..""","""Pai, pai......!! Isso é...é tão repentino...... Aaaaaaaahhhhhhh!!!""","""Father, Father......!! This is...just too sudden...... Aaaaaaaahhhhhhh!!!""",「爸爸、爸爸……！！怎麼會、…這麼突然……？嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚！！」,「爸爸、爸爸……！！怎么会、…这么突然……？呜呜呜呜呜呜呜呜呜呜呜呜呜！！」,"""Father, Father......!! This is...just too sudden...... Aaaaaaaahhhhhhh!!!""","""Padre, Padre...!! È accaduto... troppo all'improvviso... aaaaaaaahhhhhhh!!!""","""Father, Father......!! This is...just too sudden...... Aaaaaaaahhhhhhh!!!""","""Father, Father......!! This is...just too sudden...... Aaaaaaaahhhhhhh!!!"""
Ronoue Genji,"""..............."" ","""...............""","""...............""",「……………………。」,「……………………」,"""...............""","""...............""","""...............""",「……………………」,「……………………」,"""...............""","""...""","""...............""","""..............."""
,Natsuhi couldn't stop crying over the death of the man whom she had loved like a second father. ,"Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father.","Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father.",もうひとりの父として慕った金蔵の死に、夏妃の涙は止まらない。,もうひとりの父として慕った金蔵の死に、夏妃の涙は止まらない。,"Нацухи не могла перестать оплакивать смерть Кинзо, которого она любила как второго отца.","Natsuhi não conseguiu conter suas lágrimas diante da morte de Kinzo, quem ela amou como um segundo pai.","Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father.",面對被自己視作另一位父親般愛戴著的金藏的死，夏妃淚流不止。,面对被自己视作另一位父亲般爱戴着的金藏的死，夏妃泪流不止。,"Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father.","Natsuhi non riusciva a fermare le lacrime per la morte di Kinzo, che aveva amato come un secondo Padre.","Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father.","Natsuhi couldn't stop her tears over the death of Kinzo, whom she had loved like a second father."
,"Kumasawa rubbed Natsuhi's back, consoling her... ","Kumasawa rubbed Natsuhi's back, consoling her......"," Kumasawa rubbed Natsuhi's back, consoling her......",熊沢はその背中をさすりながら、夏妃を慰めるのだった……。,熊沢はその背中をさすりながら、夏妃を慰めるのだった……。,"Кумасава, утешая, погладила её по спине......","Kumasawa passou a mão nas costas de Natsuhi, consolando ela......","Kumasawa rubbed Natsuhi's back, consoling her......",熊澤見狀，上前邊輕撫夏妃的後背，邊安慰著夏妃……。,熊泽见状，上前边轻抚夏妃的后背，边安慰着夏妃……。,"Kumasawa rubbed Natsuhi's back, consoling her......","Kumasawa accarezzò la schiena di Natsuhi, consolandola...","Kumasawa rubbed Natsuhi's back, consoling her......","Kumasawa rubbed Natsuhi's back, consoling her......"
,Krauss slumped into his late father's favorite chair. ,Krauss slumped into his late father's favorite chair., Krauss slumped into his late father's favorite chair.,蔵臼は、亡き父が愛用した椅子にどっかりと腰を下ろしている。,蔵臼は、亡き父が愛用した椅子にどっかりと腰を下ろしている。,Краусс повалился в любимое кресло покойного отца.,Krauss afundou na cadeira favorita de seu falecido pai.,Krauss slumped into his late father's favorite chair.,藏臼撲通一聲坐倒在了亡父生前愛坐的椅子上。,藏臼扑通一声坐倒在了亡父生前爱坐的椅子上。,Krauss slumped into his late father's favorite chair.,Krauss si accasciò sulla sedia preferita di suo Padre.,Krauss slumped into his late father's favorite chair.,Krauss slumped into his late father's favorite chair.
,"By sitting there, he might have been immersed in memories of his departed father. ","By sitting there, he might have been immersing himself in memories of his departed father."," By sitting there, he might have been immersed in memories of his departed father.",そこに座ることによって、亡き父の思い出に浸っているのかもしれない。,そこに座ることによって、亡き父の思い出に浸っているのかもしれない。,"Возможно, сидя в этом кресле, он предавался воспоминаниям о нём.","Sentando nela, ele poderia imergir nas memórias de seu pai que havia partido.","By sitting there, he might have been immersing himself in memories of his departed father.",通過坐在這張椅子上，也許能沉浸進對亡父的回憶之中吧。,通过坐在这张椅子上，也许能沉浸进对亡父的回忆之中吧。,"By sitting there, he might have been immersing himself in memories of his departed father.","Sedendo lì, probabilmente si era immerso nei ricordi di suo Padre venuto a mancare.","By sitting there, he might have been immersing himself in memories of his departed father.","By sitting there, he might have been immersing himself in memories of his departed father."
,"Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which he had never been able to comprehend before... ","Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which had eluded him to the end of his father's life..."," Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which he had never been able to understand before...",あるいは、ついに理解できなかった晩年の狂気の一端を、そこに座ることで理解できると思ったのだろうか…。,あるいは、ついに理解できなかった晩年の狂気の一端を、そこに座ることで理解できると思ったのだろうか…。,"Или, может, ему казалось, что сидя там он хотя бы частично сможет понять безумие Кинзо в последние годы, что ему никогда раньше не удавалось...","Ou quem sabe ele pensou que sentando nela, poderia ser capaz de entender um pouco da loucura de Kinzo nos últimos anos, o que teria iludido ele ao fim da vida de seu pai...","Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which had eluded him to the end of his father's life...",又或許說，他是認為，坐在此處能夠得以理解，最終也沒能理解的亡父晚年瘋狂的一部分嗎…？,又或许说，他是认为，坐在此处能够得以理解，最终也没能理解的亡父晚年疯狂的一部分吗…？,"Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which had eluded him to the end of his father's life...","O forse pensava che sedendo lì, sarebbe riuscito a capire almeno una parte della pazzia degli ultimi anni di Kinzo, che non era mai stato in grado di comprendere...","Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which had eluded him to the end of his father's life...","Or perhaps he thought that by sitting there, he might be able to understand just a bit of the madness of Kinzo's later years, which had eluded him to the end of his father's life..."
,"And Nanjo, just as he had when Kinzo once sat in that chair, contemplating a chess move, ",Nanjo turned his back and looked down over the outside world through a crack in the curtains.," And Nanjo too, just like the times when Kinzo used to sit in that chair, contemplating a chess move...",南條もまた、かつて金蔵がその席に座り、チェスの一手を熟考していた時のように。,南條もまた、かつて金蔵がその席に座り、チェスの一手を熟考していた時のように。,Нанджо тоже отвернулся и посмотрел в окно через щель в занавесках...,Nanjo virou de costas e olhou para o mundo exterior por uma fresta nas cortinas.,Nanjo turned his back and looked down over the outside world through a crack in the curtains.,南條亦是，如往昔金藏坐在那位子上，深思熟慮著下一步棋時一樣，,南条亦是，如往昔金藏坐在那位子上，深思熟虑着下一步棋时一样，,Nanjo turned his back and looked down over the outside world through a crack in the curtains.,"E anche Nanjo, proprio come ai tempi in cui Kinzo soleva sedere in quella sedia, esaminando una mossa di scacchi...",Nanjo turned his back and looked down over the outside world through a crack in the curtains.,Nanjo turned his back and looked down over the outside world through a crack in the curtains.
,...turned his back and looked down over the outside world through a crack in the curtains... ,It was the same thing he'd often done when Kinzo sat in that chair contemplating a chess move...,...turned his back and looked down over the outside world through a crack in the curtains...,背を向けながら、カーテンの隙間より、外を見下ろしているのだった…。,背を向けながら、カーテンの隙間より、外を見下ろしているのだった…。,"...точно так же, как во времена, когда Кинзо сидел в этом кресле, обдумывая шахматный ход...",Era a mesma coisa que ele costumava fazer quando Kinzo sentava em sua cadeira e ficava contemplando um movimento de xadrez...,It was the same thing he'd often done when Kinzo sat in that chair contemplating a chess move...,背對著眾人，從窗簾的縫隙間俯瞰外界…。,背对着众人，从窗帘的缝隙间俯瞰外界…。,It was the same thing he'd often done when Kinzo sat in that chair contemplating a chess move...,... si voltò e guardò il mondo esterno attraverso uno spiraglio nelle tende...,It was the same thing he'd often done when Kinzo sat in that chair contemplating a chess move...,It was the same thing he'd often done when Kinzo sat in that chair contemplating a chess move...
Ushiromiya Krauss,"""...If only he'd been sick in bed for a year or so first. I do wish he could have died after a grace period during which the proper arrangements could have been made."" ","""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made.""","""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made.""",「…同じ死ぬなら、せめて寝込んで一年後に死亡とか。もう少し、然るべき準備の猶予期間を設けてから死んで欲しかったがね。」,「…同じ死ぬなら、せめて寝込んで一年後に死亡とか。もう少し、然るべき準備の猶予期間を設けてから死んで欲しかったがね」,"""...Раз ему в любом случае предстояло умереть, было бы лучше, если бы он перед смертью был болен и пролежал в постели хотя бы год. За этот период мы бы смогли всё как следует подготовить.""","""...Se ele tinha mesmo que morrer, seria melhor se ele estivesse acamado por um ano antes de morrer. Eu queria que ele pudesse ter morrido após um período de carência, durante o qual os arranjos apropriados poderiam ter sido preparados.""","""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made.""",「…同樣是死，真希望父親大人至少病倒個一年再死什麼的。再稍微放寬點，給予適當準備的時間再去世就好了。」,「…同样是死，真希望父亲大人至少病倒个一年再死什么的。再稍微放宽点，给予适当准备的时间再去世就好了。」,"""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made.""","""... Se doveva comunque morire, sarebbe stato meglio se fosse rimasto a letto malato per un anno circa prima di spirare. Vorrei che fosse morto dopo un periodo sufficiente per preparare gli accorgimenti necessari.""","""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made.""","""...If he was to die anyway, it would have been better if he was sick in bed for a year or so before dying. I do wish he could have died after a grace period during which the proper arrangements could have been made."""
