Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Lion,"""But still! That doesn't mean I can accept it easily."" ","""But still! That doesn't mean I can accept it easily.""","""But still! That doesn't mean I can accept it easily.""",「だからってッ！　容易に受け容れられるものではありませんっ。」,「だからってッ！　容易に受け容れられるものではありませんっ」,"""Но всё же! Такое непросто принять.""","""Mesmo assim! Não significa que eu posso aceitar tudo tão facilmente.""","""But still! That doesn't mean I can accept it easily.""",「話是這麼說！但這可不是一件，能輕易接受得了的事。」,「话是这么说！但这可不是一件，能轻易接受得了的事。」,"""But still! That doesn't mean I can accept it easily.""","""Ma comunque! Questo non significa che possa accettarla così facilmente.""","""But still! That doesn't mean I can accept it easily.""","""But still! That doesn't mean I can accept it easily."""
,Lion suddenly yelled and looked at the floor. Lion already knew. ,Lion suddenly yelled and looked at the floor.{n}Lion already knew.,Lion suddenly yelled and looked at the floor. Lion already knew.,理御は突然、叫んで俯く。なぜなら理御は、もう知っている。,理御は突然、叫んで俯く。{n}なぜなら理御は、もう知っている。,Лион вдруг вскрикивает и опускает взгляд.{n}Лион уже знает.,Lion gritou de repente e olhou para o chão.{n}Lion já sabia.,Lion suddenly yelled and looked at the floor.{n}Lion already knew.,理御突然大叫起來，垂下了頭去。{n}要問為什麼的話，這是因為，理御已經知道了。,理御突然大叫起来，垂下了头去。{n}要问为什么的话，这是因为，理御已经知道了。,Lion suddenly yelled and looked at the floor.{n}Lion already knew.,Lion urlò all'improvviso fissando il pavimento. Lion lo sapeva già.,Lion suddenly yelled and looked at the floor.{n}Lion already knew.,Lion suddenly yelled and looked at the floor.{n}Lion already knew.
,"Because of the Fragments lent by {f:5:Bernkastel}, Lion knew. ","Because of the fragments provided by {f:5:Bernkastel}, Lion knew."," Because of the Fragments lent by Bernkastel, Lion knew.",ベルンカステルによって与えられたカケラによって、知っている。,ベルンカステルによって与えられたカケラによって、知っている。,Из‐за фрагментов {f:5:Бернкастель} Лион знает.,"Por causa dos Fragmentos providenciados por {f:5:Bernkastel}, Lion sabia.","Because of the fragments provided by {f:5:Bernkastel}, Lion knew.",通過貝倫卡斯泰露給的碎片，知道了。,通过贝伦卡斯泰露给的碎片，知道了。,"Because of the fragments provided by {f:5:Bernkastel}, Lion knew.","Grazie ai Frammenti mostrati da Bernkastel, Lion sapeva.","Because of the fragments provided by {f:5:Bernkastel}, Lion knew.","Because of the fragments provided by {f:5:Bernkastel}, Lion knew."
,"There was a different world, where Lion lived as the Golden Witch {f:5:Beatrice}. ","This was a different world, where the same person lived as the Golden Witch {f:5:Beatrice}."," This was a different world, where the same person lived as the Golden Witch Beatrice.",黄金の魔女ベアトリーチェとして生きる別の世界。,黄金の魔女ベアトリーチェとして生きる別の世界。,В этом другом мире тот же человек живёт как Золотая ведьма {f:5:Беатриче}.,"Este era um mundo diferente, onde a mesma pessoa vivia como a Bruxa Dourada {f:5:Beatrice}.","This was a different world, where the same person lived as the Golden Witch {f:5:Beatrice}.",自己作為黃金的魔女貝阿朵莉切活著的，另一個世界。,自己作为黄金的魔女贝阿朵莉切活着的，另一个世界。,"This was a different world, where the same person lived as the Golden Witch {f:5:Beatrice}.","Questo era un mondo diverso, dove la stessa persona viveva come la Strega Dorata Beatrice.","This was a different world, where the same person lived as the Golden Witch {f:5:Beatrice}.","This was a different world, where the same person lived as the Golden Witch {f:5:Beatrice}."
,"And, in this world, ...eventually, ......on the day of the 1986 October family conference, ...she would be the ringleader of a terrible crime. ","And, in this world, .........eventually, ............on the day of the October 1986 family conference, .........this person would be the ringleader of a terrible crime."," And, in this world, ......eventually, .........on the day of the 1986 October family conference, ......this person would be the ringleader of a terrible crime.",そしてその世界では、………やがて。…………１９８６年１０月の親族会議で、………恐ろしい事件を起こす首謀者となるのだ。,そしてその世界では、………やがて。…………１９８６年１０月の親族会議で、………恐ろしい事件を起こす首謀者となるのだ。,И в том мире...... в конце концов......... в день семейного собрания в октябре 1986 года......она возглавит совершение страшного преступления.,"E, neste mundo, .........eventualmente, ............chegaria o dia da conferência familiar de outubro de 1986, .........onde esta pessoa seria o mentor de um terrível crime.","And, in this world, .........eventually, ............on the day of the October 1986 family conference, .........this person would be the ringleader of a terrible crime.",並且，在這個世界中，………自己終將成為，…………在 1986 年 10 月的親族會議，………引起可怕事件的主謀。,并且，在这个世界中，………自己终将成为，…………在 1986 年 10 月的亲族会议，………引起可怕事件的主谋。,"And, in this world, .........eventually, ............on the day of the October 1986 family conference, .........this person would be the ringleader of a terrible crime.",E in questo mondo... alla fine... nel giorno della riunione di famiglia dell'ottobre 1986... questa persona avrebbe commesso un crimine terribile.,"And, in this world, .........eventually, ............on the day of the October 1986 family conference, .........this person would be the ringleader of a terrible crime.","And, in this world, .........eventually, ............on the day of the October 1986 family conference, .........this person would be the ringleader of a terrible crime."
Ushiromiya Lion,"""...Even if it is a different world, ...you're saying that I get my entire family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!"" ","""......Even if it is a different world, ......you're saying that I get my immediate and extended family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!""","""......Even if it is a different world, ......you're saying that I get my entire family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!""",「……いくら異なる世界とは言え、……私が、家族や親族を、使用人の人たちみんなを巻き込んで、恐ろしい事件の首謀者になるッ。それに、私はどう向き合えばいいと言うのです？！」,「……いくら異なる世界とは言え、……私が、家族や親族を、使用人の人たちみんなを巻き込んで、恐ろしい事件の首謀者になるッ。それに、私はどう向き合えばいいと言うのです？！」,"""......Даже если это другой мир...... вы говорите, что вся моя семья и все слуги будут втянуты в страшное преступление, где я тайный лидер! Как мне смириться с этим?!""","""......Mesmo que seja um mundo diferente, ......você está dizendo que eu juntarei meus familiares próximos e distantes e todos os serviçais também, envolvendo eles em um crime terrível conduzido por mim! Como eu deveria lidar com isso?!""","""......Even if it is a different world, ......you're saying that I get my immediate and extended family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!""",「……再怎麼說是不同的世界，……我居然會成為，把家人親人諸位傭人全給牽連進來的可怕事件的主謀。你說，我該怎麼面對這個才好啊？！」,「……再怎么说是不同的世界，……我居然会成为，把家人亲人诸位佣人全给牵连进来的可怕事件的主谋。你说，我该怎么面对这个才好啊？！」,"""......Even if it is a different world, ......you're saying that I get my immediate and extended family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!""","""... Anche se questo è un mondo diverso... stai dicendo, che coinvolgerò la mia intera famiglia e tutti i domestici, in un terribile crimine di cui io sono la mente! Come potrei accettarlo?!""","""......Even if it is a different world, ......you're saying that I get my immediate and extended family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!""","""......Even if it is a different world, ......you're saying that I get my immediate and extended family and all of the servants involved in a terrible crime that I'm the mastermind of! How am I supposed to deal with that?!"""
Willard H. Wright,"""......Be quiet, listen, and figure it out."" ","""...............Be quiet, listen, and understand.""",""".........Be quiet, listen, and figure it out.""",「……………黙って聞いて、静かに理解しろ。」,「……………黙って聞いて、静かに理解しろ」,""".........Замолчи, выслушай и пойми.""","""..............Permaneça em silêncio, ouça e compreenda.""","""...............Be quiet, listen, and understand.""",「……………默默地聽，靜靜地理解。」,「……………默默地听，静静地理解。」,"""...............Be quiet, listen, and understand.""","""... Rimani in silenzio, ascolta, e capiscilo da te.""","""...............Be quiet, listen, and understand.""","""...............Be quiet, listen, and understand."""
Ushiromiya Lion,"""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several terrifying murders...! How am I supposed to understand that?!"" ","""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several horrifying murders...! How am I supposed to ""understand"" that?!""","""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several terrifying murders...! How am I supposed to figure that out?!""",「別の人生では、私が使用人をしていて！　かと思えば、いつの間にか魔女になっていて！そしてやがては恐ろしい殺人事件を何度も繰り返す…！　それを、どう理解しろと言うんです？！」,「別の人生では、私が使用人をしていて！　かと思えば、いつの間にか魔女になっていて！　そしてやがては恐ろしい殺人事件を何度も繰り返す…！　それを、どう理解しろと言うんです？！」,"""В другой жизни я слуга! И, будто этого мало, я неожиданно становлюсь ведьмой! А потом я в конце концов совершаю ужасающие убийства!.. Как это можно понять?!""","""Em uma vida diferente, eu acabei como serviçal! E se isso não fosse o suficiente, de repente virei uma bruxa! E então, eventualmente conduzirei diversos assassinatos horríveis...! Como eu deveria ""compreender"" isso?!""","""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several horrifying murders...! How am I supposed to ""understand"" that?!""",「在另一個人生中，我在當傭人！剛這麼一想，那個我又在不知不覺間成了魔女！並且，還會在將來重複好多次可怕的殺人事件…！你說，我是得怎麼去理解這個啊？！」,「在另一个人生中，我在当佣人！刚这么一想，那个我又在不知不觉间成了魔女！并且，还会在将来重复好多次可怕的杀人事件…！你说，我是得怎么去理解这个啊？！」,"""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several horrifying murders...! How am I supposed to ""understand"" that?!""","""In una vita diversa, divento un domestico! E come se non bastasse, divento all'improvviso una strega! E poi, compio diversi delitti terrificanti...! Cosa dovrei capire?!""","""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several horrifying murders...! How am I supposed to ""understand"" that?!""","""In a different life, I end up as a servant! And if that wasn't enough, I suddenly become a witch! And then, I eventually carry out several horrifying murders...! How am I supposed to ""understand"" that?!"""
Clair,"""............"" ","""..............................""","""............""",「…………………………。」,「…………………………」,"""............""","""..............................""","""..............................""",「…………………………」,「…………………………」,"""..............................""","""...""","""..............................""",""".............................."""
Willard H. Wright,"""Yeah, I see where you're coming from. ...I doubt anyone could understand. ...This person here thought that no one would ever understand. That's why you're here. ...That's why {f:5:Bernkastel} brought you two, two people who never should have met, together like this."" ","""Yeah, that's what I expected you to say. ......I doubt anyone could understand. ......This person here's long past expecting anyone to understand. That's why {i:you} are here. ......That's why {f:5:Bernkastel} brought you two, two people who never could have met, together like this.""","""Yeah, I see where you're coming from. ......I doubt anyone could understand. ......This person here thought that no one would ever understand. That's why you're here. ......That's why Bernkastel brought you two, two people who never should have met, together like this.""",「あぁ、そうだろうな。……誰にも、理解は出来ねぇだろうよ。……こいつも、もはや誰にも理解してもらえるとは思ってねェ。だからお前なんだ。……だからベルンカステルは、お前とこいつ、出会うはずのない自分同士を、こうして出会わせたんだ。」,「あぁ、そうだろうな。……誰にも、理解は出来ねぇだろうよ。……こいつも、もはや誰にも理解してもらえるとは思ってねェ。だからお前なんだ。……だからベルンカステルは、お前とこいつ、出会うはずのない自分同士を、こうして出会わせたんだ」,"""Да, понимаю. ......Не каждый может понять. ......Она думала, что никто никогда не поймёт. Именно поэтому ты здесь. ......Именно поэтому {f:5:Бернкастель} свела вас двоих — тех, кто никогда не должен был встретиться.""","""Sim, eu esperava que dissesse isso. ......Eu duvido que qualquer um possa entender. ......Esta pessoa aqui está há muito tempo esperando que alguém a entenda. É por isso que {i:você} está aqui. ......É por isso que {f:5:Bernkastel} trouxe vocês, duas pessoas que nunca se encontraram, reunidas dessa forma.""","""Yeah, that's what I expected you to say. ......I doubt anyone could understand. ......This person here's long past expecting anyone to understand. That's why {i:you} are here. ......That's why {f:5:Bernkastel} brought you two, two people who never could have met, together like this.""",「是啊，的確如此吧。……誰都無法理解吧。……這傢伙也已經不認為，能夠得到誰的理解了。所以，才會是你。……所以貝倫卡斯泰露，才會令你與這傢伙，這對不可能見面的兩個自己，像這樣地見面。」,「是啊，的确如此吧。……谁都无法理解吧。……这家伙也已经不认为，能够得到谁的理解了。所以，才会是你。……所以贝伦卡斯泰露，才会令你与这家伙，这对不可能见面的两个自己，像这样地见面。」,"""Yeah, that's what I expected you to say. ......I doubt anyone could understand. ......This person here's long past expecting anyone to understand. That's why {i:you} are here. ......That's why {f:5:Bernkastel} brought you two, two people who never could have met, together like this.""","""Sì, capisco cosa intendi. ... Dubito che qualcuno possa capire. ... Questa persona qui presente pensava che nessuno potesse mai comprenderla. È per questo che sei qui. ... È per questo che Bernkastel ha fatto incontrare voi due, due persone che non avrebbero mai dovuto incontrarsi, in questo modo.""","""Yeah, that's what I expected you to say. ......I doubt anyone could understand. ......This person here's long past expecting anyone to understand. That's why {i:you} are here. ......That's why {f:5:Bernkastel} brought you two, two people who never could have met, together like this.""","""Yeah, that's what I expected you to say. ......I doubt anyone could understand. ......This person here's long past expecting anyone to understand. That's why {i:you} are here. ......That's why {f:5:Bernkastel} brought you two, two people who never could have met, together like this."""
{f:5:Bernkastel},"""......It's not like I had any deep reason for it. It was just a whim."" ","""............It's not like I had any deep reason for it. It was just a whim.""",""".........It's not like I had any deep reason for it. It was just a whim.""",「…………別に深い意味はないわ。単なる気紛れよ。」,「…………別に深い意味はないわ。単なる気紛れよ」,""".........Не скажу, что у меня есть важная причина. Просто каприз.""","""............Não é como se eu tivesse um motivo muito especial. Foi apenas um capricho.""","""............It's not like I had any deep reason for it. It was just a whim.""",「…………並沒有深意哦。只是我的隨性而為罷了。」,「…………并没有深意哦。只是我的随性而为罢了。」,"""............It's not like I had any deep reason for it. It was just a whim.""","""... Non è che avessi alcuna ragione particolare per farlo. È stato solo un capriccio.""","""............It's not like I had any deep reason for it. It was just a whim.""","""............It's not like I had any deep reason for it. It was just a whim."""
Willard H. Wright,"""This is a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. ...I'm just here to help you understand."" ","""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. .........I'm just here to help you understand.""","""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. ......I'm just here to help you understand.""",「誰にも理解できない動機だから、理御。せめてお前だけは理解しろ。この物語の主役は俺じゃない。お前だ。………俺は、お前の理解を助けるための、介助役に過ぎねェ。」,「誰にも理解できない動機だから、理御。せめてお前だけは理解しろ。この物語の主役は俺じゃない。お前だ。………俺は、お前の理解を助けるための、介助役に過ぎねェ」,"""Лион, этот мотив не понять никому другому, поэтому тебе нужно стать тем человеком, который поймёт. Не я главный персонаж этой истории, а ты. ......Я здесь просто чтобы помочь тебе понять.""","""É um motivo que ninguém mais entenderia, Lion, por isso você deve ser a pessoa a entendê‐lo. Eu não sou a personagem principal deste conto. É você. .........Estou aqui apenas para ajudar você a entender.""","""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. .........I'm just here to help you understand.""",「正因為是誰都無法理解的動機，所以理御，至少唯獨你去理解。這個故事的主角，不是我。是你。………我只不過是個，幫助你理解的助手。」,「正因为是谁都无法理解的动机，所以理御，至少唯独你去理解。这个故事的主角，不是我。是你。………我只不过是个，帮助你理解的助手。」,"""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. .........I'm just here to help you understand.""","""È un motivo che nessun altro può comprendere, Lion, quindi devi essere tu a capirlo. Non sono io il protagonista in questa storia. Sei tu. ... Sono qui solo per aiutarti a capire.""","""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. .........I'm just here to help you understand.""","""It's a motive that no one else can understand, Lion, so you need to be the one to understand it. I'm not the main character in this tale. You are. .........I'm just here to help you understand."""
Ushiromiya Lion,"""You said that you understand the culprit's motive."" ","""You said that you understood the culprit's motive.""","""You said that you understood the culprit's motive.""",「ウィルは、犯人の動機を理解した、と言いましたね。」,「ウィルは、犯人の動機を理解した、と言いましたね」,"""Ты сказал, что понял мотив преступника.""","""Você disse que entendeu a motivação do culpado.""","""You said that you understood the culprit's motive.""",「威爾你說過，你理解了犯人的動機。」,「威尔你说过，你理解了犯人的动机。」,"""You said that you understood the culprit's motive.""","""Hai detto di aver capito la motivazione del colpevole.""","""You said that you understood the culprit's motive.""","""You said that you understood the culprit's motive."""
Willard H. Wright,"""...Yes."" ","""......Yeah.""","""......I did.""",「……あぁ。」,「……あぁ」,"""......Да.""","""......Sim.""","""......Yeah.""",「……嗯。」,「……嗯。」,"""......Yeah.""","""... Sì.""","""......Yeah.""","""......Yeah."""
