Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Eva,"""I agree. ......Considering that Nii‐san or Rudolf could have been the one to show up here, ......it may have been a blessing in disguise that it was you. ...I trust you the most of all the siblings.""","""I agree. ...It may have been a blessing in disguise that you're the one who showed up... instead of Nii-san or Rudolf. ...You're the sibling I trust most."" ","""I agree. ......It may have been a blessing in disguise that you were the one to show up, ......instead of Nii-san or Rudolf. ...I trust you the most of all the siblings.""",「同感よ。……ここに現れたのが、兄さんや留弗夫であるくらいなら、……あんたであったことは不幸中の幸いかもしれない。…私は兄弟で、あんたを一番信用してるもの。」,「同感よ。……ここに現れたのが、兄さんや留弗夫であるくらいなら、……あんたであったことは不幸中の幸いかもしれない。…私は兄弟で、あんたを一番信用してるもの」,"""Согласна. ......Возможно, будет лучше показать тебе одной... Вместо нии‐сана или Рудольфа. ...Я верю тебе больше, чем остальным.""","""Eu concordo. ......Considerando que poderiam ter sido o nii‐san ou o Rudolf aqueles a aparecerem aqui, ......o fato de ter sido você pode ter sido uma bênção disfarçada. ...Entre os irmãos, é em você que eu mais confio.""",「同感。……比起哥或留弗夫于此出现，……你的出现，也许是不幸中的万幸。…我在四兄妹中，最信任你哦。」,「同感。……比起哥或留弗夫於此出現，……你的出現，也許是不幸中的萬幸。…我在四兄妹中，最信任你哦。」,"""Sono d'accordo. ... Potrebbe essere una benedizione sotto mentite spoglie che sia stata tu ad arrivare fin qua... invece che Nii-san o Rudolf. ... Sei la persona di cui mi fido di più tra tutti noi fratelli.""","""I agree. ......Considering that Nii‐san or Rudolf could have been the one to show up here, ......it may have been a blessing in disguise that it was you. ...I trust you the most of all the siblings.""","""Estoy de acuerdo... Considerando que me pude haber encontrado con Nii-san o Rudolf en vez de contigo... Es una bendición que fueras tú... Siempre he confiado más en ti que en los otros.""","""ﻣﻌﻚ ﺣﻖ. ......ﻟﻮ ﻛﺎﻥ ﻣﻦ ﻇﻬﺮ ﻫﻨﺎ ﻫﻮ ﺃﺧﻲ ﻛﺮﺍﻭﺱ ﺃﻭ ﺃﺧﻲ ﺭﻭﺩﻭﻟﻒ، ﻟﻜﺎﻥ ﺍﻷﻣﺮ ﺃﺳﻮﺃ. ......ﻛﺎﻥ ﺃﻣﺮًﺍ ﺟﻴﺪًﺍ ﻇﻬﻮﺭﻙِ ﺃﻧﺖِ ﻫﻨﺎ، ...ﻓﺄﻧﺖِ ﺃﻛﺜﺮ ﻣﻦ ﺃﺛﻖ ﺑﻪ ﺑﻴﻦ ﺇﺧﻮﺗﻲ.""","""I agree. ......Considering that Nii‐san or Rudolf could have been the one to show up here, ......it may have been a blessing in disguise that it was you. ...I trust you the most of all the siblings.""","""I agree. ......Considering that Nii‐san or Rudolf could have been the one to show up here, ......it may have been a blessing in disguise that it was you. ...I trust you the most of all the siblings.""","""I agree. ......Considering that Nii‐san or Rudolf could have been the one to show up here, ......it may have been a blessing in disguise that it was you. ...I trust you the most of all the siblings."""
Ushiromiya Rosa,"""............Thank you. I also trust you the most of the siblings, Nee‐san.""","""......Thank you. And you're the sibling I trust most, Nee-san."" ","""............Thank you. I also trust you the most of the siblings, Nee-san.""",「…………ありがとう。私も姉さんのこと、兄弟で一番信用してるわよ？」,「…………ありがとう。私も姉さんのこと、兄弟で一番信用してるわよ？」,"""............Спасибо. Я тоже верю тебе больше, чем остальным родственникам, нээ‐сан.""","""............Obrigada. Você também é aquela em que eu mais confio entre os irmãos, nee‐san.""",「…………谢谢。我也是，在四兄妹中，最信任姐姐哦？」,「…………謝謝。我也是，在四兄妹中，最信任姐姐哦？」,"""... Grazie. Anche tu sei la persona di cui mi fido di più tra noi fratelli, Nee-san.""","""............Thank you. I also trust you the most of the siblings, Nee‐san.""","""... Gracias. Yo también confío en ti más que en los demás, Nee‐san.""","""............ﺷﻜﺮًﺍ.  ﻭﺃﻧﺖِ ﺍﻷﺧﺖ ﺍﻟﺘﻲ ﺃﺛﻖ ﺑﻬﺎ ﻛﺜﻴﺮًﺍ ﺃﻳﻀًﺎ.""","""............Thank you. I also trust you the most of the siblings, Nee‐san.""","""............Thank you. I also trust you the most of the siblings, Nee‐san.""","""............Thank you. I also trust you the most of the siblings, Nee‐san."""
Ushiromiya Eva,"""....................................""","""............"" ","""........................""",「………………………………。」,「………………………………」,"""........................""","""....................................""",「………………………………」,「………………………………」,"""...""","""....................................""","""...""","""....................................""","""....................................""","""....................................""","""...................................."""
Ushiromiya Rosa,"""............I want to see the gold too.""","""......I want to see the gold too."" ","""............I want to see the gold too.""",「…………私も黄金が見たいわ。」,「…………私も黄金が見たいわ」,"""............Я тоже хочу увидеть золото.""","""............Eu também quero ver o ouro.""",「…………我也想看看黄金。」,「…………我也想看看黃金。」,"""... Voglio vedere anch'io l'oro.""","""............I want to see the gold too.""","""... Yo también quiero ver el oro.""","""...ﺃﻭﺩّ......ﺭﺅﻳﺔ ﺍﻟﺬﻫﺐ.""","""............I want to see the gold too.""","""............I want to see the gold too.""","""............I want to see the gold too."""
Ushiromiya Eva,"""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear.""","""Wanna have a peek? Now I feel like seeing it again too. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and confirm once more that it actually exists, it feels like the gold will turn to fog and disappear."" ","""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear.""",「見る？　私ももう一度見たくなったわ。この目で見たにもかかわらず、まだ現実感が湧かないの。…あなたと一緒に見て、確かに存在することをもう一度確かめないと、霧になって黄金が消えてしまいそうな気がするわ。」,「見る？　私ももう一度見たくなったわ。この目で見たにもかかわらず、まだ現実感が湧かないの。…あなたと一緒に見て、確かに存在することをもう一度確かめないと、霧になって黄金が消えてしまいそうな気がするわ」,"""Правда? Сейчас я тоже хочу снова на него посмотреть. Даже если я видела его своими глазами, оно до сих пор не ощущается как реальное. ...Если я не увижу его вместе с тобой и ещё раз не проверю, что оно действительно существует, то меня одолеет ощущение, что золото превратится в туман и растает.""","""Quer vê‐lo? Agora eu também quero vê‐lo de novo. Mesmo que eu tenha visto com meus próprios olhos, ainda não parece real. ...A menos que eu o veja junto com você e comprove mais uma vez que ele realmente existe, parece que o ouro vai se transformar em névoa e desaparecer.""",「要看？我也想再去看一眼呢。尽管是亲眼所见，却还是没有一丝真实感。…感觉如果不和你一起看看，再次确认黄金的确存在的话，它们就会化为雾气，消失无踪。」,「要看？我也想再去看一眼呢。儘管是親眼所見，卻還是沒有一絲真實感。…感覺如果不和你一起看看，再次確認黃金的確存在的話，它們就會化為霧氣，消失無踪。」,"""Davvero? Ora anch'io voglio rivederlo. Anche se l'ho visto coi miei occhi, ancora non mi sembra vero. ... A meno che non lo veda assieme a te e controlli ancora una volta che esiste veramente, sembra che l'oro debba diventare fumo da un momento all'altro e sparire.""","""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear.""","""¿De verdad? Ahora quiero verlo de nuevo también. Incluso si lo veo con mis propios ojos, no se siente real... A menos que lo vea junto contigo y vea que sí es real, se siente como si el oro se fuera a hacer humo y desaparecer.""","""ﺃﺗﻮﺩﻳﻦ ﺇﻟﻘﺎﺀ ﻧﻈﺮﺓ ﺧﺎﻃﻔﺔ؟  ﻻ ﺑﺄﺱ، ﻓﺄﻧﺎ ﺃﻳﻀًﺎ ﺃﻭﺩ ﺭﺅﻳﺘﻪ ﻣﺮﺓ ﺃﺧﺮﻯ. ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺭﺅﻳﺘﻲ ﻟﻪ ﺑﺄﻡ ﻋﻴﻨﻲّ، ﺇﻻ ﺃﻧﻨﻲ ﺃﺷﻌﺮ ﻭﻛﺄﻧﻲ ﺑﻤﺠﺮﺩ ﺣﻠﻢ. ...ﺃﺭﻳﺪ ﺭﺅﻳﺘﻪ ﻣﻌﻚ ﺣﺘﻰ ﺗﺆﻛﺪﻱ ﻟﻲ ﻭﺟﻮﺩﻩ ﺑﺎﻟﻔﻌﻞ، ﻭﻟﻴﺲ ﻭﻫﻤًﺎ ﻗﺪ ﻳﺘﻼﺷﻰ.""","""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear.""","""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear.""","""Do you? Now I also want to see it again. Even though I saw it with my own eyes, it still doesn't feel real. ...Unless I see it together with you and check once more that it actually exists, it feels like the gold will turn to fog and disappear."""
,"Eva started descending the staircase once more.{n}......However, she didn't carelessly expose her back to Rosa.","Eva started descending the staircase once more. ...However, she didn't carelessly expose her back to Rosa. ","Eva started descending the staircase once more.......However, she didn't carelessly expose her back to Rosa.",絵羽は再び階段を降り出す。……しかし、無用心に楼座に背中を晒したりはしない。,絵羽は再び階段を降り出す。{n}……しかし、無用心に楼座に背中を晒したりはしない。,"Ева снова начала спускаться по лестнице.{n}......Тем не менее, она не показывала пренебрежения к Розе.","Eva começou a descer as escadas novamente.{n}......No entanto, ela não expôs suas costas descuidadamente para Rosa.",绘羽往台阶下走去。{n}……不过，她并没有放松警惕，将后背暴露给楼座。,繪羽往台階下走去。{n}……不過，她並沒有放鬆警惕，將後背暴露給樓座。,"Eva cominciò a scendere le scale ancora una volta. ... In ogni caso, non aveva incautamente dato le spalle a Rosa.","Eva started descending the staircase once more.{n}......However, she didn't carelessly expose her back to Rosa.","Eva empezó a bajar por las escaleras una vez más.{n}... Aun así, no fue tan descuidada como para exponer su espalda a Rosa.",ﺑﺪﺃﺕ ﺇﻳﻔﺎ ﺗﻨﺰﻝ ﺍﻟﺪﺭﺝ ﻣﺮﺓ ﺃﺧﺮﻯ،{n}......ﻟﻜﻨّﻬﺎ ﻟﻢ ﺗﺪﻉ ﻇﻬﺮﻫﺎ ﻣﻜﺸﻮﻓًﺎ ﻟﺮﻭﺯﺍ.,"Eva started descending the staircase once more.{n}......However, she didn't carelessly expose her back to Rosa.","Eva started descending the staircase once more.{n}......However, she didn't carelessly expose her back to Rosa.","Eva started descending the staircase once more.{n}......However, she didn't carelessly expose her back to Rosa."
,"Likewise, even though at a glance it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness.","Even though, at a glance, it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness. "," Even though, at a glance, it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness.",楼座も、一見は警戒心を解いているように見えるが、決して油断は見せなかった。,楼座も、一見は警戒心を解いているように見えるが、決して油断は見せなかった。,"Хотя на первый взгляд казалось, что Роза расслабилась, она определённо не проявляла каких‐либо признаков неосторожности.","Da mesma forma, embora de relance parecesse que Rosa tivesse baixado a guarda, ela definitivamente não demonstrava nenhum sinal de descuido.",虽然楼座乍看之下貌似解除了警惕心，但她也决不会表露出一丝丝的大意。,雖然樓座乍看之下貌似解除了警惕心，但她也決不會表露出一絲絲的大意。,"Anche se, ad una rapida occhiata, sembrava che Rosa avesse abbassato la guardia, lei non mostrava alcun segno di disattenzione.","Likewise, even though at a glance it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness.","Incluso cuando a simple vista pareciera que Rosa había bajado la guardia, no mostraba ningún signo de descuido.",ﺃﻣﺎ ﺭﻭﺯﺍ، ﻓﻘﺪ ﺑﺪﺍ ﻭﻛﺄﻧﻬﺎ ﻗﻠﻠﺖ ﺣﺬﺭﻫﺎ، ﻟﻜﻨﻬﺎ ﻟﻢ ﺗﻔﻌﻞ ﺃﺑﺪًﺍ.,"Likewise, even though at a glance it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness.","Likewise, even though at a glance it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness.","Likewise, even though at a glance it looked like Rosa had lowered her guard, she definitely didn't show any signs of carelessness."
,"......And they reached that room of the witch once again.{n}Rosa also gasped, made speechless by the vast amount of gold...","...Then, they reached that room of the witch once more. Rosa also gasped, stunned speechless by the vast amount of gold... ","......And they reached that room of the witch once again. Rosa also gasped, made speechless by the vast amount of gold...",……そして、再びあの魔女の部屋へ至る。楼座もまた、息を呑み、莫大な黄金に絶句するのだった…。,……そして、再びあの魔女の部屋へ至る。{n}楼座もまた、息を呑み、莫大な黄金に絶句するのだった…。,"......И они достигли комнаты ведьмы ещё раз.{n}Роза тоже ахнула, потеряв дар речи от такого огромного количества золота...","......Elas então chegaram ao quarto da bruxa.{n}Rosa também engoliu em seco, ficando sem palavras diante da quantidade de ouro...",……然后，她们回到了魔女的房间。{n}面对那一大座金山，楼座也倒吸一口凉气，惊得说不出话来…。,……然後，她們回到了魔女的房間。{n}面對那一大座金山，樓座也倒吸一口涼氣，驚得說不出話來…。,"... E raggiunsero la stanza della strega ancora una volta. Anche Rosa boccheggiò, ammutolita dall'enorme quantità d'oro...","......And they reached that room of the witch once again.{n}Rosa also gasped, made speechless by the vast amount of gold...",... Y llegaron a la habitación de la bruja una vez más.{n}Rosa también lanzó un grito que se esfumó tan pronto como vio la inmensa cantidad de oro...,......ﻭﻫﻜﺬﺍ، ﻭﺻﻠﺘﺎ ﻣﺠﺪﺩًﺍ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﺴﺎﺣﺮﺓ ﺗﻠﻚ.{n}ﺣﺒﺴﺖ ﺭﻭﺯﺍ ﺃﻧﻔﺎﺳﻬﺎ ﻭﺍﻧﺪﻫﺸﺖ ﻣﻦ ﻛﻤﻴﺔ ﺍﻟﺬﻫﺐ ﺍﻟﻬﺎﺋﻞ...,"......And they reached that room of the witch once again.{n}Rosa also gasped, made speechless by the vast amount of gold...","......And they reached that room of the witch once again.{n}Rosa also gasped, made speechless by the vast amount of gold...","......And they reached that room of the witch once again.{n}Rosa also gasped, made speechless by the vast amount of gold..."
,......Rosa and Eva walked absentmindedly through the rose garden.,...Rosa and Eva walked absentmindedly through the rose garden. ,......Rosa and Eva walked absentmindedly through the rose garden.,……絵羽たちは薔薇庭園を、放心しながら歩いている。,……絵羽たちは薔薇庭園を、放心しながら歩いている。,......Роза и Ева рассеянно шли через розарий.,......Rosa e Eva caminharam distraidamente pelo jardim de rosas.,……绘羽与楼座神情恍惚地走在玫瑰庭园之中。,……繪羽與樓座神情恍惚地走在玫瑰庭園之中。,... Rosa ed Eva camminavano sovrappensiero attraverso il giardino di rose.,......Rosa and Eva walked absentmindedly through the rose garden.,... Rosa y Eva caminaron distraídas por el jardín de rosas.,......ﺳﺎﺭﺕ ﺭﻭﺯﺍ ﻭﺇﻳﻔﺎ ﺷﺎﺭﺩﺗﺎ ﺍﻟﺬﻫﻦ ﻋﺒﺮ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ.,......Rosa and Eva walked absentmindedly through the rose garden.,......Rosa and Eva walked absentmindedly through the rose garden.,......Rosa and Eva walked absentmindedly through the rose garden.
,"They had left the guesthouse secretly, so they had to be careful when they returned as well.","They had left the guesthouse secretly, so they had to be careful when they returned. "," They had left the guesthouse secretly, so they had to be careful when they returned.",ゲストハウスをこっそりと出てきたのだから、戻る時にも細心の注意が要る。,ゲストハウスをこっそりと出てきたのだから、戻る時にも細心の注意が要る。,"Они тайно покинули домик для гостей, и поэтому должны быть соблюдать осторожность по возвращении.","Elas tinham deixado a casa de hóspedes secretamente, por isso precisavam ser cuidadosas também na volta.",因为是偷偷溜出宾馆的，所以回去时也得小心谨慎，多加注意。,因為是偷偷溜出賓館的，所以回去時也得小心謹慎，多加注意。,"Avevano lasciato la casa degli ospiti in segreto, perciò dovevano stare attente quando fossero tornate.","They had left the guesthouse secretly, so they had to be careful when they returned as well.","Habían salido de la casa de huéspedes sin que nadie se diera cuenta, así que debían ser muy cuidadosas cuando regresen también.",ﻟﻘﺪ ﻏﺎﺩﺭﺗﺎ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﺳﺮًﺍ، ﻟﺬﺍ ﻭﺟﺐ ﻋﻠﻴﻬﻤﺎ ﺃﻥ ﺗﻜﻮﻧﺎ ﺣﺬﺭﺗﻴﻦ ﻓﻲ ﻃﺮﻳﻖ ﺍﻟﻌﻮﺩﺓ.,"They had left the guesthouse secretly, so they had to be careful when they returned as well.","They had left the guesthouse secretly, so they had to be careful when they returned as well.","They had left the guesthouse secretly, so they had to be careful when they returned as well."
,They had to regain their sense of tension soon.,It was time to snap to it and keep their guards up. , They had to regain their sense of tension soon.,そろそろ緊張感を取り戻さなくてはいけない。,そろそろ緊張感を取り戻さなくてはいけない。,Скоро ими вновь завладело чувство напряжения.,Elas tinham de recuperar logo seu senso de tensão.,差不多是到必须取回紧张感的时候了。,差不多是到必須取回緊張感的時候了。,Avevano riacquistato molto presto la loro tensione.,They had to regain their sense of tension soon.,La tensión regresaría muy pronto.,"ﻭﻋﻠﻴﻬﻤﺎ ﺃﻥ ﻳﻤﺜﻼ ﺍﻟﺘﻮﺗﺮ ﻭﺍﻟﺨﻮﻑ ﻭﻛﺄﻥ ﺷﻴﺌًﺎ ﻟﻢ ﻳﻜﻦ.""",They had to regain their sense of tension soon.,They had to regain their sense of tension soon.,They had to regain their sense of tension soon.
Ushiromiya Rosa,"""......Congratulations, Nee‐san.""","""...Congratulations, Nee-san."" ","""......Congratulations, Nee-san.""",「……おめでとう、姉さん。」,「……おめでとう、姉さん」,"""......Поздравляю, нээ‐сан.""","""......Parabéns, nee‐san.""",「……恭喜，姐姐。」,「……恭喜，姐姐。」,"""... Congratulazioni, Nee-san.""","""......Congratulations, Nee‐san.""","""... Felicitaciones, Nee‐san.""","""....ﺗﻬﺎﻧﻴﻨﺎ ﻳﺎ ﺃﺧﺘﻲ.""","""......Congratulations, Nee‐san.""","""......Congratulations, Nee‐san.""","""......Congratulations, Nee‐san."""
Ushiromiya Eva,"""Thank you.""","""Thank you."" ","""Thank you.""",「ありがと。」,「ありがと」,"""Спасибо.""","""Obrigada.""",「谢谢。」,「謝謝。」,"""Grazie.""","""Thank you.""","""Gracias.""","""ﺷﻜﺮًﺍ ﻟﻚِ.""","""Thank you.""","""Thank you.""","""Thank you."""
Ushiromiya Rosa,"""You decided it, didn't you? Fifty percent goes to the bearer of the title of successor to the head. ......It sure did work out well for you. That doesn't refer to Krauss nii‐san anymore. ...So your share is now fifty percent along with a quarter of the rest, for a total of 12.5 billion yen.""","""You decided it, didn't you Nee-san? 50% goes to the one bearing the title of Successor to the Headship. ...It certainly worked out well for you. Now, that portion isn't Krauss nii-san's. ...So your share is now 50%, along with a quarter of the rest, for a total of 12.5 billion yen."" ","""You decided it, didn't you Nee-san? 50% goes to the title of the successor to the head. ......It sure did work out well for you. Now, that portion isn't Krauss nii-san's. ...So your share is now 50% along with a quarter of the rest, for a total of 12.5 billion yen.",「姉さんが決めたのよね？　右代宮家当主跡継ぎの肩書きに５割って。……ここで効いて来るとはね。今やそれは蔵臼兄さんのことではない。…だから姉さんの取り分が５割とその四分の一で１２５億。,「姉さんが決めたのよね？　右代宮家当主跡継ぎの肩書きに５割って。……ここで効いて来るとはね。今やそれは蔵臼兄さんのことではない。…だから姉さんの取り分が５割とその四分の一で１２５億」,"""Ты решила, не так ли, нээ‐сан? 50% отходит преемнику главы. ......Как же всё хорошо для тебя обернулось. Сейчас это уже не доля Краусса нии‐сана. ...Так что твоя доля, наряду с четвертями других, 50% — в общей сложности 12,5 миллиардов йен.""","""Você já decidiu, né? Cinquenta por cento vai para o portador do título de sucessor do chefe. ......Com certeza funcionou bem para você. Isso não se refere mais ao Krauss nii‐san. ...Então, a sua parte é agora de cinquenta por cento, acumulado com um quarto do resto, fazendo um total de 12,5 bilhões de ienes.""",「这是姐姐定的哦？凭右代宫家当主继承人的头衔，可得五成。……没想到，会在这时候用上呢。现在，这已经不是指藏臼哥了。…所以，姐姐应得的份额，是五成加剩下的四分之一，总共 125 亿。」,「這是姐姐定的哦？憑右代宮家當主繼承人的頭銜，可得五成。……沒想到，會在這時候用上呢。現在，這已經不是指藏臼哥了。…所以，姐姐應得的份額，是五成加剩下的四分之一，總共 125 億。」,"""Hai deciso, vero Nee-san? 50% va al titolo di successore del capofamiglia. ... Sicuramente per te è perfetto. Ora, quella parte non è più di Krauss nii-san. ... Quindi la tua fetta ora è del 50% più un quarto del rimanente, per un totale di 12. 5 miliardi di yen.","""You decided it, didn't you? Fifty percent goes to the bearer of the title of successor to the head. ......It sure did work out well for you. That doesn't refer to Krauss nii‐san anymore. ...So your share is now fifty percent along with a quarter of the rest, for a total of 12.5 billion yen.""","""Tú lo decidiste, ¿verdad? Cincuenta porciento es para el que llevé el título de sucesor de padre... No hay duda de que funciona fantástico para ti. Ya no estamos hablando de Krauss nii‐san... Ahora tu parte es un 50% junto con un cuarto del resto, con un total de 12.5 mil millones de yenes.""","""ﺃﻧﺖِ ﻣﻦ ﻗﺮﺭ ﺫﻟﻚ، ﺃﻡ ﻻ؟ ﺃﻧﻪ ﻓﻲ ﺣﺎﻝ ﺇﻳﺠﺎﺩ ﺍﻟﺬﻫﺐ، ﺳﻴﺤﺼﻞ ﺍﻟﺮﺋﻴﺲ ﺍﻟﻘﺎﺩﻡ ﻋﻠﻰ 05٪ ﻣﻨﻪ. ......ﻭﻫﺎ ﻗﺪ ﺃﺛﻤﺮ ﻣﺎ ﻗﺮﺭﺗﻴﻪ.  ﺃﻱ ﺃﻥ ﺗﻠﻚ ﺍﻟﺤﺼﺔ ﻟﻢ ﺗﻌﺪ ﻣﻦ ﻧﺼﻴﺐ ﺃﺧﻲ ﻛﺮﺍﻭﺱ ﺑﻌﺪ ﺍﻟﻴﻮﻡ. ...ﻟﺬﻟﻚ، ﻧﺼﻴﺒﻚِ ﺳﻴﻜﻮﻥ 05٪ ﺑﺎﻹﺿﺎﻓﺔ ﺇﻟﻰ ﺭﺑﻊ ﺫﻟﻚ، ﺃﻱ 5.21 ﻣﻠﻴﺎﺭ ﻳﻦ.""","""You decided it, didn't you? Fifty percent goes to the bearer of the title of successor to the head. ......It sure did work out well for you. That doesn't refer to Krauss nii‐san anymore. ...So your share is now fifty percent along with a quarter of the rest, for a total of 12.5 billion yen.""","""You decided it, didn't you? Fifty percent goes to the bearer of the title of successor to the head. ......It sure did work out well for you. That doesn't refer to Krauss nii‐san anymore. ...So your share is now fifty percent along with a quarter of the rest, for a total of 12.5 billion yen.""","""You decided it, didn't you? Fifty percent goes to the bearer of the title of successor to the head. ......It sure did work out well for you. That doesn't refer to Krauss nii‐san anymore. ...So your share is now fifty percent along with a quarter of the rest, for a total of 12.5 billion yen."""
Ushiromiya Rosa,"""Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii‐san won't complain either. Krauss nii‐san will probably be the only one to complain.""","""Isn't that incredible? ...2.5 billion is enough for me. Rudolf nii-san won't complain either. Krauss nii-san will probably be the only one to complain."" "," Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii-san won't complain either. Krauss nii-san will probably be the only one to complain.""",すごい取り分じゃない。…私は２５億で満足よ。留弗夫兄さんだって文句は言わないわ。文句を言うのは蔵臼兄さんだけでしょうね。」,「すごい取り分じゃない。…私は２５億で満足よ。留弗夫兄さんだって文句は言わないわ。文句を言うのは蔵臼兄さんだけでしょうね」,"""Разве это не невероятная доля? ...Я удовлетворюсь 2,5 миллиардами. Рудольф нии‐сан тоже не будет возражать. Краусс нии‐сан, вероятно, единственный, кто примется протестовать.""","""Isso não é uma parte incrível? ...Estou satisfeita com 2,5 bilhões. O Rudolf nii‐san tampouco vai complicar. O Krauss nii‐san provavelmente vai ser o único a reclamar.""",「好丰厚的份额呢。…我有那 25 亿就心满意足了。留弗夫哥也不会有怨言的。会说三道四的，也就藏臼哥一个吧。」,「好豐厚的份額呢。…我有那 25 億就心滿意足了。留弗夫哥也不會有怨言的。會說三道四的，也就藏臼哥一個吧。」,"Non è una fetta incredibile? ... Io sono soddisfatta con 2. 5 miliardi. Nemmeno Rudolf nii-san si lamenterà. Krauss nii-san sarà probabilmente l'unico a lamentarsi.""","""Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii‐san won't complain either. Krauss nii‐san will probably be the only one to complain.""","""¿No es increíble?... Yo estoy satisfecha con 2.5 mil millones. Rudolf nii‐san no reclamará tampoco. Probablemente Krauss nii‐san sea el único que reclame.""","""ﺃﻟﻴﺲ ﻫﺬﺍ ﺃﻣﺮًﺍ ﻣﺬﻫﻼً؟ ...ﻭﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ ﻓﺄﻧﺎ ﺭﺍﺿﻴﺔ ﺑﻤﻠﻴﺎﺭﻳﻦ ﻭﻧﺼﻒ. ﻭﻻ ﺃﻋﺘﻘﺪ ﺃﻥ ﻟﺪﻯ ﺃﺧﻲ ﺭﻭﺩﻭﻟﻒ ﺃﻱ ﺇﻋﺘﺮﺍﺽ. ﻭﻟﻜﻦ ﺭﺑﻤﺎ ﻗﺪ ﻳﻌﺘﺮﺽ ﺃﺧﻲ ﻛﺮﻭﺍﺱ ﻭﺣﺪﻩ ﻋﻠﻰ ﻗﺴﻤﺘﻪ.""","""Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii‐san won't complain either. Krauss nii‐san will probably be the only one to complain.""","""Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii‐san won't complain either. Krauss nii‐san will probably be the only one to complain.""","""Isn't that an incredible share? ...I'm satisfied with 2.5 billion. Rudolf nii‐san won't complain either. Krauss nii‐san will probably be the only one to complain."""
