Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,...What is this? ,......What is this?,......What is this? ,……どういうこと？,……どういうこと？,......Как?,......O que isso significa?,......What is this?,……怎麼回事？,……怎么回事？,......What is this?,... Cosa c'è?,......What is this?,......What is this?
,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse. ,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.,彼女らがゲストハウスへ行った後、屋敷は厳重に戸締りをさせたはず。,彼女らがゲストハウスへ行った後、屋敷は厳重に戸締りをさせたはず。,"Я же сказала наглухо запереть двери и окна особняка после того, как все уйдут в домик для гостей.",Tenho certeza que pedi para que fechassem as portas e janelas da mansão depois que todos a deixassem em direção à casa de hóspedes.,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.,在她們去了賓館後，我應該是命人毫無遺漏地鎖好了大屋的門窗。,在她们去了宾馆后，我应该是命人毫无遗漏地锁好了大屋的门窗。,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.,Pensavo di aver detto di chiudere strettamente le porte e le finestre della villa dopo che tutti fossero andati alla casa degli ospiti.,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.,I thought I told them to lock the doors and windows of the mansion tightly after everyone left for the guesthouse.
,So why is Eva here...?! ,So why is Eva here...?!, So why is Eva here...?! ,それなのに、どうして絵羽がこんなところへ…？！,それなのに、どうして絵羽がこんなところへ…？！,Так почему Ева здесь?!,Então por que a Eva está aqui...?!,So why is Eva here...?!,可儘管如此，為什麼繪羽會在這裡…？！,可尽管如此，为什么绘羽会在这里…？！,So why is Eva here...?!,Allora perché Eva è qui...?!,So why is Eva here...?!,So why is Eva here...?!
,"Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice. ","Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice.","Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice.",夏妃は扉に駆け寄ると、小さくノックを返し、扉越しに小声で告げた。,夏妃は扉に駆け寄ると、小さくノックを返し、扉越しに小声で告げた。,"Нацухи подбежала к двери, ответила тихим стуком и тихо сказала через дверь","Natsuhi correu até a porta, respondeu com uma leve batida, e falou através da porta com um tom de voz ameno.","Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice.",夏妃跑到門邊，輕輕敲了敲門以示回應，然後她隔著門小聲說道。,夏妃跑到门边，轻轻敲了敲门以示回应，然后她隔着门小声说道。,"Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice.","Natsuhi corse alla porta, rispose con un piccolo colpo, e parlò attraverso la porta con una voce silenziosa.","Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice.","Natsuhi ran up to the door, responded with a small knock, and spoke through the door in a quiet voice."
Ushiromiya Natsuhi,"""......What is it? You're too noisy!"" ",""".........What do you want? Keep your voice down.""",""".........What is it? You're too noisy.""",「………何事ですか、騒々しいッ。」,「………何事ですか、騒々しいッ」,""".........В чём дело? Не кричите.""",""".........O que você quer? Faça silêncio.""",""".........What do you want? Keep your voice down.""",「………什麼事，太吵了。」,「………什么事，太吵了。」,""".........What do you want? Keep your voice down.""","""... Cosa c'è? Sei troppo rumorosa.""",""".........What do you want? Keep your voice down.""",""".........What do you want? Keep your voice down."""
Ushiromiya Eva,"""Natsuhi nee-san...?! Why are you in Father's study at this hour?!"" ","""Natsuhi nee‐san...?! Why are you in Father's study at this hour?!""","""Natsuhi nee-san...?! Why are you in Father's study at this hour?!""",「夏妃姉さん…？！　何で、こんな時間にあんたがお父様の書斎にいるのよッ！」,「夏妃姉さん…？！　何で、こんな時間にあんたがお父様の書斎にいるのよッ！」,"""Нацухи?! Что ты делаешь в кабинете отца в такой час?!""","""Natsuhi nee‐san...?! Por que está no estúdio do pai a essa hora?!""","""Natsuhi nee‐san...?! Why are you in Father's study at this hour?!""",「夏妃姐姐…？！為什麼，你會在這種時間待在爸的書房裡？！」,「夏妃姐姐…？！为什么，你会在这种时间待在爸的书房里？！」,"""Natsuhi nee‐san...?! Why are you in Father's study at this hour?!""","""Natsuhi Nee-san...?! Perché sei nello studio di Papà a quest'ora?!""","""Natsuhi nee‐san...?! Why are you in Father's study at this hour?!""","""Natsuhi nee‐san...?! Why are you in Father's study at this hour?!"""
Ushiromiya Natsuhi,"""...I told you to be quiet! Have you forgotten that the Head values peace and silence more than anything else...?!"" ","""......I told you to be quiet! Have you forgotten that the head treasures peace and silence above all else...?!""","""......I told you to be quiet! Have you forgotten that the head likes peace and silence more than anything else...?!""",「……静かになさいと申し上げています！　当主様が何よりも沈黙と静寂を好まれることをお忘れですか…！」,「……静かになさいと申し上げています！　当主様が何よりも沈黙と静寂を好まれることをお忘れですか…！」,"""......Я же сказала — тише! Вы забыли, что глава любит тишину и покой больше всего на свете?!""","""......Eu disse para falar baixo! Se esqueceu que o chefe valoriza a paz e o silêncio acima de tudo...?!""","""......I told you to be quiet! Have you forgotten that the head treasures peace and silence above all else...?!""",「……我在叫你安靜！難道你忘了，當主大人最喜好沉默與寂靜…？！」,「……我在叫你安静！难道你忘了，当主大人最喜好沉默与寂静…？！」,"""......I told you to be quiet! Have you forgotten that the head treasures peace and silence above all else...?!""","""... Ti ho detto di fare silenzio! Hai dimenticato che al capofamiglia piacciono la pace e il silenzio più di ogni altra cosa...?!""","""......I told you to be quiet! Have you forgotten that the head treasures peace and silence above all else...?!""","""......I told you to be quiet! Have you forgotten that the head treasures peace and silence above all else...?!"""
Ushiromiya Eva,"""Now's not the time to be saying that!! Stop harping on that, and open up quickly!! Bring Father out!!"" ","""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!""","""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!""",「今はそんなこと言ってる場合じゃないのよ！！　御託はいいから、とっととここを開けなさいッ！！　お父様を出して！！」,「今はそんなこと言ってる場合じゃないのよ！！　御託はいいから、とっととここを開けなさいッ！！　お父様を出して！！」,"""Сейчас не время! Прекрати давить на это и немедленно открой! Приведи отца!!!""","""Não é hora de ficar dizendo isso!! Deixe de ser pretensiosa e abra logo!! Tire o pai daí!!""","""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!""",「現在可不是說這種話的時候喲！！別廢話了，快點開門吧！！叫爸出來！！」,「现在可不是说这种话的时候哟！！别废话了，快点开门吧！！叫爸出来！！」,"""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!""","""Adesso non è il momento di dirlo!! Smetti di insistere e apri velocemente!! {n}Fai uscire Papà!!""","""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!""","""Now's not the time to be saying that!! Stop harping on that and open up quickly!! Bring Father out!!"""
Ushiromiya Natsuhi,"""The Head just went to sleep! I don't know what business you have, but I will deal with it tomorrow!"" ","""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!""","""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!""",「当主様は先ほどお休みになられたばかりですッ！　何の御用か存じませんが、明日、私が伺います！」,「当主様は先ほどお休みになられたばかりですッ！　何の御用か存じませんが、明日、私が伺います！」,"""Глава только что пошёл спать! Не знаю, какое у вас дело, но я выслушаю его не раньше утра!""","""O chefe quer dormir agora! Não sei o que quer tratar, mas irei ouvi‐la amanhã!""","""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!""",「當主大人剛於方才就寢！雖不知有何事，但明天，我會告訴爸的！」,「当主大人刚于方才就寝！虽不知有何事，但明天，我会告诉爸的！」,"""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!""","""Il capofamiglia è appena andato a dormire! Non so che affari tu possa avere, ma ascolterò domani!""","""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!""","""The head just went to sleep! I don't know what business you have, but I will listen to it tomorrow!"""
Ushiromiya Eva,"""I don't have any business with you!! Just open up right now!!"" ","""I don't have any business with you!! Just open up right now!!""","""I don't have any business with you!! Just open up right now!!""",「あんたなんかに用はないわよッ！！　いいからさっさとここを開けなさいッ！！」,「あんたなんかに用はないわよッ！！　いいからさっさとここを開けなさいッ！！」,"""К тебе у меня никаких дел нет! Сейчас же открой!!!""","""Não tenho nada a tratar com você!! Só abre essa porta logo!!""","""I don't have any business with you!! Just open up right now!!""",「又不是要找你！！好了好了，你就快把門開了吧！！」,「又不是要找你！！好了好了，你就快把门开了吧！！」,"""I don't have any business with you!! Just open up right now!!""","""Non ho nessun affare con te!! Apri e basta adesso!!""","""I don't have any business with you!! Just open up right now!!""","""I don't have any business with you!! Just open up right now!!"""
,"Sometimes, multiple schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies. ","Sometimes, all one's schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies.","Sometimes, multiple schemes and hypotheses can fall apart due to the most direct, simple, and emotional of strategies.",時に、数々の知略や想定は、もっとも愚直で単純で感情的な一手に翻弄されることがある。,時に、数々の知略や想定は、もっとも愚直で単純で感情的な一手に翻弄されることがある。,"Иногда множество схем и предположений могут развалиться из‐за самых прямых, простых и эмоциональных стратегий.","Às vezes, todos os esquemas e suposições de alguém, podem se despedaçar devido a mais direta, mais simples e emocional estratégia.","Sometimes, all one's schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies.",有時，準備良多的智謀與假設，反倒會被最為愚直、單純、衝動的一招所打亂。,有时，准备良多的智谋与假设，反倒会被最为愚直、单纯、冲动的一招所打乱。,"Sometimes, all one's schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies.","Certe volte, multipli schemi e ipotesi possono cadere a pezzi a causa della più diretta, semplice e istintiva delle strategie.","Sometimes, all one's schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies.","Sometimes, all one's schemes and assumptions can fall apart due to the most direct, simple, and emotional of strategies."
,This is bad... ,This is bad..., This is bad...,このままでは、まずい…。,このままでは、まずい…。,Дело плохо...,Isso é mau...,This is bad...,這樣下去就糟了…。,这样下去就糟了…。,This is bad...,Questo è grave...,This is bad...,This is bad...
,"If I open the door, Eva will probably throw herself forwards and rush into the study. ","If I open the door, Eva will probably throw herself forwards and rush into the study."," If I open the door, Eva will probably throw herself forwards and rush into the study.",もしここを開ければ、絵羽は自分を突き飛ばして書斎の中に雪崩れ込んでくるだろう。,もしここを開ければ、絵羽は自分を突き飛ばして書斎の中に雪崩れ込んでくるだろう。,"Если я открою, Ева оттолкнёт меня и ворвётся в кабинет.","Se eu abrir a porta, a Eva provavelmente vai se atirar para dentro do estúdio na mesma hora.","If I open the door, Eva will probably throw herself forwards and rush into the study.",只要一打開這扇門，繪羽就會一把將我推開，衝進書房吧。,只要一打开这扇门，绘羽就会一把将我推开，冲进书房吧。,"If I open the door, Eva will probably throw herself forwards and rush into the study.","Se apro la porta, Eva probabilmente si lancerà in avanti e si precipiterà nello studio.","If I open the door, Eva will probably throw herself forwards and rush into the study.","If I open the door, Eva will probably throw herself forwards and rush into the study."
,"Now, I can't even open this door...! ","Now, I can't even open this door...!"," Now, I can't even open this door...! ",もはや、ここを開けることさえままならない…！,もはや、ここを開けることさえままならない…！,Сейчас я даже не могу открыть эту дверь!..,Não posso abrir a porta agora...!,"Now, I can't even open this door...!",現在，連打開這扇門都已是萬萬不可…！,现在，连打开这扇门都已是万万不可…！,"Now, I can't even open this door...!","Adesso, non posso neanche aprire questa porta...!","Now, I can't even open this door...!","Now, I can't even open this door...!"
,"At that moment, the phone suddenly rang. ","At that moment, the phone suddenly rang.","At that moment, the phone suddenly rang.",その時、突然、電話が鳴った。,その時、突然、電話が鳴った。,В этот момент неожиданно зазвонил телефон.,"No mesmo momento, o telefone tocou de repente.","At that moment, the phone suddenly rang.",就在此時，突然，電話響了。,就在此时，突然，电话响了。,"At that moment, the phone suddenly rang.","In quel momento, il telefono suonò improvvisamente.","At that moment, the phone suddenly rang.","At that moment, the phone suddenly rang."
,I-It's okay. Both of the keys to the study are here. ,I‐it's alright. Both of the keys to the study are here.," I, it's alright. Both of the keys to the study are here.",だ、大丈夫。書斎の鍵は、ここに２つともある。,だ、大丈夫。書斎の鍵は、ここに２つともある。,В‐всё нормально. Оба ключа от кабинета у меня.,T‐Tudo bem. A duas chaves para o estúdio estão aqui.,I‐it's alright. Both of the keys to the study are here.,別、別慌。兩把書房的鑰匙全在房中。,别、别慌。两把书房的钥匙全在房中。,I‐it's alright. Both of the keys to the study are here.,È-È tutto a posto. Entrambe le chiavi per lo studio sono qui.,I‐it's alright. Both of the keys to the study are here.,I‐it's alright. Both of the keys to the study are here.
,No one can open this door...! ,No one can open this door...!, No one can open this door...! ,誰にもこの扉を開けることは出来ない…！,誰にもこの扉を開けることは出来ない…！,Никто не сможет открыть эту дверь!..,Ninguém pode abrir esta porta...!,No one can open this door...!,誰都沒法打開那扇門…！,谁都没法打开那扇门…！,No one can open this door...!,Nessuno può aprire questa porta...!,No one can open this door...!,No one can open this door...!
,Natsuhi inched away from the door and grabbed the receiver... ,Natsuhi inched away from the door and grabbed the receiver...,Natsuhi inched away from the door and grabbed the receiver...,夏妃は、恐る恐る扉から離れ、受話器を取る…。,夏妃は、恐る恐る扉から離れ、受話器を取る…。,Нацухи потихоньку отошла от двери и подняла трубку...,Natsuhi se afastou lentamente da porta e pegou o telefone...,Natsuhi inched away from the door and grabbed the receiver...,夏妃戰戰兢兢地從門邊走開，拿起了話筒…。,夏妃战战兢兢地从门边走开，拿起了话筒…。,Natsuhi inched away from the door and grabbed the receiver...,Natsuhi si spostò gradatamente dalla porta e prese il ricevitore...,Natsuhi inched away from the door and grabbed the receiver...,Natsuhi inched away from the door and grabbed the receiver...
Ushiromiya Natsuhi,"""H-Hello!! It's Natsuhi!"" ","""H‐...hello!! It's Natsuhi!""","""H, ...hello!! It's Natsuhi!""",「も、…もしもし！！　夏妃です！」,「も、…もしもし！！　夏妃です！」,"""А... алло! Нацухи слушает!""","""A‐Alô!! É a Natsuhi!""","""H‐...hello!! It's Natsuhi!""",「喂、…喂喂！！我是夏妃！」,「喂、…喂喂！！我是夏妃！」,"""H‐...hello!! It's Natsuhi!""","""P... Pronto!! Sono Natsuhi!""","""H‐...hello!! It's Natsuhi!""","""H‐...hello!! It's Natsuhi!"""
Ushiromiya Krauss,"""It's me... Things are bad. I want you to come down to the parlor, quickly."" ","""It's me... Things are bad. I want you to come down to the parlor, quickly.""","""It's me... Things are bad. I want you to come down to the parlor, quickly.""",「私だ…。まずいことになった。急いで、客間に下りて来てほしい。」,「私だ…。まずいことになった。急いで、客間に下りて来てほしい」,"""Это я... Всё плохо. Скорее спустись в гостиную.""","""Sou eu... Deu ruim. Quero que venha à sala de visitas, rápido.""","""It's me... Things are bad. I want you to come down to the parlor, quickly.""",「是我…。大事不妙了。速速下樓來客廳。」,「是我…。大事不妙了。速速下楼来客厅。」,"""It's me... Things are bad. I want you to come down to the parlor, quickly.""","""Sono io... le cose vanno male. Voglio che tu venga giù nel salotto, velocemente.""","""It's me... Things are bad. I want you to come down to the parlor, quickly.""","""It's me... Things are bad. I want you to come down to the parlor, quickly."""
,It was from Krauss. His tone was strained. ,It was from Krauss. His tone was strained.,It was from Krauss. His tone was strained.,蔵臼からだった。その声色は、緊迫している。,蔵臼からだった。その声色は、緊迫している。,Это был Краусс. Его голос был крайне напряжён.,Era Krauss. A tonalidade de sua voz estava tensionada.,It was from Krauss. His tone was strained.,是藏臼打來的。他的聲音顯得很緊張。,是藏臼打来的。他的声音显得很紧张。,It was from Krauss. His tone was strained.,Era da Krauss. Il suo tono era teso.,It was from Krauss. His tone was strained.,It was from Krauss. His tone was strained.
,...What in the world happened...?! ,......What in the world happened...?!,......What in the world happened...?!,……一体何が起こったのか…？！,……一体何が起こったのか…？！,......Да что случилось?!,......O que aconteceu...?!,......What in the world happened...?!,……到底是發生什麼事了…？！,……到底是发生什么事了…？！,......What in the world happened...?!,... Cosa diavolo è successo...?!,......What in the world happened...?!,......What in the world happened...?!
Ushiromiya Krauss,"""It would seem that Battler-kun and this guest called Erika... ...solved the witch's epitaph and found the gold."" ","""It seems that Battler‐kun and the guest called Erika.........solved the witch's epitaph and found the gold.""","""It seems that Battler-kun and the guest called Erika.........solved the witch's epitaph and found the gold.""",「戦人くんと、あのヱリカという客人が、………魔女の碑文を解いて、黄金を発見したらしいのだ。」,「戦人くんと、あのヱリカという客人が、………魔女の碑文を解いて、黄金を発見したらしいのだ」,"""Баттлер и наша гостья, Эрика......... разгадали эпитафию ведьмы и нашли золото.""","""Parece que o Battler‐kun e a convidada chamada Erika.........resolveram o epitáfio da bruxa e encontraram o ouro.""","""It seems that Battler‐kun and the guest called Erika.........solved the witch's epitaph and found the gold.""",「戰人君，與那位叫繪梨花的客人，………好像解開了魔女的碑文，發現了黃金。」,「战人君，与那位叫绘梨花的客人，………好像解开了魔女的碑文，发现了黄金。」,"""It seems that Battler‐kun and the guest called Erika.........solved the witch's epitaph and found the gold.""","""Sembra che Battler-kun e l'ospite chiamato Erika... abbiano risolto l'epigrafe della strega e trovato l'oro.""","""It seems that Battler‐kun and the guest called Erika.........solved the witch's epitaph and found the gold.""","""It seems that Battler‐kun and the guest called Erika.........solved the witch's epitaph and found the gold."""
Ushiromiya Natsuhi,"""Huh? ............ ...I-Is that true?!"" ","""Huh? ........................ ...Is, ...is that true?!""","""Huh? ..................Is, ...is that true?!""",「え、……………………。…そ、…それは、本当に？！」,「え、……………………。…そ、…それは、本当に？！」,"""Э? ............... ...П‐правда?!""","""Quê? ........................ ...Isso, ...isso é verdade?!""","""Huh? ........................ ...Is, ...is that true?!""",「哎、……………………？…此、…此話、當真？！」,「哎、……………………？…此、…此话、当真？！」,"""Huh? ........................ ...Is, ...is that true?!""","""Huh?... È... È la verità?!""","""Huh? ........................ ...Is, ...is that true?!""","""Huh? ........................ ...Is, ...is that true?!"""
Ushiromiya Krauss,"""Rudolf and the rest have forced their way in. They're saying Battler-kun will show everyone the way to the hidden gold..."" ","""Rudolf and the rest have forced their way in. They're saying that Battler‐kun is going to show us all the way to the location of the hidden gold...""","""Rudolf and the rest have forced their way in. They're saying that Battler-kun will show everyone the way to the location of the hidden gold...""",「留弗夫たちが押し掛けてきている。これから戦人くんが、全員立会いの下に黄金の場所に案内すると言っている…。」,「留弗夫たちが押し掛けてきている。これから戦人くんが、全員立会いの下に黄金の場所に案内すると言っている…」,"""Рудольф и остальные прорвались сюда. Говорят, что Баттлер покажет всем местоположение скрытого золота...""","""O Rudolf, bem como os outros, já se meteram no meio. Estão dizendo que o Battler‐kun vai mostrar a todos a localização do ouro escondido...""","""Rudolf and the rest have forced their way in. They're saying that Battler‐kun is going to show us all the way to the location of the hidden gold...""",「留弗夫他們都來了。還有，戰人君講了，要在所有人的見證下，帶大家去放黃金的地方…」,「留弗夫他们都来了。还有，战人君讲了，要在所有人的见证下，带大家去放黄金的地方…」,"""Rudolf and the rest have forced their way in. They're saying that Battler‐kun is going to show us all the way to the location of the hidden gold...""","""Rudolf e gli altri sono entrati con la forza. Dicono che Battler-kun mostrerà a tutti la via alla posizione dell'oro nascosto...""","""Rudolf and the rest have forced their way in. They're saying that Battler‐kun is going to show us all the way to the location of the hidden gold...""","""Rudolf and the rest have forced their way in. They're saying that Battler‐kun is going to show us all the way to the location of the hidden gold..."""
