Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...If I were to look in a mirror right now, I'm sure I'd see an embarrassing mark. ","......If she were to look in a mirror right now, she was sure she would see an embarrassing mark.","...If I were to look in a mirror right now, I'm sure I'd see an embarrassing mark. ",……今、鏡を見たら、きっとみっともなく跡になっているだろう。,……今、鏡を見たら、きっとみっともなく跡になっているだろう。,"......Попадись мне сейчас зеркало, уверена, я бы увидела у себя на лице отметину, которой впору устыдиться.","......Se ela se olhasse no espelho agora, certamente veria uma marca bem embaraçosa.","......If she were to look in a mirror right now, she was sure she would see an embarrassing mark.",……要是現在照鏡子的話，一定會看到不成樣子的壓痕吧。,……要是现在照镜子的话，一定会看到不成样子的压痕吧。,"......If she were to look in a mirror right now, she was sure she would see an embarrassing mark.","... Se mi guardassi ad uno specchio ora, sono sicura che vi vedrei un segno imbarazzante.","......If she were to look in a mirror right now, she was sure she would see an embarrassing mark.","......If she were to look in a mirror right now, she was sure she would see an embarrassing mark."
,"I didn't think that just rubbing it would make that mark disappear, but I stroked the hurting side of my face anyway, trying to smooth it over... ","She didn't think that just rubbing it would make that mark disappear, but she stroked the hurting side of her face for the time being, trying to smooth it over...","I didn't think that just rubbing it would make that mark disappear, but I stroked the hurting side of my face anyway, trying to smooth it over... ",撫でたくらいでその跡が消えるとは思わないが、とりあえず、取り繕うように痛む顔半分をさすった…。,撫でたくらいでその跡が消えるとは思わないが、とりあえず、取り繕うように痛む顔半分をさすった…。,"Я не думала, что отметина исчезнет, если я её потру, но покамест ограничилась массированием болящей половины лица, пытаясь сгладить боль...","Ela não achava que só esfregar seria o bastante para fazê‐la desaparecer, mas continuou a passar a mão na lateral de seu rosto por um tempo, tentando amaciá‐lo...","She didn't think that just rubbing it would make that mark disappear, but she stroked the hurting side of her face for the time being, trying to smooth it over...",雖說我並不覺得揉一揉，壓痕就會消失，不過我總之是如遮羞般地摁住了在發痛的半邊臉…。,虽说我并不觉得揉一揉，压痕就会消失，不过我总之是如遮羞般地摁住了在发痛的半边脸…。,"She didn't think that just rubbing it would make that mark disappear, but she stroked the hurting side of her face for the time being, trying to smooth it over...","Non pensavo che strofinarlo sarebbe stato sufficiente a farlo scomparire, ma ciononostante continuai a strofinare il lato della faccia che mi faceva male, cercando di mandare via quel segno...","She didn't think that just rubbing it would make that mark disappear, but she stroked the hurting side of her face for the time being, trying to smooth it over...","She didn't think that just rubbing it would make that mark disappear, but she stroked the hurting side of her face for the time being, trying to smooth it over..."
,...I wonder......where this is. ,......Where.........is this?,...I wonder......where this is. ,……ここは、………どこだろう。,……ここは、………どこだろう。,"......Интересно, где это я?",......Que lugar.........é esse?,......Where.........is this?,……這裡是，………哪兒呢？,……这里是，………哪儿呢？,......Where.........is this?,... Mi chiedo... che posto sia mai questo.,......Where.........is this?,......Where.........is this?
,"I thought it was pitch black, but it looks like it isn't. After all, I can faintly see my own body. ","She thought it was pitch black, but that appeared not to be the case.{n}After all, she could faintly see her own body.","I thought it was pitch black, but it looks like it isn't. After all, I can faintly see my own body. ",真っ暗闇だと思っていたが、そうではないようだった。なぜなら、薄っすらと自分の体を見ることは出来るからだ。,真っ暗闇だと思っていたが、そうではないようだった。{n}なぜなら、薄っすらと自分の体を見ることは出来るからだ。,"Поначалу я подумала, что в этом месте было темно, хоть глаз выколи, но похоже, что я ошиблась.{n}Поскольку я хоть и слабо, но могу различить собственное тело.","Ela pensou estar em meio à completa escuridão, mas não parecia ser o caso.{n}Afinal, ela vagamente conseguia ver seu próprio corpo.","She thought it was pitch black, but that appeared not to be the case.{n}After all, she could faintly see her own body.",雖然本以為是一片漆黑，但事實似乎並非如此。{n}要問為什麼的話，那是因為，我能隱隱約約地看到自己的身體。,虽然本以为是一片漆黑，但事实似乎并非如此。{n}要问为什么的话，那是因为，我能隐隐约约地看到自己的身体。,"She thought it was pitch black, but that appeared not to be the case.{n}After all, she could faintly see her own body.","Pensavo fosse buio pesto, ma pare che non sia così. Dopotutto, riesco a vedere il mio corpo, anche se non benissimo.","She thought it was pitch black, but that appeared not to be the case.{n}After all, she could faintly see her own body.","She thought it was pitch black, but that appeared not to be the case.{n}After all, she could faintly see her own body."
,"...Without a doubt, there was some source of light, but even if I looked up at the ceiling...or else the sky, there was only an expanse of blackness, and I couldn't see a proper light. ","......Without a doubt, there was some source of light, but even when she looked up at the ceiling, ......or else the sky, there was only an expanse of blackness, and she couldn't see any such thing.","...Without a doubt, there was some source of light, but even if I looked up at the ceiling...or else the sky, there was only an expanse of blackness, and I couldn't see a proper light. ",……光源があるに違いないのだが、天井を、……あるいは空を見上げても、真っ暗闇が広がるだけで、それらしい灯りは見えない。,……光源があるに違いないのだが、天井を、……あるいは空を見上げても、真っ暗闇が広がるだけで、それらしい灯りは見えない。,"......Вне всяких сомнений, где‐то здесь должен находиться источник света, но глядя на потолок, а может даже, кто его знает, небо, взгляду представала обширная темнота, так что света я не видела.","......Não havia dúvidas de que existia alguma fonte de iluminação, mas mesmo olhando para o teto, ......ou mesmo o céu, tudo que havia era uma completa escuridão que se estendia, e ela não conseguia ver nada além dela.","......Without a doubt, there was some source of light, but even when she looked up at the ceiling, ......or else the sky, there was only an expanse of blackness, and she couldn't see any such thing.",……肯定有光源，不過，抬頭往天花板，……或天空一看，只能看到廣闊無垠的漆黑，找不著亮光。,……肯定有光源，不过，抬头往天花板，……或天空一看，只能看到广阔无垠的漆黑，找不着亮光。,"......Without a doubt, there was some source of light, but even when she looked up at the ceiling, ......or else the sky, there was only an expanse of blackness, and she couldn't see any such thing.","... Senz'ombra di dubbio vi era una fonte di luce, ma se anche guardavo in alto verso il soffitto... se non il cielo, vi era solo un'enorme distesa d'oscurità e non riuscivo a vedere la luce necessaria.","......Without a doubt, there was some source of light, but even when she looked up at the ceiling, ......or else the sky, there was only an expanse of blackness, and she couldn't see any such thing.","......Without a doubt, there was some source of light, but even when she looked up at the ceiling, ......or else the sky, there was only an expanse of blackness, and she couldn't see any such thing."
,"My body alone was slightly lit, whereas everything else was sunk in darkness... That's what this world was like. ","Her body alone was slightly lit, whereas everything else was sunk in darkness......that's what this world was like.","My body alone was slightly lit, whereas everything else was sunk in darkness... That's what this world was like. ",自分の体がほんのりと照らされているだけで、それ以外の物は全てが暗闇に沈んでいる、……そんな世界。,自分の体がほんのりと照らされているだけで、それ以外の物は全てが暗闇に沈んでいる、……そんな世界。,"Лишь одно моё тело было слегка освещено, тогда как всё вокруг было погружено во тьму... Вот каким был этот мир.","Seu próprio corpo era uma fraca luz, enquanto que tudo ao seu redor havia afundado na escuridão......era assim que este mundo era.","Her body alone was slightly lit, whereas everything else was sunk in darkness......that's what this world was like.",這是一個，只是朦朦朧朧地照出了我的身體，除此之外的一切全都沉浸在黑暗之中的，……世界。,这是一个，只是朦朦胧胧地照出了我的身体，除此之外的一切全都沉浸在黑暗之中的，……世界。,"Her body alone was slightly lit, whereas everything else was sunk in darkness......that's what this world was like.","Solo il mio corpo era fievolmente illuminato, laddove tutto il resto era invece immerso nell'oscurità... così mi si presentava questo mondo.","Her body alone was slightly lit, whereas everything else was sunk in darkness......that's what this world was like.","Her body alone was slightly lit, whereas everything else was sunk in darkness......that's what this world was like."
,It was almost as though Rosa alone had been abandoned in a forgotten world. ,It was almost as though Rosa alone had been abandoned in a forgotten world.,It was almost as though Rosa alone had been abandoned in a forgotten world. ,それはまるで、楼座だけが、忘れられた世界に置き去りにされてしまったかのようだった。,それはまるで、楼座だけが、忘れられた世界に置き去りにされてしまったかのようだった。,"Складывалось впечатление, словно Розу бросили одну в забытом мире.",Quase como se Rosa tivesse sido abandonada em um mundo esquecido.,It was almost as though Rosa alone had been abandoned in a forgotten world.,簡直就像是，只有樓座一人，被扔在了被遺忘的世界中一般。,简直就像是，只有楼座一人，被扔在了被遗忘的世界中一般。,It was almost as though Rosa alone had been abandoned in a forgotten world.,"Era come se Rosa, sola, fosse stata abbandonata in un mondo dimenticato.",It was almost as though Rosa alone had been abandoned in a forgotten world.,It was almost as though Rosa alone had been abandoned in a forgotten world.
,"As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this. ","As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this.","As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this. ",意識がはっきりしてくると、どうしてこんな寂しいところに独りぼっちでいるのか不安になってきた。,意識がはっきりしてくると、どうしてこんな寂しいところに独りぼっちでいるのか不安になってきた。,"Чем больше прояснялся её разум, тем сильнее она начинала нервничать, задаваясь вопросом, что она в гордом одиночестве делала в этом тоскливом месте.","Conforme sua mente clareava, ela começou a ficar nervosa por não saber o motivo de estar sozinha neste lugar.","As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this.",意識越清晰，她就越是對“為什麼自己會獨自一人地待在這孤寂的地方”一事感到不安了。,意识越清晰，她就越是对“为什么自己会独自一人地待在这孤寂的地方”一事感到不安了。,"As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this.","Man mano che riacquistava lucidità, iniziò ad innervosirsi non sapendo la motivazione per cui era tutta sola in un luogo solitario come quello.","As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this.","As her mind grew clearer, she started getting nervous about why she was all alone in a lonely place like this."
,"......When she was about to call out, asking if anyone was there, she heard the ...*patter*... *patter*... of footsteps coming towards her. ","......When she was about to call out, asking if anyone was there, ......patter, ...patter, she heard footsteps coming towards her.","......When she was about to call out, asking if anyone was there, she heard the ...*patter*... *patter*... of footsteps coming towards her. ",　……誰かいませんかと、声を張り上げようとした時、……ぺた、…ぺた、と足音が近付いてくるのが聞こえた。,……誰かいませんかと、声を張り上げようとした時、……ぺた、…ぺた、と足音が近付いてくるのが聞こえた。,"......Когда она уже была готова громко позвать кого‐нибудь... ......*шлёп*, ...*шлёп*. До её ушей донеслись звуки приближающихся шагов.","......Quando ela estava prestes a chamar por alguém, perguntando se havia alguma pessoa por perto, ......*pata*, ...*pata*, ela ouviu som de passos vindo em sua direção.","......When she was about to call out, asking if anyone was there, ......patter, ...patter, she heard footsteps coming towards her.",……正當她想喊“有沒有人在”時，……啪噠、…啪噠、地傳來了腳步聲。,……正当她想喊“有没有人在”时，……啪哒、…啪哒、地传来了脚步声。,"......When she was about to call out, asking if anyone was there, ......patter, ...patter, she heard footsteps coming towards her.","... Proprio mentre era sul punto di urlare qualcosa e domandare se vi fosse qualcuno... *patter*... *patter*, sentì un rumore di passi che si dirigeva verso di lei.","......When she was about to call out, asking if anyone was there, ......patter, ...patter, she heard footsteps coming towards her.","......When she was about to call out, asking if anyone was there, ......patter, ...patter, she heard footsteps coming towards her."
,"They were light footsteps, so she thought it was probably a kid. She didn't sense anything disturbing, so she wasn't afraid. ","They were light footsteps, so she thought it was probably a kid.{n}They didn't feel creepy to her, so she wasn't afraid.","They were light footsteps, so she thought it was probably a kid. She didn't sense anything disturbing, so she wasn't afraid. ",か弱い足音だったので、子どもだろうと思った。不気味な気配はなかったので怯えはしなかった。,か弱い足音だったので、子どもだろうと思った。{n}不気味な気配はなかったので怯えはしなかった。,"Поступь была лёгкой, поэтому Роза предположила, что шаги принадлежат ребёнку.{n}Ничего тревожного она не ощутила, поэтому не боялась.","Eram passos leves, por isso pensou que deveriam pertencer a uma criança.{n}Por parecerem inofensivos, ela não sentiu medo.","They were light footsteps, so she thought it was probably a kid.{n}They didn't feel creepy to her, so she wasn't afraid.",因為是微弱的腳步聲，所以我想，應該是個小孩吧。{n}因為沒有鬼鬼祟祟的跡象，所以我並沒有感到畏懼。,因为是微弱的脚步声，所以我想，应该是个小孩吧。{n}因为没有鬼鬼祟祟的迹象，所以我并没有感到畏惧。,"They were light footsteps, so she thought it was probably a kid.{n}They didn't feel creepy to her, so she wasn't afraid.","Erano passi leggeri, quindi pensò si trattasse di un bambino. Non avvertì nulla di strano, quindi non aveva paura.","They were light footsteps, so she thought it was probably a kid.{n}They didn't feel creepy to her, so she wasn't afraid.","They were light footsteps, so she thought it was probably a kid.{n}They didn't feel creepy to her, so she wasn't afraid."
,"But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction the footsteps were coming from. ","But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction she could hear the footsteps from.","But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction the footsteps were coming from. ",しかし、真里亞の足音でもないので、一体、このような暗闇で誰だろうと、足音の聞こえてくる方向をじっと見た。,しかし、真里亞の足音でもないので、一体、このような暗闇で誰だろうと、足音の聞こえてくる方向をじっと見た。,"Но эти шаги не принадлежали Марии, и гадая, кого же ещё могло занести в эту тьму, Роза смотрела в направлении, откуда приближались шаги.","Mas não eram os passos de Maria, então, se perguntando quem poderia estar junto dela em meio àquela escuridão, Rosa encarou na direção de onde os passos vinham.","But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction she could hear the footsteps from.",不過，因為不是真里亞的腳步聲，所以，樓座邊想著，究竟是誰在從這黑暗中走來，邊目不轉睛地注視著腳步聲傳來的方向。,不过，因为不是真里亚的脚步声，所以，楼座边想着，究竟是谁在从这黑暗中走来，边目不转睛地注视着脚步声传来的方向。,"But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction she could hear the footsteps from.","Ma non erano neppure i passi di Maria, quindi, mentre si domandava chi mai ci potesse essere in un'oscurità del genere, iniziò a fissare la direzione dalla quale veniva il rumore dei passi.","But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction she could hear the footsteps from.","But they also weren't Maria's footsteps, so, wondering who in the world would be in a darkness like this, she stared in the direction she could hear the footsteps from."
,"......As she did, ...a faint, approaching silhouette came into view. ",".........As she did, ......a faint, approaching silhouette came into view.","......As she did, ...a faint, approaching silhouette came into view. ",………すると、……薄っすらと近付いてくる人影が見えてくる。,………すると、……薄っすらと近付いてくる人影が見えてくる。,.........В конце концов... В поле её зрения попал приближающийся силуэт.,".........Nisto, ......uma fraca silhueta surgiu em seu campo de visão.",".........As she did, ......a faint, approaching silhouette came into view.",………然後，……她看到了一個慢慢靠近的，朦朦朧朧的人影。,………然后，……她看到了一个慢慢靠近的，朦朦胧胧的人影。,".........As she did, ......a faint, approaching silhouette came into view.",... Non ebbe neppure il tempo di farlo che... una sagoma appena visibile entrò nel suo campo visivo.,".........As she did, ......a faint, approaching silhouette came into view.",".........As she did, ......a faint, approaching silhouette came into view."
,It looked...like a child much younger than Maria. ,It looked......like a child much younger than Maria.,It looked...like a child much younger than Maria. ,それは、……真里亞よりずっと幼い子どもに見えた。,それは、……真里亞よりずっと幼い子どもに見えた。,Им оказался... Ребёнок гораздо моложе Марии.,Parecia‐se......com uma criança muito mais nova que Maria.,It looked......like a child much younger than Maria.,看起來，……那是個比真里亞小得多的孩子。,看起来，……那是个比真里亚小得多的孩子。,It looked......like a child much younger than Maria.,Aveva l'aspetto... di un bambino molto più piccolo di Maria.,It looked......like a child much younger than Maria.,It looked......like a child much younger than Maria.
,...Who is it? I don't know this kid. ,......Who is that? I didn't know him.,...Who is it? I don't know this kid. ,……誰だろう。知らない子だった。,……誰だろう。知らない子だった。,......Кто это? Я не знаю этого малыша.,......Quem é ela? Eu não a conheço.,......Who is that? I didn't know him.,……是誰呢？不認識。,……是谁呢？不认识。,......Who is that? I didn't know him.,... Chi era? Non conosco questo bambino.,......Who is that? I didn't know him.,......Who is that? I didn't know him.
,"But, the expression on his face was like a lost child separated from his parents. ","But, the expression on his face was like a lost child separated from his parents.","But, the expression on his face was like a lost child separated from his parents. ",でも、浮かべている表情はまるで、親とはぐれてしまった迷子の子のよう。,でも、浮かべている表情はまるで、親とはぐれてしまった迷子の子のよう。,"Однако у него было выражение лица ребёнка, который потерял своих родителей и теперь не может их найти.",Mas a expressão em seu rosto era como a de uma criança perdida que havia se separado de seus pais.,"But, the expression on his face was like a lost child separated from his parents.",不過，他臉上浮現出的表情，就像一個與父母走散了的迷路了的小孩。,不过，他脸上浮现出的表情，就像一个与父母走散了的迷路了的小孩。,"But, the expression on his face was like a lost child separated from his parents.",Ma l'espressione sul suo volto era quella di un bambino che si era perso e non trovava i genitori.,"But, the expression on his face was like a lost child separated from his parents.","But, the expression on his face was like a lost child separated from his parents."
,"...As a parent with a daughter herself, Rosa felt as though her chest had been torn apart... ","...As a parent with a daughter myself, I felt as though my chest was being torn apart...","...As a parent with a daughter herself, Rosa felt as though her chest had been torn apart... ",…娘を持つ親として、胸が掻き毟られる感情を覚える…。,…娘を持つ親として、胸が掻き毟られる感情を覚える…。,"...Сама будучи родителем, Роза почувствовала, что у неё разрывается сердце...","...Como mãe, eu senti como se meu peito estivesse sendo dilacerado...","...As a parent with a daughter myself, I felt as though my chest was being torn apart...",…身為有一個女兒的母親，我不禁感到一陣揪心…。,…身为有一个女儿的母亲，我不禁感到一阵揪心…。,"...As a parent with a daughter myself, I felt as though my chest was being torn apart...","... In quanto Madre con una figlia lei stessa, Rosa sentì come se il suo petto fosse appena stato fatto a pezzi...","...As a parent with a daughter myself, I felt as though my chest was being torn apart...","...As a parent with a daughter myself, I felt as though my chest was being torn apart..."
Sakutarou,‘............Uryu.’ ,‘........................Uryu.’,‘............Uryu.’ ,『……………………うりゅ。』,『……………………うりゅ』,{p:0:『}.....................Урю.{p:0:』},‘........................Uryu.’,‘........................Uryu.’,『……………………嗚溜。』,『……………………呜溜。』,‘........................Uryu.’,{p:0:『}... Uryu. {p:0:』},‘........................Uryu.’,‘........................Uryu.’
