Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Gaap,""".........You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *chuckle*......""","""......You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *cackle*cackle*..."" ",".........You want to reach the Golden Land, don't you?  You must have many dreams you want granted, right...?  *cackle*cackle*......""",………黄金郷に辿り着きたいんでしょう？　叶えたい夢がいっぱいあるんでしょう…？　くすくす……。」,「………黄金郷に辿り着きたいんでしょう？　叶えたい夢がいっぱいあるんでしょう…？　くすくす……」,""".........Вы ведь хотите попасть в Золотую Землю, верно? У вас, должно быть, имеется много неисполненных мечтаний? *хи‐хи*хи‐хи*...""",""".........Você quer chegar à Terra Dourada, não quer? Deve ter muitos sonhos que deseja que se tornem realidade, certo...? *risos*......""",「………很想去黄金乡吧？有好多好多想要实现的梦想吧…？呵呵……」,「………很想去黃金鄉吧？有好多好多想要實現的夢想吧…？呵呵……」,"... Volete raggiungere la Terra Dorata, no? Dovete avere molti sogni che volete far avverare, giusto...? *cackle*cackle*...""",""".........You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *chuckle*......""","""... Quieren llegar a la Tierra Dorada, ¿no? Deben tener muchos sueños que quieren ver concedidos, ¿correcto?... *carcajada*carcajada*...""",""".........ﺗُﺮﻳﺪﺍﻥ ﺑﻠﻮﻍ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻻ ﺑﺪ ﺃﻥ ﻟﺪﻳﻜﻤﺎ ﺃﺣﻼﻣًﺎ ﺟﻤﺔ ﺗﺮﺟﻮﺍﻥ ﺗﺤﻘﻴﻘﻬﺎ، ﺻﺤﻴﺢ...؟ *ﻗﻬﻘﻬﺔ*......""",""".........You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *chuckle*......""",""".........You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *chuckle*......""",""".........You want to reach the Golden Land, don't you? You must have many dreams you want granted, right...? *chuckle*......"""
Kanon,"""..............................""","""..............."" ","""..............................""",「…………………………。」,「…………………………」,"""..............................""","""..............................""",「…………………………」,「…………………………」,"""...""","""..............................""","""...""","""..............................""","""..............................""","""..............................""",""".............................."""
Ronove,"""Gaap. You mustn't provoke them. ......This is not your game. It is the Master's game, and Milady's.""","""Gaap, you musn't provoke them. ...This is not your game. It is the Master's, as well as Milady's game."" ","""Gaap.  You musn't provoke them.  ......This is not your game.  It is the Master's, as well as Milady's game.""",「ガァプ。挑発はいけませんよ。……これはあなたのゲームではない。お館様の、そしてお嬢様のゲームです。」,「ガァプ。挑発はいけませんよ。……これはあなたのゲームではない。お館様の、そしてお嬢様のゲームです」,"""Гаап. Не провоцируй их. ......Это не твоя игра. Это игра Господина и Миледи.""","""Gaap. Você não deve provocá‐los. ......Este não é o seu jogo. Este jogo pertence ao Mestre e a ojou‐sama.""",「噶普。挑衅可不好啊。……这不是您的游戏。此乃老爷，及小姐的游戏。」,「噶普。挑釁可不好啊。……這不是您的遊戲。此乃老爺，及小姐的遊戲。」,"""Gaap. Non devi provocarli. ... Questo non è il tuo gioco. È quello del Padrone, e anche il gioco di Milady.""","""Gaap. You mustn't provoke them. ......This is not your game. It is the Master's game, and Milady's.""","""Gaap. No debes provocarlos... No es tu juego. Es el juego del amo, y milady.""","""ﻗﺎﺏ. ﻻ ﺗﺴﺘﻔﺰﻳﻬﻤﺎ. ......ﻓﻬﺬﻩ ﻟﻴﺴﺖ ﻟﻌﺒﺘﻚ. ﺇﻧﻬﺎ ﻟﻌﺒﺔ ﺍﻟﺴﻴﺪ، ﻭﻟﻌﺒﺔ ﺳﻴّﺪﺗﻲ.""","""Gaap. You mustn't provoke them. ......This is not your game. It is the Master's game, and Milady's.""","""Gaap. You mustn't provoke them. ......This is not your game. It is the Master's game, and Milady's.""","""Gaap. You mustn't provoke them. ......This is not your game. It is the Master's game, and Milady's."""
Ushiromiya Kinzo,""".........What is it, Ronove?""","""......What is it, Ronove?"" ",""".........What is it, Ronove?""",「………どうした、ロノウェ？」,「………どうした、ロノウェ？」,""".........Что ты сказал, Ронове?""",""".........O que é isto, Ronove?""",「………怎么了，罗诺威？」,「………怎麼了，羅諾威？」,"""... Cosa c'è, Ronove?""",""".........What is it, Ronove?""","""... ¿Qué es eso, Ronove?""",""".........ﻣﺎ ﺍﻷﻣﺮ، ﺭﻭﻧﻮﻑ؟""",""".........What is it, Ronove?""",""".........What is it, Ronove?""",""".........What is it, Ronove?"""
Gaap,"""Oh, no, nothing. ......We were chatting with the prisoners. Forgive us.""","""Oh, no, nothing. ...We were talking to the prisoners. Forgive us."" ","""Oh, no, nothing.  ......We were talking to the prisoners.  Forgive us.""",「いえいえ、何も。……捕虜とおしゃべりをしていました。お許しを。」,「いえいえ、何も。……捕虜とおしゃべりをしていました。お許しを」,"""Ох, нет, ничего. ......Мы просто разговариваем с узниками. Простите нас.""","""Ah, nada demais. ......Nós estávamos conversando com os prisioneiros. Perdoe‐nos.""",「不不，没事没事。……我与俘虏随便聊了聊。请见谅。」,「不不，沒事沒事。……我與俘虜隨便聊了聊。請見諒。」,"""Oh, no, niente. ... Stava parlando coi prigionieri. Ci perdoni.""","""Oh, no, nothing. ......We were chatting with the prisoners. Forgive us.""","""Oh, no, nada... Estábamos hablando con los prisioneros. Perdónenos.""","""ﻻ ﺷﻲﺀ. ......ﻛﻨّﺎ ﻧﺘﺒﺎﺩﻝ ﺍﻟﺤﺪﻳﺚ ﻣﻊ ﺍﻟﺴﺠﻨﺎﺀ. ﺍﻋﺬﺭﻧﺎ.""","""Oh, no, nothing. ......We were chatting with the prisoners. Forgive us.""","""Oh, no, nothing. ......We were chatting with the prisoners. Forgive us.""","""Oh, no, nothing. ......We were chatting with the prisoners. Forgive us."""
,"Gaap sent one final sneering smile at Kanon, then turned away.","Gaap sent one final sneering smile at Kanon, then turned away. ","Gaap sent one final sneering smile at Kanon, then turned away.",ガァプは最後に、挑発的な笑みを嘉音に送ると、背を向けた。,ガァプは最後に、挑発的な笑みを嘉音に送ると、背を向けた。,Гаап последний раз послала Канону насмешливую улыбку и отвернулась.,"Gaap exibiu um último sorriso de deboche para Kanon, virando‐se logo em seguida.",噶普在最后向嘉音送去了挑衅的笑容，转过了身去。,噶普在最後向嘉音送去了挑釁的笑容，轉過了身去。,"Gaap indirizzò un ultimo sorriso provocatorio a Kanon, e poi andò via.","Gaap sent one final sneering smile at Kanon, then turned away.","Gaap envió una última sonrisa burlona a Kanon, luego se dio la vuelta.", ﺗﺒﺴﻤﺖ ﻗﺎﺏ ﺍﺑﺘﺴﺎﻣﺔ ﺃﺧﻴﺮﺓ ﻓﻲ ﻭﺟﻪ ﻛﺎﻧﻮﻥ، ﺛﻢ ﺍﺳﺘﺪﺍﺭﺕ.,"Gaap sent one final sneering smile at Kanon, then turned away.","Gaap sent one final sneering smile at Kanon, then turned away.","Gaap sent one final sneering smile at Kanon, then turned away."
,Kanon could only bite his lower lip and shake his fists......,Kanon could only bite his lower lip and shake his fists... ,Kanon could only bite his lower lip and shake his fists......,嘉音は下唇を噛みながら、両拳を震わせるしかない……。,嘉音は下唇を噛みながら、両拳を震わせるしかない……。,А Канон мог лишь закусить губу и сжать кулаки...,Kanon apenas mordeu seu lábio inferior enquanto apertava seus punhos......,而嘉音只能咬住下唇，双拳颤抖……。,而嘉音只能咬住下唇，雙拳顫抖……。,Kanon poté solo mordersi il labbro e stringere i pugni...,Kanon could only bite his lower lip and shake his fists......,Kanon solo pudo morderse el labio inferior y agitar sus puños..., ﻭﻟﻢ ﻳﻜﻦ ﻣﻦ ﻛﺎﻧﻮﻥ ﺳﻮﻯ ﺃﻥ ﻋﺾ ﺷﻔﺘﻴﻪ ﻭﻫﺰ ﻗﺒﻀﺘﻪ ﻓﻲ ﻏﻴﻆ......,Kanon could only bite his lower lip and shake his fists......,Kanon could only bite his lower lip and shake his fists......,Kanon could only bite his lower lip and shake his fists......
Kanon,"""..................... ......Dammit.........""","""............ ...Dammit......"" ",""".....................  ......Dammit.........""",「…………………。……くそ………。」,「…………………。……くそ………」,"""...........................Вот же...""","""..................... ......Merda.........""",「…………………。……可恶………」,「…………………。……可惡………」,"""... Dannazione...""","""..................... ......Dammit.........""","""... Maldición...""","""..................... ......ﺑﺌﺴًﺎ.........""","""..................... ......Dammit.........""","""..................... ......Dammit.........""","""..................... ......Dammit........."""
Shannon,"""......Well done...... Good job holding it in......""","""...You did well... Good job hanging in there..."" ","""......You did well......  Good job hanging in there......""",「……よくがんばったね……。よく我慢したよ……。」,「……よくがんばったね……。よく我慢したよ……」,"""......Молодец... Ты неплохо держался...""","""......Muito bem...... Bom trabalho se controlando......""",「……难为你了……。忍耐得很好哦……」,「……難為你了……。忍耐得很好哦……」,"""... Hai fatto bene... hai fatto un ottimo lavoro a resistere...""","""......Well done...... Good job holding it in......""","""... Hiciste bien... Buen trabajo aguantando...""","""......ﺃﺣﺴﻨﺖ...... ﺃﺣﺴﻨﺖ ﻛﺒﺢ ﻧﻔﺴﻚ......""","""......Well done...... Good job holding it in......""","""......Well done...... Good job holding it in......""","""......Well done...... Good job holding it in......"""
Kanon,"""We're powerless...... Because we're furniture......""","""We're powerless... Because we're furniture..."" ","""We're powerless......  Because we're furniture......""",「僕たちは、無力だ……。家具だから……。」,「僕たちは、無力だ……。家具だから……」,"""Мы бессильны... Ведь мы всего лишь мебель...""","""Nós somos impotentes...... Porque nós somos mobílias......""",「我们，是无力的……。因为是家具……」,「我們，是無力的……。因為是家具……」,"""Siamo impotenti... perché siamo mobili...""","""We're powerless...... Because we're furniture......""","""Somos impotentes... Porque somos muebles...""","""ﻻ ﺣﻮﻝ ﻟﻨﺎ...... ﻷﻧﻨﺎ ﺃﺛﺎﺙ......""","""We're powerless...... Because we're furniture......""","""We're powerless...... Because we're furniture......""","""We're powerless...... Because we're furniture......"""
Shannon,"""That's right, ......we're powerless. ......But there are times when furniture is needed, and even loved.""","""That's right, ...we're powerless. ...However, furniture is sometimes relied upon...and even loved. ","""That's right, ......we're powerless.  ......However, there are times that furniture is necessary, and even loved.",「そうだね、……私たちは無力。……でも、家具は、必要とされることだって、…そして愛されることだってあるよ。,「そうだね、……私たちは無力。……でも、家具は、必要とされることだって、…そして愛されることだってあるよ」,"""Действительно... мы бессильны. ......Однако бывают случаи, когда мебель нужна и даже любима.""","""Isso mesmo, ......nós somos impotentes. ......Mas há momentos em que mobílias são necessárias, e até mesmo amadas.""",「是呢，……我们是无力的。……不过，家具，也是会被人需要，…被人爱的。」,「是呢，……我們是無力的。……不過，家具，也是會被人需要，…被人愛的。」,"""Esatto... siamo impotenti. ... Tuttavia, ci sono momenti dove il mobilio è necessario, e persino amato.","""That's right, ......we're powerless. ......But there are times when furniture is needed, and even loved.""","""Es cierto... somos impotentes... Sin embargo, hay ocasiones en las que un mueble es necesario, e incluso querido.""","""ﺻﺪﻗﺖ، ......ﻧﺤﻦ ﺑﻼ ﺣﻮﻝ. ......ﻭﻟﻜﻦ ﺗﻮﺟﺪ ﺃﻭﻗﺎﺕ ﺣﻴﻦ ﻳُﺮﻏَﺐ ﺍﻷﺛﺎﺙ ﻭﻳُﺤَﺐ.""","""That's right, ......we're powerless. ......But there are times when furniture is needed, and even loved.""","""That's right, ......we're powerless. ......But there are times when furniture is needed, and even loved.""","""That's right, ......we're powerless. ......But there are times when furniture is needed, and even loved."""
Shannon,"""......We're stored away in the basement right now, that's all. ......I'm sure that one day, somebody will love us. Need us. ......So, for now, let's ignore their provocations and bear with it... ......Okay?""","...Right now, we've only been stored away in the basement. ...Surely, one day, somebody will love us. Because they'll rely on us. ...That's why, for now, let's ignore their provocation and bear with it... ...Okay?"" ","  ......Right now, we've only been stored away in the basement.  ......Surely, one day, somebody will love us.  Because we are necessary.  ......That's why, for now, let's ignore to their provocation and bear with it.........Alright?""",……今の私たちは、暗い地下室にしまわれているだけ。……きっといつか、誰かが愛してくれる。必要としてくれるから。……だから今は挑発に乗らないで、堪えよう…。……ね？」,「……今の私たちは、暗い地下室にしまわれているだけ。……きっといつか、誰かが愛してくれる。必要としてくれるから。……だから今は挑発に乗らないで、堪えよう…。……ね？」,"""......Но сейчас мы всего лишь хранимся в подвале. ......Безусловно, в один прекрасный день нас кто‐нибудь да полюбит. Потому что мы нужны. ......Вот почему нам сейчас нужно игнорировать их провокации.........Хорошо?""","""......Nós apenas estamos guardados no porão agora. ......Eu tenho certeza que um dia, alguém irá nos amar. Vai precisar de nós. ......Por isso, por ora, vamos ignorar as provocações deles e suportar isto... ......Tá?""",「……现在的我们，只是被放在了昏暗的地下室中罢了。……总有一天，会被谁爱。被谁需要的。……所以，此刻不可受挑衅冲动行事，忍住…。……好吗？」,「……現在的我們，只是被放在了昏暗的地下室中罷了。……總有一天，會被誰愛。被誰需要的。……所以，此刻不可受挑釁衝動行事，忍住…。……好嗎？」,"... Ora come ora, noi siamo stati semplicemente messi da parte nel sotterraneo. Sicuramente, un giorno, qualcuno ci amerà. Perché siamo necessari. ... Per questo motivo, per ora, ignoriamo le loro provocazioni e sopportiamo... D'accordo?""","""......We're stored away in the basement right now, that's all. ......I'm sure that one day, somebody will love us. Need us. ......So, for now, let's ignore their provocations and bear with it... ......Okay?""","""... Ahora mismo, tan solo hemos sido guardados en el sótano... Seguramente, un día, alguien nos querrá. Porque somos necesarios... Es por eso que, por ahora, es mejor ignorar sus provocaciones y tener paciencia... ¿Sí?""","""......ﺇﻧﻨﺎ ﺍﻵﻥ ﻣﺨﺰّﻧﻮﻥ ﻓﻲ ﺍﻟﺪِﻳﻤﺎﺱ، ﻻ ﺃﻛﺜﺮ. ......ﻛﻠﻲ ﻳﻘﻴﻦ ﺃﻧﻪ ﻳﻮﻣًﺎ ﻣﺎ، ﺷﺨﺺ ﻣﺎ ﺳﻴﺤﺒﻨﺎ. ﺳﻴﺤﺘﺎﺟﻨﺎ. ......ﻟﺬﺍ ﻟﻨﺘﺤﻤﻞ ﺇﻏﺎﻇﺘﻬﻢ ﻟﻨﺎ ﺣﺎﻟﻴًﺎ... ......ﺃﺗﻔﻘﻨﺎ؟""","""......We're stored away in the basement right now, that's all. ......I'm sure that one day, somebody will love us. Need us. ......So, for now, let's ignore their provocations and bear with it... ......Okay?""","""......We're stored away in the basement right now, that's all. ......I'm sure that one day, somebody will love us. Need us. ......So, for now, let's ignore their provocations and bear with it... ......Okay?""","""......We're stored away in the basement right now, that's all. ......I'm sure that one day, somebody will love us. Need us. ......So, for now, let's ignore their provocations and bear with it... ......Okay?"""
Ushiromiya Krauss,"""......Father. I've ordered them to lock up Gohda and Kumasawa in the storehouse.""","""...Father, I've ordered them to lock up Gohda and Kumasawa in the storehouse."" ","""......Father.  I've ordered them to lock up Gohda and Kumasawa.""",「……お父さん。郷田たちを倉庫に閉じ込めるよう、指示をしました。」,「……お父さん。郷田たちを倉庫に閉じ込めるよう、指示をしました」,"""......Отец. Я сказал им запереть Году и Кумасаву.""","""......Pai. Eu os instrui para que trancassem Gohda e Kumasawa no depósito.""",「……爸爸。我已叫他们把乡田熊泽关到仓库之中了。」,「……爸爸。我已叫他們把鄉田熊澤關到倉庫之中了。」,"""... Padre. Ho ordinato loro di rinchiudere Gohda e Kumasawa.""","""......Father. I've ordered them to lock up Gohda and Kumasawa in the storehouse.""","""... Padre. Les he ordenado encerrar a Gohda y Kumasawa.""","""......ﺃﺑﻲ. ﺃﻣﺮﺗُﻬﻢ ﺃﻥ ﻳﺤﺒﺴﻮﺍ ﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ ﻓﻲ ﺍﻟﻤﺴﺘﻮﺩﻉ.""","""......Father. I've ordered them to lock up Gohda and Kumasawa in the storehouse.""","""......Father. I've ordered them to lock up Gohda and Kumasawa in the storehouse.""","""......Father. I've ordered them to lock up Gohda and Kumasawa in the storehouse."""
Ushiromiya Kinzo,"""Good. You may hang up now. ......Chiester Sisters. Observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ......then in that moment, the selection test for my successor will be over.""","""Very well. Hang up now. ...Chiester Sisters, observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ...then in that moment, the selection test for my successor will be over."" ","""Very well.  Hang up now.......Siesta Sisters.  Observe the grandchildren as they lock Gohda and Kumasawa away.  If they do anything suspicious, ......then in that moment, the selection test for the next head will be over.""",「良かろう。電話を切って良い。……シエスタ姉妹。孫たちが郷田と熊沢を閉じ込めるのを監視せよ。もしも不審な動きがあるようならば、……その時点で次期当主を選ぶテストは終了だ。」,「良かろう。電話を切って良い。……シエスタ姉妹。孫たちが郷田と熊沢を閉じ込めるのを監視せよ。もしも不審な動きがあるようならば、……その時点で次期当主を選ぶテストは終了だ」,"""Отлично. Повесь трубку. ......Чиесты. Проследите за тем, как они запрут Году и Кумасаву. Если они сделают что‐нибудь подозрительное, то испытание на место следующего главы будет тут же прервано.""","""Ótimo. Você deve desligar agora. ......Irmãs Chiester. Observem meus netos enquanto eles trancam Gohda e Kumasawa. Se eles fizerem qualquer coisa suspeita, ......no mesmo momento, o teste de seleção para o meu sucessor acabará.""",「很好。可以挂电话了。……谢丝塔姐妹。去对吾之孙儿关押乡田与熊泽的过程进行监视。如有可疑之举，……挑选下任当主的考试就立即告终。」,「很好。可以掛電話了。……謝絲塔姐妹。去對吾之孫兒關押鄉田與熊澤的過程進行監視。如有可疑之舉，……挑選下任當主的考試就立即告終。」,"""Molto bene. Ora riaggancia. ... Sorelle Chiester. Sorvegliate i nipoti mentre chiudono Gohda e Kumasawa. Se dovessero fare qualcosa di sospetto... allora in quel momento, la prova per selezionare il prossimo capofamiglia avrà termine.""","""Good. You may hang up now. ......Chiester Sisters. Observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ......then in that moment, the selection test for my successor will be over.""","""Muy bien. Cuelga ahora... Hermanas Siesta. Observen a los nietos mientras encierran bajo llave a Gohda y Kumasawa. Si hacen cualquier cosa sospechosa... entonces, la prueba de selección para el próximo líder terminará justo en ese momento.""","""ﺣﺴﻦٌ. ﻳﻤﻜﻨﻚ ﺃﻥ ﺗُﻐﻠﻖ ﺍﻟﺨﻂّ ﺍﻵﻥ. ......ﻳﺎ ﺃﺧﻮﺍﺕ ﺍﻟﺸﻴﺎﺳﺘﺮ، ﺭﺍﻗﺒﻦ ﺍﻷﺣﻔﺎﺩ ﻭﻫﻢ ﻳﺤﺒﺴﻮﻥ ﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ. ﻭﺇﺫﺍ ﻓﻌﻠﻮﺍ ﻣﺎ ﺃﺭﺍﺑﻜﻦ، ﻓﺴﻴﻨﺘﻬﻲ ﺣﻴﻨﻬﺎ ﺍﻻﺧﺘﺒﺎﺭ.""","""Good. You may hang up now. ......Chiester Sisters. Observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ......then in that moment, the selection test for my successor will be over.""","""Good. You may hang up now. ......Chiester Sisters. Observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ......then in that moment, the selection test for my successor will be over.""","""Good. You may hang up now. ......Chiester Sisters. Observe the grandchildren as they lock Gohda and Kumasawa away. If they do anything suspicious, ......then in that moment, the selection test for my successor will be over."""
,"When Kinzo made his order, the Chiester Sisters appeared behind him in a line.","When Kinzo made his order, the Chiester Sisters appeared behind him in a line. ","When Kinzo made his order, the Siesta Sisters appeared behind him in a line.",金蔵が命じると、シエスタ姉妹が背後に整列して現れる。,金蔵が命じると、シエスタ姉妹が背後に整列して現れる。,"Как только Кинзо приказал, Чиесты появились аккурат за ним, выстроившись в линию.","Quando Kinzo deu sua ordem, as Irmãs Chiester apareceram alinhadas atrás dele.",金藏刚一下令，谢丝塔姐妹就于他身后整齐地出现。,金藏剛一下令，謝絲塔姐妹就於他身後整齊地出現。,"Quando Kinzo diede quell'ordine, le Sorelle Chiester apparvero dietro di lui in fila.","When Kinzo made his order, the Chiester Sisters appeared behind him in a line.","Cuando Kinzo dio la orden, las Hermanas Siesta aparecieron en línea tras él.", ﻣﺎ ﺇﻥ ﻧﻄﻖ ﻛﻴﻨﺰﻭ ﺑﺄﻣﺮﻩ، ﺣﺘﻰ ﻇﻬﺮﺕ ﺃﺧﻮﺍﺕ ﺍﻟﺸﻴﺎﺳﺘﺮ ﻣﺼﻄﻔّﺎﺕٍ ﺧﻠﻔﻪ.,"When Kinzo made his order, the Chiester Sisters appeared behind him in a line.","When Kinzo made his order, the Chiester Sisters appeared behind him in a line.","When Kinzo made his order, the Chiester Sisters appeared behind him in a line."
Chiester00,"""Understood, sir. ......I will scout. {ruby:Five‐five‐six:556} and 410, cover both flanks. 45, wide‐area surveillance.""","""Understood, sir. ...I will scout. {ruby:Five‐five‐six:556} and 410 will cover both flanks. 45, you're on wide-area surveillance."" ","""Understood, sir.  ......I will scout.  556 and 410 will cover both flanks.  45 has wide-area surveillance.""",「了解であります。……斥候は私がやる。５５６と４１０は両翼支援。４５は全周警戒。」,「了解であります。……斥候は私がやる。５５６と４１０は両翼支援。４５は全周警戒」,"""Приказ понят, сир. ......Я прослежу. {ruby:пять пять шесть:556} и 410 охватят обе стороны. У 45 широкий обзор.""","""Entendido ......Eu irei segui‐los. {ruby:Gogoroku:556} e 410, cobriremos ambos os flancos. 45, vigie a área toda.""",「了解。……我来担任斥候。556 与 410 负责两翼支援。45 负责全方位警戒。」,「了解。……我來擔任斥候。556 與 410 負責兩翼支援。45 負責全方位警戒。」,"""Ricevuto, signore. ... Sorveglierò io. 556 e 410 copriranno entrambi i fianchi. {n}45 si occuperà della sorveglianza generale dell'area.""","""Understood, sir. ......I will scout. {ruby:Five‐five‐six:556} and 410, cover both flanks. 45, wide‐area surveillance.""","""Comprendido, señor. Vigilaré. {ruby:Cinco‐cinco‐seis:556} y 410 cubrirán los dos flancos. 45 tendrá vigilada el área.""","""ﻣﻔﻬﻮﻡ، ﺳﻴﺪﻱ. ......ﺳﺄﺗﻘﺪّﻡ ﻟﻼﺳﺘﻄﻼﻉ. {ruby:ﺧﻤﺴﺔ ﺧﻤﺴﺔ ﺳﺘﺔ:655} ﻭ014، ﺍﺣﺮﺳﺎ ﺍﻟﺠﺎﻧﺒﻴﻦ. 54، ﻣﺮﺍﻗﺒﺔ ﻭﺍﺳﻌﺔ ﺍﻟﻨﻄﺎﻕ.""","""Understood, sir. ......I will scout. {ruby:Five‐five‐six:556} and 410, cover both flanks. 45, wide‐area surveillance.""","""Understood, sir. ......I will scout. {ruby:Five‐five‐six:556} and 410, cover both flanks. 45, wide‐area surveillance.""","""Understood, sir. ......I will scout. {ruby:Five‐five‐six:556} and 410, cover both flanks. 45, wide‐area surveillance."""
Chiester45,"""00... 556 is......""","""00, 556 is..."" ","""00...  556 is......""",「００…。５５６は……。」,「００…。５５６は……」,"""00... 556, она......""","""00... A 556 já......""",「00…。556 她……」,「00…。556 她……」,"""00... 556 è...""","""00... 556 is......""","""00... 556 está...""","""00... 655 ﻗﺪ......""","""00... 556 is......""","""00... 556 is......""","""00... 556 is......"""
Chiester00,"""Ah, ............that's right. Sorry.""","""Ah, ......that's right. Sorry."" ","""Ah, ............that's right.  Sorry.""",「ん、…………そうだった。すまない。」,「ん、…………そうだった。すまない」,"""Ах... да. Прошу прощения.""","""Ah, ............tem razão. Eu peço desculpas.""",「嗯，…………是呢。抱歉。」,「嗯，…………是呢。抱歉。」,"""Ah... è vero. Scusate.""","""Ah, ............that's right. Sorry.""","""Ah... correcto. Perdón.""","""ﺁﻩ، ............ﺻﺤﻴﺢ. ﺁﺳﻔﺔ.""","""Ah, ............that's right. Sorry.""","""Ah, ............that's right. Sorry.""","""Ah, ............that's right. Sorry."""
Chiester45,"""She was a good kid......""","""She was a good kid..."" ","""She was a good kid.......""",「いい子でした……。」,「いい子でした……」,"""Она была хорошей девочкой.......""","""Ela era uma boa garota......""",「她是个好人……」,「她是個好人……」,"""Era una brava ragazza...""","""She was a good kid......""","""Era una buena chica...""","""ﻛﺎﻧﺖ ﻓﺘﺎﺓً ﻃﻴّﺒﺔ......""","""She was a good kid......""","""She was a good kid......""","""She was a good kid......"""
Chiester410,"""......That's why I don't like them nyeh. ...Good people.""","""...That's why I don't like them nyeh. ...Good people."" ","""......That's why I don't like them, nyeh.  ...Good people.""",「……だから私は嫌いにぇ。…いいヤツは。」,「……だから私は嫌いにぇ。…いいヤツは」,"""......Вот почему я их не люблю, ньех. ...Хороших людей.""","""......É por isso que eu não gosto delas, nyeh. ...Boas pessoas.""",「……所以，我讨厌，…好家伙。」,「……所以，我討厭，…好傢伙。」,"""... È per questo che non mi piacciono, nyeh. ... Le persone buone.""","""......That's why I don't like them nyeh. ...Good people.""","""... Por eso no me gustan, nyeh... Las buenas personas.""","""......ﻟﻬﺬﺍ ﻻ ﺃﺣﺒّﻬﻦّ ﻧﻴﻪ....ﻳﺎ ﻟﻬﻢ ﻣﻦ ﻗﻮﻡٍ ﻃﻴّﺒﻴﻦ.""","""......That's why I don't like them nyeh. ...Good people.""","""......That's why I don't like them nyeh. ...Good people.""","""......That's why I don't like them nyeh. ...Good people."""
Ushiromiya Kinzo,"""What are you doing, Chiester Sisters?! Carry out my orders!""","""What are you doing, Chiester Sisters?! Follow my orders!"" ","""What are you doing, Siesta Sisters?!  Follow my orders!""",「何をしているか、シエスタ姉妹！　我が命令を遂行せよ！」,「何をしているか、シエスタ姉妹！　我が命令を遂行せよ！」,"""Что вы делаете, сёстры Чиесты?! Следуйте моему приказу!""","""O que estão fazendo, Irmãs Chiester?! Executem minhas ordens!""",「在干嘛呢，谢丝塔姐妹！快执行我的命令！」,「在幹嘛呢，謝絲塔姐妹！快執行我的命令！」,"""Che cosa state facendo, Sorelle Chiester?! Seguite i miei ordini!""","""What are you doing, Chiester Sisters?! Carry out my orders!""","""¡¿Qué están haciendo, Hermanas Siesta?! ¡Sigan mis órdenes!""","""ﻣﺎ ﺍﻟﺬﻱ ﺗﻔﻌﻠﻨﻪ، ﻳﺎ ﺃﺧﻮﺍﺕ ﺍﻟﺸﻴﺎﺳﺘﺮ؟!  ﺃﻧﻔﺬﻥ ﺃﻭﺍﻣﺮﻱ!""","""What are you doing, Chiester Sisters?! Carry out my orders!""","""What are you doing, Chiester Sisters?! Carry out my orders!""","""What are you doing, Chiester Sisters?! Carry out my orders!"""
