Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"He had returned his master key to Rosa, so the places he could reach were extremely limited. ","Because he had given the master key back to Rosa, the places he could go to were extremely limited."," Because he had given the master key back to Rosa, the places he could go to were extremely limited.",楼座にマスターキーを返した為、彼が見回れる場所はかなり限定されていた。,楼座にマスターキーを返した為、彼が見回れる場所はかなり限定されていた。,"Так как он вернул универсальный ключ Розе, число мест, куда он мог пойти, было чрезвычайно ограничено.","Como ele havia dado a chave mestra para Rosa, os lugares aonde ele podia ir eram limitados.","Because he had given the master key back to Rosa, the places he could go to were extremely limited.",因為總鑰匙已經還給了樓座，所以他能巡視的場所頗受限制。,因为总钥匙已经还给了楼座，所以他能巡视的场所颇受限制。,"Because he had given the master key back to Rosa, the places he could go to were extremely limited.","Avendo restituito il passepartout a Rosa, i posti a cui aveva accesso erano molto pochi.","Avendo restituito il passepartout a Rosa, i luoghi che poteva sorvegliare erano considerevolmente limitati.",Master anahtarı Rosa'ya geri verdiği için gidebileceği yerler son derece sınırlıydı.
,"All he could do was walk around the hallways, checking to make sure all the windows were closed. That probably made his rounds go a lot faster than usual. ","All he could do was walk around the hallways, checking to make sure that the windows were closed.{n}So he was able to go around that route far more quickly than usual."," All he could do was walk around the hallways, checking to make sure that the windows were closed. So he was probably able to go around that route far more quickly than usual.",せいぜい廊下を回り、窓の戸締りを確認するくらいだ。だから、普段よりもだいぶ早く順路を回れるのだった。,せいぜい廊下を回り、窓の戸締りを確認するくらいだ。{n}だから、普段よりもだいぶ早く順路を回れるのだった。,"Все, что он мог делать — это ходить по коридорам, проверяя, закрыты ли окна.{n}Таким образом, он мог пройти свой маршрут гораздо быстрее, чем обычно.","Tudo o que ele podia fazer era andar pelos corredores, conferindo para ter certeza de que as janelas estavam fechadas.{n}Ele então foi capaz de seguir sua rota de forma mais rápida que a de costume.","All he could do was walk around the hallways, checking to make sure that the windows were closed.{n}So he was able to go around that route far more quickly than usual.",充其量就是轉一圈走廊，檢查下窗戶有沒有鎖好。{n}所以，他比平常快得多地走完了巡視路線。,充其量就是转一圈走廊，检查下窗户有没有锁好。{n}所以，他比平常快得多地走完了巡视路线。,"All he could do was walk around the hallways, checking to make sure that the windows were closed.{n}So he was able to go around that route far more quickly than usual.","Tutto ciò che poteva fare era camminare per i corridoi, per controllare che le finestre fossero chiuse. Perciò era possibile che avesse potuto fare quel percorso molto più velocemente del solito.","Il massimo che poteva fare era girare per i corridoi, e controllare che porte e finestre fossero chiuse. Perciò avrebbe potuto completare il suo solito percorso molto più velocemente del normale.","Tek yapabildiği koridorlarda dolaşmak, pencerelerin kapalı olup olmadığını kontrol etmekti.{n}Bu yüzden normalden çok daha hızlı bir şekilde bu rotayı dolaşabildi."
Ronoue Genji,"""............ ...Hmm."" ","""....................................... ......mgh.""","""..............................Hmm.""",「…………………………………。……む。」,「…………………………………。……む」,"""........................ ......Хм‐м.""","""....................................... ......mgh.""","""....................................... ......mgh.""",「…………………………………。……嗯。」,「…………………………………。……嗯。」,"""....................................... ......mgh.""","""... Hmm.""","""...Mmh.""","""....................................... ......mgh."""
,"At the sound of a reserved knock, Aunt Rosa, who had been falling into a doze, jumped and woke up, pointing the barrel of the gun at the door as she yelled. ","After the sound of a moderate knock, Auntie Rosa, who had been falling into a doze shortly before, jumped and woke up, pointing the barrel of the gun at the door as she yelled.","After the sound of a moderate knock, Rosa oba-san, who had been falling into a doze shortly before, jumped and woke up, pointing the barrel of the gun at the door as she yelled.",コンコンと控えめなノックがあると、それまでウトウトしていた楼座叔母さんは、はっとして目を覚まし、銃口を扉に向けて叫んだ。,コンコンと控えめなノックがあると、それまでウトウトしていた楼座叔母さんは、はっとして目を覚まし、銃口を扉に向けて叫んだ。,"Услышав негромкий стук, тётя Роза, задремавшая незадолго до этого, проснулась, вскочила, навела ружьё на дверь и закричала.","Após o som de uma moderada batida na porta, a tia Rosa, que havia caído em uma soneca momentos atrás, deu um pulo e acordou, apontando o cano da arma para porta enquanto gritava.","After the sound of a moderate knock, Auntie Rosa, who had been falling into a doze shortly before, jumped and woke up, pointing the barrel of the gun at the door as she yelled.",剛一傳來“咚咚”的恭敬敲門聲，之前一直迷迷糊糊的樓座姑母，就猛地睜開眼睛，把槍口對向門叫道。,刚一传来“咚咚”的恭敬敲门声，之前一直迷迷糊糊的楼座姑母，就猛地睁开眼睛，把枪口对向门叫道。,"After the sound of a moderate knock, Auntie Rosa, who had been falling into a doze shortly before, jumped and woke up, pointing the barrel of the gun at the door as she yelled.","In seguito al suono di una lieve battuta alla porta, Rosa oba-san, che era stata sul punto di addormentarsi, puntò la canna del fucile verso la porta gridando.","In seguito ad un lieve bussare sulla porta, zia Rosa, appisolatasi fino ad allora, si svegliò di colpo e puntò la canna del fucile verso la porta, urlando:","Hafif bir kapı çalma sesinin ardından, kısa bir süre önce uykuya dalmış olan Rosa Teyze sıçrayarak uyandı ve silahının namlusunu kapıya doğrultarak bağırdı."
Ushiromiya Rosa,"""Who is it?!"" ","""Who is it?!""","""Who is it?!""",「誰なのッ？！」,「誰なのッ？！」,"""Кто это?""","""Quem está aí?!""","""Who is it?!""",「是誰？！」,「是谁？！」,"""Who is it?!""","""Chi è?!""","""Chi è?!""","""Kim o?!"""
,I was napping on a sofa...and that voice also brought me back to reality. ,"I was napping on a sofa, and that voice also brought me back to reality.","I was napping in a sofa, and that voice also brought me back to reality.",その声に、ソファーでまどろんでいた俺も現実に引き戻された。,その声に、ソファーでまどろんでいた俺も現実に引き戻された。,"Я дремал на диване, и голос вернул меня к реальности.","Eu estava dormindo no sofá, e aquela voz me trouxe de volta à realidade.","I was napping on a sofa, and that voice also brought me back to reality.",這一聲，把正在沙發上打盹兒的我也拉回了現實。,这一声，把正在沙发上打盹儿的我也拉回了现实。,"I was napping on a sofa, and that voice also brought me back to reality.","Stavo sonnecchiando su un divano, e a mia volta fui riportato alla realtà da quella voce.","La sua voce mi risvegliò dal mio sonnellino sul divano, riportandomi alla realtà.","Kanepede kestiriyordum, ve o ses beni de kendime getirdi."
Ronoue Genji,"""...Rosa-sama, it is I, Genji."" ","""......Rosa‐sama. It is Genji.""","""......Rosa-sama. It is Genji.""",「……楼座さま。源次でございます。」,「……楼座さま。源次でございます」,"""......Роза‐сама. Это Генджи.""","""......Rosa‐sama. É o Genji.""","""......Rosa‐sama. It is Genji.""",「……樓座夫人。我是源次。」,「……楼座夫人。我是源次。」,"""......Rosa‐sama. It is Genji.""","""... Rosa-sama. Sono Genji.""","""...Signora Rosa. Sono io, Genji.""","""......Rosa-sama. Ben Genji."""
Ushiromiya Rosa,"""Do you have some business? Don't worry about opening the door. Tell us from there."" ","""Do you have some business? We'll be fine without opening the door. Tell us from there.""","""Do you have some business? We'll be fine without opening the door. Tell us from there.""",「何か用なの？　扉は開けなくて結構よ。そのままで話して。」,「何か用なの？　扉は開けなくて結構よ。そのままで話して」,"""У тебя какое‐то дело? Мы оставим дверь закрытой. Говори оттуда.""","""Você tem algo a tratar? Vamos ficar bem sem abrirmos a porta. Conte‐nos daí mesmo.""","""Do you have some business? We'll be fine without opening the door. Tell us from there.""",「有什麼事？門就不開了。就這麼說。」,「有什么事？门就不开了。就这么说。」,"""Do you have some business? We'll be fine without opening the door. Tell us from there.""","""Per quale motivo sei venuto qui? Non ci sarà bisogno di aprire la porta. {n}Diccelo da lì.""","""Che vuoi? Non c'è bisogno di aprire la porta. Parla da dove sei.""","""Bir şey mi var? Kapıyı açmadan da halledebiliriz. Bize oradan söyle."""
Ronoue Genji,"""......Yes Ma'am. In that case, forgive me for speaking in this fashion. ...I have found Doctor Nanjo and Kumasawa's corpses."" ",""".........Yes. Well then, forgive me for speaking in this fashion. ...I have found the bodies of Doctor Nanjo and Kumasawa.""",""".........Yes. Well then, forgive me for speaking in this fashion. ...I have found Doctor Nanjo and Kumasawa's corpses.""",「………はい。それではこのままで失礼させていただきます。…南條先生と熊沢の遺体を見つけました。」,「………はい。それではこのままで失礼させていただきます。…南條先生と熊沢の遺体を見つけました」,""".........Да. В таком случае простите, что вынужден разговаривать с вами подобным образом. ...Я обнаружил трупы доктора Нанджо и Кумасавы.""",""".........Sim. Pois bem, perdoe‐me por falar desta forma. ...Eu encontrei os corpos do doutor Nanjo e da Kumasawa.""",""".........Yes. Well then, forgive me for speaking in this fashion. ...I have found the bodies of Doctor Nanjo and Kumasawa.""",「………是。那麼就請恕我如此失禮地匯報了。…找到南條大夫與熊澤的遺體了。」,「………是。那么就请恕我如此失礼地汇报了。…找到南条大夫与熊泽的遗体了。」,""".........Yes. Well then, forgive me for speaking in this fashion. ...I have found the bodies of Doctor Nanjo and Kumasawa.""","""... D'accordo. Allora, mi perdoni se mi esprimo così. ... Ho ritrovato i corpi del dottor Nanjo e Kumasawa.""","""...Sissignora. In tal caso, mi perdoni per i termini che userò... Ho ritrovato i cadaveri del dottor Nanjo e di Kumasawa.""",""".........Evet. O hâlde, bu üslupla konuştuğum için beni bağışlayın. ...Doktor Nanjo ve Kumasawa'nın cesetlerini buldum."""
Ushiromiya Battler,"""Wh-What did you say...?!!"" ","""Wh‐...what did you say...?!!""","""Wh, ...what did you say...?!!""",「な、…何だって…！！」,「な、…何だって…！！」,"""Чт‐что ты сказал?!!""","""O‐O que você disse...?!""","""Wh‐...what did you say...?!!""",「什、…什麼…！！」,「什、…什么…！！」,"""Wh‐...what did you say...?!!""","""C... Cos'hai detto...?!!""","""C-Cos'hai detto...?!!""","""N-...Ne dedin sen...?!!"""
Ushiromiya Rosa,"""......I see. Very well, let's go and check them. ...Until I see the corpses, I won't believe anyone."" ","""............I see. Alright, let's go and check them. ...Until I see the corpses, I won't believe anybody.""","""............I see. Understood, let's go and check them. ...Until I see the corpses, I won't believe anybody.""",「…………そう。わかったわ、確認に行きましょう。…死体を見ない限り、私は誰も信じない。」,「…………そう。わかったわ、確認に行きましょう。…死体を見ない限り、私は誰も信じない」,"""............Ясно. Понятно, пойдём и проверим это. ...Пока я не увижу трупы, я никому не поверю.""","""............Entendo. Certo, vamos lá checar. ...Até ver os corpos, eu não vou acreditar em ninguém.""","""............I see. Alright, let's go and check them. ...Until I see the corpses, I won't believe anybody.""",「…………是嘛。知道了，去查看一下。…沒看到屍體前，我不會相信任何人。」,「…………是嘛。知道了，去查看一下。…没看到尸体前，我不会相信任何人。」,"""............I see. Alright, let's go and check them. ...Until I see the corpses, I won't believe anybody.""","""... Oh. Capisco, andiamo a controllare allora. ... Fino a che non vedrò i corpi, non crederò a nessuno.""","""Capisco. D'accordo, andiamo a controllare... Finché non vedrò i corpi, io non crederò a nessuno.""","""............Anladım. Pekâlâ, gidip kontrol edelim. ...Cesetleri görene kadar kimseye inanmayacağım."""
Ushiromiya Battler,"""........."" ",""".....................""","""...............""",「…………………。」,「…………………」,"""...............""",""".....................""",""".....................""",「…………………」,「…………………」,""".....................""","""...""","""...""","""....................."""
Ushiromiya Maria,"""...Uu-. It's okay, Battler. If you stay with me, it'll definitely be okay."" ","""......Uu. It's alright, Battler. If you're with me, it'll definitely be alright.""","""......Uu-. It's alright, Battler. If Maria's there, it'll definitely be alright.""",「……うー。大丈夫だよ戦人。真里亞と居れば、絶対に大丈夫。」,「……うー。大丈夫だよ戦人。真里亞と居れば、絶対に大丈夫」,"""......У‐у. Всё в порядке Баттлер. Если Мария тут, то всё точно будет в порядке.""","""......Uu. Está tudo bem, Battler. Se estiver com a Maria, tudo vai ficar bem.""","""......Uu. It's alright, Battler. If you're with me, it'll definitely be alright.""",「……嗚——。沒事的，戰人。和真里亞在一起，就絕對沒事哦。」,「……呜——。没事的，战人。和真里亚在一起，就绝对没事哦。」,"""......Uu. It's alright, Battler. If you're with me, it'll definitely be alright.""","""... Uu-. Va tutto bene, Battler. Se c'è Maria, andrà sicuramente tutto bene.""","""...Uuh. Andrà tutto bene, Battler. Se c'è Maria, sicuramente andrà tutto bene.""","""......Uu. Sorun yok, Battler. Maria'yla birlikte olursan, kesinlikle iyi olacaksın."""
