Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Rosa,"""...I have to make use of that... ...and turn the discussion in the direction I want."" ","""......I have to make use of that......and turn the discussion in the direction I want.""","""......I have to make use of that......and turn the discussion in the direction I want.""",「……それをうまく生かして、……私の望むように、会議を誘導しなくちゃ。」,「……それをうまく生かして、……私の望むように、会議を誘導しなくちゃ」,"""......Нужно воспользоваться этим...... и повернуть обсуждение в нужном мне направлении.""","""......Eu preciso fazer uso disso......e mudar os rumos da discussão na direção que eu quero.""","""......I have to make use of that......and turn the discussion in the direction I want.""",「……我得好好利用這一點，……為能如我意地誘導會議。」,「……我得好好利用这一点，……为能如我意地诱导会议。」,"""......I have to make use of that......and turn the discussion in the direction I want.""","""... Devo approfittarne... e far voltare la discussione dove voglio io.""","""......I have to make use of that......and turn the discussion in the direction I want.""","""......I have to make use of that......and turn the discussion in the direction I want."""
,I have to find almost a hundred million yen by March. ,I have to find almost a hundred million yen by March.,I have to find almost a hundred million yen by March.,１億近くのカネを、何とか３月までに用意しなくてはならない。,１億近くのカネを、何とか３月までに用意しなくてはならない。,К марту мне нужно раздобыть около ста миллионов иен.,Eu preciso conseguir quase cem milhões de iene até março.,I have to find almost a hundred million yen by March.,必須在 3 月內，設法籌到將近 1 億的巨款。,必须在 3 月内，设法筹到将近 1 亿的巨款。,I have to find almost a hundred million yen by March.,Devo trovare quasi un milione di yen entro marzo.,I have to find almost a hundred million yen by March.,I have to find almost a hundred million yen by March.
,"That was supposed to be my great commitment, a burden I bore to help support ""that man's"" business. ","That was supposed to be my great commitment, a burden I bore to help support......{i:his} business."," That was supposed to be my great commitment, a burden I bore to help support 'that man's' business.",それが、“あの人”の仕事を応援するために背負った、私の精一杯の気持ちのはずだった。,それが、“あの人”の仕事を応援するために背負った、私の精一杯の気持ちのはずだった。,"Таково моё главное обязательство, которое я на себя взвалила, чтобы поддержать {i:его} бизнес.","Esse supostamente é o meu maior comprometimento, um fardo que eu aceitei carregar para apoiar......os negócios {i:dele}.","That was supposed to be my great commitment, a burden I bore to help support......{i:his} business.",這本應是，為支援“那人”的工作所背下的，我所全力付出的心意。,这本应是，为支援“那人”的工作所背下的，我所全力付出的心意。,"That was supposed to be my great commitment, a burden I bore to help support......{i:his} business.","Quello doveva essere il mio grande impegno, un fardello di cui mi sono fatta carico per supportare gli affari di ‘quell'uomo’.","That was supposed to be my great commitment, a burden I bore to help support......{i:his} business.","That was supposed to be my great commitment, a burden I bore to help support......{i:his} business."
Ushiromiya Rosa,"Now, ...I'm not sure anymore. ","Now, ......I'm not sure anymore."," Now, ......I'm not sure anymore.",今は、……もう、よく、わからない。,今は、……もう、よく、わからない。,Теперь...... я уже не уверена.,"Agora, ......eu não tenho mais certeza.","Now, ......I'm not sure anymore.",現在，……已經，完全，搞不懂了。,现在，……已经，完全，搞不懂了。,"Now, ......I'm not sure anymore.",Ora... non ne sono più sicura.,"Now, ......I'm not sure anymore.","Now, ......I'm not sure anymore."
Ushiromiya Rosa,"If I can pay off my debt, ...will he call me again? ","If I can pay off the debt, ......will he call me again?"," If I can pay off my debt, ......will he call me again?",借金を無事に返済できたら、……彼は連絡をくれるのだろうか。,借金を無事に返済できたら、……彼は連絡をくれるのだろうか。,Если смогу расплатиться по долгу...... он позвонит мне?,"Se eu conseguir pagar a dívida, ......ele vai vir atrás de mim de novo?","If I can pay off the debt, ......will he call me again?",要是能順利把欠款還了，……他會來聯繫我嗎？,要是能顺利把欠款还了，……他会来联系我吗？,"If I can pay off the debt, ......will he call me again?",Se pagherò il mio debito... mi chiamerà ancora?,"If I can pay off the debt, ......will he call me again?","If I can pay off the debt, ......will he call me again?"
Ushiromiya Rosa,"...Don't make me laugh. {n}Even if you do contact me after all this time, ...I'll be the one to refuse. ","......Well, you can forget it.{n}Even if you do contact me after all this time, ......I'll be the one turning {i:you} down.","......Don't kid me.{n} Even if you do contact me after all this time, ......I'll be the one to refuse.",……冗談じゃない。{n}今さら連絡なんかくれても、……こっちから願い下げよ。,……冗談じゃない。{n}今さら連絡なんかくれても、……こっちから願い下げよ。,......Глупости.{n}Даже если ты позвонишь после всего случившегося...... на этот раз это я {i:тебя} отвергну.,"......Bem, pode esquecer.{n}Mesmo que entre em contato comigo depois de todo esse tempo, ......serei eu quem vai rejeitar {i:você}.","......Well, you can forget it.{n}Even if you do contact me after all this time, ......I'll be the one turning {i:you} down.",……開什麼玩笑？{n}事到如今才來聯繫我，……我才想請你吃閉門羹呢。,……开什么玩笑？{n}事到如今才来联系我，……我才想请你吃闭门羹呢。,"......Well, you can forget it.{n}Even if you do contact me after all this time, ......I'll be the one turning {i:you} down.",... Non scherziamo. {n}Anche tu mi contattassi dopotutto questo tempo... sarei io quella a rifiutare.,"......Well, you can forget it.{n}Even if you do contact me after all this time, ......I'll be the one turning {i:you} down.","......Well, you can forget it.{n}Even if you do contact me after all this time, ......I'll be the one turning {i:you} down."
Ushiromiya Rosa,"...But still, ...you're Maria's father... ","......But still, .........you are Maria's father, you know......?","......But still, ......you are Maria's father, aren't you......? ",　……でも、………あなたは真里亞の父親なのよ……？,……でも、………あなたは真里亞の父親なのよ……？,"......Но всё равно...... ты отец Марии, так?..","......Mas, .........você é o pai da Maria, sabia......?","......But still, .........you are Maria's father, you know......?",……但是，………你可是真里亞的父親哦……？,……但是，………你可是真里亚的父亲哦……？,"......But still, .........you are Maria's father, you know......?","... Tuttavia... tu sei il Padre di Maria, no...?","......But still, .........you are Maria's father, you know......?","......But still, .........you are Maria's father, you know......?"
Ushiromiya Rosa,"Please come and see her, ...if only just once... ","Please come and see her, ......if only just once......","Please come and see her, ......if only just once......",せめて一度でいいから、……会ってあげて……。,せめて一度でいいから、……会ってあげて……。,"Прошу, приди увидеться с ней...... хотя бы раз......","Por favor, venham ao menos para vê‐la, ......mesmo que só de vez em quando......","Please come and see her, ......if only just once......",一面就行了，……去至少見見她吧……。,一面就行了，……去至少见见她吧……。,"Please come and see her, ......if only just once......","Per favore, vieni a vederla... anche solo una volta...","Please come and see her, ......if only just once......","Please come and see her, ......if only just once......"
Kanon,"""...Love is quite a difficult thing... ...to stick to, isn't it?"" ","""......Love is quite a difficult thing.........to stick to, isn't it?""","""......Love is quite a difficult thing.........to stick to, isn't it?""",「……愛というのは、………貫くのも、辛いのですね。」,「……愛というのは、………貫くのも、辛いのですね」,""".......Любви......... тяжело придерживаться, да?""","""......O amor é algo muito complicado.........de fazer prevalecer, não é mesmo?""","""......Love is quite a difficult thing.........to stick to, isn't it?""",「……愛這種東西，………要貫徹下去，也是件很難熬的事呢。」,「……爱这种东西，………要贯彻下去，也是件很难熬的事呢。」,"""......Love is quite a difficult thing.........to stick to, isn't it?""","""... L'amore è una cosa piuttosto difficile... a cui conformarsi, non è vero?""","""......Love is quite a difficult thing.........to stick to, isn't it?""","""......Love is quite a difficult thing.........to stick to, isn't it?"""
Ushiromiya Rosa,"""Huh?! ...Wh-Who...?"" ","""Huh?! Wh‐.........who.........?""","""Huh?! Wh, ......who......?""",「え？！　だ、………誰………？」,「え？！　だ、………誰………？」,"""Э?! К... ......кто?..""","""Hã?! Qu‐.........Quem é.........?""","""Huh?! Wh‐.........who.........?""",「哎？！是………是誰………？」,「哎？！是………是谁………？」,"""Huh?! Wh‐.........who.........?""","""Huh?! C... Chi...?""","""Huh?! Wh‐.........who.........?""","""Huh?! Wh‐.........who.........?"""
,"Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped. ","Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped.","Though no one should have been in the parlor, someone suddenly spoke to Rosa and she jumped.",誰もいないはずの客間なのに突然、声を掛けられ、楼座はびくっとする。,誰もいないはずの客間なのに突然、声を掛けられ、楼座はびくっとする。,"Хотя в гостиной никого не должно было быть, кто‐то вдруг обратился к Розе, и она вскочила.","Embora ninguém devesse estar na sala de visitas, alguém falou com Rosa de repente, e ela deu um salto.","Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped.",在理應無人的客廳中，突然聽到有人跟她講話，樓座不禁嚇了一跳。,在理应无人的客厅中，突然听到有人跟她讲话，楼座不禁吓了一跳。,"Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped.","Nonostante nessuno sarebbe dovuto essere nel salotto, qualcuno parlo a Rosa e lei sobbalzò.","Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped.","Though no one should have been in the parlor, someone suddenly spoke to Rosa, and she jumped."
,...Just when did he get there... Kanon could be seen standing there. ,......Just when had it happened...? Kanon could be seen standing there.,......Just when had it happened... Kanon could be seen standing there.,……一体、いつの間に。嘉音の姿がそこにあった。,……一体、いつの間に。嘉音の姿がそこにあった。,......И там... стоял Канон.,......Quando foi que isso aconteceu...? Kanon podia ser visto bem ali.,......Just when had it happened...? Kanon could be seen standing there.,……究竟，是什麼時候在的？在那多出了，嘉音的身影。,……究竟，是什么时候在的？在那多出了，嘉音的身影。,......Just when had it happened...? Kanon could be seen standing there.,... Proprio quando ciò successe... poté vedere Kanon lì.,......Just when had it happened...? Kanon could be seen standing there.,......Just when had it happened...? Kanon could be seen standing there.
,"Even considering that she had been deep in thought, ...to think that she hadn't noticed him at all... ","Even considering that she had been deep in thought, ......to think that she hadn't noticed him at all......", Even considering that she had been deep in thought......to think that she hadn't noticed him at all......,いくら考え事をしていたとはいえ、……まったく気配にも気付けないとは……。,いくら考え事をしていたとはいえ、……まったく気配にも気付けないとは……。,"Пусть даже Роза была в глубоких раздумьях...... подумать только, что она не заметила его......","Mesmo considerando que ela estava focada em seus pensamentos, ......imaginar que ela sequer o percebeu chegando......","Even considering that she had been deep in thought, ......to think that she hadn't noticed him at all......",再怎麼說正在想事情，……自己竟然，一點動靜都沒注意到……。,再怎么说正在想事情，……自己竟然，一点动静都没注意到……。,"Even considering that she had been deep in thought, ......to think that she hadn't noticed him at all......",Anche considerando che lei era immersa nei suoi pensieri... pensare che non se ne fosse proprio accorta...,"Even considering that she had been deep in thought, ......to think that she hadn't noticed him at all......","Even considering that she had been deep in thought, ......to think that she hadn't noticed him at all......"
Ushiromiya Rosa,"""...You startled me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ...Do you need something?"" ","""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?""","""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?""",「……びっくりしたわ。…ごめんなさい、考え事をしてて気付かなかったみたい。……何？」,「……びっくりしたわ。…ごめんなさい、考え事をしてて気付かなかったみたい。……何？」,"""......Ты меня напугал. ...Извини, я так задумалась, что не заметила тебя. ......Что‐нибудь нужно?""","""......Você me assustou. ...Desculpa, eu estava pensando demais e não o percebi. ......Precisa de alguma coisa?""","""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?""",「……嚇了我一跳。…對不起，我好像是因在想事情而沒注意到你呢。……有什麼事嗎？」,「……吓了我一跳。…对不起，我好像是因在想事情而没注意到你呢。……有什么事吗？」,"""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?""","""... Mi hai spaventato. ... Scusa, credo che stessi pensando così tanto da non averti notato. ... Hai bisogno di qualcosa?""","""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?""","""......You scared me. ...Sorry, I guess I was thinking so hard that I didn't notice you. ......Need something?"""
Kanon,"""No. ...The reason you are currently in pain is because of love, Rosa-sama. ...Am I wrong?"" ","""No. .........The reason you are currently in pain is because of love, Rosa‐sama. ......Am I wrong?""","""No. ......The reason you are currently in pain is because of love, Rosa-sama. ......Am I wrong?""",「いえ。………楼座さまを今、苦しめているのは、愛ゆえにです。……違いますか？」,「いえ。………楼座さまを今、苦しめているのは、愛ゆえにです。……違いますか？」,"""Нет. ......Причина ваших страданий — любовь, госпожа Роза. ......Или я ошибаюсь?""","""Não. .........A razão pela qual está sofrendo agora é o amor, Rosa‐sama. ......Estou errado?""","""No. .........The reason you are currently in pain is because of love, Rosa‐sama. ......Am I wrong?""",「沒事。………樓座夫人之所以在此刻痛苦，全是因為愛。……沒說錯吧？」,「没事。………楼座夫人之所以在此刻痛苦，全是因为爱。……没说错吧？」,"""No. .........The reason you are currently in pain is because of love, Rosa‐sama. ......Am I wrong?""","""No. ... La ragione per cui ora lei sta soffrendo è l'amore, Rosa-sama. {n}Mi sbaglio?""","""No. .........The reason you are currently in pain is because of love, Rosa‐sama. ......Am I wrong?""","""No. .........The reason you are currently in pain is because of love, Rosa‐sama. ......Am I wrong?"""
Ushiromiya Rosa,"""Th-That's sudden. ...I'm not sure what you're talking about."" ","""Th‐that's sudden. ......I'm not sure what you're talking about.""","""Th, that's sudden. ......I'm not sure what you're talking about.""",「と、唐突ね。……何の話か、よくわからないわ。」,「と、唐突ね。……何の話か、よくわからないわ」,"""Не... неожиданно. ......Не совсем понимаю, о чём ты.""","""I‐Isso é muito repentino. ......Não sei do que você está falando.""","""Th‐that's sudden. ......I'm not sure what you're talking about.""",「真、真夠唐突的。……不太聽得懂，你在說什麼。」,「真、真够唐突的。……不太听得懂，你在说什么。」,"""Th‐that's sudden. ......I'm not sure what you're talking about.""","""Q-Questo è inaspettato. ... Non sono sicura di ciò che stai dicendo.""","""Th‐that's sudden. ......I'm not sure what you're talking about.""","""Th‐that's sudden. ......I'm not sure what you're talking about."""
Kanon,"""...Maria-sama's father wanted you to be the co-signer on a loan, and you accepted, Rosa-sama."" ","""......Maria‐sama's father asked you to be the co‐signer on a loan, and you accepted.""","""......Maria-sama's father wanted you to be the co-signer on a loan, and you accepted, Rosa-sama.""",「……楼座さまは、真里亞さまの父親に、借金の連帯保証人を求められ、それを引き受けられました。」,「……楼座さまは、真里亞さまの父親に、借金の連帯保証人を求められ、それを引き受けられました」,"""......Отец госпожи Марии попросил вас стать поручителем по кредиту, и вы согласились.""","""......O pai da Maria‐sama pediu que você fosse consignatária em um empréstimo que ele fez, e você aceitou.""","""......Maria‐sama's father asked you to be the co‐signer on a loan, and you accepted.""",「……樓座夫人，您曾被真里亞小姐的父親，請求當借款的連帶保證人，並答應了這個請求。」,「……楼座夫人，您曾被真里亚小姐的父亲，请求当借款的连带保证人，并答应了这个请求。」,"""......Maria‐sama's father asked you to be the co‐signer on a loan, and you accepted.""","""... Il Padre di Maria-sama volle che lei fosse la cofirmataria in un prestito, e lei ha accettato, Rosa-sama.""","""......Maria‐sama's father asked you to be the co‐signer on a loan, and you accepted.""","""......Maria‐sama's father asked you to be the co‐signer on a loan, and you accepted."""
Ushiromiya Rosa,"""......... ...What a troublesome kid. ...You were listening to Krauss nii-san from the hallway, weren't you...?"" ","""........................... ...What a troublesome kid. ......You were listening to Krauss nii‐san from the hallway, weren't you...?""","""..................What a troublesome kid. ......You were listening to Krauss nii-san from the hallway, weren't you...?""",「…………………、……。…困った子ね。……蔵臼兄さんが話してたのを、廊下か何かで聞いてたのね…。」,「…………………、……。…困った子ね。……蔵臼兄さんが話してたのを、廊下か何かで聞いてたのね…」,"""..................Надо же. ......Услышал Краусса из коридора?..""","""........................... ...Que criança problemática. ......Você ficou no corredor ouvindo o Krauss nii‐san, não ficou...?""","""........................... ...What a troublesome kid. ......You were listening to Krauss nii‐san from the hallway, weren't you...?""",「………………………。…真是個叫人為難的孩子。……你是在走廊或別的什麼地方，聽到了藏臼哥的話吧…？」,「………………………。…真是个叫人为难的孩子。……你是在走廊或别的什么地方，听到了藏臼哥的话吧…？」,"""........................... ...What a troublesome kid. ......You were listening to Krauss nii‐san from the hallway, weren't you...?""","""... Che ragazzo importuno. ... Stavi ascoltando Krauss Nii-san dal corridoio, vero...?""","""........................... ...What a troublesome kid. ......You were listening to Krauss nii‐san from the hallway, weren't you...?""","""........................... ...What a troublesome kid. ......You were listening to Krauss nii‐san from the hallway, weren't you...?"""
,"...True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she'd become a co-signer on a loan. ","......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co‐signer on a loan.","......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co-signer on a loan.",……確かに蔵臼は日中にこの部屋で、楼座が連帯保証人を引き受けたせいで、莫大な借金を背負っていることを看破してみせた。,……確かに蔵臼は日中にこの部屋で、楼座が連帯保証人を引き受けたせいで、莫大な借金を背負っていることを看破してみせた。,"......Да, сегодня в этой самой комнате Краусс заметил, что Роза влезла в огромный долг из‐за поручительства по кредиту.","......Realmente, mais cedo no dia de hoje, neste mesmo cômodo, Krauss abordou o fato de que Rosa estava devendo uma vasta quantia porque havia se tornado consignatária em um empréstimo.","......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co‐signer on a loan.",……的確，藏臼於今天白天曾在這個房間揭穿了，樓座因接受當連帶保證人，而背負著莫大的債務。,……的确，藏臼于今天白天曾在这个房间揭穿了，楼座因接受当连带保证人，而背负着莫大的债务。,"......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co‐signer on a loan.","... Vero, prima in quel giorno, proprio in quella stanza, Krauss aveva capito che Rosa aveva un enorme debito perché era diventata la cofirmataria in un prestito.","......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co‐signer on a loan.","......True, earlier this day, in this very room, Krauss had seen through to the fact that Rosa was bearing a massive debt because she had become a co‐signer on a loan."
,"However, he hadn't said that her partner had been Maria's father... ","However, he hadn't said that her partner had been Maria's father......"," However, he hadn't said that her partner had been Maria's father......",しかし、その相手が真里亞の父親だとまでは、言っていないはず……。,しかし、その相手が真里亞の父親だとまでは、言っていないはず……。,"Но он не говорил, что её партнёром был отец Марии......","Entretanto, ele não mencionou que o sócio dela era o pai de Maria......","However, he hadn't said that her partner had been Maria's father......",不過，他應該沒講到，此人即是真里亞的父親……。,不过，他应该没讲到，此人即是真里亚的父亲……。,"However, he hadn't said that her partner had been Maria's father......","Tuttavia, lui non aveva detto che il suo compagno era stato il Padre di Maria...","However, he hadn't said that her partner had been Maria's father......","However, he hadn't said that her partner had been Maria's father......"
