Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,......Even though they had always been at odds. ...It was a very bizarre scene.,...Even though they had always been at odds. ...It was a very bizarre scene. ,......Even though they had always been at odds....It was a very bizarre scene.,……犬猿の仲の二人がだ。…何とも不思議な光景。,……犬猿の仲の二人がだ。…何とも不思議な光景。,......Хотя они и всегда конфликтовали друг с другом. ...Это была довольно невероятная сцена.,......Mesmo elas sempre tendo sido estranhas. ...Foi uma cena muito bizarra.,……猫狗之交的两人。…何其奇妙的情景。,……貓狗之交的兩人。…何其奇妙的情景。,... Nonostante loro due fossero state sempre in disaccordo. ... Era una scena davvero bizzarra.,......Even though they had always been at odds. ...It was a very bizarre scene.,... Considerando que nunca se habían llevado bien... la escena lucía bastante extraña.,......ﺑﺎﻟﻨﻈﺮ ﺇﻟﻰ ﺧﻼﻓﺘﻬﻤﺎ ﺍﻟﺪﺍﺋﻤﺔ، ...ﻓﻘﺪ ﻛﺎﻥ ﻣﺸﻬﺪًﺍ ﻏﺮﻳﺒًﺎ.,......Even though they had always been at odds. ...It was a very bizarre scene.,......Even though they had always been at odds. ...It was a very bizarre scene.,......Even though they had always been at odds. ...It was a very bizarre scene.
Ushiromiya Rosa,"""......It isn't really a problem, right? It doesn't matter who likes who.""","""...It isn't really a problem, right? It doesn't matter who likes who."" ","""......It isn't really a problem, right? It doesn't matter who likes who.""",「……いいじゃないですか。誰が誰を好きになったって。」,「……いいじゃないですか。誰が誰を好きになったって」,"""......Это ведь и правда не проблема, верно? Какая разница, кто кого любит.""","""......Isso não é realmente um problema, certo? Não importa quem gosta de quem.""",「……有什么不好呢？谁喜欢谁，又有什么关系呢？」,「……有什麼不好呢？誰喜歡誰，又有什麼關係呢？」,"""... Non è veramente un problema, giusto? Non importa a chi piace chi.""","""......It isn't really a problem, right? It doesn't matter who likes who.""","""... No es realmente un problema, ¿verdad? No importa a quién le guste quién.""","""......ﺇﻧّﻬﺎ ﻟﻴﺴﺖ ﻣﺸﻜﻠﺔ ﺣﻘًﺎ. ﻻ ﺑﺄﺱ ﻓﻲ ﺃﻥ ﻳﺤﺐ ﺍﻟﻤﺮﺀ ﻣﻦ ﻳﺤﺐ.""","""......It isn't really a problem, right? It doesn't matter who likes who.""","""......It isn't really a problem, right? It doesn't matter who likes who.""","""......It isn't really a problem, right? It doesn't matter who likes who."""
Ushiromiya Kyrie,"""Exactly. It's proof the parent hasn't let go of their child.""","""That's right. It's proof that a parent's too attached to their child."" ","""That's right. It's proof that a parent can let go of their children.""",「そうよ。親が子離れしてない証拠ね。」,「そうよ。親が子離れしてない証拠ね」,"""Это точно. Это доказывает, что родители способны отпустить своих детей.""","""Exatamente. É uma prova que os pais não deixam seus filhos irem.""",「是哟。这是当父母的，还没对孩子放手的证据呢。」,「是喲。這是當父母的，還沒對孩子放手的證據呢。」,"""Esatto. È la prova che un genitore può lasciar andare i loro figli.""","""Exactly. It's proof the parent hasn't let go of their child.""","""Exactamente. Es la prueba de que el padre no ha dejado ir a su hijo.""","""ﺑﺎﻟﻀﺒﻂ. ﻫﺬﺍ ﻳﺜﺒﺖ ﻗﻮﺓ ﺍﺭﺗﺒﺎﻁ ﺍﻟﻮﺍﻟﺪﻳﻦ ﺑﺬﺭﻳﺘﻬﻢ.""","""Exactly. It's proof the parent hasn't let go of their child.""","""Exactly. It's proof the parent hasn't let go of their child.""","""Exactly. It's proof the parent hasn't let go of their child."""
Ushiromiya Rudolf,"""Battleer, you can bring home whatever kind of woman you want, I'll accept her waaarmly, alright?""","""Battleer, no matter what kind of woman you bring home, I'll give her a warm welcome, okay?"" ","""Battleer, no matter what kind of woman you bring home, I'll accept her waaarmly, alright?""",「戦人ぁ。俺はお前が、どんな女を連れ帰っても、生温かぁく受け入れてやるからな？」,「戦人ぁ。俺はお前が、どんな女を連れ帰っても、生温かぁく受け入れてやるからな？」,"""Баттле‐ер, какую бы женщину ты ни привёл домой, я устрою ей тё‐ёплый приём, договорились?""","""Battleer, você pode trazer para casa qualquer tipo de mulher que você quiser, eu vou aceitar ela com muito carinho, certoooo?""",「战人啊。我是不管你带什么女人回来，都会和蔼可亲地接受的哦？」,「戰人啊。我是不管你帶什麼女人回來，都會和藹可親地接受的哦？」,"""Battler, non importa che tipo di donna tu porterai a casa, io la accetterò caaaaldamente, d'accordo?""","""Battleer, you can bring home whatever kind of woman you want, I'll accept her waaarmly, alright?""","""Battleeer, no importa qué tipo de mujer traigas a casa, yo la aceptaré caluroooosamente ¿de acuerdo?""","""ﺑﺎﺗــــﻠﺮ، ﺃﻳﺎً ﻛﺎﻧﺖ ﺍﻟﻔﺘﺎﺓ ﺍﻟﺘﻲ ﺗﻌﻮﺩ ﺑﻬﺎ، ﻓﺴﺄﺭﺣﺐ ﺑﻬﺎ ﺑﺤﺮﺍﺍﺍﺍﺍﺭﺓ، ﺃﺗﻔﻘﻨﺎ؟""","""Battleer, you can bring home whatever kind of woman you want, I'll accept her waaarmly, alright?""","""Battleer, you can bring home whatever kind of woman you want, I'll accept her waaarmly, alright?""","""Battleer, you can bring home whatever kind of woman you want, I'll accept her waaarmly, alright?"""
Ushiromiya Kyrie,"""You can't introduce her to this guy, you know? He'll get his hands on her immediately. He'll elope right away.""","""Don't you dare introduce her to this man, okay? He'll get his hands on her immediately. They'll run off together right away."" ","""You can't introduce her to this guy, alright? He'll get his hands on her immediately. He'll elope right away.""",「この人に紹介しちゃ駄目よ？　すぐ手を出すから。とっとと駆け落ちしちゃうのよ。」,「この人に紹介しちゃ駄目よ？　すぐ手を出すから。とっとと駆け落ちしちゃうのよ」,"""Не вздумай знакомить её с ним, ладно? Он её немедленно присвоит себе. И с ней сбежит.""","""Você sabe que não pode apresentar ela para esse cara, sabe? Ele vai colocar as mãos nela na mesma hora. Ela vai fugir no mesmo momento.""",「不能介绍给他哟？他会立马出手。然后迅速私奔哦。」,「不能介紹給他喲？他會立馬出手。然後迅速私奔哦。」,"""Tu non puoi presentarla a questo qui, ok? Allungherebbe subito le mani su di lei. Scapperebbe subito.""","""You can't introduce her to this guy, you know? He'll get his hands on her immediately. He'll elope right away.""","""No puedes presentársela a este tipo, ¿sabes? Le pondrá las manos encima al instante. Huiría con ella con solo verla.""","""ﺇﻳّﺎﻙ ﻭﺃﻥ ﺗﻌﺮّﻓﻬﺎ ﻋﻠﻰ ﺯﻳﺮ ﺍﻟﻨﺴﺎﺀ ﻫﺬﺍ ﻳﺎ ﺑﺎﺗﻠﺮ، ﺍﺗﻔﻘﻨﺎ؟ ﻟﻦ ﻳﺘﻮﺍﻧﻰ ﻟﺤﻈﺔً ﻋﻦ ﻣﻐﺎﺯﻟﺘﻬﺎ، ﻭﻟﻦ ﺗﺮﺍﻫﺎ ﺑﻌﺪﻫﺎ ﻣﺠﺪﺩًﺍ.""","""You can't introduce her to this guy, you know? He'll get his hands on her immediately. He'll elope right away.""","""You can't introduce her to this guy, you know? He'll get his hands on her immediately. He'll elope right away.""","""You can't introduce her to this guy, you know? He'll get his hands on her immediately. He'll elope right away."""
Ushiromiya Maria,"""............Battler. You finally came here. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi.""","""......Battler. You finally came here. Kihhihihihihihihihi."" ","""............Battler. You finally came here. Kihhihihihihihihihi.""",「…………戦人。やっとここへ来た。きっひひひひひひひひ。」,「…………戦人。やっとここへ来た。きっひひひひひひひひ」,"""............Баттлер. Ты, наконец, пришёл сюда. Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи.""","""............Battler. Você finalmente veio. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi.""",「…………战人。总算来这儿了呢。唧、嘻嘻嘻嘻嘻嘻嘻嘻。」,「…………戰人。總算來這兒了呢。唧、嘻嘻嘻嘻嘻嘻嘻嘻。」,"""... Battler. Finalmente sei arrivato. Kihhihihihihihihihi.""","""............Battler. You finally came here. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi.""","""... Battler. Finalmente llegaste hasta aquí. Kijijijijijijijiji.""","""............ﺑﺎﺗﻠﺮ. ﻫﺎ ﻗﺪ ﻭﺻﻠﺖ ﺃﺧﻴﺮًﺍ. ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ.""","""............Battler. You finally came here. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi.""","""............Battler. You finally came here. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi.""","""............Battler. You finally came here. Kihhi{0}hi{0}hi{0}hi{0}hi{0}hihihi."""
Ushiromiya Battler,"""Maria... .........From the beginning, .........you knew that we would be coming here......?""","""Maria, ......from the very beginning, ...you knew we'd be coming here...?"" ","""Maria............From the beginning, ......you knew that we would be coming here......?""",「真里亞…。………お前は最初から、………ここへ来ることになると、…知っていたのか……？」,「真里亞…。………お前は最初から、………ここへ来ることになると、…知っていたのか……？」,"""Мария... .........С самого начала... Ты ведь знала, что мы попадём сюда?..""","""Maria... .........Desde o começo, .........você sabia que nós viríamos para cá......?""",「真里亚…。………你从一开始，………就知道，…会来这儿吗……？」,「真里亞…。………你從一開始，………就知道，…會來這兒嗎……？」,"""Maria... dall'inizio... tu sapevi che noi saremmo venuti qui...?""","""Maria... .........From the beginning, .........you knew that we would be coming here......?""","""María... ¿Desde el principio... sabías que vendríamos aquí?...""","""ﻣﺎﺭﻳﺎ... .........ﻫﻞ ﻛﻨﺖِ ﺗﻌﻠﻤﻴﻦ ﻣﺴﺒﻘًﺎ .........ﺃﻥّ ﺍﻟﺠﻤﻴﻊ ﺳﻴﺄﺗﻲ ﺇﻟﻰ ﻫﻨﺎ......?""","""Maria... .........From the beginning, .........you knew that we would be coming here......?""","""Maria... .........From the beginning, .........you knew that we would be coming here......?""","""Maria... .........From the beginning, .........you knew that we would be coming here......?"""
Ushiromiya Maria,"""Uu! That's why I wasn't scared at all. Everyone was a fraidy‐cat. It was funny!""","""Uu-! That's why I wasn't scared at all. Everyone was being a coward and trembling. It was funny!"" ","""Uu-! That's why Maria wasn't scared at all. Everyone was a coward and trembling. It was funny!""",「うー！　だから真里亞は何も怖くなかった。みんなは臆病でびくびく。面白かった！」,「うー！　だから真里亞は何も怖くなかった。みんなは臆病でびくびく。面白かった！」,"""У‐у! Поэтому Мария совсем и не боялась. Все так боялись и тряслись. Было так забавно!""","""Uu! Por isso que a Maria não estava com medo. Todos estavam morrendo de medo. Foi divertido!""",「呜——！所以，真里亚什么都不怕。大家都好胆小，战战兢兢的。很好玩！」,「嗚——！所以，真里亞什麼都不怕。大家都好膽小，戰戰兢兢的。很好玩！」,"""Uu-! È per questo che Maria non era per niente spaventata. Tutti erano codardi e tremavano. È stato divertente!""","""Uu! That's why I wasn't scared at all. Everyone was a fraidy‐cat. It was funny!""","""¡Uu! Es por eso es que María no estaba nada asustada. Todos estaban tan asustados y temblando. ¡Fue divertido!""","""ﺃﻭﻭ! ﻭﻟﻬﺬﺍ ﻣﺎﺭﻳﺎ ﻟﻢ ﺗﻜﻦ ﺧﺎﺋﻔﺔً ﺃﺑﺪًﺍ. ﺃﻣﺎ ﺍﻟﺒﺎﻗﻮﻥ ﻓﻜﺎﻧﻮﺍ ﻳﺮﺗﻌﺪﻭﻥ ﻭﻳﺮﺗﺠﻔﻮﻥ. ﻛﺎﻥ ﺃﻣﺮًﺍ ﻣﻤﺘﻌًﺎ!""","""Uu! That's why I wasn't scared at all. Everyone was a fraidy‐cat. It was funny!""","""Uu! That's why I wasn't scared at all. Everyone was a fraidy‐cat. It was funny!""","""Uu! That's why I wasn't scared at all. Everyone was a fraidy‐cat. It was funny!"""
Ushiromiya Battler,"""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning.""","""...What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning."" ","""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning.""",「……何てこった。…一番ズレてると思ってたお前が、…実は最初から真相を知ってたなんてな。」,「……何てこった。…一番ズレてると思ってたお前が、…実は最初から真相を知ってたなんてな」,"""......Ёпрст. ...Хоть я и думал, что ты больше всех не дружишь с головой, ты на деле с самого начала знала всю правду.""","""......O que diabos. ...Mesmo que eu tivesse pensado que você era a mais deslocada de nós, ...na verdade, você sabia da verdade desde o começo.""",「……竟是如此。…本以为最不正常的你，…竟然其实从一开始就知道真相。」,「……竟是如此。…本以為最不正常的你，…竟然其實從一開始就知道真相。」,"""... Che diavolo. ... Nonostante pensassi che tu fossi la più pazza... in realtà sapevi dall'inizio la verità.""","""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning.""","""... Qué diablos... Y yo que pensaba que tú eras la que más loca estaba... pero de hecho sabías la verdad desde el principio.""","""......ﺑﺤﻖّ ﺍﻟﺠﺤﻴﻢ. ...ﻇﻨﻨﺘُﻚِ ﺃﻛﺜﺮ ﻏﺮﻳﺒﺔ ﺃﻃﻮﺍﺭ ﺑﻴﻨﻨﺎ، ...ﻟﻜﻦ ﺃﺗﻀﺢ ﺃﻧّﻚِ ﻛﻨﺖ ﻣﺤﻘﺔً ﻣﻦ ﺍﻟﺒﺪﺍﻳﺔ.""","""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning.""","""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning.""","""......What the hell. ...Even though I thought you were the most screwed up, ...you actually knew the truth from the beginning."""
Chiester45,"""H‐how rude...! It is absolutely unforgivable to speak of Lady {f:5:Maria} in that way!""","""H-How rude...! I simply cannot forgive you for speaking of Lady {f:5:Maria} in that way!"" ","""H, how rude...! I really won't forgive you for speaking of Lady MARIA in that way!""",「ぶっ、無礼です…！　マリア卿に対してそのような口の聞き方、とても許せません！」,「ぶっ、無礼です…！　マリア卿に対してそのような口の利き方、とても許せません！」,"""К‐как грубо!.. Я ни за что не прощу тебя за подобные слова о Леди {i:Марии}!""","""Q‐Que grosseria...! É absolutamente proibido falar com a Lady {f:5:Maria} dessa forma!""",「无、无礼…！竟对玛利亚卿说出这种话来，实在不可原谅！」,「無、無禮…！竟對瑪利亞卿說出這種話來，實在不可原諒！」,"""C-Che maleducato...! Non posso davvero perdonare che abbia parlato di Lady MARIA in quel modo!""","""H‐how rude...! It is absolutely unforgivable to speak of Lady {f:5:Maria} in that way!""","""¡Q-Qué grosero!... ¡No te perdonaré por hablar así de Lady {f:5:María}!""","""ﻳـ-ﻳﺎ ﻟﻠﻮﻗﺎﺣﺔ...! ﺇﻧّﻪ ﺃﻣﺮٌ ﻻ ﻳﻐﺘﻔﺮ ﺇﻃﻼﻗًﺎ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺍﻟﺴﻴﺪﺓ ﻣﺎﺭﻳﺎ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ!""","""H‐how rude...! It is absolutely unforgivable to speak of Lady {f:5:Maria} in that way!""","""H‐how rude...! It is absolutely unforgivable to speak of Lady {f:5:Maria} in that way!""","""H‐how rude...! It is absolutely unforgivable to speak of Lady {f:5:Maria} in that way!"""
Chiester410,"""Forming firing curve, attack preparations ready. Lady {f:5:Maria}, we can attack at any time. Nihi!""","""Formulating Firing Curve, Attack Preparations Ready. Lady {f:5:Maria}, we can attack at any time. Nihi!"" ","""Firing Curve Formation, Attack Preparations Ready. Lady MARIA, we can attack at any time. Nihi!""",「射撃曲線形成、攻撃準備よし。マリア卿、いつでも攻撃できます。にひ！」,「射撃曲線形成、攻撃準備よし。マリア卿、いつでも攻撃できます。にひ！」,"""Формирование Кривой Выстрела, Подготовка Атаки Завершена. Леди {i:Мария}, мы можем атаковать в любой момент. Нихи!""","""Formando curva de disparo, preparações para ataque prontas. Lady {f:5:Maria}, nós podemos atacar a qualquer momento. Nihi!""",「形成射击曲线，攻击准备就绪。玛利亚卿，随时都可以发动攻击。泥嘻！」,「形成射擊曲線，攻擊準備就緒。瑪利亞卿，隨時都可以發動攻擊。泥嘻！」,"""Formazione della Curva di Fuoco, Preparativi di Fuoco Ultimati. Lady MARIA, possiamo attaccare in ogni momento. Nihi!""","""Forming firing curve, attack preparations ready. Lady {f:5:Maria}, we can attack at any time. Nihi!""","""Formación de Precisión de Disparo, Preparativos de Ataque Listos. Lady {f:5:María}, estamos listas para atacar en cualquier momento. ¡Niji!""","""ﺟﺎﺭﻱ ﺗﺤﺪﻳﺪ ﻣﺴﺎﺭ ﺍﻹﻃﻼﻕ. ﻧﺤﻦ ﺟﺎﻫﺰﺗﺎﻥ ﻟﻺﻃﻼﻕ ﻓﻲ ﺃﻱّ ﻭﻗﺖ ﻳﺎ ﺳﻴﺪﺓ ﻣﺎﺭﻳﺎ. ﻧﻴﻬﻲ!""","""Forming firing curve, attack preparations ready. Lady {f:5:Maria}, we can attack at any time. Nihi!""","""Forming firing curve, attack preparations ready. Lady {f:5:Maria}, we can attack at any time. Nihi!""","""Forming firing curve, attack preparations ready. Lady {f:5:Maria}, we can attack at any time. Nihi!"""
Ushiromiya Maria,"""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ouch!""","""Kihhihihihihihihihihihihihihihihihihihihihihihi...! Ouch!"" ","""Kihhihihihihihihihihihihihihihihihihihihihihihi...! Ouch!""",「きっひひひひひひひひひひひひひひひひひひ…！　あ痛！」,「きっひひひひひひひひひひひひひひひひひひ…！　あ痛！」,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи!.. Ай!""","""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ai!""",「唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻…！好痛！」,「唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻…！好痛！」,"""Kihhihihihihihihihihihihihihihihihihihihihihihi...! Ouch!""","""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ouch!""","""¡Kijijijijijijijijijijijijijijijijijijijijijiji!... ¡Ouch!""","""ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ...! ﺃﻭﺗﺶ!""","""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ouch!""","""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ouch!""","""Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...! Ouch!"""
Ronoue Genji,"""...Quiet. You are in the presence of {f:5:Beatrice}‐sama.""","""...Be quiet. You are in the presence of {f:5:Beatrice}-sama."" ","""...Be quiet. You are in the presence of Beatrice-sama.""",「…お静かに。ベアトリーチェさまの御前です。」,「…お静かに。ベアトリーチェさまの御前です」,"""...Молчите. Вы находитесь в присутствии {f:5:Беатриче}‐сама.""","""...Quieta. Você está na presença da {f:5:Beatrice}‐sama.""",「…肃静。这可是在贝阿朵莉切夫人的尊驾之前。」,「…肅靜。這可是在貝阿朵莉切夫人的尊駕之前。」,"""... State buone. Siete in presenza Beatrice-sama.""","""...Quiet. You are in the presence of {f:5:Beatrice}‐sama.""","""... Silencio. Estamos ante la presencia de {f:5:Beatrice}‐sama.""","""...ﻛﻔﻰ. ﺃﻧﺘﻢ ﻓﻲ ﺣﻀﺮﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ.""","""...Quiet. You are in the presence of {f:5:Beatrice}‐sama.""","""...Quiet. You are in the presence of {f:5:Beatrice}‐sama.""","""...Quiet. You are in the presence of {f:5:Beatrice}‐sama."""
Ronove,"""Well, there's no need to be quite so strict. For now, let us take their desire to fool around and play together into consideration. More importantly, why don't we begin preparing for the toast?""","""Come now, no need to be so stiff. Let's be considerate of their desire to joke around and have fun. More importantly, why don't we begin preparing for the toast?"" ","""Well now, don't be so cold. Let us take notice that now, everyone feels like fooling around and playing together. More importantly, why don't we begin preparing for the toast?""",「まぁ、硬いことを言わずに。今ははしゃいで喜び合いたい気持ちを察しましょう。それより、乾杯の準備を始めようではありませんか。」,「まぁ、硬いことを言わずに。今ははしゃいで喜び合いたい気持ちを察しましょう。それより、乾杯の準備を始めようではありませんか」,"""Ничего страшного, не будь так холоден. Позволь заметить, что сейчас все по‐своему дурачатся и развлекаются вместе. Что важнее, почему бы нам уже не подготовить тост?""","""Bem, não há necessidade de ser tão severo. Por ora, vamos levar seus tolos desejos em consideração e deixá‐los se divertirem juntos. Mais importante, por que não começamos os preparativos para o brinde?""",「别说得那么严肃。此刻就体谅下，大家想一同欢快玩闹的心情吧。比起这个，先来开始着手准备干杯吧。」,「別說得那麼嚴肅。此刻就體諒下，大家想一同歡快玩鬧的心情吧。比起這個，先來開始著手準備乾杯吧。」,"""Beh ora, non essere così freddo. Facciamo notare che ora, tutti quanti scherzano e giocano insieme. Più importante, perché non iniziamo i preparativi per il brindisi?""","""Well, there's no need to be quite so strict. For now, let us take their desire to fool around and play together into consideration. More importantly, why don't we begin preparing for the toast?""","""Bueno, no hay necesidad de ser tan estricto. De momento, tengamos en cuenta su deseo de divertirse y jugar juntos. Pero más importante aún, ¿por qué no empezamos a preparar el brindis?""","""ﺑﺤﻘّﻚ. ﻟﺴﺖَ ﻣﻀﻄﺮًﺍ ﻟﻠﺘﺼﺮﻑ ﺑﺮﺳﻤﻴﺔ ﺑﺎﻟﻐﺔ. ﻓﻠﺘﺮﺍﻋﻲ ﺭﻏﺒﺘﻬﻢ ﻓﻲ ﺍﻟﻠﻬﻮ ﻭﺍﻟﻤﺰﺍﺡ. ﺍﻷﻫﻢ ﻣﻦ ﺫﻟﻚ، ﻟﻤﺎﺫﺍ ﻻ ﻧﺒﺪﺃ ﺍﻟﺘﺠﻬﻴﺰﺍﺕ ﻟﻜﻲ ﻧﺸﺮﺏ ﻧﺨﺐ ﺍﺣﺘﻔﺎﻟﻨﺎ ﻫﺬﺍ?""","""Well, there's no need to be quite so strict. For now, let us take their desire to fool around and play together into consideration. More importantly, why don't we begin preparing for the toast?""","""Well, there's no need to be quite so strict. For now, let us take their desire to fool around and play together into consideration. More importantly, why don't we begin preparing for the toast?""","""Well, there's no need to be quite so strict. For now, let us take their desire to fool around and play together into consideration. More importantly, why don't we begin preparing for the toast?"""
Kumasawa Chiyo,"""Yes, I have finished preparing my excellent mackerel cooking. I can serve it at any time.""","""Yes, preparations for my excellent mackerel cooking are complete. I can serve it at any time."" ","""Yes, preparations for my excellent mackerel cooking are complete. I can serve it at any time.""",「さぁさ、自慢の鯖料理の準備は充分ですよ。いつでも配膳できますよ。」,「さぁさ、自慢の鯖料理の準備は充分ですよ。いつでも配膳できますよ」,"""Разумеется, готовка моей восхитительной скумбрии уже закончилась. Я могу подать её в любое время.""","""Sim, eu já terminei os preparativos da minha excelente cavalinha cozida. Eu posso servir quando desejar.""",「来——来，老太婆拿手的鲭鱼料理准备得很充分。随时都能上菜哟。」,「來——來，老太婆拿手的鯖魚料理準備得很充分。隨時都能上菜喲。」,"""Sì, i preparativi per il mio eccellente sgombro sono completi. Posso servirlo in ogni momento.""","""Yes, I have finished preparing my excellent mackerel cooking. I can serve it at any time.""","""Sí, los preparativos para mi deliciosa comida hecha de caballa están listos. Puedo servirlo cuando quieran.""","""ﻫﻴﺎ، ﻃﺒﻖ ﺍﻹﺳﻘﻤﺮﻱ ﺧﺎﺻﺘﻲ ﺟﺎﻫﺰ. ﻳﻤﻜﻨﻨﻲ ﺗﻘﺪﻳﻤﻪ ﻓﻲ ﺃﻱّ ﻭﻗﺖ.""","""Yes, I have finished preparing my excellent mackerel cooking. I can serve it at any time.""","""Yes, I have finished preparing my excellent mackerel cooking. I can serve it at any time.""","""Yes, I have finished preparing my excellent mackerel cooking. I can serve it at any time."""
Satan,"""Hey!! Ladies! Work a little more like furniture!!""","""Hey!! You people! Work a little more like furniture!!"" ","""Hey!! You guys! Work a little more like furniture!!""",「ほら！！　みんな！　少しは家具らしく働きなさいよ！！」,「ほら！！　みんな！　少しは家具らしく働きなさいよ！！」,"""Эй!!! Вы все! Работайте в поте лица как полагается мебели!!!""","""Ei!! Garotas! Trabalhem um pouco mais como uma mobília!!""",「来！！诸位！稍微像个家具样的，开下工啊！！」,「來！！諸位！稍微像個家具樣的，開下工啊！！」,"""Ehi!! Voi! Lavorate un po' di più come mobili!!""","""Hey!! Ladies! Work a little more like furniture!!""","""¡¡Oigan!! ¡Ustedes! ¡¡Trabajen más como muebles!!""","""ﺃﻧﺘﻦّ ﻳﺎ ﻓﺘﻴﺎﺕ! ﺇﻋﻤﻠﻦّ ﺑﺠﺪﻥّ ﺑﺼﻔﺘﻜﻦّ ﺃﺛﺎﺛًﺎ!!""","""Hey!! Ladies! Work a little more like furniture!!""","""Hey!! Ladies! Work a little more like furniture!!""","""Hey!! Ladies! Work a little more like furniture!!"""
Leviathan,"""Nooooo!! I wanna stuff myself some mooore! Wahhhhhhh!""","""Nooooo!! I'm gonna stuff myself some mo-re! Uu-aaah!"" ","""Nooooo!! I'm gonna stuff myself some mo-re! Uu-aaah!""",「やーだー！！　もっとつまみ食いするのー！　うーあー！」,「やーだー！！　もっとつまみ食いするのー！　うーあー！」,"""Не‐е‐е‐е‐ет!!! Я ещё хочу есть! У‐уа‐а‐а!""","""Nãoooo!! Eu quero me estufar ainda maaais! Wahhhhhhh!""",「不——要——！！我要再多偷吃点——！呜——啊——！」,「不——要——！！我要再多偷吃點——！嗚——啊——！」,"""Nooooo!! Voglio ingozzarmi ancora un altro po'! Uu-aaah!""","""Nooooo!! I wanna stuff myself some mooore! Wahhhhhhh!""","""¡¡Nooooo!! ¡Voy a llenar mi estómago un poco mááás! ¡Wahhhhhhh!""","""ﻛﻼﺍﺍ!! ﻣﺎﺯﻟﺖُ ﺃﺭﻳﺪ ﺍﻟﺘﻬﺎﻡ ﺍﻟﻤﺰﻳﺪ ﻣﻦ ﺍﻟﻄﻌﺎﻡ! ﻭﺍﺍﺍﺍﺍﺍﻩ!""","""Nooooo!! I wanna stuff myself some mooore! Wahhhhhhh!""","""Nooooo!! I wanna stuff myself some mooore! Wahhhhhhh!""","""Nooooo!! I wanna stuff myself some mooore! Wahhhhhhh!"""
