Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,And that...was how I met Ikuko. ,And that.........was how I met Ikuko.,And that......was how I met Ikuko.,それが私と、………幾子との出会いだった。,それが私と、………幾子との出会いだった。,И так...... я встретил Икуко.,E foi assim.........que eu encontrei com Ikuko.,And that.........was how I met Ikuko.,這就是我和，………幾子的邂逅。,这就是我和，………几子的邂逅。,And that.........was how I met Ikuko.,E questo... fu il mio incontro con Ikuko.,And that.........was how I met Ikuko.,And that.........was how I met Ikuko.
,"""...The patient's body is in a very frail condition. Some sort of memory loss is very probable as well. We won't know for sure until the CT scan, but there may even be brain damage."" ","""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility.""","""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility.""",「……非常に衰弱しております。あと、記憶障害の可能性が高いですな。ＣＴを見ないことにはわかりませんが、脳にダメージがある可能性もあります。」,「……非常に衰弱しております。あと、記憶障害の可能性が高いですな。ＣＴを見ないことにはわかりませんが、脳にダメージがある可能性もあります」,"""......Он в очень слабом состоянии. Кроме того, высока вероятность ухудшения памяти. Мы не узнаем наверняка до компьютерной томографии, но также не исключено повреждение мозга.""","""......O corpo está em uma condição muito frágil. Além disso, é provável que haja perda de memória. Não teremos certeza até a tomografia, mas não se descarta dano cerebral.""","""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility.""",「……非常地衰弱。此外，有記憶障礙的可能性也很高。雖然不照 CT 的話也不太清楚，但是有發生了腦損傷的可能性。」,「……非常地衰弱。此外，有记忆障碍的可能性也很高。虽然不照 CT 的话也不太清楚，但是有发生了脑损伤的可能性。」,"""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility.""","""... Il suo corpo è in una condizione molto fragile. Inoltre, è probabile che ci siano defezioni della memoria. Non lo sapremo per certo fino all'esito della TAC, ma anche i danni cerebrali sono una possibilità.""","""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility.""","""......The body is in a very frail condition. Also, it is probable that there will be memory defects. We won't know for sure until the CT scan, but brain damage is also a possibility."""
,"""It's lucky that ""damage"" is all we have to deal with. Any longer in a spot like that, and it would likely have been much worse."" ","""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse.""","""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse.""",「ダメージ程度で済んで大いに結構でした。あそこであのまま寝ていれば、それどころでは済まなかったでしょうから。」,「ダメージ程度で済んで大いに結構でした。あそこであのまま寝ていれば、それどころでは済まなかったでしょうから」,"""Повезло, что это все повреждения, с которыми мы имеем дело. Если бы он пробыл там дольше, всё могло бы быть гораздо хуже.""","""É muita sorte que só precisamos lidar com ferimentos. Se ficasse mais tempo naquele lugar, as coisas acabariam bem piores.""","""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse.""",「只是損傷的程度就已經很好了。在那裡一直睡著的話，大概不僅會是這樣呢。」,「只是损伤的程度就已经很好了。在那里一直睡着的话，大概不仅会是这样呢。」,"""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse.""","""È una fortuna che tutto ciò di cui ci dobbiamo occupare sia il danno. Spendendo più tempo in un punto come quello, probabilmente le cose sarebbero andate in modo peggiore.""","""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse.""","""It's lucky that damage is all we have to deal with. Spend much longer in a spot like that, and things would likely have been much worse."""
,"""...True. In any event, I recommend getting this checked at a large hospital."" ","""......True. In any event, I recommend getting this checked at a large hospital.""","""......True. In any event, I recommend getting this checked at a large hospital.""",「……ですな。何れにせよ、大きな病院で一度見せた方がいいでしょう。」,「……ですな。何れにせよ、大きな病院で一度診せた方がいいでしょう」,"""......Да. В любом случае, я рекомендую проверить это в крупной больнице.""","""......É verdade. Seja como for, eu recomendo que faça exames em um hospital maior.""","""......True. In any event, I recommend getting this checked at a large hospital.""",「……是啊。不管怎麼樣，還是送到大醫院再看看比較好吧？」,「……是啊。不管怎么样，还是送到大医院再看看比较好吧？」,"""......True. In any event, I recommend getting this checked at a large hospital.""","""... Giusto. Ad ogni modo, consiglio di farlo visitare in un grande ospedale.""","""......True. In any event, I recommend getting this checked at a large hospital.""","""......True. In any event, I recommend getting this checked at a large hospital."""
,"""Thank you, doctor. ...Please keep this off the record. It may not be much, but here's some money for your troubles."" ","""Thank you, Doctor. .........Please keep this off the record. It may not be much, but here's some money for your troubles.""","""Thank you, doctor. ......Please keep this off the record. It may not be much, but here's some money for your troubles.""",「ありがとう、先生。………この件は内密に。これはわずかですが、往診のお車代に。」,「ありがとう、先生。………この件は内密に。これはわずかですが、往診のお車代に」,"""Спасибо, доктор. ......Я попрошу вас не распространяться об этом. Здесь немного, но возьмите как компенсацию.""","""Obrigada, doutor. .........Por favor, não mantenha registros disso. Pode não ser muito, mas aqui tem um pouco de dinheiro para resolver seus problemas.""","""Thank you, Doctor. .........Please keep this off the record. It may not be much, but here's some money for your troubles.""",「謝謝你，醫生。………這件事請保密。這是來診療的車費，雖然只有很少。」,「谢谢你，医生。………这件事请保密。这是来诊疗的车费，虽然只有很少。」,"""Thank you, Doctor. .........Please keep this off the record. It may not be much, but here's some money for your troubles.""","""Grazie, dottore. ... Che rimanga tra noi, la prego. Potrebbe non essere molto, ma ecco dei soldi per il disturbo.""","""Thank you, Doctor. .........Please keep this off the record. It may not be much, but here's some money for your troubles.""","""Thank you, Doctor. .........Please keep this off the record. It may not be much, but here's some money for your troubles."""
,"""I see no reason to speak of this needlessly, but... ...no, no, I couldn't possibly accept that much..."" ","""I see no reason to speak of this needlessly, but... ......No, no, I couldn't possibly accept that much...""","""I see no reason to speak of this needlessly, but......no, no, I couldn't possibly accept that much...""",「わざわざ他言はしませんが、……いやいやっ、こんなにたくさんいただくわけには…。」,「わざわざ他言はしませんが、……いやいやっ、こんなにたくさんいただくわけには…」,"""Я не вижу причин напрасно говорить об этом, но...... нет‐нет, я не могу взять столько...""","""Não vejo motivos para comentar sobre isso sem necessidade, mas... ......Não, não, eu não poderia aceitar esse tanto...""","""I see no reason to speak of this needlessly, but... ......No, no, I couldn't possibly accept that much...""",「雖然我不會多說，……不不，也不用給這麼多…」,「虽然我不会多说，……不不，也不用给这么多…」,"""I see no reason to speak of this needlessly, but... ......No, no, I couldn't possibly accept that much...""","""Non vedo il motivo di parlare di ciò per niente, ma... no, no, non potrei accettarne così tanti...""","""I see no reason to speak of this needlessly, but... ......No, no, I couldn't possibly accept that much...""","""I see no reason to speak of this needlessly, but... ......No, no, I couldn't possibly accept that much..."""
,"In the end, the doctor took the money and swore to keep quiet about the matter. ","In the end, the doctor took the money and swore to keep quiet about the matter.","In the end, the doctor took the money and swore to keep quiet about the matter.",結局、医者は金を受け取り、他言はしないと誓わされた。,結局、医者は金を受け取り、他言はしないと誓わされた。,В итоге врач взял деньги и поклялся молчать.,"No fim, o médico pegou o dinheiro e jurou que ficaria em silêncio sobre o assunto.","In the end, the doctor took the money and swore to keep quiet about the matter.",最後，醫生收下了錢，並發誓不會對別人講起此事。,最后，医生收下了钱，并发誓不会对别人讲起此事。,"In the end, the doctor took the money and swore to keep quiet about the matter.","Alla fine, il dottore prese i soldi e giurò di non proferire parola riguardo a ciò.","In the end, the doctor took the money and swore to keep quiet about the matter.","In the end, the doctor took the money and swore to keep quiet about the matter."
,"Eventually, Hachijo returned. ","Eventually, Hachijo returned."," Eventually, Hachijo returned.",やがて、八城が戻ってくる。,やがて、八城が戻ってくる。,В конце концов Хачиджо вернулась.,"Eventualmente, Hachijo retornou.","Eventually, Hachijo returned.",之後，八城回來了。,之后，八城回来了。,"Eventually, Hachijo returned.","E infine, Hachijo tornò.","Eventually, Hachijo returned.","Eventually, Hachijo returned."
,"""Oh, you were awake. How do you feel...?"" ","""Oh, you've been awake. How do you feel...?""","""Oh, you've been awake. How do you feel...?""",「おや、起きていたのですか。具合は如何です…？」,「おや、起きていたのですか。具合は如何です…？」,"""О, ты проснулся. Как ты себя чувствуешь?..""","""Ora, acordou? Como está se sentindo...?""","""Oh, you've been awake. How do you feel...?""",「呀，已經起來了嗎？身體感覺如何了…？」,「呀，已经起来了吗？身体感觉如何了…？」,"""Oh, you've been awake. How do you feel...?""","""Oh, hai aperto gli occhi. Come ti senti...?""","""Oh, you've been awake. How do you feel...?""","""Oh, you've been awake. How do you feel...?"""
,"I nodded weakly, letting her know that it wasn't so bad for now. ","I nodded weakly, letting her know that it wasn't so bad for now.","I nodded weakly, letting her know that it wasn't so bad for now.",私は小さく頷き、とりあえず悪くはないことを意思表示した。,私は小さく頷き、とりあえず悪くはないことを意思表示した。,"Я слабо кивнул, давая ей знать, что сейчас уже не так плохо.","Eu assenti com fraqueza, para que ela soubesse que eu não estava tão mal.","I nodded weakly, letting her know that it wasn't so bad for now.",我輕輕點頭，表示了總之是不太糟的意思。,我轻轻点头，表示了总之是不太糟的意思。,"I nodded weakly, letting her know that it wasn't so bad for now.","Feci un debole cenno, facendole sapere che per ora non stavo molto male.","I nodded weakly, letting her know that it wasn't so bad for now.","I nodded weakly, letting her know that it wasn't so bad for now."
,"...But...where is this place? A room I have absolutely no memory of, ...in a house I don't remember at all. And, first and foremost, here's a woman I've never seen... ","......But...where is this place?{n}A room I have absolutely no memory of, ......in a house I don't remember at all.{n}And, first and foremost, here's a woman that I've never seen......","......But...where is this place? A room I have absolutely no memory of, ......in a house I don't remember at all. And, first and foremost, here's a woman that I've never seen......",……しかし、ここはどこだろう。まったく知らない家、……まったく知らない部屋だった。そしてそれ以前に、まったく知らない女性だった……。,……しかし、ここはどこだろう。{n}まったく知らない家、……まったく知らない部屋だった。{n}そしてそれ以前に、まったく知らない女性だった……。,"......Но... где я?{n}Комната, о которой у меня нет никаких воспоминаний...... в доме, который я совсем не помню.{n}И что самое главное, женщина, которую я никогда не видел......","......Mas...onde fica este lugar?{n}Um cômodo do qual não tenho nenhuma recordação, ......em uma casa na qual não consigo lembrar de nada.{n}E, o mais importante de tudo, essa mulher na qual nunca antes vi......","......But...where is this place?{n}A room I have absolutely no memory of, ......in a house I don't remember at all.{n}And, first and foremost, here's a woman that I've never seen......",……但是，這裡是什麼地方呢？{n}完全不認識的家，……在完全不認識的房間裡。{n}在此之前，還有個完全不認識的女性……。,……但是，这里是什么地方呢？{n}完全不认识的家，……在完全不认识的房间里。{n}在此之前，还有个完全不认识的女性……。,"......But...where is this place?{n}A room I have absolutely no memory of, ......in a house I don't remember at all.{n}And, first and foremost, here's a woman that I've never seen......","... Però... dove mi trovo? Una stanza di cui non ho alcun ricordo... in una casa che non ricordo affatto. E, prima di tutto, ecco una donna che non ho mai visto...","......But...where is this place?{n}A room I have absolutely no memory of, ......in a house I don't remember at all.{n}And, first and foremost, here's a woman that I've never seen......","......But...where is this place?{n}A room I have absolutely no memory of, ......in a house I don't remember at all.{n}And, first and foremost, here's a woman that I've never seen......"
,"""To start off, let me introduce myself. I'm Hachijo Ikuko. Feel free to casually call me Ikuko, or act more formal and call me Hachijo-san."" ","""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you address me in a friendly manner as Ikuko, or if you prefer to call me Hachijo‐san and keep things more formal.""","""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you casually call me Ikuko, or act more formal and call me Hachijo-san.""",「まずは私の自己紹介から。私は八城幾子。親しげに幾子と呼んでくれても、他人行儀に八城さんと呼んでくれても構いません。」,「まずは私の自己紹介から。私は八城幾子。親しげに幾子と呼んでくれても、他人行儀に八城さんと呼んでくれても構いません」,"""Сперва я представлюсь. Хачиджо Икуко. Можешь называть меня Икуко или же оставить формальное «мисс Хачиджо», мне всё равно.""","""Para começar, permita que eu me apresente. Eu sou Hachijo Ikuko. Não me importo que se refira a mim de forma amigável, chamando‐me de Ikuko ou, se preferir, manter a formalidade e me chamar de Hachijo‐san.""","""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you address me in a friendly manner as Ikuko, or if you prefer to call me Hachijo‐san and keep things more formal.""",「先從自我介紹開始。我叫八城幾子。可以親一些叫我幾子，也可以以外人禮儀叫我八城小姐。」,「先从自我介绍开始。我叫八城几子。可以亲一些叫我几子，也可以以外人礼仪叫我八城小姐。」,"""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you address me in a friendly manner as Ikuko, or if you prefer to call me Hachijo‐san and keep things more formal.""","""Come prima cosa, lascia che mi presenti. Sono Hachijo Ikuko. Che tu mi chiami Ikuko in modo informale, o che voglia essere formale e chiamarmi Hachijo-san, non ha importanza.""","""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you address me in a friendly manner as Ikuko, or if you prefer to call me Hachijo‐san and keep things more formal.""","""To start off, let me introduce myself. I'm Hachijo Ikuko. I don't mind if you address me in a friendly manner as Ikuko, or if you prefer to call me Hachijo‐san and keep things more formal."""
,...Hachijo...Ikuko. ,......Hachijo.........Ikuko.,......Hachijo......Ikuko.,……八城、………幾子。,……八城、………幾子。,......Хачиджо...... Икуко.,......Hachijo.........Ikuko.,......Hachijo.........Ikuko.,……八城，………幾子。,……八城，………几子。,......Hachijo.........Ikuko.,... Hachijo... Ikuko.,......Hachijo.........Ikuko.,......Hachijo.........Ikuko.
Hachijo Ikuko,"""The Hachijo family owns a large amount of land and is fairly famous in these parts. ...Unlike my accomplished brothers, I'm what you might call a little eccentric. I got into a bit too much mischief, and my parents finally ran out of patience and kicked me out. I'm now confined to this house. ","""The Hachijo family owns a lot of land and is well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house.""","""The Hachijo family is a large landowner that's fairly well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house.",「八城家はこの辺りではちょっと知られた大地主の名家。……出来のいい兄たちと違い、私はどこかズレた変わり者。色々と悪さが過ぎまして、とうとう親たちからも愛想を尽かされて追い出され。今はここで蟄居をさせられています。,「八城家はこの辺りではちょっと知られた大地主の名家。……出来のいい兄たちと違い、私はどこかズレた変わり者。色々と悪さが過ぎまして、とうとう親たちからも愛想を尽かされて追い出され。今はここで蟄居をさせられています」,"""Семья Хачиджо — крупные землевладельцы, достаточно хорошо известные в этих краях. ......В отличие от своих умелых братьев, я, так сказать, немного эксцентрична. Когда я причинила чересчур много вреда, у моих родителей наконец кончилось терпение, и они меня выгнали. Теперь я ограничиваюсь этим домом.""","""A família Hachijo detém de muitas terras e também é muito conhecida. ......Diferente dos meus irmãos realizados, eu sou o que você poderia chamar de ligeiramente excêntrica. Após me meter em mais travessuras do que deveria, meus pais finalmente ficaram sem paciência e me chutaram pra fora de casa. Estou confinada nesta casa agora.""","""The Hachijo family owns a lot of land and is well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house.""",「八城家在這附近還是有些知名的大地主的名門。……和優秀的哥哥們不同，我是有些奇怪的人。做了不少壞事，最終也失去了雙親的好感被趕了出來。現在就閉居在這裡。」,「八城家在这附近还是有些知名的大地主的名门。……和优秀的哥哥们不同，我是有些奇怪的人。做了不少坏事，最终也失去了双亲的好感被赶了出来。现在就闭居在这里。」,"""The Hachijo family owns a lot of land and is well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house.""","""La famiglia Hachijo è una grande proprietaria terriera piuttosto nota nei dintorni. ... A differenza dei miei fratelli, che si sono affermati, io potrei essere definita un tantino eccentrica. Dopo essermi cacciata in qualche guaio in più di quanto potesse essere accettabile, alla fine i miei genitori hanno perso la pazienza e mi hanno cacciato via. Ora sono confinata in questa casa.","""The Hachijo family owns a lot of land and is well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house.""","""The Hachijo family owns a lot of land and is well known in these parts. ......Unlike my accomplished brothers, I'm what you might call a little eccentric. After I got into a bit too much mischief than was good for me, my parents finally ran out of patience and kicked me out. I'm now confined to this house."""
