Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"Beato, who hated boredom, had no desire to approach places that humans never went.","Beato, who hated boredom, had no desire to approach places that humans never went. "," Beato, who hated boredom, had no desire to approach places that humans never went.",退屈を嫌うベアトは、人の立ち入らない場所には好んで近寄らない。,退屈を嫌うベアトは、人の立ち入らない場所には好んで近寄らない。,"Она ненавидела скуку и не желала приближаться к тем местам, в которые люди никогда не ходят.","Ela, aquela que odiava o tédio e não tinha desejo algum de aproximar‐se de locais frequentados por humanos.",怕闷的贝阿朵，可不会自己跑去没人进得去的地方。,怕悶的貝阿朵，可不會自己跑去沒人進得去的地方。,"Beato, che odiava la noia, non aveva desiderio nell'avvicinarsi a posti in cui gli umani non andavano mai.","Beato, who hated boredom, had no desire to approach places that humans never went.","Beato, quien odiaba el aburrimiento, no deseaba acercarse a lugares que los humanos no visitaban.","Beato, who hated boredom, had no desire to approach places that humans never went.","Beato, who hated boredom, had no desire to approach places that humans never went.","Beato, who hated boredom, had no desire to approach places that humans never went.","Beato, who hated boredom, had no desire to approach places that humans never went."
,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.,Her last memory was of the time she went in there to taunt Shannon as she tried to clean. , Her last memory was of the time she went in there to taunt Shannon as she tried to clean.,以前、礼拝堂の掃除をする紗音をからかった時に出入りをしたのが、最後の記憶だった。,以前、礼拝堂の掃除をする紗音をからかった時に出入りをしたのが、最後の記憶だった。,"Её последним воспоминанием было время, когда она пошла туда посмеяться над Шаннон, когда та убиралась.",Sua última memória do local era da época que ela foi lá para provocar Shannon enquanto ela fazia a limpeza.,以前戏耍打扫礼拜堂的纱音的那一次，是她记忆中的最后一次。,以前戲耍打掃禮拜堂的紗音的那一次，是她記憶中的最後一次。,Il suo ultimo ricordo era il momento in cui era andata lì per prendere in giro Shannon mentre lei provava a pulire.,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.,Su último recuerdo del lugar era cuando fue allí a molestar a Shannon mientras intentaba limpiar.,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.,Her last memory of the place was of the time she went in there to taunt Shannon as she tried to clean.
{f:5:Beatrice},"""......There can be no doubt. That is it. ......Quadrillion.""","""...There can be no doubt. That is it. ...Quadrillion."" ","""......There can be no doubt. That is it. ......Quadrillion.""",「……間違いない。あれであるな。……Ｑｕａｄｒｉｌｌｉｏｎ。」,「……間違いない。あれであるな。……Ｑｕａｄｒｉｌｌｉｏｎ」,"""......Никаких сомнений. Вот оно. ......Quadrillion.""","""......Não há dúvidas. É aqui. ......Quadrillion.""",「……不会错的。就是那个。……Quadrillion。」,「……不會錯的。就是那個。……Quadrillion。」,"""... Non c'è dubbio. Ecco. ... Quadrillion.""","""......There can be no doubt. That is it. ......Quadrillion.""","""... No hay duda. Eso es... Quadrillion.""","""......There can be no doubt. That is it. ......Quadrillion.""","""......There can be no doubt. That is it. ......Quadrillion.""","""......There can be no doubt. That is it. ......Quadrillion.""","""......There can be no doubt. That is it. ......Quadrillion."""
,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.,Beato looked up...above the door of the chapel. There was a relief displayed over an arch. ,Beato looked up...above the door of the chapel. There was a relief displayed over an arch.,ベアトが見上げるのは、……礼拝堂の扉の上。アーチ上に掲げられている、レリーフだった。,ベアトが見上げるのは、……礼拝堂の扉の上。{n}アーチ上に掲げられている、レリーフだった。,Беато посмотрела...... на верхнюю часть двери часовни.{n}Над аркой виднелся рельеф.,Beato olhou para cima......acima da porta da capela.{n}Havia um relevo exibido sobre um arco.,贝阿朵抬头仰望的是，……礼拜堂的门的上方。{n}位于拱门之上的，浮雕。,貝阿朵抬頭仰望的是，……禮拜堂的門的上方。{n}位於拱門之上的，浮雕。,Beato guardò su... sopra la porta della cappella. C'era un rilievo mostrato sopra un arco.,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.,Beato miró arriba... por encima de la puerta de la capilla.{n}Allí había un relieve en forma de arco.,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.,Beato looked up......above the door of the chapel.{n}There was a relief displayed over an arch.
,English words were written there.,English words were written there. , English words were written there.,そこには英文が記されている。,そこには英文が記されている。,Там были написаны английские слова.,Palavras em inglês estavam escritas nele.,在那雕着英语。,在那雕著英語。,Lì c'erano scritte parole in inglese.,English words were written there.,Habían palabras en inglés escritas en él.,English words were written there.,English words were written there.,English words were written there.,English words were written there.
{f:5:Beatrice},"""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?""","""""You will be blessed only at a probability of a quadrillion to one"". ...Heheh. So, you thought that was the probability of someone solving this riddle...?"" ","""'You will be blessed only at a probability of a quadrillion to one'. ......Heheh. So, you thought that was the probability of someone solving this riddle...?""",「“お前は千兆分の一の確率でしか、祝福されない”、か。………ふふん。あの謎を解ける者が現れる確率を、そなたは、千兆という名の奇跡に見立てたのか…。」,「“お前は千兆分の一の確率でしか、祝福されない”、か。………ふふん。あの謎を解ける者が現れる確率を、そなたは、千兆という名の奇跡に見立てたのか…」,"""'Благословлён ты будешь лишь в вероятности один к квадриллиону'. ......Хе‐хех. Так вот какова, по‐твоему, вероятность того, что эту загадку разгадают?..""","""‘Você será abençoado apenas na probabilidade de um em um Quatrilião’. .........Heheh. Então, você pensou que essa era a probabilidade de alguém resolver este enigma...?""",「“你只有千兆分之一的概率，获得祝福”，么？………哼哼。汝是把出现解开此谜者的概率，比作了名为千兆的奇迹么…？」,「“你只有千兆分之一的概率，獲得祝福”，麼？………哼哼。汝是把出現解開此謎者的概率，比作了名為千兆的奇跡麼…？」,"""‘You will be blessed only at a probability of a quadrillion to one’. ‘Sarai benedetto soltanto con la probabilità di uno su un milione di miliardi’. ... Heheh. Quindi pensavi che quella fosse la probabilità che qualcuno risolvesse quest'enigma...?""","""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?""","""‘{ruby:You will be blessed only at a probability of a Quadrillion to one:Solo serás bendecido con una probabilidad de una en un cuatrillón}’... Jeje. ¿Así que pensaste que esa era la probabilidad de que alguien resolviera este acertijo?...""","""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?""","""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?""","""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?""","""‘You will be blessed only at a probability of a Quadrillion to one’. .........Heheh. So, you thought that was the probability of someone solving this riddle...?"""
,This chapel was built long ago.,This chapel was built long ago. ,This chapel was built long ago.,この礼拝堂が建てられたのは、ずいぶん昔のことだ。,この礼拝堂が建てられたのは、ずいぶん昔のことだ。,Эту часовню построили давным‐давно.,Esta capela foi construída muito tempo atrás.,这座礼拜堂，是在很久以前所建。,這座禮拜堂，是在很久以前所建。,Questa cappella fu costruita molto tempo fa.,This chapel was built long ago.,La capilla había sido construida hace mucho tiempo.,This chapel was built long ago.,This chapel was built long ago.,This chapel was built long ago.,This chapel was built long ago.
,"If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.","If there is a device like the one I imagine, ...Kinzo must have prepared that epitaph riddle many decades ago. "," If there is a device like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.",もし、妾の想像する通りの仕掛けがあるとしたら、……金蔵は、数十年の昔から、あの碑文の謎を用意していたことになる。,もし、妾の想像する通りの仕掛けがあるとしたら、……金蔵は、数十年の昔から、あの碑文の謎を用意していたことになる。,"Если здесь есть такой механизм, как я представляю...... Кинзо, должно быть, подготовил загадку эпитафии много десятилетий назад.","Se tem um mecanismo parecido com o que imaginei, ......o Kinzo deve ter preparado o enigma do epitáfio há muitas décadas atrás.",如果，那机关和妾身想象的一样，……那金藏即是从几十年前，就已经准备好了那个碑文之谜。,如果，那機關和妾身想像的一樣，……那金藏即是從幾十年前，就已經準備好了那個碑文之謎。,Se c'è un congegno come quello che immagino... Kinzo deve aver preparato questo enigma dell'epigrafe molti decenni fa.,"If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.",Si realmente tiene el mecanismo que imagino... entonces Kinzo debe haber tenido preparado ese epitafio desde hace muchas décadas.,"If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.","If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.","If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago.","If there is a mechanism like the one I imagine, ......Kinzo must have prepared that epitaph riddle many decades ago."
,He must have been planning to use it as a ritual for choosing a fitting successor all this time.,He must have been planning to use it as a ceremony for choosing a fitting successor all that time. , He must have been planning to use it as a ceremony for choosing a fitting successor all that time.,いつの日にか、自分の後を継ぐに相応しい者を選ぶ儀式に使おうと、ずっと寝かし続けていた仕掛けに違いあるまい。,いつの日にか、自分の後を継ぐに相応しい者を選ぶ儀式に使おうと、ずっと寝かし続けていた仕掛けに違いあるまい。,Он наверняка всё то время планировал использовать её как ритуал для выбора достойного преемника.,Ele deveria ter passado todo esse tempo planejando usá‐lo como ritual para escolher um sucessor adequado.,毫无疑问，这是一个，为在将来某天选出配当自己后继者之人所用的，一直留至今日的机关。,毫無疑問，這是一個，為在將來某天選出配當自己後繼者之人所用的，一直留至今日的機關。,Deve aver avuto da sempre l'idea di usarlo come cerimonia per scegliere un successore adatto.,He must have been planning to use it as a ritual for choosing a fitting successor all this time.,Es probable que estuviera planeando usarlo como ritual para elegir a un sucesor digno.,He must have been planning to use it as a ritual for choosing a fitting successor all this time.,He must have been planning to use it as a ritual for choosing a fitting successor all this time.,He must have been planning to use it as a ritual for choosing a fitting successor all this time.,He must have been planning to use it as a ritual for choosing a fitting successor all this time.
,"......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection.","...However, that ceremony is now a ceremony to open the door to the Golden Land and to my resurrection. ","......However, that ceremony is now a ceremony to open the door to the Golden Land and to my resurrection.",……もっとも、その儀式は今や、黄金郷への扉を開く、復活の儀式であるが。,……もっとも、その儀式は今や、黄金郷への扉を開く、復活の儀式であるが。,......Однако сейчас это ритуал открытия дверей в Золотую Землю и моего возрождения.,"......Mas esse ritual é agora um ritual para abrir as portas da Terra Dourada, bem como a minha ressurreição.",……不过说到底，这个仪式，现在乃是成了打开通往黄金乡的大门的，复活的仪式。,……不過說到底，這個儀式，現在乃是成了打開通往黃金鄉的大門的，復活的儀式。,"... Tuttavia, quella cerimonia è ora una cerimonia per aprire la porta della Terra Dorata e per la mia resurrezione.","......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection.","... Sin embargo, ahora se convirtió en un ritual para abrir las puertas de la Tierra Dorada y para mi resurrección.","......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection.","......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection.","......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection.","......However, that ritual is now a ritual to open the door to the Golden Land and to my resurrection."
,"When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes.","When I snapped my fingers, the ground bulged, and several snake-like dead trees sprouted up. "," When I snapped my fingers, the ground bulged, and several snake-like dead trees sprouted up.",パチリと指を鳴らすと、目の前の地面が膨れ上がり、そこから朽木が大蛇のように何本も生えてくる。,パチリと指を鳴らすと、目の前の地面が膨れ上がり、そこから朽木が大蛇のように何本も生えてくる。,"Когда я щёлкнула пальцами, земля вздулась, и выросло несколько змееподобных мёртвых деревьев.","Quando estalei meus dedos, o chão abaloou‐se e diversas árvores mortas brotaram dele, curvando‐se e torcendo‐se como cobras.",“啪”地打了个响指，眼前地面鼓起，从那长出了如大蛇般的好几条枯朽树干。,“啪”地打了個響指，眼前地面鼓起，從那長出了如大蛇般的好幾條枯朽樹幹。,"Quando schioccai le dita, la terra si gonfiò e spuntarono secchi alberi come serpenti.","When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes.","Cuando chasqueé mis dedos, el suelo se agrietó, y un montón de árboles muertos surgieron de él, retorciéndose como serpientes.","When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes.","When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes.","When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes.","When I snapped my fingers, the ground bulged, and several dead trees sprouted out of it, curving and twisting like snakes."
,"They twisted around each other to form a ladder, which leaned itself against the door.","They twisted around each other to form a ladder, which leaned itself against the door. "," They twisted around each other to form a ladder, which leaned itself against the door.",それは絡まり合い、はしごの形となって、扉に立てかかった。,それは絡まり合い、はしごの形となって、扉に立てかかった。,"Они скрутились вокруг друг друга, образовав лестницу, опирающуюся на дверь.","Elas se torceram ao redor uma da outra para formar uma escada, a qual inclinou‐se contra a porta.",它们盘绕在一起，变成了梯子，搭在了门上。,它們盤繞在一起，變成了梯子，搭在了門上。,"Si intrecciarono uno con l'altro per formare una scala, che si appoggiò contro la porta.","They twisted around each other to form a ladder, which leaned itself against the door.","Se juntaron entre ellos de modo que terminaron formando una escalera, la cual se inclinó a sí misma contra la puerta.","They twisted around each other to form a ladder, which leaned itself against the door.","They twisted around each other to form a ladder, which leaned itself against the door.","They twisted around each other to form a ladder, which leaned itself against the door.","They twisted around each other to form a ladder, which leaned itself against the door."
{f:5:Beatrice},"""If my guess is right, ......there's some sort of mechanism in that relief.""","""If my guess is right, ...there's some sort of device in that relief."" ","""If my guess is right, ......there's some sort of device in that relief.""",「妾の想像通りならば、……あのレリーフが仕掛けだ。」,「妾の想像通りならば、……あのレリーフが仕掛けだ」,"""Если моя догадка верна...... в этом рельефе есть некий механизм.""","""Se minhas suspeitas estiverem certas, ......tem algum tipo de mecanismo nesse relevo.""",「如果跟妾身想象的一样，……那么，那个浮雕便是机关。」,「如果跟妾身想像的一樣，……那麼，那個浮雕便是機關。」,"""Se la mia ipotesi è giusta... c'è qualche tipo di congegno in quel rilievo.""","""If my guess is right, ......there's some sort of mechanism in that relief.""","""Si mi suposición es correcta... debe haber algún tipo de mecanismo en ese relieve.""","""If my guess is right, ......there's some sort of mechanism in that relief.""","""If my guess is right, ......there's some sort of mechanism in that relief.""","""If my guess is right, ......there's some sort of mechanism in that relief.""","""If my guess is right, ......there's some sort of mechanism in that relief."""
,I slowly climbed the ladder.,I slowly climbed the ladder. ,I slowly climbed the ladder.,ゆっくりとはしごを上る。,ゆっくりとはしごを上る。,Я медленно поднялась по лестнице.,Eu lentamente subi a escada.,妾身慢慢地沿着梯子往上爬。,妾身慢慢地沿著梯子往上爬。,Mi arrampicai lentamente sulla scala.,I slowly climbed the ladder.,Subí la escalera con lentitud.,I slowly climbed the ladder.,I slowly climbed the ladder.,I slowly climbed the ladder.,I slowly climbed the ladder.
,"Because of the size of the door, the relief was very high up.","Because of the size of the door, the relief was very high up. "," Because of the size of the door, the relief was very high up.",扉が大きいこともあり、レリーフの位置は高かった。,扉が大きいこともあり、レリーフの位置は高かった。,Из‐за размера двери рельеф был очень высоко.,"Devido ao tamanho da porta, o relevo estava bem no alto.",也是有门很大的原因吧，浮雕的位置很高。,也是有門很大的原因吧，浮雕的位置很高。,"Per via della grandezza della porta, il rilievo era molto in alto.","Because of the size of the door, the relief was very high up.","Debido a la forma de la puerta, el relieve se encontraba bastante alto.","Because of the size of the door, the relief was very high up.","Because of the size of the door, the relief was very high up.","Because of the size of the door, the relief was very high up.","Because of the size of the door, the relief was very high up."
,"This close up, it looks much bigger than it did from the ground.","This close up, it looks much bigger than it did from the ground. "," This close up, it looks much bigger than it did from the ground.",こうして間近でレリーフを見ると、下で見るより遥かに大きく見えた。,こうして間近でレリーフを見ると、下で見るより遥かに大きく見えた。,"Вблизи он выглядел гораздо крупнее, чем с земли.","Ao me aproximar dele, o mesmo aparentou se tornar ainda maior do que quando visto do chão.",像这样近在咫尺地看下浮雕，就会发现，它比在地面上看时要大得多。,像這樣近在咫尺地看下浮雕，就會發現，它比在地面上看時要大得多。,"Da questa distanza, sembra molto più grande rispetto a quanto sembrava da terra.","This close up, it looks much bigger than it did from the ground.",De cerca se ve mucho más grande de lo que parece desde el suelo.,"This close up, it looks much bigger than it did from the ground.","This close up, it looks much bigger than it did from the ground.","This close up, it looks much bigger than it did from the ground.","This close up, it looks much bigger than it did from the ground."
