Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Battler,"""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem."" ","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""",「こらこら、聞き分けろぃ。じゃあこれでおしまいだ。ほら、俺のガラス石やるよ。」,「こらこら、聞き分けろぃ。じゃあこれでおしまいだ。ほら、俺のガラス石やるよ」,"""Эй, не игнорируй своего кузена. Ладно, закончим на этом. Вот, отдаю тебе свою стекляшку.""","""Ei, não ignore seu primo. Certo, chega por hoje. Aqui, pode ficar com as minhas gemas de vidro.""","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""",「好了好了，聽話點。那就玩到這兒吧。來，我的玻璃石給你。」,「好了好了，听话点。那就玩到这儿吧。来，我的玻璃石给你。」,"""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""","""Ehi, non ignorare tuo cugino. Ok, per ora è tutto. Ecco, ti regalo la mia gemma di vetro.""","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem.""","""Hey, don't ignore your cousin. Okay, that's all for now. Here, I'll give you my glass gem."""
Ushiromiya Maria,"""Uu-!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu-uu-uu-!!"" ","""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!""","""Uu-!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu-uu-uu-!!""",「うー！！　本当？！　ありがと戦人！！　これで一番数が多いのは真里亞だから優勝だね！　うーうーうー！！」,「うー！！　本当？！　ありがと戦人！！　これで一番数が多いのは真里亞だから優勝だね！　うーうーうー！！」,"""У‐у! Правда?! Спасибо, Баттлер! Теперь у меня больше всех, так что я победила! У‐у, у‐у, у‐у!""","""Uu!! Mesmo?! Obrigada, Battler!! Agora a Maria tem mais, por isso venci! Uu‐uu‐uu!!""","""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!""",「嗚——！！真的？！謝謝你戰人！！這樣真里亞的就最多了獲勝了！嗚——嗚——嗚——！！」,「呜——！！真的？！谢谢你战人！！这样真里亚的就最多了获胜了！呜——呜——呜——！！」,"""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!""","""Uu-!! Davvero?! Grazie, Battler!! Ora ne ho più di tutti, quindi ho vinto! {n}Uu-uu-uu-!!""","""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!""","""Uu!! Really?! Thank you, Battler!! Now, I have the most, so I win! Uu‐uu‐uu!!"""
Ushiromiya Jessica,"""Ange, are you okay?"" ","""Ange, are you okay?""","""Ange, are you okay?""",「縁寿ー、大丈夫か？」,「縁寿ー、大丈夫か？」,"""Энджи, всё хорошо?""","""Tudo bem, Ange?""","""Ange, are you okay?""",「緣壽，沒事吧？」,「缘寿，没事吧？」,"""Ange, are you okay?""","""Ange, stai bene?""","""Ange, are you okay?""","""Ange, are you okay?"""
Ushiromiya Ange,"""...Yeah."" ","""............Yeah.""","""......Yeah.""",「…………うん。」,「…………うん」,"""......Да.""","""............Sim.""","""............Yeah.""",「…………嗯。」,「…………嗯。」,"""............Yeah.""","""... Sì.""","""............Yeah.""","""............Yeah."""
Ushiromiya Battler,"""What's wrong, Ange? You look a little down."" ","""What's wrong, Ange? You look a little down.""","""What's wrong, Ange? You look a little down.""",「どうした、縁寿。少し元気ないぞ。」,「どうした、縁寿。少し元気ないぞ」,"""Что такое, Энджи? Выглядишь расстроенной.""","""Qual o problema, Ange? Parece meio pra baixo.""","""What's wrong, Ange? You look a little down.""",「怎麼了，緣壽？不太精神啊。」,「怎么了，缘寿？不太精神啊。」,"""What's wrong, Ange? You look a little down.""","""Cosa c'è, Ange? Sembri un po' giù di morale.""","""What's wrong, Ange? You look a little down.""","""What's wrong, Ange? You look a little down."""
Ushiromiya George,"""She's just tired out. Come on, let's all head back together."" ","""She's just tired out. Come on, let's all head back together.""","""She's just tired out. Come on, let's all head back together.""",「疲れたんだよ。さ、みんなで戻ろう。」,「疲れたんだよ。さ、みんなで戻ろう」,"""Просто она вымоталась. Давайте возвращаться.""","""Ela só está cansada. Anda, vamos voltar juntos.""","""She's just tired out. Come on, let's all head back together.""",「肯定是累了。來，大家回去吧。」,「肯定是累了。来，大家回去吧。」,"""She's just tired out. Come on, let's all head back together.""","""È solo stanca. Andiamo, torniamo indietro tutti insieme.""","""She's just tired out. Come on, let's all head back together.""","""She's just tired out. Come on, let's all head back together."""
,"Ange's expression probably did look tired. However, Battler alone thought he saw something else in it. ","True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it.","True, Ange's expression probably looked tired. However, Battler alone thought he saw something else in it.",確かに、縁寿の表情は、疲れたようにも見えただろう。でも戦人にだけは、少し違うものに見えた。,確かに、縁寿の表情は、疲れたようにも見えただろう。{n}でも戦人にだけは、少し違うものに見えた。,"Да, выражение Энджи выглядело усталым.{n}Но один Баттлер увидел в нём что‐то ещё.","A expressão de Ange realmente parecia de cansaço.{n}Contudo, Battler cogitou que pudesse ser algo mais.","True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it.",的確，緣壽的表情，看起來像是疲累了。{n}但是只有戰人覺得，有一些不同。,的确，缘寿的表情，看起来像是疲累了。{n}但是只有战人觉得，有一些不同。,"True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it.","Vero, forse il viso di Ange sembrava stanco. Tuttavia, solo Battler pensò che c'era qualcos'altro dietro.","True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it.","True, Ange's expression probably looked tired.{n}However, Battler alone thought he saw something else in it."
Ushiromiya Battler,"""What's wrong? Can you tell me?"" ","""What happened? Can you tell me?""","""What happened? Can you tell me?""",「何かあったのか。話してごらん。」,「何かあったのか。話してごらん」,"""Что случилось? Может, скажешь мне?""","""Aconteceu alguma coisa? Pode me dizer?""","""What happened? Can you tell me?""",「到底怎麼了？說說看吧。」,「到底怎么了？说说看吧。」,"""What happened? Can you tell me?""","""Cosa è successo? Puoi dirmelo?""","""What happened? Can you tell me?""","""What happened? Can you tell me?"""
Ushiromiya Ange,"""...It's nothing."" ","""............It's nothing.""","""......It's nothing.""",「…………何でもない。」,「…………何でもない」,"""......Ничего.""","""............Não é nada.""","""............It's nothing.""",「…………沒什麼。」,「…………没什么。」,"""............It's nothing.""","""... Non è nulla.""","""............It's nothing.""","""............It's nothing."""
,"She said that, but something in her expression showed that she was unsatisfied for some reason. ","She said that, but something in her expression showed that she was unsatisfied for some reason.","She said those words, but something in her expression showed that she was unsatisfied for some reason.",口ではそう言うが、何か納得がいかないと表情が物語っているように見えた。,口ではそう言うが、何か納得がいかないと表情が物語っているように見えた。,"Несмотря на её слова, что‐то в её выражении давало понять, что она почему‐то недовольна.","Ela disse isso, mas algo em sua expressão demonstrava que ela não estava satisfeita com algo.","She said that, but something in her expression showed that she was unsatisfied for some reason.",嘴上雖然這麼說，但表情上看起來還是對什麼有些不滿。,嘴上虽然这么说，但表情上看起来还是对什么有些不满。,"She said that, but something in her expression showed that she was unsatisfied for some reason.","Disse quelle parole, ma qualcosa nella sua espressione dimostrava che per qualche motivo era insoddisfatta.","She said that, but something in her expression showed that she was unsatisfied for some reason.","She said that, but something in her expression showed that she was unsatisfied for some reason."
,"Since Ange didn't say what it was, and Battler couldn't think of anything, he was unable to guess any more. ","However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out."," Since Ange didn't say what it was, and Battler couldn't think of anything, he was unable to guess any more.",縁寿がそれを口にせず、戦人にそれが思い当たらない以上、彼にそれ以上を察することは出来ない。,縁寿がそれを口にせず、戦人にそれが思い当たらない以上、彼にそれ以上を察することは出来ない。,"Энджи не сказала, в чём дело, а Баттлер не понимал и не мог предположить.","Contudo, como Ange não dizia o que era, Battler não conseguiu pensar em nada; esse era o limite do que ele conseguia adivinhar.","However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out.",不過緣壽不說，戰人也沒有想到的情況下，他也沒法再察覺到什麼。,不过缘寿不说，战人也没有想到的情况下，他也没法再察觉到什么。,"However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out.","Poiché Ange non diceva cosa avesse, e Battler non riusciva a pensare a nulla, era incapace di immaginarselo.","However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out.","However, since Ange wouldn't say what it was, and Battler couldn't think of anything, that was the limit of what he could figure out."
,"So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready... ","So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready..."," So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready...",だから、その小さい手をそっと握って、いつでも話していいよと、無言で伝えることにするのだった…。,だから、その小さい手をそっと握って、いつでも話していいよと、無言で伝えることにするのだった…。,"Он сжал её руку, молча давая ей понять, что она может сказать ему в любое время, когда будет готова...","Por isso, ele apertou sua mãozinha, silenciosamente deixando que ela soubesse que poderia contar a ele quando estivesse pronta...","So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready...",所以，他握住緣壽的小手，小聲告訴她，什麼時候想說了再說吧…。,所以，他握住缘寿的小手，小声告诉她，什么时候想说了再说吧…。,"So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready...","Perciò, strinse la sua piccola mano, facendole sapere silenziosamente che poteva dirglielo una volta pronta...","So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready...","So, he squeezed her small hand, silently letting her know that she could tell him whenever she was ready..."
,"Even though it had seemed like such a bright, sunny day a second ago... ","It had seemed such a bright, sunny day until a short while ago..."," Even though it had seemed such a bright, sunny day until a short while ago...",さっきまではあんなにも暖かな陽気の一日だと思っていたのに。,さっきまではあんなにも暖かな陽気の一日だと思っていたのに。,Хотя ещё недавно этот день казался таким ярким и солнечным...,"Até pouco tempo atrás, estava um brilhante dia de sol...","It had seemed such a bright, sunny day until a short while ago...",直到剛才還讓人覺得，“這是多麼溫暖的陽光明媚的一天”。,直到刚才还让人觉得，“这是多么温暖的阳光明媚的一天”。,"It had seemed such a bright, sunny day until a short while ago...",Sebbene fino a poco fa fosse sembrato un giorno chiaro e soleggiato...,"It had seemed such a bright, sunny day until a short while ago...","It had seemed such a bright, sunny day until a short while ago..."
,"The sky turned gray, and the winds started to feel more annoying than pleasant. ","However, the sky had turned gray, and the wind had started to feel more annoying than pleasant."," The sky turned gray, and the winds started to feel more annoying than pleasant.",空の色は鈍くなり、風も心地良さより意地悪さを感じさせるようになっていた。,空の色は鈍くなり、風も心地良さより意地悪さを感じさせるようになっていた。,"Небо посерело, а ветер начал больше раздражать, чем освежать.","Entretanto, o céu começou a ficar cinza e o vento deixou de ser agradável e se tornou um incômodo.","However, the sky had turned gray, and the wind had started to feel more annoying than pleasant.",現在忽然天色就暗了下來，風也刮得有些強了。,现在忽然天色就暗了下来，风也刮得有些强了。,"However, the sky had turned gray, and the wind had started to feel more annoying than pleasant.","Il cielo si ingrigì, e i venti iniziarono a farsi fastidiosi piuttosto che gradevoli.","However, the sky had turned gray, and the wind had started to feel more annoying than pleasant.","However, the sky had turned gray, and the wind had started to feel more annoying than pleasant."
,"If they waited around, they would probably see scattered raindrops as well soon. ","If they waited around, they might have to deal with scattered raindrops as well."," If they waited around, they might have to deal with scattered raindrops as well.",ぼやぼやしていれば、その内、雨粒さえ混じり出すかもしれない。,ぼやぼやしていれば、その内、雨粒さえ混じり出すかもしれない。,Вскоре они могут попасть и под рассеянные дождевые капли.,"Se demorassem muito, eles teriam que lidar com algumas gotas de chuva também.","If they waited around, they might have to deal with scattered raindrops as well.",再呆下去的話，肯定不久，連雨滴都會落下來呢。,再呆下去的话，肯定不久，连雨滴都会落下来呢。,"If they waited around, they might have to deal with scattered raindrops as well.","Se continuassero ad aspettare, potrebbero dover fare i conti con gocce di pioggia sparse.","If they waited around, they might have to deal with scattered raindrops as well.","If they waited around, they might have to deal with scattered raindrops as well."
Ushiromiya Jessica,"""I guess it'll be raining the whole time from now on. What a pain."" ","""And I guess it'll be raining the whole time from now on. What a drag.""","""And I guess it'll be raining the whole time from now on. What a drag.""",「これで、あとはずーっと大雨ってわけか。何だかゲンナリするぜ。」,「これで、あとはずーっと大雨ってわけか。何だかゲンナリするぜ」,"""Наверняка теперь дождь будет лить не переставая. Вот скука.""","""Acho que vai ficar chovendo o tempo todo agora. Que saco.""","""And I guess it'll be raining the whole time from now on. What a drag.""",「看起來，過會兒會有場大雨啊。真讓人不爽嘞。」,「看起来，过会儿会有场大雨啊。真让人不爽嘞。」,"""And I guess it'll be raining the whole time from now on. What a drag.""","""E credo che d'ora in poi pioverà tutto il tempo. Che palle.""","""And I guess it'll be raining the whole time from now on. What a drag.""","""And I guess it'll be raining the whole time from now on. What a drag."""
Ushiromiya George,"""Still, even though it didn't last long, it was fun to be a kid again."" ","""Still, even though it didn't last long, it was fun to be a kid again for a while.""","""Still, even though it didn't last long, it was fun to be a kid again for a while.""",「でも、短い時間だったけど、童心に戻れて楽しかったよ。」,「でも、短い時間だったけど、童心に戻れて楽しかったよ」,"""Но было весело снова побыть ребёнком, пусть даже недолго.""","""Apesar disso, embora não tenha durado muito, foi divertido voltar a ser criança por um momento.""","""Still, even though it didn't last long, it was fun to be a kid again for a while.""",「不過，雖然時間不長，找回童心還是挺快樂的。」,「不过，虽然时间不长，找回童心还是挺快乐的。」,"""Still, even though it didn't last long, it was fun to be a kid again for a while.""","""Però, anche se non è durato a lungo, è stato divertente essere nuovamente dei bambini per un po'.""","""Still, even though it didn't last long, it was fun to be a kid again for a while.""","""Still, even though it didn't last long, it was fun to be a kid again for a while."""
Ushiromiya Maria,"""I can't wait to show Mama this glass gem! I'm gonna tell her I won!"" ","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""",「このガラス石、早くママに見せてあげるの！　真里亞が優勝したってママに教えるの！」,「このガラス石、早くママに見せてあげるの！　真里亞が優勝したってママに教えるの！」,"""Не терпится показать маме эту стекляшку! Я скажу ей, что победила!""","""Mal posso esperar para mostrar esta gema à mamãe! Vou contar que a Maria venceu!""","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""",「真想早點給媽媽看這些玻璃石！告訴媽媽是真里亞獲勝了！」,「真想早点给妈妈看这些玻璃石！告诉妈妈是真里亚获胜了！」,"""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""","""Non vedo l'ora di mostrare a Mamma questa gemma di vetro! {n}Le dirò che ho vinto!""","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!""","""I can't wait to show Mama this glass gem! I'm gonna tell her I won!"""
Ushiromiya Battler,"""Ihihi. Even though you only won 'cause I gave you mine."" ","""Ihihi. Even though you only won 'cause I gave you mine.""","""Ihihi. Even though you only won 'cause I gave you mine.""",「いっひっひ。俺が見つけたヤツを譲ったんだけどなー。」,「いっひっひ。俺が見つけたヤツを譲ったんだけどなー」,"""Ихи‐хи. Хотя ты победила только потому, что я отдал тебе свою.""","""Ihihi. Mesmo que só tenha vencido porque eu te dei as minhas.""","""Ihihi. Even though you only won 'cause I gave you mine.""",「嘻嘻嘻。不過是靠我把自己找到的讓給你才贏的——。」,「嘻嘻嘻。不过是靠我把自己找到的让给你才赢的——。」,"""Ihihi. Even though you only won 'cause I gave you mine.""","""Ihihi. Anche se hai vinto solo perché ti ho dato la mia.""","""Ihihi. Even though you only won 'cause I gave you mine.""","""Ihihi. Even though you only won 'cause I gave you mine."""
Ushiromiya Maria,"""Uu-! I got it, so it's mine! So I won! Uu-uu-uu-!!"" ","""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!""","""Uu-! I got it, so it's mine! So I won! Uu-uu-uu-!!""",「うー！　真里亞がもらったから、真里亞のものなの！　だから真里亞が優勝なの！　うーうーうー！！」,「うー！　真里亞がもらったから、真里亞のものなの！　だから真里亞が優勝なの！　うーうーうー！！」,"""У‐у! Она у меня, а значит, моя! Поэтому я победила! У‐у, у‐у, у‐у!""","""Uu! Se a Maria ganhou, então é da Maria! Por isso, a Maria venceu! Uu‐uu‐uu!!""","""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!""",「嗚——！真里亞拿到了，就已經是真里亞的東西了！所以是真里亞獲勝！嗚——嗚——嗚——！！」,「呜——！真里亚拿到了，就已经是真里亚的东西了！所以是真里亚获胜！呜——呜——呜——！！」,"""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!""","""Uu-! Ce l'ho io, quindi è mia! Perciò ho vinto! Uu-uu-uu-!!""","""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!""","""Uu! I got it, so it's mine! So I won! Uu‐uu‐uu!!"""
,"Ange walked distractedly, pulled along by her brother. ","Ange walked distractedly, pulled along by her brother.","Ange walked distractedly, pulled along by her brother.",縁寿は、兄に手を引かれながら、ぼんやりと歩いている。,縁寿は、兄に手を引かれながら、ぼんやりと歩いている。,"Энджи шла рассеянно, волочась за братом.","Ange caminhou distraída, puxada pelo seu irmão.","Ange walked distractedly, pulled along by her brother.",緣壽被哥哥牽著手，呆呆地走著。,缘寿被哥哥牵着手，呆呆地走着。,"Ange walked distractedly, pulled along by her brother.","Ange camminava in modo distratto, strattonata da suo Fratello.","Ange walked distractedly, pulled along by her brother.","Ange walked distractedly, pulled along by her brother."
