Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Kyrie,"""And the remaining six lines make up the part after the Golden Land has been reached.""",And the remaining six lines make up the part after the Golden Land has been reached. , And the remaining six lines make up the part after the Golden Land has been reached.,そして残りの６行は、黄金郷に辿り着いてからの部分ね。,「そして残りの６行は、黄金郷に辿り着いてからの部分ね」,"""А оставшиеся шесть строчек составляют часть, описывающую, что происходит после достижения Золотой Земли.""","""E as seis linhas restantes formam a parte depois da Terra Dourada ter sido alcançada.""",「然后，剩下的六行是，到达黄金乡之后的部分。」,「然後，剩下的六行是，到達黃金鄉之後的部分。」,E le rimanenti sei frasi costituiscono la parte dopo che è stata raggiunta la Terra Dorata.,"""And the remaining six lines make up the part after the Golden Land has been reached.""","""Y las seis líneas restantes forman la parte tras haber alcanzado la Tierra Dorada.""","""ﺃﻣَّﺎ ﺍﻷﺳﻄﺮ ﺍﻟﺴﺘﺔ ﺍﻟﻤﺘﺒﻘﻴَّﺔ ﻓﻬﻲ ﺍﻟﺠﺰﺀ ﺍﻟﺬﻱ ﻳَﺼِﻒ ﻣﺎ ﻳﺤﺪﺙ ﺑﻌﺪ ﺑﻠﻮﻍ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ.""","""And the remaining six lines make up the part after the Golden Land has been reached.""","""And the remaining six lines make up the part after the Golden Land has been reached.""","""And the remaining six lines make up the part after the Golden Land has been reached."""
Ushiromiya Natsuhi,"""I see. The key, the Golden Land, and the Golden Land's {loghint:takara:treasure}; it can be divided into these three parts.""","""I see. It can be divided into three parts about the key, the Golden Land, and the Golden Land's treasure."" ","""I see. It can be divided into three parts about the key, the Golden Land, and the Golden Land's treasure.""",「そうですね。鍵と、黄金郷。そして黄金郷の宝の話の３つに区分けできますね。」,「そうですね。鍵と、黄金郷。そして黄金郷の宝の話の３つに区分けできますね」,"""Понятно. Эпитафию можно разделить на три части: о ключе, Золотой Земле и {loghint:takara:сокровищах} Золотой Земли.""","""Entendo. A chave, a Terra Dourada e o {loghint:takara:tesouro} da Terra Dourada; ele pode ser dividido nessas três partes.""",「是呢。可以将碑文划分成钥匙、黄金乡、以及黄金乡的宝物，这三部分呢。」,「是呢。可以將碑文劃分成鑰匙、黃金鄉、以及黃金鄉的寶物，這三部分呢。」,"""Capisco. Può essere diviso in tre parti sulla chiave, sulla Terra Dorata, e sul suo tesoro.""","""I see. The key, the Golden Land, and the Golden Land's {loghint:takara:treasure}; it can be divided into these three parts.""","""Ya veo. Puede ser dividido en tres: La llave, la Tierra Dorada, y los {loghint:takara:tesoros} de la Tierra Dorada.""","""ﻓﻬﻤﺖ. ﻳﻤﻜِﻦ ﺗﻘﺴﻴﻤﻬﺎ ﺇﻟﻰ ﺟﺰﺀٍ ﻋﻦ ﺍﻟﻤﻔﺘﺎﺡ، ﻭﺟﺰﺀٍ ﻋﻦ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ، ﻭﺟﺰﺀٍ ﻋﻦ ﻛﻨﺰ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ.""","""I see. The key, the Golden Land, and the Golden Land's {loghint:takara:treasure}; it can be divided into these three parts.""","""I see. The key, the Golden Land, and the Golden Land's {loghint:takara:treasure}; it can be divided into these three parts.""","""I see. The key, the Golden Land, and the Golden Land's {loghint:takara:treasure}; it can be divided into these three parts."""
Ushiromiya Krauss,"""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure.""","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure."" ","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure.""",「その程度なら、我々だって把握しているさ。鍵と扉、そして宝を示す３つの区分だ。」,「その程度なら、我々だって把握しているさ。鍵と扉、そして宝を示す３つの区分だ」,"""Даже нам удалось столько ухватить. Три раздела о ключе, двери и сокровище.""","""Até nós fomos capazes de compreender esse tanto. As três seções se referem à chave, à porta e ao tesouro.""",「这种程度的话，即便是我们也都心知肚明。一分为三地表示钥匙、门、还有宝物。」,「這種程度的話，即便是我們也都心知肚明。一分為三地表示鑰匙、門、還有寶物。」,"""Anche noi eravamo arrivati ad una cosa del genere. Le tre sezioni che si riferiscono alla chiave, alla porta, e al tesoro.""","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure.""","""Incluso nosotros hemos sido capaces de llegar hasta ahí. Las secciones se refieren a la llave, la puerta, y al tesoro.""","""ﻧﺤﻦُ ﺃﻳﻀًﺎ ﻻ ﻳﺨﻔﻰ ﻋﻠﻴﻨﺎ ﺫﻟﻚ. ﺍﻷﻗﺴﺎﻡ ﺍﻟﺜﻼﺛﺔ ﻣِﻦ ﺍﻷﺣﺠﻴﺔ ﺍﻟﺘﻲ ﺗﺮﺷﺪ ﺇﻟﻰ ﺍﻟﻤﻔﺘﺎﺡ ﺛﻢَّ ﺍﻟﺒﺎﺏ ﺛﻢَّ ﺍﻟﻜﻨﺰ.""","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure.""","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure.""","""Even we have been able to grasp that much. The three sections that refer to the key, the door, and the treasure."""
Ushiromiya Eva,"""...Nii‐san, don't butt in any more than you have to! Let Kyrie‐san speak her ideas freely.""","""...Nii-san, don't butt in any more than you have to! Let Kyrie-san speak her ideas freely."" ","""...Nii-san, don't butt in any more than you have to! Let Kyrie-san speak her ideas freely.""",「…兄さん、余計な口を挟まないで！　霧江さんに自由な発想で発言してもらうのよ。」,「…兄さん、余計な口を挟まないで！　霧江さんに自由な発想で発言してもらうのよ」,"""...Нии‐сан, не встревай больше, чем того необходимо! Позволь Кирие‐сан свободно высказывать её мысли.""","""...Nii‐san, não se intrometa mais do que deve! Deixe a Kyrie‐san expor suas ideias livremente.""",「…哥，别多嘴！让雾江妹妹以自由的想法来发言。」,「…哥，別多嘴！讓霧江妹妹以自由的想法來發言。」,"""... Nii-san, non intrometterti più di quanto devi! Lascia dire a Kyrie-san le sue idee liberamente.""","""...Nii‐san, don't butt in any more than you have to! Let Kyrie‐san speak her ideas freely.""","""... ¡Nii-san, no te metas más de lo necesario! Deja que Kyrie-san diga sus ideas con libertad.""","""...ﻻ ﺗﺘﺪﺧﻞ ﺩﻭﻥ ﺣﺎﺟﺔ ﻳﺎ ﺃﺧﻲ! ﺩَﻉ ﻛﻴﺮﻳﻲ-ﺳﺎﻥ ﺗﻌﺒِّﺮ ﻋﻦ ﺃﻓﻜﺎﺭﻫﺎ ﺑﺤﺮﻳﺔ.""","""...Nii‐san, don't butt in any more than you have to! Let Kyrie‐san speak her ideas freely.""","""...Nii‐san, don't butt in any more than you have to! Let Kyrie‐san speak her ideas freely.""","""...Nii‐san, don't butt in any more than you have to! Let Kyrie‐san speak her ideas freely."""
Ushiromiya Rudolf,"""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?""","""Kyrie, please continue. ...We see it the same way you do so far. So then?"" ","""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?""",「霧江。続けてくれ。……俺たちもそれについては同じ認識だ。それで？」,「霧江。続けてくれ。……俺たちもそれについては同じ認識だ。それで？」,"""Кирие. Прошу, продолжай. ......Мы разделяем твоё мнение касательно того, что ты только что сказала. И что дальше?""","""Kyrie. Por favor, continue. ......Reconhecemos a mesma coisa quanto ao que você disse. E então?""",「雾江。请继续。……我们对此抱有相同的认识。然后呢？」,「霧江。請繼續。……我們對此抱有相同的認識。然後呢？」,"""Kyrie. Continua per favore. ... Riconosciamo anche noi la stessa cosa per quanto riguarda ciò che hai detto. Quindi?""","""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?""","""Kyrie. Por favor, continúa... Reconocemos lo mismo en relación a lo que has dicho. Así que, ¿qué viene después?""","""ﻛﻴﺮﻳﻲ. ﺗﺎﺑﻌﻲ ﻣِﻦ ﻓﻀﻠﻚِ. ......ﻧﺤﻦُ ﺃﻳﻀًﺎ ﺗﻮﺻَّﻠﻨﺎ ﻟﻬﺬﺍ ﺍﻟﺘﺤﻠﻴﻞ، ﻓﻤﺎﺫﺍ ﺑﻌﺪ؟""","""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?""","""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?""","""Kyrie. Please continue. ......We recognize the same thing regarding what you said. So then?"""
Ushiromiya Kyrie,"""......I wonder what that thing in the beginning, the ""{loghint:natsukashiki:beloved} {loghint:kokyou:home of old}"", means. Thinking about it normally, would it refer to Grandfather's home?""","""...I wonder about the meaning of that thing in the beginning, the ""beloved hometown"". Normally, that would refer to where Grandfather lived, right? ","""......I wonder what that thing in the beginning, the 'beloved hometown', means. Thinking about it normally, would it refer to Grandfather's hometown?",「……最初に出てくる“懐かしき故郷”というのはどういう意味なのかしら。普通に考えたら、お祖父さまの故郷を指すのかしら？,「……最初に出てくる“懐かしき故郷”というのはどういう意味なのかしら。普通に考えたら、お父さまの故郷を指すのかしら？」,"""......Я всё гадаю, что заключено в словосочетании 'Через {loghint:kokyou:край родной мой}, {loghint:natsukashiki:отрада} моя'. Первое, что приходит в голову, это родной город отца, не так ли?""","""......Me pergunto o que aquela coisa no início, a ""{loghint:natsukashiki:amada} {loghint:kokyou:cidade passada}"", significa. Pensando nisso normalmente, não pode ser uma referência ao lar do vovô?""",「……一开始出现的“令人怀念的故乡”，会是什么意思呢？一般来说，这会不会指的是爸的故乡？」,「……一開始出現的“令人懷念的故鄉”，會是什麼意思呢？一般來說，這會不會指的是爸的故鄉？」,"""... Mi chiedo cosa significhi questo all'inizio, la ‘amata terra natia’. Pensandoci normalmente, si dovrebbe riferire alla terra natale del Nonno?","""......I wonder what that thing in the beginning, the ""{loghint:natsukashiki:beloved} {loghint:kokyou:home of old}"", means. Thinking about it normally, would it refer to Grandfather's home?""","""... Me pregunto qué significa esa cosa al principio, eso del ""añorado pueblo natal"". Pensándolo con normalidad, ¿no se referirá al pueblo natal de padre?""","""......ﺃﺗﺴﺎﺀﻝ ﻋﻦ ﺍﻟﻤﻘﺼﻮﺩ ﺑﻬﺬﺍ ﺍﻟﻤﺼﻄﻠﺢ ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ: ""ﻣﺴﻘﻂ ﺍﻟﺮﺃﺱ ﺍﻷﺛﻴﺮ"". ﺃﻟﻴﺲ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻧَّﻪ ﻳﺸﻴﺮ ﺇﻟﻰ ﻣﺴﻘﻂ ﺭﺃﺱ ﺍﻟﺠﺪ؟""","""......I wonder what that thing in the beginning, the ""{loghint:natsukashiki:beloved} {loghint:kokyou:home of old}"", means. Thinking about it normally, would it refer to Grandfather's home?""","""......I wonder what that thing in the beginning, the ""{loghint:natsukashiki:beloved} {loghint:kokyou:home of old}"", means. Thinking about it normally, would it refer to Grandfather's home?""","""......I wonder what that thing in the beginning, the ""{loghint:natsukashiki:beloved} {loghint:kokyou:home of old}"", means. Thinking about it normally, would it refer to Grandfather's home?"""
Ushiromiya Kyrie,"""Since he explicitly mentioned that it's {loghint:natsukashiki:beloved}, I can imagine that it's a home he thought about very deeply. ......Didn't Father come from Odawara?""","Since Father went to all the trouble of telling us that it's beloved, we can imagine that it's a hometown he had strong feelings for. ...Did Father come from Odawara?"" "," Since he went to all the trouble of telling us that it's beloved, I can imagine that it's a hometown he thought about very deeply. ......Didn't Father come from Odawara?""",　懐かしきとわざわざ断るところを見ると、とても思い入れのある故郷のように思えるわね。……お父さんは小田原の出身だったかしら？」,「懐かしきとわざわざ断るところを見ると、とても思い入れのある故郷のように思えるわね。……お父さんは小田原の出身だったかしら？」,"""Раз он постарался привлечь наше внимание к тому, что он его {loghint:natsukashiki:отрада}, то считаю, это родной город, о котором он думает очень тепло. ......Он же из Одавара?""","""Como ele mencionou explicitamente como sendo a {loghint:natsukashiki:amada}, posso imaginar que é um lar no qual ele detinha de profundos sentimentos. ......O pai não veio de Odawara?""",「从特意用“令人怀念的”这个词来看，感觉对这故乡很有感情呢。……爸是不是小田原出身？」,「從特意用“令人懷念的”這個詞來看，感覺對這故鄉很有感情呢。……爸是不是小田原出身？」,"Dato che si è preso la briga di dirci che è quella amata, posso immaginare che sia una terra natale a cui pensa molto profondamente. ... Nostro Padre non proviene da Odawara?""","""Since he explicitly mentioned that it's {loghint:natsukashiki:beloved}, I can imagine that it's a home he thought about very deeply. ......Didn't Father come from Odawara?""","""Como se tomó la molestia de decirnos que es {loghint:natsukashiki:añorado}, puedo imaginar que es un pueblo natal sobre el que pensaba profundamente... ¿padre no era de Odawara?""","""ﻣﺎ ﺩﺍﻡ ﺗﻜﻠَّﻒ ﻋﻨﺎﺀ ﻭﺻﻔﻪ ﻟﻨﺎ ﺑـ""ﺍﻷﺛﻴﺮ""، ﻓﻼ ﺑﺪَّ ﺃﻥ ﻳﻜﻮﻥ ﻣﻜﺎﻧًﺎ ﻳﺤﻤﻞ ﻋﻨﺪﻩ ﻣﻌﺰﺓً ﺧﺎﺻَّﺔ، ......ﺃﻟﻴﺲ ﺃﺑﻮﻧﺎ ﻣِﻦ ﻣﻮﺍﻟﻴﺪ ﻣﺪﻳﻨﺔ ﺃﻭﺩﺍﻭﺍﺭﺍ؟""","""Since he explicitly mentioned that it's {loghint:natsukashiki:beloved}, I can imagine that it's a home he thought about very deeply. ......Didn't Father come from Odawara?""","""Since he explicitly mentioned that it's {loghint:natsukashiki:beloved}, I can imagine that it's a home he thought about very deeply. ......Didn't Father come from Odawara?""","""Since he explicitly mentioned that it's {loghint:natsukashiki:beloved}, I can imagine that it's a home he thought about very deeply. ......Didn't Father come from Odawara?"""
Ushiromiya Eva,""".........Odawara is definitely where he was born, but I don't think this home Father loved was Odawara. I believe all of us siblings are thinking of the same place.""","""......Odawara is definitely where he was born, but I don't think that's the hometown he loved. I imagine all of us siblings have the same place in mind."" ","""............Odawara is definitely where he was born, but I don't think this hometown Father loved was Odawara. I believe all of us siblings are thinking of the same place.""",「………生まれは確かに小田原だけど、お父様が懐かしむ故郷は、多分、小田原のことじゃないわ。それについては、多分、兄弟たちは全員、同じ場所で認識してるわね。」,「………生まれは確かに小田原だけど、お父様が懐かしむ故郷は、多分、小田原のことじゃないわ。それについては、多分、兄弟たちは全員、同じ場所で認識してるわね」,"""............Да, он действительно родился в Одавара, но не думаю, что любимым городом отца была Одавара. Полагаю, все мы, братья и сёстры, думали об этом месте.""",""".........Odawara definitivamente é onde ele nasceu, mas eu não acho que este lar que o pai amava seja Odawara. Acredito que todos nós irmãos estejamos pensando no mesmo lugar.""",「………虽然爸确实是在小田原出生的，但爸会怀念的故乡，大概不是小田原。关于这点，我想，四兄妹都认为是同一个地点哦。」,「………雖然爸確實是在小田原出生的，但爸會懷念的故鄉，大概不是小田原。關於這點，我想，四兄妹都認為是同一個地點哦。」,"""... Odawara è di sicuro dove è nato, ma non credo che la ‘terra natia’ che lui ami sia Odawara. Credo che tutti noi fratelli stiamo pensando allo stesso posto.""",""".........Odawara is definitely where he was born, but I don't think this home Father loved was Odawara. I believe all of us siblings are thinking of the same place.""","""... Odawara es definitivamente donde nació, pero no creo que este añorado pueblo natal sea Odawara. Creo que todos los hermanos estamos pensando en el mismo lugar.""",""".........ﺻﺤﻴﺢٌ ﺃﻧَّﻪ ﻭُﻟِﺪ ﻓﻲ ﺃﻭﺩﺍﻭﺍﺭﺍ، ﻟﻜﻨِّﻲ ﻻ ﺃﻇﻦ ﺃﻧَّﻬﺎ ﻣﺴﻘﻂ ﺍﻟﺮﺃﺱ ﺍﻟﺬﻱ ﻳﺤﺒُّﻪ. ﻭﺃﻇﻨُّﻨﺎ ﺟﻤﻴﻌًﺎ ﻧﺤﻦُ ﺍﻹﺧﻮﺓ ﻧﺘﻔﻖ ﻋﻠﻰ ﻧﻔﺲ ﺍﻟﻤﻜﺎﻥ.""",""".........Odawara is definitely where he was born, but I don't think this home Father loved was Odawara. I believe all of us siblings are thinking of the same place.""",""".........Odawara is definitely where he was born, but I don't think this home Father loved was Odawara. I believe all of us siblings are thinking of the same place.""",""".........Odawara is definitely where he was born, but I don't think this home Father loved was Odawara. I believe all of us siblings are thinking of the same place."""
Ushiromiya Rosa,"""...Yes. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth.""","""...Right. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth."" ","""...Right. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth.""",「…そうね。多分、小田原じゃないわね。聞いた話では、とても楽しい少年時代だったそうよ。」,「…そうね。多分、小田原じゃないわね。聞いた話では、とても楽しい少年時代だったそうよ」,"""...Да. Это наверняка не Одавара. Из того, что мне доводилось слышать, у него была радостная юность.""","""...Sim. Esta provavelmente não é Odawara. Pelo que ouvi, ele se divertiu muito quando era jovem.""",「…是呢。应该不是小田原。据我听说，爸有个非常快乐的少年时代呢。」,「…是呢。應該不是小田原。據我聽說，爸有個非常快樂的少年時代呢。」,"""... Già. Probabilmente non è Odawara. Da quello che ho sentito, ha avuto dei momenti davvero divertenti da giovane.""","""...Yes. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth.""","""... Sí. Probablemente no sea Odawara. Por lo que he oído, se divertía mucho cuando era joven.""","""...ﻧﻌﻢ.  ﻋﻠﻰ ﺍﻷﺭﺟﺢ ﻟﻴﺲ ﺃﻭﺩﺍﻭﺍﺭﺍ. ﻫﻨﺎﻙ ﻣﻜﺎﻥٌ ﺁﺧﺮ ﻗﻀﻰ ﻓﻴﻪ ﺃﺑﻲ ﻃﻔﻮﻟﺔً ﺳﻌﻴﺪﺓ ﺣﺴﺐ ﻣﺎ ﺳﻤﻌﺖ.""","""...Yes. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth.""","""...Yes. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth.""","""...Yes. This probably isn't Odawara. From what I've heard, he had a very fun time as a youth."""
Ushiromiya Rudolf,"""Hahhaha. ...Dad's greatest misfortune in his life was probably being made the Ushiromiya family head.""","""Hahhaha. ...Being made the Ushiromiya Family Head was probably Dad's greatest bit of misfortune in life."" ","""Hahhaha. ...Father's greatest misfortune in his life was probably being made the Ushiromiya family head.""",「はっはは。…親父の人生で最大の不幸は多分、右代宮家の当主にさせられたことだろうよ。」,「はっはは。…親父の人生で最大の不幸は多分、右代宮家の当主にさせられたことだろうよ」,"""Ха‐ха‐ха‐ха. ...Величайшим несчастьем отца наверняка стало его становление главой семьи Уширомия.""","""Hahhaha. ...O maior azar do pai em sua vida provavelmente foi ter sido escolhido como o chefe da família Ushiromiya.""",「哈、哈哈。…老爸人生中最大的不幸，大概就是被迫当上右代宫家当主吧。」,「哈、哈哈。…老爸人生中最大的不幸，大概就是被迫當上右代宮家當主吧。」,"""Hahhaha. ... La più grande sventura di nostro Padre in vita sua fu probabilmente quello di essere eletto capofamiglia degli Ushiromiya.""","""Hahhaha. ...Dad's greatest misfortune in his life was probably being made the Ushiromiya family head.""","""Jajaja... La mayor desgracia de la vida de papá probablemente fue haber sido nombrado líder de la familia Ushiromiya.""","""ﻫﺎﻫﺎﻫﺎﻫﺎ. ...ﻻ ﺑﺪَّ ﻭﺃﻥَّ ﺃﺑﻲ ﻳﻌﺘﺒﺮ ﺍﺧﺘﻴﺎﺭﻩ ﻋﻠﻰ ﺭﺃﺱ ﺍﻟﻌﺎﺋﻠﺔ ﺃﻛﺒﺮ ﺳﻮﺀ ﺣﻆ ﻓﻲ ﺣﻴﺎﺗﻪ.""","""Hahhaha. ...Dad's greatest misfortune in his life was probably being made the Ushiromiya family head.""","""Hahhaha. ...Dad's greatest misfortune in his life was probably being made the Ushiromiya family head.""","""Hahhaha. ...Dad's greatest misfortune in his life was probably being made the Ushiromiya family head."""
Ushiromiya Krauss,"""......Probably. Father really hadn't wanted to become the Ushiromiya family head.""","""...Probably. Father didn't actually want to become the Head."" ","""......Probably. Father really hadn't wanted to become the Ushiromiya family head.""",「……恐らくな。親父殿は右代宮家の当主になど、本当はなりたくなかったのだ。」,「……恐らくな。親父殿は右代宮家の当主になど、本当はなりたくなかったのだ」,"""......Это да. Отец очень не хотел им становиться.""","""......Provavelmente. O pai realmente não queria se tornar o chefe da família Ushiromiya.""",「……恐怕是呢。父亲大人其实根本没有想过要当右代宫家的当主。」,「……恐怕是呢。父親大人其實根本沒有想過要當右代宮家的當主。」,"""... Probabilmente. Lui non lo voleva davvero diventare.""","""......Probably. Father really hadn't wanted to become the Ushiromiya family head.""","""... Probablemente. Padre realmente no quería convertirse en el líder de la familia Ushiromiya.""","""......ﻋﻠﻰ ﺍﻷﺭﺟﺢ. ﻻ ﺃﻇﻦُّ ﺃﻥَّ ﻭﺍﻟﺪﻱ ﻛﺎﻥ ﻳﺮﻳﺪُ ﺃﻥ ﻳﺘﻘﻠَّﺪ ﺍﻟﺮﺋﺎﺳﺔ.""","""......Probably. Father really hadn't wanted to become the Ushiromiya family head.""","""......Probably. Father really hadn't wanted to become the Ushiromiya family head.""","""......Probably. Father really hadn't wanted to become the Ushiromiya family head."""
Ushiromiya Kyrie,"""So where is it? And is there a {loghint:kawa:river} where {loghint:ayu:sweetfish} swim?""","""So where is this place? Is there a river there where sweetfish swim?"" ","""So where is it? And is there a river where sweetfish swim?""",「それはどこなのかしら？　そしてそこに鮎の泳ぐ川は？」,「それはどこなのかしら？　そしてそこに鮎の泳ぐ川は？」,"""Итак, где же этот город? А также где находится {loghint:kawa:река}, в которой плавает айю?""","""Então, onde é? E lá tem um {loghint:kawa:rio} onde os ayus nadam?""",「那是在哪儿呢？在那里有游着鲇鱼的河吗？」,「那是在哪兒呢？在那裡有游著鮎魚的河嗎？」,"""Quindi dov'è? E c'è un fiume dove nuotano gli ayu?""","""So where is it? And is there a {loghint:kawa:river} where {loghint:ayu:sweetfish} swim?""","""Así que, ¿dónde es? ¿Y hay un río por el que naden los ayus?""","""ﺇﺫًﺍ ﺃﻳﻦَ ﻳﻘﻊ ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ؟ ﻭﻫﻞ ﻓﻴﻪ ﻧﻬﺮٌ ﺗﺴﺒﺢ ﻓﻴﻪ ﺍﻷﺳﻤﺎﻙ ﺍﻟﻌﺬﺑﺔ؟""","""So where is it? And is there a {loghint:kawa:river} where {loghint:ayu:sweetfish} swim?""","""So where is it? And is there a {loghint:kawa:river} where {loghint:ayu:sweetfish} swim?""","""So where is it? And is there a {loghint:kawa:river} where {loghint:ayu:sweetfish} swim?"""
Ushiromiya Eva,"""......Maybe there was at the time. I'm sure that there has been a lot of development there by now, so the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy.""","""...Maybe there was at the time. There's been a lot of development there since then, and the sweetfish might have disappeared. It would be extremely difficult to investigate whether sweetfish were there during Grandfather's boyhood years."" ","""......Maybe they were there at the time. By now, there has been a lot of development there, and the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy.""",「……当時はあったんじゃないかしら。今はだいぶ開発が進んだでしょうから、鮎はいなくなってるかもしれない。お祖父さまが少年時代の当時に鮎がいた、と言われると非常に調べるのは困難ね。」,「……当時はあったんじゃないかしら。今はだいぶ開発が進んだでしょうから、鮎はいなくなってるかもしれない。お父様が少年時代の当時に鮎がいた、と言われると非常に調べるのは困難ね」,"""......Может, в то время они там и водились. Но теперь, из‐за разнообразных работ по развитию разных отраслей, айю могла исчезнуть. Будет крайне сложно вычислить, водилась ли там айю, когда отец был юношей.""","""......Talvez tivesse na época. Tenho certeza de que há bastante desenvolvimento por lá agora, então os ayus podem ter desaparecido. Poderia ser extremamente difícil investigar se haviam ayus lá durante o tempo em que o vovô era um garoto.""",「……当时或许有吧。现在那儿好像已经开发得差不多了，也许已经没有鲇鱼了。提起爸少年时代时有鲇鱼的河，可是很难调查的哦。」,「……當時或許有吧。現在那兒好像已經開發得差不多了，也許已經沒有鮎魚了。提起爸少年時代時有鮎魚的河，可是很難調查的哦。」,"""... Forse ve ne erano a quel tempo. Ma ora, ci sono un sacco di strutture, e gli ayu potrebbero essere spariti. Sarebbe estremamente difficile investigare se c'erano o meno durante il periodo in cui il Nonno era un ragazzo.""","""......Maybe there was at the time. I'm sure that there has been a lot of development there by now, so the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy.""","""... Es posible que lo hubiera en esa época. Estoy segura de que la zona se ha urbanizado mucho, así que es posible que los ayus hayan desaparecido. Sería extremadamente difícil investigar si hubo ayus durante el tiempo en que padre era un niño.""",""".........ﺭﺑَّﻤﺎ ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻟﻜﻦَّ ﺫﻟﻚ ﺍﻟﻤﻜﺎﻥ ﻋﺮﻑ ﺗﻄﻮﺭًﺍ ﻋﻘﺎﺭﻳًﺎ ﻣﻬﻤًﺎ ﻣﻨﺬ ﺫﻟﻚ ﺍﻟﺤﻴﻦ، ﻭﻟﻴﺲ ﻣُﺴﺘﺒﻌﺪًﺍ ﺃﻥ ﺗﻜﻮﻥ ﺍﻷﺳﻤﺎﻙ ﺍﻟﻌﺬﺑﺔ ﻗﺪ ﻏﺎﺩﺭﺗﻪ. ﻣِﻦ ﺍﻟﺼﻌﺐ ﺟﺪًﺍ ﺍﻟﺘﺤﻘﻖ ﻣﺎ ﺇﻥ ﻛﺎﻧﺖ ﺗﻌﻴﺶ ﻫﻨﺎﻙ ﺃﺳﻤﺎﻙ ﻋﺬﺑﺔ ﻓﻲ ﻃﻔﻮﻟﺔ ﻭﺍﻟﺪﻱ ﺃﻡ ﻻ.""","""......Maybe there was at the time. I'm sure that there has been a lot of development there by now, so the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy.""","""......Maybe there was at the time. I'm sure that there has been a lot of development there by now, so the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy.""","""......Maybe there was at the time. I'm sure that there has been a lot of development there by now, so the sweetfish might have disappeared. It would be extremely difficult to investigate whether there were sweetfish there during the time Grandfather was a boy."""
