Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Jessica,"""....................................""","""............"" ",""".....................""",「………………………………。」,「………………………………」,""".....................""","""....................................""",「………………………………」,「………………………………」,"""...""","""....................................""","""...""","""....................................""","""....................................""","""....................................""","""...................................."""
,"......When she saw that, fortunately, the room didn't appear to have been messed with, she relaxed.","...When she saw that, fortunately, the room didn't appear to be messed up, she relaxed. ","......When she saw that, fortunately, the room didn't appear to be messed up, she relaxed.",……幸いなことに、部屋が荒らされてるようには見えず、ほっとする。,……幸いなことに、部屋が荒らされてるようには見えず、ほっとする。,"......Когда она увидела, что, к счастью, комната была в порядке, она успокоилась.","......Quando ela o viu, felizmente, não aparentava que o quarto tivesse sido revistado, por isso ela se acalmou.",……幸好，房中并没有被乱翻过的迹象，松了一口气。,……幸好，房中並沒有被亂翻過的跡象，鬆了一口氣。,"... Quando vide che, fortunatamente, la stanza non sembrava essere stata messa a soqquadro, si rilassò.","......When she saw that, fortunately, the room didn't appear to have been messed with, she relaxed.","... Cuando vio que, por suerte, la habitación no parecía estar desordenada, se relajó.", ﻓﻠﻤّﺎ ﺭﺃﺕ ﺃﻥ ﺍﻟﻐﺮﻓﺔ، ﻟﻢ ﺗُﻌَﺜَﺮ ﻭﻟﻢ ﺗُﻘﻠﺐ، ﺗﻨﻔﺴﺖ ﺍﻟﺼﻌﺪﺍﺀ.,"......When she saw that, fortunately, the room didn't appear to have been messed with, she relaxed.","......When she saw that, fortunately, the room didn't appear to have been messed with, she relaxed.","......When she saw that, fortunately, the room didn't appear to have been messed with, she relaxed."
,No one......was there. ......Of course.{n}There was nowhere for anyone to hide here.,No one...was there. ...Of course. There was nowhere for anyone to hide here. ,"No one......was there.  ......Of course.There was nowhere for anyone to hide here.",誰も、……いない。……もちろんだ。人が隠れられる場所など、あるわけもない。,誰も、……いない。……もちろんだ。{n}人が隠れられる場所など、あるわけもない。,"Она никого там не застала. ......Ну разумеется.{n}В ней не было места, где кто‐нибудь мог спрятаться.",Não havia......ninguém lá. ......É claro.{n}Não havia onde alguém se esconder.,没人……在。……这是当然。{n}这房间才没有能藏人的地方。,沒人……在。……這是當然。{n}這房間才沒有能藏人的地方。,Non c'era... nessuno. ... Ovviamente. Non cerano posti per nascondersi qui dentro.,No one......was there. ......Of course.{n}There was nowhere for anyone to hide here.,No había... nadie allí... está claro.{n}No había ningún lugar ahí dentro en donde alguien pudiera esconderse., ﻻ ﺃﺣﺪ ﻫﻨﺎﻙ... ﺑﻄﺒﻴﻌﺔ ﺍﻟﺤﺎﻝ.{n}ﻻ ﻣﻜﺎﻥ ﻫﻨﺎ ﻟﻴﺨﺘﺒﺊ ﻓﻴﻪ ﺃﺣﺪ.,No one......was there. ......Of course.{n}There was nowhere for anyone to hide here.,No one......was there. ......Of course.{n}There was nowhere for anyone to hide here.,No one......was there. ......Of course.{n}There was nowhere for anyone to hide here.
,"Right away, Jessica locked the door behind her.{n}......Now the room was safe.","Right away, Jessica locked the door behind her. ...This way, the room was safe. ","Right away, Jessica locked the door behind her.......This way, the room was safe.",朱志香は咄嗟に、後手で施錠してしまう。……これで、この部屋は安全だ。,朱志香は咄嗟に、後手で施錠してしまう。{n}……これで、この部屋は安全だ。,"Джессика сразу же закрыла за собой дверь.{n}......Таким образом, в комнате стало безопасней.","Logo depois, Jessica fechou a porta às suas costas.{n}......Agora o quarto estava seguro.",朱志香当即就把手伸到身后，锁好了门。{n}……这下，这个房间就安全了。,朱志香當即就把手伸到身後，鎖好了門。{n}……這下，這個房間就安全了。,"Immediatamente, Jessica chiuse a chiave la porta dietro di lei. ... In questo modo, la stanza era sicura.","Right away, Jessica locked the door behind her.{n}......Now the room was safe.","En seguida, Jessica cerró la puerta tras de sí.{n}... Ahora la habitación era segura.", ﻭﻋﻠﻰ ﺍﻟﻔﻮﺭ، ﺃﻃﺒﻘﺖ ﺟﻴﺴﻴﻜﺎ ﺍﻟﺒﺎﺏ ﻭﺃﻗﻔﻠﺘﻪ ﺧﻠﻔﻬﺎ.{n}....ﺍﻵﻥ ﻏﺪﺕ ﺍﻟﻐﺮﻓﺔ ﺁﻣﻨﺔ.,"Right away, Jessica locked the door behind her.{n}......Now the room was safe.","Right away, Jessica locked the door behind her.{n}......Now the room was safe.","Right away, Jessica locked the door behind her.{n}......Now the room was safe."
,"She peeked under the bed and in the closet, but of course, no one was hiding.","She peeked under the bed and in the closet, but of course, no one was hiding. ","She peeked under the bed and in the closet, but of course, no one was hiding.",ベッドの下もクローゼットも覗くが、もちろん誰も隠れていない。,ベッドの下もクローゼットも覗くが、もちろん誰も隠れていない。,"Она посмотрела под кроватью и в шкафу, но, конечно, там никто не прятался.","Ela olhou debaixo da cama e atrás no armário, e é claro, não havia ninguém escondido.",接着，她查看了下床底与衣柜，当然，也没人藏着。,接著，她查看了下床底與衣櫃，當然，也沒人藏著。,"Sbirciò sotto il letto e nell'armadio, ma naturalmente, nessuno si stava nascondendo.","She peeked under the bed and in the closet, but of course, no one was hiding.","Miró bajo la cama y en el armario, pero por supuesto, no había nadie escondido.", ﺗﻔﻘﺪﺕ ﻣﺎ ﺗﺤﺖ ﺍﻟﺴﺮﻳﺮ ﻭﻓﻲ ﺍﻟﺨﺰﺍﻧﺔ، ﻓﻠﻢ ﺗﺠﺪ ﺃﺣﺪًﺍ، ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ.,"She peeked under the bed and in the closet, but of course, no one was hiding.","She peeked under the bed and in the closet, but of course, no one was hiding.","She peeked under the bed and in the closet, but of course, no one was hiding."
Ushiromiya Jessica,"""......Wh‐......what the hell. ...Haha, ...haha...!""","""...Wh-What the hell. ...Haha, ...haha...!"" ","""......Wh, ......what the hell.  ...Haha, ...haha...!""",「……な、……何だってんだ。……はは、…はは…！」,「……な、……何だってんだ。……はは、…はは…！」,"""......Ч‐что за чёрт. ...Ха‐ха, ха‐ха!""","""......A‐......Até parece. ...Haha, ...haha...!""",「……搞、……搞啥呀。……哈哈、…哈哈…！」,「……搞、……搞啥呀。……哈哈、…哈哈…！」,"""... C... Che diavolo. ... Haha... haha...!""","""......Wh‐......what the hell. ...Haha, ...haha...!""","""... Q-Qué demonios... Jaja... ¡jaja!...""","""ﻣﺎ ﺍﻟـ... ﺑﺌﺴًﺎ ﻣﺎ ﻫﺬﺍ...ﻫﺎﻫﺎ، ...ﻫﺎﻫﺎ...""","""......Wh‐......what the hell. ...Haha, ...haha...!""","""......Wh‐......what the hell. ...Haha, ...haha...!""","""......Wh‐......what the hell. ...Haha, ...haha...!"""
,"She looked at the clock. ......Ten past eleven, or just a little past that.",She looked at the clock. ...It was just past 23:10. ,"She looked at the clock.  ......It was just past 23:10.",時計を見る。……２３時１０分、ちょっと過ぎ。,時計を見る。……２３時１０分、ちょっと過ぎ。,Она посмотрела на часы. ......Было лишь немногим больше одиннадцати.,Ela olhou para o relógio. ......Já passava das 23:10.,看了下钟。……刚过 23 点 10 分。,看了下鐘。……剛過 23 點 10 分。,Guardò l'orologio. ... Erano appena passate le 23:10.,"She looked at the clock. ......Ten past eleven, or just a little past that.",Miró el reloj. Eran pasadas las 23:10., ﻧﻈﺮﺕ ﺇﻟﻰ ﺍﻟﺴﺎﻋﺔ. ﺍﻟﺤﺎﺩﻳﺔ ﻋﺸﺮﺓ ﻭﻋﺸﺮُ ﺩﻗﺎﺋﻖ، ﺃﻭ ﻳﺰﻳﺪ ﻗﻠﻴﻼً.,"She looked at the clock. ......Ten past eleven, or just a little past that.","She looked at the clock. ......Ten past eleven, or just a little past that.","She looked at the clock. ......Ten past eleven, or just a little past that."
,"As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been.","As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been. ","As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been.",緊張が抜けて、全身に疲労感が蘇ると共に、今日一日がどれほど狂っているかを知った。,緊張が抜けて、全身に疲労感が蘇ると共に、今日一日がどれほど狂っているかを知った。,"Когда её отпустило напряжение, и усталость вернулась ко всему телу, она поняла, насколько сумасшедшим был весь этот день.","Conforme sua tensão diminuía e a fatiga retornava ao seu corpo, ela começou a perceber o quão louco havia sido aquele dia.",紧张感一放松，伴随着全身重新涌起的疲劳感，她想起了今天一整天是有多么的疯狂。,緊張感一放鬆，伴隨著全身重新涌起的疲勞感，她想起了今天一整天是有多麼的瘋狂。,"Mentre la sua tensione si smorzava e la stanchezza cominciava a tornare in tutto il suo corpo, capì quanto la giornata fosse stata assurda.","As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been.","A medida que su tensión disminuía y la fatiga volvía a su cuerpo, se dio cuenta de qué día más raro había sido.", ﻭﻟﻤﺎ ﺧﻒ ﺗﻮﺗﺮﻫﺎ ﻭﻋﺎﺩ ﺍﻹﺭﻫﺎﻕ ﻳﺴﺮﻱ ﻓﻲ ﺟﺴﺪﻫﺎ ﻛﻠﻪ، ﺃﻳﻘﻨﺖ ﻛﻢ ﻛﺎﻥ ﻳﻮﻣﻬﺎ ﻣﻀﻄﺮﺑًﺎ.,"As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been.","As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been.","As her tension lessened and fatigue came back to her entire body, she realized how messed up this whole day had been."
,It was still only eleven.,It was still about 23:00. ,"It was still about 23:00.",まだ、２３時なのだ。,まだ、２３時なのだ。,На часах было около одиннадцати.,Ainda eram 23 h.,才，十一点啊。,才，十一點啊。,Erano ancora le 23:00 circa.,It was still only eleven.,Seguían siendo alrededor de las 23:00., ﻣﺎ ﺗﺰﺍﻝ ﺍﻟﺴﺎﻋﺔ ﻓﻲ ﺃﻭﻝ ﺍﻟﻠﻴﻞ.,It was still only eleven.,It was still only eleven.,It was still only eleven.
,"......The plan had been for all the cousins to get together, have fun playing around, and talk animatedly about all kinds of things together into the night.","...The plan had been for all the cousins to gather, have fun playing around, and talk animatedly about various things together into the night. ","......The plan had been for all the cousins to gather, have fun playing around, and talk animatedly about various things together into the night.",……いとこのみんなが集まって、楽しく遊んで、夜はみんなで色々な話に花を咲かせるつもりだった。,……いとこのみんなが集まって、楽しく遊んで、夜はみんなで色々な話に花を咲かせるつもりだった。,"......По задумке, все кузены и кузины должны были собраться, весело поиграть и оживлённо поболтать о разных вещах до глубокой ночи.","......O plano era que todos os primos se juntassem, se divertissem e conversassem animados sobre todas as coisas que fariam durante a noite.",……本打算堂兄妹聚聚，一起开心玩耍，一起在晚上海聊各种各样的话题。,……本打算堂兄妹聚聚，一起開心玩耍，一起在晚上海聊各種各樣的話題。,"... Il programma era stato per i cugini di trovarsi, divertirsi giocando assieme, e parlare vivacemente di varie cose durante la notte.","......The plan had been for all the cousins to get together, have fun playing around, and talk animatedly about all kinds of things together into the night.","... El plan había sido que los primos se reunieran, se divirtieran jugando, y hablaran animadamente de cosas diversas durante la noche.", ﻛﺎﻥ ﺍﻟﻤُﺮﺗﺠﻰ ﺃﻥ ﻳﺠﺘﻤﻊ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ، ﻳﻠﻬﻮﻥ ﻭﻳﻌﺒﺜﻮﻥ ﻭﻳﺘﺤﺎﺩﺛﻮﻥ ﻓﻲ ﺷﺘﻰ ﺍﻟﻤﻮﺿﻮﻋﺎﺕ ﺇﻟﻰ ﺳﺎﻋﺔٍ ﻣﺘﺄﺧﺮﺓٍ ﻣﻦ ﺍﻟﻠﻴﻞ.,"......The plan had been for all the cousins to get together, have fun playing around, and talk animatedly about all kinds of things together into the night.","......The plan had been for all the cousins to get together, have fun playing around, and talk animatedly about all kinds of things together into the night.","......The plan had been for all the cousins to get together, have fun playing around, and talk animatedly about all kinds of things together into the night."
,"Normally, we would have been doing that kind of thing at this very moment.{n}Why has that......turned into this......?","Normally, we would've been doing that kind of thing right now. Why...has that turned into this...? ","Normally, we would have done that kind of thing by now.Why, ......has that turned into this......?",本当だったなら、今頃まさにそうしていただろう。それが、……どうしてこんなことに……？,本当だったなら、今頃まさにそうしていただろう。{n}それが、……どうしてこんなことに……？,"При нормальных обстоятельствах, мы бы сейчас и занимались такими вещами.{n}Почему... всё так обернулось?","Normalmente, estaríamos fazendo esse tipo de coisa agora.{n}Por que......as coisas acabaram assim......?",本来的话，这会儿正在这么做吧。{n}为什么，……会变成这样……？,本來的話，這會兒正在這麼做吧。{n}為什麼，……會變成這樣……？,"Normalmente, a quest'ora avremmo fatto una cosa del genere. Perché... siamo arrivati a questo...?","Normally, we would have been doing that kind of thing at this very moment.{n}Why has that......turned into this......?","Normalmente, estaríamos haciendo ese tipo de cosas ahora mismo.{n}¿Por qué... ha acabado así?...", ﻭﻓﻲ ﻫﺬﻩ ﺍﻟﻠﺤﻈﺔِ ﺑﻌﻴﻨﻬﺎ، ﻛﺎﻥ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻧﻮﺍ ﻋﻠﻰ ﺗﻠﻚ ﺍﻟﺤﺎﻝ.{n}ﻟﻢَ ﺍﻧﻘﻠﺐ ﺍﻟﻮﺿﻊ... ﺇﻟﻰ ﻫﻜﺬﺍ...؟,"Normally, we would have been doing that kind of thing at this very moment.{n}Why has that......turned into this......?","Normally, we would have been doing that kind of thing at this very moment.{n}Why has that......turned into this......?","Normally, we would have been doing that kind of thing at this very moment.{n}Why has that......turned into this......?"
