Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,The two headed for the mansion. They were supposed to meet up with Gohda and prepare breakfast. ,The two headed for the mansion.{n}They were supposed to meet up with Gohda and prepare breakfast., The two headed for the mansion. They were supposed to meet up with Gohda and prepare breakfast.,二人は屋敷に向かう。郷田と合流して、朝食の準備をするためだった。,二人は屋敷に向かう。{n}郷田と合流して、朝食の準備をするためだった。,И двое направились в особняк.{n}Они должны были встретиться с Годой и приготовить завтрак.,Os dois seguiram até a mansão.{n}Eles deveriam se encontrar com Gohda e preparar o café da manhã.,The two headed for the mansion.{n}They were supposed to meet up with Gohda and prepare breakfast.,兩人向大屋走去。{n}他們是打算去和鄉田會合，一起準備早餐。,两人向大屋走去。{n}他们是打算去和乡田会合，一起准备早餐。,The two headed for the mansion. They were supposed to meet up with Gohda and prepare breakfast. ,I due si diressero verso la villa. Avrebbero dovuto incontrare Gohda e preparare la colazione.,"I due si diressero verso la villa. Avrebbero dovuto incontrare Gouda, per preparare insieme la colazione.",İkili malikaneye doğru yola çıktı.{n}Gohda ile buluşup kahvaltı hazırlamaları gerekiyordu.
,"Gohda was such a perfectionist that he had probably already woken up, and was probably already preparing a breakfast as exquisite and elegant as glasswork. ","Gohda was such a perfectionist that he would undoubtedly have been up for some time already, and now be in the middle of preparing a breakfast both exquisite and as elegant as glasswork."," Gohda was such a perfectionist that he had probably already woken up, and was probably already preparing a breakfast both exquisite and as elegant as glasswork.",凝り性の郷田のことだから、もうとっくに起床していて、ガラス細工のように精巧で絶妙な朝食を準備しているに違いない。,凝り性の郷田のことだから、もうとっくに起床していて、ガラス細工のように精巧で絶妙な朝食を準備しているに違いない。,"Года был таким перфекционистом, что наверняка уже проснулся и был занят приготовлением завтрака, изысканного и утончённого, как стеклянные изделия тонкой работы.","Gohda era tão perfeccionista que, sem dúvida, já estava acordado há muito tempo e já havia começado a preparar um café da manhã tão chique e elegante quanto uma escultura em vidro.","Gohda was such a perfectionist that he would undoubtedly have been up for some time already, and now be in the middle of preparing a breakfast both exquisite and as elegant as glasswork.",鄉田是個做事死板的人，因此他一定早已起床，現在肯定是像在製作玻璃工藝品一般，準備著精妙絕倫的早餐。,乡田是个做事死板的人，因此他一定早已起床，现在肯定是像在制作玻璃工艺品一般，准备着精妙绝伦的早餐。,"Gohda was such a perfectionist that he had probably already woken up, and was probably already preparing a breakfast as exquisite and elegant as glasswork. ","Gohda era un tale perfezionista che, probabilmente, era già sveglio, e stava già preparando una colazione squisita, elegante e splendente come i vetri.","Sicuramente Gouda era già da tempo sveglio, essendo un tipo meticoloso, e avrà preparato una colazione squisita, con la classe di un mastro vetraio.","Gohda o kadar mükemmeliyetçiydi ki, şüphesiz bir süredir uyanık olmalı ve tam şu anda hem enfes hem de cam işçiliği kadar zarif bir kahvaltı hazırlamanın tam ortasında olmalıydı."
,They reached the overhang by the entrance to the mansion and folded up their umbrellas. ,"They reached the overhang by the entrance to the mansion, and folded up their umbrellas."," They reached the overhang by the entrance to the mansion, and folded up their umbrellas.",屋敷の玄関の軒下に入り、傘を畳む。,屋敷の玄関の軒下に入り、傘を畳む。,"Дойдя до свеса перед входом в особняк, они сложили зонтики.",Eles chegaram ao alpendre da mansão e fecharam seus guarda‐chuvas.,"They reached the overhang by the entrance to the mansion, and folded up their umbrellas.",他們走進大屋大門前的屋檐下，合起了傘。,他们走进大屋大门前的屋檐下，合起了伞。,They reached the overhang by the entrance to the mansion and folded up their umbrellas. ,"Raggiunsero la sporgenza all'entrata della villa, e chiusero i loro ombrelli.","Raggiunsero il portico dell'entrata della villa, e chiusero i loro ombrelli.",Malikanenin girişindeki çıkıntıya ulaştılar ve şemsiyelerini katladılar.
,Genji took a bundle of several keys from his pocket and unlocked the front door. ,"Genji took from his pocket a bundle of several keys, and used it to unlock the front door."," Genji took from his pocket a bundle of several keys, and used it to unlock the front door.",源次は自分のポケットより数本の鍵を束ねたものを取り出し、それで玄関の鍵を開錠した。,源次は自分のポケットより数本の鍵を束ねたものを取り出し、それで玄関の鍵を開錠した。,"Достав из кармана связку ключей, Генджи открыл одним из них замок входной двери.",Genji puxou um molho com diversas chaves do bolso e usou uma delas para destrancar a porta.,"Genji took from his pocket a bundle of several keys, and used it to unlock the front door.",源次從自己的口袋裡拿出一串掛著幾把鑰匙的鑰匙串，打開了大門上的鎖。,源次从自己的口袋里拿出一串挂着几把钥匙的钥匙串，打开了大门上的锁。,Genji took a bundle of several keys from his pocket and unlocked the front door. ,"Genji prese dal taschino un mazzo di chiavi, e aprì la porta principale.","Genji prese un mazzo di chiavi dal taschino, e aprì la porta d'ingresso.",Genji cebinden birkaç anahtardan oluşan bir deste çıkardı ve ön kapının kilidini açmak için kullandı.
,"The Ushiromiya family mansion was the only thing on Rokkenjima, so in the past, they hadn't been in the habit of locking up. ","There was nothing on Rokkenjima outside the Ushiromiya family mansion, so there never used to be a custom of locking up."," There was nothing on Rokkenjima outside the Ushiromiya family mansion, so, in the past, they hadn't been in the habit of locking up.",六軒島には右代宮家の屋敷以外はないため、その昔は施錠の習慣はなかった。,六軒島には右代宮家の屋敷以外はないため、その昔は施錠の習慣はなかった。,"На острове за пределами особняка семьи Уширомия не проживало ни одного человека, поэтому в прошлом дверь просто не запирали.","Não há nada em Rokkenjima além da mansão da família Ushiromiya, então nunca se teve o hábito de trancar as portas.","There was nothing on Rokkenjima outside the Ushiromiya family mansion, so there never used to be a custom of locking up.",因為六軒島上的房子只有右代宮家一家，所以從前並沒有鎖門的習慣。,因为六轩岛上的房子只有右代宫家一家，所以从前并没有锁门的习惯。,"The Ushiromiya family mansion was the only thing on Rokkenjima, so in the past, they hadn't been in the habit of locking up. ","Non c'era altro che la villa della famiglia Ushiromiya a Rokkenjima, perciò, in passato, non erano abituati a chiudere ogni stanza.","Poiché a Rokkenjima c'era solo la villa della famiglia Ushiromiya, in passato non si usava chiudere a chiave le porte.","Rokkenjima'da Ushiromiya ailesinin malikanesi dışında hiçbir şey yoktu, bu yüzden eskiden kapıyı kilitleme âdeti hiç olmamıştı."
,"However, Natsuhi had ordered that the mansion be locked up from midnight to early morning. ","However, Natsuhi had ordered that it be part of their duties to lock up the mansion from around midnight to early morning."," However, Natsuhi had ordered that the mansion would be locked up from midnight to early morning.",だが、夏妃の命令により深夜から早朝にかけては施錠が義務付けられたのだった。,だが、夏妃の命令により深夜から早朝にかけては施錠が義務付けられたのだった。,"Однако Нацухи приказала, чтобы особняк запирался около полуночи до раннего утра.","No entanto, Natsuhi ordenou que seria parte dos seus serviços trancar a mansão por volta da meia‐noite até de manhã cedo.","However, Natsuhi had ordered that it be part of their duties to lock up the mansion from around midnight to early morning.",但由於夏妃的命令，傭人們被規定必須在深夜到早上的這段時間鎖住門窗。,但由于夏妃的命令，佣人们被规定必须在深夜到早上的这段时间锁住门窗。,"However, Natsuhi had ordered that the mansion be locked up from midnight to early morning. ","Tuttavia, Natsuhi ordinò che la villa venisse chiusa da mezzanotte sino alle prime ore del mattino.","Ma, per ordine di Natsuhi, furono obbligati a tenerle chiuse da notte fonda sino alle prime ore del mattino.","Ancak Natsuhi, gece yarısından sabahın erken saatlerine kadar malikaneyi kilitlemenin görevlerinin bir parçası olmasını emretmişti."
,"Ever since then, unlocking the door in the early morning had become part of the servants' morning shift. ",And unlocking in the early morning was to be done by the servants who had the morning shift.," After that, unlocking the door in the early morning had become part of the servants' morning shift.",そして朝の開錠は早朝勤の使用人が行なうことになっていた。,そして朝の開錠は早朝勤の使用人が行なうことになっていた。,После этого отпирание двери каждое утро стало частью расписания слуг.,E o destrancar da porta seria feito pelos serviçais no turno da manhã.,And unlocking in the early morning was to be done by the servants who had the morning shift.,而早上開鎖也改為了由早班的傭人來負責。,而早上开锁也改为了由早班的佣人来负责。,"Ever since then, unlocking the door in the early morning had become part of the servants' morning shift. ","Dopo questo fatto, aprire le porte al mattino era diventato parte del lavoro mattutino dei domestici.","E così, esse venivano aperte all'alba, dai domestici che svolgevano il turno di mattina.",Sabahın erken saatlerinde kilitlerin açılması ise sabah vardiyasında çalışan hizmetkârlar tarafından yapılacaktı.
,"This task had been given to Genji and Kanon, so that Gohda could start preparing breakfast as soon as he woke up. ","Since Gohda would begin the preparations for breakfast as soon as he woke up, this task was to be undertaken by Genji and Kanon.", This task had been given to Genji and Kanon so that Gohda could begin the preparations for breakfast as soon as he woke up.,郷田は起床してすぐに朝食の準備に入るため、それは源次たちが行なうことになっていたのである。,郷田は起床してすぐに朝食の準備に入るため、それは源次たちが行なうことになっていたのである。,"Эта задача была поручена Генджи с Каноном, чтобы Года, как только проснётся, мог приступать к приготовлению завтрака.","Já que Gohda iria começar os preparativos do café da manhã assim que acordasse, essa tarefa ficou incumbida a Genji e Kanon.","Since Gohda would begin the preparations for breakfast as soon as he woke up, this task was to be undertaken by Genji and Kanon.",由於鄉田起床後馬上就得去準備早餐，所以這工作就成了源次他們來做。,由于乡田起床后马上就得去准备早餐，所以这工作就成了源次他们来做。,"This task had been given to Genji and Kanon, so that Gohda could start preparing breakfast as soon as he woke up. ",Questo compito era stato affidato a Genji e Kanon in modo che Gohda potesse iniziare i preparativi per la colazione non appena si fosse svegliato.,"Questo compito venne affidato a Genji e Kanon, in modo che Gouda potesse iniziare i preparativi per la colazione non appena si fosse svegliato.",Gohda uyanır uyanmaz kahvaltı hazırlıklarına başlayacağı için bu görev Genji ve Kanon tarafından üstlenilecekti.
,"Silence had fallen in the mansion, giving the impression that the mansion itself was still asleep. ","Silence had fallen in the mansion, giving the impression that the mansion itself was still asleep."," Silence had fallen in the mansion, giving the impression that the mansion itself was asleep.",屋敷の中は静まり返っていて、屋敷そのものがまだ眠りについているような印象を感じさせた。,屋敷の中は静まり返っていて、屋敷そのものがまだ眠りについているような印象を感じさせた。,"Особняк был полон тишины, и казалось, будто он сам спит.","A mansão estava silenciosa, dando a impressão de que o próprio prédio ainda dormia.","Silence had fallen in the mansion, giving the impression that the mansion itself was still asleep.",大屋裡鴉雀無聲，給人一種大屋本身都還在沉睡著的感覺。,大屋里鸦雀无声，给人一种大屋本身都还在沉睡着的感觉。,"Silence had fallen in the mansion, giving the impression that the mansion itself was still asleep. ","Il silenzio era calato nella villa, dando l'impressione che la villa stessa fosse addormentata.","Nella villa era calato il silenzio, dando l'impressione che lo stesso edificio fosse ancora addormentato.","Malikaneye sessizlik çökmüş, malikanenin kendisi hâlâ uykudaymış izlenimi veriyordu."
Ronoue Genji,""".........Well then, let us begin the morning chores."" ",""".........Well then, let us begin the morning chores.""",""".........Well then, let us begin the morning chores.""",「………では、朝の仕事を始めよう。」,「………では、朝の仕事を始めよう」,""".........Что ж, давай приступим к утренним обязанностям.""",""".........Pois bem, comecemos os serviços matinais.""",""".........Well then, let us begin the morning chores.""",「………那就開始早上的工作吧。」,「………那就开始早上的工作吧。」,""".........Well then, let us begin the morning chores."" ","""... Bene, cominciamo le faccende mattutine.""","""...Bene, cominciamo le faccende mattutine.""",""".........O halde sabah işlerine başlayalım."""
Kanon,"""Yes, sir."" ","""Yes.""","""Yes.""",「はい。」,「はい」,"""Слушаюсь.""","""Entendido.""","""Yes.""",「是。」,「是。」,"""Yes, sir."" ","""Sì.""","""D'accordo.""","""Evet."""
,The two of them split up and began opening the curtains throughout the mansion. ,The two of them split up and began opening the curtains throughout the mansion.,The two of them split up and began opening the curtains throughout the mansion.,二人は手分けして屋敷内のカーテンを開けることにした。,二人は手分けして屋敷内のカーテンを開けることにした。,Они разделились и начали раздёргивать шторы по особняку.,Os dois se separaram e começaram a abrir as cortinas pela mansão.,The two of them split up and began opening the curtains throughout the mansion.,兩人分頭去把大屋裡的窗簾拉開。,两人分头去把大屋里的窗帘拉开。,The two of them split up and began opening the curtains throughout the mansion. ,I due si divisero e cominciarono ad aprire le tende in tutta la villa.,"I due si separarono, e aprirono le tende della villa...",İkisi ayrılarak malikanenin her tarafındaki perdeleri açmaya başladılar.
,"...If the curtains stayed closed, the mansion would remain enveloped in faint darkness, as though it was still trapped in the previous night. ","...If the curtains remained closed, the inside of the mansion would be unable to shake off its gloom, as if it hadn't yet managed to escape the previous night.","...If the curtains remained closed, the inside of the mansion would still be dim, as if it hadn't managed to escape the previous night, and they wouldn't be able to clean.",…カーテンに閉ざされたままでは、屋敷の中は未だ昨夜から抜け出せていないかのような薄暗闇を掃えない。,…カーテンに閉ざされたままでは、屋敷の中は未だ昨夜から抜け出せていないかのような薄暗闇を掃えない。,"...Если бы шторы оставались задёрнутыми, то внутреннее убранство особняка осталось бы во мраке, будто не освободившись от власти прошлой ночи.","...Se as cortinas continuassem fechadas, o interior da mansão seria incapaz de abandonar sua escuridão, como se ainda não tivesse escapado da noite anterior.","...If the curtains remained closed, the inside of the mansion would be unable to shake off its gloom, as if it hadn't yet managed to escape the previous night.",…不拉開窗簾，是無法掃去大屋內的那份，宛如還處於昨夜一般的陰暗的。,…不拉开窗帘，是无法扫去大屋内的那份，宛如还处于昨夜一般的阴暗的。,"...If the curtains stayed closed, the mansion would remain enveloped in faint darkness, as though it was still trapped in the previous night. ","... Se le tende fossero rimaste chiuse, l'interno della villa sarebbe risultato cupo, come se non fosse riuscito a scappare la notte precedente, e non sarebbero riusciti a pulire.","Dato che le tende erano rimaste chiuse, all'interno della magione aleggiava ancora una flebile oscurità, come se essa stesse cercando di fuggire da ieri sera.","...Perdeler kapalı kalmaya devam ederse, malikanenin içi sanki bir önceki geceden kaçmayı başaramamış gibi kasvetinden kurtulamayacaktı."
