Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"Nanjo, the man's personal doctor, let out a deep sigh once again as he watched the butler busy himself alongside the liquor cabinet...","The family doctor, Nanjo, let out a deep sigh once again as he watched the butler busy himself alongside the liquor cabinet... "," The family doctor, Nanjo, let out a deep sigh once again as he watched the butler busy himself alongside the liquor cabinet...",彼が酒棚で準備をするのを眺めながら、主治医の南條は再び深い溜め息を漏らす…。,彼が酒棚で準備をするのを眺めながら、主治医の南條は再び深い溜め息を漏らす…。,"Наблюдая за тем, как дворецкий хлопочет у бара, Нанджо, личный врач Кинзо, вновь тяжело вздохнул...","O médico da família, Nanjo, suspirou profundamente, mais uma vez, enquanto assistia ao mordomo se dirigir ao armário dos licores...","Nanjo, vị bác sĩ riêng của người đàn ông ấy, lại một lần nữa thở dài khi nhìn vị quản gia bận rộn bên tủ rượu...",看著在酒櫃旁著手準備的源次，主治醫生南條又深深地嘆了一口氣…。,看着在酒柜旁着手准备的源次，主治医生南条又深深地叹了一口气…。,"Nanjo, dokter pribadi pria itu, menghela napas panjang lagi saat melihat sang pelayan sibuk di dekat lemari minuman...","Nanjo, il suo medico curante, emise un altro profondo sospiro nel guardarlo allestire il tutto nei pressi dell'armadietto dei liquori...","Adamın özel doktoru Nanjo, uşağın içki dolabının yanında meşgul oluşunu izlerken bir kez daha derin bir iç çekti..."
,There was a smell filling up the room.,There was a smell filling up the room. , There was a smell filling up the room.,室内を満たしているその匂い。,室内を満たしているその匂い。,По комнате распространился запах.,O cheiro começou a preencher a sala.,Một mùi hương tràn ngập cả căn phòng.,房間內瀰漫著的這股氣味。,房间内弥漫着的这股气味。,Ada bau memenuhi ruangan.,Un odore riempiva l'interno della stanza...,Odayı dolduran bir koku vardı.
,"...This sweet, poisonous aroma felt as though it melted the heart, if not the soul itself. It was the smell of that venomous green drink that the man couldn't bring himself to part from.","...This sweet, poisonous aroma felt as though it melted the heart, if not the soul itself. It was the smell of that venomous green drink that the man couldn't bear to part with. ","...This sweet, poisonous aroma felt as though it melted the heart, if not the soul itself. It was the smell of that venomous green drink that the man couldn't bring himself to part from.",…心も、そして魂も溶かしてしまうような、毒のある甘い匂いは、主人の愛して止まないその毒々しい緑色の酒の匂いだったのだ。,…心も、そして魂も溶かしてしまうような、毒のある甘い匂いは、主人の愛して止まないその毒々しい緑色の酒の匂いだったのだ。,"...Этот сладкий, дурманящий аромат, от которого начинает таять сердце и чуть ли не сама душа... исходил от ядовито‐зелёного напитка, который хозяин кабинета любил настолько, что был не в силах отказаться от него.","...Esse doce e venenoso aroma derretia o seu coração, se não a própria alma. Era o cheiro de uma venenosa bebida verde, a qual o homem não conseguia suportar.",...Thứ hương thơm ngọt ngào nhưng độc hại này – như có ma lực làm tan chảy trái tim con người ta – nếu không muốn nói là cả tâm hồn cũng bị nó làm cho mê dại. Đó chính là mùi của thứ đồ uống màu xanh độc hại mà người đàn ông ấy không thể nào từ bỏ.,…這股仿彿能夠把心靈，甚至連靈魂都溶解掉的，帶毒的甜膩氣味，正是從金藏鐘愛的那杯，如同毒藥般綠油油的酒中散發出來的。,…这股仿佛能够把心灵，甚至连灵魂都溶解掉的，带毒的甜腻气味，正是从金藏钟爱的那杯，如同毒药般绿油油的酒中散发出来的。,"...Aroma manis beracun ini terasa seperti melelehkan hati, jika bukan jiwa itu sendiri. Itu adalah bau minuman hijau beracun yang tidak bisa dia tinggalkan.","Quel dolce, intenso aroma sembrava sciogliere il cuore, se non l'anima stessa. Era l'aroma di quella velenosa bevanda verdastra, di cui il padrone non riusciva a fare a meno.","...Bu tatlı, zehirli koku, ruhun kendisini olmasa da kalbi eritiyormuş gibi hissettiriyordu. Bu, adamın bir türlü ayrılamadığı o zehirli yeşil içkinin kokusuydu."
Ushiromiya Kinzo,"""......Nanjo. You are my close friend of many years. I am deeply grateful for all that you have done to keep me alive this long.""","""......Nanjo, you are my close friend, and we have known each other for quite a long time. I am deeply grateful for all that you have done to keep me alive this long."" ","""......Nanjo. You are my close friend, and we've known each other for quite a long time. I am deeply grateful for all that you have done to keep me alive this long.""",「……南條。お前は私の長きに渡る親友だ。今日まで私を永らえさせてくれたことを、深く感謝する。」,「……南條。お前は私の長きに渡る親友だ。今日まで私を永らえさせてくれたことを、深く感謝する」,"""......Нанджо. Ты мой близкий друг на протяжении многих лет. Я глубоко признателен тебе за всё, что ты сделал, чтобы продлить мою жизнь.""","""......Nanjo, você é um amigo íntimo, e nós dois nos conhecemos há muito tempo. E eu sou profundamente grato por tudo que você tem feito para me manter vivo durante tanto tempo.""","""......Nanjo. Ngài đã là người bạn thân thiết của ta nhiều năm trời. Ta vô cùng cảm kích những gì ngài đã làm để ta giữ được cái mạng này lâu đến như vậy.""",「……南條，我和你也是多年的老友了。沒有你我活不到今天，對此我非常感激你。」,「……南条，我和你也是多年的老友了。没有你我活不到今天，对此我非常感激你。」,"""......Nanjo. Kau adalah teman dekatku selama bertahun-tahun. Aku sangat berterima kasih atas semua yang telah kau lakukan untuk membuatku tetap hidup selama ini.""","""...Nanjo. Tu sei un caro amico con cui mi frequento da molto tempo. Ti sono profondamente grato per avermi mantenuto in vita fino ad oggi.""","""......Nanjo. Sen benim uzun yıllardır yakın arkadaşımsın. Beni bu kadar uzun süre hayatta tutmak için yaptığın her şey için sana minnettarım."""
Nanjo Terumasa,"""I have done nothing. ......After all, you never listen to my advice as your physician.""","""I have done nothing. ......After all, you never listen to my advice as your physician."" ","""I have done nothing. ......After all, you never listen to my advice as your physician.""",「私は何も。……医者としての忠告など、金蔵さんはまったく聞いてくれませんからな。」,「私は何も。……医者としての忠告など、金蔵さんはまったく聞いてくれませんからな」,"""В том нет моей заслуги. ......В конце концов, вы никогда не внимали моим врачебным рекомендациям.""","""Eu não fiz nada... ...... ......Afinal, você nunca ouviu meus conselhos como seu médico.""","""Thưa ngài, tôi không có công gì. ......Sau cùng thì, ngài cũng chẳng nghe lời khuyên của tôi với tư cách một bác sĩ bao giờ.""",「我可沒派上什麼用場。……我這醫生所給予的建議，金藏先生你可是全都沒聽進耳朵裡啊。」,「我可没派上什么用场。……我这医生所给予的建议，金藏先生你可是全都没听进耳朵里啊。」,"""Aku tidak melakukan apa-apa. ......Bagaimanapun, kau tidak pernah mendengarkan nasihatku sebagai doktermu.""","""Io non ho fatto nulla... Dopotutto, non hai mai ascoltato i miei consigli da medico.""","""Ben hiçbir şey yapmadım. ......Ne de olsa, doktorun olarak tavsiyelerimi hiç dinlemiyorsun."""
Ushiromiya Kinzo,"""Hahahaha... And you never listen when I warn you about a mistaken chess move you're about to make. It seems we are even.""","""Hahahaha... And you never listen when I warn you about a mistaken chess move you're about to make. It seems only fair, does it not?"" ","""Hahahaha... And you never listen when I warn you about a mistaken chess move you're about to make. It seems we are even.""",「はっはっはっは…。お前とて、指し間違えた手を待てと言っても聞かぬではないか。ならば相子というものだろう。」,「はっはっはっは…。お前とて、指し間違えた手を待てと言っても聞かぬではないか。ならば相子というものだろう」,"""Ха‐ха‐ха‐ха... А ты никогда не слушаешь моих предупреждений о том, что делаешь неверный ход в шахматах. Так что мы квиты.""","""Hahahaha... E você nunca ouve quando tento te avisar sobre um movimento errado no xadrez que você está prestes a fazer. Nesse caso, parece que somos iguais.""","""Hahahaha... Mà ngài cũng đâu có nghe tôi, mỗi lần tôi cảnh báo ngài khi đi sai một nước cờ. Có vẻ là chúng ta hòa rồi đấy.""",「哈哈哈哈…。下錯棋時叫你等等，你不也不聽嗎？我們這是彼此彼此啊。」,「哈哈哈哈…。下错棋时叫你等等，你不也不听吗？我们这是彼此彼此啊。」,"""Hahahaha... Dan kau tidak pernah mendengarkan ketika aku memperingatkanmu tentang langkah catur yang salah yang akan kau buat. Sepertinya kita imbang.""","""Ahahahah... E tu non mi ascolti mai quando ti avverto che stai per compiere una mossa errata di scacchi. Sembra che siamo pari.""","""Hahahaha... Ben de seni yanlış bir satranç hamlesi yapacağın konusunda uyardığımda sen de beni hiç dinlemiyorsun. Görünüşe göre ödeştik."""
Ronoue Genji,"""......My lord.""","""......Master."" ","""......Master.""",「……お館様。」,「……お館様」,"""......Господин.""","""......Meu lorde.""","""......Thưa ngài.""",「……老爺。」,「……老爷。」,"""......Tuanku.""","""...Padrone.""","""......Efendim."""
Ushiromiya Kinzo,"""Thank you. ......I wouldn't die if I ran out of your medicine, but I would if I ran out of this.""","""Thank you. ......I wouldn't die if I ran out of your medicine, but I would if I ran out of this."" ","""Thank you. ......I wouldn't die if I ran out of your medicine, but I would if I ran out of this.""",「すまぬ。……薬は切れても死にはせんが、こいつが切れては死んでしまうでな。」,「すまぬ。……薬は切れても死にはせんが、こいつが切れては死んでしまうでな」,"""Спасибо. ......Я не помру, если останусь без твоих лекарств, а вот без этого я не проживу.""","""Obrigado. ......Não morrerei se ficar sem os seus remédios, mas posso morrer se ficar sem isto.""","""Cảm ơn ông. ......Nếu ta có hết thuốc, thì ta cũng sẽ không chết. Nhưng nếu hết cái này, thì chắc mạng ta cũng chẳng còn.""",「抱歉，……斷了藥我死不了，但要是斷了這玩意我可真的會死。」,「抱歉，……断了药我死不了，但要是断了这玩意我可真的会死。」,"""Terima kasih. ......Aku tidak akan mati jika kehabisan obatmu, tapi aku akan mati jika kehabisan ini.""","""Grazie... Non morirei se mi finisse la tua medicina, ma morirei se mi finisse questo.""","""Teşekkür ederim. ......İlacın biterse ölmem ama bu biterse ölürüm."""
,"With one eye on Nanjo, who had his face set in a resigned expression, Kinzo took the glass that Genji was holding out to him.","Disregarding Nanjo, who had his face set in a resigned expression, Kinzo took the glass that Genji was holding out to him. ","Disregarding Nanjo, who had his face set in a resigned expression, Kinzo took the glass that Genji was holding out to him.",諦めの表情を浮かべる南條を尻目に、金蔵は源次に差し出されたグラスを受け取る。,諦めの表情を浮かべる南條を尻目に、金蔵は源次に差し出されたグラスを受け取る。,"Одним глазом поглядывая на Нанджо, на лице которого читалась обречённость, Кинзо взял бокал, протянутый Генджи.","Ignorando Nanjo, que estava com uma expressão conformada, Kinzo pegou o copo que Genji estava segurando.","Đưa một mắt nhìn Nanjo đang mang vẻ mặt chấp nhận số phận, Kinzo nhận lấy ly rượu mà Genji đang bưng cho mình.",金藏瞥了瞥一臉放棄的南條，從源次手上接過了玻璃酒杯。,金藏瞥了瞥一脸放弃的南条，从源次手上接过了玻璃酒杯。," Dengan sebelah mata memandang Nanjo yang wajahnya pasrah, Kinzo mengambil gelas yang diulurkan Genji padanya.","Guardando con la coda dell'occhio Nanjo, la cui faccia mostrava un'espressione rassegnata, Kinzo prese il bicchiere porso da Genji...","Kinzo, bir gözünü yüzünde teslim olmuş bir ifade olan Nanjo'ya dikerek Genji'nin kendisine uzattığı bardağı aldı."
,...There are probably very few people who would associate the venomous color which filled the glass with an alcoholic beverage.,...Very few people would associate that venomous color with an alcoholic beverage. ,"...There are probably very few people who would associate the venomous color, which filled the glass, with an alcoholic beverage.",…いっぱいに満たされたその毒々しい色を見て酒だと連想できる者は少ないだろう。,…いっぱいに満たされたその毒々しい色を見て酒だと連想できる者は少ないだろう。,"...Мало кто смог бы представить, что вещество ядовитого цвета, наполнявшее бокал, было алкогольным напитком.",...Poucas pessoas iriam associar essa cor venenosa com uma bebida alcoólica. ,...Chắc chẳng mấy ai có thể hình dung được thứ sắc màu độc hại tràn ngập trong ly lại là một loại đồ uống có cồn.,…看到這滿滿的毒藥般的顏色後，還能把這杯液體聯想成酒的人，這世上應該為數不多吧。,…看到这满满的毒药般的颜色后，还能把这杯液体联想成酒的人，这世上应该为数不多吧。, ...Mungkin sangat sedikit orang yang akan mengasosiasikan warna beracun yang memenuhi gelas itu dengan minuman beralkohol.,"Poche persone, vedendo il colore intenso che riempiva il bicchiere, lo avrebbero associato ad una bevanda alcolica.",...Bardağı dolduran zehirli rengi alkollü bir içecekle ilişkilendirecek muhtemelen çok az insan vardır.
Ushiromiya Kinzo,""".........Nanjo. Be honest with me. How much time do I have left?""",""".........Nanjo, be honest with me. How much time do I have left?"" ",""".........Nanjo. Be honest with me. How much time do I have left?""",「………南條。正直に話せ。私の命はあとどの程度持つ？」,「………南條。正直に話せ。私の命はあとどの程度持つ？」,""".........Нанджо. Скажи честно. Сколько я ещё протяну?""",""".........Nanjo, seja honesto comigo. Quanto tempo de vida eu ainda tenho?""",""".........Nanjo. Hãy thành thật với ta. Ta còn bao nhiêu thời gian nữa?""",「………南條，說實話吧，我的命還剩多久？」,「………南条，说实话吧，我的命还剩多久？」,""".........Nanjo. Jujurlah padaku. Berapa banyak waktu yang tersisa untukku?""","""...Nanjo. Sii onesto con me. Quanto tempo mi rimane?""",""".........Nanjo. Bana karşı dürüst ol. Ne kadar zamanım kaldı?"""
