Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ronoue Genji,"""...Do not let that bother you. ...If you had been with him, you would probably have been attacked as well. ...He foolishly rushed on ahead and paid for his mistake."" ","""......Don't let that bother you. ...Even if you had been with him, you may have been attacked as well. ......He foolishly jumped forward and paid for his mistake.""","""......Do not let that bother you. ...If you had been with him, you would probably have been attacked as well. ......He foolishly jumped forward and paid for his mistake.""",「……気に病むことはない。…仮に一緒だったら、熊沢も襲われていたかもしれん。……それに、愚かにも先走った故の自業自得だ。」,「……気に病むことはない。…仮に一緒だったら、熊沢も襲われていたかもしれん。……それに、愚かにも先走った故の自業自得だ」,"""......Не переживайте из‐за этого. ...Окажись вы там с ним, наверняка бы тоже подверглись нападению. ......Он по глупости поспешил и поплатился за свою ошибку.""","""......Não deixe isso incomodá‐la. ...Mesmo se você estivesse com ele, você poderia ter sido atacada também. ......Ele tolamente saltou na frente e pagou pelo seu erro.""","""......Don't let that bother you. ...Even if you had been with him, you may have been attacked as well. ......He foolishly jumped forward and paid for his mistake.""",「……不用耿耿於懷。…假如你和他一起的話，說不定連你自己也遇害了。而且，是他自己傻傻地一個人先跑下去，自尋死路。」,「……不用耿耿于怀。…假如你和他一起的话，说不定连你自己也遇害了。而且，是他自己傻傻地一个人先跑下去，自寻死路。」,"""...Do not let that bother you. ...If you had been with him, you would probably have been attacked as well. ...He foolishly rushed on ahead and paid for his mistake."" ","""... Non preoccupartene. ... Se tu fossi stata con lui, probabilmente saresti stata attaccata anche tu. ... È scioccamente andato avanti e ha ottenuto ciò che si meritava.""","""...Non abbatterti... Se fossi stata con lui, probabilmente saresti stata attaccata anche tu... Ha agito scioccamente e d'impulso, ed ha pagato per il suo errore.""","""......Bunun canını sıkmasına izin verme. ...Onunla birlikte olsaydın bile, sen de saldırıya uğrayabilirdin. ......O aptalca öne atladı ve hatasının bedelini ödedi."""
Ushiromiya Jessica,"""How can you say it like that?! Kanon-kun spotted the culprit and bravely stood up to them!! If only Kumasawa-san had gone with him, the culprit might've hesitated and chosen to run away!!"" ","""How can you say it like that?! Kanon‐kun spotted the killer and bravely stood up to them!! If only Kumasawa‐san had gone with him, the killer might have hesitated and chosen to run away!!""","""How can you say it like that?! Kanon-kun spotted the culprit and bravely stood up to them!! If only Kumasawa-san had gone with him, the culprit might have hesitated and chosen to run away!!""",「そんな言い方ってねぇぜッ？！　嘉音くんは犯人の姿を見つけて、勇敢に立ち向かったんだ！！　熊沢さんも一緒だったら、犯人は躊躇して逃げることを選んだかもしれない！！」,「そんな言い方ってねぇぜッ？！　嘉音くんは犯人の姿を見つけて、勇敢に立ち向かったんだ！！　熊沢さんも一緒だったら、犯人は躊躇して逃げることを選んだかもしれない！！」,"""Что за чушь?! Канон‐кун заметил преступника и отважно выступил против него! Быть может, пойди с ним Кумасава‐сан, преступник мог бы заколебаться и предпочесть сбежать!!!""","""Como você pode dizer isso?! O Kanon‐kun avistou o assassino e bravamente foi contra ele!! Se a Kumasawa‐san tivesse ido com ele, o assassino poderia ter hesitado e escolhido fugir!!""","""How can you say it like that?! Kanon‐kun spotted the killer and bravely stood up to them!! If only Kumasawa‐san had gone with him, the killer might have hesitated and chosen to run away!!""",「你說什麼？！嘉音君找到了犯人，並勇敢地和犯人對抗！！如果熊澤婆婆也在一起的話，犯人說不定就會有所顧忌而選擇逃跑了！！」,「你说什么？！嘉音君找到了犯人，并勇敢地和犯人对抗！！如果熊泽婆婆也在一起的话，犯人说不定就会有所顾忌而选择逃跑了！！」,"""How can you say it like that?! Kanon-kun spotted the culprit and bravely stood up to them!! If only Kumasawa-san had gone with him, the culprit might've hesitated and chosen to run away!!"" ","""Come puoi dire una cosa simile?! Kanon-kun ha visto il colpevole e coraggiosamente gli si è opposto!! Se solo Kumasawa-san fosse andata con lui, il colpevole avrebbe potuto esitare e scegliere di scappar via!!""","""Come puoi dire una cosa simile?! Kanon-kun aveva trovato il colpevole, e si è opposto a lui con coraggio!! Se anche Kumasawa-san fosse andata con lui, il colpevole avrebbe potuto esitare e decidere di scappar via!!""","""Bunu nasıl söylersin?! Kanon-kun katili fark etti ve cesurca karşılarına dikildi!! Eğer Kumasawa-san onunla gitmiş olsaydı, katil tereddüt edip kaçmayı seçebilirdi!!"""
,Emotion-filled words that I never thought I'd hear coming from Jessica's mouth tumbled out. ,Emotion‐filled words that I never thought I'd hear from the normally tactful Jessica tumbled out of her mouth.,Emotion-filled words that I never thought I'd hear coming from Jessica's mouth tumbled out.,普段、細かい気遣いのできる朱志香の口から出たとは思えない、感情的な言葉が飛び出す。,普段、細かい気遣いのできる朱志香の口から出たとは思えない、感情的な言葉が飛び出す。,"Джессика в сердцах бросала полные эмоций слова, которые я никогда не ожидал услышать от неё.","Palavras cheias de emoção que eu nunca pensei que ouviria da normalmente discreta Jessica, saíram de sua boca.",Emotion‐filled words that I never thought I'd hear from the normally tactful Jessica tumbled out of her mouth.,朱志香感情用事地大吼，宣泄出的言辭，完全不像是會從平時細心照顧別人情緒的她口中道出的。,朱志香感情用事地大吼，宣泄出的言辞，完全不像是会从平时细心照顾别人情绪的她口中道出的。,Emotion-filled words that I never thought I'd hear coming from Jessica's mouth tumbled out. ,Parole accorate che non avrei mai pensato potessi sentire uscir fuori dalla bocca di Jessica vennero fuori.,"Non avrei mai pensato che dalla bocca di Jessica, la quale normalmente era molto attenta a questo tipo di cose, potessero uscire parole così cariche di sentimento...",Normalde nazik olan Jessica'dan duyacağımı hiç düşünmediğim duygu dolu sözler ağzından döküldü.
,"...Kumasawa, looking truly sorry, could do nothing but hang her head... ","...Kumasawa, looking truly sorry, could do nothing but hang her head...","...Kumasawa, looking truly sorry, could do nothing but hang her head...",…熊沢さんは申し訳ないと、うな垂れるしかなかった…。,…熊沢さんは申し訳ないと、うな垂れるしかなかった…。,"...Кумасава с искренне виноватым видом не могла ничего поделать, кроме как опустить голову...","...Kumasawa, olhando realmente arrependida, não pôde fazer nada além de balançar a cabeça...","...Kumasawa, looking truly sorry, could do nothing but hang her head...",…熊澤只好一邊道歉，一邊垂下了頭…。,…熊泽只好一边道歉，一边垂下了头…。,"...Kumasawa, looking truly sorry, could do nothing but hang her head... ","... Kumasawa, sembrando davvero dispiaciuta, non poteva far altro che chinare la testa...","Mortificata, Kumasawa non potè fare altro che abbassare la testa...","...Kumasawa, gerçekten üzgün görünüyordu ve başını eğmekten başka bir şey yapamadı..."
Ushiromiya Battler,"""Jessica..."" ","""Jessica...""","""Jessica...""",「朱志香…。」,「朱志香…」,"""Джессика...""","""Jessica...""","""Jessica...""",「朱志香……」,「朱志香……」,"""Jessica..."" ","""Jessica...""","""Jessica...""","""Jessica..."""
Ushiromiya George,"""......You shouldn't talk to her now. ...It's the same for me...and probably you as well, right, Battler-kun? We don't know what's going on, and it feels like our hearts are going to split open..."" ",""".........Now isn't the time for words. ...Even I feel as if— ......and probably you're the same? As if I don't have the first clue what's going on anymore—as if my heart is going to split open......""",""".........You shouldn't have said that. ...It's the same for me, ......and probably Battler-kun as well, okay? We don't know what's going on, and it feels like our hearts are going to split open......""",「………今は言葉を掛けるべきじゃない。…僕だって、……そして戦人くんもだろ？もう何が何だかわからなくて、心が張り裂けそうだよ……。」,「………今は言葉を掛けるべきじゃない。…僕だって、……そして戦人くんもだろ？　もう何が何だかわからなくて、心が張り裂けそうだよ……」,""".........Тебе не стоило так говорить. ...Я чувствую то же самое...... и Баттлер‐кун, скорее всего, тоже. Мы не можем понять, что происходит, и такое чувство, что наши сердца вот‐вот разорвутся......""",""".........Agora não é o momento para tais palavras. ...Até eu me sinto como se— ......e provavelmente você também? Como se eu não tivesse a menor ideia do que está acontecendo — como se meu coração fosse explodir......""",""".........Now isn't the time for words. ...Even I feel as if— ......and probably you're the same? As if I don't have the first clue what's going on anymore—as if my heart is going to split open......""",「………現在不是跟她說話的時候。…就算是我，……還有戰人君你也是一樣吧？已經什麼都搞不懂了，心都快被撕碎了啊……」,「………现在不是跟她说话的时候。…就算是我，……还有战人君你也是一样吧？已经什么都搞不懂了，心都快被撕碎了啊……」,"""......You shouldn't talk to her now. ...It's the same for me...and probably you as well, right, Battler-kun? We don't know what's going on, and it feels like our hearts are going to split open..."" ","""... Non avresti dovuto dirlo. ... Anche io... e probabilmente anche Battler-kun, ok? Non sappiamo cosa sta succedendo, e ci sentiamo come se i nostri cuori stiano per aprirsi in due...""","""...Ora non dovremmo parlarle. Né io... né tu, capito, Battler-kun? Non abbiamo più idea di cosa stia accadendo, e sentiamo i nostri cuori spaccarsi in due...""",""".........Şimdi konuşmanın sırası değil. ...Benim için— ......ve muhtemelen Battler-kun, sen de. Sanki artık neler olup bittiğine dair en ufak bir fikrim yokmuş gibi—sanki kalbim yerinden çıkacakmış gibi......"""
,There were tears in George-aniki's eyes again. ...Seeing Jessica break down crying probably brought back the pain of losing his parents. ,There were tears in George‐aniki's eyes again.{n}...Seeing Jessica break down crying probably brought back the pain of losing his parents.,There were tears in George-aniki's eyes again....Seeing Jessica break down crying probably brought back the pain of losing his parents.,譲治の兄貴は、再び目頭に涙を溜める。…泣き崩れる朱志香を見て、再び両親を失った悲しみがぶり返してしまったのだろう。,譲治の兄貴は、再び目頭に涙を溜める。{n}…泣き崩れる朱志香を見て、再び両親を失った悲しみがぶり返してしまったのだろう。,"На глаза Джорджа‐аники снова навернулись слёзы.{n}...Видя страдания Джессики, боль от потери родителей снова вернулась к нему.",Haviam lágrimas nos olhos do George‐aniki de novo.{n}...Ver a Jessica chorar provavelmente trouxe de volta a dor de perder seus pais.,There were tears in George‐aniki's eyes again.{n}...Seeing Jessica break down crying probably brought back the pain of losing his parents.,讓治大哥的眼角，又泛起了淚光。{n}…看著失聲痛哭的朱志香，讓他再次想起失去雙親的悲痛了吧。,让治大哥的眼角，又泛起了泪光。{n}…看着失声痛哭的朱志香，让他再次想起失去双亲的悲痛了吧。,There were tears in George-aniki's eyes again. ...Seeing Jessica break down crying probably brought back the pain of losing his parents. ,C'erano ancora una volta lacrime negli occhi di Aniki. ... Vedere Jessica crollare a piangere probabilmente riportò di nuovo in mente il dolore di aver perso i suoi genitori.,"Gli occhi del fratellone George erano nuovamente pervasi dalle lacrime...{n}Forse, il vedere Jessica scoppiare a piangere, gli fece rivivere il dolore causato dalla perdita dei suoi genitori...",George-aniki'nin gözleri yine yaşlarla dolmuştu.{n}...Jessica'nın ağlayarak yıkıldığını görmek muhtemelen ailesini kaybetmenin acısını tekrar hatırlatmıştı.
,......I'd done my crying all at once. ...So I didn't feel like crying anymore. ,............I had already cried myself dry.{n}...So I didn't want to cry anymore.,............I had already cried myself dry....So I didn't want to cry anymore.,…………俺は、まとめて一気に泣いた。…だからさらに泣きたいとは思わない。,…………俺は、まとめて一気に泣いた。{n}…だからさらに泣きたいとは思わない。,"............Я уже пролил все слёзы, которые у меня были.{n}...Так что мне больше не хочется плакать.",............Eu já tinha chorado sozinho.{n}...Então eu não queria mais chorar.,............I had already cried myself dry.{n}...So I didn't want to cry anymore.,…………我因為一次哭了個夠。{n}…所以已經沒有再哭下去的心情。,…………我因为一次哭了个够。{n}…所以已经没有再哭下去的心情。,......I'd done my crying all at once. ...So I didn't feel like crying anymore. ,... Io ho già pianto fino a finire le lacrime. ... Quindi non volevo farlo ancora.,"Io avevo versato tutte le mie lacrime in una volta sola... Perciò, non me la sentii di piangere ulteriormente...",............Ben zaten hüngür hüngür ağlamıştım.{n}...Bu yüzden daha fazla ağlamak istemedim.
,"...However, I understood how great the pain in their hearts was. ","...However, I felt myself the pain in their hearts.","...However, I understood how great the pain in their chests was.",…しかし、彼らの胸中は痛いほどわかった。,…しかし、彼らの胸中は痛いほどわかった。,"...Однако я понимал, как им сейчас больно.","...No entanto, eu senti a dor deles.","...However, I felt myself the pain in their hearts.",…但是，他們胸中的悲痛我比誰都明白。,…但是，他们胸中的悲痛我比谁都明白。,"...However, I understood how great the pain in their hearts was. ","... Tuttavia, capivo l'aumentare del dolore nei loro petti.","Tuttavia, compresi l'intensità del dolore nei loro cuori.","...Ancak, kalplerindeki acıyı ben de hissettim."
Ushiromiya Maria,"""......It's okay, Jessica. ......You'll be able to meet Kanon again soon."" ","""............It's alright, Jessica onee‐chan. .........You'll be able to meet Kanon again soon.""","""............It's alright, Jessica. .........You'll be able to meet Kanon again soon.""",「…………大丈夫だよ、朱志香。………嘉音にだってまたすぐ会えるよ。」,「…………大丈夫だよ、朱志香お姉ちゃん。………嘉音にだってまたすぐ会えるよ」,"""............Всё в порядке, Джессика онээ‐чан. .........Скоро ты опять сможешь встретиться с Каноном.""","""............Está tudo bem, Jessica onee‐chan. .........Você será capaz de encontrar o Kanon novamente em breve.""","""............It's alright, Jessica onee‐chan. .........You'll be able to meet Kanon again soon.""",「…………沒事的，朱志香姐姐。………馬上就能再見到嘉音的。」,「…………没事的，朱志香姐姐。………马上就能再见到嘉音的。」,"""......It's okay, Jessica. ......You'll be able to meet Kanon again soon."" ","""... Va tutto bene, Jessica. ... Presto potrai incontrare Kanon ancora.""","""...Va tutto bene, Jessica... Presto potrai rivedere Kanon.""","""............Her şey yolunda, Jessica onee-chan. .........Kanon'la yakında tekrar görüşebileceksin."""
Ushiromiya Jessica,"""...Stop it! I don't need you trying to console me like that...!"" ","""...Stop it! You aren't helping...!""","""...Stop it! Stop trying to console me...!""",「…よしてくれよ！　そういう慰めはいらねぇぜ…！」,「…よしてくれよ！　そういう慰めはいらねぇぜ…！」,"""...Хватит! Хватит пытаться утешить меня!..""","""...Pare com isso! Eu não preciso desse tipo de consolo...!""","""...Stop it! You aren't helping...!""",「…別說了！這種安慰我不需要…！」,「…别说了！这种安慰我不需要…！」,"""...Stop it! I don't need you trying to console me like that...!"" ","""... Smettila! Non ho bisogno di questo tipo di conforto...!""","""...Smettila! Non voglio venire consolata così...!""","""...Kes şunu! Yardımcı olmuyorsun...!"""
