Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Maria,""".............................. ...Don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in.""","""......... ...I don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in."" ",""".....................Don't need food.  Don't need clothes.  Don't need school lunches and don't want to go to summer camp.  ...It's not like any of the groups will let Maria join in.""",「…………………………。…ご飯いらない。お洋服もいらない。給食もいらないしサマーキャンプなんか行きたくない。…どうせ真里亞をどこの班も混ぜてくれないもん。」,「…………………………。…ご飯いらない。お洋服もいらない。給食もいらないしサマーキャンプなんか行きたくない。…どうせ真里亞をどこの班も交ぜてくれないもん」,""".....................Не нужна еда. Не нужна одежда. Не нужны школьные обеды и не хочу ездить в летний лагерь. ...В любом случае, ни одна из групп не примет Марию.""",""".............................. ...Não preciso de comida. Não preciso de roupas. Não preciso de lanches na escola e não quero ir para o acampamento de verão. ...Não é como se algum dos grupos fosse deixar a Maria se juntar.""",「…………………………。…不要吃饭。不要洋装。校餐也不要，夏令营真里亚根本就不想去。…反正哪个班都不会欢迎真里亚。」,「…………………………。…不要吃飯。不要洋裝。校餐也不要，夏令營真里亞根本就不想去。…反正哪個班都不會歡迎真里亞。」,"""... Non mi serve il cibo. Non mi servono i vestiti. Non mi servono i pranzi a scuola e non voglio andare al campo estivo. ... Nessun gruppo vuole accettare Maria.""",""".............................. ...Don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in.""","""... No necesito comida. No necesito ropa. No necesito almuerzos de la escuela y no quiero ir al campamento de verano... Parece que ninguno de los grupos deja que María se una.""",""".............................. ...ﻻ ﺃﺣﺘﺎﺝ ﻃﻌﺎﻣًﺎ. ﻭﻻ ﻣﻼﺑﺴًﺎ. ﻭﻻ ﺃﺭﻳﺪ ﻓﺴﺤﺔ ﺍﻟﻤﺪﺭﺳﺔ ﻭﻻ ﺍﻟﺬﻫﺎﺏ ﻓﻲ ﺭﺣﻼﺕٍ ﻣﺪﺭﺳﻴﺔ. ...ﻭﻛﺄﻥ ﺃﺣﺪًﺍ ﺳﻴﻘﺒﻞ ﺍﻧﻀﻤﺎﻡ ﻣﺎﺭﻳﺎ ﻟﻤﺠﻤﻮﻋﺘﻪ ﺃﺻﻼً.""",""".............................. ...Don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in.""",""".............................. ...Don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in.""",""".............................. ...Don't need food. Don't need clothes. Don't need school lunches and don't want to go to summer camp. ...It's not like any of the groups will let me join in."""
Sakutarou,"‘Uryu...... ......Just now, on the phone, Mama promised that she'll buy you a present for when she comes back from work, right?’","‘Uryu... ...Just now, on the phone, Mama promised that she'd buy a present when she comes back from work, right? ","『Uryu............Just now, on the phone, Mama promised that she would buy a present when she comes back from work, right?",『うりゅ……。……ママはさっき電話で、お仕事から帰ってきたら、お土産を買ってきてくれるって約束してくれたよ？,『うりゅ……。……ママはさっき電話で、お仕事から帰ってきたら、お土産を買ってきてくれるって約束してくれたよ？』,"{p:0:『}Урю‐у............Только что, по телефону, мама пообещала купить тебе подарок, когда вернется с работы, верно?{p:0:』}","‘Uryu...... ......Agora mesmo, no telefone, a mamãe prometeu que ia comprar um presente para você quando ela voltasse do trabalho, não foi?’",『呜溜……。……妈妈在刚才的电话里保证了，等做完工作回家时，会给真里亚买礼物哦？』,『嗚溜……。……媽媽在剛才的電話裡保證了，等做完工作回家時，會給真里亞買禮物哦？』,"{p:0:『}Uryu... poco fa, al telefono, Mamma ti ha promesso che avrebbe comprato un regalo quando sarebbe tornata dal lavoro, giusto?","‘Uryu...... ......Just now, on the phone, Mama promised that she'll buy you a present for when she comes back from work, right?’","‘Uryu... Justo ahora, en el teléfono, mamá prometió que ella compraría un regalo cuando regresara del trabajo, ¿cierto?’",‘ﺃﻭﺭﻳﻮﻭ...... ......ﺃﻟﻢ ﺗﻌﺪﻙِ ﻣﺎﻣﺎ ﻋﻠﻰ ﺍﻟﻬﺎﺗﻒ ﻟﻠﺘﻮ ﺑﺄﻧّﻬﺎ ﺳﺘﺸﺘﺮﻱ ﻟﻚِ ﻫﺪﻳﺔ ﺣﺎﻟﻤﺎ ﺗﻌﻮﺩ؟’,"‘Uryu...... ......Just now, on the phone, Mama promised that she'll buy you a present for when she comes back from work, right?’","‘Uryu...... ......Just now, on the phone, Mama promised that she'll buy you a present for when she comes back from work, right?’","‘Uryu...... ......Just now, on the phone, Mama promised that she'll buy you a present for when she comes back from work, right?’"
Sakutarou,"‘I think Mama made that promise because you're important to her, Maria, and she feels bad for making you lonely.’","I think she made that promise because you're important to her, Maria, and she'd feel bad if she made you lonely.’ ","  I think Mama made that promise because you are important to her, Maria, and she would feel bad if she made you lonely.』",　ママは真里亞のことが大事で、寂しくさせてることを申し訳ないと思ってるから、そういう約束をしてくれたんだと思うよ。』,『ママは真里亞のことが大事で、寂しくさせてることを申し訳ないと思ってるから、そういう約束をしてくれたんだと思うよ』,"{p:0:『}Я думаю, она пообещала это потому, что ты важна для неё, Мария, и ей будет стыдно, если из‐за неё тебе будет одиноко.{p:0:』}","‘Acho que a mamãe fez essa promessa porque você é importante para ela, Maria, e ela se sente mal por deixar você sozinha.’",『偶觉得，这是因为妈妈很重视真里亚，因为让真里亚寂寞了而感到内疚，所以才作出了这个保证哦。』,『偶覺得，這是因為媽媽很重視真里亞，因為讓真里亞寂寞了而感到內疚，所以才作出了這個保證哦。』,"Penso che Mamma abbia fatto quella promessa perché pensa che sia importante, Maria, e se ti lasciasse da sola, si sentirebbe male. {p:0:』}","‘I think Mama made that promise because you're important to her, Maria, and she feels bad for making you lonely.’","‘Creo que mamá hizo esa promesa porque eres importante para ella, María, y se sentiría mal si te sintieras sola.’",‘ﺃﻇﻦّ ﺃﻧّﻬﺎ ﻗﺎﻟﺖ ﺫﻟﻚ ﻷﻧّﻬﺎ ﺗﺤﺒﻚ ﻛﺜﻴﺮًﺍ ﻳﺎ ﻣﺎﺭﻳﺎ. ﻻ ﺑﺪّ ﻣﻦ ﺃﻧّﻬﺎ ﺗﺄﺳﻒ ﻛﺜﻴﺮًﺍ ﻋﻠﻰ ﺗﺮﻛﻚ ﻭﺣﻴﺪﺓً.’,"‘I think Mama made that promise because you're important to her, Maria, and she feels bad for making you lonely.’","‘I think Mama made that promise because you're important to her, Maria, and she feels bad for making you lonely.’","‘I think Mama made that promise because you're important to her, Maria, and she feels bad for making you lonely.’"
Ushiromiya Maria,""".........I don't know.""","""...You think so?"" ","""......Is that true...""",「………そうかな。」,「………そうかな」,"""......Так ли это...""",""".........Será?""",「………真是如此吗？」,「………真是如此嗎？」,"""... Mi chiedo se sia così...""",""".........I don't know.""","""... ¿Tú lo crees?...""",""".........ﺃﺗﻈﻦ ﺫﻟﻚ؟""",""".........I don't know.""",""".........I don't know.""",""".........I don't know."""
Sakutarou,‘Uryu! She definitely wouldn't do that if she thought you were a pain or annoying! ......She wants to stay by your side all the time as well.’,"‘Uryu! It definitely isn't a pain for her, or annoying, or anything! ...Mama also wants to be by your side all the time, Maria. ","『Uryu!  It definitely isn't a pain, or annoying or anything!  ......Mama also wants to be by your side all the time, Maria.",『うりゅ！　面倒臭かったり、嫌だったりしたら、そんなことはしないもん！　……ママだって、真里亞の側にいつだっていたいんだよ。,『うりゅ！　面倒臭かったり、嫌だったりしたら、そんなことはしないもん！　……ママだって、真里亞の側にいつだっていたいんだよ』,"{p:0:『}Урю‐у! Для неё это не является чем‐то досадным, хлопотным или раздражающим! ......Мама хочет быть с тобой всё время, Мария.{p:0:』}",‘Uryu! Ela certamente não faria isso se pensasse que você fosse chata ou um incômodo! ......Ela quer ficar ao seu lado o tempo todo também.’,『呜溜！要是嫌麻烦呀，想逃避呀，才不会去说这种话呢！……妈妈也是，想要每时每刻都陪伴在真里亚的身边的。』,『嗚溜！要是嫌麻煩呀，想逃避呀，才不會去說這種話呢！……媽媽也是，想要每時每刻都陪伴在真里亞的身邊的。』,"{p:0:『}Uryu! Non è assolutamente doloroso, scocciante o altro! ... Anche Mamma vuole essere al tuo fianco tutto il tempo, Maria.",‘Uryu! She definitely wouldn't do that if she thought you were a pain or annoying! ......She wants to stay by your side all the time as well.’,"‘¡Uryu! ¡Ella de verdad no haría eso si pensara que eres una molestia o un fastidio!... Mamá también quiere que estés a su lado todo el tiempo, María.’",‘ﺃﻭﺭﻳﻮﻭ! ﻣﺎ ﻛﺎﻧﺖ ﻟﺘﻘﻮﻝ ﺫﻟﻚ ﻟﻮ ﺃﻧﻬﺎ ﺗﺤﺲ ﺑﺎﻟﻀﻴﻖ ﻭﺍﻻﻧﺰﻋﺎﺝ ﻣﻨﻚ!! ......ﻣﺎﻣﺎ ﺃﻳﻀًﺎ ﺗﻮﺩّ ﺍﻟﺒﻘﺎﺀ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﺑﺠﺎﻧﺒﻚ ﻳﺎ ﻣﺎﺭﻳﺎ،’,‘Uryu! She definitely wouldn't do that if she thought you were a pain or annoying! ......She wants to stay by your side all the time as well.’,‘Uryu! She definitely wouldn't do that if she thought you were a pain or annoying! ......She wants to stay by your side all the time as well.’,‘Uryu! She definitely wouldn't do that if she thought you were a pain or annoying! ......She wants to stay by your side all the time as well.’
Sakutarou,"‘...She also finds it painful and sad that she can't. ............I remember when Mama spent the whole night by your side, crying.’","...It's also painful and sad for her, since she can't do that. ......I remember when she spent the whole night by your side, crying.’ ","  ...It's also painful and sad for Mama since she can't do that.  ............I remember when Mama spent the whole night by your side, crying.』",…それが出来なくて、ママも辛くて悲しい。…………ママが泣きながら、ずっと真里亞の隣にいて夜を過ごしてくれた日を、ボクは覚えてるよ。』,『…それが出来なくて、ママも辛くて悲しい。…………ママが泣きながら、ずっと真里亞の隣にいて夜を過ごしてくれた日を、ボクは覚えてるよ』,"{p:0:『}...Маме тоже больно и грустно от того, что у неё этого не выходит. ............Я помню, когда она всю ночь плакала рядом с тобой.{p:0:』}","‘...Ela também acha doloroso e triste não poder. ............Eu lembro quando a mamãe passou a noite ao seu lado, chorando.’",『…由于做不到，妈妈心里也很难受哦。…………偶记得，妈妈曾经边哭着，边在真里亚的身边待了一晚上哦。』,『…由於做不到，媽媽心裡也很難受哦。…………偶記得，媽媽曾經邊哭著，邊在真里亞的身邊待了一晚上哦。』,"... È doloroso e triste anche per Mamma poiché non può farlo. ... Mi ricordo la volta in cui Mamma è stata tutta la notte vicino a te, piangendo. {p:0:』}","‘...She also finds it painful and sad that she can't. ............I remember when Mama spent the whole night by your side, crying.’",‘... También es doloroso y triste para mamá no poder hacerlo... Recuerdo cuando mamá pasó toda la noche a tu lado llorando.’,‘...ﻟﻜﻦّ ﻫﺬﺍ ﻟﻴﺲ ﻣﻤﻜﻨًﺎ، ﻟﻬﺬﺍ ﻫﻲ ﺣﺰﻳﻨﺔٌ ﻭﺗﻌﺎﻧﻲ. ............ﺃﻻ ﺗﺬﻛﺮﻳﻦ ﺍﻟﻠﻴﻠﺔ ﺍﻟﺘﻲ ﺃﻣﻀﺘﻬﺎ ﺑﺠﺎﻧﺒﻚ ﻭﻫﻲ ﺗﺒﻜﻲ؟’,"‘...She also finds it painful and sad that she can't. ............I remember when Mama spent the whole night by your side, crying.’","‘...She also finds it painful and sad that she can't. ............I remember when Mama spent the whole night by your side, crying.’","‘...She also finds it painful and sad that she can't. ............I remember when Mama spent the whole night by your side, crying.’"
Ushiromiya Maria,""".........Yeah. ...Didn't understand why Mama was crying, ......but seeing Mama like that was so sad, ...and I couldn't do anything but stay silent by her side.""","""......Yeah. ...I didn't understand why she was crying, ...but she was so sad, ...and I couldn't do anything but stay silent by her side."" ",""".........Yeah.  ...Didn't understand why Mama was crying, ......but Mama was so sad, ...and Maria couldn't do anything but stay silent by Mama's side.""",「………うん。…何でママが泣いてるのかわからなかったけど、……悲しむママが悲しくて、…ただ真里亞は黙ってママの側にいることしか出来なかった。」,「………うん。…何でママが泣いてるのかわからなかったけど、……悲しむママが悲しくて、…ただ真里亞は黙ってママの側にいることしか出来なかった」,""".........Да. ...Не понимаю, почему мама плакала... Но она была такая грустная... и Мария только и могла, что молча разделять мамино горе.""",""".........Sim. ...Não entendi porque a mamãe estava chorando, ......mas ver a mamãe daquele jeito foi muito triste, ...e não pude fazer nada além de ficar em silêncio ao lado dela.""",「………嗯。…虽然不知道妈妈为什么要哭，……但看到妈妈伤心，真里亚也伤心，…只好默默地陪伴在妈妈的身边。」,「………嗯。…雖然不知道媽媽為什麼要哭，……但看到媽媽傷心，真里亞也傷心，…只好默默地陪伴在媽媽的身邊。」,"""... Sì. ... Non ho capito perché Mamma stava piangendo... ma era così triste... e Maria non poteva fare altro che stare vicino a Mamma.""",""".........Yeah. ...Didn't understand why Mama was crying, ......but seeing Mama like that was so sad, ...and I couldn't do anything but stay silent by her side.""","""... Sí... No entendía por qué mamá estaba llorando... pero ver a mamá así era tan triste... y María no podía hacer nada más que estar en silencio al lado de mamá.""",""".........ﺑﻠﻰ. ...ﻟﻢ ﺃﻛﻦّ ﺃﻋﻠﻢ ﺳﺒﺐ ﺣﺰﻥ ﻣﺎﻣﺎ، ﻟﻜﻦّ ﺣﺰﻧﻬﺎ ﻳﺤﺰﻧﻨﻲ ﺃﻧﺎ ﺃﻳﻀًﺎ، ...ﻭﻟﻢ ﺃﺳﺘﻄﻊ ﺳﻮﻯ ﺃﻥ ﺃﻇﻞّ ﺻﺎﻣﺘﺔ ﺑﺠﻮﺍﺭ ﻣﺎﻣﺎ.""",""".........Yeah. ...Didn't understand why Mama was crying, ......but seeing Mama like that was so sad, ...and I couldn't do anything but stay silent by her side.""",""".........Yeah. ...Didn't understand why Mama was crying, ......but seeing Mama like that was so sad, ...and I couldn't do anything but stay silent by her side.""",""".........Yeah. ...Didn't understand why Mama was crying, ......but seeing Mama like that was so sad, ...and I couldn't do anything but stay silent by her side."""
Sakutarou,"‘I remember the last thing Mama said then. ......She said thank you. .........She said that just by being by her side, you were her only ally in the whole world. ......Uryu, do you remember?’","‘I remember the last thing Mama said then. ...She said ""Thank you, Maria"". ......She said that just by being by her side, you were her only ally in the world. ...Uryu, do you remember?’ ","『I remember the last thing Mama said then.  ......She said 'thank you, Maria'.  .........Mama said that just by being by her side, you were her only ally in the world.  ......Uryu, do you remember?』",『あの時、最後にママが言ったのを、ボクは覚えてるよ。……真里亞に、ありがとうって言った。………ただ側に居てくれるだけで、真里亞だけが世界でただ１人の味方なんだよって、ママは言ってくれた。……うりゅ、覚えてる？』,『あの時、最後にママが言ったのを、ボクは覚えてるよ。……真里亞に、ありがとうって言った。………ただ側に居てくれるだけで、真里亞だけが世界でただ１人の味方なんだよって、ママは言ってくれた。……うりゅ、覚えてる？』,"{p:0:『}Я помню последние слова, сказанные мамой тогда. ......Она сказала: ""Спасибо тебе, Мария"". .........Мама сказала, что даже просто находясь рядом с ней, ты единственная её союзница в этом мире. ......Урю, ты помнишь?{p:0:』}","‘Eu lembro da última coisa que a mamãe disse. ......Ela disse obrigada. .........Ela disse que só de você estar ao lado dela, você era a única aliada dela em todo o mundo. ......Uryu, você se lembra?’",『偶记得那时妈妈在最后所说的话哦。……妈妈对真里亚说了，谢谢。………妈妈说了，光是陪在身边，真里亚就已经是妈妈在这个世界上唯一的伙伴了。……呜溜，还记得吗？』,『偶記得那時媽媽在最後所說的話哦。……媽媽對真里亞說了，謝謝。………媽媽說了，光是陪在身邊，真里亞就已經是媽媽在這個世界上唯一的伙伴了。……嗚溜，還記得嗎？』,"{p:0:『}Mi ricordo l'ultima cosa che Mamma ha detto quella volta. ... Ha detto ‘Grazie, Maria’. ... Mamma ha detto che stando semplicemente al suo fianco, eri la sua unica alleata al mondo. ... Uryu, ti ricordi?{p:0:』}","‘I remember the last thing Mama said then. ......She said thank you. .........She said that just by being by her side, you were her only ally in the whole world. ......Uryu, do you remember?’","‘Recuerdo lo último que mamá dijo entonces... Ella dijo ‘gracias, María’... Mamá dijo que solo con estar a su lado, eras su única aliada en el mundo... Uryu, ¿recuerdas?’",‘ﻭﻫﻞ ﺗﺘﺬﻛﺮﻳﻦ ﺁﺧﺮ ﻣﺎ ﻗﺎﻟﺘﻪ ﻟﻚ ﻣﺎﻣﺎ ﺣﻴﻨﻬﺎ...؟ ......ﻗﺎﻟﺖ ﻟﻚِ: ﺷﻜﺮًﺍ ﻳﺎ ﻣﺎﺭﻳﺎ. .........ﻣﺎﻣﺎ ﻗﺎﻟﺖ ﺃﻥ ﻣﺎﺭﻳﺎ ﻫﻲ ﺣﻠﻴﻔﺘﻬﺎ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ. ......ﺃﻭﺭﻳﻮﻭ، ﺃﻻ ﺗﺬﻛﺮﻳﻦ؟’,"‘I remember the last thing Mama said then. ......She said thank you. .........She said that just by being by her side, you were her only ally in the whole world. ......Uryu, do you remember?’","‘I remember the last thing Mama said then. ......She said thank you. .........She said that just by being by her side, you were her only ally in the whole world. ......Uryu, do you remember?’","‘I remember the last thing Mama said then. ......She said thank you. .........She said that just by being by her side, you were her only ally in the whole world. ......Uryu, do you remember?’"
Ushiromiya Maria,"""Yeah... .........You're my only ally in the whole wide world, ......she said.""","""Yeah... ......I'm her only ally in the world, ...she said."" ","""Yeah............Maria is Mama's only ally in the world, ......she said.""",「うん…。………真里亞が世界でただ１人の味方なんだよって、……ママ言った。」,「うん…。………真里亞が世界でただ１人の味方なんだよって、……ママ言った」,"""Да............'Мария единственная в мире мамина союзница', — сказала она.""","""Sim... .........Você é minha única aliada em todo o mundo, ......foi o que ela disse""",「嗯…。………妈妈说过，……真里亚是妈妈在这个世界上唯一的伙伴。」,「嗯…。………媽媽說過，……真里亞是媽媽在這個世界上唯一的伙伴。」,"""Sì... Maria è l'unica alleata di Mamma al mondo... ha detto.""","""Yeah... .........You're my only ally in the whole wide world, ......she said.""","""Sí... Tú eres mi única aliada en todo el mundo... eso dijo.""","""ﺑﻠﻰ... .........ﻣﺎﺭﻳﺎ ﻫﻲ ﺣﻠﻴﻔﺔ ﻣﺎﻣﺎ ﺍﻟﻮﺣﻴﺪﺓ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ، ......ﻫﻜﺬﺍ ﻗﺎﻟﺖ.""","""Yeah... .........You're my only ally in the whole wide world, ......she said.""","""Yeah... .........You're my only ally in the whole wide world, ......she said.""","""Yeah... .........You're my only ally in the whole wide world, ......she said."""
,"Sakutaro set the remote on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me while gazing into my eyes.","Sakutaro set the remote control on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me, gazing into my eyes. ","Sakutaro set the remote control on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me, gazing into my eyes.",さくたろは、リモコンをテーブルに置くと、よちよちとソファーを這い上がって、私の膝に乗って、…私の瞳を見ながら言った。,さくたろは、リモコンをテーブルに置くと、よちよちとソファーを這い上がって、私の膝に乗って、…私の瞳を見ながら言った。,"Сакутаро положил телевизионный пульт на стол, забрался на диван, залез ко мне на колени... И заговорил, глядя мне в глаза.","O Sakutaro colocou o controle na mesa e se arrastou para o sofá, sentou no meu colo, ...e falou para mim enquanto olhava nos meus olhos.",樱太郎将遥控器放到桌上后，摇摇晃晃地爬上沙发，坐到我的膝盖上，…望着我的眼睛说道。,櫻太郎將遙控器放到桌上後，搖搖晃晃地爬上沙發，坐到我的膝蓋上，…望著我的眼睛說道。,"Sakutarou mise il telecomando sul tavolo, si sdraiò sul sofà, si sedette sul mio grembo... e mi parlò, guardandomi negli occhi.","Sakutaro set the remote on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me while gazing into my eyes.","Sakutaro colocó el control remoto en la mesa, se arrastró hasta el sofá, se sentó en mi regazo... y me habló, mirándome a los ojos.",ﻭﺿﻊ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺟﻬﺎﺯ ﺍﻟﺘﺤﻜﻢ ﻋﻠﻰ ﺍﻟﻤﻨﻀﺪﺓ، ﺛﻢّ ﺯﺣﻒ ﻋﻠﻰ ﺍﻷﺭﻳﻜﺔ ﻭﺟﻠﺲ ﻓﻲ ﺣﻀﻨﻲ، ﻭﺗﺤﺪﺙ ﻣﻌﻲ ﻣﺤﺪﻗًﺎ ﻓﻲ ﻋﻴﻨﺎﻱ.,"Sakutaro set the remote on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me while gazing into my eyes.","Sakutaro set the remote on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me while gazing into my eyes.","Sakutaro set the remote on the table, crawled up onto the sofa, sat on my lap, ...and spoke to me while gazing into my eyes."
Sakutarou,"‘......I'm sure Mama's just like you, Maria. .........Where the designs Mama draws are the only ones laughed at by the clients. ......And her company is the only one that has annoying jobs pushed onto it by other companies.’","‘...I'm sure Mama feels the same way you do, Maria. ......The designs Mama draws are the only ones laughed at by her clients. ...Only Mama's company has troublesome jobs pushed onto it by other companies. ","『......I'm sure Mama feels the same way you do, Maria.  .........The designs Mama draws are the only ones laughed at by the clients.  ......Only Mama's company has troublesome jobs pushed onto it by other companies.",『……ママも、きっと真里亞と同じなんだよ。………ママの描いたデザインだけが、クライアントに笑われて。……ママの会社だけが、他の会社から面倒な仕事を押し付けられて。,『……ママも、きっと真里亞と同じなんだよ。………ママの描いたデザインだけが、クライアントに笑われて。……ママの会社だけが、他の会社から面倒な仕事を押し付けられて』,"{p:0:『}......Я уверен, мама думает то же самое, Мария. .........Только проекты, нарисованные мамой, высмеиваются клиентами. ......Проблематичные задания сваливаются другими компаниями только на мамину.{p:0:』}","‘......Eu tenho certeza que a mamãe gosta de você, Maria. .........Os clientes só riem dos designs que a mamãe desenha. ......E a companhia dela é a única que acaba encarregada de trabalhos problemáticos das outras companhias.’",『……妈妈也一定与真里亚一样。………只有妈妈画的设计图，遭到了客户的嘲笑。……只有妈妈的公司，在被其他公司硬推着干麻烦的活。』,『……媽媽也一定與真里亞一樣。………只有媽媽畫的設計圖，遭到了客戶的嘲笑。……只有媽媽的公司，在被其他公司硬推著幹麻煩的活。』,"{p:0:『}... Sono sicuro che Mamma si sente nel tuo stesso modo, Maria. ... I design che Mamma crea sono disprezzati dai suoi clienti. ... Solo la compagnia di Mamma ha lavori pesanti, dati da altre compagnie.","‘......I'm sure Mama's just like you, Maria. .........Where the designs Mama draws are the only ones laughed at by the clients. ......And her company is the only one that has annoying jobs pushed onto it by other companies.’","‘... Estoy seguro de que mamá se siente igual que tú, María... Los diseños que mamá dibuja son los únicos burlados por los clientes... Solo la compañía de mamá tiene trabajos presionados por otras compañías.’",‘......ﺃﻧﺎ ﻣﺘﺄﻛﺪٌ ﻣﻦ ﺃﻥّ ﻣﺎﻣﺎ ﺗﻘﺎﺳﻲ ﻧﻔﺲ ﻣﺎ ﺗﻌﺎﻧﻴﻨﻪ ﻳﺎ ﻣﺎﺭﻳﺎ. .........ﻻ ﺑﺪّ ﻭﺃﻥ ﺍﻟﻌﻤﻼﺀ ﻳﺴﺨﺮﻭﻥ ﻣﻦ ﺍﻟﺘﺼﺎﻣﻴﻢ ﺍﻟﺘﻲ ﺗﺼﻤﻤﻬﺎ ﻣﺎﻣﺎ، ......ﻛﻤّﺎ ﺃﻥ ﺷﺮﻛﺘﻬﺎ ﺗﻤّﺮ ﺑﺒﻌﺾ ﺍﻷﺯﻣﺎﺕ ﺑﺴﺒﺐ ﺇﻟﻘﺎﺀ ﺍﻟﺸﺮﻛﺎﺕ ﺍﻷﺧﺮﻯ ﻟﻸﻋﻤﺎﻝ ﺍﻟﻤﺰﻋﺠﺔ ﻋﻠﻴﻬﺎ.’,"‘......I'm sure Mama's just like you, Maria. .........Where the designs Mama draws are the only ones laughed at by the clients. ......And her company is the only one that has annoying jobs pushed onto it by other companies.’","‘......I'm sure Mama's just like you, Maria. .........Where the designs Mama draws are the only ones laughed at by the clients. ......And her company is the only one that has annoying jobs pushed onto it by other companies.’","‘......I'm sure Mama's just like you, Maria. .........Where the designs Mama draws are the only ones laughed at by the clients. ......And her company is the only one that has annoying jobs pushed onto it by other companies.’"
Sakutarou,"‘Mama is the president, so she has to take care of everything all by herself. ......And her company is the only one that never gets to join in with the business of other companies.’","Mama is the president, so she has to take care of everything by herself. ...Only Mama's company never gets included in the business of other companies. ","  Mama is the president, so she has to take care of everything by herself.  ......Only Mama's company never gets included in the business of other companies.",ママは社長だから、自分ひとりで片付けなくちゃならなくて。……ママの会社だけが、いつも他の会社の仕事に混ぜてもらえない。,『ママは社長だから、自分ひとりで片付けなくちゃならなくて。……ママの会社だけが、いつも他の会社の仕事に交ぜてもらえない』,"{p:0:『}Мама — президент, поэтому ей приходится самостоятельно всем заниматься. ......Только мамину компанию не берут в партнёры другие компании.{p:0:』}","‘A mamãe é a presidente, por isso ela tem que cuidar de tudo sozinha. ......E a companhia dela é a única que nunca consegue se juntar em negócios com outras companhias.’",『因为妈妈是社长，所以不得不靠自己一个人处理。……只有妈妈的公司，总是不获其他公司欢迎，共同参与项目。』,『因為媽媽是社長，所以不得不靠自己一個人處理。……只有媽媽的公司，總是不獲其他公司歡迎，共同參與項目。』,"Mamma è la presidentessa, quindi lei si deve occupare di tutto. ... La compagnia di Mamma è l'unica che non viene inclusa negli affari delle altre compagnie.","‘Mama is the president, so she has to take care of everything all by herself. ......And her company is the only one that never gets to join in with the business of other companies.’","‘Mamá es la presidenta, así que ella debe hacerse cargo de todo por sí misma... Solo la compañía de mamá nunca es incluida en los negocios de las otras compañías.’",‘ﻭﻷﻧّﻬﺎ ﺍﻟﺮﺋﻴﺴﺔ، ﻋﻠﻴﻬﺎ ﺍﻟﻘﻴﺎﻡ ﺑﻜﻞّ ﺷﻲﺀ ﻟﻮﺣﺪﻫﺎ. ......ﻭﻭﺣﺪﻫﺎ ﺷﺮﻛﺔ ﻣﺎﻣﺎ ﻣﻦ ﻻ ﻳﺘﻢ ﺿﻤﻬﺎ ﺃﺑﺪًﺍ ﻣﻊ ﺃﻋﻤﺎﻝ ﺍﻟﺸﺮﻛﺎﺕ ﺍﻷﺧﺮﻯ ﻛﺸﺮﻳﻚٍ ﺣﻘﻴﻘﻲ.’,"‘Mama is the president, so she has to take care of everything all by herself. ......And her company is the only one that never gets to join in with the business of other companies.’","‘Mama is the president, so she has to take care of everything all by herself. ......And her company is the only one that never gets to join in with the business of other companies.’","‘Mama is the president, so she has to take care of everything all by herself. ......And her company is the only one that never gets to join in with the business of other companies.’"
