Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Battler,"""...Or it could also be an accidental death. Like Maria was having a tantrum, and when Auntie Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then, in her consternation, she slipped and fell, landed on the fence, and unluckily, died.""","""...Or could it also be an accidental death? Like Maria was having a tantrum, and when Aunt Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then she was so upset that she slipped and fell, landed on the fence, and unluckily, died."" ","...Or could it also be an accidental death? Like Maria was having a tantrum, and when Rosa oba-san tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then she was so upset that she slipped and fell, landed on the fence, and unluckily, died.",…あるいは事故死かもな？　真里亞が癇癪を起こし、それを泣き止まそうとした楼座叔母さんは力の加減を誤ってつい殺してしまったとか。それで動転して、滑って転んで、柵に倒れて運悪く死んでしまった。,「…あるいは事故死かもな？　真里亞が発作的に泣き喚き、それを泣き止まそうとした楼座叔母さんは力の加減を誤ってつい殺してしまったとか。それで動転して、滑って転んで、柵に倒れて運悪く死んでしまった」,"""...Или могла смерть оказаться случайной? Например, Мария закатила истерику, а когда тётя Роза попытался заставить её перестать плакать, то не рассчитала сил и случайно убила её. Это настолько вывело её из равновесия, что она поскользнулась, упала, приземлилась на забор и, к несчастью, умерла.""","""...Ou isso também poderia ser uma morte acidental. Como a Maria estava fazendo birra, quando tia Rosa tentou parar o choro dela, ela julgou mal o quanto de força estava usando e a matou acidentalmente. Então, em consternação, ela escorregou e caiu, aterrissou na cerca e, por azar, morreu.""",「…又或许，是意外死亡吗？比如，真里亚突然哭闹了起来，楼座姑母为了使她停止哭泣，一不小心用力过猛，误杀了真里亚。然后，她吓得六神无主，滑了一跤，倒向栅栏，不幸地死了。」,「…又或許，是意外死亡嗎？比如，真里亞突然哭鬧了起來，樓座姑母為了使她停止哭泣，一不小心用力過猛，誤殺了真里亞。然後，她嚇得六神無主，滑了一跤，倒向柵欄，不幸地死了。」,"... O potrebbe essere una morte accidentale? Tipo, Maria stava di nuovo facendo i capricci, e quando Rosa oba-san ha cercato di farla smettere di piangere, ha usato troppa forza e l'ha accidentalmente uccisa. Dopodiché era così infuriata che ha inciampato ed è caduta, finendo sul recinto, ed è sfortunatamente morta.","""...Or it could also be an accidental death. Like Maria was having a tantrum, and when Auntie Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then, in her consternation, she slipped and fell, landed on the fence, and unluckily, died.""","""... O también podría tratarse de una muerte accidental. Por ejemplo, María estaba teniendo un berrinche, y cuando la tía Rosa trató de que dejara de llorar, calculó mal cuánta fuerza usar matándola accidentalmente. Entonces, en su consternación, se tropezó y cayó, aterrizando en la valla donde, desafortunadamente, murió.""","""...ﺃﻭ ﺭﺑﻤﺎ ﻛﺎﻥ ﻣﻮﺗًﺎ ﻋﺮﺿﻴًﺎ؟ ﺭﺑﻤﺎ ﺑﺎﻟﻐﺖ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﻓﻲ ﺍﺳﺘﺨﺪﺍﻡ ﺍﻟﻘﻮﺓ ﺃﺛﻨﺎﺀ ﻣﺤﺎﻭﻟﺘﻬﺎ ﺇﻳﻘﺎﻑ ﻧﻮﺑﺔ ﺑﻜﺎﺀ ﻣﺎﺭﻳﺎ، ﻓﺨﻨﻘﺘﻬﺎ ﺣﺘﻰ ﺍﻟﻤﻮﺕ ﻋﻦ ﻏﻴﺮ ﻗﺼﺪ. ﺛﻢ ﻣﻦ ﺃﺛﺮ ﺍﻟﺼﺪﻣﺔ ﺍﺭﺗﺒﻜﺖ ﻭﺳﻘﻄﺖ ﻋﻠﻰ ﺍﻟﺴﻴﺎﺝ. ﻭﻫﻜﺬﺍ ﻗﺘﻠﺖ ﻧﻔﺴﻬﺎ ﻣﻦ ﺳﻮﺀ ﺣﻈﻬﺎ.""","""...Or it could also be an accidental death. Like Maria was having a tantrum, and when Auntie Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then, in her consternation, she slipped and fell, landed on the fence, and unluckily, died.""","""...Or it could also be an accidental death. Like Maria was having a tantrum, and when Auntie Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then, in her consternation, she slipped and fell, landed on the fence, and unluckily, died.""","""...Or it could also be an accidental death. Like Maria was having a tantrum, and when Auntie Rosa tried to stop her crying, she misjudged how much power she was using and accidentally killed her. Then, in her consternation, she slipped and fell, landed on the fence, and unluckily, died."""
Ushiromiya Battler,"""......How's that? That way there's no need for a witch or magic.""","""...How's that? That way there's no need for a witch or magic."" ","......How's that? That way there's no need for a witch or magic.""",……どうだよ。これで魔女も魔法も出番なしだ。」,「……どうだよ。これで魔女も魔法も出番なしだ」,"""......Ну как? Таким образом ведьмовская магия тут не нужна.""","""......Que tal isso? Dessa forma não há necessidade de uma bruxa ou magia.""",「……如何？这样一来，就没有魔女与魔法的事了。」,「……如何？這樣一來，就沒有魔女與魔法的事了。」,"... Che ne pensi? Non c'è bisogno di una strega o di magia.""","""......How's that? That way there's no need for a witch or magic.""","""... ¿Qué te parece? De este modo no hay necesidad de brujas o magia.""","""......ﻣﺎ ﺭﺃﻳﻚ؟ ﺃﻱ ﻻ ﺣﺎﺟﺔ ﻟﻠﺴﺤﺮ ﻭﻻ ﺍﻟﺴﺎﺣﺮﺍﺕ.""","""......How's that? That way there's no need for a witch or magic.""","""......How's that? That way there's no need for a witch or magic.""","""......How's that? That way there's no need for a witch or magic."""
{f:5:Beatrice},"""......Well, that's not true. Actually, Rosa and Maria—""","""...Well, that's not quite true. Actually, Rosa and Maria..."" ","""......Well, that's not true. Actually, Rosa and Maria...""",「……あー、そういうわけではないぞ。実はだな、楼座と真里亞は…、」,「……あー、そういうわけではないぞ。実はだな、楼座と真里亞は…、」,"""......Ну, это не так. На деле Роза с Марией...""","""......Bem, isso não é verdade. Na verdade, a Rosa e a Maria—""",「……啊——，不是这样的。其实呀，楼座与真里亚她们呀…」,「……啊——，不是這樣的。其實呀，樓座與真里亞她們呀…」,"""... Beh, non è vero. In realtà Rosa e Maria...""","""......Well, that's not true. Actually, Rosa and Maria—""","""... Bueno, eso no es verdad. De hecho, Rosa y María—""","""...ﺣﺴﻨًﺎ، ﻫﺬﺍ ﻟﻴﺲ ﺻﺤﻴﺤًﺎ. ﻓﻔﻲ ﺍﻟﺤﻘﻴﻘﺔ ﺭﻭﺯﺍ ﻭﻣﺎﺭﻳﺎ...""","""......Well, that's not true. Actually, Rosa and Maria—""","""......Well, that's not true. Actually, Rosa and Maria—""","""......Well, that's not true. Actually, Rosa and Maria—"""
Ushiromiya Battler,"""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so get lost. You monster.""","""Shut up. Didn't I say I wasn't talking to you? You're an eyesore, so disappear. You monster."" ","""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so disappear. You monster.""",「うるさい。お前とは口を聞かないと言っている。目障りだから消えろ。バケモノめ。」,「うるさい。お前とは口をきかないと言っている。目障りだから消えろ。バケモノめ」,"""Помолчи. Разве я не сказал, что не желаю слышать тебя? Ты как бельмо на глазу, так что исчезни. Чудовище.""","""Calada. Não acabei de dizer que não quero ouvir sua voz? Você é uma monstruosidade, então dê o fora. Seu monstro.""",「吵死了。我说了，不与你讲话。你很碍眼，给我消失。死怪物。」,「吵死了。我說了，不與你講話。你很礙眼，給我消失。死怪物。」,"""Stai zitta. Non ho detto che non voglio sentirti? Sei un orrore, sparisci. Mostro.""","""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so get lost. You monster.""","""Cállate. ¿No dije que no quería oírte? Eres desagradable a la vista, así que desaparece. Monstruo.""","""ﺍﺻﻤﺘﻲ. ﺃﻟﻢ ﺃﻗﻞ ﺃﻧّﻲ ﻻ ﺃﺭﻳﺪ ﺍﻟﺤﺪﻳﺚ ﻣﻌﻚ؟ ﺃﻧﺖِ ﺗﺰﻋﺠﻴﻨﻨﻲ، ﻓﻠﺘﺨﺘﻔﻲ ﻣﻦ ﺃﻣﺎﻣﻲ. ﺃﻳﺘﻬﺎ ﺍﻟﻮﺣﺶ!""","""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so get lost. You monster.""","""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so get lost. You monster.""","""Shut up. Didn't I say that I didn't want to listen to you? You're an eyesore, so get lost. You monster."""
,"Battler said that without rage, ...but with a horribly cold voice.","Battler said that without rage, ...but with a horribly cold voice. ","Battler said that without rage, ...but with a horribly cold voice.",戦人は激昂せず、…だけれどもひどく冷たい声でそう言い放った。,戦人は激昂せず、…だけれどもひどく冷たい声でそう言い放った。,Баттлер сказал это без гнева... Но очень холодным голосом.,"Battler disse aquilo sem raiva, ...mas com uma voz terrivelmente fria.",战人并未激动，…而是以冷冰冰的声音说了这句话。,戰人並未激動，…而是以冷冰冰的聲音說了這句話。,Battler disse queste parole senza rabbia... ma con un tono terribilmente gelido.,"Battler said that without rage, ...but with a horribly cold voice.",Battler lo dijo sin rabia... pero con una voz horriblemente fría.,ﻗﺎﻟﻬﺎ ﺑﺎﺗﻠﺮ ﺩﻭﻥ ﻧﺒﺮﺓ ﻏﻀﺐ، ...ﺑﻞ ﺑﺼﻮﺕٍ ﺑﺎﺭﺩ ﻭﻣﺨﻴﻒ.,"Battler said that without rage, ...but with a horribly cold voice.","Battler said that without rage, ...but with a horribly cold voice.","Battler said that without rage, ...but with a horribly cold voice."
,"...Beato had also felt something out of place since the beginning.{n}In a fight, both of them could go at each other without restraint.","...That strange behavior was something Beato had noticed right off the bat. In a fight, both of them could go at each other without restraint. ","...Beato had also felt something out of place since the beginning. In a fight, both of them could go at each other without restraint.",…その違和感を、ベアトも最初から感じていた。喧嘩ならばどちらも遠慮なくできる。,…その違和感を、ベアトも最初から感じていた。{n}喧嘩ならばどちらも遠慮なくできる。,"...Беато тоже ощутила какое‐то отклонение.{n}В поединке они оба, не сдерживаясь, нападали друг на друга.","...Beato também sentiu algo fora do lugar desde o início.{n}Em uma luta, ambos podiam ir ao outro sem coibição.",…贝阿朵也从一开始就感受到了这种怪怪的感觉。{n}若是开战的话，那双方就可以毫无顾虑地对轰了。,…貝阿朵也從一開始就感受到了這種怪怪的感覺。{n}若是開戰的話，那雙方就可以毫無顧慮地對轟了。,"... Anche Beato aveva avvertito qualcosa fuori luogo sin dall'inizio. In una battaglia, entrambi avrebbero potuto combattersi senza trattenersi.","...Beato had also felt something out of place since the beginning.{n}In a fight, both of them could go at each other without restraint.","... Beato también había sentido que había algo fuera de lugar desde el comienzo.{n}En una pelea, ambos podían atacarse el uno al otro sin restricciones.",...ﻭﻫﺬﻩ ﺍﻟﺒﺮﻭﺩﺓ... ﺷﻌﺮﺕ ﺑﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ.{n}ﻛﻼﻫﻤﺎ ﻳﺴﺘﻄﻴﻌﺎﻥ ﺍﻟﻘﺘﺎﻝ ﺩﻭﻥ ﺍﻟﺤﺎﺟﺔ ﻟﻜﺒﺢ ﺟﻤﺎﺡ ﻣﺸﺎﻋﺮﻫﻤﺎ.,"...Beato had also felt something out of place since the beginning.{n}In a fight, both of them could go at each other without restraint.","...Beato had also felt something out of place since the beginning.{n}In a fight, both of them could go at each other without restraint.","...Beato had also felt something out of place since the beginning.{n}In a fight, both of them could go at each other without restraint."
,"However, he wouldn't even step into the ring.{n}She could feel that coldness.","However, he wouldn't even step into the ring. She could feel that coldness. "," However, he wouldn't even step into the ring. She could feel that coldness.",しかし、喧嘩の土俵にすら乗ってくれていない。そんな冷たさを感じていた。,しかし、喧嘩の土俵にすら乗ってくれていない。{n}そんな冷たさを感じていた。,Однако он даже не выходил на ринг.{n}Она ощущала его холодность.,"Porém, ele nem pisou no ringue.{n}Ela conseguia sentir essa frieza.",可是，战人是连战都不与她战。{n}她感受到了这份冷漠。,可是，戰人是連戰都不與她戰。{n}她感受到了這份冷漠。,"Tuttavia, lui non sarebbe nemmeno salito sul ring. Lei poteva avvertire quella freddezza.","However, he wouldn't even step into the ring.{n}She could feel that coldness.","Sin embargo, él ni siquiera subió al cuadrilátero.{n}Ella podía sentir esa frialdad.",ﻭﻟﻜﻦ، ﻟﻢ ﻳُﺮﺩ ﺑﺎﺗﻠﺮ ﺍﻟﻘﺘﺎﻝ ﻣﻌﻬﺎ ﺃﺻﻼً.{n}ﻟﻘﺪ ﺃﻣﻜﻨﻬﺎ ﺍﻹﺣﺴﺎﺱ ﺑﺮﻏﺒﺘﻪ ﺗﻠﻚ.,"However, he wouldn't even step into the ring.{n}She could feel that coldness.","However, he wouldn't even step into the ring.{n}She could feel that coldness.","However, he wouldn't even step into the ring.{n}She could feel that coldness."
,"Beato wasn't pleased about that.{n}...She thought about flaring up, but she held back.","Beato didn't find that amusing. ...She thought about flaring up, but she held back. "," Beato didn't find that interesting....She thought about flaring up, but she held back.",ベアトはそれが面白くない。…それを食って掛かろうかとも思ったが、堪えた。,ベアトはそれが面白くない。{n}…それを食って掛かろうかとも思ったが、堪えた。,"И она не находила это интересным.{n}...Она подумала о том, чтобы вспылить, но сдержалась.","Beato não estava satisfeita com isso.{n}...Ela pensou em se esquentar, mas conteve‐se.",贝阿朵对此深感无趣。{n}…虽然很想就这点与战人理论，但她忍住了。,貝阿朵對此深感無趣。{n}…雖然很想就這點與戰人理論，但她忍住了。,"Beato non trovava interessante tutto ciò. ... Aveva pensato di infuriarsi, ma si trattenne.","Beato wasn't pleased about that.{n}...She thought about flaring up, but she held back.","Beato no estaba contenta con eso.{n}... Pensó en estallar, pero se contuvo.",ﻭﺑﺎﺕ ﺫﻟﻚ ﻳﺆﻟﻢ ﺑﻴـﺎﺗﻮ.{n}...ﻓﻜﺮﺕ ﺑﺎﻟﺜﻮﺭﺍﻥ ﻏﻀﺒًﺎ ﻋﻠﻴﻪ، ﻟﻜﻨّﻬﺎ ﺗﺮﺍﺟﻌﺖ ﻋﻦ ﺫﻟﻚ.,"Beato wasn't pleased about that.{n}...She thought about flaring up, but she held back.","Beato wasn't pleased about that.{n}...She thought about flaring up, but she held back.","Beato wasn't pleased about that.{n}...She thought about flaring up, but she held back."
,"Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight.","Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't pick fights. "," Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight.",無邪気なる彼女の幼稚の中にも、喧嘩すべきでないことを悟る程度の理性はあったのかもしれない。,無邪気なる彼女の幼稚の中にも、喧嘩すべきでないことを悟る程度の理性はあったのかもしれない。,"Наверное, хоть она и была невинной и ребячливой, но обладала достаточным здравым смыслом, чтобы понять ошибочность ссоры в данный момент.","Talvez mesmo que ela fosse inocente e infantil, ela tinha tato suficiente para perceber que não devia lutar.",天真的她的幼稚心灵中，或许还存在着，能领悟到不应该争吵的理性。,天真的她的幼稚心靈中，或許還存在著，能領悟到不應該爭吵的理性。,"Forse pur essendo innocente e infantile, era abbastanza sveglia da capire che non avrebbe dovuto ribattere.","Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight.","Quizás, a pesar de que era inocente e infantil, tenía suficiente sentido común como para darse cuenta de que no debía luchar.",ﺭﺑﻤﺎ ﺗﻜﻮﻥ ﺗﺼﺮﻓﺎﺗﻬﺎ ﺻﺒﻴﺎﻧﻴﺔ ﻭﻃﺎﺋﺸﺔ ﺃﺣﻴﺎﻧًﺎ، ﻟﻜﻦ ﻟﺪﻳﻬﺎ ﺍﺣﺴﺎﺱ ﻛﺎﻓﻲ ﺗُﺪﺭﻙ ﺑﻪ ﺃﻧﻪ ﻻ ﻳﻨﺒﻐﻲ ﻋﻠﻴﻬﺎ ﺍﻓﺘﻌﺎﻝ ﺷﺠﺎﺭٍ ﻣﻌﻪ.,"Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight.","Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight.","Maybe even though she was innocent and childish, she had enough sense to realize that she shouldn't fight."
{f:5:Beatrice},"""........................ ..................Is that so? Then I will hide myself. ...Ronove, continue for me.""","""...... ......Is that so? Then I'll vanish. ...Ronove, continue for me."" ","""........................Is that so? Then I will hide myself. ...Ronove, continue for me.""",「……………………。………………そうかよ。なら姿を消すさ。…ロノウェ、続きを引き継げ。」,「……………………。………………そうかよ。なら姿を消すさ。…ロノウェ、続きを引き継げ」,"""........................Вот как? Тогда я скроюсь. ...Ронове, продолжи вместо меня.""","""........................ ..................É mesmo? Então vou me esconder. ...Ronove, continue por mim.""",「……………………。………………这样啊。那么，妾身就消去身形了。…罗诺威，汝来接手。」,「……………………。………………這樣啊。那麼，妾身就消去身形了。…羅諾威，汝來接手。」,"""... È così? Allora mi nasconderò. ... Ronove, continua al mio posto.""","""........................ ..................Is that so? Then I will hide myself. ...Ronove, continue for me.""","""... ¿Es así? Entonces, me ocultaré... Ronove, continúa por mí.""","""........................ ..................ﻓﻬﻤﺖ. ﺳﺄﺧﺘﻔﻲ ﺇﺫًﺍ. ...ﺭﻭﻧﻮﻑ، ﺗﻮﻝَّ ﺍﻷﻣﺮ ﻣﻦ ﺑﻌﺪﻱ""","""........................ ..................Is that so? Then I will hide myself. ...Ronove, continue for me.""","""........................ ..................Is that so? Then I will hide myself. ...Ronove, continue for me.""","""........................ ..................Is that so? Then I will hide myself. ...Ronove, continue for me."""
Ronove,"""Certainly. ...Will that be satisfactory, Battler‐sama?""","""Certainly. ...Will that be satisfactory, Battler-sama?"" ","""Certainly. ...Will that be satisfactory, Battler-sama?""",「畏まりました。…よろしいですか、戦人さま。」,「畏まりました。…よろしいですか、戦人さま」,"""Разумеется. ...Вас это устроит, Баттлер‐сама?""","""Certamente. ...Isto será satisfatório, Battler‐sama?""",「遵命。…请问可以吗，战人少爷？」,「遵命。…請問可以嗎，戰人少爺？」,"""Certamente. ... Ciò la soddisfa, Battler-sama?""","""Certainly. ...Will that be satisfactory, Battler‐sama?""","""Como ordene... ¿Será eso de su agrado, Battler-sama?""","""ﺣﺎﺿﺮ. ...ﻫﻞ ﻟﺪﻳﻚ ﺍﻋﺘﺮﺍﺽ ﻋﻠﻰ ﻫﺬﺍ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ؟""","""Certainly. ...Will that be satisfactory, Battler‐sama?""","""Certainly. ...Will that be satisfactory, Battler‐sama?""","""Certainly. ...Will that be satisfactory, Battler‐sama?"""
{f:5:Virgilia},""".........There are no problems with that proposal. If Battler‐kun says that he doesn't want to see Beato's face, I believe that will be an acceptable alternative.""","""......There are no problems with her proposal. If Battler-kun doesn't want to see Beato's face, perhaps that will do."" ",""".........There are no problems with that proposal. If Battler-kun says that he doesn't want to see Beato's face, that is alright.""",「………問題のない申し出です。戦人くんがベアトの顔を見たくないと言うなら、それもありかと。」,「………問題のない申し出です。戦人くんがベアトの顔を見たくないと言うなら、それもありかと」,""".........Насчёт этого претензий не имею. Если Баттлер‐кун заявляет, что не хочет видеть лица Беато, то всё в порядке.""",""".........Não há problemas com esta proposta. Se o Battler‐kun diz que não quer ver o rosto da Beato, acredito que será uma alternativa aceitável.""",「………没有问题的提议。如果战人君说不想看到贝阿朵的脸的话，那此法倒也可行。」,「………沒有問題的提議。如果戰人君說不想看到貝阿朵的臉的話，那此法倒也可行。」,"""... Non ho problemi con questa proposta. Se Battler-kun dice di non voler vedere la faccia di Beato, va bene così.""",""".........There are no problems with that proposal. If Battler‐kun says that he doesn't want to see Beato's face, I believe that will be an acceptable alternative.""","""... No hay problema con esa propuesta. Si Battler-kun dice que no quiere ver la cara de Beato, está bien.""",""".........ﻻ ﻣُﺸﻜﻠﺔ ﻓﻲ ﺍﻗﺘﺮﺍﺣﻬﺎ ﻫﺬﺍ. ﺇﻥ ﻛﺎﻥ ﺑﺎﺗﻠﺮ-ﻛﻦ ﻻ ﻳﺮﻏﺐ ﻓﻲ ﺭﺅﻳﺔ ﻭﺟﻪ ﺑﻴـﺎﺗﻮ، ﻓﻼ ﺑﺄﺱ ﻓﻲ ﻫﺬﺍ.""",""".........There are no problems with that proposal. If Battler‐kun says that he doesn't want to see Beato's face, I believe that will be an acceptable alternative.""",""".........There are no problems with that proposal. If Battler‐kun says that he doesn't want to see Beato's face, I believe that will be an acceptable alternative.""",""".........There are no problems with that proposal. If Battler‐kun says that he doesn't want to see Beato's face, I believe that will be an acceptable alternative."""
Ushiromiya Battler,"""Do what you like. ...I couldn't care less what you do as long as I don't have to look at that monster's face.""","""Do what you like. ...If I can live without seeing that monstrous face, I don't care about anything else."" ","""Do what you like. ...If I can live without seeing that monstrous face, I don't care about anything else.""",「好きにしろよ。…そのバケモノの顔を見なくて済むなら何だって構わないぜ。」,「好きにしろよ。…そのバケモノの顔を見なくて済むなら何だって構わないぜ」,"""Делайте что хотите. ...Если я смогу жить, не видя лица этого чудовища, то всё остальное меня не волнует.""","""Faça o que quiser. ...Eu não poderia ligar menos para o que você faz, contanto que eu não tenha que olhar para o rosto desse monstro.""",「随便。…只要能不看那怪物的脸，怎样都无所谓。」,「隨便。…只要能不看那怪物的臉，怎樣都無所謂。」,"""Fai come preferisci. ... Se posso vivere senza vedere quella faccia mostruosa, non m'importa del resto.""","""Do what you like. ...I couldn't care less what you do as long as I don't have to look at that monster's face.""","""Haz lo que quieras... No podría importarme menos lo que hagas mientras no tenga que mirarle la cara a ese monstruo.""","""ﺍﻓﻌﻠﻮﺍ ﻣﺎ ﺗﺸﺎﺅﻭﻥ. ...ﻻ ﻳﻬﻤﻨﻲ ﻣﺎ ﺗﻔﻌﻠﻮﻧﻪ ﻃﺎﻟﻤﺎ ﻟﺴﺖ ﻣﻀﻄﺮًﺍ ﻟﻠﻨﻈﺮ ﺇﻟﻰ ﻭﺟﻪ ﺫﻟﻚ ﺍﻟﻮﺣﺶ.""","""Do what you like. ...I couldn't care less what you do as long as I don't have to look at that monster's face.""","""Do what you like. ...I couldn't care less what you do as long as I don't have to look at that monster's face.""","""Do what you like. ...I couldn't care less what you do as long as I don't have to look at that monster's face."""
{f:5:Beatrice},"""......Hey, wait a second. ...You keep saying ""monster monster"", but isn't that a mean way to speak of me?""","""...Hey, wait a second. ...You keep saying monster, monster, but isn't that a cruel way to speak of me? ","""......Hey, wait a second. ...You keep saying monster, monster, but isn't that a mean way to speak of me? ",「……なぁ、ちょっと待てよォ。…さっきからバケモノバケモノと、妾は酷い言われようではないか。,「……なぁ、ちょっと待てよォ。…さっきからバケモノバケモノと、妾は酷い言われようではないか」,"""......Эй, погоди секунду. ...Ты всё твердишь чудовище, чудовище, но красиво ли говорить подобные слова в мой адрес?""","""......Ei, espere um pouco. ...Você continua dizendo ""monstro, monstro"", mas essa não é uma forma maldosa de falar de mim?""",「……喂，稍微等一下啊。…从刚才起就怪物、怪物的，把妾身骂的好难听啊。」,「……喂，稍微等一下啊。…從剛才起就怪物、怪物的，把妾身罵的好難聽啊。」,"""... Ehi, aspetta un attimo. ... Continui a ripetere mostro, mostro, mostro, ma non è un modo meschino di parlarmi?","""......Hey, wait a second. ...You keep saying ""monster monster"", but isn't that a mean way to speak of me?""","""... Oye, espera un segundo... Sigues diciendo ""monstruo monstruo"", ¿pero no es esa una mala manera de hablarme?""","""......ﻣﻬﻼً ﻟﺤﻈﺔ. ...ﺇﻧّﻚ ﻻ ﺗﻨﻔﻚُ ﻋﻦ ﻭﺻﻔﻲ ﺑﺎﻟﻮﺣﺶ، ﺃﻟﻴﺴﺖ ﻫﺬﻩ ﺃﻟﻔﺎﻇًﺎ ﻓﻈﻴﻌﺔ ﺗﺼﻔﻨﻲ ﺑﻬﺎ؟""","""......Hey, wait a second. ...You keep saying ""monster monster"", but isn't that a mean way to speak of me?""","""......Hey, wait a second. ...You keep saying ""monster monster"", but isn't that a mean way to speak of me?""","""......Hey, wait a second. ...You keep saying ""monster monster"", but isn't that a mean way to speak of me?"""
{f:5:Beatrice},"""......Why do you instinctively hate me so much, Battler? None of that was me, it was all the work of my disciple...""","...Why do you instinctively hate me so much, Battler? Even though none of that was me, even though it was all the work of my disciple..."" ","......Why do you instinctively hate me so much, Battler? Even though none of that was me, even though it was all the work of my disciple...""",……なぜに妾はそこまで戦人に毛嫌いされねばならぬというのか。あれらは全て妾ではなく、妾の弟子の仕業であろうが…。」,「……なぜに妾はそこまで戦人に毛嫌いされねばならぬというのか。あれらは全て妾ではなく、妾の弟子の仕業であろうが…」,"""......Почему ты инстинктивно так меня ненавидишь, Баттлер? Ведь то была не я, то была моя последовательница...""","""......Por que instintivamente me odeia tanto, Battler? Nada daquilo foi obra minha, foi tudo coisa da minha discípula...""",「……妾身凭什么要被战人讨厌到这个地步？那些全都不是妾身，而是妾身的徒弟做的吧…？」,「……妾身憑什麼要被戰人討厭到這個地步？那些全都不是妾身，而是妾身的徒弟做的吧…？」,"... Perché mi odi istintivamente così tanto, Battler? Anche se nulla di quello è stata colpa mia, anche se è stata tutta opera della mia allieva...""","""......Why do you instinctively hate me so much, Battler? None of that was me, it was all the work of my disciple...""","""... ¿Por qué me odias tanto instintivamente, Battler? A pesar de que no fui yo, a pesar de que todo fue el trabajo de mi discípula...""","""......ﻟﻤﺎﺫﺍ ﺗﻜﺮﻫﻨﻲ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺪﺭﺟﺔ ﻳﺎ ﺑﺎﺗﻠﺮ؟ ﺭﻏﻢ ﺃﻥّ ﻛﻞ ﺫﻟﻚ ﻟﻢ ﻳﻜﻦ ﻣﻦ ﻓﻌﻠﻲ، ﺗﻠﻤﻴﺬﺗﻲ ﻫﻲ ﻣﻦ ﻓﻌﻠﺖ ﺫﻟﻚ...""","""......Why do you instinctively hate me so much, Battler? None of that was me, it was all the work of my disciple...""","""......Why do you instinctively hate me so much, Battler? None of that was me, it was all the work of my disciple...""","""......Why do you instinctively hate me so much, Battler? None of that was me, it was all the work of my disciple..."""
Ushiromiya Battler,""".........It's not like I'm only mad about what happened just now. It's from the very beginning.""","""......It's not like I'm only mad about what happened just now. It's been like that from the very beginning."" ",""".........It's not like I'm only mad about what happened just now. It's from the very beginning.""",「………別に俺は、さっきのことだけで腹を立ててるわけじゃねぇぜ。一番最初からだ。」,「………別に俺は、さっきのことだけで腹を立ててるわけじゃねぇぜ。一番最初からだ」,""".........Я, в общем‐то, сержусь не только за этот момент. А за всё, что было с самого начала.""",""".........Não é como se eu estivesse irritado apenas com o que aconteceu há pouco. É com o que tem acontecido desde o início.""",「………我并不仅仅是在为刚才的事生气。而是从一开始就不爽。」,「………我並不僅僅是在為剛才的事生氣。而是從一開始就不爽。」,"""... Non è che sono infuriato per quello che è successo ora. È proprio dall'inizio.""",""".........It's not like I'm only mad about what happened just now. It's from the very beginning.""","""... No es como si estuviese enojado solo por lo que acaba de ocurrir. Así ha sido todo el tiempo.""",""".........ﻟﺴﺖُ ﻏﺎﺿﺒًﺎ ﻋﻠﻰ ﻣﺎ ﺣﺪﺙ ﻟﻠﺘﻮ ﻓﻘﻂ. ﺑﻞ ﻛﻨﺖِ ﺗﺜﻴﺮﻳﻦ ﺃﻋﺼﺎﺑﻲ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ.""",""".........It's not like I'm only mad about what happened just now. It's from the very beginning.""",""".........It's not like I'm only mad about what happened just now. It's from the very beginning.""",""".........It's not like I'm only mad about what happened just now. It's from the very beginning."""
